CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTAREA,CONTCOMP,OCCNO,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
27743,16,101,1-16-2022-101-02,2,2,E,8,163,1,812,5,2,59.4969547,5,7
27789,12,66,1-12-2022-066-03,3,1,A,4,611,1,401,3,2,995.2535305,9,7
27586,17,106,1-17-2022-106-06,6,1,A,4,611,1,201,3,2,125.4715788,4,7
27586,17,106,1-17-2022-106-06,6,1,B,3,578,1,731,3,2,125.4715788,4,7
27586,17,106,1-17-2022-106-06,6,2,A,4,611,1,201,6,3,125.4715788,4,7
27586,17,106,1-17-2022-106-06,6,2,B,1,24,1,859,3,3,125.4715788,4,7
27649,54,84,1-54-2022-084-09,9,1,A,4,611,1,201,4,3,495.8369809,9,7
27554,20,194,1-20-2022-194-03,3,3,A,8,152,1,401,8,2,108.8614435,11,7
27554,20,194,1-20-2022-194-03,3,3,B,8,151,1,601,5,1,108.8614435,11,7
25323,13,41,1-13-2022-041-05,5,1,B,1,24,1,841,5,1,126.2712746,7,7
25323,13,41,1-13-2022-041-05,5,1,C,1,24,1,842,5,1,126.2712746,7,7
25323,13,41,1-13-2022-041-05,5,1,D,4,619,1,711,3,3,126.2712746,7,7
25324,13,42,1-13-2022-042-01,1,1,E,10,201,2,101,3,3,90.9677803,7,7
25324,13,42,1-13-2022-042-01,1,1,F,1,13,2,841,3,3,90.9677803,7,7
25324,13,42,1-13-2022-042-01,1,1,A,8,152,1,401,8,2,90.9677803,7,7
25324,13,42,1-13-2022-042-01,1,1,B,8,152,2,401,8,2,90.9677803,7,7
25324,13,42,1-13-2022-042-01,1,1,C,1,4,1,401,5,2,90.9677803,7,7
25324,13,42,1-13-2022-042-01,1,1,D,10,207,1,101,3,3,90.9677803,7,7
25326,13,44,1-13-2022-044-01,1,1,A,8,152,1,401,8,2,90.9677803,7,7
25326,13,44,1-13-2022-044-01,1,1,B,4,611,1,201,3,2,90.9677803,7,7
25328,52,35,1-52-2022-035-03,3,1,A,4,611,1,401,3,3,45.55994129,12,7
25328,52,35,1-52-2022-035-03,3,1,B,1,21,1,841,3,2,45.55994129,12,7
25328,52,35,1-52-2022-035-03,3,1,C,8,152,1,812,8,2,45.55994129,12,7
25328,52,35,1-52-2022-035-03,3,1,D,8,153,1,711,8,2,45.55994129,12,7
25329,52,36,1-52-2022-036-03,3,1,A,1,24,1,841,3,2,45.55994129,12,7
25335,28,24,1-28-2022-024-08,8,1,A,1,4,1,401,1,1,66.42626557,3,7
25335,28,24,1-28-2022-024-08,8,1,B,1,2,1,101,2,3,66.42626557,3,7
25335,28,24,1-28-2022-024-08,8,1,C,1,1,1,101,12,2,66.42626557,3,7
25335,28,24,1-28-2022-024-08,8,1,D,8,163,1,512,2,1,66.42626557,3,7
25335,28,24,1-28-2022-024-08,8,1,E,1,24,1,841,1,3,66.42626557,3,7
25335,28,24,1-28-2022-024-08,8,1,F,9,252,1,512,2,2,66.42626557,3,7
25335,28,24,1-28-2022-024-08,8,1,G,4,611,1,401,6,2,66.42626557,3,7
27554,20,194,1-20-2022-194-03,3,3,C,1,24,1,841,3,2,108.8614435,11,7
27554,20,194,1-20-2022-194-03,3,3,D,1,26,2,842,3,1,108.8614435,11,7
27554,20,194,1-20-2022-194-03,3,3,E,8,152,2,401,8,1,108.8614435,11,7
27832,31,84,1-31-2022-084-04,4,1,A,4,619,1,101,96,1,224.4262516,6,7
27832,31,84,1-31-2022-084-04,4,1,B,2,56,1,711,2,3,224.4262516,6,7
27669,14,85,1-14-2022-085-02,2,2,A,1,24,1,841,5,1,154.7892079,8,7
27669,14,85,1-14-2022-085-02,2,2,B,1,24,1,842,5,1,154.7892079,8,7
27772,20,208,1-20-2022-208-03,3,1,A,3,578,1,731,3,3,181.7228511,11,7
27772,20,208,1-20-2022-208-03,3,1,B,6,584,2,762,9,3,181.7228511,11,7
27872,12,68,1-12-2022-068-03,3,1,A,4,611,1,201,3,2,255.1263244,9,7
27872,12,68,1-12-2022-068-03,3,1,B,1,1,1,761,12,2,255.1263244,9,7
27872,12,68,1-12-2022-068-03,3,1,C,8,152,1,401,8,2,255.1263244,9,7
27689,31,81,1-31-2022-081-03,3,1,A,6,590,2,732,3,2,258.8659538,6,7
27357,11,63,1-11-2022-063-01,1,1,A,4,611,1,201,3,3,134.0709483,8,7
27357,11,63,1-11-2022-063-01,1,1,B,4,611,1,401,3,3,134.0709483,8,7
25337,25,18,1-25-2022-018-05,5,1,D,4,611,1,742,6,2,185.7140724,2,7
25337,25,18,1-25-2022-018-05,5,1,A,1,2,1,762,98,3,185.7140724,2,7
25337,25,18,1-25-2022-018-05,5,1,B,1,7,1,742,2,1,185.7140724,2,7
25337,25,18,1-25-2022-018-05,5,1,C,3,576,1,761,3,2,185.7140724,2,7
25344,77,25,1-77-2022-025-07,7,1,A,1,3,1,101,3,2,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,1,B,1,5,1,401,3,2,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,1,C,1,24,1,841,3,2,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,1,D,1,24,1,842,3,2,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,A,4,611,1,201,3,2,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,B,4,611,1,512,3,3,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,C,1,24,1,841,3,2,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,D,1,24,1,842,3,2,3379.625334,9,7
25345,32,30,1-32-2022-030-08,8,1,A,4,611,1,401,3,2,1417.932411,7,7
25345,32,30,1-32-2022-030-08,8,1,B,1,1,1,101,12,1,1417.932411,7,7
25346,31,20,1-31-2022-020-04,4,1,A,1,5,1,761,2,3,256.0536827,6,7
25348,27,22,1-27-2022-022-02,2,1,A,1,1,1,101,12,1,24.7367566,3,7
25348,27,22,1-27-2022-022-02,2,1,B,1,6,1,401,5,1,24.7367566,3,7
25348,27,22,1-27-2022-022-02,2,1,C,1,24,1,841,3,1,24.7367566,3,7
25348,27,22,1-27-2022-022-02,2,1,D,4,611,1,741,6,3,24.7367566,3,7
25348,27,22,1-27-2022-022-02,2,1,E,3,578,1,731,6,3,24.7367566,3,7
25348,27,22,1-27-2022-022-02,2,1,F,1,3,1,101,5,3,24.7367566,3,7
25358,26,35,1-26-2022-035-04,4,1,A,8,163,1,999,4,3,1719.010552,10,7
25360,30,25,1-30-2022-025-05,5,2,A,4,611,1,742,6,3,145.6784954,10,7
25360,30,25,1-30-2022-025-05,5,2,B,1,24,1,841,3,3,145.6784954,10,7
25360,30,25,1-30-2022-025-05,5,2,C,1,7,1,842,3,3,145.6784954,10,7
25361,30,26,1-30-2022-026-05,5,2,A,2,53,1,761,98,3,145.6784954,10,7
25364,20,47,1-20-2022-047-09,9,1,A,8,152,1,401,8,3,445.6171626,11,7
25364,20,47,1-20-2022-047-09,9,1,B,1,24,1,842,3,3,445.6171626,11,7
25364,20,47,1-20-2022-047-09,9,1,C,1,24,1,841,98,3,445.6171626,11,7
25364,20,47,1-20-2022-047-09,9,1,D,9,251,1,861,2,3,445.6171626,11,7
25366,20,49,1-20-2022-049-06,6,2,A,3,576,1,841,3,1,209.3688973,11,7
25366,20,49,1-20-2022-049-06,6,2,B,3,578,1,731,3,2,209.3688973,11,7
25366,20,49,1-20-2022-049-06,6,2,C,1,26,2,841,3,1,209.3688973,11,7
25366,20,49,1-20-2022-049-06,6,2,D,1,26,2,842,3,1,209.3688973,11,7
25368,76,28,1-76-2022-028-03,3,1,A,4,619,1,101,6,2,21.45627751,3,7
25368,76,28,1-76-2022-028-03,3,1,B,1,3,1,101,3,2,21.45627751,3,7
25368,76,28,1-76-2022-028-03,3,1,C,2,56,1,999,3,9,21.45627751,3,7
25371,20,50,1-20-2022-050-06,6,3,A,10,201,1,101,3,3,209.3688973,11,7
25371,20,50,1-20-2022-050-06,6,3,B,3,578,1,731,3,3,209.3688973,11,7
25371,20,50,1-20-2022-050-06,6,3,C,8,163,1,732,3,3,209.3688973,11,7
25374,17,23,1-17-2022-023-06,6,1,A,1,24,1,841,3,2,191.6936761,4,7
25374,17,23,1-17-2022-023-06,6,1,B,3,581,1,811,9,2,191.6936761,4,7
25383,12,21,1-12-2022-021-06,6,1,A,4,611,1,201,3,2,1916.828857,9,7
25383,12,21,1-12-2022-021-06,6,1,B,4,611,1,201,6,3,1916.828857,9,7
25383,12,21,1-12-2022-021-06,6,1,C,1,24,1,841,3,2,1916.828857,9,7
25383,12,21,1-12-2022-021-06,6,1,D,1,19,1,852,5,2,1916.828857,9,7
25383,12,21,1-12-2022-021-06,6,1,E,8,152,1,401,8,2,1916.828857,9,7
25387,22,5,1-22-2022-005-01,1,1,A,3,578,1,731,3,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,B,1,2,1,769,98,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,C,10,206,1,999,98,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,D,10,205,1,999,96,3,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,E,8,151,1,712,5,1,38.00048139,12,7
25387,22,5,1-22-2022-005-01,1,1,F,1,3,1,999,98,3,38.00048139,12,7
25388,19,45,1-19-2022-045-03,3,1,A,1,24,1,859,3,2,79.66742768,9,7
25391,19,48,1-19-2022-048-07,7,1,A,1,21,1,999,2,3,539.09188,9,7
25397,10,49,1-10-2022-049-01,1,1,A,3,576,1,999,5,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,B,1,21,1,841,3,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,C,8,163,1,999,5,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,D,1,22,1,999,2,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,E,6,591,2,732,5,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,F,1,23,2,849,3,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,G,1,1,1,101,12,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,H,1,1,2,101,12,3,24.95767321,4,7
25397,10,49,1-10-2022-049-01,1,1,I,8,151,2,601,5,3,24.95767321,4,7
25398,24,42,1-24-2022-042-05,5,1,A,1,24,1,841,3,1,79.05021329,1,7
25398,24,42,1-24-2022-042-05,5,1,B,1,2,1,201,4,2,79.05021329,1,7
25398,24,42,1-24-2022-042-05,5,2,A,1,24,1,841,3,1,79.05021329,1,7
25398,24,42,1-24-2022-042-05,5,1,C,4,611,1,201,6,2,79.05021329,1,7
25407,52,38,1-52-2022-038-03,3,2,D,1,21,1,841,2,2,51.10534633,12,7
25407,52,38,1-52-2022-038-03,3,2,A,4,611,1,401,3,2,51.10534633,12,7
25407,52,38,1-52-2022-038-03,3,2,B,8,153,1,711,8,1,51.10534633,12,7
25407,52,38,1-52-2022-038-03,3,2,C,8,152,1,812,8,1,51.10534633,12,7
25408,52,39,1-52-2022-039-02,2,1,A,1,6,1,501,5,9,21.63529773,12,7
25408,52,39,1-52-2022-039-02,2,1,B,1,2,1,762,5,3,21.63529773,12,7
25409,52,40,1-52-2022-040-08,8,1,A,4,611,1,741,6,1,53.69033444,12,7
25409,52,40,1-52-2022-040-08,8,1,B,1,2,1,762,1,2,53.69033444,12,7
25409,52,40,1-52-2022-040-08,8,1,C,1,21,1,842,3,1,53.69033444,12,7
25411,28,26,1-28-2022-026-08,8,1,A,8,163,1,852,2,2,50.19474566,3,7
25411,28,26,1-28-2022-026-08,8,1,B,8,163,1,742,3,3,50.19474566,3,7
25411,28,26,1-28-2022-026-08,8,1,C,1,24,1,842,5,3,50.19474566,3,7
25411,28,26,1-28-2022-026-08,8,1,D,4,611,1,201,6,3,50.19474566,3,7
25411,28,26,1-28-2022-026-08,8,1,E,8,151,1,601,5,1,50.19474566,3,7
25412,66,24,1-66-2022-024-10,10,1,A,4,611,1,401,3,1,1070.180003,6,7
25412,66,24,1-66-2022-024-10,10,1,B,1,24,1,842,1,1,1070.180003,6,7
25415,16,24,1-16-2022-024-04,4,1,E,1,3,1,101,98,3,641.2588765,5,7
25415,16,24,1-16-2022-024-04,4,1,A,1,1,1,101,12,1,641.2588765,5,7
25415,16,24,1-16-2022-024-04,4,1,B,1,2,1,101,2,2,641.2588765,5,7
25415,16,24,1-16-2022-024-04,4,1,C,10,206,1,101,98,2,641.2588765,5,7
25415,16,24,1-16-2022-024-04,4,1,D,1,1,1,762,12,1,641.2588765,5,7
25417,13,46,1-13-2022-046-05,5,2,A,1,2,1,762,5,2,153.3824287,7,7
25418,13,47,1-13-2022-047-03,3,1,A,8,152,1,401,8,3,833.0903363,7,7
25418,13,47,1-13-2022-047-03,3,1,B,8,163,1,842,5,2,833.0903363,7,7
25420,32,31,1-32-2022-031-02,2,1,D,4,615,1,842,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,1,E,9,252,1,862,5,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,F,1,1,1,762,2,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,G,8,151,2,401,5,3,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,H,7,639,2,101,6,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,1,A,8,152,1,401,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,1,B,4,611,1,201,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,1,C,4,615,1,841,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,A,8,152,1,401,8,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,B,4,611,1,201,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,C,4,615,1,841,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,D,4,615,1,842,3,2,105.9656653,7,7
25420,32,31,1-32-2022-031-02,2,2,E,1,1,1,761,12,2,105.9656653,7,7
25428,20,52,1-20-2022-052-03,3,1,A,8,152,1,501,8,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,B,2,54,1,101,3,2,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,C,3,582,1,731,3,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,D,3,579,1,831,3,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,E,8,152,2,401,8,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,F,1,26,2,841,3,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,G,8,163,2,841,9,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,H,1,2,1,762,5,3,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,I,4,619,1,711,3,2,106.2259286,11,7
25428,20,52,1-20-2022-052-03,3,1,J,4,619,1,761,3,2,106.2259286,11,7
25438,76,32,1-76-2022-032-07,7,1,A,8,152,1,501,8,3,105.2362999,3,7
25438,76,32,1-76-2022-032-07,7,1,B,8,152,2,401,3,2,105.2362999,3,7
25438,76,32,1-76-2022-032-07,7,1,C,1,23,2,842,9,3,105.2362999,3,7
25438,76,32,1-76-2022-032-07,7,1,D,1,26,2,842,3,3,105.2362999,3,7
25446,20,55,1-20-2022-055-08,8,1,A,3,580,1,731,5,3,102.6061075,11,7
25446,20,55,1-20-2022-055-08,8,1,B,10,203,1,101,3,3,102.6061075,11,7
25452,77,30,1-77-2022-030-02,2,2,A,8,151,1,601,5,1,90.06596167,9,7
25452,77,30,1-77-2022-030-02,2,2,B,8,155,1,101,3,1,90.06596167,9,7
25452,77,30,1-77-2022-030-02,2,1,A,4,611,1,201,96,1,90.06596167,9,7
25452,77,30,1-77-2022-030-02,2,1,B,1,24,1,841,96,1,90.06596167,9,7
25452,77,30,1-77-2022-030-02,2,1,C,1,24,1,852,3,1,90.06596167,9,7
25452,77,30,1-77-2022-030-02,2,1,D,1,1,1,762,96,1,90.06596167,9,7
25454,54,28,1-54-2022-028-03,3,1,A,1,21,1,761,2,3,267.872471,9,7
25454,54,28,1-54-2022-028-03,3,1,B,1,24,1,849,3,3,267.872471,9,7
25457,26,42,1-26-2022-042-02,2,1,A,1,1,1,761,2,3,56.56502108,10,7
25457,26,42,1-26-2022-042-02,2,1,B,1,1,1,762,2,3,56.56502108,10,7
25457,26,42,1-26-2022-042-02,2,1,C,1,1,2,762,2,3,56.56502108,10,7
25464,19,49,1-19-2022-049-04,4,1,A,1,7,1,999,5,2,215.8227571,9,7
25464,19,49,1-19-2022-049-04,4,1,B,4,611,1,401,3,2,215.8227571,9,7
25466,19,51,1-19-2022-051-04,4,2,A,1,7,1,762,5,3,215.8227571,9,7
25467,19,52,1-19-2022-052-06,6,1,A,8,162,1,762,1,2,125.1570875,9,7
25468,12,22,1-12-2022-022-03,3,2,A,1,5,1,999,6,3,364.2144219,9,7
25468,12,22,1-12-2022-022-03,3,2,B,8,151,1,999,6,3,364.2144219,9,7
25468,12,22,1-12-2022-022-03,3,2,C,8,151,1,601,5,2,364.2144219,9,7
25474,24,48,1-24-2022-048-03,3,2,B,1,1,1,761,2,1,203.6822226,1,7
25474,24,48,1-24-2022-048-03,3,2,A,4,611,1,201,3,2,203.6822226,1,7
25475,24,49,1-24-2022-049-03,3,1,A,1,5,1,401,3,1,203.6822226,1,7
25475,24,49,1-24-2022-049-03,3,1,B,1,4,1,401,1,1,203.6822226,1,7
25475,24,49,1-24-2022-049-03,3,1,C,1,24,1,841,2,1,203.6822226,1,7
25475,24,49,1-24-2022-049-03,3,1,D,1,25,1,842,3,1,203.6822226,1,7
25475,24,49,1-24-2022-049-03,3,1,E,9,252,1,852,2,1,203.6822226,1,7
25475,24,49,1-24-2022-049-03,3,1,F,9,252,1,832,3,1,203.6822226,1,7
25477,23,23,1-23-2022-023-10,10,2,A,1,24,1,841,3,1,9977.079785,5,7
25478,23,24,1-23-2022-024-01,1,1,A,8,151,1,101,6,3,76.64544227,5,7
