CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
26697,27,59,1-27-2022-059-06,6,1,1890,988,902,P215/55R17,220,P215/55R17,210,,,,,,,,,90.08948683,3,7
26704,20,138,1-20-2022-138-03,3,1,2055,1150,1150,P225/65R17,230,P225/65R17,230,,,,,,,,,121.9376366,11,7
26705,29,15,1-29-2022-015-02,2,3,2745,1339,1407,P225/65R16,250,P225/65R16,250,,,,,,,,,193.6394796,2,7
26666,19,110,1-19-2022-110-04,4,1,1906,1020,893,9999999999,999,9999999999,999,,,,,,,,,166.5010925,9,7
26713,25,70,1-25-2022-070-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,194.3525206,2,7
26719,30,69,1-30-2022-069-04,4,1,1554,794,775,P185/65R15,230,P185/65R15,230,,,,,,,,,884.9560993,10,7
26724,20,140,1-20-2022-140-09,9,2,2199,1079,1217,P215/70R15,200,P215/70R15,220,,,,,,,,,647.1424455,11,7
26728,59,51,1-59-2022-051-02,2,1,3311,1633,1860,P265/70R17,210,P265/70R17,210,,,,,,,,,55.91716894,6,7
26736,21,45,1-21-2022-045-07,7,2,2100,1191,1191,P215/55R17,241,P215/55R17,241,,,,,,,,,5844.361566,11,7
26735,17,68,1-17-2022-068-06,6,2,1734,905,835,P205/55R16,230,P205/55R16,230,,,,,,,,,352.1213259,4,7
26732,19,116,1-19-2022-116-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,104.550355,9,7
26738,13,87,1-13-2022-087-06,6,1,2473,1248,1339,P225/55R19,250,P225/55R19,250,,,,,,,,,3280.938349,7,7
26744,14,62,1-14-2022-062-02,2,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,569.3780489,8,7
26752,10,119,1-10-2022-119-03,3,1,2350,1175,1250,P245/40R19,240,P245/40R19,280,,,,,,,,,764.6268948,4,7
26757,16,66,1-16-2022-066-05,5,1,1815,975,848,P205/60R16,250,P205/60R16,250,,,,,,,,,115.1249384,5,7
25981,16,42,1-16-2022-042-06,6,1,1910,1005,940,P215/60R16,220,P215/60R16,220,,,,,,,,,623.3578383,5,7
26112,22,9,1-22-2022-009-06,6,1,2080,1150,1000,P215/65R17,240,P215/65R17,240,,,,,,,,,296.5496011,12,7
26861,52,114,1-52-2022-114-07,7,1,2300,1175,1240,P235/55R18,240,P235/55R18,240,,,,,,,,,329.5597591,12,7
26923,77,66,1-77-2022-066-02,2,1,1929,995,910,P205/50R17,250,P205/50R17,250,,,,,,,,,201.9285612,9,7
25387,22,5,1-22-2022-005-01,1,1,4173,2118,2760,LT245/75R16,379,LT245/75R16,552,,,,,,,,,38.00048139,12,7
25454,54,28,1-54-2022-028-03,3,2,2090,1150,1150,P225/65R17,240,P225/65R17,240,,,,,,,,,267.872471,9,7
25752,26,52,1-26-2022-052-02,2,1,2250,1120,1202,P235/40R19,240,P235/40R19,250,,,,,,,,,35.58682345,10,7
25815,18,36,1-18-2022-036-03,3,1,3175,1792,1792,P265/70R17,240,P265/70R17,240,,,,,,,,,125.8673834,6,7
27465,52,144,1-52-2022-144-08,8,1,1878,950,928,P205/55R16,221,P205/55R16,207,,,,,,,,,68.47169198,12,7
28022,59,97,1-59-2022-097-04,4,1,1733,939,839,P205/55R16,220,P205/55R16,220,,,,,,,,,358.0003603,6,7
26174,26,72,1-26-2022-072-08,8,1,2386,1279,1143,P235/55R18,220,P235/55R18,220,,,,,,,,,601.3477713,10,7
26363,26,77,1-26-2022-077-04,4,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,2908.631692,10,7
26501,66,58,1-66-2022-058-07,7,2,2159,1125,1034,P235/55R17,240,P235/55R17,240,,,,,,,,,322.255498,6,7
26568,18,56,1-18-2022-056-03,3,2,2744,1420,1529,P255/65R17,210,P255/65R17,210,,,,,,,,,180.0156532,6,7
24507,10,3,1-10-2022-003-06,6,2,2087,1011,1076,P225/55R16,210,P225/55R16,210,,,,,,,,,464.3680726,4,7
24712,19,16,1-19-2022-016-04,4,1,1792,1010,821,P205/55R16,230,P205/55R16,230,,,,,,,,,247.6499367,9,7
24875,28,8,1-28-2022-008-06,6,1,1970,1010,1000,P225/55R17,230,P225/55R17,220,,,,,,,,,74.86623505,3,7
24860,19,24,1-19-2022-024-07,7,1,2405,1275,1275,P245/45R20,220,P245/45R20,220,,,,,,,,,326.3987319,9,7
25077,59,11,1-59-2022-011-08,8,1,1929,1031,912,P225/50R17,230,P225/50R17,230,,,,,,,,,274.1920592,6,7
25219,24,34,1-24-2022-034-04,4,2,1758,972,853,P205/50R17,230,P205/50R17,230,,,,,,,,,293.6061852,1,7
25928,24,71,1-24-2022-071-03,3,1,1835,1040,1000,P235/45R18,230,P235/45R18,230,,,,,,,,,295.5254708,1,7
26519,29,12,1-29-2022-012-01,1,1,1665,809,856,9999999999,999,9999999999,999,,,,,,,,,320.0935932,2,7
26835,30,76,1-30-2022-076-02,2,1,9999,9999,9999,P225/65R17,250,P225/65R17,250,,,,,,,,,53.14310501,10,7
27202,52,132,1-52-2022-132-09,9,2,1817,1003,814,P215/60R15,200,P215/60R15,180,,,,,,,,,116.116628,12,7
27565,66,91,1-66-2022-091-04,4,1,2722,1350,1450,P265/45R21,250,P265/45R21,250,,,,,,,,,147.6371277,6,7
27607,28,86,1-28-2022-086-03,3,1,2009,1066,966,P215/60R16,220,P215/60R16,220,,,,,,,,,68.25559441,3,7
27927,18,101,1-18-2022-101-04,4,3,2125,1158,967,P215/60R16,205,P215/60R16,205,,,,,,,,,568.8508898,6,7
27777,76,88,1-76-2022-088-08,8,2,2930,1450,1600,P255/65R18,240,P255/65R18,240,,,,,,,,,24.10425266,3,7
25579,21,24,1-21-2022-024-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,760.1985068,11,7
25803,13,65,1-13-2022-065-06,6,1,9999,9999,9999,P205/65R16,230,P205/65R16,220,,,,,,,,,1420.042616,7,7
24884,52,19,1-52-2022-019-03,3,2,2300,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,20.11207086,12,7
25227,16,16,1-16-2022-016-02,2,2,2631,1407,1407,LT285/70R17,255,LT285/70R17,255,,,,,,,,,19.47056774,5,7
25591,52,44,1-52-2022-044-06,6,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,62.34390311,12,7
26130,77,47,1-77-2022-047-03,3,1,2118,1089,1029,P225/55R19,240,P225/55R19,240,,,,,,,,,397.4354085,9,7
26326,66,53,1-66-2022-053-03,3,1,1744,919,825,P205/55R16,240,P205/55R16,240,,,,,,,,,127.8599504,6,7
26706,22,19,1-22-2022-019-04,4,1,2132,1180,1080,P215/65R17,240,P215/65R17,220,,,,,,,,,146.625233,12,7
27907,16,106,1-16-2022-106-03,3,1,3175,1724,1724,LT265/60R20,280,LT265/60R20,280,,,,,,,,,551.0043065,5,7
27929,21,63,1-21-2022-063-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,837.2915888,11,7
26826,27,64,1-27-2022-064-07,7,2,1992,1046,953,P215/70R16,228,P215/70R16,228,,,,,,,,,927.5749027,3,7
26895,54,65,1-54-2022-065-06,6,1,2214,1185,1280,P235/60R17,210,P235/60R17,210,,,,,,,,,220.2225885,9,7
27249,29,27,1-29-2022-027-02,2,2,2767,1361,1520,P245/70R17,250,P245/70R17,250,,,,,,,,,41.43016448,2,7
27556,20,196,1-20-2022-196-03,3,1,2722,1350,1450,P235/55R20,250,P235/55R20,250,,,,,,,,,108.8614435,11,7
27623,73,103,1-73-2022-103-06,6,1,2002,1085,940,P235/45R18,230,P235/45R18,230,,,,,,,,,89.70308904,3,7
24548,59,2,1-59-2022-002-06,6,1,1734,905,835,9999999999,999,9999999999,999,,,,,,,,,313.6742449,6,7
24651,28,4,1-28-2022-004-07,7,2,2858,1497,1497,P265/70R17,240,P265/70R17,240,,,,,,,,,131.0935584,3,7
25052,26,23,1-26-2022-023-06,6,1,2715,1405,1405,P235/60R17,240,P235/60R17,240,,,,,,,,,962.6801158,10,7
25284,26,32,1-26-2022-032-02,2,1,1721,1059,1021,P185/65R15,240,P185/65R15,230,,,,,,,,,79.7417564,10,7
25565,10,57,1-10-2022-057-01,1,1,1907,1010,897,P205/65R15,210,P205/65R15,210,,,,,,,,,36.27226024,4,7
25651,66,32,1-66-2022-032-03,3,2,2722,1350,1545,P235/55R20,250,P235/55R20,250,,,,,,,,,159.161089,6,7
26850,19,123,1-19-2022-123-03,3,2,1517,795,743,P185/65R15,255,P185/65R15,230,,,,,,,,,117.7627922,9,7
27822,28,93,1-28-2022-093-06,6,1,2765,1325,1475,P235/65R17,210,P235/65R17,230,,,,,,,,,63.04221145,3,7
25738,27,33,1-27-2022-033-09,9,1,2710,1350,1455,P245/45R19,240,P245/45R19,260,,,,,,,,,151.2418304,3,7
25958,20,85,1-20-2022-085-02,2,1,2377,1230,1325,P245/45R18,230,P245/45R18,230,,,,,,,,,31.9626892,11,7
26095,27,44,1-27-2022-044-09,9,1,1911,1010,951,P205/55R16,230,P205/55R16,230,,,,,,,,,506.972364,3,7
26345,25,53,1-25-2022-053-03,3,1,2150,1155,1150,P225/55R18,240,P225/55R18,240,,,,,,,,,229.7088054,2,7
26718,17,66,1-17-2022-066-09,9,1,2170,1100,1130,P215/65R16,240,P215/65R16,240,,,,,,,,,365.4550337,4,7
27923,30,105,1-30-2022-105-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,256.2273425,10,7
27176,20,172,1-20-2022-172-03,3,2,2200,1150,1200,P225/60R18,240,P225/60R18,230,,,,,,,,,54.28956412,11,7
27223,18,78,1-18-2022-078-02,2,1,3266,1792,1792,P285/45R22,999,P285/45R22,999,,,,,,,,,56.84724494,6,7
27449,16,93,1-16-2022-093-08,8,1,2087,1180,1007,P225/55R17,220,P225/55R17,220,,,,,,,,,599.9978177,5,7
27545,18,88,1-18-2022-088-04,4,1,2800,1450,1600,P255/55R20,240,P255/55R20,240,,,,,,,,,2113.131706,6,7
27577,59,80,1-59-2022-080-03,3,2,2722,1350,1450,P265/45R21,250,P265/45R21,250,,,,,,,,,141.0184615,6,7
24611,31,3,1-31-2022-003-07,7,2,2141,1055,1107,P255/40R19,220,P255/40R19,220,,,,,,,,,269.7339922,6,7
24829,30,10,1-30-2022-010-03,3,2,2040,1160,1140,P205/65R16,235,P205/65R16,235,,,,,,,,,470.1978514,10,7
25234,54,24,1-54-2022-024-08,8,2,2731,1297,1515,P245/65R17,240,P245/65R17,240,,,,,,,,,204.5557822,9,7
25388,19,45,1-19-2022-045-03,3,2,2030,1188,1098,P235/45R18,240,P235/45R18,240,,,,,,,,,79.66742768,9,7
25671,26,47,1-26-2022-047-05,5,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,49.97623972,10,7
25973,22,7,1-22-2022-007-04,4,1,2395,1271,1210,P235/55R20,240,P235/55R20,240,,,,,,,,,445.1011993,12,7
27833,31,85,1-31-2022-085-04,4,1,2100,1200,1150,P225/55R18,240,P225/55R18,240,,,,,,,,,224.4262516,6,7
27905,13,120,1-13-2022-120-04,4,1,2314,1275,1275,P245/45R20,220,P245/45R20,220,,,,,,,,,5558.042533,7,7
27944,19,160,1-19-2022-160-03,3,1,1785,1050,971,P205/55R16,240,P205/55R16,230,,,,,,,,,136.0899038,9,7
26358,17,53,1-17-2022-053-04,4,1,2994,1531,1520,P275/55R20,240,P275/55R20,240,,,,,,,,,379.2349745,4,7
26432,25,56,1-25-2022-056-06,6,2,2087,1180,1007,P225/55R17,220,P225/55R17,220,,,,,,,,,721.1060153,2,7
26799,24,96,1-24-2022-096-09,9,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1457.196791,1,7
27101,21,49,1-21-2022-049-04,4,1,4536,2359,2812,LT265/70R18,420,LT265/70R18,480,,,,,,,,,2698.789464,11,7
24584,13,5,1-13-2022-005-05,5,2,3175,1746,1792,P275/55R20,220,P275/55R20,220,,,,,,,,,127.1869728,7,7
24535,30,2,1-30-2022-002-06,6,1,1800,990,840,P215/55R17,250,P215/55R17,250,,,,,,,,,2080.241438,10,7
24760,26,10,1-26-2022-010-09,9,2,1626,855,780,P195/65R15,210,P195/65R15,210,,,,,,,,,1549.648095,10,7
26021,27,41,1-27-2022-041-04,4,1,2720,1345,1590,P245/55R19,250,P245/55R19,250,,,,,,,,,167.1754769,3,7
26072,24,74,1-24-2022-074-05,5,3,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,125.1822058,1,7
26212,66,47,1-66-2022-047-03,3,1,2800,1450,1600,P255/65R18,240,P255/65R18,240,,,,,,,,,127.8599504,6,7
27706,21,58,1-21-2022-058-09,9,1,1946,1032,914,P215/55R17,210,P215/55R17,210,,,,,,,,,11061.50161,11,7
27849,59,89,1-59-2022-089-04,4,2,2124,1157,967,P215/60R16,205,P215/60R16,205,,,,,,,,,296.4424465,6,7
27890,25,108,1-25-2022-108-06,6,2,2025,1030,1015,P215/70R16,999,P215/70R16,999,,,,,,,,,276.1792772,2,7
28026,17,125,1-17-2022-125-06,6,1,2080,1069,1011,P235/50R18,230,P235/50R18,230,,,,,,,,,582.9015327,4,7
26608,11,44,1-11-2022-044-09,9,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,5865.871971,8,7
26869,10,125,1-10-2022-125-06,6,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,414.0358747,4,7
27129,14,73,1-14-2022-073-02,2,1,2617,1136,1529,P255/65R18,230,P255/65R18,230,,,,,,,,,154.7892079,8,7
27293,54,75,1-54-2022-075-07,7,1,2855,1360,1560,P245/60R20,220,P245/60R20,220,,,,,,,,,161.6619254,9,7
24824,20,17,1-20-2022-017-03,3,2,2288,1199,1130,P235/65R18,230,P235/65R18,230,,,,,,,,,71.57751207,11,7
24954,16,8,1-16-2022-008-04,4,1,2040,1090,950,P235/40R19,225,P235/40R19,225,,,,,,,,,1421.189552,5,7
25005,17,15,1-17-2022-015-09,9,2,2295,1133,1247,P225/70R15,205,P225/70R15,205,,,,,,,,,714.1964177,4,7
25666,24,58,1-24-2022-058-07,7,1,1900,970,980,P205/55R16,250,P205/55R16,250,,,,,,,,,319.4029093,1,7
25720,52,51,1-52-2022-051-06,6,1,2085,1150,1150,P225/65R17,230,P225/65R17,230,,,,,,,,,65.41089225,12,7
25822,27,34,1-27-2022-034-05,5,2,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,13.2679623,3,7
27435,19,148,1-19-2022-148-03,3,1,1970,1030,1000,P225/55R18,230,P225/55R18,230,,,,,,,,,89.222624,9,7
27502,59,77,1-59-2022-077-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,126.2150634,6,7
27649,54,84,1-54-2022-084-09,9,1,2240,1190,1080,P225/60R18,220,P225/60R18,220,,,,,,,,,495.8369809,9,7
28261,16,114,1-16-2022-114-01,1,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,22.14212949,5,7
26018,16,45,1-16-2022-045-07,7,1,9999,9999,9999,P285/45R22,240,P285/45R22,240,,,,,,,,,4666.669574,5,7
26275,52,85,1-52-2022-085-07,7,2,2427,1275,1275,P235/55R19,210,P235/55R19,210,,,,,,,,,207.7965041,12,7
26757,16,66,1-16-2022-066-05,5,2,9999,9999,9999,9999999999,207,9999999999,207,,,,,,,,,115.1249384,5,7
27323,30,90,1-30-2022-090-07,7,1,3130,1679,1770,P275/60R20,270,P275/60R20,270,,,,,,,,,9995.452304,10,7
24805,52,13,1-52-2022-013-03,3,1,9999,9999,9999,P225/65R17,250,P225/65R17,250,,,,,,,,,26.01179444,12,7
25332,10,44,1-10-2022-044-06,6,2,1497,850,810,P185/55R15,230,P185/55R15,210,,,,,,,,,737.5823688,4,7
25345,32,30,1-32-2022-030-08,8,1,2450,1293,1248,P215/65R16,240,P215/65R16,240,,,,,,,,,1417.932411,7,7
25852,17,40,1-17-2022-040-07,7,1,2019,1066,964,P235/50R17,230,P235/50R17,230,,,,,,,,,864.2316628,4,7
26995,14,68,1-14-2022-068-06,6,1,2100,1191,1191,P215/55R17,240,P215/55R17,240,,,,,,,,,1132.944446,8,7
27148,16,83,1-16-2022-083-10,10,1,2250,1350,1450,P235/65R17,230,P235/65R17,230,,,,,,,,,5327.311813,5,7
27179,24,106,1-24-2022-106-02,2,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,85.32753996,1,7
27593,76,84,1-76-2022-084-03,3,1,2130,1100,1075,P235/60R18,230,P235/60R18,210,,,,,,,,,39.62349875,3,7
27729,12,64,1-12-2022-064-07,7,1,2096,1098,1006,P235/55R17,240,P235/55R17,240,,,,,,,,,1624.223227,9,7
27772,20,208,1-20-2022-208-03,3,2,3084,1429,1724,P245/70R17,250,P245/70R17,250,,,,,,,,,181.7228511,11,7
27867,59,90,1-59-2022-090-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,207.5969719,6,7
24918,54,13,1-54-2022-013-10,10,1,1929,1031,912,P225/50R17,230,P225/50R17,230,,,,,,,,,721.7301991,9,7
24943,10,21,1-10-2022-021-03,3,2,1971,1210,1070,P215/60R16,230,P215/60R16,230,,,,,,,,,238.6174407,4,7
25523,25,22,1-25-2022-022-03,3,1,2070,1050,1040,P225/65R17,999,P225/65R17,999,,,,,,,,,82.47028121,2,7
26232,26,74,1-26-2022-074-08,8,1,2142,1030,1124,9999999999,999,9999999999,999,,,,,,,,,749.8559853,10,7
26430,10,102,1-10-2022-102-10,10,1,1941,1017,993,P215/60R16,220,P215/60R16,220,,,,,,,,,1883.555206,4,7
26607,12,40,1-12-2022-040-07,7,2,2046,956,1090,P245/55R18,240,P245/55R18,240,,,,,,,,,341.0099395,9,7
27950,14,91,1-14-2022-091-01,1,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,473.4392007,8,7
28050,11,91,1-11-2022-091-02,2,2,9999,9999,9999,P215/55R17,999,P215/55R17,999,,,,,,,,,67.0889176,8,7
26801,76,70,1-76-2022-070-06,6,2,2495,1281,1281,P225/65R17,250,P225/65R17,250,,,,,,,,,21.68267409,3,7
27218,25,87,1-25-2022-087-04,4,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,392.9716186,2,7
27396,18,84,1-18-2022-084-04,4,1,3266,1792,1792,P265/65R18,240,P265/65R18,240,,,,,,,,,675.5736438,6,7
27507,17,104,1-17-2022-104-03,3,2,1951,1180,1007,P215/65R16,220,P215/65R16,220,,,,,,,,,149.7642903,4,7
27694,18,92,1-18-2022-092-04,4,1,2223,1165,1130,P225/60R17,230,P225/60R17,220,,,,,,,,,1646.387782,6,7
24906,20,23,1-20-2022-023-08,8,2,3110,1630,1950,P275/70R16,200,P275/70R16,220,,,,,,,,,42.36801044,11,7
24913,27,11,1-27-2022-011-10,10,1,2055,1145,1135,P225/65R17,220,P225/65R17,220,,,,,,,,,930.5523412,3,7
25022,13,29,1-13-2022-029-03,3,1,1370,730,670,P175/55R15,220,P175/55R15,220,,,,,,,,,755.5127441,7,7
