CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
24522,31,1,1-31-2022-001-01,1,1,1,42,0,12,0,0,888,12FZAW06,F,Z,A,W,06,8,8,8,8,888,888,888,1,110,-110,0,1059689,998,31,110,0,1,Begins 16cm Right of Center,Begins 16cm Right of Center,20m Right of Center,89,0,147,31,60,136,96,123,132,136,64,49,,,279.9066687,6,7
24528,27,1,1-27-2022-001-06,6,1,1,56,350,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,27,27,3,1,Begins 60 cm right of center extends left,Begins 60 cm right of center extends left,28 cm right of center,109,0,146,-7,133,26,3,9,16,26,23,9,,,127.9991741,3,7
24545,77,2,1-77-2022-002-01,1,1,1,2,200,7,0,0,20,07LBEW99,L,B,E,W,99,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,8,BEGINS 4CM FORWARD LEFT REAR AXLE; EXTENDS 45CM REARWARD,BEGINS 4CM FORWARD LEFT REAR AXLE; EXTENDS 45CM REARWARD,10CM AFT LEFT REAR AXLE,999,999,999,999,45,999,999,999,999,999,999,999,,,211.9880663,9,7
25017,10,24,1-10-2022-024-02,2,2,1,1,310,10,0,0,30,10LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,1,30,-19,23,30183,998,50,20,0,1,71cm Forward of Left Front Axle Extends Backwards 136cm,71cm Forward of Left Front Axle Extends Backwards 136cm,34cm Forward of Left Front Axle,219,103,219,152,136,18,1,4,8,18,15,16,,,19.87147656,4,7
25017,10,24,1-10-2022-024-02,2,2,2,1,270,9,0,0,100,09LBEW99,L,B,E,W,99,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,20cm After Left Rear Axle and Extends 48cm Backwards,20cm After Left Rear Axle and Extends 48cm Backwards,20cm After Left Rear Axle,999,999,999,999,48,999,999,999,999,999,999,999,,,19.87147656,4,7
25017,10,24,1-10-2022-024-02,2,2,4,58,270,9,0,0,888,09L99999,L,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,"Unknown, Overlapping Damage","Unknown, Overlapping Damage","Unknown, Overlapping Damage",999,999,999,999,999,999,999,999,999,999,999,999,,,19.87147656,4,7
25017,10,24,1-10-2022-024-02,2,1,3,51,0,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,"Unknown, Overlapping Damage","Unknown, Overlapping Damage","Unknown, Overlapping Damage",999,999,999,999,999,999,999,999,999,999,999,999,,,19.87147656,4,7
25635,10,60,1-10-2022-060-02,2,2,1,1,330,11,1,0,20,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,15,-13,8,18669,998,94,13,0,1,"Begins 40 cm right of center, extends left","Begins 40 cm right of center, extends left",Left front bumper corner,144,0,170,-22,125,10,10,2,0,0,1,9,,,22.29167635,4,7
25635,10,60,1-10-2022-060-02,2,1,1,2,50,2,0,0,120,02RZEW02,R,Z,E,W,02,1,1,1,0,17,58,999,3,22,-14,-17,45009,998,80,25,0,2,12cm After Right Rear Axle Extends Forward 208cm,12cm After Right Rear Axle Extends Forward 208cm,135cm Forward of Right Rear Axle,999,999,999,999,208,999,999,999,999,999,999,999,,,22.29167635,4,7
25635,10,60,1-10-2022-060-02,2,1,2,3,240,8,0,0,220,08LZEW02,L,Z,E,W,02,8,8,8,8,888,888,888,3,22,11,19,39728,998,-90,22,0,1,"167cm rear of Left Front Axle, Extends Back 172cm","167cm rear of Left Front Axle, Extends Back 172cm",263cm rear of Left Front Axle,194,-112,194,-119,172,26,1,14,26,22,11,0,,,22.29167635,4,7
24545,77,2,1-77-2022-002-01,1,1,2,42,10,12,0,0,888,12FZAW06,F,Z,A,W,06,8,8,8,8,888,888,888,1,73,-72,-13,571156,998,30,73,0,1,BEGINS 40CM RIGHT OF FRONT CENTER POINT; EXTENDS 50CM RIGHT,BEGINS 40CM RIGHT OF FRONT CENTER POINT; EXTENDS 50CM RIGHT,RIGHT FRONT BUMPER CORNER,180,0,180,65,50,184,22,42,59,77,118,131,,,211.9880663,9,7
