CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
26941,59,57,1-59-2022-057-01,1,2,97,887,273,887,98,97,887,273,887,98,43,887,122,887,887,887,887,887,887,887,887,887,887,887,887,887,63.48521921,6,7
26942,10,132,1-10-2022-132-08,8,1,887,887,887,887,887,887,887,305,887,887,40,887,887,887,887,887,887,887,15,19,118,887,887,887,887,887,167.6844702,4,7
26942,10,132,1-10-2022-132-08,8,2,887,887,887,887,887,887,887,887,887,887,48,887,134,887,887,887,887,887,887,887,131,887,47,85,887,887,167.6844702,4,7
26943,52,118,1-52-2022-118-04,4,1,887,887,254,887,887,887,887,286,887,887,52,887,125,887,887,887,887,887,9,10,133,887,887,887,887,887,51.34758917,12,7
26943,52,118,1-52-2022-118-04,4,2,887,887,308,887,887,887,887,308,887,887,45,887,141,999,999,887,887,887,887,887,133,887,887,887,887,887,51.34758917,12,7
26944,22,23,1-22-2022-023-08,8,1,96,887,347,887,110,96,887,353,887,110,55,55,129,887,887,887,887,887,20,22,137,6,47,86,210,200,243.5286561,12,7
26945,73,78,1-73-2022-078-07,7,1,887,887,887,887,887,887,887,887,887,887,38,887,107,887,887,49,887,887,10,13,104,887,34,80,887,887,101.5133642,3,7
26947,15,31,1-15-2022-031-04,4,1,999,999,295,999,999,999,999,999,887,999,999,51,887,887,887,887,887,887,11,13,146,887,887,887,887,887,445.3043003,1,7
26948,18,69,1-18-2022-069-06,6,1,887,887,887,887,887,887,887,887,887,887,53,887,132,999,999,887,887,887,887,887,134,887,887,887,887,887,400.3884366,6,7
26948,18,69,1-18-2022-069-06,6,2,887,887,887,887,887,887,887,279,887,887,887,887,115,887,887,887,887,887,12,18,126,887,887,887,887,887,400.3884366,6,7
26949,18,70,1-18-2022-070-04,4,1,887,887,266,887,887,887,887,266,887,887,887,887,125,887,887,887,887,887,14,16,112,887,887,887,887,887,847.3778834,6,7
27053,59,62,1-59-2022-062-03,3,2,94,887,271,887,887,887,887,273,887,887,887,887,887,887,887,887,887,887,12,7,999,887,887,887,887,887,154.3442861,6,7
27054,59,63,1-59-2022-063-10,10,2,887,887,250,887,100,887,887,250,887,887,887,999,887,887,887,999,999,999,887,887,887,887,887,887,887,887,5071.334162,6,7
27055,59,64,1-59-2022-064-01,1,1,887,887,286,887,887,887,887,285,887,887,887,887,887,887,887,887,887,887,7,6,107,12,31,85,887,887,63.48521921,6,7
27056,17,81,1-17-2022-081-10,10,2,887,887,887,887,887,887,887,887,887,887,887,36,887,887,887,50,53,75,887,887,887,887,887,887,887,887,824.1741253,4,7
27057,17,82,1-17-2022-082-07,7,1,887,887,887,887,887,887,887,887,887,887,38,887,135,999,999,887,887,887,887,887,887,887,887,887,887,887,402.262392,4,7
27058,17,83,1-17-2022-083-08,8,1,887,887,887,887,887,887,887,278,887,887,887,887,80,887,887,887,887,262,13,15,142,887,53,89,887,887,107.825871,4,7
27059,54,68,1-54-2022-068-08,8,2,887,887,887,887,887,887,887,887,887,887,38,887,123,999,999,887,887,887,887,887,887,887,887,887,887,887,179.6206875,9,7
27060,54,69,1-54-2022-069-10,10,1,887,887,887,887,887,887,887,887,887,887,32,887,116,999,999,887,887,887,887,887,887,887,887,887,887,887,1983.314587,9,7
27061,12,48,1-12-2022-048-05,5,1,887,887,272,887,887,887,887,272,887,887,42,887,158,999,999,887,887,887,12,23,118,887,887,887,887,887,263.4777562,9,7
27062,19,126,1-19-2022-126-07,7,2,999,999,365,999,999,999,999,365,999,999,50,50,136,999,999,887,887,887,887,887,887,887,887,887,294,211,893.4087619,9,7
27062,19,126,1-19-2022-126-07,7,3,887,887,887,887,887,887,887,887,887,887,35,47,139,999,999,70,999,999,887,887,887,887,887,887,887,887,893.4087619,9,7
27063,19,127,1-19-2022-127-03,3,1,887,887,887,887,887,887,887,887,887,887,29,887,102,88,999,887,887,887,887,887,887,887,887,887,887,887,132.0286589,9,7
27064,11,53,1-11-2022-053-02,2,1,887,887,887,887,887,887,887,887,887,887,42,887,139,999,999,887,887,887,887,887,887,887,887,887,887,887,67.0889176,8,7
27066,24,103,1-24-2022-103-03,3,1,887,887,887,887,887,887,887,887,887,887,48,887,117,999,999,887,887,887,887,887,887,887,887,887,887,887,168.1234528,1,7
27067,24,104,1-24-2022-104-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,112,887,887,887,887,887,887,887,887,887,887,887,887,887,419.2187221,1,7
27068,13,97,1-13-2022-097-03,3,1,887,887,887,887,887,887,887,887,887,887,35,887,96,999,999,887,887,887,887,887,887,887,887,887,887,887,1229.720174,7,7
27069,13,98,1-13-2022-098-03,3,2,887,887,266,887,887,887,887,270,887,887,887,887,887,887,887,887,887,887,15,13,129,887,887,887,887,887,1229.720174,7,7
27319,21,53,1-21-2022-053-03,3,1,887,887,278,887,887,887,887,278,887,887,34,68,116,999,60,120,887,165,887,887,105,6,39,87,887,887,1026.819521,11,7
27319,21,53,1-21-2022-053-03,3,2,887,887,999,887,887,887,887,999,887,887,999,887,887,887,887,887,887,887,999,999,999,887,887,887,887,999,1026.819521,11,7
27320,15,47,1-15-2022-047-03,3,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,887,887,72.63713763,1,7
27321,22,30,1-22-2022-030-03,3,1,887,887,267,887,887,887,887,264,887,887,38,887,120,999,999,59,887,887,887,887,103,887,35,79,887,887,231.2921904,12,7
27321,22,30,1-22-2022-030-03,3,2,887,887,282,887,887,887,887,279,887,887,887,41,139,887,887,49,50,215,887,887,109,887,39,80,887,887,231.2921904,12,7
27322,30,89,1-30-2022-089-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,97,999,999,55,887,887,887,887,887,887,887,887,887,887,1305.471785,10,7
27322,30,89,1-30-2022-089-03,3,2,887,887,887,887,887,887,887,887,887,887,40,40,141,999,999,141,999,999,10,887,95,887,38,89,887,887,1305.471785,10,7
27323,30,90,1-30-2022-090-07,7,1,887,887,360,887,887,887,887,360,887,887,55,887,137,999,999,887,887,887,887,887,137,887,45,97,307,180,9995.452304,10,7
27324,29,28,1-29-2022-028-07,7,1,887,887,887,887,887,887,887,887,887,887,999,999,999,999,999,887,887,887,887,887,887,887,887,887,887,887,6281.38776,2,7
27325,12,53,1-12-2022-053-06,6,1,887,887,887,887,887,887,887,887,887,887,50,887,128,999,999,887,887,887,887,887,887,887,887,887,887,887,235.4259709,9,7
27330,16,89,1-16-2022-089-07,7,1,887,887,887,887,887,887,887,887,887,887,46,887,99,89,63,887,887,887,887,887,887,887,887,887,887,887,3169.002325,5,7
27334,66,84,1-66-2022-084-06,6,2,887,887,887,887,887,887,887,887,887,887,38,887,104,999,999,887,887,887,887,887,887,887,887,887,887,887,121.6021962,6,7
27335,13,105,1-13-2022-105-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,115,999,999,887,887,887,887,887,887,887,887,887,887,887,38.3319659,7,7
27336,20,184,1-20-2022-184-07,7,2,887,887,999,887,887,887,887,999,887,887,999,999,999,887,887,999,999,999,999,999,999,999,999,999,887,887,379.5322086,11,7
27338,48,30,1-48-2022-030-07,7,1,887,887,999,887,887,887,887,999,887,887,45,52,137,75,56,887,887,887,887,887,137,887,45,97,307,170,618.1680021,12,7
27338,48,30,1-48-2022-030-07,7,2,887,887,887,887,887,887,887,887,887,887,22,33,120,887,887,62,999,46,887,887,114,887,34,81,887,887,618.1680021,12,7
27379,28,80,1-28-2022-080-06,6,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,999,999,312,887,887,887,887,887,887,887,887,39.61181158,3,7
27380,28,81,1-28-2022-081-04,4,1,887,887,887,887,887,887,887,887,887,887,49,999,108,999,999,887,887,887,887,887,887,887,887,887,887,887,62.20629765,3,7
27381,32,60,1-32-2022-060-02,2,2,999,999,999,999,999,999,999,999,999,999,43,999,110,999,999,999,999,999,999,999,132,999,39,101,887,887,216.1108865,7,7
27385,19,144,1-19-2022-144-06,6,2,887,887,887,887,887,999,999,270,999,999,887,887,887,887,887,887,887,887,16,21,105,887,887,887,887,887,140.3765843,9,7
27386,31,73,1-31-2022-073-03,3,1,887,887,887,887,887,887,887,887,887,887,53,887,120,999,999,887,887,887,887,887,887,887,887,887,887,887,233.3812035,6,7
27387,31,74,1-31-2022-074-03,3,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,10,16,112,8,42,87,887,887,233.3812035,6,7
27389,10,156,1-10-2022-156-04,4,2,887,887,887,887,887,887,887,999,887,887,887,887,125,887,887,999,887,999,999,999,115,887,887,887,887,887,432.4567163,4,7
27393,27,74,1-27-2022-074-03,3,1,887,887,330,887,887,887,887,887,887,887,43,887,82,999,999,887,887,887,6,17,163,999,66,105,887,887,40.08669067,3,7
27394,27,75,1-27-2022-075-03,3,1,887,887,322,887,887,887,887,322,887,887,50,887,129,999,999,887,887,887,887,887,117,887,887,887,887,147,40.08669068,3,7
27396,18,84,1-18-2022-084-04,4,1,887,887,367,887,887,887,887,367,887,887,45,887,136,887,887,887,887,887,887,887,129,887,887,887,304,173,675.5736438,6,7
27400,20,186,1-20-2022-186-02,2,1,887,887,284,887,887,887,887,308,887,887,40,887,90,80,75,887,887,217,10,14,119,999,49,86,887,887,31.9626892,11,7
27400,20,186,1-20-2022-186-02,2,2,887,887,280,887,887,887,887,280,887,887,887,45,133,887,887,50,35,181,999,999,121,999,40,93,887,887,31.9626892,11,7
27401,20,187,1-20-2022-187-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,125,85,60,887,887,887,15,15,110,5,34,80,887,887,1071.728679,11,7
27402,20,188,1-20-2022-188-02,2,1,887,887,887,887,887,887,887,887,887,887,45,887,129,78,57,55,887,887,10,12,118,887,887,887,887,887,31.9626892,11,7
27403,22,31,1-22-2022-031-08,8,1,887,887,260,887,887,887,887,268,887,887,40,887,94,887,887,33,887,887,10,11,110,2,38,81,887,887,327.4187383,12,7
27407,15,50,1-15-2022-050-07,7,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,887,887,275.4130451,1,7
27648,77,90,1-77-2022-090-03,3,3,887,887,287,887,887,887,887,287,887,887,887,887,887,887,887,887,887,887,15,20,111,6,34,80,887,887,264.9638577,9,7
27649,54,84,1-54-2022-084-09,9,1,887,887,887,887,887,887,887,887,887,887,32,887,139,999,999,887,887,887,887,887,887,887,887,887,887,887,495.8369809,9,7
27650,54,85,1-54-2022-085-07,7,1,887,887,286,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6,14,107,887,887,887,887,887,640.9258431,9,7
27650,54,85,1-54-2022-085-07,7,2,887,887,365,887,887,887,887,365,887,887,36,887,136,999,999,887,887,887,6,14,129,887,887,887,887,180,640.9258431,9,7
27651,59,81,1-59-2022-081-07,7,1,94,887,280,887,108,94,887,280,887,108,37,887,126,887,887,887,887,887,14,12,113,8,32,84,887,887,601.0252605,6,7
27652,59,82,1-59-2022-082-03,3,1,887,887,999,887,887,887,887,887,887,887,999,887,999,887,887,887,887,887,999,999,999,887,887,887,887,887,87.14894569,6,7
27652,59,82,1-59-2022-082-03,3,2,887,887,343,887,887,887,887,354,887,887,887,887,887,887,887,887,887,887,10,14,137,887,887,887,887,887,87.14894569,6,7
27653,59,83,1-59-2022-083-06,6,1,89,887,253,887,887,887,887,253,887,887,36,887,97,999,999,887,887,887,887,887,887,887,887,887,887,887,198.4335675,6,7
27655,17,109,1-17-2022-109-09,9,1,887,887,887,887,887,887,887,887,887,887,45,887,113,999,999,887,887,887,887,887,887,887,887,887,887,887,456.1657242,4,7
27656,17,110,1-17-2022-110-07,7,1,887,887,887,887,887,887,887,887,887,887,52,887,127,999,999,887,887,887,887,887,887,887,887,887,887,887,873.3801641,4,7
27657,12,61,1-12-2022-061-03,3,1,887,887,999,887,887,887,887,887,887,887,999,54,117,999,999,50,999,999,13,26,99,887,887,887,887,887,282.0476298,9,7
27658,12,62,1-12-2022-062-09,9,1,887,887,887,887,887,887,887,887,887,887,48,887,121,999,999,887,887,887,887,887,122,887,41,89,887,887,1556.964594,9,7
27665,11,77,1-11-2022-077-06,6,1,887,887,254,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,105,887,887,887,887,887,1577.681856,8,7
27665,11,77,1-11-2022-077-06,6,2,887,887,887,887,887,887,887,887,887,887,34,887,114,999,999,887,887,887,887,887,887,887,887,887,887,887,1577.681856,8,7
27666,52,152,1-52-2022-152-09,9,1,887,887,313,887,887,887,887,312,887,887,48,887,887,887,887,887,887,887,11,17,133,887,887,887,887,887,584.6495506,12,7
27666,52,152,1-52-2022-152-09,9,2,887,887,274,887,887,887,887,261,887,887,42,887,133,999,999,887,887,887,8,9,113,887,887,887,887,887,584.6495506,12,7
27667,52,153,1-52-2022-153-05,5,1,887,887,272,887,887,887,887,274,887,887,36,887,887,887,887,887,887,887,10,19,103,887,887,887,887,887,14.69024848,12,7
25957,73,43,1-73-2022-043-10,10,1,999,999,999,999,999,999,999,999,999,999,999,887,106,999,999,999,999,172,887,887,113,887,38,86,887,887,235.8987719,3,7
25958,20,85,1-20-2022-085-02,2,1,887,887,298,887,887,887,887,304,887,887,40,42,142,80,60,56,75,90,12,18,114,6,35,85,887,887,31.9626892,11,7
25959,20,86,1-20-2022-086-05,5,1,887,887,262,887,887,887,887,238,887,887,35,887,137,65,58,64,887,887,12,18,114,3,38,71,887,887,36.55171549,11,7
25959,20,86,1-20-2022-086-05,5,2,887,887,999,887,887,887,887,999,887,887,999,887,999,999,999,887,887,887,999,999,999,999,999,999,999,999,36.55171549,11,7
25960,20,87,1-20-2022-087-06,6,1,887,887,269,887,887,887,887,270,887,887,45,887,123,80,59,10,36,146,16,16,111,6,39,87,887,887,285.8127984,11,7
25962,18,41,1-18-2022-041-07,7,1,887,887,887,887,887,887,887,278,887,887,887,887,127,887,887,887,887,887,12,18,115,887,887,887,887,887,235.8429681,6,7
25962,18,41,1-18-2022-041-07,7,2,887,887,887,887,887,887,887,887,887,887,38,887,131,887,887,63,887,887,887,887,114,887,887,887,887,887,235.8429681,6,7
25968,27,40,1-27-2022-040-04,4,1,887,887,887,887,887,887,887,265,887,887,887,887,887,887,887,887,887,887,9,21,112,887,887,887,887,887,145.6686008,3,7
25968,27,40,1-27-2022-040-04,4,2,887,887,368,887,887,887,887,375,887,887,45,887,133,999,999,887,887,887,887,887,887,887,887,887,887,170,145.6686008,3,7
25969,15,7,1-15-2022-007-03,3,2,887,887,887,887,887,887,887,887,887,887,999,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,173.3117405,1,7
25970,20,89,1-20-2022-089-06,6,2,887,887,999,887,887,887,887,887,887,887,999,999,109,999,999,50,999,999,999,999,113,999,34,80,887,887,285.8127984,11,7
25970,20,89,1-20-2022-089-06,6,3,887,887,279,887,887,887,887,279,887,887,45,887,129,70,60,54,887,887,12,20,114,5,35,80,887,887,285.8127984,11,7
25971,21,31,1-21-2022-031-03,3,1,887,887,260,887,887,887,887,887,887,887,44,887,136,76,999,887,887,887,14,12,123,887,887,887,887,887,255.6180425,11,7
25972,21,32,1-21-2022-032-04,4,3,887,887,887,887,887,887,887,887,887,887,40,887,115,999,999,887,887,887,887,887,887,887,887,887,887,887,807.3108011,11,7
25973,22,7,1-22-2022-007-04,4,1,887,887,283,887,887,887,887,283,887,887,33,887,126,999,999,887,887,165,887,887,105,887,38,89,887,887,445.1011993,12,7
25973,22,7,1-22-2022-007-04,4,2,887,887,277,887,887,887,887,277,887,887,30,887,118,999,999,84,887,887,887,887,123,887,887,83,887,887,445.1011993,12,7
25977,17,43,1-17-2022-043-09,9,1,887,887,320,887,887,887,887,320,887,887,52,887,129,887,887,887,887,887,887,887,887,887,887,887,207,197,211.4845261,4,7
25977,17,43,1-17-2022-043-09,9,2,887,887,250,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,9,20,999,887,887,887,887,887,211.4845261,4,7
25978,76,43,1-76-2022-043-10,10,1,887,887,320,887,887,887,887,320,887,887,36,36,129,999,999,887,887,887,887,887,887,999,43,74,204,999,21.48795207,3,7
25979,76,44,1-76-2022-044-10,10,1,887,887,262,887,887,887,887,887,887,887,39,887,114,999,999,887,887,887,14,16,117,6,42,84,887,887,21.48795207,3,7
25980,18,43,1-18-2022-043-04,4,1,887,887,378,887,887,887,887,374,887,887,49,887,131,887,887,887,887,887,14,16,130,887,887,887,319,199,148.519328,6,7
25981,16,42,1-16-2022-042-06,6,1,887,887,887,887,887,887,887,887,887,887,46,887,125,999,887,887,887,887,887,887,887,887,887,887,887,887,623.3578383,5,7
25982,16,43,1-16-2022-043-06,6,1,887,887,887,887,887,887,887,887,887,887,55,887,127,88,999,887,887,887,887,887,887,887,887,887,887,887,623.3578384,5,7
25982,16,43,1-16-2022-043-06,6,2,887,887,887,887,887,887,887,887,887,887,47,887,109,78,999,887,887,887,887,887,887,887,887,887,887,887,623.3578384,5,7
25983,33,7,1-33-2022-007-05,5,1,887,887,999,887,887,887,887,887,887,887,999,999,887,887,887,999,999,999,999,999,999,887,887,887,887,887,19.32573832,12,7
25983,33,7,1-33-2022-007-05,5,2,887,887,999,887,887,887,887,999,887,887,999,887,123,999,999,887,887,140,999,999,118,999,36,82,887,887,19.32573832,12,7
25984,66,40,1-66-2022-040-08,8,1,887,887,887,887,887,887,887,887,887,887,999,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,149.5089471,6,7
25985,26,65,1-26-2022-065-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,108,84,50,48,887,887,887,887,109,887,34,81,887,887,68.47263071,10,7
25986,11,31,1-11-2022-031-07,7,1,887,887,365,887,887,887,887,365,887,887,50,54,136,887,887,887,887,887,12,20,887,5,44,89,318,185,12784.0654,8,7
25987,11,32,1-11-2022-032-03,3,1,887,887,283,887,887,887,887,271,887,887,42,44,132,887,887,887,887,887,999,999,887,5,39,80,887,887,1498.870855,8,7
25988,48,10,1-48-2022-010-07,7,2,887,887,887,887,887,887,887,252,887,887,999,887,118,887,887,55,887,887,999,999,101,887,39,72,887,887,940.828093,12,7
25988,48,10,1-48-2022-010-07,7,1,887,887,377,887,887,887,887,382,887,887,887,887,135,887,887,887,887,887,999,999,134,887,50,97,387,999,940.828093,12,7
25990,14,41,1-14-2022-041-03,3,2,887,887,374,887,887,887,887,374,887,887,40,42,131,999,999,887,887,887,887,887,887,887,887,887,306,200,2195.516429,8,7
25991,24,72,1-24-2022-072-07,7,2,887,887,280,887,887,887,887,887,887,887,887,887,887,887,887,46,887,887,10,23,887,887,887,887,887,887,6380.323533,1,7
25992,24,73,1-24-2022-073-03,3,1,887,887,999,887,887,887,887,999,887,887,46,887,141,887,887,887,887,887,887,887,887,887,887,887,999,999,773.4879185,1,7
25992,24,73,1-24-2022-073-03,3,2,887,887,270,887,887,887,887,273,887,887,887,887,887,887,887,887,887,887,10,28,111,887,887,887,887,887,773.4879185,1,7
26950,17,74,1-17-2022-074-07,7,1,887,887,887,887,887,887,887,270,887,887,887,887,887,887,887,887,887,887,9,17,104,887,887,887,887,887,329.3742848,4,7
26951,17,75,1-17-2022-075-10,10,1,887,887,365,887,887,887,887,365,887,887,40,887,132,887,887,887,887,887,12,14,132,887,47,88,294,200,674.8375401,4,7
26951,17,75,1-17-2022-075-10,10,2,887,887,284,887,887,887,887,887,887,887,36,887,92,887,887,887,887,887,10,14,135,887,887,887,887,887,674.8375401,4,7
26953,73,79,1-73-2022-079-04,4,1,887,887,887,887,887,887,887,887,887,887,40,887,118,887,887,59,887,887,8,12,111,887,35,83,887,887,53.6776216,3,7
26953,73,79,1-73-2022-079-04,4,2,887,887,887,887,887,887,887,887,887,887,49,58,131,887,887,999,999,172,9,12,113,887,38,81,887,887,53.6776216,3,7
25994,52,66,1-52-2022-066-06,6,1,887,887,303,887,887,887,887,306,887,887,42,887,139,999,999,887,887,887,14,17,118,887,887,887,887,887,18.55905626,12,7
25995,52,67,1-52-2022-067-04,4,1,887,887,267,887,887,887,887,266,887,887,42,887,123,887,887,887,887,887,10,14,109,887,887,887,887,887,27.49670492,12,7
25996,52,68,1-52-2022-068-06,6,2,887,887,270,887,887,887,887,274,887,887,47,887,887,887,887,887,887,887,6,16,999,887,887,887,887,887,18.55905626,12,7
