CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
26488,24,88,1-24-2022-088-04,4,2,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,1659.244446,1,7
26489,14,55,1-14-2022-055-06,6,1,887,887,368,887,887,887,887,368,887,887,58,887,132,60,999,887,887,887,887,887,887,887,887,887,887,189,2002.856853,8,7
26490,14,56,1-14-2022-056-04,4,1,887,887,887,887,887,887,887,269,887,887,887,887,887,887,887,887,887,887,12,13,114,887,887,887,887,887,2713.491468,8,7
26490,14,56,1-14-2022-056-04,4,2,887,887,887,887,887,887,887,887,887,887,28,887,138,999,999,887,887,887,887,887,887,887,887,887,887,887,2713.491468,8,7
26491,52,96,1-52-2022-096-03,3,1,887,887,396,887,887,887,887,396,887,887,56,887,131,887,887,887,887,887,887,887,887,887,887,887,887,200,34.29212427,12,7
26492,52,97,1-52-2022-097-06,6,1,887,887,268,887,887,887,887,265,887,887,44,887,125,999,999,887,887,887,887,887,112,887,887,887,887,887,78.08136405,12,7
26493,52,98,1-52-2022-098-03,3,1,887,887,256,887,887,887,887,275,887,887,44,887,138,887,887,887,887,887,887,887,106,887,887,887,887,887,34.29212427,12,7
26496,10,103,1-10-2022-103-02,2,1,887,887,887,887,887,887,887,289,887,887,38,887,137,887,887,53,887,887,16,22,106,887,35,80,887,887,19.15348845,4,7
26497,10,104,1-10-2022-104-06,6,1,887,887,269,887,887,887,887,887,887,887,43,887,108,887,887,887,887,142,13,18,112,887,35,80,887,887,253.5945659,4,7
26497,10,104,1-10-2022-104-06,6,2,887,887,887,887,887,887,887,999,887,887,47,887,105,887,887,887,887,166,15,15,114,887,40,89,887,887,253.5945659,4,7
26498,10,105,1-10-2022-105-04,4,2,999,999,999,999,999,999,999,999,999,999,999,999,127,999,999,999,999,161,999,999,122,999,40,83,887,887,341.8334085,4,7
26499,10,106,1-10-2022-106-03,3,1,887,887,278,887,887,887,887,887,887,887,39,887,106,887,887,887,887,887,887,887,121,887,41,85,887,887,135.1790325,4,7
26499,10,106,1-10-2022-106-03,3,2,887,887,887,887,887,887,887,887,887,887,887,43,119,887,887,10,10,144,887,887,98,887,35,89,887,887,135.1790325,4,7
26500,66,57,1-66-2022-057-08,8,1,887,887,887,887,887,887,887,887,887,887,999,887,108,887,887,887,887,887,12,35,105,8,41,88,887,887,149.5089471,6,7
26501,66,58,1-66-2022-058-07,7,1,887,887,887,887,887,887,887,887,887,887,40,887,112,887,887,887,887,887,887,887,887,887,887,887,887,887,322.255498,6,7
26501,66,58,1-66-2022-058-07,7,2,887,887,887,887,887,887,887,887,887,887,53,887,104,100,999,887,887,887,887,887,887,999,999,999,887,887,322.255498,6,7
26502,28,59,1-28-2022-059-07,7,1,887,887,275,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,13,22,110,887,887,887,887,887,379.0395349,3,7
24513,66,1,1-66-2022-001-04,4,1,887,887,887,887,887,887,887,887,887,887,36,887,97,999,999,887,887,887,887,887,887,887,887,887,887,887,291.3995734,6,7
24514,14,2,1-14-2022-002-07,7,1,887,887,887,887,887,887,887,887,887,887,32,887,126,887,887,887,887,887,887,887,887,887,887,887,887,887,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,2,887,887,272,887,887,887,887,887,887,887,22,887,146,887,887,887,887,887,14,16,999,887,887,887,887,887,4062.253859,8,7
24516,25,2,1-25-2022-002-10,10,1,887,887,887,887,887,887,887,887,887,887,34,887,117,887,887,52,887,887,999,887,120,887,31,78,887,887,7464.231254,2,7
24522,31,1,1-31-2022-001-01,1,1,887,887,297,887,887,887,887,999,887,887,47,887,131,887,887,887,887,887,999,999,999,887,887,887,887,188,279.9066687,6,7
24526,18,1,1-18-2022-001-05,5,2,887,887,887,887,887,887,887,887,887,887,47,887,131,887,887,887,887,887,887,887,887,887,887,887,887,887,56.25682746,6,7
24528,27,1,1-27-2022-001-06,6,1,887,887,887,887,887,887,887,887,887,887,38,887,117,999,999,887,887,887,887,887,887,887,887,887,887,887,127.9991741,3,7
24530,20,1,1-20-2022-001-03,3,1,887,887,282,887,887,887,887,282,887,887,40,887,127,80,67,887,887,86,12,20,124,6,39,89,887,887,117.4294221,11,7
24532,26,1,1-26-2022-001-03,3,1,887,887,887,887,887,887,887,268,887,887,887,887,115,887,887,46,887,887,13,19,102,887,38,88,887,887,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,887,887,887,887,887,887,887,887,887,887,999,887,99,999,999,51,887,887,887,887,103,887,33,80,887,887,226.805065,10,7
24535,30,2,1-30-2022-002-06,6,1,887,887,887,887,887,887,887,887,887,887,56,56,110,887,887,887,887,102,887,887,103,887,34,84,887,887,2080.241438,10,7
24537,29,1,1-29-2022-001-06,6,1,887,887,999,887,887,887,887,999,887,887,999,887,115,887,887,49,887,887,999,999,109,887,33,79,887,887,1219.583364,2,7
24539,12,2,1-12-2022-002-10,10,2,887,887,426,887,887,887,887,334,887,887,887,887,133,887,887,887,887,887,10,20,136,887,887,887,887,244,361.6125935,9,7
24545,77,2,1-77-2022-002-01,1,1,887,887,284,887,887,887,887,156,887,887,45,45,133,999,999,15,40,190,5,10,165,8,50,81,887,887,211.9880663,9,7
24545,77,2,1-77-2022-002-01,1,2,887,887,887,887,887,887,887,887,887,887,50,887,130,999,999,887,887,887,887,887,887,887,887,887,887,887,211.9880663,9,7
24546,54,3,1-54-2022-003-05,5,2,887,887,887,887,887,887,887,887,887,887,28,887,112,887,887,887,887,887,8,12,122,10,41,87,887,887,110.5370036,9,7
24547,54,4,1-54-2022-004-04,4,2,887,887,887,887,887,887,887,887,887,887,26,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,842.2066353,9,7
26522,20,124,1-20-2022-124-08,8,2,887,887,999,887,887,887,887,999,887,887,40,40,110,999,999,50,30,80,10,20,110,5,45,70,887,887,181.2532841,11,7
26523,20,125,1-20-2022-125-05,5,1,887,887,279,887,887,887,887,277,887,887,40,887,113,83,61,56,999,999,16,13,114,4,36,78,887,887,37.06298025,11,7
26524,20,126,1-20-2022-126-03,3,2,887,887,887,887,887,887,887,887,887,887,45,887,144,70,57,53,887,887,13,15,112,5,36,81,887,887,187.6476838,11,7
26525,26,81,1-26-2022-081-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,152,88,47,55,887,887,999,999,999,887,38,81,887,887,589.8451182,10,7
26526,26,82,1-26-2022-082-06,6,1,887,887,264,887,887,887,887,887,887,887,999,887,105,98,56,887,887,887,15,17,999,887,40,89,887,887,1470.78895,10,7
26527,15,20,1-15-2022-020-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,129,999,999,887,887,887,887,887,887,887,887,887,887,887,112.2412404,1,7
26527,15,20,1-15-2022-020-04,4,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,50,999,999,887,887,887,887,999,999,887,887,112.2412404,1,7
26528,73,63,1-73-2022-063-09,9,1,97,887,300,887,114,97,887,300,887,114,39,887,130,65,887,999,9,220,9,10,126,999,42,96,887,887,98.62144868,3,7
26529,27,54,1-27-2022-054-06,6,1,887,887,887,887,887,887,887,887,887,887,47,887,121,999,999,887,887,887,887,887,887,887,887,887,887,887,150.669983,3,7
26530,27,55,1-27-2022-055-07,7,1,887,887,887,887,887,887,887,887,887,887,32,887,131,999,999,887,887,887,887,887,887,887,887,887,887,887,516.5561774,3,7
26532,22,16,1-22-2022-016-06,6,1,887,887,320,887,887,887,887,320,887,887,22,887,121,999,999,887,887,887,887,887,109,999,41,81,304,999,167.6234962,12,7
26533,30,60,1-30-2022-060-06,6,2,887,887,275,887,887,887,887,274,887,887,15,15,114,887,887,54,887,887,999,887,103,887,34,83,887,887,3513.667852,10,7
26534,25,62,1-25-2022-062-04,4,1,887,887,887,887,887,887,887,887,887,887,50,887,123,887,887,887,887,166,887,887,109,887,43,92,887,887,143.9467767,2,7
26535,16,58,1-16-2022-058-04,4,1,887,887,887,887,887,887,887,258,887,887,887,887,887,887,887,887,887,887,8,14,115,887,887,887,887,887,1163.252798,5,7
26536,31,50,1-31-2022-050-07,7,1,887,887,887,887,887,887,887,887,887,887,43,887,116,999,999,887,887,887,887,887,887,887,887,887,887,887,208.9861084,6,7
26537,48,18,1-48-2022-018-07,7,2,887,887,268,887,887,887,887,268,887,887,887,887,887,887,887,887,887,887,15,35,114,887,887,887,887,887,1138.846508,12,7
26538,77,56,1-77-2022-056-02,2,1,887,887,307,887,887,887,887,306,887,887,52,887,129,887,887,10,30,220,10,15,123,10,46,105,887,887,315.3641627,9,7
27118,54,71,1-54-2022-071-03,3,1,887,887,366,887,887,887,887,357,887,887,887,887,887,887,887,887,887,887,10,24,113,887,887,887,887,190,237.3526148,9,7
27118,54,71,1-54-2022-071-03,3,2,887,887,887,887,887,887,887,887,887,887,34,887,111,999,999,887,887,887,887,887,887,887,887,887,887,887,237.3526148,9,7
27119,12,49,1-12-2022-049-09,9,2,887,887,887,887,887,887,887,300,887,887,70,887,136,999,999,887,887,209,13,30,114,887,887,887,887,887,315.9754264,9,7
27120,17,84,1-17-2022-084-04,4,1,887,887,887,887,887,887,887,257,887,887,887,887,887,887,887,887,887,887,23,9,106,887,887,887,887,887,455.8961199,4,7
27121,17,85,1-17-2022-085-07,7,1,887,887,887,887,887,887,887,887,887,887,30,887,118,999,999,137,887,111,14,16,118,887,39,95,887,887,1257.318994,4,7
27122,17,86,1-17-2022-086-03,3,1,887,887,887,887,887,887,887,887,887,887,41,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,149.7647865,4,7
27123,19,128,1-19-2022-128-10,10,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,16,25,121,9,40,74,887,887,3268.82675,9,7
27124,19,129,1-19-2022-129-09,9,2,887,887,887,887,887,887,887,887,887,887,43,36,101,999,999,52,999,999,887,887,887,887,887,887,887,887,489.829694,9,7
27125,19,130,1-19-2022-130-04,4,2,887,887,887,887,887,887,887,887,887,887,41,887,119,999,999,887,887,887,887,887,887,887,887,887,887,887,367.3895278,9,7
27126,19,131,1-19-2022-131-03,3,1,887,62,292,84,887,887,62,292,84,887,887,887,887,887,887,887,887,887,16,20,999,9,40,999,887,887,98.17456802,9,7
27127,11,55,1-11-2022-055-01,1,1,887,887,887,887,887,887,887,887,887,887,36,887,126,999,999,887,887,887,8,10,112,6,50,75,887,887,473.4392007,8,7
27129,14,73,1-14-2022-073-02,2,1,887,887,303,887,887,887,887,303,887,887,42,887,132,999,999,887,887,887,999,999,132,887,887,887,887,887,154.7892079,8,7
27130,24,105,1-24-2022-105-03,3,1,887,887,887,887,887,887,887,300,887,887,887,40,887,887,887,15,35,254,13,22,126,887,887,887,887,887,500.5102489,1,7
27130,24,105,1-24-2022-105-03,3,2,887,887,887,887,887,887,887,887,887,887,58,887,115,999,999,887,887,887,887,887,887,887,887,887,887,887,500.5102489,1,7
27131,76,77,1-76-2022-077-09,9,1,887,887,887,887,887,887,887,887,887,887,53,887,161,887,887,887,887,887,10,20,116,887,887,887,887,887,22.13539127,3,7
27134,52,126,1-52-2022-126-05,5,1,887,887,887,887,887,887,887,887,887,887,999,999,131,74,887,999,999,887,999,14,111,999,37,83,887,887,24.235258,12,7
27135,52,127,1-52-2022-127-01,1,2,887,887,397,887,887,887,887,345,887,887,55,887,136,999,999,887,887,887,8,15,887,887,887,887,887,201,29.6704539,12,7
27457,23,38,1-23-2022-038-02,2,1,887,887,887,887,887,887,887,261,887,887,48,887,121,999,999,887,887,167,16,19,116,887,887,887,887,887,77.79796094,5,7
27458,28,82,1-28-2022-082-04,4,1,887,887,401,887,887,887,887,411,887,887,42,887,134,999,999,887,887,887,887,887,887,11,47,90,887,204,86.62116227,3,7
27459,28,83,1-28-2022-083-06,6,1,887,887,887,887,887,887,887,887,887,887,44,887,117,999,999,887,887,887,887,887,887,887,887,887,887,887,51.255943,3,7
27460,10,157,1-10-2022-157-03,3,2,887,887,887,887,887,887,887,224,887,887,887,887,887,887,887,887,887,887,14,19,105,887,887,887,887,887,411.3199233,4,7
27461,10,158,1-10-2022-158-01,1,1,999,999,999,999,999,999,999,999,999,999,999,999,122,999,999,50,999,999,999,999,116,999,35,84,887,887,54.55647385,4,7
27461,10,158,1-10-2022-158-01,1,3,887,887,887,887,887,887,887,887,887,887,49,887,123,999,999,887,887,887,887,887,887,887,887,887,887,887,54.55647385,4,7
27462,73,95,1-73-2022-095-09,9,1,88,887,251,887,99,88,887,251,887,99,37,887,108,887,887,887,887,887,10,13,999,999,999,999,887,887,608.5804028,3,7
27463,32,61,1-32-2022-061-06,6,2,887,887,270,887,887,887,887,887,887,887,999,887,112,887,887,887,887,887,999,999,887,887,887,887,887,887,8652.05387,7,7
27463,32,61,1-32-2022-061-06,6,3,999,999,280,999,999,999,999,999,999,999,999,999,121,999,999,999,999,999,999,999,999,999,999,999,887,887,8652.05387,7,7
27464,18,86,1-18-2022-086-03,3,2,887,887,887,887,887,887,887,887,887,887,887,41,887,887,887,53,999,999,887,887,887,887,887,887,887,887,385.9771751,6,7
27465,52,144,1-52-2022-144-08,8,1,887,887,262,887,887,887,887,261,887,887,46,887,122,999,999,887,887,887,8,19,113,6,44,90,887,887,68.47169198,12,7
27466,25,94,1-25-2022-094-03,3,1,887,887,322,887,887,887,887,324,887,887,49,887,141,887,887,887,887,887,22,13,113,999,39,80,887,151,114.8158577,2,7
27467,27,76,1-27-2022-076-06,6,1,887,887,887,887,887,887,887,887,887,887,42,887,117,999,999,887,887,887,887,887,887,887,887,887,887,887,57.81925334,3,7
27468,33,31,1-33-2022-031-03,3,1,887,887,887,887,887,887,887,887,887,887,20,887,135,85,999,887,887,887,887,887,887,887,887,887,887,887,592.4506715,12,7
27472,26,94,1-26-2022-094-01,1,1,887,887,240,887,887,887,887,887,887,887,999,887,118,999,999,887,887,887,11,18,112,887,887,887,887,887,139.6630751,10,7
27473,26,95,1-26-2022-095-03,3,2,887,887,887,887,887,887,887,887,887,887,887,999,111,887,887,10,30,138,887,887,102,887,39,90,887,887,928.2456662,10,7
27736,52,154,1-52-2022-154-09,9,1,887,887,287,887,887,887,887,281,887,887,46,887,120,887,887,887,887,887,8,16,103,887,887,887,887,887,603.8848422,12,7
27737,52,155,1-52-2022-155-06,6,1,887,887,258,887,887,887,887,262,887,887,39,887,115,999,999,887,887,887,887,887,106,887,887,887,887,887,246.9324265,12,7
27737,52,155,1-52-2022-155-06,6,2,887,887,368,887,887,887,887,370,887,887,67,887,132,887,887,887,887,887,7,18,136,887,887,887,887,170,246.9324265,12,7
27738,24,117,1-24-2022-117-04,4,2,887,887,999,887,887,887,887,999,887,887,999,887,887,887,887,887,887,887,999,999,999,887,887,887,999,999,1513.051169,1,7
27739,24,118,1-24-2022-118-07,7,2,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,2956.500947,1,7
27740,23,42,1-23-2022-042-03,3,2,999,999,278,999,999,999,999,278,999,999,20,36,115,999,999,49,999,999,999,999,109,999,33,79,887,887,1005.745183,5,7
27741,25,103,1-25-2022-103-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,106,999,999,887,887,887,887,887,109,887,40,85,887,887,2845.376269,2,7
27743,16,101,1-16-2022-101-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,72,999,999,887,887,887,887,887,190,887,66,101,887,887,59.4969547,5,7
27743,16,101,1-16-2022-101-02,2,2,887,887,999,887,887,887,887,887,887,887,44,887,136,999,999,887,887,887,999,999,999,887,887,887,887,887,59.4969547,5,7
27744,16,102,1-16-2022-102-02,2,1,887,887,887,887,887,887,887,887,887,887,52,887,125,999,999,887,887,887,887,887,887,887,887,887,887,887,59.49695468,5,7
27744,16,102,1-16-2022-102-02,2,2,887,887,999,887,887,887,887,999,887,887,999,887,115,999,999,887,887,887,999,999,113,887,887,887,199,999,59.49695468,5,7
27747,66,96,1-66-2022-096-10,10,1,887,887,280,887,887,887,887,280,887,887,38,887,126,999,999,887,887,887,11,25,113,887,887,887,887,887,208.9379154,6,7
27748,14,86,1-14-2022-086-05,5,1,887,887,999,887,887,887,887,999,887,887,32,38,125,999,999,887,887,887,12,13,999,887,887,80,887,887,281.9842573,8,7
27749,14,87,1-14-2022-087-04,4,1,887,887,887,887,887,887,887,887,887,887,40,887,134,999,999,999,999,999,887,887,887,887,887,887,887,887,4792.131098,8,7
27750,10,168,1-10-2022-168-01,1,1,999,999,999,999,999,999,999,999,999,999,999,999,131,999,999,999,999,189,999,999,124,999,47,77,887,887,62.03393723,4,7
27752,32,65,1-32-2022-065-09,9,2,887,887,999,887,887,887,887,999,887,887,35,887,110,999,999,887,887,887,887,887,887,887,887,887,887,887,11061.50161,7,7
27954,59,95,1-59-2022-095-07,7,2,887,887,999,887,887,887,887,278,887,887,887,887,887,887,887,887,887,887,13,19,111,8,36,79,887,887,1140.900634,6,7
27954,59,95,1-59-2022-095-07,7,1,887,887,999,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,999,999,999,999,999,999,887,887,1140.900634,6,7
27955,25,113,1-25-2022-113-05,5,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,999,999,999,887,887,185.7140724,2,7
27957,25,115,1-25-2022-115-02,2,2,887,887,887,887,887,887,887,887,887,887,40,999,126,999,999,999,999,52,887,887,111,887,35,77,887,887,43.77730959,2,7
27957,25,115,1-25-2022-115-02,2,3,887,887,999,887,887,887,887,999,887,887,999,887,131,999,999,887,887,887,999,999,133,887,46,86,293,999,43.77730959,2,7
27958,25,116,1-25-2022-116-07,7,1,887,887,887,887,887,887,887,887,887,887,38,887,99,887,887,887,887,212,887,887,132,887,43,90,887,887,2850.855664,2,7
27959,31,88,1-31-2022-088-01,1,1,887,887,362,887,887,887,887,999,887,887,42,887,134,887,887,887,887,887,887,887,887,887,47,88,887,166,396.8395336,6,7
27962,16,107,1-16-2022-107-02,2,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,46,999,999,887,887,887,887,887,887,887,887,40.63910625,5,7
27963,16,108,1-16-2022-108-03,3,2,887,887,999,887,887,887,887,247,887,887,887,887,887,887,887,887,887,887,11,21,110,887,887,887,887,887,1038.398645,5,7
27965,73,116,1-73-2022-116-03,3,1,887,887,887,887,887,887,887,999,887,887,51,887,113,999,999,887,887,887,9,14,103,887,887,887,887,887,107.5767838,3,7
27966,32,68,1-32-2022-068-02,2,1,887,887,887,887,887,887,887,260,887,887,32,887,108,887,887,887,887,887,10,6,94,887,887,887,887,887,112.0491383,7,7
27966,32,68,1-32-2022-068-02,2,2,887,887,282,887,887,887,887,887,887,887,42,887,128,999,999,887,887,887,12,26,112,887,887,887,887,887,112.0491383,7,7
27967,13,121,1-13-2022-121-09,9,1,887,887,887,887,887,887,887,887,887,887,40,887,118,999,999,887,887,887,887,887,887,887,887,887,887,887,10394.02222,7,7
27969,76,92,1-76-2022-092-10,10,1,887,887,311,887,887,887,887,311,887,887,35,887,120,999,999,887,887,887,7,17,117,887,887,887,887,135,526.9005378,3,7
27970,76,93,1-76-2022-093-04,4,1,887,887,357,887,887,887,887,357,887,887,46,887,141,999,999,887,887,887,7,15,113,887,887,887,887,186,78.30302962,3,7
27973,33,38,1-33-2022-038-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,129,999,999,887,887,887,887,887,887,887,887,887,887,887,1480.163132,12,7
27973,33,38,1-33-2022-038-07,7,2,887,887,887,887,887,887,887,887,887,887,887,37,887,887,887,57,999,999,887,887,887,887,887,887,887,887,1480.163132,12,7
24548,59,2,1-59-2022-002-06,6,1,887,887,887,887,887,887,887,887,887,887,999,887,109,999,999,887,887,887,887,887,887,887,887,887,887,887,313.6742449,6,7
24549,59,3,1-59-2022-003-05,5,1,103,887,287,887,126,103,887,287,887,126,35,887,139,999,999,887,887,887,10,12,119,6,32,85,887,887,39.03825195,6,7
24550,17,2,1-17-2022-002-05,5,1,887,887,305,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,5,24,135,887,887,887,887,887,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,2,887,887,887,887,887,887,887,254,887,887,45,887,101,887,887,887,887,887,8,22,108,887,887,887,887,887,74.63199473,4,7
24551,17,3,1-17-2022-003-03,3,1,887,887,887,887,887,887,887,887,887,887,39,887,97,887,887,887,887,887,887,887,887,887,887,887,887,887,391.8680427,4,7
24552,19,6,1-19-2022-006-02,2,1,887,887,887,887,887,887,887,887,887,887,45,887,95,999,999,887,887,887,887,887,887,887,887,887,887,887,52.3928042,9,7
24553,19,7,1-19-2022-007-03,3,2,887,64,266,78,887,887,64,266,78,887,44,41,887,887,887,887,887,887,13,21,107,887,887,887,887,887,69.54885741,9,7
24555,19,9,1-19-2022-009-04,4,2,887,887,887,887,887,887,887,887,887,887,38,42,887,887,887,49,999,999,887,887,887,887,887,887,887,887,273.0767907,9,7
24556,19,10,1-19-2022-010-07,7,1,999,999,265,999,999,887,887,887,887,887,49,887,98,999,999,887,887,887,17,24,103,887,887,887,887,887,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,2,887,887,887,887,887,887,887,294,887,887,48,887,132,74,78,887,887,887,17,23,133,887,887,887,887,887,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,3,887,887,887,887,887,887,887,280,887,887,887,887,887,887,887,887,887,887,14,24,119,887,887,887,887,887,470.6217507,9,7
24558,11,2,1-11-2022-002-04,4,1,887,887,277,887,887,887,887,277,887,887,42,46,113,887,887,887,887,887,887,887,887,887,887,887,887,887,3217.541874,8,7
24560,24,1,1-24-2022-001-04,4,1,887,887,887,887,887,887,887,887,887,887,32,43,100,887,887,887,887,887,887,887,887,887,887,887,887,887,1037.474845,1,7
24561,24,2,1-24-2022-002-03,3,1,887,887,265,887,887,887,887,887,887,887,887,887,114,887,887,887,887,170,13,24,107,13,38,89,887,887,245.7609152,1,7
24561,24,2,1-24-2022-002-03,3,2,887,887,887,887,887,887,887,887,887,887,55,70,118,887,887,887,887,186,887,887,120,887,40,89,887,887,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,1,887,887,887,887,887,887,887,887,887,887,44,44,135,887,887,69,887,887,887,887,113,887,30,84,887,887,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,2,887,887,248,887,887,887,887,887,887,887,887,887,95,887,887,112,887,887,13,24,106,887,39,77,887,887,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,3,887,887,283,887,887,887,887,887,887,887,887,887,109,887,887,887,887,887,11,26,132,887,44,87,887,887,245.7609152,1,7
24563,73,3,1-73-2022-003-07,7,1,101,887,275,887,108,101,887,275,887,108,33,887,132,887,887,887,887,168,9,15,111,887,36,84,887,887,957.7372056,3,7
24564,73,4,1-73-2022-004-02,2,1,98,887,283,887,109,98,887,283,887,109,30,887,139,887,887,49,887,887,11,17,109,887,39,80,887,887,37.3527147,3,7
24566,25,3,1-25-2022-003-07,7,1,887,887,230,887,887,887,887,230,887,887,32,887,148,887,887,71,887,887,13,23,112,887,887,69,887,887,3833.776626,2,7
24568,10,4,1-10-2022-004-06,6,1,887,887,364,887,887,887,887,364,887,887,38,887,136,887,887,887,887,887,887,887,129,887,44,89,304,214,667.8438778,4,7
24570,28,2,1-28-2022-002-06,6,2,887,887,887,887,887,887,887,887,887,887,48,887,132,999,999,887,887,887,887,887,887,887,887,887,887,887,160.2372844,3,7
24572,52,3,1-52-2022-003-08,8,2,887,887,261,887,887,887,887,257,887,887,34,887,113,887,887,887,887,887,887,887,98,887,887,887,887,887,172.0701827,12,7
24575,66,2,1-66-2022-002-01,1,1,887,887,345,887,887,887,887,352,887,887,999,999,887,887,887,887,887,887,12,23,130,5,48,88,887,192,149.6238334,6,7
24576,66,3,1-66-2022-003-07,7,1,887,887,887,887,887,887,887,999,887,887,40,887,133,999,999,887,887,887,10,28,127,887,887,887,887,887,183.370674,6,7
24577,23,4,1-23-2022-004-03,3,1,887,887,340,887,887,887,887,340,887,887,999,887,138,887,887,887,887,261,10,16,122,887,43,103,887,887,535.7106183,5,7
24578,23,5,1-23-2022-005-08,8,1,887,887,370,887,887,887,887,370,887,887,999,887,132,76,62,887,887,887,10,17,132,999,47,88,261,207,658.4613243,5,7
24582,13,3,1-13-2022-003-01,1,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,13,22,141,887,887,887,887,887,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,2,887,887,887,887,887,887,887,887,887,887,40,887,117,999,999,887,887,887,887,887,887,887,887,887,887,887,91.62746346,7,7
24584,13,5,1-13-2022-005-05,5,1,887,887,887,887,887,887,887,887,887,887,42,887,120,999,999,887,887,887,887,887,887,887,887,887,887,887,127.1869728,7,7
24584,13,5,1-13-2022-005-05,5,2,887,887,356,887,887,887,887,372,887,887,999,887,136,999,999,887,887,887,10,12,159,887,887,887,304,172,127.1869728,7,7
24586,10,6,1-10-2022-006-03,3,1,887,887,887,887,887,887,887,887,887,887,41,887,111,999,999,887,887,887,887,887,114,887,31,93,887,887,289.1786048,4,7
24588,14,3,1-14-2022-003-03,3,1,887,887,360,887,887,887,887,887,887,887,999,887,130,999,999,887,887,999,7,16,887,887,887,887,887,887,1056.638073,8,7
24588,14,3,1-14-2022-003-03,3,2,887,887,370,887,887,887,887,370,887,887,34,887,130,887,887,887,887,887,12,16,887,887,887,887,297,171,1056.638073,8,7
24589,32,4,1-32-2022-004-04,4,2,887,887,887,887,887,887,887,887,887,887,38,887,113,887,887,887,887,887,887,887,887,887,887,887,887,887,2661.469108,7,7
24591,18,2,1-18-2022-002-05,5,2,887,887,303,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,15,13,119,887,887,887,887,887,54.11806674,6,7
24594,27,2,1-27-2022-002-02,2,1,887,887,887,887,887,887,887,887,887,887,50,887,139,999,999,887,887,887,887,887,887,887,887,887,887,887,30.8268279,3,7
24596,12,3,1-12-2022-003-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,134,887,887,887,887,887,887,887,109,887,887,887,887,887,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,2,887,887,887,887,887,887,887,887,887,887,44,887,106,887,887,887,887,887,887,887,110,887,887,887,887,887,435.868486,9,7
24597,12,4,1-12-2022-004-07,7,1,887,887,353,887,887,887,887,353,887,887,52,887,129,999,999,887,887,887,887,887,887,887,887,887,292,168,887.2297662,9,7
24597,12,4,1-12-2022-004-07,7,2,887,887,390,887,887,887,887,390,887,887,66,60,136,999,999,887,887,887,887,887,887,887,887,887,328,200,887.2297662,9,7
24598,26,2,1-26-2022-002-05,5,1,887,887,887,887,887,887,887,999,887,887,999,887,153,999,999,67,887,887,999,999,114,887,36,87,887,887,31.30897636,10,7
24599,26,3,1-26-2022-003-06,6,1,887,887,887,887,887,887,887,887,887,887,999,887,129,887,887,55,887,887,887,887,118,887,35,83,887,887,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,2,887,887,887,887,887,887,887,276,887,887,999,887,132,999,999,887,887,887,15,18,111,887,36,84,887,887,395.26113,10,7
24600,26,4,1-26-2022-004-08,8,1,887,887,887,887,887,887,887,254,887,887,887,887,110,887,887,887,887,210,9,18,118,887,34,74,887,887,153.1138281,10,7
