CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,FIRE,FIREORGIN,CASEWGT,PSUSTRAT,VERSION
25188,13,34,1-13-2022-034-03,3,1,0,0,681.6069836,7,7
25189,13,35,1-13-2022-035-06,6,1,0,0,1574.138071,7,7
25189,13,35,1-13-2022-035-06,6,2,0,0,1574.138071,7,7
25191,11,15,1-11-2022-015-06,6,2,0,0,4407.747575,8,7
25192,13,36,1-13-2022-036-09,9,1,0,0,3018.722842,7,7
25192,13,36,1-13-2022-036-09,9,2,0,0,3018.722842,7,7
25193,66,15,1-66-2022-015-07,7,2,0,0,138.884824,6,7
25194,66,16,1-66-2022-016-03,3,1,0,0,127.8599504,6,7
25194,66,16,1-66-2022-016-03,3,2,0,0,127.8599504,6,7
25195,66,17,1-66-2022-017-07,7,1,0,0,138.884824,6,7
25195,66,17,1-66-2022-017-07,7,2,0,0,138.884824,6,7
25197,32,25,1-32-2022-025-02,2,1,0,0,63.46470378,7,7
25197,32,25,1-32-2022-025-02,2,2,0,0,63.46470378,7,7
25198,16,14,1-16-2022-014-05,5,1,0,0,91.59717788,5,7
25201,27,19,1-27-2022-019-03,3,1,0,0,77.30707448,3,7
25202,31,16,1-31-2022-016-06,6,1,0,0,210.5752517,6,7
25202,31,16,1-31-2022-016-06,6,2,0,0,210.5752517,6,7
24415,23,1,1-23-2022-001-07,7,1,0,0,257.8118182,5,7
24419,59,1,1-59-2022-001-10,10,1,0,0,480.9320563,6,7
24423,12,1,1-12-2022-001-09,9,1,0,0,251.9739222,9,7
24425,77,1,1-77-2022-001-09,9,1,0,0,83.41183093,9,7
24429,19,1,1-19-2022-001-09,9,1,0,0,168.9058049,9,7
24445,11,1,1-11-2022-001-10,10,1,0,0,82.3585487,8,7
24451,32,1,1-32-2022-001-03,3,1,0,0,47.64947451,7,7
24452,10,1,1-10-2022-001-06,6,1,0,0,144.4790072,4,7
24455,25,1,1-25-2022-001-07,7,1,0,0,829.732358,2,7
24457,73,1,1-73-2022-001-10,10,1,0,0,53.43523977,3,7
24460,14,1,1-14-2022-001-10,10,1,0,0,184.2591294,8,7
24487,23,2,1-23-2022-002-04,4,1,0,0,177.6968147,5,7
24488,23,3,1-23-2022-003-10,10,1,0,0,1004.081042,5,7
24490,54,1,1-54-2022-001-02,2,1,0,0,170.2959935,9,7
24490,54,1,1-54-2022-001-02,2,2,0,0,170.2959935,9,7
24491,54,2,1-54-2022-002-03,3,2,0,0,188.0754727,9,7
24493,17,1,1-17-2022-001-08,8,1,0,0,425.9677124,4,7
24493,17,1,1-17-2022-001-08,8,2,0,0,425.9677124,4,7
24494,19,2,1-19-2022-002-05,5,1,0,0,37.27910038,9,7
24496,19,4,1-19-2022-004-04,4,2,0,0,366.219442,9,7
24497,19,5,1-19-2022-005-06,6,1,0,0,212.3731499,9,7
24500,13,1,1-13-2022-001-01,1,1,0,0,96.51454391,7,7
24501,13,2,1-13-2022-002-02,2,1,0,0,29.66145152,7,7
24501,13,2,1-13-2022-002-02,2,2,0,0,29.66145152,7,7
24504,52,1,1-52-2022-001-09,9,1,0,0,198.9182094,12,7
24504,52,1,1-52-2022-001-09,9,2,0,0,198.9182094,12,7
24505,52,2,1-52-2022-002-03,3,1,0,0,35.72280343,12,7
24505,52,2,1-52-2022-002-03,3,2,0,0,35.72280343,12,7
24506,10,2,1-10-2022-002-10,10,1,0,0,3536.926534,4,7
24507,10,3,1-10-2022-003-06,6,1,0,0,464.3680726,4,7
24507,10,3,1-10-2022-003-06,6,2,0,0,464.3680726,4,7
24507,10,3,1-10-2022-003-06,6,3,0,0,464.3680726,4,7
24509,16,1,1-16-2022-001-04,4,1,0,0,1244.596141,5,7
24511,28,1,1-28-2022-001-10,10,1,0,0,200.3657103,3,7
24513,66,1,1-66-2022-001-04,4,1,0,0,291.3995734,6,7
24514,14,2,1-14-2022-002-07,7,1,0,0,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,2,0,0,4062.253859,8,7
24516,25,2,1-25-2022-002-10,10,1,0,0,7464.231254,2,7
24522,31,1,1-31-2022-001-01,1,1,0,0,279.9066687,6,7
24526,18,1,1-18-2022-001-05,5,2,0,0,56.25682746,6,7
24528,27,1,1-27-2022-001-06,6,1,0,0,127.9991741,3,7
24530,20,1,1-20-2022-001-03,3,1,0,0,117.4294221,11,7
24532,26,1,1-26-2022-001-03,3,1,0,0,226.805065,10,7
24532,26,1,1-26-2022-001-03,3,2,0,0,226.805065,10,7
24535,30,2,1-30-2022-002-06,6,1,0,0,2080.241438,10,7
24537,29,1,1-29-2022-001-06,6,1,0,0,1219.583364,2,7
24539,12,2,1-12-2022-002-10,10,2,0,0,361.6125935,9,7
24545,77,2,1-77-2022-002-01,1,1,0,0,211.9880663,9,7
24545,77,2,1-77-2022-002-01,1,2,2,4,211.9880663,9,7
24546,54,3,1-54-2022-003-05,5,2,0,0,110.5370036,9,7
24547,54,4,1-54-2022-004-04,4,2,0,0,842.2066353,9,7
24548,59,2,1-59-2022-002-06,6,1,0,0,313.6742449,6,7
25203,31,17,1-31-2022-017-10,10,1,0,0,635.221694,6,7
25205,18,20,1-18-2022-020-08,8,1,0,0,163.6802526,6,7
25207,26,29,1-26-2022-029-03,3,1,0,0,843.6605582,10,7
25207,26,29,1-26-2022-029-03,3,2,0,0,843.6605582,10,7
25209,20,36,1-20-2022-036-03,3,1,0,0,37.68586078,11,7
25209,20,36,1-20-2022-036-03,3,2,0,0,37.68586078,11,7
25211,20,38,1-20-2022-038-06,6,2,0,0,93.97034223,11,7
25213,14,20,1-14-2022-020-04,4,2,0,0,2045.139131,8,7
25217,76,24,1-76-2022-024-07,7,1,0,0,53.5668716,3,7
25218,76,25,1-76-2022-025-04,4,1,0,0,25.20842782,3,7
25219,24,34,1-24-2022-034-04,4,2,0,0,293.6061852,1,7
25220,27,20,1-27-2022-020-06,6,1,0,0,176.0241442,3,7
25220,27,20,1-27-2022-020-06,6,2,0,0,176.0241442,3,7
25221,77,21,1-77-2022-021-07,7,1,0,0,2009.349793,9,7
25222,32,26,1-32-2022-026-05,5,1,0,0,205.6078852,7,7
25224,28,19,1-28-2022-019-09,9,1,0,0,185.402443,3,7
25225,30,20,1-30-2022-020-04,4,1,0,0,2370.552076,10,7
25225,30,20,1-30-2022-020-04,4,2,0,0,2370.552076,10,7
25226,20,40,1-20-2022-040-04,4,1,0,0,188.3119647,11,7
25227,16,16,1-16-2022-016-02,2,1,0,0,19.47056774,5,7
25227,16,16,1-16-2022-016-02,2,2,0,0,19.47056774,5,7
25228,33,4,1-33-2022-004-06,6,1,0,0,51.76435472,12,7
25229,77,22,1-77-2022-022-07,7,1,0,0,15825.23629,9,7
25231,59,15,1-59-2022-015-10,10,1,0,0,4438.232513,6,7
25232,59,16,1-59-2022-016-07,7,1,0,0,931.5559986,6,7
25232,59,16,1-59-2022-016-07,7,2,0,0,931.5559986,6,7
25233,54,23,1-54-2022-023-03,3,1,0,0,194.7071889,9,7
25234,54,24,1-54-2022-024-08,8,1,0,0,204.5557822,9,7
25234,54,24,1-54-2022-024-08,8,2,0,0,204.5557822,9,7
25235,19,37,1-19-2022-037-08,8,1,0,0,101.9170959,9,7
25235,19,37,1-19-2022-037-08,8,2,0,0,101.9170959,9,7
25236,19,38,1-19-2022-038-03,3,1,0,0,97.01017024,9,7
25236,19,38,1-19-2022-038-03,3,2,0,0,97.01017024,9,7
25237,19,39,1-19-2022-039-03,3,2,0,0,97.01017024,9,7
25238,19,40,1-19-2022-040-02,2,1,0,0,52.3928042,9,7
25239,12,19,1-12-2022-019-09,9,2,0,0,1637.798493,9,7
25241,11,17,1-11-2022-017-02,2,1,0,0,67.0889176,8,7
25242,24,35,1-24-2022-035-08,8,1,0,0,256.0414571,1,7
25242,24,35,1-24-2022-035-08,8,2,0,0,256.0414571,1,7
25243,24,36,1-24-2022-036-03,3,1,0,0,265.0742943,1,7
25243,24,36,1-24-2022-036-03,3,2,0,0,265.0742943,1,7
25244,24,37,1-24-2022-037-08,8,1,0,0,256.0414571,1,7
25245,14,21,1-14-2022-021-09,9,1,0,0,5065.809329,8,7
25246,14,22,1-14-2022-022-06,6,1,0,0,2630.641307,8,7
25247,66,18,1-66-2022-018-07,7,1,0,0,138.884824,6,7
25248,66,19,1-66-2022-019-07,7,1,0,0,138.884824,6,7
25249,66,20,1-66-2022-020-10,10,1,0,0,417.8758308,6,7
25250,10,37,1-10-2022-037-05,5,1,0,0,25.29056826,4,7
25252,10,39,1-10-2022-039-06,6,2,0,0,317.2370228,4,7
25253,10,40,1-10-2022-040-01,1,1,0,0,24.95767321,4,7
25254,52,31,1-52-2022-031-08,8,1,0,0,115.9393203,12,7
25255,52,32,1-52-2022-032-06,6,1,0,0,251.277718,12,7
25255,52,32,1-52-2022-032-06,6,2,0,0,251.277718,12,7
25256,52,33,1-52-2022-033-09,9,2,0,0,614.5114565,12,7
25258,73,25,1-73-2022-025-03,3,1,0,0,32.78390084,3,7
25260,28,21,1-28-2022-021-04,4,1,0,0,61.63580427,3,7
25261,28,22,1-28-2022-022-04,4,1,0,0,61.63580427,3,7
25263,16,18,1-16-2022-018-03,3,1,0,0,198.3866475,5,7
25265,32,28,1-32-2022-028-09,9,1,0,0,9085.783127,7,7
25266,13,37,1-13-2022-037-03,3,3,0,0,730.6195589,7,7
25267,13,38,1-13-2022-038-03,3,1,0,0,730.6195589,7,7
25267,13,38,1-13-2022-038-03,3,2,0,0,730.6195589,7,7
25269,13,40,1-13-2022-040-02,2,1,0,0,29.78224817,7,7
25269,13,40,1-13-2022-040-02,2,2,0,0,29.78224817,7,7
25270,27,21,1-27-2022-021-06,6,1,0,0,243.2939902,3,7
25271,31,18,1-31-2022-018-03,3,1,0,0,228.1961067,6,7
25272,31,19,1-31-2022-019-07,7,1,0,0,1094.198247,6,7
25274,18,22,1-18-2022-022-09,9,2,0,0,829.9546095,6,7
25278,21,16,1-21-2022-016-09,9,1,0,0,1428.202896,11,7
25280,20,42,1-20-2022-042-07,7,1,0,0,368.6837482,11,7
25281,20,43,1-20-2022-043-03,3,1,0,0,55.17158476,11,7
25281,20,43,1-20-2022-043-03,3,2,0,0,55.17158476,11,7
25282,20,44,1-20-2022-044-08,8,2,0,0,53.29152337,11,7
25283,26,31,1-26-2022-031-06,6,1,0,0,2778.376444,10,7
25284,26,32,1-26-2022-032-02,2,1,0,0,79.7417564,10,7
25284,26,32,1-26-2022-032-02,2,2,0,0,79.7417564,10,7
25284,26,32,1-26-2022-032-02,2,3,0,0,79.7417564,10,7
25285,32,29,1-32-2022-029-04,4,1,0,0,4121.154716,7,7
25288,76,26,1-76-2022-026-06,6,1,0,0,22.62119688,3,7
25288,76,26,1-76-2022-026-06,6,2,0,0,22.62119688,3,7
25289,76,27,1-76-2022-027-10,10,1,0,0,22.41804643,3,7
25290,73,26,1-73-2022-026-09,9,1,0,0,93.50322043,3,7
25294,10,41,1-10-2022-041-07,7,2,0,0,1402.546743,4,7
25295,16,19,1-16-2022-019-04,4,1,0,0,552.3058841,5,7
25296,17,20,1-17-2022-020-03,3,2,0,0,421.9325239,4,7
25297,20,45,1-20-2022-045-08,8,1,0,0,53.29152337,11,7
25299,30,24,1-30-2022-024-03,3,2,0,0,154.2954532,10,7
25300,18,23,1-18-2022-023-04,4,1,0,0,675.5900636,6,7
25302,77,23,1-77-2022-023-05,5,1,0,0,71.67626718,9,7
25304,59,17,1-59-2022-017-02,2,1,0,0,72.76629228,6,7
25305,12,20,1-12-2022-020-04,4,2,0,0,3648.46044,9,7
25307,17,22,1-17-2022-022-09,9,1,0,0,363.9603591,4,7
25309,19,42,1-19-2022-042-06,6,2,0,0,108.2864181,9,7
25310,19,43,1-19-2022-043-07,7,1,0,0,321.8125533,9,7
25311,19,44,1-19-2022-044-04,4,1,0,0,186.7307219,9,7
25312,19,41,1-19-2022-041-06,6,1,0,0,108.2864181,9,7
25313,11,18,1-11-2022-018-09,9,2,0,0,8071.686043,8,7
25314,11,19,1-11-2022-019-02,2,1,0,0,74.2918607,8,7
25315,24,38,1-24-2022-038-03,3,2,0,0,232.4202784,1,7
25316,24,39,1-24-2022-039-03,3,2,0,0,232.4202785,1,7
25318,73,27,1-73-2022-027-05,5,2,0,0,31.7071126,3,7
25319,66,21,1-66-2022-021-09,9,1,0,0,149.0875827,6,7
25322,14,24,1-14-2022-024-02,2,1,0,0,237.382202,8,7
25323,13,41,1-13-2022-041-05,5,1,0,0,126.2712746,7,7
25323,13,41,1-13-2022-041-05,5,2,0,0,126.2712746,7,7
25324,13,42,1-13-2022-042-01,1,1,0,0,90.9677803,7,7
25325,13,43,1-13-2022-043-03,3,1,0,0,685.8372209,7,7
25326,13,44,1-13-2022-044-01,1,1,0,0,90.9677803,7,7
25326,13,44,1-13-2022-044-01,1,2,2,9,90.9677803,7,7
25327,52,34,1-52-2022-034-03,3,1,0,0,45.55994129,12,7
25327,52,34,1-52-2022-034-03,3,2,0,0,45.55994129,12,7
25328,52,35,1-52-2022-035-03,3,1,0,0,45.55994129,12,7
25328,52,35,1-52-2022-035-03,3,2,0,0,45.55994129,12,7
25329,52,36,1-52-2022-036-03,3,1,0,0,45.55994129,12,7
25329,52,36,1-52-2022-036-03,3,2,0,0,45.55994129,12,7
25330,10,42,1-10-2022-042-01,1,1,0,0,42.36120273,4,7
25332,10,44,1-10-2022-044-06,6,1,0,0,737.5823688,4,7
25332,10,44,1-10-2022-044-06,6,2,0,0,737.5823688,4,7
25333,10,45,1-10-2022-045-06,6,2,0,0,737.5823687,4,7
25334,28,23,1-28-2022-023-04,4,1,0,0,243.3004126,3,7
25334,28,23,1-28-2022-023-04,4,2,0,0,243.3004126,3,7
25335,28,24,1-28-2022-024-08,8,1,0,0,66.42626557,3,7
25336,25,17,1-25-2022-017-09,9,2,0,0,2250.056882,2,7
25337,25,18,1-25-2022-018-05,5,1,0,0,185.7140724,2,7
25339,16,21,1-16-2022-021-05,5,2,0,0,160.6019505,5,7
25340,14,23,1-14-2022-023-02,2,1,0,0,237.382202,8,7
25341,54,25,1-54-2022-025-04,4,1,0,0,606.9955296,9,7
25342,54,26,1-54-2022-026-06,6,1,0,0,178.4112916,9,7
25344,77,25,1-77-2022-025-07,7,1,0,0,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,0,0,3379.625334,9,7
25345,32,30,1-32-2022-030-08,8,1,0,0,1417.932411,7,7
25346,31,20,1-31-2022-020-04,4,1,0,0,256.0536827,6,7
25347,31,21,1-31-2022-021-07,7,3,0,0,480.1593067,6,7
25348,27,22,1-27-2022-022-02,2,1,0,0,24.7367566,3,7
25349,18,24,1-18-2022-024-06,6,1,0,0,163.5659351,6,7
25350,18,25,1-18-2022-025-10,10,1,0,0,3080.020376,6,7
25351,66,23,1-66-2022-023-10,10,1,0,0,905.1190496,6,7
25353,21,17,1-21-2022-017-06,6,1,0,0,1994.058319,11,7
25354,21,18,1-21-2022-018-04,4,2,0,0,2525.659178,11,7
25355,24,41,1-24-2022-041-03,3,1,0,0,232.4202785,1,7
25355,24,41,1-24-2022-041-03,3,2,0,0,232.4202785,1,7
25356,26,33,1-26-2022-033-09,9,1,0,0,2313.459351,10,7
25356,26,33,1-26-2022-033-09,9,2,0,0,2313.459351,10,7
