CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
24630,54,5,1-54-2022-005-10,10,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.5.1,1,22037,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,2,1,4,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.5.1,1,999997,962.3069321,9,7
24631,54,6,1-54-2022-006-07,7,1,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.5.1,1,17525,161.6619254,9,7
24631,54,6,1-54-2022-006-07,7,2,1,1,Crash Data Retrieval Tool 21.3,Crash Data Retrieval Tool 21.5.1,1,20406,161.6619254,9,7
24693,17,6,1-17-2022-006-04,4,1,1,2,Crash Data Retrieval Tool 21.4.1,Crash Data Retrieval Tool 21.5.1,1,999997,178.0678025,4,7
24693,17,6,1-17-2022-006-04,4,2,1,0,Crash Data Retrieval Tool 21.4.1,Crash Data Retrieval Tool 21.5.1,1,794,178.0678025,4,7
24694,32,8,1-32-2022-008-10,10,1,1,3,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,28987,19684.67158,7,7
24694,32,8,1-32-2022-008-10,10,2,1,1,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,8718,19684.67158,7,7
24703,77,5,1-77-2022-005-05,5,2,1,2,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,18914,140.982131,9,7
24704,77,6,1-77-2022-006-05,5,1,1,1,Crash Data Retrieval Tool 21.4.1,Crash Data Retrieval Tool 21.5.1,1,11037,140.982131,9,7
24705,59,6,1-59-2022-006-03,3,2,1,1,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,4101,1205.549321,6,7
24707,12,8,1-12-2022-008-09,9,1,1,2,Crash Data Retrieval Tool 21.4.1,Crash Data Retrieval Tool 21.5.1,1,999997,453.1626508,9,7
24708,22,1,1-22-2022-001-06,6,1,1,1,Crash Data Retrieval Tool 21.4.1,Crash Data Retrieval Tool 21.5.1,1,11207,64.70837506,12,7
24711,19,15,1-19-2022-015-09,9,1,1,3,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,999997,330.1844052,9,7
24712,19,16,1-19-2022-016-04,4,2,1,1,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,2573,247.6499367,9,7
24717,11,5,1-11-2022-005-03,3,1,1,1,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,7307,789.1376295,8,7
24718,11,6,1-11-2022-006-07,7,1,1,2,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,14130,6730.657967,8,7
24723,66,7,1-66-2022-007-10,10,1,1,0,Crash Data Retrieval Tool 21.4.1,Crash Data Retrieval Tool 21.5.1,1,999997,208.9379154,6,7
24721,10,10,1-10-2022-010-06,6,2,1,2,Crash Data Retrieval Tool 21.4,Crash Data Retrieval Tool 21.5.1,1,4262,431.3081072,4,7
