CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
25737,27,32,1-27-2022-032-07,7,1,1,1,Event 1,1,7737,0,1,0.0000,1,87.5000,-1.0000,87.5000,-8.0000,85.0000,195.4973134,3,7
25922,19,74,1-19-2022-074-05,5,2,1,1,Event 1,1,13732,0,1,0.0000,0,105.0000,-56.0000,100.0000,24.0000,105.0000,38.91602835,9,7
24445,11,1,1-11-2022-001-10,10,1,1,1,Non-Deployment,3,38106,0,97,9997.0000,1,220.0000,-16.5186,220.0000,997.0000,220.0000,82.3585487,8,7
24423,12,1,1-12-2022-001-09,9,1,1,1,Deployment,97,17910,0,97,9997.0000,1,117.5000,-8.6135,117.5000,997.0000,117.5000,251.9739222,9,7
24597,12,4,1-12-2022-004-07,7,1,1,1,Pcm Event,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,887.2297662,9,7
24597,12,4,1-12-2022-004-07,7,2,1,1,Event Record 1,1,8641,0,1,9997.0000,1,9997.0000,17.7100,116.0000,-1.6100,164.0000,887.2297662,9,7
24597,12,4,1-12-2022-004-07,7,2,1,2,Event Record 2,2,8641,1,2,0.9700,1,9997.0000,-9.6600,134.0000,0.0000,92.0000,887.2297662,9,7
24670,12,5,1-12-2022-005-03,3,1,1,2,Event Record 2,95,12224,1,1,9997.0000,1,9997.0000,-3.0000,300.0000,0.0000,285.0000,344.08721,9,7
24670,12,5,1-12-2022-005-03,3,2,1,3,2nd Prior Event,1,3079,0,97,9997.0000,7,9997.0000,20.4470,114.0000,997.0000,9997.0000,344.08721,9,7
24670,12,5,1-12-2022-005-03,3,2,1,2,1st Prior Event,2,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,2,1,3,2nd Prior Event,1,9930,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,2,1,1,Most Recent Event,95,9930,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,344.08721,9,7
24819,12,9,1-12-2022-009-06,6,1,1,1,Event Record 1,1,11114,0,1,9997.0000,1,9997.0000,-9.6600,106.0000,3.2200,70.0000,398.6507722,9,7
24501,13,2,1-13-2022-002-02,2,1,1,1,Most Recent Event,1,4074,0,1,9995.0000,1,9997.0000,-19.0000,112.0000,14.0000,108.0000,29.66145152,7,7
24584,13,5,1-13-2022-005-05,5,1,1,1,Event Record 1,1,13603,0,1,9997.0000,1,9997.0000,-37.0300,200.0000,-9.6600,154.0000,127.1869728,7,7
24584,13,5,1-13-2022-005-05,5,2,1,1,Event Record 1,1,13419,0,1,9997.0000,1,9997.0000,-24.1500,158.0000,11.2700,176.0000,127.1869728,7,7
24584,13,5,1-13-2022-005-05,5,2,1,2,Event Record 2,2,13419,1,2,0.2700,1,9997.0000,6.4400,118.0000,-12.8800,186.0000,127.1869728,7,7
24588,14,3,1-14-2022-003-03,3,1,1,1,Event Record 1,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1056.638073,8,7
24588,14,3,1-14-2022-003-03,3,2,1,1,Most Recent Event - Deployment,1,1799,0,1,9995.0000,1,9997.0000,-12.0000,128.0000,14.0000,128.0000,1056.638073,8,7
24798,14,9,1-14-2022-009-03,3,1,1,1,Record 1,1,3124,0,1,9997.0000,1,9997.0000,-25.7600,294.0000,-3.2200,202.0000,599.0342847,8,7
24798,14,9,1-14-2022-009-03,3,1,1,2,Record 2,2,3124,0,2,0.1100,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,599.0342847,8,7
24798,14,9,1-14-2022-009-03,3,1,1,3,Record 3,95,3124,1,3,0.4800,1,9997.0000,-3.2200,132.0000,16.1000,222.0000,599.0342847,8,7
24841,14,10,1-14-2022-010-03,3,1,1,3,Record 3,97,3499,0,1,0.0000,1,300.0000,-1.0000,300.0000,0.0000,0.0000,599.0342847,8,7
24841,14,10,1-14-2022-010-03,3,1,1,4,Record 4,97,1466,0,1,0.0000,1,300.0000,1.0000,300.0000,2.0000,300.0000,599.0342847,8,7
24841,14,10,1-14-2022-010-03,3,1,1,1,"Record 1, Most Recent",1,5054,0,1,0.0000,1,300.0000,-14.0000,295.0000,-7.0000,90.0000,599.0342847,8,7
25664,18,31,1-18-2022-031-03,3,2,1,2,Event 2,2,10216,1,2,0.3000,1,112.5000,2.0000,30.0000,11.0000,112.5000,183.8194729,6,7
25664,18,31,1-18-2022-031-03,3,2,1,1,Event 1,1,10216,0,1,0.0000,1,120.0000,-51.0000,120.0000,11.0000,85.0000,183.8194729,6,7
24666,73,5,1-73-2022-005-06,6,2,1,3,2nd Prior Event,1,10409,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,111.9691317,3,7
24666,73,5,1-73-2022-005-06,6,2,1,1,Most Recent Event,95,10409,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,111.9691317,3,7
24535,30,2,1-30-2022-002-06,6,1,1,1,Event Record 1,1,11699,0,1,0.0000,1,9997.0000,-25.0000,300.0000,0.0000,297.5000,2080.241438,10,7
24535,30,2,1-30-2022-002-06,6,1,1,2,Event Record 2,95,11699,1,2,0.8000,1,9997.0000,-18.0000,300.0000,-2.0000,157.5000,2080.241438,10,7
24795,28,6,1-28-2022-006-04,4,1,1,3,Event Record 3,6,3262,0,3,1.7900,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,72.37384081,3,7
24795,28,6,1-28-2022-006-04,4,1,1,1,Event Record 1,5,3262,0,1,9997.0000,1,9997.0000,-28.9800,248.0000,-4.8300,90.0000,72.37384081,3,7
24727,28,5,1-28-2022-005-09,9,1,1,1,0_event,1,30258,0,97,9997.0000,1,90.0000,25.6473,90.0000,997.0000,90.0000,341.196241,3,7
24651,28,4,1-28-2022-004-07,7,2,1,2,Second Record,97,10495,0,2,0.0000,1,9997.0000,1.8100,29.0000,997.0000,9997.0000,131.0935584,3,7
24650,28,3,1-28-2022-003-06,6,1,1,1,Event Record 1,97,1937,0,1,9997.0000,1,9997.0000,-11.2700,282.0000,-6.4400,276.0000,40.33582204,3,7
26749,73,71,1-73-2022-071-08,8,1,1,1,Most Recent Frontal/Rear Event,2,999997,0,97,9997.0000,1,9997.0000,-10.5000,9997.0000,997.0000,9997.0000,172.2285657,3,7
26749,73,71,1-73-2022-071-08,8,1,1,2,1st Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,-3.0000,9997.0000,997.0000,9997.0000,172.2285657,3,7
26749,73,71,1-73-2022-071-08,8,1,1,4,Side Crash,2,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,172.2285657,3,7
26749,73,71,1-73-2022-071-08,8,1,1,5,Rollover,95,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,172.2285657,3,7
26630,73,67,1-73-2022-067-05,5,1,1,2,Event Record 2,95,11008,0,2,0.4500,1,9997.0000,-16.1000,214.0000,-3.2200,166.0000,23.59090556,3,7
26288,73,54,1-73-2022-054-03,3,1,1,1,First Record,1,20344,0,1,9997.0000,1,9997.0000,-7.8700,137.0000,9.5500,118.0000,65.63558934,3,7
26288,73,54,1-73-2022-054-03,3,2,1,1,Event Record 1,1,3198,0,1,9997.0000,1,9997.0000,-9.0000,300.0000,-4.0000,95.0000,65.63558934,3,7
27830,22,36,1-22-2022-036-03,3,1,1,1,Event 1,1,6737,0,1,0.0000,1,300.0000,-16.0000,300.0000,23.0000,237.5000,86.93541395,12,7
27830,22,36,1-22-2022-036-03,3,2,1,1,Event 1,1,6635,0,0,1.0000,1,135.0000,-22.0000,230.0000,-16.0000,110.0000,86.93541395,12,7
28187,20,226,1-20-2022-226-04,4,1,1,1,Event 1,1,7906,0,1,0.0000,1,185.0000,-28.0000,185.0000,3.0000,72.5000,2817.922177,11,7
26225,73,52,1-73-2022-052-03,3,1,1,1,First Record,1,2614,0,1,0.0000,1,9997.0000,-13.8800,300.0000,997.0000,9997.0000,54.77769328,3,7
26878,66,69,1-66-2022-069-09,9,1,1,1,Deployment,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,135.4934933,6,7
26812,66,68,1-66-2022-068-10,10,1,1,1,Non-Deployment,1,17755,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,626.8137462,6,7
26642,66,61,1-66-2022-061-08,8,2,1,1,Non-Deployment,1,35268,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,233.4200196,6,7
26591,66,59,1-66-2022-059-04,4,1,1,1,Event Record 1,99,8991,0,1,9997.0000,1,9997.0000,-11.2700,146.0000,-3.2200,138.0000,166.1918205,6,7
26501,66,58,1-66-2022-058-07,7,1,1,1,Most Recent Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,-19.5000,9997.0000,997.0000,9997.0000,322.255498,6,7
26501,66,58,1-66-2022-058-07,7,1,1,3,Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,-2.0000,9997.0000,997.0000,9997.0000,322.255498,6,7
26501,66,58,1-66-2022-058-07,7,2,1,1,First Record,1,8848,0,1,9997.0000,1,9997.0000,-15.0000,150.0000,997.0000,9997.0000,322.255498,6,7
26426,66,55,1-66-2022-055-07,7,2,1,1,Event Record 1,1,13317,0,1,9997.0000,1,9997.0000,-19.3200,170.0000,0.0000,124.0000,138.884824,6,7
24650,28,3,1-28-2022-003-06,6,1,1,3,Event Record 3,2,2680,0,3,3.7100,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,40.33582204,3,7
24570,28,2,1-28-2022-002-06,6,2,1,1,Frontal / Rear Crash (Record 1),1,15127,0,97,9997.0000,1,9997.0000,-81.0000,185.0000,-11.0000,87.5000,160.2372844,3,7
24570,28,2,1-28-2022-002-06,6,2,1,2,Side Crash (Record 1),95,15127,0,97,9997.0000,1,9997.0000,-78.0000,175.0000,-10.0000,77.5000,160.2372844,3,7
24913,27,11,1-27-2022-011-10,10,1,1,6,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,930.5523412,3,7
24913,27,11,1-27-2022-011-10,10,1,1,2,5th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,0.4000,9997.0000,997.0000,9997.0000,930.5523412,3,7
24913,27,11,1-27-2022-011-10,10,1,1,1,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,930.5523412,3,7
24913,27,11,1-27-2022-011-10,10,1,1,3,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,-30.8000,9997.0000,997.0000,9997.0000,930.5523412,3,7
24913,27,11,1-27-2022-011-10,10,1,1,5,2nd Prior Event,95,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,930.5523412,3,7
24662,27,3,1-27-2022-003-04,4,1,1,1,Most Recent Event - Deployment,1,2963,0,1,9997.0000,1,9997.0000,-35.0000,140.0000,5.0000,74.0000,204.4118436,3,7
24594,27,2,1-27-2022-002-02,2,1,1,9,4th Prior Event,3,5280,1,97,9997.0000,7,9997.0000,-40.5720,298.5000,997.0000,9997.0000,30.8268279,3,7
24594,27,2,1-27-2022-002-02,2,1,1,1,6th Prior Event,95,5280,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,30.8268279,3,7
24594,27,2,1-27-2022-002-02,2,1,1,2,7th Prior Event,95,5280,0,97,9997.0000,7,9997.0000,-1.9320,98.0000,997.0000,9997.0000,30.8268279,3,7
24594,27,2,1-27-2022-002-02,2,1,1,3,8th Prior Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,30.8268279,3,7
24594,27,2,1-27-2022-002-02,2,1,1,5,Most Recent Event,95,5280,1,97,9997.0000,7,9997.0000,-9.3380,172.5000,997.0000,9997.0000,30.8268279,3,7
24594,27,2,1-27-2022-002-02,2,1,1,6,1st Prior Event,95,5280,1,97,9997.0000,7,9997.0000,-27.3700,297.0000,997.0000,9997.0000,30.8268279,3,7
25415,16,24,1-16-2022-024-04,4,1,1,1,Event 1,1,5026,0,1,0.0000,1,270.0000,-1.0000,222.5000,-1.0000,2.5000,641.2588765,5,7
24599,26,3,1-26-2022-003-06,6,2,1,1,Record 1,1,8985,0,97,9997.0000,1,9997.0000,1.0000,122.5000,-34.0000,95.0000,395.26113,10,7
24868,25,9,1-25-2022-009-07,7,1,1,1,"Record 1, Most Recent",1,8226,0,1,0.0000,1,9997.0000,16.0000,170.0000,2.0000,92.5000,3854.567772,2,7
24868,25,9,1-25-2022-009-07,7,2,1,1,Event Record 1,1,8480,0,1,9997.0000,1,162.5000,-19.0000,165.0000,-4.0000,112.5000,3854.567772,2,7
25102,10,31,1-10-2022-031-08,8,2,1,1,Event Record 1,1,33101,1,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,189.9043875,4,7
25103,28,16,1-28-2022-016-03,3,2,1,1,"Record 1, Most Recent",3,7768,1,1,9997.0000,1,217.5000,-12.0000,137.5000,-2.0000,172.5000,46.97629395,3,7
25106,32,23,1-32-2022-023-04,4,2,1,1,Record 1,2,4113,0,1,9997.0000,1,9997.0000,-14.4900,148.0000,37.0300,104.0000,4206.929042,7,7
25108,13,32,1-13-2022-032-06,6,2,1,2,Event Record 2,1,17478,0,1,9997.0000,1,9997.0000,-18.0000,162.5000,2.0000,300.0000,1636.773314,7,7
25134,20,33,1-20-2022-033-02,2,1,1,1,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,31.9626892,11,7
25152,26,28,1-26-2022-028-06,6,2,1,1,Most Recent Event,95,10361,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,679.5118855,10,7
25152,26,28,1-26-2022-028-06,6,2,1,4,3rd Prior Event,1,10361,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,679.5118855,10,7
25158,54,21,1-54-2022-021-08,8,1,1,1,Deployment,95,52477,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,260.813756,9,7
25165,19,35,1-19-2022-035-03,3,1,1,1,2nd Prior Event,1,6023,0,97,9997.0000,7,9997.0000,-2.2540,26.0000,997.0000,9997.0000,87.18334211,9,7
25165,19,35,1-19-2022-035-03,3,1,1,4,5th Prior Event,97,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.18334211,9,7
25165,19,35,1-19-2022-035-03,3,1,1,7,1st Prior Event,1,6023,0,97,9997.0000,7,9997.0000,-4.9910,88.0000,997.0000,9997.0000,87.18334211,9,7
25171,24,33,1-24-2022-033-06,6,2,1,1,First Record,1,9039,0,1,9997.0000,1,9997.0000,-34.0000,280.0000,997.0000,9997.0000,173.4254418,1,7
25175,23,21,1-23-2022-021-06,6,2,1,2,Second Record,2,9733,0,2,0.7490,1,9997.0000,-14.0000,240.0000,997.0000,9997.0000,1522.576506,5,7
25177,52,30,1-52-2022-030-04,4,1,1,1,First Record,1,4321,0,1,9997.0000,1,9997.0000,-14.0000,190.0000,997.0000,9997.0000,122.087087,12,7
25189,13,35,1-13-2022-035-06,6,2,1,2,Second Record,97,10883,0,2,9997.0000,1,9997.0000,-2.5800,137.0000,-7.2100,48.0000,1574.138071,7,7
25194,66,16,1-66-2022-016-03,3,2,1,1,Event Record 1,1,2892,0,1,9997.0000,1,9997.0000,19.3200,160.0000,0.0000,160.0000,127.8599504,6,7
25197,32,25,1-32-2022-025-02,2,2,1,2,Event Record 2,1,2578,0,1,9997.0000,1,240.0000,-6.0000,122.5000,29.0000,300.0000,63.46470378,7,7
25201,27,19,1-27-2022-019-03,3,1,1,1,Event Record 1,95,7480,0,1,9997.0000,1,5.0000,-1.0000,5.0000,0.0000,7.5000,77.30707448,3,7
24802,25,7,1-25-2022-007-04,4,1,1,1,Event Record 1,1,1120,0,1,9997.0000,1,9997.0000,1.0000,92.5000,-15.0000,300.0000,996.469779,2,7
24801,25,6,1-25-2022-006-09,9,1,1,1,Event 1,1,12378,0,1,9997.0000,1,9997.0000,-17.7100,9997.0000,-30.5900,9997.0000,1577.642779,2,7
24801,25,6,1-25-2022-006-09,9,1,1,2,Event 2,2,12378,0,2,0.7700,1,9997.0000,0.0000,9997.0000,9.6600,9997.0000,1577.642779,2,7
24566,25,3,1-25-2022-003-07,7,1,1,2,Event Record 2,95,4727,0,2,0.8000,1,125.0000,0.0000,0.0000,4.0000,282.5000,3833.776626,2,7
24866,24,15,1-24-2022-015-03,3,2,1,2,Event Record 2,1,2535,0,1,9997.0000,1,67.5000,-12.0000,187.5000,1.0000,297.5000,79.74973948,1,7
24866,24,15,1-24-2022-015-03,3,2,1,1,Event Record 1,97,2463,0,1,9997.0000,1,0.0000,0.0000,0.0000,0.0000,0.0000,79.74973948,1,7
24863,24,12,1-24-2022-012-06,6,1,1,1,First Record,1,14600,0,1,9997.0000,1,9997.0000,-28.2500,300.0000,-9.1200,108.0000,198.8573475,1,7
24791,24,9,1-24-2022-009-07,7,2,1,4,3rd Prior Event,97,8391,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1511.433638,1,7
24791,24,9,1-24-2022-009-07,7,2,1,6,5th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1511.433638,1,7
24791,24,9,1-24-2022-009-07,7,2,1,3,2nd Prior Event,1,9073,0,97,9997.0000,1,9997.0000,-25.1000,187.5000,997.0000,9997.0000,1511.433638,1,7
24791,24,9,1-24-2022-009-07,7,2,1,1,Most Recent Event,95,9073,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1511.433638,1,7
24562,24,3,1-24-2022-003-03,3,1,1,3,Event Record 3,2,6461,1,3,9997.0000,1,9997.0000,-16.1000,120.0000,3.2200,54.0000,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,1,1,1,Event Record 1,97,320,0,1,9997.0000,1,9997.0000,-20.9300,180.0000,-3.2200,18.0000,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,2,1,1,Record 1,2,1164,0,1,0.0000,1,182.5000,-15.0000,182.5000,15.0000,175.0000,245.7609152,1,7
24562,24,3,1-24-2022-003-03,3,2,1,2,Record 2,3,1164,0,2,0.0000,1,40.0000,5.0000,35.0000,-6.0000,80.0000,245.7609152,1,7
24561,24,2,1-24-2022-002-03,3,1,1,1,Event Record 1,1,2505,0,1,9997.0000,1,82.5000,-9.0000,300.0000,30.0000,82.5000,245.7609152,1,7
24561,24,2,1-24-2022-002-03,3,2,1,1,Event Record 1,1,13397,0,1,9997.0000,1,297.5000,-28.0000,297.5000,-21.0000,95.0000,245.7609152,1,7
24560,24,1,1-24-2022-001-04,4,1,1,1,First Record,1,2581,0,1,9997.0000,1,9997.0000,-33.0000,90.0000,997.0000,9997.0000,1037.474845,1,7
24793,23,10,1-23-2022-010-09,9,2,1,1,Event 1,2,444,0,97,0.8000,1,9997.0000,3.2200,9997.0000,-17.7100,9997.0000,1012.165744,5,7
24742,23,8,1-23-2022-008-06,6,1,1,1,Event Record 1,1,8674,0,1,9997.0000,1,9997.0000,-44.0000,112.5000,11.0000,67.5000,567.1339113,5,7
26325,66,52,1-66-2022-052-07,7,1,1,1,Event Record 1,1,7090,0,1,9997.0000,1,112.5000,-7.0000,127.5000,3.0000,50.0000,138.884824,6,7
26325,66,52,1-66-2022-052-07,7,1,1,2,Event Record 2,2,7090,1,2,1.6000,1,300.0000,4.0000,150.0000,-22.0000,297.5000,138.884824,6,7
26213,66,48,1-66-2022-048-10,10,1,1,1,Deployment,95,17023,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,208.9379154,6,7
26154,66,46,1-66-2022-046-08,8,1,1,1,Deployment,4,27654,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,155.2898132,6,7
25652,66,33,1-66-2022-033-08,8,1,1,2,Non-Deployment,2,26906,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,167.211705,6,7
25249,66,20,1-66-2022-020-10,10,1,1,1,Frontal Deployment,99,1197,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,417.8758308,6,7
28093,26,109,1-26-2022-109-03,3,1,1,1,Most Recent Event,1,4668,0,1,9995.0000,1,9997.0000,-58.0000,188.0000,-3.0000,68.0000,525.6516558,10,7
27963,16,108,1-16-2022-108-03,3,2,1,1,First Record,1,1844,0,1,9997.0000,1,9997.0000,-9.8500,126.0000,-24.5000,114.0000,1038.398645,5,7
27963,16,108,1-16-2022-108-03,3,2,1,2,Second Record,2,1844,1,2,0.2000,1,9997.0000,-1.3500,300.0000,3.5900,154.0000,1038.398645,5,7
27761,18,95,1-18-2022-095-03,3,2,1,1,Most Recent Event,1,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,367.2759881,6,7
27761,18,95,1-18-2022-095-03,3,2,1,3,2nd Prior Event,97,3237,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,367.2759881,6,7
28119,52,169,1-52-2022-169-05,5,1,1,1,Most Recent Event,2,18560,1,1,0.0000,1,9997.0000,1.0000,222.0000,10.0000,260.0000,14.47240725,12,7
28119,52,169,1-52-2022-169-05,5,1,1,2,1st Prior Event,1,18560,0,1,0.0000,1,9997.0000,-20.0000,284.0000,6.0000,32.0000,14.47240725,12,7
25330,10,42,1-10-2022-042-01,1,1,1,2,Record 2,2,1654,0,2,5.3700,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,42.36120273,4,7
25330,10,42,1-10-2022-042-01,1,1,1,3,Record 3,2,1654,1,7,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,42.36120273,4,7
26921,10,131,1-10-2022-131-03,3,2,1,1,"Record 1, Most Recent",1,3378,0,1,9997.0000,1,350.0000,-14.0000,280.0000,-5.0000,140.0000,136.4246432,4,7
26921,10,131,1-10-2022-131-03,3,2,1,2,Record 2,97,2106,0,97,9997.0000,1,135.0000,1.0000,107.5000,0.0000,0.0000,136.4246432,4,7
26921,10,131,1-10-2022-131-03,3,2,1,3,Record 3,97,302,0,97,9997.0000,1,317.5000,2.0000,252.5000,0.0000,0.0000,136.4246432,4,7
