CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
27821,11,83,1-11-2022-083-03,3,1,6,478.8638404,8,7
27824,73,113,1-73-2022-113-03,3,1,9,44.57251663,3,7
27844,20,214,1-20-2022-214-03,3,1,99,172.5033861,11,7
27867,59,90,1-59-2022-090-08,8,2,3,207.5969719,6,7
27875,17,120,1-17-2022-120-04,4,1,1,225.3760501,4,7
27888,14,90,1-14-2022-090-10,10,1,1,19684.67158,8,7
27897,18,99,1-18-2022-099-07,7,2,7,903.3132865,6,7
27914,20,215,1-20-2022-215-03,3,1,7,93.16540603,11,7
27916,20,217,1-20-2022-217-02,2,1,7,31.9626892,11,7
27944,19,160,1-19-2022-160-03,3,1,1,136.0899038,9,7
27953,59,94,1-59-2022-094-02,2,1,99,55.91716894,6,7
27959,31,88,1-31-2022-088-01,1,1,99,396.8395336,6,7
27960,10,174,1-10-2022-174-01,1,1,9,98.83838162,4,7
27973,33,38,1-33-2022-038-07,7,1,10,1480.163132,12,7
27985,19,163,1-19-2022-163-04,4,1,3,534.3437054,9,7
28014,76,95,1-76-2022-095-06,6,1,1,45.45292969,3,7
28016,19,165,1-19-2022-165-08,8,1,7,381.2123044,9,7
28019,27,89,1-27-2022-089-03,3,1,9,32.64257244,3,7
28021,59,96,1-59-2022-096-06,6,1,3,220.7343516,6,7
28021,59,96,1-59-2022-096-06,6,1,8,220.7343516,6,7
28025,33,39,1-33-2022-039-02,2,1,1,52.55024322,12,7
28028,52,165,1-52-2022-165-09,9,1,1,130.3297247,12,7
28031,22,39,1-22-2022-039-06,6,1,3,209.3075146,12,7
28035,29,43,1-29-2022-043-03,3,2,3,1663.36999,2,7
28064,25,118,1-25-2022-118-03,3,2,2,354.7308312,2,7
28067,24,127,1-24-2022-127-03,3,1,9,344.1707686,1,7
28069,18,103,1-18-2022-103-04,4,1,8,2092.256111,6,7
28080,33,40,1-33-2022-040-02,2,1,9,51.58202578,12,7
28090,12,71,1-12-2022-071-08,8,1,9,832.1202725,9,7
28096,15,80,1-15-2022-080-03,3,1,3,51.90813369,1,7
28109,30,108,1-30-2022-108-07,7,1,10,3455.639737,10,7
28112,19,166,1-19-2022-166-04,4,1,3,457.2167575,9,7
28120,11,92,1-11-2022-092-10,10,1,2,13563.46467,8,7
28122,10,182,1-10-2022-182-06,6,1,99,974.5252282,4,7
