CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
25910,25,33,1-25-2022-033-03,3,1,1,1,1,1,3,65.35802692,2,7
25915,77,42,1-77-2022-042-05,5,1,1,1,1,2,3,254.7251933,9,7
25922,19,74,1-19-2022-074-05,5,1,1,1,1,1,3,38.91602835,9,7
25946,66,39,1-66-2022-039-01,1,1,1,1,1,2,3,149.6238334,6,7
25946,66,39,1-66-2022-039-01,1,1,2,2,9,9,1,149.6238334,6,7
25946,66,39,1-66-2022-039-01,1,1,3,2,2,6,1,149.6238334,6,7
25946,66,39,1-66-2022-039-01,1,1,4,2,2,6,1,149.6238334,6,7
25979,76,44,1-76-2022-044-10,10,1,1,1,1,1,2,21.48795207,3,7
25981,16,42,1-16-2022-042-06,6,1,1,1,1,2,3,623.3578383,5,7
25982,16,43,1-16-2022-043-06,6,2,1,1,1,1,3,623.3578384,5,7
25983,33,7,1-33-2022-007-05,5,1,3,99,2,1,2,19.32573832,12,7
25985,26,65,1-26-2022-065-02,2,1,1,1,1,1,3,68.47263071,10,7
25997,66,41,1-66-2022-041-03,3,1,2,1,2,1,3,130.7651981,6,7
26002,13,76,1-13-2022-076-02,2,1,1,1,1,2,3,60.02228064,7,7
26017,16,44,1-16-2022-044-01,1,1,13,2,3,1,1,76.030853,5,7
26026,26,66,1-26-2022-066-09,9,1,1,1,1,1,3,5417.704177,10,7
26039,25,40,1-25-2022-040-03,3,1,2,2,2,1,2,128.6189232,2,7
26065,19,81,1-19-2022-081-01,1,1,1,1,1,2,3,60.62443222,9,7
26071,11,34,1-11-2022-034-02,2,1,1,1,1,1,3,68.95695677,8,7
26090,16,47,1-16-2022-047-06,6,1,1,1,1,1,3,986.4124673,5,7
26095,27,44,1-27-2022-044-09,9,1,1,1,1,2,3,506.972364,3,7
26128,48,12,1-48-2022-012-01,1,1,1,1,1,3,9,142.8302076,12,7
26128,48,12,1-48-2022-012-01,1,1,2,2,2,6,1,142.8302076,12,7
26128,48,12,1-48-2022-012-01,1,1,3,2,9,6,1,142.8302076,12,7
26128,48,12,1-48-2022-012-01,1,1,7,2,1,6,1,142.8302076,12,7
26128,48,12,1-48-2022-012-01,1,1,8,2,1,6,1,142.8302076,12,7
26128,48,12,1-48-2022-012-01,1,1,9,2,1,6,1,142.8302076,12,7
26128,48,12,1-48-2022-012-01,1,1,10,2,1,6,1,142.8302076,12,7
26140,13,77,1-13-2022-077-02,2,1,1,1,1,2,3,46.729581,7,7
26140,13,77,1-13-2022-077-02,2,1,2,3,2,2,3,46.729581,7,7
26151,25,46,1-25-2022-046-05,5,1,2,3,2,2,2,40.69477768,2,7
26154,66,46,1-66-2022-046-08,8,1,1,1,1,1,3,155.2898132,6,7
26159,28,47,1-28-2022-047-09,9,1,2,99,4,9,1,350.7103977,3,7
26165,31,41,1-31-2022-041-08,8,1,1,1,1,2,9,266.8338251,6,7
26165,31,41,1-31-2022-041-08,8,1,2,99,4,1,1,266.8338251,6,7
26165,31,41,1-31-2022-041-08,8,1,3,99,2,6,9,266.8338251,6,7
26165,31,41,1-31-2022-041-08,8,1,7,99,1,6,9,266.8338251,6,7
26165,31,41,1-31-2022-041-08,8,1,8,99,1,6,9,266.8338251,6,7
26165,31,41,1-31-2022-041-08,8,1,11,99,1,6,9,266.8338251,6,7
26165,31,41,1-31-2022-041-08,8,1,12,99,1,6,9,266.8338251,6,7
25025,52,21,1-52-2022-021-09,9,1,1,1,1,1,3,233.7218982,12,7
25039,25,12,1-25-2022-012-03,3,1,1,1,1,1,3,327.0199099,2,7
25049,66,14,1-66-2022-014-08,8,1,2,5,2,1,3,220.0117066,6,7
25056,27,14,1-27-2022-014-03,3,1,1,1,1,2,3,53.03828256,3,7
25069,18,16,1-18-2022-016-08,8,1,1,1,1,1,3,149.6102825,6,7
25077,59,11,1-59-2022-011-08,8,1,1,1,1,3,4,274.1920592,6,7
25091,52,25,1-52-2022-025-04,4,2,1,1,1,1,3,121.4453977,12,7
25103,28,16,1-28-2022-016-03,3,2,1,1,1,2,3,46.97629395,3,7
25117,27,16,1-27-2022-016-04,4,1,1,1,1,1,3,157.0579454,3,7
25127,21,13,1-21-2022-013-01,1,1,1,1,1,2,1,75.15647403,11,7
25134,20,33,1-20-2022-033-02,2,1,1,1,1,1,3,31.9626892,11,7
25140,12,16,1-12-2022-016-05,5,1,1,1,1,2,3,192.24745,9,7
25146,10,32,1-10-2022-032-01,1,1,1,1,1,9,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,2,2,2,1,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,3,2,2,2,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,4,4,3,2,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,7,2,9,6,1,21.44417038,4,7
25146,10,32,1-10-2022-032-01,1,1,10,2,1,6,1,21.44417038,4,7
25158,54,21,1-54-2022-021-08,8,1,10,2,1,6,1,260.813756,9,7
25159,54,22,1-54-2022-022-08,8,1,1,1,1,2,3,260.813756,9,7
25161,59,14,1-59-2022-014-04,4,1,1,1,1,2,3,480.5122626,6,7
25168,24,30,1-24-2022-030-06,6,1,2,2,3,1,2,173.4254418,1,7
25171,24,33,1-24-2022-033-06,6,1,1,1,1,2,3,173.4254418,1,7
25174,23,20,1-23-2022-020-01,1,1,2,6,9,9,9,87.44538208,5,7
25187,28,18,1-28-2022-018-06,6,2,1,1,1,1,3,73.73842908,3,7
25201,27,19,1-27-2022-019-03,3,1,1,1,1,2,9,77.30707448,3,7
25201,27,19,1-27-2022-019-03,3,1,2,3,2,6,1,77.30707448,3,7
26180,24,78,1-24-2022-078-03,3,2,1,1,1,2,3,105.3007053,1,7
26182,30,52,1-30-2022-052-03,3,1,1,1,1,2,3,320.5141255,10,7
26189,11,38,1-11-2022-038-05,5,1,1,1,1,1,3,263.4272926,8,7
26191,14,47,1-14-2022-047-04,4,1,1,1,1,2,3,13986.22441,8,7
26196,16,50,1-16-2022-050-01,1,1,1,1,1,2,3,51.61237491,5,7
26217,59,35,1-59-2022-035-05,5,1,3,2,2,1,8,62.23050513,6,7
26226,27,46,1-27-2022-046-06,6,1,1,1,1,1,3,108.5700239,3,7
26252,54,54,1-54-2022-054-01,1,1,1,1,1,2,1,179.7587124,9,7
26252,54,54,1-54-2022-054-01,1,1,2,2,2,6,1,179.7587124,9,7
26252,54,54,1-54-2022-054-01,1,1,6,2,1,6,1,179.7587124,9,7
26252,54,54,1-54-2022-054-01,1,1,10,2,1,6,1,179.7587124,9,7
26272,10,92,1-10-2022-092-06,6,1,1,1,1,1,3,335.6658121,4,7
26273,52,83,1-52-2022-083-08,8,2,1,1,1,1,3,30.32984103,12,7
26278,66,50,1-66-2022-050-08,8,1,2,2,2,9,8,149.5089471,6,7
26279,16,51,1-16-2022-051-08,8,2,2,99,9,9,1,259.9409329,5,7
26279,16,51,1-16-2022-051-08,8,2,10,99,1,6,1,259.9409329,5,7
26296,26,75,1-26-2022-075-09,9,1,1,1,1,1,3,5633.075106,10,7
26304,22,13,1-22-2022-013-01,1,1,1,1,1,2,3,43.81514658,12,7
26304,22,13,1-22-2022-013-01,1,1,3,2,2,6,1,43.81514658,12,7
26304,22,13,1-22-2022-013-01,1,1,4,2,2,6,1,43.81514658,12,7
26304,22,13,1-22-2022-013-01,1,1,7,2,2,6,1,43.81514658,12,7
26304,22,13,1-22-2022-013-01,1,1,8,2,1,6,1,43.81514658,12,7
26304,22,13,1-22-2022-013-01,1,1,12,2,1,6,1,43.81514658,12,7
26308,10,93,1-10-2022-093-03,3,1,1,1,1,1,3,145.3444053,4,7
26328,77,51,1-77-2022-051-08,8,1,1,1,1,3,3,388.7784326,9,7
26337,59,38,1-59-2022-038-08,8,1,1,1,1,1,3,134.3686653,6,7
26345,25,53,1-25-2022-053-03,3,1,1,1,1,1,3,229.7088054,2,7
27478,20,192,1-20-2022-192-01,1,1,1,1,1,2,6,36.98580048,11,7
27478,20,192,1-20-2022-192-01,1,1,9,6,1,6,1,36.98580048,11,7
27478,20,192,1-20-2022-192-01,1,1,10,6,1,6,1,36.98580048,11,7
27478,20,192,1-20-2022-192-01,1,1,13,6,3,6,9,36.98580048,11,7
27520,14,81,1-14-2022-081-02,2,3,1,1,1,2,3,154.7892079,8,7
27587,17,107,1-17-2022-107-06,6,1,1,1,1,1,3,125.4715788,4,7
27590,11,71,1-11-2022-071-06,6,1,1,1,1,1,3,1470.364424,8,7
27601,25,98,1-25-2022-098-03,3,1,1,1,1,1,3,183.8256214,2,7
27623,73,103,1-73-2022-103-06,6,1,1,1,1,2,3,89.70308904,3,7
27629,27,79,1-27-2022-079-08,8,1,1,1,1,2,3,29.4245023,3,7
26345,25,53,1-25-2022-053-03,3,1,2,2,2,1,2,229.7088054,2,7
26354,19,91,1-19-2022-091-08,8,1,1,1,1,2,3,75.29228732,9,7
26356,19,93,1-19-2022-093-08,8,1,1,1,1,2,3,75.29228732,9,7
26364,26,78,1-26-2022-078-03,3,1,1,1,1,2,3,555.217593,10,7
26370,15,16,1-15-2022-016-01,1,1,1,1,1,2,3,152.2944139,1,7
26391,77,52,1-77-2022-052-06,6,1,1,1,1,1,3,659.9741255,9,7
26432,25,56,1-25-2022-056-06,6,1,2,2,2,1,8,721.1060153,2,7
26438,18,52,1-18-2022-052-01,1,1,1,1,1,3,2,69.440298,6,7
26454,29,11,1-29-2022-011-06,6,1,1,1,1,2,3,3928.911882,2,7
26493,52,98,1-52-2022-098-03,3,1,1,1,1,1,3,34.29212427,12,7
26509,16,57,1-16-2022-057-03,3,2,1,1,1,1,3,417.8369803,5,7
26541,12,39,1-12-2022-039-06,6,1,1,1,1,1,3,1080.113658,9,7
26544,19,104,1-19-2022-104-02,2,1,1,1,1,1,3,145.9394674,9,7
26547,19,107,1-19-2022-107-09,9,2,1,1,1,1,3,388.6976649,9,7
26557,10,108,1-10-2022-108-01,1,1,13,99,9,9,9,53.6475141,4,7
26559,10,110,1-10-2022-110-02,2,2,1,1,1,1,3,22.29167635,4,7
26564,16,59,1-16-2022-059-02,2,1,3,2,2,1,8,48.61801486,5,7
26564,16,59,1-16-2022-059-02,2,1,10,2,1,2,1,48.61801486,5,7
26565,16,60,1-16-2022-060-01,1,1,1,1,1,1,3,164.7721215,5,7
26578,33,19,1-33-2022-019-05,5,1,1,1,1,9,9,23.30108022,12,7
26578,33,19,1-33-2022-019-05,5,1,2,99,9,9,1,23.30108022,12,7
26578,33,19,1-33-2022-019-05,5,1,3,99,9,6,1,23.30108022,12,7
26578,33,19,1-33-2022-019-05,5,1,7,99,9,9,1,23.30108022,12,7
26583,29,13,1-29-2022-013-03,3,1,1,1,1,2,3,521.7272848,2,7
26586,26,83,1-26-2022-083-05,5,2,1,1,1,1,3,104.7619106,10,7
26592,66,60,1-66-2022-060-09,9,1,1,98,1,3,3,152.5220021,6,7
26599,59,46,1-59-2022-046-03,3,2,1,1,1,1,3,146.5647592,6,7
26602,17,63,1-17-2022-063-06,6,1,1,1,1,1,3,256.5708357,4,7
26605,19,108,1-19-2022-108-01,1,1,1,1,1,2,3,60.62443222,9,7
26615,52,101,1-52-2022-101-08,8,1,1,1,1,3,9,37.66760436,12,7
26615,52,101,1-52-2022-101-08,8,1,2,2,9,6,9,37.66760436,12,7
26615,52,101,1-52-2022-101-08,8,1,10,5,1,6,1,37.66760436,12,7
26621,28,63,1-28-2022-063-02,2,2,2,3,2,2,5,47.47634299,3,7
26622,28,64,1-28-2022-064-09,9,1,1,1,1,5,1,551.0669412,3,7
26622,28,64,1-28-2022-064-09,9,1,2,2,2,6,1,551.0669412,3,7
26622,28,64,1-28-2022-064-09,9,1,3,2,2,6,1,551.0669412,3,7
26622,28,64,1-28-2022-064-09,9,1,10,2,1,4,1,551.0669412,3,7
26633,16,62,1-16-2022-062-05,5,2,1,1,1,2,3,114.0038341,5,7
26635,27,57,1-27-2022-057-06,6,2,1,1,1,2,3,59.48017899,3,7
26662,77,60,1-77-2022-060-04,4,1,1,1,1,2,3,898.2596276,9,7
26665,12,41,1-12-2022-041-08,8,1,1,1,1,5,3,607.5369599,9,7
26669,19,113,1-19-2022-113-01,1,1,2,2,2,6,1,60.62443222,9,7
26669,19,113,1-19-2022-113-01,1,1,10,2,1,6,1,60.62443222,9,7
26681,66,63,1-66-2022-063-09,9,2,1,1,1,2,3,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,1,1,1,3,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,2,2,2,6,9,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,3,2,2,6,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,4,6,2,6,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,5,6,1,1,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,7,6,2,6,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,8,6,1,6,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,10,6,1,6,1,135.4934933,6,7
26682,66,64,1-66-2022-064-09,9,1,13,6,2,6,9,135.4934933,6,7
26727,59,50,1-59-2022-050-01,1,1,1,1,1,2,3,104.1297631,6,7
26727,59,50,1-59-2022-050-01,1,1,2,2,2,6,9,104.1297631,6,7
26729,12,42,1-12-2022-042-01,1,1,1,1,1,2,3,357.3656083,9,7
26738,13,87,1-13-2022-087-06,6,1,1,1,1,1,3,3280.938349,7,7
26754,66,65,1-66-2022-065-01,1,1,1,1,1,5,9,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,2,3,2,2,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,3,3,2,4,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,4,6,2,1,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,5,6,1,1,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,6,6,1,6,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,7,6,2,6,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,8,6,1,6,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,9,6,1,6,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,10,6,1,6,1,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,13,6,2,6,9,149.6238334,6,7
26754,66,65,1-66-2022-065-01,1,1,98,6,2,6,1,149.6238334,6,7
26757,16,66,1-16-2022-066-05,5,1,1,1,1,1,3,115.1249384,5,7
26762,18,63,1-18-2022-063-03,3,2,1,1,1,1,3,363.6864946,6,7
26763,33,22,1-33-2022-022-02,2,2,1,1,1,2,3,44.12281456,12,7
26768,20,142,1-20-2022-142-03,3,1,1,1,1,2,3,173.5368252,11,7
28007,54,93,1-54-2022-093-05,5,1,1,1,1,2,3,110.5370036,9,7
28025,33,39,1-33-2022-039-02,2,1,1,1,1,2,3,52.55024322,12,7
28027,17,126,1-17-2022-126-01,1,2,1,1,1,2,3,71.41900589,4,7
28028,52,165,1-52-2022-165-09,9,1,1,1,1,3,4,130.3297247,12,7
28060,77,100,1-77-2022-100-02,2,1,1,1,1,1,3,90.06596167,9,7
28061,77,101,1-77-2022-101-06,6,2,1,1,1,2,3,3380.364729,9,7
28062,13,125,1-13-2022-125-03,3,1,1,1,1,1,3,2215.42887,7,7
28070,18,104,1-18-2022-104-01,1,1,1,1,1,2,1,74.37129022,6,7
28070,18,104,1-18-2022-104-01,1,1,2,2,2,6,1,74.37129022,6,7
28070,18,104,1-18-2022-104-01,1,1,4,2,2,6,1,74.37129022,6,7
28070,18,104,1-18-2022-104-01,1,1,7,2,2,6,1,74.37129022,6,7
28070,18,104,1-18-2022-104-01,1,1,10,2,1,6,1,74.37129022,6,7
28091,54,94,1-54-2022-094-02,2,2,1,1,1,1,3,170.2959935,9,7
28161,18,105,1-18-2022-105-05,5,2,2,3,2,1,3,92.0061398,6,7
28170,10,184,1-10-2022-184-04,4,3,1,1,1,1,3,37.74778568,4,7
28185,15,87,1-15-2022-087-03,3,1,1,1,1,1,3,115.7757797,1,7
28187,20,226,1-20-2022-226-04,4,1,1,1,1,1,3,2817.922177,11,7
28233,52,175,1-52-2022-175-09,9,2,1,1,1,1,3,41.01527056,12,7
28240,11,95,1-11-2022-095-03,3,1,1,1,1,1,3,343.2454665,8,7
28258,32,72,1-32-2022-072-05,5,1,1,1,1,2,3,112.8163396,7,7
28265,66,101,1-66-2022-101-05,5,1,1,1,1,1,3,119.2819791,6,7
28345,73,125,1-73-2022-125-04,4,1,1,1,1,1,3,43.76343492,3,7
26771,27,61,1-27-2022-061-08,8,2,1,1,1,1,3,28.74385959,3,7
26794,19,118,1-19-2022-118-03,3,2,2,3,2,1,2,51.80616432,9,7
26814,13,90,1-13-2022-090-05,5,1,1,1,1,3,3,226.9396475,7,7
26816,28,67,1-28-2022-067-03,3,1,1,1,1,1,3,66.43416713,3,7
26817,25,73,1-25-2022-073-06,6,1,2,1,2,1,3,877.510201,2,7
26820,73,74,1-73-2022-074-06,6,1,1,1,1,2,3,203.1594107,3,7
26826,27,64,1-27-2022-064-07,7,2,1,1,1,1,3,927.5749027,3,7
26827,15,27,1-15-2022-027-09,9,1,1,1,1,2,3,533.6469376,1,7
26835,30,76,1-30-2022-076-02,2,1,1,1,1,2,3,53.14310501,10,7
26852,12,45,1-12-2022-045-03,3,1,1,1,1,1,3,289.9779368,9,7
26895,54,65,1-54-2022-065-06,6,2,1,1,1,2,3,220.2225885,9,7
26896,30,77,1-30-2022-077-05,5,1,1,1,1,2,3,150.1075325,10,7
26904,16,72,1-16-2022-072-03,3,1,1,1,1,1,3,344.3214817,5,7
26923,77,66,1-77-2022-066-02,2,1,1,1,1,2,3,201.9285612,9,7
26942,10,132,1-10-2022-132-08,8,2,1,1,1,1,3,167.6844702,4,7
26944,22,23,1-22-2022-023-08,8,1,1,1,1,3,1,243.5286561,12,7
26944,22,23,1-22-2022-023-08,8,1,2,2,2,6,1,243.5286561,12,7
26944,22,23,1-22-2022-023-08,8,1,3,2,2,6,1,243.5286561,12,7
26944,22,23,1-22-2022-023-08,8,1,4,2,2,6,1,243.5286561,12,7
26944,22,23,1-22-2022-023-08,8,1,7,2,2,6,1,243.5286561,12,7
26944,22,23,1-22-2022-023-08,8,1,10,2,1,6,1,243.5286561,12,7
26951,17,75,1-17-2022-075-10,10,2,2,3,2,2,3,674.8375401,4,7
26955,26,87,1-26-2022-087-03,3,2,1,1,1,1,3,1568.214956,10,7
26955,26,87,1-26-2022-087-03,3,2,2,2,2,1,8,1568.214956,10,7
26959,20,156,1-20-2022-156-01,1,1,1,1,1,2,3,36.98580048,11,7
26979,54,66,1-54-2022-066-09,9,1,1,1,1,1,3,264.0124115,9,7
26980,54,67,1-54-2022-067-07,7,1,1,1,1,1,3,341.2661498,9,7
26997,25,79,1-25-2022-079-02,2,1,1,1,1,1,3,47.49788126,2,7
27006,16,76,1-16-2022-076-02,2,1,1,1,1,1,3,21.53451831,5,7
