CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,TIREMANUF,TIREMODEL,TIRESIZE,TIRETIN,TIRETREAD,TIRERESTR,TIRESIZETYPE,CASEWGT,PSUSTRAT,VERSION
27694,18,92,1-18-2022-092-04,4,1,RF,76,Kinergy ST,P225/60R17,00TJF2EH15021,4,0,1,1646.387782,6,7
27694,18,92,1-18-2022-092-04,4,2,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,1646.387782,6,7
27694,18,92,1-18-2022-092-04,4,2,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1646.387782,6,7
27694,18,92,1-18-2022-092-04,4,2,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,1646.387782,6,7
27694,18,92,1-18-2022-092-04,4,2,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,1646.387782,6,7
27717,73,108,1-73-2022-108-10,10,1,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,569.0843592,3,7
27717,73,108,1-73-2022-108-10,10,1,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,569.0843592,3,7
27717,73,108,1-73-2022-108-10,10,1,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,569.0843592,3,7
27717,73,108,1-73-2022-108-10,10,1,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,569.0843592,3,7
27903,48,40,1-48-2022-040-07,7,2,LF,70,Assurance,P225/55R17,M643 JA4R0216,3,0,1,763.6043975,12,7
27903,48,40,1-48-2022-040-07,7,2,LR,70,Assurance,P225/55R17,M643 JA4R0216,3,0,1,763.6043975,12,7
27903,48,40,1-48-2022-040-07,7,2,RR,70,Assurance,P225/55R17,M643 JA4R0216,3,0,1,763.6043975,12,7
24516,25,2,1-25-2022-002-10,10,1,LR,209,ATR SPORT,P235/45R17,5KSR WA24,6,0,1,7464.231254,2,7
24516,25,2,1-25-2022-002-10,10,1,RF,998,STRADA II,P235/45R17,TBNA B65C,7,1,1,7464.231254,2,7
24516,25,2,1-25-2022-002-10,10,1,RR,209,ATR SPORT,P235/45R17,5KSR WA243720,5,0,1,7464.231254,2,7
24530,20,1,1-20-2022-001-03,3,1,LF,103,LATITUDE TOUR,P245/60R18,AP4A 00YX3418,5,0,1,117.4294221,11,7
24530,20,1,1-20-2022-001-03,3,1,LR,103,LATITUDE TOUR,P245/60R18,AP4A 00YX3418,5,0,1,117.4294221,11,7
27903,48,40,1-48-2022-040-07,7,2,RF,70,Assurance,P225/55R17,M643 JA4R0216,4,0,1,763.6043975,12,7
27860,13,118,1-13-2022-118-05,5,1,LF,65,Touring,P215/55R16,80DF HT45,4,0,1,86.00234313,7,7
27860,13,118,1-13-2022-118-05,5,1,LR,98,MC-440,P215/55R16,RMB3 FW9 5117,7,0,1,86.00234313,7,7
27860,13,118,1-13-2022-118-05,5,1,RR,65,Touring,P215/55R16,80DF HT45,6,0,1,86.00234313,7,7
27860,13,118,1-13-2022-118-05,5,1,RF,998,Snoways3,P215/55R16,L5UD 2994,3,0,1,86.00234313,7,7
27900,31,86,1-31-2022-086-04,4,1,LF,12,Bravuris,P225/45R17,2660F6HL12222,8,0,1,335.8718946,6,7
27900,31,86,1-31-2022-086-04,4,1,LR,12,Bravuris,P225/45R17,2660F6HL12222,8,0,1,335.8718946,6,7
27900,31,86,1-31-2022-086-04,4,1,RR,12,Bravuris,P225/45R17,2660F6HL12222,8,0,1,335.8718946,6,7
27900,31,86,1-31-2022-086-04,4,1,RF,12,Bravuris,P225/45R17,2660F6HL12222,8,0,1,335.8718946,6,7
27863,77,95,1-77-2022-095-04,4,3,LF,129,SCORPION ZERO ALL SEASON,P275/45R21,1UN8M762L1622,8,0,1,2732.18266,9,7
24530,20,1,1-20-2022-001-03,3,1,RR,103,LATITUDE TOUR,P245/60R18,AP4A 00YX3418,5,0,1,117.4294221,11,7
24530,20,1,1-20-2022-001-03,3,1,RF,103,LATITUDE TOUR,P245/60R18,AP4A 00YX3418,5,0,1,117.4294221,11,7
24539,12,2,1-12-2022-002-10,10,2,LF,13,Long Trail T/A,P235/75R15,APHL L2211917,6,0,1,361.6125935,9,7
24539,12,2,1-12-2022-002-10,10,2,LR,13,Long Trail T/A,P235/75R15,APHL L2211917,6,1,1,361.6125935,9,7
24539,12,2,1-12-2022-002-10,10,2,RR,13,Long Trail T/A,P235/75R15,APHL L2211917,5,1,1,361.6125935,9,7
24539,12,2,1-12-2022-002-10,10,2,RF,13,Long Trail T/A,P235/75R15,APHL L2211917,5,0,1,361.6125935,9,7
24547,54,4,1-54-2022-004-04,4,2,LF,59,Destination LE2,P225/65R17,8X2Y DE8 2419,6,0,1,842.2066353,9,7
24547,54,4,1-54-2022-004-04,4,2,RF,59,Destination LE2,P225/65R17,8X2Y DE8 2719,6,0,1,842.2066353,9,7
24547,54,4,1-54-2022-004-04,4,2,RR,59,Destination LE2,P225/65R17,8X2Y DE8 2719,7,0,1,842.2066353,9,7
24547,54,4,1-54-2022-004-04,4,2,LR,59,Destination LE2,P225/65R17,8X2Y DE8 2719,7,0,1,842.2066353,9,7
24550,17,2,1-17-2022-002-05,5,1,LF,30,cs5 ultra,P225/65R17,U92Y 1CR 1121,7,1,1,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,1,RF,30,cs5 ultra,P225/65R17,U92Y 1CR 1121,7,0,1,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,1,RR,30,cs5 ultra,P225/65R17,U92Y 1CR 1121,7,0,1,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,1,LR,30,cs5 ultra,P225/65R17,U92Y 1CR 1121,7,0,1,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,2,LF,103,energy saver,P225/50R17,B90A 00NX,4,0,1,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,2,RF,103,energy saver,P225/50R17,B90A 00NX,4,0,1,74.63199473,4,7
25252,10,39,1-10-2022-039-06,6,2,LF,30,EVOLUTION TOUR,P215/55R17,U93R 1L1 4219,5,0,1,317.2370228,4,7
25252,10,39,1-10-2022-039-06,6,2,LR,30,EVOLUTION TOUR,P215/55R17,U93R 1L1 1019,5,0,1,317.2370228,4,7
25252,10,39,1-10-2022-039-06,6,2,RR,30,EVOLUTION TOUR,P215/55R17,U93R 1L1 1019,5,0,1,317.2370228,4,7
25252,10,39,1-10-2022-039-06,6,2,RF,30,EVOLUTION TOUR,P215/55R17,U93R 1L1,7,0,1,317.2370228,4,7
25364,20,47,1-20-2022-047-09,9,1,LF,45,SDL-SPORT,P185/60R15,9999999999999,4,1,1,445.6171626,11,7
25364,20,47,1-20-2022-047-09,9,1,RF,201,TOURING VP PLUS,P185/60R15,1Y9K4CWTX3620,7,0,1,445.6171626,11,7
25364,20,47,1-20-2022-047-09,9,1,RR,57,PRO G5 TOURING,P185/60R15,17TCA3MPR1121,9,0,1,445.6171626,11,7
25364,20,47,1-20-2022-047-09,9,1,LR,57,PRO G5 TOURING,P185/60R15,17TCA3MPR1121,9,0,1,445.6171626,11,7
25347,31,21,1-31-2022-021-07,7,3,LF,998,Trail Country EXP,LT275/65R20,UT0T MD2 0619,14,0,2,480.1593067,6,7
25347,31,21,1-31-2022-021-07,7,3,RF,998,Trail Country EXP,LT275/65R20,UT0T MD2 0619,14,0,2,480.1593067,6,7
25347,31,21,1-31-2022-021-07,7,3,RR,998,Trail Country EXP,LT275/65R20,UT0T MD2 0619,14,0,2,480.1593067,6,7
25347,31,21,1-31-2022-021-07,7,3,LR,998,Trail Country EXP,LT275/65R20,UT0T MD2 0619,14,0,2,480.1593067,6,7
25344,77,25,1-77-2022-025-07,7,1,LF,17,TURANZA QUIET TRACK,P215/60R16,0B5M TUW 3519,4,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,1,RF,17,TURANZA QUIET TRACK,P215/60R16,0B5M TUW 3519,3,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,1,LR,199,ATREZZO SH406,P215/60R16,YJKA LAH13219,5,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,1,RR,199,ATREZZO SH406,P215/60R16,YJKA LAH13219,5,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,LF,25,PRESA PSAS1,P225/60R17,20JY,3,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,LR,25,PRESA PSAS1,P225/60R17,20JY,3,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,RR,25,PRESA PSAS1,P225/60R17,20JY BBC 3918,2,0,1,3379.625334,9,7
25344,77,25,1-77-2022-025-07,7,2,RF,25,PRESA PSAS1,P225/60R17,20JY BBC 3918,3,0,1,3379.625334,9,7
25069,18,16,1-18-2022-016-08,8,1,RF,89,Crugen HT51,P235/70R16,K2FJ YAV9,5,0,1,149.6102825,6,7
25069,18,16,1-18-2022-016-08,8,1,RR,89,Crugen HT51,P235/70R16,K2FJ YAV9,5,0,1,149.6102825,6,7
25069,18,16,1-18-2022-016-08,8,1,LR,89,Crugen HT51,P235/70R16,K2FJ YAV92219,5,0,1,149.6102825,6,7
24550,17,2,1-17-2022-002-05,5,2,RR,103,energy saver,P225/50R17,B90A 00NX,4,0,1,74.63199473,4,7
24550,17,2,1-17-2022-002-05,5,2,LR,103,energy saver,P225/50R17,B90A 00NX,4,0,1,74.63199473,4,7
24553,19,7,1-19-2022-007-03,3,2,LF,17,Ecopia,P235/65R17,7X81 EC2 1718,9,1,1,69.54885741,9,7
24553,19,7,1-19-2022-007-03,3,2,RF,17,Ecopia,P235/65R17,7X81 EC2 1718,9,0,1,69.54885741,9,7
24553,19,7,1-19-2022-007-03,3,2,LR,17,Ecopia,P235/65R17,7X81 EC2 1118,9,0,1,69.54885741,9,7
24553,19,7,1-19-2022-007-03,3,2,RR,17,Ecopia,P235/65R17,7X81 EC2 1118,9,0,1,69.54885741,9,7
24556,19,10,1-19-2022-010-07,7,2,RF,70,EAGLE RS-A,P265/60R17,4BC5 KB1R2319,6,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,2,RR,70,EAGLE RS-A,P265/60R17,4BC5 KB1R2319,4,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,1,LF,998,4XS,P225/65R17,R8F5 CM413718,5,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,1,RF,998,4XS,P225/65R17,R8F5 CM413718,5,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,1,LR,998,4XS,P225/65R17,R8F5 CM413718,3,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,1,RR,998,4XS,P225/65R17,R8F5 CM413718,2,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,2,LR,70,EAGLE RS-A,P265/60R17,4BC5 KB1R2319,4,0,1,470.6217507,9,7
24556,19,10,1-19-2022-010-07,7,2,LF,70,EAGLE RS-A,P265/60R17,4BC5 KB1R4119,5,0,1,470.6217507,9,7
24570,28,2,1-28-2022-002-06,6,2,LF,30,ENDEAVOR,P215/50R17,U96A 1WL,8,0,1,160.2372844,3,7
24570,28,2,1-28-2022-002-06,6,2,LR,30,ENDEAVOR,P215/50R17,U96A 1WL 3421,8,0,1,160.2372844,3,7
24570,28,2,1-28-2022-002-06,6,2,RR,30,ENDEAVOR,P215/50R17,U96A 1WL 3421,8,0,1,160.2372844,3,7
24570,28,2,1-28-2022-002-06,6,2,RF,30,ENDEAVOR,P215/50R17,U96A 1WL 3421,8,1,1,160.2372844,3,7
24576,66,3,1-66-2022-003-07,7,1,LF,66,Grabber hts 60,P265/60R18,A380 HMHF,3,0,1,183.370674,6,7
24576,66,3,1-66-2022-003-07,7,1,LR,66,Grabber hts 60,P265/60R18,A380 HMHF,2,0,1,183.370674,6,7
24576,66,3,1-66-2022-003-07,7,1,RR,66,Grabber hts 60,P265/60R18,A380 HMHF,4,0,1,183.370674,6,7
24576,66,3,1-66-2022-003-07,7,1,RF,66,Grabber hts 60,P265/60R18,9999999999999,3,0,1,183.370674,6,7
24582,13,3,1-13-2022-003-01,1,1,RF,998,crx4000,P225/50R17,02HLJ7AH10421,5,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,1,RR,998,UX1,P225/50R17,WRYAR    4220,6,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,1,LR,998,ux1,P225/50R17,WRYAR    3620,6,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,1,LF,998,city traxx h/p,P225/50R17,045AEFE2P1121,1,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,2,RF,48,Grandtrek PT21,P235/55R19,1V4F04M9R3720,6,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,2,RR,48,Grandtrek PT21,P235/55R19,1V4F04M9R3720,7,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,2,LR,48,Grandtrek PT21,P235/55R19,1V4F04M9R3720,7,0,1,91.62746346,7,7
24582,13,3,1-13-2022-003-01,1,2,LF,48,Grandtrek touring a/s,P235/55R19,M61V JA1R3620,7,1,1,91.62746346,7,7
24596,12,3,1-12-2022-003-04,4,2,LF,133,Valera Sport AS,P215/50R17,Y9HH DCWX3219,3,0,1,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,2,LR,133,Valera Sport AS,P215/50R17,Y9HH DCWX3219,5,0,1,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,2,RR,133,Valera Sport AS,P215/50R17,Y9HH DCWX3219,4,0,1,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,2,RF,133,Valera Sport AS,P215/50R17,Y9HH DCWX0219,4,0,1,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,1,LF,999,Unknown,UNKNOWN,9999999999999,99,9,9,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,1,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,1,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,435.868486,9,7
24596,12,3,1-12-2022-003-04,4,1,RF,999,Unknown,UNKNOWN,9999999999999,99,9,9,435.868486,9,7
24599,26,3,1-26-2022-003-06,6,2,LF,70,ASSURANCE,P225/55R17,M600 ML1R1715,7,0,1,395.26113,10,7
24591,18,2,1-18-2022-002-05,5,2,RF,28,ContiProContact,P215/55R16,6GB3 WBEC,7,0,1,54.11806674,6,7
24648,52,4,1-52-2022-004-06,6,1,LF,103,Premier,P215/55R17,B93F 08AX4418,5,1,1,106.4450739,12,7
24588,14,3,1-14-2022-003-03,3,2,LF,70,EAGLE TOURING,P285/45R22,9999999999999,6,0,1,1056.638073,8,7
24588,14,3,1-14-2022-003-03,3,2,LR,70,EAGLE TOURING,P285/45R22,M66T JD1R2120,5,0,1,1056.638073,8,7
24588,14,3,1-14-2022-003-03,3,2,RR,70,EAGLE TOURING,P285/45R22,M66T JD1R2120,5,0,1,1056.638073,8,7
24588,14,3,1-14-2022-003-03,3,2,RF,70,EAGLE TOURING,P285/45R22,M66T JD1R2120,6,0,1,1056.638073,8,7
24514,14,2,1-14-2022-002-07,7,1,LF,103,defender ltx,P245/60R18,M34A 00TX3118,6,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,1,LR,103,defender ltx,P245/60R18,M34A 00TX2220,7,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,1,RR,103,defender ltx,P245/60R18,B9MB 009X4419,6,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,1,RF,103,defender ltx,P245/60R18,M34A 00TX3218,6,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,2,LF,59,all season,P235/65R17,W27A AL1 4319,5,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,2,LR,198,gt eco,P235/55R17,Y0PC YA7X2817,3,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,2,RR,198,gt eco,P235/55R17,Y0PC YA7X2717,3,0,1,4062.253859,8,7
24514,14,2,1-14-2022-002-07,7,2,RF,139,raptor,P235/55R17,Y97A N8R0,1,0,1,4062.253859,8,7
24637,19,14,1-19-2022-014-06,6,2,RF,70,WRANGLER All-Season Adventure,LT285/70R17,M7LH B61V3619,8,0,2,156.2577963,9,7
24637,19,14,1-19-2022-014-06,6,2,RR,70,WRANGLER All-Season Adventure,LT285/70R17,M7LH B61V3619,6,0,2,156.2577963,9,7
24637,19,14,1-19-2022-014-06,6,2,LF,70,WRANGLER All-Season Adventure,LT285/70R17,M7LH B61V3619,8,0,2,156.2577963,9,7
24637,19,14,1-19-2022-014-06,6,2,LR,999,Unknown,UNKNOWN,9999999999999,99,8,9,156.2577963,9,7
24648,52,4,1-52-2022-004-06,6,1,RF,103,Premier,P215/55R17,B93F 08AX4418,4,0,1,106.4450739,12,7
24648,52,4,1-52-2022-004-06,6,1,LR,103,Defender,P215/55R17,B93F P1JX5020,8,0,1,106.4450739,12,7
24648,52,4,1-52-2022-004-06,6,1,RR,103,Defender,P215/55R17,B93F P1JX5020,8,0,1,106.4450739,12,7
24674,33,1,1-33-2022-001-04,4,2,LF,998,P ZERO ALL SEASON,P235/45R18,034WB046L1721,8,0,1,305.8306541,12,7
24674,33,1,1-33-2022-001-04,4,2,LR,129,P ZERO ALL SEASON,P235/45R18,034WB046L1721,9,0,1,305.8306541,12,7
24674,33,1,1-33-2022-001-04,4,2,RR,129,P ZERO ALL SEASON,P235/45R18,034WB046L1621,9,0,1,305.8306541,12,7
24674,33,1,1-33-2022-001-04,4,2,RF,129,P ZERO ALL SEASON,P235/45R18,034WB046L1721,8,0,1,305.8306541,12,7
24671,12,6,1-12-2022-006-03,3,2,LF,57,ZIEX ZE960 A/S,P215/45R17,1R80KFMAR2319,4,0,1,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,2,LR,57,ZIEX ZE960 A/S,P215/45R17,1R80KFMAR2319,4,0,1,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,2,RR,57,ZIEX ZE960 A/S,P215/45R17,1R80KFMAR2319,4,0,1,344.08721,9,7
24671,12,6,1-12-2022-006-03,3,2,RF,57,ZIEX ZE960 A/S,P215/45R17,1R80KFMAR2319,4,0,1,344.08721,9,7
24599,26,3,1-26-2022-003-06,6,2,LR,70,ASSURANCE,P225/55R17,M600 ML1R1315,6,0,1,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,2,RR,70,ASSURANCE,P225/55R17,M600 ML1R1315,6,0,1,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,2,RF,70,ASSURANCE,P225/55R17,M600 ML1R1715,7,0,1,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,1,LF,76,KINERGY GT,P225/55R17,5MEM 1BH,5,0,1,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,1,LR,57,PRO G4 A/S,P225/55R17,R8UP DM4R0619,5,0,1,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,1,RR,57,PRO G4 A/S,P225/55R17,R8UP DM4R0619,4,0,1,395.26113,10,7
24599,26,3,1-26-2022-003-06,6,1,RF,57,PRO G4 A/S,P225/55R17,R8UP DM4R0619,4,0,1,395.26113,10,7
24613,31,2,1-31-2022-002-09,9,1,LF,203,ms932,P255/60R19,U8TX Y11 2519,6,0,1,208.6732651,6,7
24613,31,2,1-31-2022-002-09,9,1,RF,203,ms932,P255/60R19,U8TX,5,1,1,208.6732651,6,7
24613,31,2,1-31-2022-002-09,9,1,RR,203,ms932,P255/60R19,U8TX Y11 3019,6,0,1,208.6732651,6,7
24613,31,2,1-31-2022-002-09,9,1,LR,203,ms932,P255/60R19,U8TX Y11 2519,5,0,1,208.6732651,6,7
24630,54,5,1-54-2022-005-10,10,2,LF,13,Advantage T/A Sport,P225/45R18,BE4F PV113920,6,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,2,RF,13,Advantage T/A Sport,P225/45R18,BE4F PV113418,4,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,2,RR,13,Advantage T/A Sport,P225/45R18,BE4F PV113418,5,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,2,LR,13,Advantage T/A Sport,P225/45R18,BE4F PV113418,5,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,1,RF,59,Firehawk A/S,P225/50R18,RB78 FH1 3720,5,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,1,RR,59,Firehawk A/S,P225/50R18,RB78 FH1 2119,5,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,1,LR,59,Firehawk A/S,P225/50R18,RB78 FH1 2818,5,0,1,962.3069321,9,7
24630,54,5,1-54-2022-005-10,10,1,LF,59,Firehawk A/S,P225/50R18,RB78 FH1 4420,5,0,1,962.3069321,9,7
24636,19,13,1-19-2022-013-04,4,2,LF,70,Eagle Sport,P235/40R18,4B2R LB1R3920,9,0,1,269.4532853,9,7
24636,19,13,1-19-2022-013-04,4,2,RF,70,Eagle Sport,P235/40R18,4B2R LB1R3920,9,0,1,269.4532853,9,7
24636,19,13,1-19-2022-013-04,4,2,LR,70,Eagle Sport,P235/40R18,4B2R LB1R3920,9,0,1,269.4532853,9,7
24636,19,13,1-19-2022-013-04,4,2,RR,70,Eagle Sport,P235/40R18,4B2R LB1R3920,9,1,1,269.4532853,9,7
24639,11,4,1-11-2022-004-06,6,1,LF,103,PREMIER LTX,P235/55R19,B98F 00XX,4,0,1,2831.781528,8,7
24639,11,4,1-11-2022-004-06,6,1,LR,156,HTR ENHANCE CX2,P235/55R19,1RF0 FMBR1419,4,0,1,2831.781528,8,7
24639,11,4,1-11-2022-004-06,6,1,RR,156,HTR ENHANCE CX2,P235/55R19,1RF0 FMBR1719,5,0,1,2831.781528,8,7
24639,11,4,1-11-2022-004-06,6,1,RF,28,CROSS CONTACT,P235/55R19,AFE7 D8VM0416,5,0,1,2831.781528,8,7
24642,13,6,1-13-2022-006-02,2,1,LF,129,scorpion strada,P225/55R18,N9U5 W9853418,6,0,1,46.16961345,7,7
24642,13,6,1-13-2022-006-02,2,1,LR,129,scorpion strada,P225/55R18,N9U5 W9853418,7,0,1,46.16961345,7,7
24642,13,6,1-13-2022-006-02,2,1,RR,129,scorpion strada,P225/55R18,N9U5 W9853418,7,0,1,46.16961345,7,7
24642,13,6,1-13-2022-006-02,2,1,RF,129,scorpion strada,P225/55R18,N9U5 W9853418,7,0,1,46.16961345,7,7
24653,10,8,1-10-2022-008-08,8,1,LF,211,THUNDERER,P225/35R20,9999999999999,4,0,1,886.5323702,4,7
24653,10,8,1-10-2022-008-08,8,1,RR,211,THUNDERER,P225/35R20,TBAF B25C1017,4,0,1,886.5323702,4,7
24653,10,8,1-10-2022-008-08,8,1,RF,211,THUNDERER,P225/35R20,TBAF B25C3820,4,0,1,886.5323702,4,7
24653,10,8,1-10-2022-008-08,8,1,LR,103,ENERGY SAVER A/S,UNKNOWN,9999999999999,5,1,9,886.5323702,4,7
24656,16,4,1-16-2022-004-06,6,1,LF,28,ContiProContact,P235/40R19,A318 3Y7 3216,15,1,1,905.5803078,5,7
24656,16,4,1-16-2022-004-06,6,1,RF,28,ContiProContact,P235/40R19,A318 3Y7 3216,15,0,1,905.5803078,5,7
24656,16,4,1-16-2022-004-06,6,1,RR,28,ContiProContact,P235/40R19,A318 3Y7,11,0,1,905.5803078,5,7
24656,16,4,1-16-2022-004-06,6,1,LR,28,ContiProContact,P235/40R19,A318 3Y7 3216,11,0,1,905.5803078,5,7
24659,14,5,1-14-2022-005-04,4,1,LF,115,PRO TOURING,P195/65R15,R89N 3M5R4216,6,1,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,1,LR,199,ATREZZO SH406,P195/65R15,YJFE LAH14420,8,0,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,1,RR,998,4XS,P195/65R15,UA8T CAKR1418,8,0,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,1,RF,57,PRO TOURING,P195/65R15,R89N 3M5R3916,7,0,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,2,LF,103,PREMIER LTX,P265/60R18,AP5E 0TEX2918,5,0,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,2,LR,103,PREMIER LTX,P265/60R18,AP5E 0TEX2918,4,0,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,2,RR,103,PREMIER LTX,P265/60R18,AP5E 0TEX2918,3,1,1,4594.861858,8,7
24659,14,5,1-14-2022-005-04,4,2,RF,103,PREMIER LTX,P265/60R18,AP5E 0TEX2918,4,0,1,4594.861858,8,7
