CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,JKWGT25,JKWGT26,JKWGT27,JKWGT28,JKWGT29,JKWGT30,JKWGT31,JKWGT32,CASEWGT,PSUSTRAT,VERSION
24563,73,3,1-73-2022-003-07,7,966.9487217,949.6199695,965.9755368,951.2315374,965.4917195,950.0271181,1874.154355,0,956.0697275,959.4218646,967.1707556,949.3712306,978.4095738,937.2457107,956.9188708,954.3775536,973.0452076,990.2457264,1035.538305,1144.377617,989.8999835,928.4930841,730.2292045,1462.41336,969.0685348,955.1417293,958.9810024,956.5093332,955.1096676,961.0327877,948.7527822,967.5473424,957.7372056,3,7
24566,25,3,1-25-2022-003-07,7,3857.110245,3815.815232,0,7364.654934,3837.937962,3829.684394,3826.80022,3841.085403,3838.964337,3828.237568,3878.752672,3798.526014,3837.834137,3829.847055,3851.043838,3816.92509,3608.927408,4283.1379,4826.769288,4030.454053,3848.32967,3820.283945,3989.522695,3805.02543,3846.667306,3855.933362,3851.448078,3816.284801,3827.458271,3840.222865,3823.2167,3844.729664,3833.776626,2,7
24572,52,3,1-52-2022-003-08,8,172.8583768,171.3053786,172.2476822,171.8838613,174.9215955,169.3067818,171.3310904,172.8168249,171.2759108,174.2215803,171.8278546,173.1834982,171.4370914,172.730775,179.7158004,164.8261257,173.5573358,189.3712231,175.7629093,178.7491246,174.1863745,169.8691582,196.120403,156.6372965,170.5344062,173.8663373,177.1569714,173.4382676,346.0985252,0,176.9733773,167.4642563,172.0701827,12,7
24583,13,4,1-13-2022-004-10,10,11865.24656,11177.19203,14058.71893,10523.7344,11491.79386,11531.41234,11502.07185,11521.3328,11228.76514,11841.64516,10686.35226,12392.93804,11484.56044,11541.73375,11585.00485,11668.29445,19361.05871,0,10959.42244,15423.52041,11557.99381,11471.98471,11564.53307,11580.79428,11588.51226,11913.97928,11556.65276,11467.0214,11481.8345,11542.73231,11494.00315,11529.46781,11511.67241,7,7
24586,10,6,1-10-2022-006-03,3,291.6257904,286.7155204,289.7657971,288.6293469,289.1786048,289.1786048,289.1786048,289.1786048,567.4098803,0,297.3796341,281.9489873,289.1786048,289.1786048,289.1786048,289.1786048,246.6080187,350.9517866,303.1498226,286.3145365,289.1786048,289.1786048,289.1786048,289.1786048,286.7582,291.6402167,290.1347549,288.2287361,289.1786048,289.1786048,289.1786048,289.1786048,289.1786048,4,7
24589,32,4,1-32-2022-004-04,4,2696.035864,2627.37771,2652.794641,2669.561753,2661.453937,2661.483966,2661.791438,2661.148927,2667.776134,2654.892612,2587.065777,2736.963147,2661.286794,2661.660323,2662.862375,2660.190358,0,5752.682681,2490.869259,2927.380546,2661.305547,2661.631853,2662.834588,2660.036171,2639.528931,2683.784961,2670.473666,2652.524475,2660.901531,2662.027317,2661.042332,2661.896887,2661.469108,7,7
24600,26,4,1-26-2022-004-08,8,154.5427821,151.7189819,153.3535653,152.8665008,153.1604504,153.0691968,153.0693851,153.1586414,152.243786,155.1946509,150.8518377,156.223724,153.1387424,153.0878415,152.7112758,153.5109334,153.5119278,169.5306392,157.1943248,158.2570188,152.6312944,153.6084141,161.1010861,154.2123882,300.9542576,0,158.1614506,153.8242624,152.8621689,153.3655201,153.4001548,152.8426142,153.1138281,10,7
24612,76,3,1-76-2022-003-04,4,28.31662525,28.19795374,28.2318394,28.27799747,57.11491664,0,28.26797874,28.24137064,28.24828995,28.26103364,28.25083641,28.25799531,27.64221075,28.89486745,29.15672601,27.40705178,28.20856499,28.33794787,27.95398664,29.63008257,28.36707004,28.14313962,27.25692884,29.32860706,28.2582572,28.25108264,28.25682338,28.25250207,28.63714083,27.88231732,28.32967067,28.18007725,28.25465863,3,7
24623,48,1,1-48-2022-001-06,6,797.4911154,794.2757991,795.6256076,796.0500545,805.4254819,786.5044574,785.6252934,806.3061622,794.10587,797.7004157,797.0594736,794.6962212,768.1074587,826.296174,800.1794647,790.4859393,788.7715915,865.9702016,811.0405056,831.9224064,786.1488598,805.2613062,652.8701352,1039.961709,793.8383799,798.0079618,795.923683,795.7666492,797.1546003,795.0584378,1526.077061,0,795.8450551,12,7
24626,23,6,1-23-2022-006-03,3,225.6877272,221.887694,224.2482878,223.3687947,223.7938626,223.7938626,223.7938626,223.7938626,219.5578212,228.513224,460.2811956,0,223.7938626,223.7938626,223.7938626,223.7938626,190.8487009,271.5998162,234.6061175,221.5773746,223.7938626,223.7938626,223.7938626,223.7938626,221.9207236,225.6988916,224.5338223,223.058764,223.7938626,223.7938626,223.7938626,223.7938626,223.7938626,5,7
