CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,JKWGT25,JKWGT26,JKWGT27,JKWGT28,JKWGT29,JKWGT30,JKWGT31,JKWGT32,CASEWGT,PSUSTRAT,VERSION
9010,15,1,1-15-2018-001-06,6,432.90124595,0,210.64040697,217.29081997,213.99915107,213.97768852,213.82168459,213.7649183,221.99680193,206.49078791,212.82097608,214.99673291,214.34384757,213.5015727,213.99412533,213.78708224,243.24999271,201.34303838,230.70964718,212.4464725,216.51565288,215.53560221,215.08598476,213.26598171,210.57533822,217.1766655,214.66538188,213.12152457,214.10334626,213.94277888,213.76518892,213.75365543,213.889679074026,1,3
9011,19,1,1-19-2018-001-07,7,2388.2320289,2389.9339396,2393.6920113,2383.3508767,2341.7136292,2490.8085978,2379.0831402,2346.626496,2399.9060585,2377.9583929,2392.7988993,2384.2272772,2342.1453588,2436.4757869,2578.2996204,2227.9905969,2456.7958164,2441.8557846,2576.9271067,2560.1344205,3104.0567071,0,2838.2949916,3674.7373884,2386.3090445,2501.1483869,2387.6652455,2389.1856192,2378.3510565,2411.442744,2341.3063963,2426.1024577,2388.42322945597,9,3
9012,19,2,1-19-2018-002-02,2,46.681473023,46.681473023,46.681473023,46.681473023,46.812862139,47.219851242,46.47737284,46.218754603,46.681473023,46.681473023,46.681473023,46.681473023,47.088287928,46.167143215,48.982582747,44.514445998,46.681473023,46.681473023,46.681473023,47.084735285,71.034654055,0,52.900993624,73.354553943,46.681473023,46.681473023,46.681473023,46.681473023,46.890623301,47.91976039,46.080266463,45.88374542,46.6814730229856,9,3
9013,27,1,1-27-2018-001-06,6,190.03934389,189.86702089,189.79892227,190.11527304,0,255.97858372,252.52180976,249.38348914,190.26982219,189.6626708,190.0506019,189.85814198,197.52019183,184.044719,192.24702741,187.67849001,197.28693862,192.59414057,194.66570313,198.47750163,190.99588389,174.27578894,169.99350498,246.69849141,189.56348665,190.36979912,189.86000619,190.04925476,196.84313203,193.74216595,185.84775641,183.68030693,189.954094256336,3,3
9016,13,2,1-13-2018-002-03,3,530.79114662,518.86738742,546.53675527,504.3171072,524.82023719,524.82023719,524.82023719,524.82023719,540.83806575,509.83994872,519.80618107,529.93026371,524.82023719,524.82023719,524.82023719,524.82023719,1055.6437618,0,541.21870642,518.14310728,524.82023719,524.82023719,524.82023719,524.82023719,541.53847577,512.50856614,526.98460205,522.67357802,524.82023719,524.82023719,524.82023719,524.82023719,524.820237186376,7,3
9018,14,1,1-14-2018-001-03,3,1014.8127154,992.01583469,1044.9165406,964.19734248,1003.397011,1003.397011,1003.397011,1003.397011,1034.0212899,974.75639163,993.81070211,1013.1668045,1003.397011,1003.397011,1003.397011,1003.397011,1009.1358148,998.52440335,0,1981.2621858,1003.397011,1003.397011,1003.397011,1003.397011,1035.3603947,979.8584867,1007.5350322,999.29284119,1003.397011,1003.397011,1003.397011,1003.397011,1003.39701103091,8,3
9020,16,1,1-16-2018-001-08,8,427.82845493,407.9606966,405.57222267,430.60170131,423.01334785,423.44297474,414.67365662,423.4790668,465.00262653,381.11112847,0,836.90734858,424.62819199,419.72737043,416.57992266,419.17632621,433.65060837,409.58493124,416.2848306,484.98792251,415.62339008,417.095408,418.53766669,420.33203951,479.09023111,381.79536946,421.97595585,414.11588904,417.48191612,418.09662488,417.57298966,417.72951777,417.717624463348,5,3
9026,17,2,1-17-2018-002-07,7,2309.9235612,2462.866758,2430.667266,2332.1259653,2381.0980326,2380.1860296,2379.5833265,2380.9838188,0,4615.6888031,2381.7097169,2380.3593453,2379.8962809,2381.0501264,2381.8558451,2379.1541697,2650.1891823,2269.6683182,2846.2709241,2312.9860245,2393.1430039,2397.7132445,2383.7360191,2381.2952544,2595.2744956,2333.5979414,2389.5178089,2371.4793446,2379.6641522,2378.2291775,2381.6422259,2382.271569,2380.45933853927,4,3
9029,30,1,1-30-2018-001-08,8,220.16524873,209.94108084,208.71194577,221.59239196,217.68734144,217.90843219,213.39564422,217.92700556,239.29548807,196.1239965,214.67511708,215.34088306,218.51835808,215.99634117,214.37662978,215.71276773,223.16139321,210.77692992,214.22477214,249.58014214,213.88438755,214.64190423,215.38410648,216.30751055,0,392.95222894,217.15348806,213.10861086,214.84080558,215.15714149,214.88767302,214.96822412,214.962103691995,10,3
9030,18,1,1-18-2018-001-08,8,388.00113711,386.04690796,386.1579955,387.90977044,392.36592009,395.16446829,381.37216688,391.5701207,392.25550763,383.97390553,387.41251488,386.42899139,378.8813744,404.91201989,0,691.80345368,391.50078802,388.28991384,425.01551772,395.22150219,422.52525458,445.01940497,370.50237718,328.49919431,393.74852973,388.662884,389.25261853,385.15284538,383.53390124,399.30448091,393.31231839,372.67578823,386.913594514849,6,3
9031,22,1,1-22-2018-001-08,8,50.836950895,50.580902544,50.595457532,50.824979788,51.408836482,51.775509782,49.968405415,51.304568709,51.394369945,50.309292199,50.759828029,50.630964141,49.642055095,53.052660168,56.895335168,45.320973111,51.295484555,50.874787198,55.686674438,51.782982517,55.360393474,58.307637463,48.544216379,43.040846567,51.58998971,50.92365475,51.000923351,50.463760064,0,69.757260471,68.710448171,65.105310041,50.6944581437454,12,3
9036,33,1,1-33-2018-001-10,10,38.616292917,38.14358962,36.889927747,38.532152641,38.085036354,37.560146105,37.600539157,37.094131749,38.800693901,36.629093631,38.285600874,38.232387264,39.321487307,35.904979468,40.046313331,35.446117877,43.42602217,41.16537989,39.54053739,38.74967834,36.032869568,34.563389567,32.842574782,54.180863732,37.194077758,41.816693506,38.510979128,38.205347079,50.781948731,0,49.842551403,49.850762637,37.5853869898296,12,3
9037,21,1,1-21-2018-001-09,9,182.496158,180.23593158,181.33697136,181.28213903,181.39012581,181.42634878,181.28152236,181.14752902,181.66983688,180.98078349,179.73771091,182.91988804,181.65787636,180.98146641,181.24114731,181.37963451,192.2353329,191.309549,184.04199318,184.26869719,183.75951888,184.18461109,182.21138837,180.99213502,180.22790549,186.73741347,362.99693531,0,181.28594726,181.56018029,181.48366033,180.98406527,181.309565214144,11,3
9046,12,1,1-12-2018-001-04,4,1398.662411,1400.3086486,1398.662411,1440.2370675,1382.5153785,1454.0539803,1383.1828126,1378.1057127,1399.9563685,1398.662411,1398.662411,1399.565035,1462.8094834,1339.9673272,1431.1619863,1367.6616396,1398.662411,1400.9256803,1441.2406038,1435.4192704,0,1956.2634353,1700.9173551,1619.4000661,1398.662411,1400.5209832,1398.662411,1399.3499106,1407.5240319,1407.6640738,1399.6811631,1381.6348658,1398.82882263809,9,3
9052,13,3,1-13-2018-003-05,5,34.104328885,34.169332162,34.002856484,34.261772944,34.07954919,34.079685216,34.274534362,34.095568947,34.69398359,33.616411482,34.810408185,33.535477705,34.360032055,34.867628889,34.392662099,34.351999017,75.270486114,0,40.041743571,33.928921659,34.129118909,34.666411492,34.296649641,34.216961468,32.148937789,36.240029802,34.285896374,34.070887393,34.123635266,34.093008026,34.145171422,34.163060422,34.1313401820798,7,3
9053,29,3,1-29-2018-003-04,4,1477.508671,1576.4288538,3165.8100365,0,1522.2104469,1522.0444768,1522.0758931,1522.0456309,1547.9627915,1498.7429367,1481.0660847,1565.2950404,1522.0832396,1522.105251,1522.2623493,1521.9361594,1431.3972177,1622.5054645,1618.3024237,1522.0938207,1522.7069044,1522.0067171,1521.9129266,1522.0745147,1415.9686282,1624.1266506,1528.1893135,1516.4329063,1522.0118552,1521.9129266,1522.3054038,1522.2561946,1522.09400244442,2,3
9057,20,2,1-20-2018-002-03,3,51.912343156,51.53815723,51.699715634,51.712016157,51.705865164,51.705865164,51.705865164,51.705865164,51.680402908,51.731352522,51.191534233,52.230636147,51.705865164,51.705865164,51.705865164,51.705865164,51.626971695,51.785000123,51.685468421,52.526143827,51.705865164,51.705865164,51.705865164,51.705865164,51.247602552,52.17239741,0,102.9887479,51.705865164,51.705865164,51.705865164,51.705865164,51.7058651638763,11,3
9060,24,2,1-24-2018-002-07,7,0,963.79794166,484.51884081,482.54042136,483.63959541,483.45435283,483.33193407,483.61639674,485.59519167,481.628668,479.57726963,487.55903915,483.39550018,483.62986489,483.79351942,483.24476536,496.59227561,495.08325482,516.35701735,523.65941429,486.08612427,487.0144142,484.17541322,483.67965436,478.80037875,510.89834597,485.34978842,481.68588401,483.34835108,483.05688446,483.7501299,483.87795968,483.509866304557,1,3
9061,24,3,1-24-2018-003-07,7,0,963.79794157,484.51884077,482.54042131,483.63959536,483.45435278,483.33193403,483.61639669,485.59519163,481.62866796,479.57726958,487.55903911,483.39550014,483.62986485,483.79351938,483.24476532,496.59227556,495.08325477,516.3570173,523.65941425,486.08612422,487.01441416,484.17541317,483.67965431,478.80037871,510.89834593,485.34978838,481.68588397,483.34835104,483.05688442,483.75012986,483.87795963,483.50986625976,1,3
9064,32,3,1-32-2018-003-06,6,949.03025008,926.25670874,923.55529107,952.71410349,938.28174326,938.18764046,937.50363943,937.25474697,973.34753557,905.36123849,933.11602145,942.65565234,939.79306902,936.10010518,938.25970783,937.35192501,0,1765.5817427,1011.549106,931.47400616,949.31537442,945.01833099,943.04697808,935.06715377,923.26999638,952.21359188,941.20283994,934.43377977,938.73858826,938.03457874,937.2559335,937.20536479,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,949.03025008,926.25670874,923.55529107,952.71410349,938.28174326,938.18764046,937.50363943,937.25474697,973.34753557,905.36123849,933.11602145,942.65565234,939.79306902,936.10010518,938.25970783,937.35192501,0,1765.5817427,1011.549106,931.47400616,949.31537442,945.01833099,943.04697808,935.06715377,923.26999638,952.21359188,941.20283994,934.43377977,938.73858826,938.03457874,937.2559335,937.20536479,937.80176202972,7,3
9067,28,2,1-28-2018-002-04,4,187.80852716,188.0295794,187.80852716,193.39105726,247.52046429,0,247.63995924,246.73097396,187.9822762,187.80852716,187.80852716,187.92972901,196.42201894,179.92711335,192.1724804,183.64582917,187.80852716,188.11243271,193.52580934,192.74413676,238.41171497,197.01123997,171.29586495,163.08642756,187.80852716,188.05809111,187.80852716,187.9008427,188.99844115,189.01724558,187.94532237,185.5221154,187.830872453985,3,3
9068,23,2,1-23-2018-002-10,10,5174.354172,5473.490016,4958.37198,5500.5204188,5212.2874387,5200.7939709,5190.5926523,5207.3469619,5678.5373697,4802.6673736,10598.264764,0,5213.3158389,5194.0031382,5279.872532,5135.0752486,5344.215132,6457.0505835,5720.4342176,5107.4769823,5377.6107101,5393.2250687,5325.4566139,4670.6588635,5304.2985342,5656.9815532,5352.8187756,5266.8960828,5197.1416073,5175.422403,5203.1349557,5235.5139366,5202.71041209989,5,3
9069,23,3,1-23-2018-003-07,7,990.81831325,1056.4217483,1042.6101024,1000.3418096,1021.3478818,1020.9566874,1020.698164,1021.298891,1055.3587312,989.9264788,2043.2205152,0,1020.8324026,1021.3273329,1021.6729378,1020.5140815,1136.7718047,973.55123456,1220.8790817,992.13192587,1026.5144502,1028.4748087,1022.4794194,1021.4324781,1113.2167061,1000.9731989,1024.9594596,1017.222043,1020.7328334,1020.1173155,1021.581308,1021.8512584,1021.0739204727,5,3
9070,23,4,1-23-2018-004-02,2,58.785935593,57.190215643,57.200363359,58.83602272,58.010043553,58.010043553,58.010043553,58.010043553,59.274737337,56.911275574,112.68360504,0,58.010043553,58.010043553,58.010043553,58.010043553,58.416330998,57.651994044,55.415979269,60.895800997,58.177183497,58.074934571,58.010043553,58.619557249,60.894103313,55.796474868,58.249277658,57.772766514,58.010043553,58.010043553,58.010043553,58.010043553,58.0100435530798,5,3
9072,26,1,1-26-2018-001-09,9,1107.8421019,1094.1214076,1100.8052646,1100.4724052,1101.1279385,1101.3478298,1100.4686617,1099.6552557,1102.8259232,1098.6430278,1091.0969612,1110.4143531,1102.7533169,1098.6471734,1100.2235651,1101.064251,1166.9637191,1161.343752,1117.2260873,1118.602293,1115.5113284,1118.0918487,1106.1134091,1098.7119372,2188.1453705,0,1101.7856271,1099.7229717,1100.495523,1102.1602534,1101.6957393,1098.6629498,1100.63889571087,10,3
9073,52,1,1-52-2018-001-07,7,665.34752032,665.82166272,666.86863959,663.98765976,652.38776537,693.92475441,662.79869326,653.75646139,668.59983692,662.48534521,666.61982379,664.23181985,652.50804271,678.78795006,718.29924326,620.70519154,684.44899181,680.28678603,717.91686893,713.23852448,648.5790769,685.72268532,593.04932846,767.82031005,664.81178807,696.80535938,665.18961776,665.61318502,883.45965202,895.75185365,0,901.19733466,665.400787679964,12,3
9074,10,2,1-10-2018-002-04,4,138.08310556,147.32786082,147.93310187,141.02519762,142.26078666,142.24527564,142.2482117,142.2453835,289.33503233,0,138.41556976,146.2873312,142.24889829,142.25095539,142.26563729,142.23515265,133.77368065,151.63402945,151.24122707,142.24988716,142.30718394,142.24174675,142.23298139,142.24808288,132.33177538,151.78554018,142.81955188,141.7208367,142.24222693,142.23298139,142.26966102,142.26506209,142.249904142252,4,3
9076,10,4,1-10-2018-004-07,7,188.45747992,200.9355073,198.30847876,190.2688858,194.26432208,194.18991538,194.14074324,194.25500383,401.46663468,0,194.31422697,194.20405552,194.16627594,194.26041361,194.32614899,194.10573004,216.21839918,185.17321469,232.21592894,188.70733413,195.2470234,195.61989117,194.47954491,194.28041262,211.73812821,190.38897849,194.95125815,193.47957157,194.14733748,194.0302636,194.30872065,194.36006625,194.212213572423,4,3
9078,16,2,1-16-2018-002-04,4,552.93480684,589.9541579,592.37776245,564.71600987,569.66375627,569.60164453,569.61340157,569.60207643,579.30117361,560.88140294,0,1171.5750003,569.61615092,569.62438832,569.68317994,569.5611084,535.67830742,607.19761802,605.62469489,569.62011072,569.84954781,569.58751356,569.55241389,569.61288573,529.90439605,607.80432188,571.90125478,567.50160091,569.5894364,569.55241389,569.69929243,569.68087664,569.620178729296,5,3
9080,59,2,1-59-2018-002-07,7,345.4357199,345.68188557,346.22545596,344.72970628,338.70726275,360.27247382,344.11241759,339.41786357,347.12426054,343.94973327,346.09627555,344.85646953,677.53941689,0,372.92724271,322.25827577,355.35283893,353.19190121,372.72872127,370.29981421,336.72986447,356.01411626,307.89988007,398.6376344,345.15757795,361.76802888,345.35373991,345.57364793,344.00652844,348.79293561,338.64836027,350.91332788,345.463375293539,6,3
9082,19,3,1-19-2018-003-10,10,3346.3027045,3305.3405044,3196.7041801,3339.0115118,3300.2665592,3254.7820881,3258.2823562,3214.3995194,3362.2820093,3174.1015469,3317.6465184,3313.0352822,3407.4114676,3111.3532871,3470.2214139,3071.5905427,3763.0907697,3567.1943538,3426.393297,3357.8612454,4163.2475061,0,3794.6399828,6260.0716656,3223.0603611,3623.6340675,3337.1767167,3310.6921095,3300.3900597,3249.2220093,3239.33731,3239.8709696,3256.96934207448,9,3
9083,19,4,1-19-2018-004-05,5,54.589209925,54.881391954,54.688674908,54.775839248,54.462028968,54.463076485,54.214560121,55.833633922,54.970753576,54.510358155,55.006944818,54.481387848,52.363748145,59.939515288,54.704302261,55.999929252,55.51802879,54.143231375,58.308592918,60.027738006,76.993071227,0,67.317665729,75.771833412,54.165451265,55.393524118,54.753988888,54.859403337,53.395856399,56.494197414,53.588965017,55.579970743,54.7319534917023,9,3
9084,19,5,1-19-2018-005-04,4,474.18170363,474.73981953,474.18170363,488.27655688,468.70745387,492.96083753,468.9337308,467.21246635,474.62038773,474.18170363,474.18170363,474.48771582,495.92917308,454.28259529,485.1998763,463.67166313,474.18170363,474.94900879,488.61678092,486.64320259,802.59382524,0,576.65372488,549.01731549,474.18170363,474.81180631,474.18170363,474.41478324,477.18601579,477.2334935,474.52708616,468.40893792,474.238121345424,9,3
9085,25,2,1-25-2018-002-03,3,655.16443568,640.44673924,0,1244.9741675,647.79444178,647.79444178,647.79444178,647.79444178,667.56551687,629.30401989,641.60550802,654.10183343,647.79444178,647.79444178,647.79444178,647.79444178,651.49942108,644.6486798,668.03534804,639.55274809,647.79444178,647.79444178,647.79444178,647.79444178,668.43004472,632.59793924,650.46595372,645.14478429,647.79444178,647.79444178,647.79444178,647.79444178,647.794441782747,2,3
9086,27,2,1-27-2018-002-09,9,565.85246336,563.30763192,564.57068067,564.26571537,0,765.10638196,747.75006758,732.85574298,565.81838183,563.11714159,565.14667593,563.70998615,568.04354374,562.77291107,561.03285431,568.0934387,599.34471465,594.63816992,578.81974842,567.72730218,604.11598322,606.63081197,494.17548682,590.09646709,566.06799292,576.11696244,562.68575128,566.26470284,568.29576704,592.90695259,577.59044374,522.98370302,564.418219068236,3,3
9088,33,2,1-33-2018-002-09,9,27.910634915,27.785111274,27.847411069,27.832368676,28.315630998,28.304115843,27.662041559,27.111045385,27.908953845,27.775715351,27.875821997,27.804957369,28.018709808,27.758736204,27.67290802,28.021170873,29.56263797,29.330487966,28.550245383,28.003111214,29.797980473,29.922024233,24.37517284,29.106468777,27.921265895,28.416930645,27.754437053,27.930968599,37.374867607,0,37.986146682,34.394848237,27.8398909107088,12,3
9089,33,3,1-33-2018-003-10,10,38.616292917,38.14358962,36.889927747,38.532152641,38.085036354,37.560146105,37.600539157,37.094131749,38.800693901,36.629093631,38.285600874,38.232387264,39.321487307,35.904979468,40.046313331,35.446117877,43.42602217,41.16537989,39.54053739,38.74967834,36.032869568,34.563389567,32.842574782,54.180863732,37.194077758,41.816693506,38.510979128,38.205347079,50.781948731,0,49.842551403,49.850762637,37.5853869898296,12,3
9091,31,1,1-31-2018-001-10,10,1476.3526571,1458.2805762,1410.3514018,1473.1358615,1456.0420063,1435.9747483,1437.5190289,1418.1583947,1483.402554,1400.3793638,1463.7098569,1461.6754292,0,2745.3910169,1531.024255,1355.1526146,1660.2350556,1573.80767,1511.6877626,1481.4521607,1377.5849185,1321.4047276,1255.6156711,2071.4070692,1421.9794646,1598.7082629,1472.3263697,1460.6416467,1456.0964934,1433.5217015,1429.1606788,1429.3961237,1436.93974120355,6,3
9093,13,4,1-13-2018-004-04,4,1961.4082928,2092.7258754,2101.3230518,2003.1993847,2020.7503703,2020.5300432,2020.5717486,2020.5315753,2054.9368784,1989.5970038,1966.1307969,2077.9456211,2020.5815013,2020.6107216,2020.8192713,2020.3862507,3800.3897076,0,2148.3134796,2020.5955478,2021.4094228,2020.4799169,2020.3554089,2020.5699188,1879.7132391,2156.045202,2028.6873785,2013.0806244,2020.4867377,2020.3554089,2020.8764266,2020.8111008,2020.59578901994,7,3
9097,29,4,1-29-2018-004-06,6,1218.7826659,1189.5359718,2372.133406,0,1204.9790029,1204.8581523,1203.9797308,1203.6600931,1250.0118981,1162.7011718,1198.344976,1210.5961521,1206.9199079,1202.1772558,1204.9507041,1203.784893,1369.6836281,1133.7154022,1299.0718852,1196.2362342,1219.148834,1213.6303987,1211.0987083,1200.8506983,1185.7003161,1222.870841,1208.7303922,1200.037294,1205.5657015,1204.6615843,1203.6616169,1203.5966745,1204.3625917376,2,3
9100,21,2,1-21-2018-002-03,3,32.232289474,31.999958041,32.100269391,32.107906766,32.104087624,32.104087624,32.104087624,32.104087624,32.088278151,32.119912684,31.784740385,32.429917074,32.104087624,32.104087624,32.104087624,32.104087624,32.055102798,32.153222392,32.091423319,32.613397313,32.104087624,32.104087624,32.104087624,32.104087624,31.819553113,32.393756738,64.472970522,0,32.104087624,32.104087624,32.104087624,32.104087624,32.1040876242873,11,3
9101,30,2,1-30-2018-002-09,9,4813.2540127,5131.7417544,5028.9075732,4891.1459075,4962.1018225,4963.0927366,4959.1308704,4955.4653532,5173.4971505,4760.8234859,4984.754497,4937.2725867,4969.4263968,4950.9225504,4958.0263718,4961.8148226,5285.9703699,5210.151724,4771.8291044,5351.2658782,5026.9188548,5038.5476621,4984.5682517,4951.2144005,0,9882.1316289,4965.065618,4955.7705071,4959.2519176,4966.7538267,4964.6605495,4950.9936447,4959.89800959782,10,3
9102,12,2,1-12-2018-002-06,6,854.9204373,854.14521646,853.83886464,855.26201592,861.45233048,863.66848405,852.00537271,841.41671887,855.95727842,853.22591699,854.97108313,854.10527337,888.57415164,827.95271983,864.85203207,844.2997827,887.52482716,866.41357263,875.73280689,892.88075309,0,1045.3409674,1019.6549735,1479.7467924,852.77972224,856.40703962,854.1136598,854.96502282,885.52829676,871.57813663,836.06395354,826.31335758,854.536929051275,9,3
9103,10,5,1-10-2018-005-04,4,138.08310556,147.32786082,147.93310187,141.02519762,142.26078666,142.24527564,142.2482117,142.2453835,289.33503233,0,138.41556976,146.2873312,142.24889829,142.25095539,142.26563729,142.23515265,133.77368065,151.63402945,151.24122707,142.24988716,142.30718394,142.24174675,142.23298139,142.24808288,132.33177538,151.78554018,142.81955188,141.7208367,142.24222693,142.23298139,142.26966102,142.26506209,142.249904142252,4,3
9104,17,3,1-17-2018-003-02,2,66.735075208,64.923579146,64.935099053,66.791935206,65.854265656,65.854265656,65.854265656,65.854265656,0,129.2138406,63.960442078,67.864678491,65.854265656,65.854265656,65.854265656,65.854265656,66.315492017,65.447800049,62.909427348,69.130240395,66.044006562,65.927931353,65.854265656,66.546198886,69.128313147,63.341374244,66.125849425,65.58490359,65.854265656,65.854265656,65.854265656,65.854265656,65.8542656555382,4,3
9105,17,4,1-17-2018-004-04,4,772.5394142,824.26143899,827.64760679,788.99966155,795.91246404,795.82568388,795.84211037,795.82628731,0,1567.2841901,774.39946578,818.43994378,795.84595165,795.85746064,795.93960205,795.76904834,748.42929166,848.35334353,846.15571534,795.85148413,796.17204489,795.80594062,795.75690071,795.84138966,740.362203,849.201007,799.03861157,792.89158306,795.80862715,795.75690071,795.9621138,795.93638397,795.851579157383,4,3
9108,20,3,1-20-2018-003-02,2,26.909577706,26.696363537,26.799358893,26.805735062,26.802546598,26.802546598,26.802546598,26.802546598,26.789347838,26.81575837,26.535935089,27.074569872,26.802546598,26.802546598,26.802546598,26.802546598,26.761650931,26.843567446,26.529554386,27.315159075,26.879770745,26.832528381,26.802546598,27.084161957,26.564998982,27.044380909,0,53.385833617,26.802546598,26.802546598,26.802546598,26.802546598,26.8025465982331,11,3
9110,15,2,1-15-2018-002-05,5,29.026186002,0,14.469911433,14.580093301,14.502548005,14.502605891,14.585523921,14.50936521,14.764020489,14.305459809,14.813564961,14.27101845,14.621907454,14.837915225,14.635793165,14.618488995,16.015673096,13.307594706,17.039759097,14.438448477,14.523642393,14.752287186,14.594935075,14.561023783,13.680976558,15.421940266,14.590359024,14.498861978,14.521308829,14.508275411,14.530473538,14.538086199,14.5245876549888,1,3
