CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
9013,27,1,1-27-2018-001-06,6,2,33,,,,,,,,,,,,,,,,,3,3,189.954094256336,3,3
8998,10,1,1-10-2018-001-06,6,1,22,,,,,,,,,,,,,,,,,2,2,314.290232732828,4,3
9016,13,2,1-13-2018-002-03,3,1,21,,,,,,,,,,,,,,,,,2,1,524.820237186376,7,3
9016,13,2,1-13-2018-002-03,3,1,23,,,,,,,,,,,,,,,,,2,3,524.820237186376,7,3
9013,27,1,1-27-2018-001-06,6,2,32,,,,,,,,,,,,,,,,,3,2,189.954094256336,3,3
9037,21,1,1-21-2018-001-09,9,1,13,,,,,,,,,,,,,,,,,1,3,181.309565214144,11,3
9003,32,2,1-32-2018-002-02,2,2,21,,,,,,,,,,,,,,,,,2,1,43.5271596696033,7,3
9003,32,2,1-32-2018-002-02,2,2,22,,,,,,,,,,,,,,,,,2,2,43.5271596696033,7,3
9003,32,2,1-32-2018-002-02,2,2,23,,,,,,,,,,,,,,,,,2,3,43.5271596696033,7,3
9003,32,2,1-32-2018-002-02,2,2,13,,,,,,,,,,,,,,,,,1,3,43.5271596696033,7,3
9020,16,1,1-16-2018-001-08,8,1,13,,,,,,,,,,,,,,,,,1,3,417.717624463348,5,3
9026,17,2,1-17-2018-002-07,7,2,13,,,,,,,,,,,,,,,,,1,3,2380.45933853927,4,3
9026,17,2,1-17-2018-002-07,7,2,21,,,,,,,,,,,,,,,,,2,1,2380.45933853927,4,3
9026,17,2,1-17-2018-002-07,7,2,23,,,,,,,,,,,,,,,,,2,3,2380.45933853927,4,3
9013,27,1,1-27-2018-001-06,6,1,22,,,,,,,,,,,,,,,,,2,2,189.954094256336,3,3
9020,16,1,1-16-2018-001-08,8,1,21,,,,,,,,,,,,,,,,,2,1,417.717624463348,5,3
9020,16,1,1-16-2018-001-08,8,1,22,,,,,,,,,,,,,,,,,2,2,417.717624463348,5,3
9020,16,1,1-16-2018-001-08,8,1,23,,,,,,,,,,,,,,,,,2,3,417.717624463348,5,3
9037,21,1,1-21-2018-001-09,9,1,21,,,,,,,,,,,,,,,,,2,1,181.309565214144,11,3
9046,12,1,1-12-2018-001-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1398.82882263809,9,3
9031,22,1,1-22-2018-001-08,8,1,21,,,,,,,,,,,,,,,,,2,1,50.6944581437454,12,3
9031,22,1,1-22-2018-001-08,8,1,23,,,,,,,,,,,,,,,,,2,3,50.6944581437454,12,3
9031,22,1,1-22-2018-001-08,8,1,22,,,,,,,,,,,,,,,,,2,2,50.6944581437454,12,3
9031,22,1,1-22-2018-001-08,8,2,13,,,,,,,,,,,,,,,,,1,3,50.6944581437454,12,3
9031,22,1,1-22-2018-001-08,8,2,23,,,,,,,,,,,,,,,,,2,3,50.6944581437454,12,3
9031,22,1,1-22-2018-001-08,8,2,22,,,,,,,,,,,,,,,,,2,2,50.6944581437454,12,3
9031,22,1,1-22-2018-001-08,8,2,21,,,,,,,,,,,,,,,,,2,1,50.6944581437454,12,3
9053,29,3,1-29-2018-003-04,4,1,13,,,,,,,,,,,,,,,,,1,3,1522.09400244442,2,3
9053,29,3,1-29-2018-003-04,4,1,21,,,,,,,,,,,,,,,,,2,1,1522.09400244442,2,3
9053,29,3,1-29-2018-003-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1522.09400244442,2,3
9053,29,3,1-29-2018-003-04,4,1,23,,,,,,,,,,,,,,,,,2,3,1522.09400244442,2,3
9070,23,4,1-23-2018-004-02,2,1,13,,,,,,,,,,,,,,,,,1,3,58.0100435530798,5,3
9070,23,4,1-23-2018-004-02,2,1,21,,,,,,,,,,,,,,,,,2,1,58.0100435530798,5,3
9070,23,4,1-23-2018-004-02,2,1,23,,,,,,,,,,,,,,,,,2,3,58.0100435530798,5,3
9070,23,4,1-23-2018-004-02,2,1,22,,,,,,,,,,,,,,,,,2,2,58.0100435530798,5,3
9016,13,2,1-13-2018-002-03,3,1,22,,,,,,,,,,,,,,,,,2,2,524.820237186376,7,3
9061,24,3,1-24-2018-003-07,7,1,13,,,,,,,,,,,,,,,,,1,3,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,1,21,,,,,,,,,,,,,,,,,2,1,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,1,22,,,,,,,,,,,,,,,,,2,2,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,1,23,,,,,,,,,,,,,,,,,2,3,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,2,13,,,,,,,,,,,,,,,,,1,3,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,2,21,,,,,,,,,,,,,,,,,2,1,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,2,22,,,,,,,,,,,,,,,,,2,2,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,2,23,,,,,,,,,,,,,,,,,2,3,483.50986625976,1,3
9102,12,2,1-12-2018-002-06,6,2,13,,,,,,,,,,,,,,,,,1,3,854.536929051275,9,3
9102,12,2,1-12-2018-002-06,6,2,21,,,,,,,,,,,,,,,,,2,1,854.536929051275,9,3
9102,12,2,1-12-2018-002-06,6,2,22,,,,,,,,,,,,,,,,,2,2,854.536929051275,9,3
9102,12,2,1-12-2018-002-06,6,2,23,,,,,,,,,,,,,,,,,2,3,854.536929051275,9,3
9073,52,1,1-52-2018-001-07,7,1,21,,,,,,,,,,,,,,,,,2,1,665.400787679964,12,3
9073,52,1,1-52-2018-001-07,7,1,13,,,,,,,,,,,,,,,,,1,3,665.400787679964,12,3
9073,52,1,1-52-2018-001-07,7,1,23,,,,,,,,,,,,,,,,,2,3,665.400787679964,12,3
9060,24,2,1-24-2018-002-07,7,2,21,,,,,,,,,,,,,,,,,2,1,483.509866304557,1,3
9060,24,2,1-24-2018-002-07,7,2,22,,,,,,,,,,,,,,,,,2,2,483.509866304557,1,3
9060,24,2,1-24-2018-002-07,7,2,13,,,,,,,,,,,,,,,,,1,3,483.509866304557,1,3
9060,24,2,1-24-2018-002-07,7,2,23,,,,,,,,,,,,,,,,,2,3,483.509866304557,1,3
9091,31,1,1-31-2018-001-10,10,1,13,,,,,,,,,,,,,,,,,1,3,1436.93974120355,6,3
9064,32,3,1-32-2018-003-06,6,1,13,,,,,,,,,,,,,,,,,1,3,937.80176202972,7,3
9100,21,2,1-21-2018-002-03,3,1,13,,,,,,,,,,,,,,,,,1,3,32.1040876242873,11,3
9100,21,2,1-21-2018-002-03,3,1,21,,,,,,,,,,,,,,,,,2,1,32.1040876242873,11,3
9100,21,2,1-21-2018-002-03,3,1,22,,,,,,,,,,,,,,,,,2,2,32.1040876242873,11,3
9100,21,2,1-21-2018-002-03,3,1,23,,,,,,,,,,,,,,,,,2,3,32.1040876242873,11,3
9101,30,2,1-30-2018-002-09,9,1,21,,,,,,,,,,,,,,,,,2,1,4959.89800959782,10,3
9101,30,2,1-30-2018-002-09,9,1,22,,,,,,,,,,,,,,,,,2,2,4959.89800959782,10,3
9057,20,2,1-20-2018-002-03,3,1,21,,,,,,,,,,,,,,,,,2,1,51.7058651638763,11,3
9057,20,2,1-20-2018-002-03,3,1,13,,,,,,,,,,,,,,,,,1,3,51.7058651638763,11,3
9057,20,2,1-20-2018-002-03,3,1,23,,,,,,,,,,,,,,,,,2,3,51.7058651638763,11,3
9108,20,3,1-20-2018-003-02,2,1,13,,,,,,,,,,,,,,,,,1,3,26.8025465982331,11,3
9069,23,3,1-23-2018-003-07,7,1,21,,,,,,,,,,,,,,,,,2,1,1021.0739204727,5,3
9069,23,3,1-23-2018-003-07,7,1,13,,,,,,,,,,,,,,,,,1,3,1021.0739204727,5,3
9069,23,3,1-23-2018-003-07,7,1,23,,,,,,,,,,,,,,,,,2,3,1021.0739204727,5,3
9072,26,1,1-26-2018-001-09,9,1,13,,,,,,,,,,,,,,,,,1,3,1100.63889571087,10,3
9116,28,3,1-28-2018-003-04,4,1,13,,,,,,,,,,,,,,,,,1,3,187.830872453985,3,3
9116,28,3,1-28-2018-003-04,4,1,21,,,,,,,,,,,,,,,,,2,1,187.830872453985,3,3
9116,28,3,1-28-2018-003-04,4,1,23,,,,,,,,,,,,,,,,,2,3,187.830872453985,3,3
9065,32,4,1-32-2018-004-06,6,2,23,,,,,,,,,,,,,,,,,2,3,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,2,31,,,,,,,,,,,,,,,,,3,1,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,2,32,,,,,,,,,,,,,,,,,3,2,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,2,33,,,,,,,,,,,,,,,,,3,3,937.80176202972,7,3
9117,66,1,1-66-2018-001-06,6,2,21,,,,,,,,,,,,,,,,,2,1,274.912120238182,6,3
9117,66,1,1-66-2018-001-06,6,2,22,,,,,,,,,,,,,,,,,2,2,274.912120238182,6,3
9117,66,1,1-66-2018-001-06,6,2,23,,,,,,,,,,,,,,,,,2,3,274.912120238182,6,3
9105,17,4,1-17-2018-004-04,4,1,21,,,,,,,,,,,,,,,,,2,1,795.851579157383,4,3
9105,17,4,1-17-2018-004-04,4,1,22,,,,,,,,,,,,,,,,,2,2,795.851579157383,4,3
9105,17,4,1-17-2018-004-04,4,1,23,,,,,,,,,,,,,,,,,2,3,795.851579157383,4,3
9105,17,4,1-17-2018-004-04,4,1,13,,,,,,,,,,,,,,,,,1,3,795.851579157383,4,3
9085,25,2,1-25-2018-002-03,3,2,13,,,,,,,,,,,,,,,,,1,3,647.794441782747,2,3
9085,25,2,1-25-2018-002-03,3,2,21,,,,,,,,,,,,,,,,,2,1,647.794441782747,2,3
9085,25,2,1-25-2018-002-03,3,2,23,,,,,,,,,,,,,,,,,2,3,647.794441782747,2,3
9065,32,4,1-32-2018-004-06,6,1,21,,,,,,,,,,,,,,,,,2,1,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,1,22,,,,,,,,,,,,,,,,,2,2,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,1,23,,,,,,,,,,,,,,,,,2,3,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,1,13,,,,,,,,,,,,,,,,,1,3,937.80176202972,7,3
9086,27,2,1-27-2018-002-09,9,2,22,,,,,,,,,,,,,,,,,2,2,564.418219068236,3,3
9086,27,2,1-27-2018-002-09,9,2,23,,,,,,,,,,,,,,,,,2,3,564.418219068236,3,3
9103,10,5,1-10-2018-005-04,4,1,21,,,,,,,,,,,,,,,,,2,1,142.249904142252,4,3
9103,10,5,1-10-2018-005-04,4,1,23,,,,,,,,,,,,,,,,,2,3,142.249904142252,4,3
9103,10,5,1-10-2018-005-04,4,1,22,,,,,,,,,,,,,,,,,2,2,142.249904142252,4,3
9005,59,1,1-59-2018-001-05,5,1,13,,,,,,,,,,,,,,,,,1,3,69.9352741302147,6,3
9012,19,2,1-19-2018-002-02,2,1,13,,,,,,,,,,,,,,,,,1,3,46.6814730229856,9,3
9012,19,2,1-19-2018-002-02,2,1,23,,,,,,,,,,,,,,,,,2,3,46.6814730229856,9,3
9012,19,2,1-19-2018-002-02,2,1,22,,,,,,,,,,,,,,,,,2,2,46.6814730229856,9,3
9012,19,2,1-19-2018-002-02,2,1,21,,,,,,,,,,,,,,,,,2,1,46.6814730229856,9,3
9104,17,3,1-17-2018-003-02,2,2,13,,,,,,,,,,,,,,,,,1,3,65.8542656555382,4,3
9104,17,3,1-17-2018-003-02,2,2,21,,,,,,,,,,,,,,,,,2,1,65.8542656555382,4,3
9104,17,3,1-17-2018-003-02,2,2,23,,,,,,,,,,,,,,,,,2,3,65.8542656555382,4,3
9012,19,2,1-19-2018-002-02,2,2,23,,,,,,,,,,,,,,,,,2,3,46.6814730229856,9,3
9012,19,2,1-19-2018-002-02,2,2,22,,,,,,,,,,,,,,,,,2,2,46.6814730229856,9,3
9132,24,5,1-24-2018-005-06,6,2,13,,,,,,,,,,,,,,,,,1,3,394.729484390776,1,3
9132,24,5,1-24-2018-005-06,6,2,21,,,,,,,,,,,,,,,,,2,1,394.729484390776,1,3
9132,24,5,1-24-2018-005-06,6,2,22,,,,,,,,,,,,,,,,,2,2,394.729484390776,1,3
9132,24,5,1-24-2018-005-06,6,2,23,,,,,,,,,,,,,,,,,2,3,394.729484390776,1,3
9078,16,2,1-16-2018-002-04,4,2,22,,,,,,,,,,,,,,,,,2,2,569.620178729296,5,3
9078,16,2,1-16-2018-002-04,4,2,21,,,,,,,,,,,,,,,,,2,1,569.620178729296,5,3
9078,16,2,1-16-2018-002-04,4,2,23,,,,,,,,,,,,,,,,,2,3,569.620178729296,5,3
9133,24,6,1-24-2018-006-09,9,1,21,,,,,,,,,,,,,,,,,2,1,1145.9784807475,1,3
9133,24,6,1-24-2018-006-09,9,1,23,,,,,,,,,,,,,,,,,2,3,1145.9784807475,1,3
9133,24,6,1-24-2018-006-09,9,1,31,,,,,,,,,,,,,,,,,3,1,1145.9784807475,1,3
9133,24,6,1-24-2018-006-09,9,1,33,,,,,,,,,,,,,,,,,3,3,1145.9784807475,1,3
9133,24,6,1-24-2018-006-09,9,1,32,,,,,,,,,,,,,,,,,3,2,1145.9784807475,1,3
9121,13,6,1-13-2018-006-10,10,1,13,,,,,,,,,,,,,,,,,1,3,13862.4226379394,7,3
9123,16,4,1-16-2018-004-07,7,2,13,,,,,,,,,,,,,,,,,1,3,764.334607453308,5,3
9123,16,4,1-16-2018-004-07,7,2,21,,,,,,,,,,,,,,,,,2,1,764.334607453308,5,3
9123,16,4,1-16-2018-004-07,7,2,22,,,,,,,,,,,,,,,,,2,2,764.334607453308,5,3
9123,16,4,1-16-2018-004-07,7,2,23,,,,,,,,,,,,,,,,,2,3,764.334607453308,5,3
9145,32,6,1-32-2018-006-08,8,1,21,,,,,,,,,,,,,,,,,2,1,133.013918892584,7,3
9145,32,6,1-32-2018-006-08,8,1,22,,,,,,,,,,,,,,,,,2,2,133.013918892584,7,3
9145,32,6,1-32-2018-006-08,8,1,23,,,,,,,,,,,,,,,,,2,3,133.013918892584,7,3
9145,32,6,1-32-2018-006-08,8,1,13,,,,,,,,,,,,,,,,,1,3,133.013918892584,7,3
9169,13,8,1-13-2018-008-03,3,1,22,,,,,,,,,,,,,,,,,2,2,1264.48978783552,7,3
9169,13,8,1-13-2018-008-03,3,2,13,,,,,,,,,,,,,,,,,1,3,1264.48978783552,7,3
9169,13,8,1-13-2018-008-03,3,2,23,,,,,,,,,,,,,,,,,2,3,1264.48978783552,7,3
9169,13,8,1-13-2018-008-03,3,2,22,,,,,,,,,,,,,,,,,2,2,1264.48978783552,7,3
9169,13,8,1-13-2018-008-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1264.48978783552,7,3
9134,23,5,1-23-2018-005-04,4,1,13,,,,,,,,,,,,,,,,,1,3,1294.75890194952,5,3
9134,23,5,1-23-2018-005-04,4,1,21,,,,,,,,,,,,,,,,,2,1,1294.75890194952,5,3
9134,23,5,1-23-2018-005-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1294.75890194952,5,3
9134,23,5,1-23-2018-005-04,4,1,23,,,,,,,,,,,,,,,,,2,3,1294.75890194952,5,3
9176,21,4,1-21-2018-004-04,4,1,13,,,,,,,,,,,,,,,,,1,3,228.278854083642,11,3
9176,21,4,1-21-2018-004-04,4,1,21,,,,,,,,,,,,,,,,,2,1,228.278854083642,11,3
9176,21,4,1-21-2018-004-04,4,1,22,,,,,,,,,,,,,,,,,2,2,228.278854083642,11,3
9176,21,4,1-21-2018-004-04,4,1,23,,,,,,,,,,,,,,,,,2,3,228.278854083642,11,3
9110,15,2,1-15-2018-002-05,5,2,21,,,,,,,,,,,,,,,,,2,1,14.5245876549888,1,3
9110,15,2,1-15-2018-002-05,5,2,22,,,,,,,,,,,,,,,,,2,2,14.5245876549888,1,3
9110,15,2,1-15-2018-002-05,5,2,23,,,,,,,,,,,,,,,,,2,3,14.5245876549888,1,3
9108,20,3,1-20-2018-003-02,2,2,21,,,,,,,,,,,,,,,,,2,1,26.8025465982331,11,3
9108,20,3,1-20-2018-003-02,2,2,23,,,,,,,,,,,,,,,,,2,3,26.8025465982331,11,3
9138,52,2,1-52-2018-002-07,7,1,21,,,,,,,,,,,,,,,,,2,1,562.963511185206,12,3
9138,52,2,1-52-2018-002-07,7,1,13,,,,,,,,,,,,,,,,,1,3,562.963511185206,12,3
9138,52,2,1-52-2018-002-07,7,1,23,,,,,,,,,,,,,,,,,2,3,562.963511185206,12,3
9169,13,8,1-13-2018-008-03,3,1,31,,,,,,,,,,,,,,,,,3,1,1264.48978783552,7,3
9067,28,2,1-28-2018-002-04,4,1,13,,,,,,,,,,,,,,,,,1,3,187.830872453985,3,3
9067,28,2,1-28-2018-002-04,4,1,23,,,,,,,,,,,,,,,,,2,3,187.830872453985,3,3
9131,24,4,1-24-2018-004-09,9,2,22,,,,,,,,,,,,,,,,,2,2,1145.97848108922,1,3
9136,23,7,1-23-2018-007-05,5,1,21,,,,,,,,,,,,,,,,,2,1,50.4532248975682,5,3
9136,23,7,1-23-2018-007-05,5,1,22,,,,,,,,,,,,,,,,,2,2,50.4532248975682,5,3
9136,23,7,1-23-2018-007-05,5,1,23,,,,,,,,,,,,,,,,,2,3,50.4532248975682,5,3
9164,27,3,1-27-2018-003-04,4,1,21,,,,,,,,,,,,,,,,,2,1,480.19185456428,3,3
9164,27,3,1-27-2018-003-04,4,1,13,,,,,,,,,,,,,,,,,1,3,480.19185456428,3,3
9164,27,3,1-27-2018-003-04,4,1,23,,,,,,,,,,,,,,,,,2,3,480.19185456428,3,3
9078,16,2,1-16-2018-002-04,4,1,21,,,,,,,,,,,,,,,,,2,1,569.620178729296,5,3
9078,16,2,1-16-2018-002-04,4,1,13,,,,,,,,,,,,,,,,,1,3,569.620178729296,5,3
9078,16,2,1-16-2018-002-04,4,1,23,,,,,,,,,,,,,,,,,2,3,569.620178729296,5,3
9136,23,7,1-23-2018-007-05,5,1,13,,,,,,,,,,,,,,,,,1,3,50.4532248975682,5,3
9164,27,3,1-27-2018-003-04,4,1,22,,,,,,,,,,,,,,,,,2,2,480.19185456428,3,3
9122,59,4,1-59-2018-004-03,3,3,13,,,,,,,,,,,,,,,,,1,3,79.542999788287,6,3
9148,26,2,1-26-2018-002-03,3,2,21,,,,,,,,,,,,,,,,,2,1,126.794856045418,10,3
9148,26,2,1-26-2018-002-03,3,2,13,,,,,,,,,,,,,,,,,1,3,126.794856045418,10,3
9148,26,2,1-26-2018-002-03,3,2,23,,,,,,,,,,,,,,,,,2,3,126.794856045418,10,3
9161,17,7,1-17-2018-007-07,7,1,32,,,,,,,,,,,,,,,,,3,2,961.21043381497,4,3
9113,20,4,1-20-2018-004-03,3,1,13,,,,,,,,,,,,,,,,,1,3,309.958434075375,11,3
9113,20,4,1-20-2018-004-03,3,1,21,,,,,,,,,,,,,,,,,2,1,309.958434075375,11,3
9113,20,4,1-20-2018-004-03,3,1,23,,,,,,,,,,,,,,,,,2,3,309.958434075375,11,3
9007,25,1,1-25-2018-001-03,3,1,13,,,,,,,,,,,,,,,,,1,3,1524.04314541984,2,3
9007,25,1,1-25-2018-001-03,3,1,21,,,,,,,,,,,,,,,,,2,1,1524.04314541984,2,3
9007,25,1,1-25-2018-001-03,3,1,22,,,,,,,,,,,,,,,,,2,2,1524.04314541984,2,3
9007,25,1,1-25-2018-001-03,3,1,23,,,,,,,,,,,,,,,,,2,3,1524.04314541984,2,3
9150,26,4,1-26-2018-004-05,5,1,21,,,,,,,,,,,,,,,,,2,1,21.7452889756947,10,3
9150,26,4,1-26-2018-004-05,5,1,13,,,,,,,,,,,,,,,,,1,3,21.7452889756947,10,3
9150,26,4,1-26-2018-004-05,5,1,23,,,,,,,,,,,,,,,,,2,3,21.7452889756947,10,3
9083,19,4,1-19-2018-004-05,5,1,13,,,,,,,,,,,,,,,,,1,3,54.7319534917023,9,3
9083,19,4,1-19-2018-004-05,5,1,23,,,,,,,,,,,,,,,,,2,3,54.7319534917023,9,3
9083,19,4,1-19-2018-004-05,5,1,21,,,,,,,,,,,,,,,,,2,1,54.7319534917023,9,3
9083,19,4,1-19-2018-004-05,5,2,13,,,,,,,,,,,,,,,,,1,3,54.7319534917023,9,3
9083,19,4,1-19-2018-004-05,5,2,23,,,,,,,,,,,,,,,,,2,3,54.7319534917023,9,3
9083,19,4,1-19-2018-004-05,5,2,22,,,,,,,,,,,,,,,,,2,2,54.7319534917023,9,3
9083,19,4,1-19-2018-004-05,5,2,21,,,,,,,,,,,,,,,,,2,1,54.7319534917023,9,3
9104,17,3,1-17-2018-003-02,2,1,21,,,,,,,,,,,,,,,,,2,1,65.8542656555382,4,3
9104,17,3,1-17-2018-003-02,2,1,23,,,,,,,,,,,,,,,,,2,3,65.8542656555382,4,3
9144,32,5,1-32-2018-005-07,7,1,22,,,,,,,,,,,,,,,,,2,2,1172.4360813216,7,3
9144,32,5,1-32-2018-005-07,7,1,23,,,,,,,,,,,,,,,,,2,3,1172.4360813216,7,3
9144,32,5,1-32-2018-005-07,7,1,21,,,,,,,,,,,,,,,,,2,1,1172.4360813216,7,3
9144,32,5,1-32-2018-005-07,7,1,13,,,,,,,,,,,,,,,,,1,3,1172.4360813216,7,3
9193,21,5,1-21-2018-005-06,6,1,13,,,,,,,,,,,,,,,,,1,3,101.818628034423,11,3
9177,33,4,1-33-2018-004-08,8,2,21,,,,,,,,,,,,,,,,,2,1,40.2880494251112,12,3
9177,33,4,1-33-2018-004-08,8,2,23,,,,,,,,,,,,,,,,,2,3,40.2880494251112,12,3
9178,33,5,1-33-2018-005-06,6,1,13,,,,,,,,,,,,,,,,,1,3,63.7400889318934,12,3
9135,23,6,1-23-2018-006-03,3,1,13,,,,,,,,,,,,,,,,,1,3,425.181109960956,5,3
9135,23,6,1-23-2018-006-03,3,1,23,,,,,,,,,,,,,,,,,2,3,425.181109960956,5,3
9135,23,6,1-23-2018-006-03,3,1,22,,,,,,,,,,,,,,,,,2,2,425.181109960956,5,3
9135,23,6,1-23-2018-006-03,3,1,21,,,,,,,,,,,,,,,,,2,1,425.181109960956,5,3
9182,30,4,1-30-2018-004-02,2,1,13,,,,,,,,,,,,,,,,,1,3,70.4513899391211,10,3
9182,30,4,1-30-2018-004-02,2,1,21,,,,,,,,,,,,,,,,,2,1,70.4513899391211,10,3
