CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEATLOC,SEATTYPE,ORIENTATION,TRACK,PERFORMANCE,INTRESTRAINT,HEADRESTYPE,HEADRESTDAM,HEADRESTACT,ROLLPROTECTION,BELTAVAILINSP,BELTUSEINSP,BELTMALFUNCTIONINSP,BELTANCHORINSP,BELTPRETENSIONINSP,BELTPOSDEVPRESINSP,BELTGUIDEINSP,SEATROW,LOCATION,CASEWGT,PSUSTRAT,VERSION
10747,11,11,1-11-2018-011-02,2,1,23,,,,,,,,,,,,,,,,,2,3,119.13000401553,8,3
10747,11,11,1-11-2018-011-02,2,2,13,,,,,,,,,,,,,,,,,1,3,119.13000401553,8,3
10747,11,11,1-11-2018-011-02,2,2,21,,,,,,,,,,,,,,,,,2,1,119.13000401553,8,3
10747,11,11,1-11-2018-011-02,2,2,22,,,,,,,,,,,,,,,,,2,2,119.13000401553,8,3
10747,11,11,1-11-2018-011-02,2,2,23,,,,,,,,,,,,,,,,,2,3,119.13000401553,8,3
10782,31,37,1-31-2018-037-06,6,2,21,,,,,,,,,,,,,,,,,2,1,1045.50387879407,6,3
10782,31,37,1-31-2018-037-06,6,2,13,,,,,,,,,,,,,,,,,1,3,1045.50387879407,6,3
10782,31,37,1-31-2018-037-06,6,2,23,,,,,,,,,,,,,,,,,2,3,1045.50387879407,6,3
10626,27,37,1-27-2018-037-06,6,2,22,,,,,,,,,,,,,,,,,2,2,81.3236839973224,3,3
10626,27,37,1-27-2018-037-06,6,2,32,,,,,,,,,,,,,,,,,3,2,81.3236839973224,3,3
10508,10,36,1-10-2018-036-08,8,1,21,,,,,,,,,,,,,,,,,2,1,137.247517695636,4,3
10508,10,36,1-10-2018-036-08,8,1,22,,,,,,,,,,,,,,,,,2,2,137.247517695636,4,3
10508,10,36,1-10-2018-036-08,8,1,23,,,,,,,,,,,,,,,,,2,3,137.247517695636,4,3
10761,25,33,1-25-2018-033-07,7,1,13,,,,,,,,,,,,,,,,,1,3,734.634281248555,2,3
10761,25,33,1-25-2018-033-07,7,1,21,,,,,,,,,,,,,,,,,2,1,734.634281248555,2,3
10761,25,33,1-25-2018-033-07,7,1,23,,,,,,,,,,,,,,,,,2,3,734.634281248555,2,3
10761,25,33,1-25-2018-033-07,7,1,22,,,,,,,,,,,,,,,,,2,2,734.634281248555,2,3
10559,16,71,1-16-2018-071-02,2,2,13,,,,,,,,,,,,,,,,,1,3,30.2605400482505,5,3
10559,16,71,1-16-2018-071-02,2,2,21,,,,,,,,,,,,,,,,,2,1,30.2605400482505,5,3
10559,16,71,1-16-2018-071-02,2,2,22,,,,,,,,,,,,,,,,,2,2,30.2605400482505,5,3
10559,16,71,1-16-2018-071-02,2,2,23,,,,,,,,,,,,,,,,,2,3,30.2605400482505,5,3
10802,26,78,1-26-2018-078-09,9,1,22,,,,,,,,,,,,,,,,,2,2,3203.76526086267,10,3
10802,26,78,1-26-2018-078-09,9,1,31,,,,,,,,,,,,,,,,,3,1,3203.76526086267,10,3
10802,26,78,1-26-2018-078-09,9,1,32,,,,,,,,,,,,,,,,,3,2,3203.76526086267,10,3
10802,26,78,1-26-2018-078-09,9,1,33,,,,,,,,,,,,,,,,,3,3,3203.76526086267,10,3
10503,14,32,1-14-2018-032-05,5,1,22,,,,,,,,,,,,,,,,,2,2,569.96703965737,8,3
10505,15,69,1-15-2018-069-02,2,1,13,,,,,,,,,,,,,,,,,1,3,21.2344553839877,1,3
10505,15,69,1-15-2018-069-02,2,1,21,,,,,,,,,,,,,,,,,2,1,21.2344553839877,1,3
10505,15,69,1-15-2018-069-02,2,1,23,,,,,,,,,,,,,,,,,2,3,21.2344553839877,1,3
10559,16,71,1-16-2018-071-02,2,1,21,,,,,,,,,,,,,,,,,2,1,30.2605400482505,5,3
10559,16,71,1-16-2018-071-02,2,1,22,,,,,,,,,,,,,,,,,2,2,30.2605400482505,5,3
10559,16,71,1-16-2018-071-02,2,1,23,,,,,,,,,,,,,,,,,2,3,30.2605400482505,5,3
10668,24,46,1-24-2018-046-07,7,1,13,,,,,,,,,,,,,,,,,1,3,1194.20299325449,1,3
10668,24,46,1-24-2018-046-07,7,1,21,,,,,,,,,,,,,,,,,2,1,1194.20299325449,1,3
10668,24,46,1-24-2018-046-07,7,1,22,,,,,,,,,,,,,,,,,2,2,1194.20299325449,1,3
10668,24,46,1-24-2018-046-07,7,1,23,,,,,,,,,,,,,,,,,2,3,1194.20299325449,1,3
10505,15,69,1-15-2018-069-02,2,2,13,,,,,,,,,,,,,,,,,1,3,21.2344553839877,1,3
10505,15,69,1-15-2018-069-02,2,2,21,,,,,,,,,,,,,,,,,2,1,21.2344553839877,1,3
10505,15,69,1-15-2018-069-02,2,2,22,,,,,,,,,,,,,,,,,2,2,21.2344553839877,1,3
10505,15,69,1-15-2018-069-02,2,2,23,,,,,,,,,,,,,,,,,2,3,21.2344553839877,1,3
10776,29,40,1-29-2018-040-09,9,1,22,,,,,,,,,,,,,,,,,2,2,608.069203540474,2,3
10515,59,40,1-59-2018-040-05,5,2,12,,,,,,,,,,,,,,,,,1,2,62.0292182713193,6,3
10600,30,44,1-30-2018-044-01,1,1,13,,,,,,,,,,,,,,,,,1,3,175.806618964903,10,3
10732,12,40,1-12-2018-040-04,4,1,22,,,,,,,,,,,,,,,,,2,2,365.138001280497,9,3
10623,32,81,1-32-2018-081-06,6,1,22,,,,,,,,,,,,,,,,,2,2,1980.427356336,7,3
10624,32,82,1-32-2018-082-06,6,1,22,,,,,,,,,,,,,,,,,2,2,1980.42735635333,7,3
10651,33,59,1-33-2018-059-02,2,1,22,,,,,,,,,,,,,,,,,2,2,23.7983979496905,12,3
10763,16,79,1-16-2018-079-05,5,2,13,,,,,,,,,,,,,,,,,1,3,23.8007164397398,5,3
10763,16,79,1-16-2018-079-05,5,2,21,,,,,,,,,,,,,,,,,2,1,23.8007164397398,5,3
10763,16,79,1-16-2018-079-05,5,2,22,,,,,,,,,,,,,,,,,2,2,23.8007164397398,5,3
10763,16,79,1-16-2018-079-05,5,2,23,,,,,,,,,,,,,,,,,2,3,23.8007164397398,5,3
10792,17,80,1-17-2018-080-06,6,1,21,,,,,,,,,,,,,,,,,2,1,244.73933834392,4,3
10792,17,80,1-17-2018-080-06,6,1,23,,,,,,,,,,,,,,,,,2,3,244.73933834392,4,3
10831,24,51,1-24-2018-051-09,9,1,23,,,,,,,,,,,,,,,,,2,3,1789.33131941742,1,3
10831,24,51,1-24-2018-051-09,9,1,22,,,,,,,,,,,,,,,,,2,2,1789.33131941742,1,3
10850,76,11,1-76-2018-011-03,3,1,13,,,,,,,,,,,,,,,,,1,3,933.468703956292,3,3
10850,76,11,1-76-2018-011-03,3,1,21,,,,,,,,,,,,,,,,,2,1,933.468703956292,3,3
10850,76,11,1-76-2018-011-03,3,1,22,,,,,,,,,,,,,,,,,2,2,933.468703956292,3,3
10850,76,11,1-76-2018-011-03,3,1,23,,,,,,,,,,,,,,,,,2,3,933.468703956292,3,3
10839,23,78,1-23-2018-078-07,7,2,23,,,,,,,,,,,,,,,,,2,3,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,2,21,,,,,,,,,,,,,,,,,2,1,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,2,31,,,,,,,,,,,,,,,,,3,1,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,2,32,,,,,,,,,,,,,,,,,3,2,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,1,13,,,,,,,,,,,,,,,,,1,3,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,1,21,,,,,,,,,,,,,,,,,2,1,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,1,22,,,,,,,,,,,,,,,,,2,2,687.210464720277,5,3
10839,23,78,1-23-2018-078-07,7,1,23,,,,,,,,,,,,,,,,,2,3,687.210464720277,5,3
10840,23,79,1-23-2018-079-09,9,1,13,,,,,,,,,,,,,,,,,1,3,605.141644929221,5,3
10840,23,79,1-23-2018-079-09,9,1,21,,,,,,,,,,,,,,,,,2,1,605.141644929221,5,3
10840,23,79,1-23-2018-079-09,9,1,22,,,,,,,,,,,,,,,,,2,2,605.141644929221,5,3
10840,23,79,1-23-2018-079-09,9,1,23,,,,,,,,,,,,,,,,,2,3,605.141644929221,5,3
10589,17,72,1-17-2018-072-10,10,1,21,,,,,,,,,,,,,,,,,2,1,4000.24894282422,4,3
10589,17,72,1-17-2018-072-10,10,1,22,,,,,,,,,,,,,,,,,2,2,4000.24894282422,4,3
10589,17,72,1-17-2018-072-10,10,1,23,,,,,,,,,,,,,,,,,2,3,4000.24894282422,4,3
10782,31,37,1-31-2018-037-06,6,2,22,,,,,,,,,,,,,,,,,2,2,1045.50387879407,6,3
10585,15,73,1-15-2018-073-03,3,1,13,,,,,,,,,,,,,,,,,1,3,242.922331988394,1,3
10585,15,73,1-15-2018-073-03,3,1,23,,,,,,,,,,,,,,,,,2,3,242.922331988394,1,3
10585,15,73,1-15-2018-073-03,3,1,21,,,,,,,,,,,,,,,,,2,1,242.922331988394,1,3
10652,33,60,1-33-2018-060-07,7,2,22,,,,,,,,,,,,,,,,,2,2,403.120905358811,12,3
10652,33,60,1-33-2018-060-07,7,2,21,,,,,,,,,,,,,,,,,2,1,403.120905358811,12,3
10652,33,60,1-33-2018-060-07,7,2,23,,,,,,,,,,,,,,,,,2,3,403.120905358811,12,3
10635,10,39,1-10-2018-039-09,9,1,21,,,,,,,,,,,,,,,,,2,1,355.049808212019,4,3
10635,10,39,1-10-2018-039-09,9,1,22,,,,,,,,,,,,,,,,,2,2,355.049808212019,4,3
10635,10,39,1-10-2018-039-09,9,1,23,,,,,,,,,,,,,,,,,2,3,355.049808212019,4,3
10600,30,44,1-30-2018-044-01,1,1,21,,,,,,,,,,,,,,,,,2,1,175.806618964903,10,3
10600,30,44,1-30-2018-044-01,1,1,22,,,,,,,,,,,,,,,,,2,2,175.806618964903,10,3
10600,30,44,1-30-2018-044-01,1,1,23,,,,,,,,,,,,,,,,,2,3,175.806618964903,10,3
9169,13,8,1-13-2018-008-03,3,1,32,,,,,,,,,,,,,,,,,3,2,1264.48978783552,7,3
10851,52,39,1-52-2018-039-04,4,2,21,,,,,,,,,,,,,,,,,2,1,689.205212792739,12,3
10851,52,39,1-52-2018-039-04,4,2,13,,,,,,,,,,,,,,,,,1,3,689.205212792739,12,3
10851,52,39,1-52-2018-039-04,4,2,23,,,,,,,,,,,,,,,,,2,3,689.205212792739,12,3
10851,52,39,1-52-2018-039-04,4,2,22,,,,,,,,,,,,,,,,,2,2,689.205212792739,12,3
10803,26,79,1-26-2018-079-07,7,2,13,,,,,,,,,,,,,,,,,1,3,3029.51460703936,10,3
10803,26,79,1-26-2018-079-07,7,2,23,,,,,,,,,,,,,,,,,2,3,3029.51460703936,10,3
10801,26,77,1-26-2018-077-02,2,1,21,,,,,,,,,,,,,,,,,2,1,34.2065305051895,10,3
10801,26,77,1-26-2018-077-02,2,1,13,,,,,,,,,,,,,,,,,1,3,34.2065305051895,10,3
10801,26,77,1-26-2018-077-02,2,1,23,,,,,,,,,,,,,,,,,2,3,34.2065305051895,10,3
10832,24,52,1-24-2018-052-03,3,2,21,,,,,,,,,,,,,,,,,2,1,526.217514819574,1,3
10832,24,52,1-24-2018-052-03,3,2,23,,,,,,,,,,,,,,,,,2,3,526.217514819574,1,3
10832,24,52,1-24-2018-052-03,3,2,22,,,,,,,,,,,,,,,,,2,2,526.217514819574,1,3
10846,32,94,1-32-2018-094-03,3,1,21,,,,,,,,,,,,,,,,,2,1,1520.86127678609,7,3
10846,32,94,1-32-2018-094-03,3,1,22,,,,,,,,,,,,,,,,,2,2,1520.86127678609,7,3
10846,32,94,1-32-2018-094-03,3,1,23,,,,,,,,,,,,,,,,,2,3,1520.86127678609,7,3
10846,32,94,1-32-2018-094-03,3,1,13,,,,,,,,,,,,,,,,,1,3,1520.86127678609,7,3
10832,24,52,1-24-2018-052-03,3,1,13,,,,,,,,,,,,,,,,,1,3,526.217514819574,1,3
10577,25,30,1-25-2018-030-09,9,1,22,,,,,,,,,,,,,,,,,2,2,3459.40722847,2,3
10577,25,30,1-25-2018-030-09,9,1,23,,,,,,,,,,,,,,,,,2,3,3459.40722847,2,3
10577,25,30,1-25-2018-030-09,9,1,21,,,,,,,,,,,,,,,,,2,1,3459.40722847,2,3
10577,25,30,1-25-2018-030-09,9,1,13,,,,,,,,,,,,,,,,,1,3,3459.40722847,2,3
10853,27,42,1-27-2018-042-03,3,1,22,,,,,,,,,,,,,,,,,2,2,203.94643813602,3,3
10593,14,34,1-14-2018-034-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1970.55622329544,8,3
10593,14,34,1-14-2018-034-03,3,2,13,,,,,,,,,,,,,,,,,1,3,1970.55622329544,8,3
10593,14,34,1-14-2018-034-03,3,2,23,,,,,,,,,,,,,,,,,2,3,1970.55622329544,8,3
10853,27,42,1-27-2018-042-03,3,1,23,,,,,,,,,,,,,,,,,2,3,203.94643813602,3,3
10592,14,33,1-14-2018-033-03,3,2,21,,,,,,,,,,,,,,,,,2,1,1970.55622329544,8,3
10738,10,43,1-10-2018-043-03,3,2,21,,,,,,,,,,,,,,,,,2,1,38.0931587545092,4,3
10738,10,43,1-10-2018-043-03,3,2,22,,,,,,,,,,,,,,,,,2,2,38.0931587545092,4,3
10738,10,43,1-10-2018-043-03,3,2,23,,,,,,,,,,,,,,,,,2,3,38.0931587545092,4,3
10586,15,74,1-15-2018-074-06,6,2,13,,,,,,,,,,,,,,,,,1,3,322.432299248375,1,3
10586,15,74,1-15-2018-074-06,6,2,21,,,,,,,,,,,,,,,,,2,1,322.432299248375,1,3
10586,15,74,1-15-2018-074-06,6,2,22,,,,,,,,,,,,,,,,,2,2,322.432299248375,1,3
10627,27,38,1-27-2018-038-09,9,1,22,,,,,,,,,,,,,,,,,2,2,272.134781861643,3,3
10815,20,95,1-20-2018-095-09,9,1,21,,,,,,,,,,,,,,,,,2,1,637.250901794503,11,3
10791,14,41,1-14-2018-041-02,2,3,13,,,,,,,,,,,,,,,,,1,3,186.332816064419,8,3
10873,73,4,1-73-2018-004-04,4,2,21,,,,,,,,,,,,,,,,,2,1,103.418243432332,3,3
10873,73,4,1-73-2018-004-04,4,2,13,,,,,,,,,,,,,,,,,1,3,103.418243432332,3,3
10873,73,4,1-73-2018-004-04,4,2,23,,,,,,,,,,,,,,,,,2,3,103.418243432332,3,3
10871,26,81,1-26-2018-081-07,7,1,21,,,,,,,,,,,,,,,,,2,1,1572.36367610586,10,3
10871,26,81,1-26-2018-081-07,7,1,13,,,,,,,,,,,,,,,,,1,3,1572.36367610586,10,3
10871,26,81,1-26-2018-081-07,7,1,23,,,,,,,,,,,,,,,,,2,3,1572.36367610586,10,3
10865,17,84,1-17-2018-084-01,1,1,21,,,,,,,,,,,,,,,,,2,1,75.2309515085863,4,3
10865,17,84,1-17-2018-084-01,1,1,23,,,,,,,,,,,,,,,,,2,3,75.2309515085863,4,3
10838,23,77,1-23-2018-077-06,6,1,13,,,,,,,,,,,,,,,,,1,3,222.463464356057,5,3
10784,59,47,1-59-2018-047-05,5,2,21,,,,,,,,,,,,,,,,,2,1,165.497299436734,6,3
10784,59,47,1-59-2018-047-05,5,2,13,,,,,,,,,,,,,,,,,1,3,165.497299436734,6,3
10784,59,47,1-59-2018-047-05,5,2,23,,,,,,,,,,,,,,,,,2,3,165.497299436734,6,3
10863,12,43,1-12-2018-043-04,4,2,21,,,,,,,,,,,,,,,,,2,1,1221.32823466096,9,3
10863,12,43,1-12-2018-043-04,4,2,13,,,,,,,,,,,,,,,,,1,3,1221.32823466096,9,3
10863,12,43,1-12-2018-043-04,4,2,23,,,,,,,,,,,,,,,,,2,3,1221.32823466096,9,3
10658,26,70,1-26-2018-070-05,5,2,22,,,,,,,,,,,,,,,,,2,2,66.8888393357944,10,3
10863,12,43,1-12-2018-043-04,4,1,21,,,,,,,,,,,,,,,,,2,1,1221.32823466096,9,3
10863,12,43,1-12-2018-043-04,4,1,13,,,,,,,,,,,,,,,,,1,3,1221.32823466096,9,3
10863,12,43,1-12-2018-043-04,4,1,23,,,,,,,,,,,,,,,,,2,3,1221.32823466096,9,3
10537,19,60,1-19-2018-060-03,3,1,13,,,,,,,,,,,,,,,,,1,3,61.3044553608765,9,3
10537,19,60,1-19-2018-060-03,3,1,23,,,,,,,,,,,,,,,,,2,3,61.3044553608765,9,3
10537,19,60,1-19-2018-060-03,3,1,22,,,,,,,,,,,,,,,,,2,2,61.3044553608765,9,3
10537,19,60,1-19-2018-060-03,3,1,21,,,,,,,,,,,,,,,,,2,1,61.3044553608765,9,3
10862,12,42,1-12-2018-042-03,3,2,22,,,,,,,,,,,,,,,,,2,2,392.273493218768,9,3
10537,19,60,1-19-2018-060-03,3,2,23,,,,,,,,,,,,,,,,,2,3,61.3044553608765,9,3
10537,19,60,1-19-2018-060-03,3,2,22,,,,,,,,,,,,,,,,,2,2,61.3044553608765,9,3
10537,19,60,1-19-2018-060-03,3,2,21,,,,,,,,,,,,,,,,,2,1,61.3044553608765,9,3
10843,11,15,1-11-2018-015-03,3,1,13,,,,,,,,,,,,,,,,,1,3,587.146698047445,8,3
10843,11,15,1-11-2018-015-03,3,1,21,,,,,,,,,,,,,,,,,2,1,587.146698047445,8,3
10843,11,15,1-11-2018-015-03,3,1,23,,,,,,,,,,,,,,,,,2,3,587.146698047445,8,3
10843,11,15,1-11-2018-015-03,3,1,22,,,,,,,,,,,,,,,,,2,2,587.146698047445,8,3
10862,12,42,1-12-2018-042-03,3,2,21,,,,,,,,,,,,,,,,,2,1,392.273493218768,9,3
10862,12,42,1-12-2018-042-03,3,2,23,,,,,,,,,,,,,,,,,2,3,392.273493218768,9,3
10769,10,45,1-10-2018-045-09,9,1,22,,,,,,,,,,,,,,,,,2,2,188.586093158534,4,3
10769,10,45,1-10-2018-045-09,9,1,21,,,,,,,,,,,,,,,,,2,1,188.586093158534,4,3
10769,10,45,1-10-2018-045-09,9,1,23,,,,,,,,,,,,,,,,,2,3,188.586093158534,4,3
10867,29,41,1-29-2018-041-06,6,1,13,,,,,,,,,,,,,,,,,1,3,133.986325322978,2,3
10867,29,41,1-29-2018-041-06,6,1,21,,,,,,,,,,,,,,,,,2,1,133.986325322978,2,3
10867,29,41,1-29-2018-041-06,6,1,22,,,,,,,,,,,,,,,,,2,2,133.986325322978,2,3
10867,29,41,1-29-2018-041-06,6,1,23,,,,,,,,,,,,,,,,,2,3,133.986325322978,2,3
10860,19,75,1-19-2018-075-08,8,1,13,,,,,,,,,,,,,,,,,1,3,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,1,23,,,,,,,,,,,,,,,,,2,3,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,1,22,,,,,,,,,,,,,,,,,2,2,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,1,21,,,,,,,,,,,,,,,,,2,1,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,13,,,,,,,,,,,,,,,,,1,3,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,23,,,,,,,,,,,,,,,,,2,3,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,22,,,,,,,,,,,,,,,,,2,2,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,21,,,,,,,,,,,,,,,,,2,1,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,31,,,,,,,,,,,,,,,,,3,1,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,33,,,,,,,,,,,,,,,,,3,3,288.327778117562,9,3
10865,17,84,1-17-2018-084-01,1,2,13,,,,,,,,,,,,,,,,,1,3,75.2309515085863,4,3
10864,17,83,1-17-2018-083-06,6,2,13,,,,,,,,,,,,,,,,,1,3,374.647755477832,4,3
10875,31,39,1-31-2018-039-04,4,1,21,,,,,,,,,,,,,,,,,2,1,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,1,31,,,,,,,,,,,,,,,,,3,1,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,1,13,,,,,,,,,,,,,,,,,1,3,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,1,23,,,,,,,,,,,,,,,,,2,3,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,1,33,,,,,,,,,,,,,,,,,3,3,341.042851992492,6,3
10753,23,76,1-23-2018-076-03,3,1,13,,,,,,,,,,,,,,,,,1,3,211.674024219309,5,3
10753,23,76,1-23-2018-076-03,3,1,21,,,,,,,,,,,,,,,,,2,1,211.674024219309,5,3
10753,23,76,1-23-2018-076-03,3,1,22,,,,,,,,,,,,,,,,,2,2,211.674024219309,5,3
10753,23,76,1-23-2018-076-03,3,1,23,,,,,,,,,,,,,,,,,2,3,211.674024219309,5,3
10730,24,47,1-24-2018-047-03,3,1,21,,,,,,,,,,,,,,,,,2,1,371.398656172598,1,3
10730,24,47,1-24-2018-047-03,3,1,22,,,,,,,,,,,,,,,,,2,2,371.398656172598,1,3
10875,31,39,1-31-2018-039-04,4,1,22,,,,,,,,,,,,,,,,,2,2,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,1,32,,,,,,,,,,,,,,,,,3,2,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,2,22,,,,,,,,,,,,,,,,,2,2,341.042851992492,6,3
10866,17,85,1-17-2018-085-05,5,1,21,,,,,,,,,,,,,,,,,2,1,49.8202110566132,4,3
10866,17,85,1-17-2018-085-05,5,1,23,,,,,,,,,,,,,,,,,2,3,49.8202110566132,4,3
10864,17,83,1-17-2018-083-06,6,1,21,,,,,,,,,,,,,,,,,2,1,374.647755477832,4,3
10864,17,83,1-17-2018-083-06,6,1,13,,,,,,,,,,,,,,,,,1,3,374.647755477832,4,3
10864,17,83,1-17-2018-083-06,6,1,23,,,,,,,,,,,,,,,,,2,3,374.647755477832,4,3
10875,31,39,1-31-2018-039-04,4,2,21,,,,,,,,,,,,,,,,,2,1,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,2,13,,,,,,,,,,,,,,,,,1,3,341.042851992492,6,3
10875,31,39,1-31-2018-039-04,4,2,23,,,,,,,,,,,,,,,,,2,3,341.042851992492,6,3
10872,26,82,1-26-2018-082-06,6,1,21,,,,,,,,,,,,,,,,,2,1,521.997708027027,10,3
10872,26,82,1-26-2018-082-06,6,1,23,,,,,,,,,,,,,,,,,2,3,521.997708027027,10,3
10844,32,92,1-32-2018-092-04,4,1,21,,,,,,,,,,,,,,,,,2,1,4844.32552891453,7,3
10844,32,92,1-32-2018-092-04,4,1,22,,,,,,,,,,,,,,,,,2,2,4844.32552891453,7,3
10844,32,92,1-32-2018-092-04,4,1,23,,,,,,,,,,,,,,,,,2,3,4844.32552891453,7,3
10663,59,44,1-59-2018-044-03,3,2,21,,,,,,,,,,,,,,,,,2,1,82.683162239571,6,3
10663,59,44,1-59-2018-044-03,3,2,13,,,,,,,,,,,,,,,,,1,3,82.683162239571,6,3
10663,59,44,1-59-2018-044-03,3,2,23,,,,,,,,,,,,,,,,,2,3,82.683162239571,6,3
10836,16,83,1-16-2018-083-07,7,1,21,,,,,,,,,,,,,,,,,2,1,1081.39665288828,5,3
10836,16,83,1-16-2018-083-07,7,1,22,,,,,,,,,,,,,,,,,2,2,1081.39665288828,5,3
10836,16,83,1-16-2018-083-07,7,1,23,,,,,,,,,,,,,,,,,2,3,1081.39665288828,5,3
10836,16,83,1-16-2018-083-07,7,1,13,,,,,,,,,,,,,,,,,1,3,1081.39665288828,5,3
10876,33,64,1-33-2018-064-02,2,3,21,,,,,,,,,,,,,,,,,2,1,29.1127039792469,12,3
10713,26,75,1-26-2018-075-03,3,2,22,,,,,,,,,,,,,,,,,2,2,492.663349433138,10,3
10876,33,64,1-33-2018-064-02,2,3,22,,,,,,,,,,,,,,,,,2,2,29.1127039792469,12,3
10876,33,64,1-33-2018-064-02,2,3,23,,,,,,,,,,,,,,,,,2,3,29.1127039792469,12,3
10781,27,41,1-27-2018-041-05,5,1,21,,,,,,,,,,,,,,,,,2,1,25.56357474818,3,3
10781,27,41,1-27-2018-041-05,5,1,13,,,,,,,,,,,,,,,,,1,3,25.56357474818,3,3
10781,27,41,1-27-2018-041-05,5,1,23,,,,,,,,,,,,,,,,,2,3,25.56357474818,3,3
10568,32,79,1-32-2018-079-02,2,1,13,,,,,,,,,,,,,,,,,1,3,98.0977126772131,7,3
10568,32,79,1-32-2018-079-02,2,1,23,,,,,,,,,,,,,,,,,2,3,98.0977126772131,7,3
10568,32,79,1-32-2018-079-02,2,1,22,,,,,,,,,,,,,,,,,2,2,98.0977126772131,7,3
10568,32,79,1-32-2018-079-02,2,1,21,,,,,,,,,,,,,,,,,2,1,98.0977126772131,7,3
10683,11,9,1-11-2018-009-03,3,3,13,,,,,,,,,,,,,,,,,1,3,415.210056206264,8,3
10683,11,9,1-11-2018-009-03,3,3,21,,,,,,,,,,,,,,,,,2,1,415.210056206264,8,3
10683,11,9,1-11-2018-009-03,3,3,22,,,,,,,,,,,,,,,,,2,2,415.210056206264,8,3
10683,11,9,1-11-2018-009-03,3,3,23,,,,,,,,,,,,,,,,,2,3,415.210056206264,8,3
10864,17,83,1-17-2018-083-06,6,1,22,,,,,,,,,,,,,,,,,2,2,374.647755477832,4,3
10854,13,83,1-13-2018-083-07,7,1,21,,,,,,,,,,,,,,,,,2,1,8976.44616317651,7,3
10854,13,83,1-13-2018-083-07,7,1,13,,,,,,,,,,,,,,,,,1,3,8976.44616317651,7,3
10854,13,83,1-13-2018-083-07,7,1,23,,,,,,,,,,,,,,,,,2,3,8976.44616317651,7,3
10859,19,74,1-19-2018-074-05,5,1,13,,,,,,,,,,,,,,,,,1,3,54.7319534917023,9,3
10859,19,74,1-19-2018-074-05,5,1,31,,,,,,,,,,,,,,,,,3,1,54.7319534917023,9,3
10859,19,74,1-19-2018-074-05,5,1,32,,,,,,,,,,,,,,,,,3,2,54.7319534917023,9,3
10859,19,74,1-19-2018-074-05,5,1,33,,,,,,,,,,,,,,,,,3,3,54.7319534917023,9,3
10813,48,2,1-48-2018-002-06,6,1,21,,,,,,,,,,,,,,,,,2,1,222.375565641748,12,3
10813,48,2,1-48-2018-002-06,6,1,22,,,,,,,,,,,,,,,,,2,2,222.375565641748,12,3
10813,48,2,1-48-2018-002-06,6,1,23,,,,,,,,,,,,,,,,,2,3,222.375565641748,12,3
10863,12,43,1-12-2018-043-04,4,1,22,,,,,,,,,,,,,,,,,2,2,1221.32823466096,9,3
10863,12,43,1-12-2018-043-04,4,2,22,,,,,,,,,,,,,,,,,2,2,1221.32823466096,9,3
10765,16,81,1-16-2018-081-03,3,1,13,,,,,,,,,,,,,,,,,1,3,296.826408165365,5,3
10765,16,81,1-16-2018-081-03,3,1,21,,,,,,,,,,,,,,,,,2,1,296.826408165365,5,3
10765,16,81,1-16-2018-081-03,3,1,22,,,,,,,,,,,,,,,,,2,2,296.826408165365,5,3
10765,16,81,1-16-2018-081-03,3,1,23,,,,,,,,,,,,,,,,,2,3,296.826408165365,5,3
10854,13,83,1-13-2018-083-07,7,1,31,,,,,,,,,,,,,,,,,3,1,8976.44616317651,7,3
10763,16,79,1-16-2018-079-05,5,1,12,,,,,,,,,,,,,,,,,1,2,23.8007164397398,5,3
10763,16,79,1-16-2018-079-05,5,1,13,,,,,,,,,,,,,,,,,1,3,23.8007164397398,5,3
10837,16,84,1-16-2018-084-02,2,1,13,,,,,,,,,,,,,,,,,1,3,15.1302700241252,5,3
10837,16,84,1-16-2018-084-02,2,1,21,,,,,,,,,,,,,,,,,2,1,15.1302700241252,5,3
10837,16,84,1-16-2018-084-02,2,1,22,,,,,,,,,,,,,,,,,2,2,15.1302700241252,5,3
