CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
9144,32,5,1-32-2018-005-07,7,2,2427,1270,1315,P235/70R15,220,P235/70R15,220,,,,,,,,,1172.4360813216,7,3
9148,26,2,1-26-2018-002-03,3,2,1510,830,830,P195/50R16,220,P195/50R16,200,,,,,,,,,126.794856045418,10,3
9151,66,2,1-66-2018-002-07,7,1,3175,1792,1792,P265/70R17,240,P265/70R17,240,,,,,,,,,2876.38317019404,6,3
9155,12,4,1-12-2018-004-07,7,2,1941,1017,993,P215/60R16,220,P215/60R16,220,,,,,,,,,955.139938897715,9,3
9164,27,3,1-27-2018-003-04,4,1,3255,1815,1885,P275/65R18,210,P275/65R18,230,,,,,,,,,480.19185456428,3,3
9165,22,2,1-22-2018-002-04,4,1,1472,780,737,P175/70R13,220,P175/70R13,220,P175/65R13,200,P175/65R13,200,,,,,85.8392754857875,12,3
9163,19,6,1-19-2018-006-04,4,1,1830,989,871,P195/65R15,210,P195/65R15,210,,,,,,,,,3160.79028217076,9,3
9131,24,4,1-24-2018-004-09,9,1,1900,1210,1210,P205/65R15,200,P205/65R15,200,,,,,,,,,1145.97848108922,1,3
9170,13,9,1-13-2018-009-05,5,1,2012,1080,998,9999999999,999,9999999999,999,,,,,,,,,82.2352646616749,7,3
9131,24,4,1-24-2018-004-09,9,2,1971,1210,1070,P215/60R16,210,P215/60R16,210,,,,,,,,,1145.97848108922,1,3
9170,13,9,1-13-2018-009-05,5,2,2087,1180,1007,P225/55R17,220,P225/55R17,220,,,,,,,,,82.2352646616749,7,3
9160,31,2,1-31-2018-002-10,10,2,2076,1080,1044,P215/65R17,240,P215/65R17,240,,,,,,,,,1996.26853546703,6,3
9150,26,4,1-26-2018-004-05,5,1,1848,967,881,P215/60R16,240,P215/60R16,240,,,,,,,,,21.7452889756947,10,3
9177,33,4,1-33-2018-004-08,8,2,1950,995,890,P205/65R15,210,P205/65R15,200,,,,,,,,,40.2880494251112,12,3
9178,33,5,1-33-2018-005-06,6,1,2714,1270,1508,P245/65R17,240,P245/65R17,240,,,,,,,,,63.7400889318934,12,3
9168,13,7,1-13-2018-007-03,3,1,1970,935,1100,P225/40R18,220,P255/35R18,270,,,,,,,,,1264.48978766316,7,3
9169,13,8,1-13-2018-008-03,3,1,3175,1564,1769,P265/70R17,207,P265/70R17,241,,,,,,,,,1264.48978783552,7,3
9164,27,3,1-27-2018-003-04,4,2,2745,1410,1475,P245/65R17,220,P245/65R17,220,,,,,,,,,480.19185456428,3,3
9168,13,7,1-13-2018-007-03,3,2,1960,1050,930,P215/55R17,225,P215/55R17,225,,,,,,,,,1264.48978766316,7,3
9169,13,8,1-13-2018-008-03,3,2,2025,1030,1015,P225/60R17,210,P225/60R17,210,,,,,,,,,1264.48978783552,7,3
9176,21,4,1-21-2018-004-04,4,1,1780,990,910,P205/55R16,250,P205/55R16,250,,,,,,,,,228.278854083642,11,3
9179,33,6,1-33-2018-006-06,6,1,9999,9999,9999,P205/65R16,225,P205/65R16,225,,,,,,,,,63.7400889318934,12,3
9180,15,5,1-15-2018-005-04,4,2,2714,1270,1508,P245/65R17,240,P245/65R17,240,,,,,,,,,835.081478814171,1,3
9183,18,4,1-18-2018-004-04,4,1,2395,1229,1247,P225/70R16,205,P225/70R16,205,,,,,,,,,540.272553156273,6,3
9183,18,4,1-18-2018-004-04,4,2,2877,1452,1520,P245/55R18,250,P245/55R18,250,,,,,,,,,540.272553156273,6,3
9158,29,5,1-29-2018-005-09,9,1,1626,855,780,P185/65R15,210,P185/65R15,210,,,,,,,,,1116.97548539866,2,3
9185,32,8,1-32-2018-008-04,4,2,3221,1452,1860,P265/70R17,210,P265/70R17,210,,,,,,,,,750.940072849662,7,3
9191,22,4,1-22-2018-004-04,4,2,1642,839,816,P195/60R15,220,P195/60R15,220,,,,,,,,,85.8392754731498,12,3
9193,21,5,1-21-2018-005-06,6,1,1510,798,730,P185/65R14,210,P185/65R14,200,,,,,,,,,101.818628034423,11,3
9193,21,5,1-21-2018-005-06,6,2,1730,979,820,P195/65R15,220,P195/65R15,220,,,,,,,,,101.818628034423,11,3
9209,52,3,1-52-2018-003-08,8,1,1529,782,767,P175/70R13,193,P175/70R13,193,,,,,,,,,91.7200454467705,12,3
9206,23,8,1-23-2018-008-04,4,2,2170,1200,1150,P245/45R19,240,P245/45R19,240,,,,,,,,,1337.30814312602,5,3
9207,23,9,1-23-2018-009-05,5,1,1801,1076,901,P205/55R16,260,P205/55R16,260,,,,,,,,,50.4532248975682,5,3
9208,23,10,1-23-2018-010-08,8,2,1651,895,791,P195/60R15,221,P195/60R15,221,,,,,,,,,247.771910841791,5,3
9214,32,10,1-32-2018-010-02,2,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,65.851966608669,7,3
9216,12,6,1-12-2018-006-04,4,1,2360,1250,1240,P235/55R18,240,P235/55R18,240,,,,,,,,,1519.83385794616,9,3
9204,24,8,1-24-2018-008-07,7,1,1800,922,881,P245/40R19,240,P275/35R19,240,,,,,,,,,758.180164028949,1,3
9203,24,7,1-24-2018-007-09,9,1,2131,1061,1070,P225/60R19,210,P225/60R19,200,,,,,,,,,801.788928611541,1,3
9210,10,8,1-10-2018-008-05,5,1,1880,1000,930,P195/65R15,220,P195/65R15,220,,,,,,,,,88.3086523041694,4,3
9205,24,9,1-24-2018-009-04,4,1,3025,1470,1735,P285/45R20,220,P285/45R20,240,,,,,,,,,721.068523319626,1,3
9222,16,7,1-16-2018-007-01,1,1,1929,1031,912,P205/60R16,235,P205/60R16,235,,,,,,,,,42.6753177949112,5,3
9223,16,8,1-16-2018-008-09,9,1,2048,1113,935,P215/60R16,210,P215/60R16,210,,,,,,,,,2183.10604137972,5,3
9224,16,9,1-16-2018-009-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,546.805663174297,5,3
9232,31,3,1-31-2018-003-07,7,1,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,498.586540814067,6,3
9227,19,8,1-19-2018-008-05,5,1,3266,1701,1837,P275/55R20,240,P275/55R20,240,,,,,,,,,54.7319534917023,9,3
9236,17,11,1-17-2018-011-06,6,2,1950,1100,960,P205/65R16,225,P205/65R16,225,,,,,,,,,310.952523891929,4,3
9234,17,9,1-17-2018-009-08,8,1,2714,1270,1508,P245/65R17,240,P245/65R17,240,,,,,,,,,132.177798160154,4,3
9235,17,10,1-17-2018-010-03,3,1,2023,1068,959,P215/60R16,220,P215/60R16,220,,,,,,,,,234.273403804736,4,3
9240,27,5,1-27-2018-005-06,6,1,1971,1210,1070,P215/60R16,230,P215/60R16,230,,,,,,,,,70.3177612782517,3,3
9246,29,7,1-29-2018-007-07,7,1,3085,1770,1770,P275/60R20,270,P275/60R20,270,,,,,,,,,2266.84577935185,2,3
9243,33,7,1-33-2018-007-06,6,1,1805,1030,987,9999999999,999,9999999999,999,,,,,,,,,68.3602073763264,12,3
9238,30,6,1-30-2018-006-03,3,1,1610,830,780,P195/60R15,210,P195/60R15,210,,,,,,,,,1541.99741709989,10,3
9238,30,6,1-30-2018-006-03,3,2,1700,915,771,P195/65R15,210,P195/65R15,210,,,,,,,,,1541.99741709989,10,3
9244,33,8,1-33-2018-008-06,6,1,9999,9999,9999,P255/60R19,240,P255/60R19,240,,,,,,,,,68.3602073763264,12,3
9245,33,9,1-33-2018-009-03,3,1,2376,1250,1370,P225/70R16,210,P225/70R16,210,P225/70R16,220,P225/70R16,220,,,,,58.5298818576854,12,3
9219,28,6,1-28-2018-006-09,9,1,2304,1229,1179,P245/75R16,207,P245/75R16,207,,,,,,,,,256.683974246912,3,3
9218,28,5,1-28-2018-005-10,10,1,1950,990,1000,P205/55R16,230,P205/55R16,220,,,,,,,,,1541.83342367992,3,3
9241,22,5,1-22-2018-005-02,2,1,2133,1084,1049,P235/50R18,240,P235/50R18,240,,,,,,,,,35.3582900848438,12,3
9212,59,7,1-59-2018-007-05,5,1,2012,1080,998,P215/60R17,220,P215/60R17,220,,,,,,,,,62.0292182713193,6,3
9212,59,7,1-59-2018-007-05,5,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,62.0292182713193,6,3
9241,22,5,1-22-2018-005-02,2,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,35.3582900848438,12,3
9255,20,9,1-20-2018-009-01,1,1,1386,730,680,9999999999,999,9999999999,999,,,,,,,,,33.0854215747091,11,3
9231,13,12,1-13-2018-012-03,3,2,2025,1033,1015,P225/65R17,230,P225/65R17,220,,,,,,,,,1225.51318336026,7,3
9247,15,7,1-15-2018-007-02,2,1,2345,1110,1310,9999999999,999,9999999999,999,,,,,,,,,21.5150146222128,1,3
9248,15,8,1-15-2018-008-02,2,2,2877,1452,1520,P245/55R18,250,P245/55R18,250,,,,,,,,,21.5150146240597,1,3
9260,59,8,1-59-2018-008-10,10,2,1979,1045,960,P225/55R16,241,P225/55R16,241,,,,,,,,,2719.21927330836,6,3
9229,13,10,1-13-2018-010-02,2,1,1760,980,910,P195/65R15,230,P195/65R15,230,,,,,,,,,50.4620257991513,7,3
9264,32,12,1-32-2018-012-06,6,2,3180,1770,1885,LT255/70R18,338,LT255/70R18,338,,,,,,,,,2055.11862943686,7,3
9265,26,7,1-26-2018-007-02,2,1,1770,1020,920,P205/60R16,230,P205/60R16,230,,,,,,,,,33.9863620606895,10,3
9137,28,4,1-28-2018-004-03,3,1,1715,909,835,P205/55R16,230,P205/55R16,230,,,,,,,,,238.068958218601,3,3
9137,28,4,1-28-2018-004-03,3,2,2195,1134,1067,P235/50R18,240,P235/50R18,240,,,,,,,,,238.068958218601,3,3
9196,14,4,1-14-2018-004-03,3,2,2116,1004,1112,P245/45R20,250,P275/40R20,250,,,,,,,,,1066.81961607072,8,3
9196,14,4,1-14-2018-004-03,3,4,1940,1016,992,P215/60R16,220,P215/60R16,220,,,,,,,,,1066.81961607072,8,3
9221,14,5,1-14-2018-005-05,5,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,457.216887455259,8,3
9242,18,5,1-18-2018-005-06,6,1,2087,1180,1007,P215/60R17,220,P215/60R17,220,,,,,,,,,222.029928600094,6,3
9261,66,3,1-66-2018-003-06,6,1,1916,9999,9999,9999999999,999,9999999999,999,,,,,,,,,110.979814244701,6,3
9276,16,10,1-16-2018-010-03,3,2,2390,1165,1250,P245/40R18,250,P245/40R18,300,,,,,,,,,142.326154285648,5,3
9276,16,10,1-16-2018-010-03,3,3,1695,900,810,P215/55R16,220,P215/55R16,220,,,,,,,,,142.326154285648,5,3
9273,23,11,1-23-2018-011-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,247.997595745695,5,3
9273,23,11,1-23-2018-011-03,3,2,2639,1262,1393,P225/65R16,240,P225/65R16,240,,,,,,,,,247.997595745695,5,3
9274,23,12,1-23-2018-012-07,7,1,1805,1029,986,P195/65R15,240,P195/65R15,230,,,,,,,,,1016.83301184366,5,3
9275,23,13,1-23-2018-013-09,9,1,2045,1123,922,P225/50R18,210,P225/50R18,210,,,,,,,,,895.399638094667,5,3
9281,32,15,1-32-2018-015-07,7,1,2390,1300,1300,P235/55R18,210,P235/55R18,210,,,,,,,,,2900.25871013123,7,3
9280,32,14,1-32-2018-014-02,2,2,1880,1000,910,P205/55R16,220,P205/55R16,220,,,,,,,,,24.8034492787954,7,3
9280,32,14,1-32-2018-014-02,2,3,1537,794,775,P185/65R15,230,P185/65R15,230,,,,,,,,,24.8034492787954,7,3
9278,52,4,1-52-2018-004-06,6,2,1844,964,880,P215/60R16,240,P215/60R16,240,,,,,,,,,214.979665581798,12,3
9277,16,11,1-16-2018-011-03,3,1,2185,1075,1140,P225/45R17,250,P245/40R17,280,,,,,,,,,142.326154280736,5,3
9277,16,11,1-16-2018-011-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,142.326154280736,5,3
9282,59,9,1-59-2018-009-07,7,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1121.16428614722,6,3
9282,59,9,1-59-2018-009-07,7,2,1050,440,660,P155/60R15,200,P175/55R15,250,,,,,,,,,1121.16428614722,6,3
9285,32,16,1-32-2018-016-06,6,1,3040,1679,1770,P275/60R20,240,P275/60R20,240,,,,,,,,,774.069983203631,7,3
9239,76,2,1-76-2018-002-02,2,1,9999,9999,9999,P275/60R20,270,P275/60R20,270,,,,,,,,,386.571890316254,3,3
9287,12,7,1-12-2018-007-10,10,1,4173,1927,2766,LT265/70R17,415,LT265/70R17,515,,,,,,,,,9749.20047559222,9,3
9286,10,9,1-10-2018-009-02,2,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,32.4557455551948,4,3
9286,10,9,1-10-2018-009-02,2,2,2246,1275,1275,P215/65R17,210,P215/65R17,210,,,,,,,,,32.4557455551948,4,3
9289,19,11,1-19-2018-011-05,5,1,2060,1010,1090,P225/45R17,190,P245/40R17,230,,,,,,,,,54.7319534917023,9,3
9289,19,11,1-19-2018-011-05,5,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,54.7319534917023,9,3
9299,17,13,1-17-2018-013-04,4,1,1851,958,893,P225/55R17,230,P225/55R17,230,,,,,,,,,1180.18274208492,4,3
9295,26,8,1-26-2018-008-09,9,1,2150,1102,1156,P225/70R14,241,P225/70R14,241,,,,,,,,,495.814108238865,10,3
9293,31,4,1-31-2018-004-05,5,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,253.605077697242,6,3
9300,66,4,1-66-2018-004-07,7,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,580.243867834629,6,3
9294,29,8,1-29-2018-008-04,4,2,2071,1056,1018,P225/65R17,230,P225/65R17,230,,,,,,,,,2960.97573522552,2,3
9298,17,12,1-17-2018-012-02,2,2,2009,1066,966,P235/45R18,235,P235/45R18,235,,,,,,,,,63.3469708223775,4,3
9296,26,9,1-26-2018-009-07,7,1,2840,1350,1580,P255/55R18,220,P255/55R18,250,,,,,,,,,468.847109878886,10,3
9297,26,10,1-26-2018-010-06,6,1,2240,1190,1080,P225/65R17,999,P225/65R17,999,,,,,,,,,155.649179951799,10,3
9305,25,6,1-25-2018-006-01,1,1,2495,1293,1293,P215/70R15,248,P215/70R15,248,,,,,,,,,96.2375835145362,2,3
9306,22,6,1-22-2018-006-08,8,1,1702,876,826,9999999999,999,9999999999,999,,,,,,,,,47.6909257049545,12,3
9303,13,15,1-13-2018-015-03,3,1,2087,1180,1007,P225/55R17,220,P225/55R17,220,,,,,,,,,1269.72929176768,7,3
9303,13,15,1-13-2018-015-03,3,2,1810,972,880,P215/50R17,240,P215/50R17,240,,,,,,,,,1269.72929176768,7,3
9308,18,6,1-18-2018-006-07,7,1,2035,1050,1095,P225/55R17,220,P225/55R17,210,,,,,,,,,1558.821348562,6,3
9301,13,13,1-13-2018-013-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1269.72929162036,7,3
9309,18,7,1-18-2018-007-06,6,1,3266,1701,1746,P255/70R17,240,P255/70R17,240,,,,,,,,,403.153150746744,6,3
9309,18,7,1-18-2018-007-06,6,2,3017,1770,1770,P265/70R17,240,P265/70R17,240,,,,,,,,,403.153150746744,6,3
9301,13,13,1-13-2018-013-03,3,2,1844,965,879,P215/60R16,240,P215/60R16,240,,,,,,,,,1269.72929162036,7,3
9309,18,7,1-18-2018-007-06,6,3,2930,1450,1450,P255/60R19,240,P255/60R19,240,,,,,,,,,403.153150746744,6,3
9290,19,12,1-19-2018-012-06,6,3,2715,1405,1405,P235/60R17,240,P235/60R17,240,,,,,,,,,449.594336290463,9,3
9291,19,13,1-19-2018-013-01,1,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,83.1285445173237,9,3
9311,30,8,1-30-2018-008-06,6,2,2060,1150,930,P235/45R18,220,P235/45R18,220,,,,,,,,,1017.79652567374,10,3
9319,33,10,1-33-2018-010-06,6,1,1971,1210,1070,P215/60R16,220,P215/60R16,220,,,,,,,,,88.2610712425701,12,3
9313,21,10,1-21-2018-010-05,5,1,2675,1359,1389,P255/70R16,240,P255/70R16,240,,,,,,,,,20.2911269431486,11,3
9313,21,10,1-21-2018-010-05,5,2,2435,1180,1350,P235/60R18,220,P235/60R18,220,,,,,,,,,20.2911269431486,11,3
9320,33,11,1-33-2018-011-05,5,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,28.9441844864407,12,3
9304,27,6,1-27-2018-006-09,9,2,1685,895,796,P195/60R15,220,P195/60R15,220,,,,,,,,,621.269214279464,3,3
9324,30,9,1-30-2018-009-03,3,1,2703,1320,1450,P235/65R16,240,P235/65R16,240,,,,,,,,,766.813703474206,10,3
9316,20,10,1-20-2018-010-04,4,1,1965,1040,925,P225/40R18,270,P225/40R18,270,,,,,,,,,568.723541294112,11,3
9316,20,10,1-20-2018-010-04,4,2,2313,1202,1270,P225/75R15,179,P225/75R15,200,,,,,,,,,568.723541294112,11,3
9152,76,1,1-76-2018-001-10,10,1,9999,9999,9999,P205/55R16,220,P205/55R16,210,,,,,,,,,701.421574034204,3,3
9333,52,5,1-52-2018-005-09,9,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,628.42521903097,12,3
9340,32,19,1-32-2018-019-01,1,1,2518,1338,1452,P245/65R17,210,P245/65R17,240,,,,,,,,,84.6163488929365,7,3
9330,23,14,1-23-2018-014-09,9,1,2028,1094,934,9999999999,999,9999999999,999,,,,,,,,,642.465933130376,5,3
9337,12,9,1-12-2018-009-04,4,1,1780,990,910,P205/55R16,250,P205/55R16,250,,,,,,,,,1693.75206000956,9,3
