CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
8991,11,1,1-11-2018-001-03,3,2,269,448,176,1788,147,81,98,999,6,4.0,2,3,0,0,169.445473565594,8,3
8991,11,1,1-11-2018-001-03,3,3,278,481,182,1580,157,96,107,999,4,2.5,2,1,0,0,169.445473565594,8,3
9011,19,1,1-19-2018-001-07,7,1,302,513,199,2107,168,98,114,999,6,3.8,2,1,0,0,2388.42322945597,9,3
9011,19,1,1-19-2018-001-07,7,2,264,441,181,1398,151,89,90,160,4,2.4,2,1,0,0,2388.42322945597,9,3
9030,18,1,1-18-2018-001-08,8,1,259,449,172,1225,149,92,98,148,4,2.0,2,1,0,0,386.913594514849,6,3
9031,22,1,1-22-2018-001-08,8,1,272,481,180,1500,156,94,115,140,4,2.4,2,1,0,0,50.6944581437454,12,3
9012,19,2,1-19-2018-002-02,2,1,255,411,179,1315,156,84,73,150,4,2.0,2,1,0,0,46.6814730229856,9,3
9012,19,2,1-19-2018-002-02,2,2,290,501,196,1939,167,100,111,160,6,3.5,2,1,0,0,46.6814730229856,9,3
9031,22,1,1-22-2018-001-08,8,2,272,481,180,1455,156,94,115,152,4,2.4,2,1,0,0,50.6944581437454,12,3
9046,12,1,1-12-2018-001-04,4,1,269,454,184,1611,157,93,92,144,4,2.0,2,1,0,0,1398.82882263809,9,3
9037,21,1,1-21-2018-001-09,9,1,267,443,171,1171,149,85,92,144,4,2.0,2,1,0,0,181.309565214144,11,3
9037,21,1,1-21-2018-001-09,9,2,365,573,203,2301,173,100,108,176,8,5.3,9,2,9,0,181.309565214144,11,3
9029,30,1,1-30-2018-001-08,8,1,281,495,180,1531,149,110,106,157,6,3.1,2,1,0,0,214.962103691995,10,3
9016,13,2,1-13-2018-002-03,3,1,268,460,180,1399,155,96,96,145,4,1.4,2,1,0,0,524.820237186376,7,3
9036,33,1,1-33-2018-001-10,10,1,338,534,192,1954,168,77,119,999,8,7.3,9,9,9,0,37.5853869898296,12,3
9026,17,2,1-17-2018-002-07,7,1,368,584,203,2130,172,96,120,158,8,5.0,2,3,0,0,2380.45933853927,4,3
9026,17,2,1-17-2018-002-07,7,2,267,450,175,1267,151,89,94,144,4,1.8,2,1,0,0,2380.45933853927,4,3
9052,13,3,1-13-2018-003-05,5,1,261,445,172,1225,147,90,95,999,4,2.0,2,1,0,0,34.1313401820798,7,3
9052,13,3,1-13-2018-003-05,5,2,999,999,202,9999,167,101,999,999,8,6.0,9,2,9,0,34.1313401820798,7,3
9053,29,3,1-29-2018-003-04,4,1,270,464,178,1265,152,97,98,165,4,1.8,2,1,0,1,1522.09400244442,2,3
8998,10,1,1-10-2018-001-06,6,3,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,314.290232732828,4,3
9057,20,2,1-20-2018-002-03,3,1,257,424,178,1251,153,85,82,142,4,2.0,2,2,0,0,51.7058651638763,11,3
9065,32,4,1-32-2018-004-06,6,1,278,487,183,1420,159,97,112,158,4,2.5,2,1,0,0,937.80176202972,7,3
9065,32,4,1-32-2018-004-06,6,2,351,538,202,2127,174,75,113,172,8,4.6,2,2,9,1,937.80176202972,7,3
9072,26,1,1-26-2018-001-09,9,1,266,479,178,1360,153,98,116,154,4,2.2,2,1,0,0,1100.63889571087,10,3
9068,23,2,1-23-2018-002-10,10,1,262,445,171,1060,148,86,97,999,4,1.6,9,9,0,0,5202.71041209989,5,3
9072,26,1,1-26-2018-001-09,9,2,303,520,200,2222,166,99,119,178,8,5.4,9,2,9,0,1100.63889571087,10,3
9069,23,3,1-23-2018-003-07,7,1,270,449,175,1266,150,87,93,145,4,1.8,2,1,0,0,1021.0739204727,5,3
9072,26,1,1-26-2018-001-09,9,3,270,472,182,1487,153,95,107,162,4,2.4,9,1,9,0,1100.63889571087,10,3
9070,23,4,1-23-2018-004-02,2,1,272,460,172,1836,142,82,100,160,6,4.3,2,4,0,0,58.0100435530798,5,3
9073,52,1,1-52-2018-001-07,7,1,276,463,177,1670,151,76,110,150,6,3.5,2,4,0,0,665.400787679964,12,3
9064,32,3,1-32-2018-003-06,6,1,255,424,185,1554,155,83,87,152,6,3.7,1,2,0,0,937.80176202972,7,3
9078,16,2,1-16-2018-002-04,4,1,256,427,177,1468,154,94,77,150,4,1.4,1,1,0,0,569.620178729296,5,3
9078,16,2,1-16-2018-002-04,4,2,270,467,180,1250,156,98,99,164,4,1.4,2,1,0,0,569.620178729296,5,3
9060,24,2,1-24-2018-002-07,7,1,351,552,202,2419,174,87,112,999,8,5.4,2,2,0,0,483.509866304557,1,3
9060,24,2,1-24-2018-002-07,7,2,271,468,183,1471,158,98,99,148,4,2.0,2,1,0,0,483.509866304557,1,3
9064,32,3,1-32-2018-003-06,6,2,280,493,185,1523,157,100,114,148,4,2.4,2,1,0,0,937.80176202972,7,3
9080,59,2,1-59-2018-002-07,7,1,299,518,200,2524,170,97,122,172,8,5.4,2,3,0,0,345.463375293539,6,3
9085,25,2,1-25-2018-002-03,3,1,267,467,180,1535,154,99,101,165,6,2.4,2,1,0,0,647.794441782747,2,3
9080,59,2,1-59-2018-002-07,7,2,259,449,172,1225,149,92,98,145,4,2.0,2,1,0,0,345.463375293539,6,3
9085,25,2,1-25-2018-002-03,3,2,292,482,194,2211,163,88,102,176,6,3.6,2,3,0,0,647.794441782747,2,3
9085,25,2,1-25-2018-002-03,3,3,285,487,179,1655,153,99,103,999,4,2.4,2,1,0,0,647.794441782747,2,3
9091,31,1,1-31-2018-001-10,10,1,262,439,178,1356,153,85,92,150,6,3.0,2,1,0,0,1436.93974120355,6,3
9088,33,2,1-33-2018-002-09,9,1,303,520,200,2222,166,99,119,999,8,4.6,9,3,9,0,27.8398909107088,12,3
9102,12,2,1-12-2018-002-06,6,2,320,526,174,1702,152,86,120,144,4,2.9,2,2,0,0,854.536929051275,9,3
9089,33,3,1-33-2018-003-10,10,1,273,460,170,1865,147,82,105,999,6,3.0,9,9,0,0,37.5853869898296,12,3
9100,21,2,1-21-2018-002-03,3,1,275,486,179,1459,152,98,113,143,6,3.5,2,1,0,0,32.1040876242873,11,3
9100,21,2,1-21-2018-002-03,3,2,270,457,179,1275,156,88,99,144,4,2.0,9,1,9,0,32.1040876242873,11,3
9061,24,3,1-24-2018-003-07,7,1,278,481,182,1500,157,96,107,148,4,2.5,2,1,0,0,483.50986625976,1,3
9061,24,3,1-24-2018-003-07,7,2,265,451,178,1313,153,88,99,148,4,2.0,2,1,0,0,483.50986625976,1,3
9104,17,3,1-17-2018-003-02,2,1,285,480,179,1507,154,102,94,142,6,3.5,2,1,0,0,65.8542656555382,4,3
9104,17,3,1-17-2018-003-02,2,2,269,454,184,1668,157,93,92,148,4,2.0,2,3,0,0,65.8542656555382,4,3
9104,17,3,1-17-2018-003-02,2,3,273,483,183,1490,156,101,110,999,6,3.5,9,1,9,0,65.8542656555382,4,3
9101,30,2,1-30-2018-002-09,9,1,281,504,182,1577,156,112,111,150,6,3.8,2,1,0,0,4959.89800959782,10,3
9101,30,2,1-30-2018-002-09,9,2,353,561,192,2057,167,100,108,180,8,4.6,2,2,0,0,4959.89800959782,10,3
9093,13,4,1-13-2018-004-04,4,1,265,422,179,1243,156,83,74,999,4,1.6,9,9,9,0,2020.59578901994,7,3
9093,13,4,1-13-2018-004-04,4,2,359,554,195,2145,168,92,103,999,8,5.7,9,9,9,0,2020.59578901994,7,3
9112,15,4,1-15-2018-004-09,9,1,295,440,188,1860,157,68,78,999,6,3.6,9,3,9,0,743.682563255994,1,3
9112,15,4,1-15-2018-004-09,9,2,280,458,178,1690,150,80,98,999,6,2.7,2,3,0,0,743.682563255994,1,3
9086,27,2,1-27-2018-002-09,9,1,300,511,193,2358,163,98,113,166,8,5.7,2,3,0,0,564.418219068236,3,3
9086,27,2,1-27-2018-002-09,9,2,272,488,182,1560,154,95,123,156,6,3.0,2,1,0,0,564.418219068236,3,3
9086,27,2,1-27-2018-002-09,9,3,267,480,177,1500,149,100,113,160,4,2.5,2,4,0,0,564.418219068236,3,3
9114,17,6,1-17-2018-006-09,9,1,295,505,200,2317,167,96,116,164,8,5.3,2,3,0,0,928.670484328288,4,3
9110,15,2,1-15-2018-002-05,5,1,272,488,182,1560,154,95,123,999,6,3.0,9,9,9,0,14.5245876549888,1,3
9082,19,3,1-19-2018-003-10,10,1,262,458,173,1265,149,96,100,140,4,2.2,2,1,0,0,3256.96934207448,9,3
9110,15,2,1-15-2018-002-05,5,2,260,454,176,1279,151,94,100,999,4,1.8,2,1,0,0,14.5245876549888,1,3
9082,19,3,1-19-2018-003-10,10,2,278,487,183,1416,159,97,112,160,4,2.5,2,1,9,0,3256.96934207448,9,3
9083,19,4,1-19-2018-004-05,5,1,247,458,184,1530,157,105,106,140,6,3.0,1,1,0,0,54.7319534917023,9,3
9111,15,3,1-15-2018-003-09,9,1,394,610,201,2673,174,97,119,999,8,5.9,9,3,9,0,743.682563255994,1,3
9083,19,4,1-19-2018-004-05,5,2,260,454,176,1255,152,94,100,150,4,1.8,2,1,0,0,54.7319534917023,9,3
9111,15,3,1-15-2018-003-09,9,2,254,432,169,1074,145,87,92,999,4,1.6,2,1,0,0,743.682563255994,1,3
9084,19,5,1-19-2018-005-04,4,1,300,511,192,1980,168,100,113,160,6,3.5,2,1,0,0,474.238121345424,9,3
9084,19,5,1-19-2018-005-04,4,2,270,463,184,1567,160,93,100,160,4,2.5,2,1,0,0,474.238121345424,9,3
9108,20,3,1-20-2018-003-02,2,1,326,541,191,1950,166,95,122,162,8,4.7,2,2,0,0,26.8025465982331,11,3
9105,17,4,1-17-2018-004-04,4,1,270,464,176,1370,153,91,102,150,4,1.6,2,1,0,0,795.851579157383,4,3
9108,20,3,1-20-2018-003-02,2,2,270,457,179,1275,156,88,99,143,4,2.0,2,1,0,0,26.8025465982331,11,3
9117,66,1,1-66-2018-001-06,6,2,268,461,180,1407,154,97,96,164,4,1.8,2,1,0,0,274.912120238182,6,3
9117,66,1,1-66-2018-001-06,6,1,338,999,202,9999,171,95,999,999,8,6.0,9,2,9,1,274.912120238182,6,3
9113,20,4,1-20-2018-004-03,3,1,297,503,201,2390,168,98,109,164,98,98.0,3,4,0,0,309.958434075375,11,3
9113,20,4,1-20-2018-004-03,3,2,281,486,186,1463,159,97,109,147,4,2.4,2,1,0,0,309.958434075375,11,3
9113,20,4,1-20-2018-004-03,3,3,255,411,179,1315,156,84,73,152,4,2.0,2,1,0,0,309.958434075375,11,3
9122,59,4,1-59-2018-004-03,3,1,281,509,185,1630,158,110,120,170,6,3.5,2,1,0,0,79.542999788287,6,3
9122,59,4,1-59-2018-004-03,3,2,249,440,172,1169,146,85,106,152,4,1.6,2,1,0,0,79.542999788287,6,3
9122,59,4,1-59-2018-004-03,3,3,269,461,185,1857,151,82,111,999,6,4.0,2,3,0,0,79.542999788287,6,3
9067,28,2,1-28-2018-002-04,4,1,265,458,174,1370,151,94,99,150,4,2.0,2,4,0,0,187.830872453985,3,3
9116,28,3,1-28-2018-003-04,4,1,257,412,170,1195,149,82,73,156,4,1.6,2,1,0,0,187.830872453985,3,3
9121,13,6,1-13-2018-006-10,10,1,291,539,198,1722,163,108,140,149,8,4.6,2,2,0,0,13862.4226379394,7,3
9103,10,5,1-10-2018-005-04,4,1,265,465,178,1364,154,91,109,152,4,1.4,2,1,0,0,142.249904142252,4,3
9097,29,4,1-29-2018-004-06,6,1,300,511,193,2328,163,98,113,999,8,5.7,2,3,0,0,1204.3625917376,2,3
9097,29,4,1-29-2018-004-06,6,2,253,440,174,1237,151,89,98,999,4,1.8,2,1,0,0,1204.3625917376,2,3
9123,16,4,1-16-2018-004-07,7,1,264,441,175,1345,151,88,91,160,4,2.0,9,1,9,0,764.334607453308,5,3
9123,16,4,1-16-2018-004-07,7,2,264,441,175,1345,151,88,91,150,4,2.0,2,1,0,0,764.334607453308,5,3
9074,10,2,1-10-2018-002-04,4,1,268,461,180,1407,154,97,96,150,4,1.4,2,1,0,0,142.249904142252,4,3
9134,23,5,1-23-2018-005-04,4,1,253,440,174,1245,151,89,98,158,4,1.8,2,1,0,0,1294.75890194952,5,3
9135,23,6,1-23-2018-006-03,3,1,253,406,170,1170,146,81,72,148,4,1.5,2,1,0,0,425.181109960956,5,3
9136,23,7,1-23-2018-007-05,5,1,248,392,168,1160,144,84,60,140,4,1.6,1,1,0,0,50.4532248975682,5,3
9132,24,5,1-24-2018-005-06,6,1,272,473,179,1413,150,101,102,999,6,3.4,9,1,0,0,394.729484390776,1,3
9132,24,5,1-24-2018-005-06,6,2,269,457,179,1296,152,94,95,144,4,2.0,2,1,0,0,394.729484390776,1,3
9139,16,5,1-16-2018-005-03,3,1,266,455,182,1658,155,87,102,154,6,3.5,2,4,0,0,535.890269029215,5,3
9139,16,5,1-16-2018-005-03,3,2,270,462,186,1712,157,100,93,166,4,2.4,2,1,0,0,535.890269029215,5,3
9133,24,6,1-24-2018-006-09,9,1,288,480,200,1707,161,96,97,150,6,3.3,2,1,0,0,1145.9784807475,1,3
9133,24,6,1-24-2018-006-09,9,2,280,484,183,1454,158,97,108,148,4,2.4,2,1,0,0,1145.9784807475,1,3
9138,52,2,1-52-2018-002-07,7,1,280,493,185,1523,157,100,114,160,4,2.4,2,1,0,0,562.963511185206,12,3
9145,32,6,1-32-2018-006-08,8,1,264,464,172,1214,146,101,99,154,4,2.2,2,1,0,0,133.013918892584,7,3
9138,52,2,1-52-2018-002-07,7,2,379,595,202,3005,175,100,116,999,8,6.4,2,3,9,0,562.963511185206,12,3
9140,16,6,1-16-2018-006-06,6,1,262,458,173,1261,149,96,100,160,4,2.2,2,1,0,0,711.290436632953,5,3
9144,32,5,1-32-2018-005-07,7,1,266,455,182,1562,155,87,102,148,4,2.5,2,1,0,0,1172.4360813216,7,3
9148,26,2,1-26-2018-002-03,3,1,264,448,176,1271,151,94,90,150,4,2.3,2,1,0,0,126.794856045418,10,3
9144,32,5,1-32-2018-005-07,7,2,272,466,172,1912,142,90,105,152,6,4.3,2,3,0,0,1172.4360813216,7,3
9148,26,2,1-26-2018-002-03,3,2,251,395,170,1085,148,81,63,158,4,1.5,2,1,0,0,126.794856045418,10,3
9151,66,2,1-66-2018-002-07,7,1,365,570,203,2408,173,100,105,178,8,4.8,2,3,0,0,2876.38317019404,6,3
9159,29,6,1-29-2018-006-09,9,1,237,415,166,923,145,80,98,155,4,1.5,2,1,0,0,1116.97548541876,2,3
9155,12,4,1-12-2018-004-07,7,1,302,508,202,1836,167,101,105,999,6,4.3,2,2,0,0,955.139938897715,9,3
9155,12,4,1-12-2018-004-07,7,2,278,484,180,1437,153,97,109,144,4,2.5,2,1,0,0,955.139938897715,9,3
9162,17,8,1-17-2018-008-09,9,1,254,450,174,1173,143,86,108,148,4,2.3,2,1,0,0,846.419681868438,4,3
9162,17,8,1-17-2018-008-09,9,2,308,521,183,2008,160,100,113,150,6,3.5,9,1,9,0,846.419681868438,4,3
9164,27,3,1-27-2018-003-04,4,1,370,574,203,2450,173,90,113,170,8,5.7,2,3,0,0,480.19185456428,3,3
9161,17,7,1-17-2018-007-07,7,1,308,514,195,2038,165,96,111,156,6,3.8,2,1,0,0,961.21043381497,4,3
9141,59,5,1-59-2018-005-05,5,1,285,484,192,1806,162,92,107,175,6,3.6,2,2,0,0,85.0957234059345,6,3
9165,22,2,1-22-2018-002-04,4,1,262,440,170,1027,147,81,97,150,4,1.5,1,1,0,0,85.8392754857875,12,3
9165,22,2,1-22-2018-002-04,4,2,275,482,184,1744,158,101,108,170,6,3.6,2,4,0,0,85.8392754857875,12,3
9163,19,6,1-19-2018-006-04,4,1,272,481,179,1375,155,101,110,160,4,2.3,2,1,0,0,3160.79028217076,9,3
9163,19,6,1-19-2018-006-04,4,2,331,563,201,2466,167,98,134,999,8,5.3,2,2,9,0,3160.79028217076,9,3
9163,19,6,1-19-2018-006-04,4,3,256,427,177,1468,154,94,77,160,4,1.4,2,1,0,0,3160.79028217076,9,3
9131,24,4,1-24-2018-004-09,9,1,272,481,180,1435,155,94,115,138,4,2.4,2,1,0,0,1145.97848108922,1,3
9170,13,9,1-13-2018-009-05,5,1,264,441,175,1345,151,88,89,999,4,2.0,2,1,0,0,82.2352646616749,7,3
9131,24,4,1-24-2018-004-09,9,2,272,481,180,1500,155,94,115,140,4,2.4,2,1,0,0,1145.97848108922,1,3
9131,24,4,1-24-2018-004-09,9,3,300,511,193,2304,163,98,113,999,8,5.7,2,3,0,0,1145.97848108922,1,3
9173,25,4,1-25-2018-004-09,9,1,290,538,199,1900,162,108,139,174,8,4.6,2,1,9,0,1678.34205822653,2,3
9173,25,4,1-25-2018-004-09,9,2,351,550,202,2268,174,87,112,186,8,5.4,2,1,0,0,1678.34205822653,2,3
9170,13,9,1-13-2018-009-05,5,2,277,489,185,1539,158,102,110,150,6,3.6,2,1,0,0,82.2352646616749,7,3
9172,18,3,1-18-2018-003-10,10,1,281,499,185,1582,156,109,110,158,6,3.8,2,1,0,0,3710.4801640822,6,3
9160,31,2,1-31-2018-002-10,10,1,334,540,195,1754,161,92,115,171,8,5.7,2,2,0,0,1996.26853546703,6,3
9177,33,4,1-33-2018-004-08,8,1,310,506,169,1544,146,999,999,999,6,3.4,9,9,9,0,40.2880494251112,12,3
9160,31,2,1-31-2018-002-10,10,2,263,441,176,1423,152,88,89,146,4,2.4,2,1,0,0,1996.26853546703,6,3
9150,26,4,1-26-2018-004-05,5,1,268,461,180,1407,154,97,96,171,4,1.8,2,1,0,0,21.7452889756947,10,3
9177,33,4,1-33-2018-004-08,8,2,273,485,182,1440,154,99,114,999,4,2.4,2,1,0,0,40.2880494251112,12,3
9178,33,5,1-33-2018-005-06,6,1,289,481,183,1984,155,82,112,165,6,4.0,2,4,0,0,63.7400889318934,12,3
9168,13,7,1-13-2018-007-03,3,1,276,459,178,1520,149,77,105,154,6,3.0,2,2,0,0,1264.48978766316,7,3
9169,13,8,1-13-2018-008-03,3,1,303,520,200,2222,166,99,118,168,8,4.6,2,2,0,0,1264.48978783552,7,3
9164,27,3,1-27-2018-003-04,4,2,310,525,195,2043,170,96,120,164,6,3.5,2,3,0,0,480.19185456428,3,3
9168,13,7,1-13-2018-007-03,3,2,278,486,185,1496,158,96,112,156,4,2.4,2,1,0,0,1264.48978766316,7,3
9169,13,8,1-13-2018-008-03,3,2,262,453,182,1526,156,92,99,150,4,2.4,2,1,0,0,1264.48978783552,7,3
9182,30,4,1-30-2018-004-02,2,1,302,517,199,2107,171,102,113,162,6,3.6,2,1,0,0,70.4513899391211,10,3
9176,21,4,1-21-2018-004-04,4,1,270,457,179,1275,156,88,99,142,4,2.0,2,1,0,0,228.278854083642,11,3
9179,33,6,1-33-2018-006-06,6,1,280,482,183,1475,160,94,108,146,4,2.4,2,1,0,0,63.7400889318934,12,3
9180,15,5,1-15-2018-005-04,4,1,260,439,183,1670,158,91,89,162,4,2.0,2,4,0,0,835.081478814171,1,3
9176,21,4,1-21-2018-004-04,4,2,999,999,203,9999,173,100,999,999,8,5.3,9,2,9,0,228.278854083642,11,3
9180,15,5,1-15-2018-005-04,4,2,289,481,183,1984,155,82,112,170,6,4.0,2,1,0,0,835.081478814171,1,3
9179,33,6,1-33-2018-006-06,6,2,276,458,177,1600,151,76,110,164,6,3.0,2,1,0,0,63.7400889318934,12,3
9181,15,6,1-15-2018-006-04,4,1,288,474,180,1827,154,91,96,999,6,3.7,9,4,9,0,835.081478814171,1,3
9181,15,6,1-15-2018-006-04,4,2,262,447,192,1594,163,93,92,999,6,3.7,9,2,9,0,835.081478814171,1,3
9178,33,5,1-33-2018-005-06,6,2,277,481,182,1441,159,96,108,999,4,2.5,2,1,0,0,63.7400889318934,12,3
9076,10,4,1-10-2018-004-07,7,1,270,449,175,1199,150,87,93,999,4,1.8,2,1,0,0,194.212213572423,4,3
9184,26,5,1-26-2018-005-03,3,1,267,448,185,1560,161,91,90,167,4,1.6,2,1,0,0,126.794856045418,10,3
9184,26,5,1-26-2018-005-03,3,2,262,453,182,1583,156,92,100,162,4,2.4,2,4,0,0,126.794856045418,10,3
9183,18,4,1-18-2018-004-04,4,1,320,512,178,1625,148,85,108,156,6,4.0,2,3,0,0,540.272553156273,6,3
9183,18,4,1-18-2018-004-04,4,2,286,501,200,2173,170,96,117,999,6,3.7,2,4,0,0,540.272553156273,6,3
9158,29,5,1-29-2018-005-09,9,1,260,453,170,1135,146,94,100,135,4,1.8,2,1,0,0,1116.97548539866,2,3
9185,32,8,1-32-2018-008-04,4,1,379,595,202,3054,174,116,116,999,6,6.7,2,3,0,0,750.940072849662,7,3
9185,32,8,1-32-2018-008-04,4,2,295,513,197,2469,171,100,118,168,8,5.3,2,2,0,0,750.940072849662,7,3
9191,22,4,1-22-2018-004-04,4,1,261,469,175,1182,150,100,109,140,4,2.0,1,1,0,0,85.8392754731498,12,3
9191,22,4,1-22-2018-004-04,4,2,249,406,172,1170,146,85,72,134,4,1.6,1,1,0,0,85.8392754731498,12,3
9192,12,5,1-12-2018-005-07,7,1,262,458,173,1261,148,96,100,140,4,2.2,2,1,0,0,955.139938897715,9,3
9193,21,5,1-21-2018-005-06,6,1,262,445,171,1051,147,86,97,138,4,1.6,2,1,0,0,101.818628034423,11,3
9193,21,5,1-21-2018-005-06,6,2,265,453,178,1228,156,90,98,144,4,2.0,2,1,0,0,101.818628034423,11,3
9194,20,6,1-20-2018-006-06,6,1,264,460,176,1304,152,95,99,154,4,2.0,2,1,0,0,445.631018671107,11,3
9147,10,6,1-10-2018-006-04,4,1,289,483,179,1620,153,85,108,999,6,3.6,9,2,9,0,244.825026119941,4,3
8949,17,1,1-17-2018-001-04,4,2,262,439,178,1421,154,85,92,148,6,3.0,9,3,0,0,106.471488478727,4,3
9206,23,8,1-23-2018-008-04,4,1,285,487,185,1558,159,94,110,999,4,1.4,9,9,0,0,1337.30814312602,5,3
9209,52,3,1-52-2018-003-08,8,1,243,433,166,1075,999,86,104,148,4,1.6,1,1,0,0,91.7200454467705,12,3
9206,23,8,1-23-2018-008-04,4,2,267,448,185,1634,162,91,90,160,4,2.0,2,4,0,0,1337.30814312602,5,3
9207,23,9,1-23-2018-009-05,5,1,271,468,183,1471,157,98,99,156,4,1.4,2,1,0,0,50.4532248975682,5,3
9207,23,9,1-23-2018-009-05,5,2,286,471,185,1823,157,90,95,160,4,2.4,2,4,0,0,50.4532248975682,5,3
9208,23,10,1-23-2018-010-08,8,1,268,461,180,1407,154,97,96,999,4,1.4,9,9,0,0,247.771910841791,5,3
9208,23,10,1-23-2018-010-08,8,2,262,444,170,1163,147,89,95,145,4,1.6,2,1,0,0,247.771910841791,5,3
9209,52,3,1-52-2018-003-08,8,2,260,451,170,1225,147,89,103,159,4,2.0,1,1,0,0,91.7200454467705,12,3
9213,32,9,1-32-2018-009-01,1,1,345,541,205,2145,180,95,101,170,6,3.6,2,1,0,0,120.839677497156,7,3
9214,32,10,1-32-2018-010-02,2,1,330,553,207,2268,173,102,120,166,6,3.7,2,2,0,1,65.851966608669,7,3
9216,12,6,1-12-2018-006-04,4,1,286,479,184,1706,158,96,97,156,6,3.0,2,1,0,0,1519.83385794616,9,3
9216,12,6,1-12-2018-006-04,4,2,330,570,204,2649,174,103,137,184,8,6.2,2,4,0,0,1519.83385794616,9,3
9204,24,8,1-24-2018-008-07,7,1,255,424,184,1488,155,83,87,154,6,3.7,2,2,0,0,758.180164028949,1,3
9203,24,7,1-24-2018-007-09,9,1,265,476,175,1685,146,99,112,154,6,3.0,2,4,0,0,801.788928611541,1,3
9203,24,7,1-24-2018-007-09,9,2,306,511,203,9999,172,99,106,999,8,4.7,9,2,0,0,801.788928611541,1,3
9210,10,8,1-10-2018-008-05,5,1,270,448,177,1397,154,89,89,999,4,2.0,2,1,0,0,88.3086523041694,4,3
9205,24,9,1-24-2018-009-04,4,1,299,507,197,2240,999,999,999,999,6,3.0,2,4,0,0,721.068523319626,1,3
9222,16,7,1-16-2018-007-01,1,1,273,483,182,1407,155,101,110,170,4,2.3,2,1,0,0,42.6753177949112,5,3
9223,16,8,1-16-2018-008-09,9,1,285,480,179,1486,154,102,94,142,6,3.5,2,1,0,0,2183.10604137972,5,3
9224,16,9,1-16-2018-009-03,3,1,270,469,188,1569,164,93,106,178,4,2.4,2,1,0,0,546.805663174297,5,3
