CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
9524,14,11,1-14-2018-011-02,2,1,2,2,3,2,9,186.332816064419,8,3
9566,29,13,1-29-2018-013-03,3,1,1,1,1,2,3,426.516389203271,2,3
9630,33,25,1-33-2018-025-06,6,1,1,1,1,2,3,39.9396816967653,12,3
9620,29,14,1-29-2018-014-05,5,1,1,1,1,2,3,61.4445354906944,2,3
9627,18,15,1-18-2018-015-01,1,2,1,1,1,1,3,101.213215992934,6,3
9646,24,21,1-24-2018-021-06,6,1,1,1,1,2,3,429.219427069515,1,3
9647,11,3,1-11-2018-003-05,5,1,1,1,1,2,3,245.689604250194,8,3
9661,66,10,1-66-2018-010-09,9,1,1,1,1,1,3,1119.78359189733,6,3
9669,16,29,1-16-2018-029-04,4,1,2,2,2,1,2,2270.9604965239,5,3
9680,17,28,1-17-2018-028-02,2,1,1,99,1,1,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,2,99,2,1,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,7,6,1,6,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,11,99,1,6,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,9,99,1,6,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,8,99,9,6,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,4,99,1,1,9,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,3,2,2,6,1,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,12,99,1,1,9,65.8542656555382,4,3
9680,17,28,1-17-2018-028-02,2,1,5,99,1,1,9,65.8542656555382,4,3
9704,76,5,1-76-2018-005-06,6,1,1,1,1,2,3,298.553881888856,3,3
9707,23,31,1-23-2018-031-02,2,1,1,1,1,2,3,58.0100435530798,5,3
9706,28,17,1-28-2018-017-01,1,2,1,1,1,4,3,72.1392328745456,3,3
9706,28,17,1-28-2018-017-01,1,1,1,1,1,1,3,72.1392328745456,3,3
9738,17,32,1-17-2018-032-02,2,1,1,1,1,2,3,63.3469708223775,4,3
9737,17,31,1-17-2018-031-01,1,1,8,6,1,1,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,4,6,2,1,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,1,1,1,2,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,13,6,2,1,5,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,5,6,1,6,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,10,2,1,6,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,2,2,2,6,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,7,6,2,6,1,72.3666545016486,4,3
9737,17,31,1-17-2018-031-01,1,1,3,2,2,6,1,72.3666545016486,4,3
9732,19,30,1-19-2018-030-01,1,1,3,2,2,1,1,83.1285445173237,9,3
9732,19,30,1-19-2018-030-01,1,1,4,2,1,6,1,83.1285445173237,9,3
9732,19,30,1-19-2018-030-01,1,1,10,2,1,6,1,83.1285445173237,9,3
9732,19,30,1-19-2018-030-01,1,1,7,2,1,6,1,83.1285445173237,9,3
9732,19,30,1-19-2018-030-01,1,1,2,2,2,9,8,83.1285445173237,9,3
9732,19,30,1-19-2018-030-01,1,1,1,1,1,2,9,83.1285445173237,9,3
9748,30,20,1-30-2018-020-02,2,1,1,1,1,1,3,115.412917970615,10,3
9771,14,17,1-14-2018-017-03,3,1,1,1,1,2,3,457.944527532383,8,3
9774,26,32,1-26-2018-032-06,6,1,1,1,1,2,3,827.97832151239,10,3
9792,22,18,1-22-2018-018-01,1,2,3,2,2,1,1,53.6591951024928,12,3
9792,22,18,1-22-2018-018-01,1,2,7,2,2,1,1,53.6591951024928,12,3
9792,22,18,1-22-2018-018-01,1,2,2,99,9,6,1,53.6591951024928,12,3
9792,22,18,1-22-2018-018-01,1,2,4,99,9,6,1,53.6591951024928,12,3
9792,22,18,1-22-2018-018-01,1,2,10,99,9,9,1,53.6591951024928,12,3
9792,22,18,1-22-2018-018-01,1,2,1,1,1,9,9,53.6591951024928,12,3
9796,33,33,1-33-2018-033-08,8,1,8,99,1,1,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,4,99,2,1,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,7,99,2,1,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,2,99,3,1,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,10,99,1,6,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,5,99,1,6,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,3,99,9,6,1,46.5383479103345,12,3
9796,33,33,1-33-2018-033-08,8,1,1,1,1,3,9,46.5383479103345,12,3
9810,20,36,1-20-2018-036-02,2,1,1,1,1,2,3,26.8025465982331,11,3
9812,25,15,1-25-2018-015-06,6,1,1,1,1,1,3,512.741416789904,2,3
9815,24,26,1-24-2018-026-03,3,2,1,1,1,2,3,706.019833095497,1,3
9816,23,35,1-23-2018-035-05,5,1,1,1,1,2,3,50.4532248975682,5,3
9817,23,36,1-23-2018-036-06,6,2,1,1,1,1,3,253.684325070898,5,3
9820,28,19,1-28-2018-019-09,9,1,1,1,1,1,3,435.412103868015,3,3
9839,31,16,1-31-2018-016-08,8,1,1,1,1,2,3,325.58648159477,6,3
9836,27,17,1-27-2018-017-02,2,4,2,2,2,1,2,16.443001964486,3,3
9846,19,37,1-19-2018-037-09,9,1,1,1,1,2,3,894.176815855238,9,3
9855,21,29,1-21-2018-029-09,9,1,1,1,1,2,3,1220.11684499145,11,3
9856,21,30,1-21-2018-030-01,1,1,1,1,1,1,1,83.492401302955,11,3
9856,21,30,1-21-2018-030-01,1,1,2,99,2,1,8,83.492401302955,11,3
9856,21,30,1-21-2018-030-01,1,1,10,99,1,6,1,83.492401302955,11,3
9856,21,30,1-21-2018-030-01,1,1,3,99,2,6,1,83.492401302955,11,3
9851,26,34,1-26-2018-034-06,6,2,1,1,1,2,9,1579.4071497318,10,3
9871,24,27,1-24-2018-027-03,3,1,1,1,1,2,3,706.019833095497,1,3
9885,23,40,1-23-2018-040-01,1,2,2,2,2,1,8,76.1868333196657,5,3
9902,17,40,1-17-2018-040-08,8,1,2,2,2,1,8,129.424354848476,4,3
9905,22,21,1-22-2018-021-08,8,1,1,1,1,2,3,95.6073213298819,12,3
9919,20,41,1-20-2018-041-08,8,1,1,1,1,2,3,758.906990089456,11,3
9915,16,38,1-16-2018-038-01,1,1,8,2,1,1,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,5,2,1,1,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,4,2,2,1,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,7,2,2,1,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,10,2,1,6,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,13,99,4,6,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,2,2,9,6,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,3,2,9,6,1,43.0963750798285,5,3
9915,16,38,1-16-2018-038-01,1,1,1,1,1,3,9,43.0963750798285,5,3
9917,16,40,1-16-2018-040-01,1,1,1,1,1,2,3,43.0963750798285,5,3
9961,52,19,1-52-2018-019-08,8,1,10,6,2,1,1,200.376096337271,12,3
9961,52,19,1-52-2018-019-08,8,1,4,6,2,1,1,200.376096337271,12,3
9961,52,19,1-52-2018-019-08,8,1,2,2,2,1,1,200.376096337271,12,3
9961,52,19,1-52-2018-019-08,8,1,1,1,1,3,1,200.376096337271,12,3
9961,52,19,1-52-2018-019-08,8,1,3,2,1,6,1,200.376096337271,12,3
9961,52,19,1-52-2018-019-08,8,1,7,6,9,6,1,200.376096337271,12,3
9951,15,45,1-15-2018-045-05,5,2,1,1,1,9,3,18.9412886018293,1,3
9969,14,22,1-14-2018-022-08,8,1,1,1,1,2,3,1695.51037602714,8,3
9982,21,35,1-21-2018-035-03,3,1,1,1,1,1,3,148.569043267801,11,3
9986,13,48,1-13-2018-048-01,1,2,1,1,1,1,3,117.39487203919,7,3
9978,29,22,1-29-2018-022-03,3,1,1,1,1,2,3,275.428509916736,2,3
9964,19,39,1-19-2018-039-08,8,1,1,1,1,2,3,164.640944190402,9,3
9997,26,39,1-26-2018-039-08,8,1,1,1,1,1,1,155.104357291431,10,3
9997,26,39,1-26-2018-039-08,8,1,7,4,2,1,1,155.104357291431,10,3
9997,26,39,1-26-2018-039-08,8,1,2,4,3,1,1,155.104357291431,10,3
9997,26,39,1-26-2018-039-08,8,1,10,99,1,9,8,155.104357291431,10,3
9997,26,39,1-26-2018-039-08,8,1,3,4,9,6,9,155.104357291431,10,3
9997,26,39,1-26-2018-039-08,8,1,4,4,9,6,1,155.104357291431,10,3
10002,20,44,1-20-2018-044-08,8,1,1,1,1,1,3,125.583893441854,11,3
10018,66,16,1-66-2018-016-03,3,2,3,2,2,1,2,126.508441705591,6,3
10019,28,25,1-28-2018-025-08,8,1,1,1,1,2,3,124.53111981522,3,3
10004,24,31,1-24-2018-031-04,4,1,1,1,1,1,3,1981.82460019784,1,3
10039,17,45,1-17-2018-045-09,9,2,3,2,2,1,2,1020.88493161863,4,3
10039,17,45,1-17-2018-045-09,9,2,1,1,1,2,3,1020.88493161863,4,3
10037,13,52,1-13-2018-052-03,3,1,1,1,1,2,1,341.402861211091,7,3
10037,13,52,1-13-2018-052-03,3,1,3,4,2,6,1,341.402861211091,7,3
10037,13,52,1-13-2018-052-03,3,1,2,4,2,1,4,341.402861211091,7,3
9991,30,26,1-30-2018-026-01,1,1,1,99,1,2,3,127.077247810225,10,3
10051,29,24,1-29-2018-024-09,9,1,2,99,2,1,2,950.93235161088,2,3
10082,32,56,1-32-2018-056-09,9,2,1,1,1,3,2,6150.84946447836,7,3
10088,16,50,1-16-2018-050-08,8,1,5,6,2,1,1,95.0636046006648,5,3
10108,17,49,1-17-2018-049-04,4,1,3,2,2,1,2,287.610642192362,4,3
10098,27,24,1-27-2018-024-04,4,2,1,1,1,1,3,84.2436065039211,3,3
10131,15,53,1-15-2018-053-02,2,1,1,1,1,1,3,16.8922870962494,1,3
10157,25,22,1-25-2018-022-01,1,1,1,1,1,3,2,100.978547465791,2,3
10160,32,60,1-32-2018-060-01,1,1,1,1,1,3,3,129.851891940592,7,3
10155,52,24,1-52-2018-024-09,9,1,1,1,1,2,3,178.43007402871,12,3
10162,66,19,1-66-2018-019-05,5,1,1,1,1,2,3,418.538892867384,6,3
10178,17,54,1-17-2018-054-06,6,1,2,99,9,9,9,308.923490979069,4,3
10185,18,29,1-18-2018-029-01,1,1,5,6,1,1,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,8,6,1,1,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,6,6,1,1,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,9,6,1,1,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,10,6,1,1,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,1,1,1,2,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,7,6,2,6,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,4,6,2,6,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,3,2,2,6,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,13,6,2,4,1,80.1280895353133,6,3
10185,18,29,1-18-2018-029-01,1,1,2,2,2,6,1,80.1280895353133,6,3
10227,52,25,1-52-2018-025-05,5,1,1,1,1,2,3,32.0632301446832,12,3
10228,32,62,1-32-2018-062-09,9,2,1,1,1,2,3,4397.00751068928,7,3
10239,76,8,1-76-2018-008-04,4,1,2,2,9,1,8,332.509905511132,3,3
10246,17,55,1-17-2018-055-08,8,1,1,1,1,1,3,80.684410928261,4,3
10261,14,26,1-14-2018-026-02,2,1,1,1,1,1,3,437.784136280917,8,3
10271,21,44,1-21-2018-044-02,2,1,1,1,1,2,9,11.8543055031592,11,3
10269,30,34,1-30-2018-034-02,2,2,1,1,1,2,3,44.1796592196266,10,3
10283,28,33,1-28-2018-033-01,1,1,3,2,2,9,9,79.1143478697529,3,3
10283,28,33,1-28-2018-033-01,1,1,7,6,2,9,9,79.1143478697529,3,3
10283,28,33,1-28-2018-033-01,1,1,4,6,2,9,9,79.1143478697529,3,3
10283,28,33,1-28-2018-033-01,1,1,2,2,2,9,9,79.1143478697529,3,3
10283,28,33,1-28-2018-033-01,1,1,10,6,1,9,9,79.1143478697529,3,3
10283,28,33,1-28-2018-033-01,1,1,1,1,1,9,9,79.1143478697529,3,3
10309,17,58,1-17-2018-058-04,4,2,2,3,2,1,2,711.160711419872,4,3
10314,13,65,1-13-2018-065-01,1,1,4,99,2,1,1,46.2789031501567,7,3
10314,13,65,1-13-2018-065-01,1,1,7,99,2,1,1,46.2789031501567,7,3
10314,13,65,1-13-2018-065-01,1,1,10,99,1,6,1,46.2789031501567,7,3
10314,13,65,1-13-2018-065-01,1,1,1,1,1,9,4,46.2789031501567,7,3
10314,13,65,1-13-2018-065-01,1,1,3,99,3,1,9,46.2789031501567,7,3
10314,13,65,1-13-2018-065-01,1,1,2,99,9,9,9,46.2789031501567,7,3
10308,27,30,1-27-2018-030-01,1,1,1,1,1,2,3,58.2953313287954,3,3
10308,27,30,1-27-2018-030-01,1,2,1,1,1,2,3,58.2953313287954,3,3
10323,20,64,1-20-2018-064-06,6,1,1,1,1,1,3,159.170959964258,11,3
10338,31,25,1-31-2018-025-08,8,1,8,2,1,1,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,5,2,1,1,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,1,1,1,2,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,10,2,1,6,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,2,2,2,6,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,4,2,2,6,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,7,2,2,6,1,325.58648159477,6,3
10338,31,25,1-31-2018-025-08,8,1,3,2,9,6,1,325.58648159477,6,3
10360,23,61,1-23-2018-061-01,1,1,2,2,2,1,2,76.1868333196657,5,3
10361,28,34,1-28-2018-034-09,9,1,2,2,4,2,1,466.87303799211,3,3
10361,28,34,1-28-2018-034-09,9,1,1,1,1,1,3,466.87303799211,3,3
10362,28,35,1-28-2018-035-07,7,1,1,1,1,1,3,527.527103585151,3,3
10371,12,32,1-12-2018-032-01,1,1,2,2,9,9,9,449.62852847544,9,3
10369,32,70,1-32-2018-070-01,1,1,12,5,1,1,1,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,8,5,2,1,1,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,4,5,1,6,1,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,5,5,1,6,1,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,11,5,1,6,1,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,6,5,1,6,1,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,3,2,2,6,9,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,1,1,1,4,9,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,2,2,2,6,9,227.926783411252,7,3
10369,32,70,1-32-2018-070-01,1,1,7,5,2,6,1,227.926783411252,7,3
10400,22,34,1-22-2018-034-06,6,1,1,1,1,2,3,381.591299918497,12,3
10409,21,53,1-21-2018-053-08,8,1,1,1,1,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,5,6,1,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,8,6,1,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,3,5,2,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,10,6,2,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,7,6,2,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,4,6,2,1,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,9,6,1,6,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,6,6,1,6,1,116.320430262659,11,3
10409,21,53,1-21-2018-053-08,8,1,2,5,2,9,5,116.320430262659,11,3
10415,26,59,1-26-2018-059-05,5,1,1,1,1,2,3,49.9890512933533,10,3
10446,27,33,1-27-2018-033-03,3,1,1,1,1,2,3,88.9890585627466,3,3
10439,52,29,1-52-2018-029-06,6,1,2,3,2,2,3,85.5822223845407,12,3
10459,22,35,1-22-2018-035-02,2,1,1,1,1,2,3,30.214841238483,12,3
10467,13,73,1-13-2018-073-03,3,1,1,1,1,1,2,1699.91563386296,7,3
10440,59,39,1-59-2018-039-05,5,1,1,99,1,2,3,140.815710085151,6,3
10479,21,57,1-21-2018-057-02,2,2,98,2,1,1,1,15.319964872384,11,3
10479,21,57,1-21-2018-057-02,2,2,3,2,3,1,1,15.319964872384,11,3
10479,21,57,1-21-2018-057-02,2,2,10,99,7,1,1,15.319964872384,11,3
10479,21,57,1-21-2018-057-02,2,2,2,2,3,1,1,15.319964872384,11,3
10479,21,57,1-21-2018-057-02,2,2,1,1,1,1,3,15.319964872384,11,3
10481,21,59,1-21-2018-059-01,1,1,11,99,1,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,12,99,1,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,8,99,1,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,5,99,1,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,7,99,2,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,4,99,2,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,2,99,2,1,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,1,99,1,2,9,24.9509471345139,11,3
10481,21,59,1-21-2018-059-01,1,1,3,99,9,6,9,24.9509471345139,11,3
10488,28,38,1-28-2018-038-05,5,1,1,1,1,2,3,47.4965748713896,3,3
10497,32,77,1-32-2018-077-05,5,1,1,1,1,2,3,130.326683535852,7,3
10504,12,35,1-12-2018-035-01,1,1,8,5,1,1,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,10,6,1,6,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,9,6,1,6,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,6,6,1,6,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,5,6,2,6,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,2,2,2,6,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,4,6,2,6,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,7,6,9,9,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,3,6,9,9,1,449.62852847544,9,3
10504,12,35,1-12-2018-035-01,1,1,1,1,1,3,9,449.62852847544,9,3
10503,14,32,1-14-2018-032-05,5,1,5,6,1,1,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,8,6,1,1,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,7,6,2,1,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,4,6,2,1,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,1,1,1,3,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,10,6,1,6,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,2,2,2,6,1,569.96703965737,8,3
10503,14,32,1-14-2018-032-05,5,1,3,2,2,6,1,569.96703965737,8,3
10532,20,78,1-20-2018-078-08,8,1,1,1,1,2,3,226.639532130103,11,3
10534,18,35,1-18-2018-035-08,8,1,1,1,1,2,3,447.86719459829,6,3
10527,13,75,1-13-2018-075-08,8,1,1,1,1,1,3,966.841001020352,7,3
10541,21,60,1-21-2018-060-08,8,1,10,99,1,6,1,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,1,1,1,4,9,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,2,99,2,6,9,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,8,99,2,6,9,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,7,99,1,6,9,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,5,99,2,6,9,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,3,99,2,6,9,142.762847372467,11,3
10541,21,60,1-21-2018-060-08,8,1,4,99,1,6,9,142.762847372467,11,3
10539,26,65,1-26-2018-065-01,1,1,1,1,1,4,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,10,4,1,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,5,2,1,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,8,2,1,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,2,2,2,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,4,2,2,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,3,2,2,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,7,2,2,6,1,57.1251605684296,10,3
10539,26,65,1-26-2018-065-01,1,1,13,99,9,4,9,57.1251605684296,10,3
10567,32,78,1-32-2018-078-05,5,2,1,1,1,2,3,150.002569215052,7,3
10558,16,70,1-16-2018-070-05,5,1,2,98,2,1,2,37.0005626515962,5,3
10560,16,72,1-16-2018-072-09,9,2,10,3,1,6,1,2271.47199984834,5,3
10559,16,71,1-16-2018-071-02,2,2,1,1,1,2,2,30.2605400482505,5,3
10577,25,30,1-25-2018-030-09,9,1,2,99,2,6,9,3459.40722847,2,3
10587,33,58,1-33-2018-058-02,2,1,2,2,2,1,8,27.9619541822388,12,3
10601,21,63,1-21-2018-063-01,1,1,4,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,5,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,2,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,7,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,3,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,8,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,10,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,13,99,9,6,9,53.6403718666782,11,3
10601,21,63,1-21-2018-063-01,1,1,1,99,1,4,9,53.6403718666782,11,3
10576,29,34,1-29-2018-034-03,3,2,3,99,2,1,2,178.111350824607,2,3
