CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,TIREMANUF,TIREMODEL,TIRESIZE,TIRETIN,TIRETREAD,TIRERESTR,TIRESIZETYPE,CASEWGT,PSUSTRAT,VERSION
12156,17,138,1-17-2018-138-03,3,2,LF,76,Ventus S1 Noble 2,P235/50R19,1G23 1AH 1117,7,0,1,499.8906517,4,3
12156,17,138,1-17-2018-138-03,3,2,RF,76,Ventus S1 Noble 2,P235/50R19,1G23 1AH 1517,7,0,1,499.8906517,4,3
12156,17,138,1-17-2018-138-03,3,2,LR,76,Ventus S1 Noble 2,P235/50R19,1G23 1AH 1217,8,0,1,499.8906517,4,3
12156,17,138,1-17-2018-138-03,3,2,RR,76,Ventus S1 Noble 2,P235/50R19,1G23 1AH 1317,8,0,1,499.8906517,4,3
12131,14,61,1-14-2018-061-04,4,1,LF,13,Mud Terrain T/A,35X12.50R15LT,BF65 CF41,5,0,4,4943.864291,8,3
12131,14,61,1-14-2018-061-04,4,1,RF,13,Mud Terrain T/A,35X12.50R15LT,BF65 CF41,7,0,4,4943.864291,8,3
12131,14,61,1-14-2018-061-04,4,1,RR,13,Mud Terrain T/A,35X12.50R15LT,BF65 CF41,14,0,4,4943.864291,8,3
12131,14,61,1-14-2018-061-04,4,1,LR,13,Mud Terrain T/A,35X12.50R15LT,BF65 CF41,12,0,4,4943.864291,8,3
12130,14,60,1-14-2018-060-04,4,1,LF,17,Ecopia H/L 422 Plus,P265/50R20,7XUM EC1 0617,8,0,1,4943.864291,8,3
12130,14,60,1-14-2018-060-04,4,1,RF,17,Ecopia H/L 422 Plus,P265/50R20,7XUM EC1 0617,8,0,1,4943.864291,8,3
12130,14,60,1-14-2018-060-04,4,1,RR,17,Ecopia H/L 422 Plus,P265/50R20,7XUM EC1 0617,8,0,1,4943.864291,8,3
12130,14,60,1-14-2018-060-04,4,1,LR,17,Ecopia H/L 422 Plus,P265/50R20,7XUM EC1 0617,8,0,1,4943.864291,8,3
12068,66,62,1-66-2018-062-03,3,1,LF,70,Wrangler All Terrain,P265/70R16,4BC2 KA1R2917,7,0,1,246.7821554,6,3
12068,66,62,1-66-2018-062-03,3,1,RF,70,Wrangler All Terrain,P265/70R16,4BC2 KA1R2917,7,0,1,246.7821554,6,3
12068,66,62,1-66-2018-062-03,3,1,LR,70,Wrangler All Terrain,P265/70R16,4BC2 KA1R2917,6,0,1,246.7821554,6,3
