CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,INTEGRITY,CASEWGT,PSUSTRAT,VERSION
10693,15,80,1-15-2018-080-02,2,1,0,68.86395459831,1,3
10693,15,80,1-15-2018-080-02,2,2,0,68.86395459831,1,3
10716,18,39,1-18-2018-039-07,7,1,0,586.035494277578,6,3
10717,18,40,1-18-2018-040-07,7,1,0,586.035494084699,6,3
10717,18,40,1-18-2018-040-07,7,2,0,586.035494084699,6,3
10725,21,71,1-21-2018-071-03,3,2,0,312.68791027867,11,3
10727,21,72,1-21-2018-072-04,4,2,0,821.103875587669,11,3
10727,21,72,1-21-2018-072-04,4,3,0,821.103875587669,11,3
10731,12,39,1-12-2018-039-09,9,2,0,502.358119877083,9,3
10732,12,40,1-12-2018-040-04,4,1,0,365.138001280497,9,3
10728,26,76,1-26-2018-076-07,7,2,0,1738.13390194394,10,3
10683,11,9,1-11-2018-009-03,3,1,0,415.210056206264,8,3
10683,11,9,1-11-2018-009-03,3,2,0,415.210056206264,8,3
10683,11,9,1-11-2018-009-03,3,3,0,415.210056206264,8,3
10630,15,76,1-15-2018-076-03,3,1,0,243.416266956311,1,3
10630,15,76,1-15-2018-076-03,3,2,0,243.416266956311,1,3
10734,13,80,1-13-2018-080-02,2,1,0,126.344167277636,7,3
10734,13,80,1-13-2018-080-02,2,2,0,126.344167277636,7,3
10735,32,87,1-32-2018-087-03,3,1,0,617.544318115056,7,3
10735,32,87,1-32-2018-087-03,3,2,0,617.544318115056,7,3
10736,32,88,1-32-2018-088-04,4,2,0,1967.03391096686,7,3
10733,30,48,1-30-2018-048-04,4,2,0,1266.16230825718,10,3
10661,21,69,1-21-2018-069-01,1,2,0,11.0233138862791,11,3
10677,28,42,1-28-2018-042-06,6,1,0,107.745172236415,3,3
10677,28,42,1-28-2018-042-06,6,2,0,107.745172236415,3,3
10668,24,46,1-24-2018-046-07,7,1,0,1194.20299325449,1,3
10671,52,35,1-52-2018-035-03,3,1,0,31.4006388155313,12,3
10680,32,84,1-32-2018-084-03,3,1,0,617.544318115056,7,3
10673,25,31,1-25-2018-031-04,4,1,0,1305.91626132408,2,3
10673,25,31,1-25-2018-031-04,4,2,0,1305.91626132408,2,3
10671,52,35,1-52-2018-035-03,3,2,0,31.4006388155313,12,3
10674,16,76,1-16-2018-076-05,5,1,0,66.6996853872975,5,3
10690,31,36,1-31-2018-036-07,7,1,0,422.547721107788,6,3
10675,16,77,1-16-2018-077-02,2,1,0,39.7677397370151,5,3
10675,16,77,1-16-2018-077-02,2,2,0,39.7677397370151,5,3
10701,48,1,1-48-2018-001-03,3,1,0,264.586876834745,12,3
10663,59,44,1-59-2018-044-03,3,2,0,82.683162239571,6,3
10678,11,7,1-11-2018-007-09,9,1,0,1688.43347951197,8,3
10678,11,7,1-11-2018-007-09,9,2,0,1688.43347951197,8,3
10684,54,1,1-54-2018-001-03,3,1,0,539.494327968571,9,3
10676,16,78,1-16-2018-078-05,5,2,0,66.6996853872975,5,3
10700,59,46,1-59-2018-046-07,7,1,0,1669.00228728084,6,3
10700,59,46,1-59-2018-046-07,7,2,0,1669.00228728084,6,3
10705,17,77,1-17-2018-077-02,2,1,0,68.6322934222387,4,3
10705,17,77,1-17-2018-077-02,2,2,0,68.6322934222387,4,3
10584,15,72,1-15-2018-072-04,4,1,0,732.616772321372,1,3
10594,26,67,1-26-2018-067-06,6,2,0,713.302175311544,10,3
10583,31,32,1-31-2018-032-10,10,1,0,4483.25199255508,6,3
10585,15,73,1-15-2018-073-03,3,1,0,242.922331988394,1,3
10595,26,68,1-26-2018-068-06,6,1,0,713.302175311544,10,3
10580,19,62,1-19-2018-062-07,7,1,0,1899.04083667344,9,3
10603,21,65,1-21-2018-065-03,3,2,0,878.394963938424,11,3
10599,18,37,1-18-2018-037-04,4,1,0,315.991991053885,6,3
10575,29,33,1-29-2018-033-10,10,2,0,4382.31603328602,2,3
10576,29,34,1-29-2018-034-03,3,1,0,178.111350824607,2,3
10576,29,34,1-29-2018-034-03,3,2,0,178.111350824607,2,3
10612,28,40,1-28-2018-040-09,9,1,0,58.4007613290138,3,3
10613,28,41,1-28-2018-041-07,7,1,0,65.987928117586,3,3
10616,23,72,1-23-2018-072-02,2,1,0,117.439055359617,5,3
10616,23,72,1-23-2018-072-02,2,2,0,117.439055359617,5,3
10599,18,37,1-18-2018-037-04,4,2,0,315.991991053885,6,3
10604,20,81,1-20-2018-081-04,4,2,0,528.28627191233,11,3
10625,32,83,1-32-2018-083-03,3,1,0,1492.06525790445,7,3
10625,32,83,1-32-2018-083-03,3,2,0,1492.06525790445,7,3
10621,66,27,1-66-2018-027-09,9,1,0,582.704470285151,6,3
10572,10,38,1-10-2018-038-06,6,2,0,232.539041141895,4,3
10617,52,33,1-52-2018-033-03,3,2,0,224.569978838878,12,3
10627,27,38,1-27-2018-038-09,9,1,0,272.134781861643,3,3
10627,27,38,1-27-2018-038-09,9,2,0,272.134781861643,3,3
10626,27,37,1-27-2018-037-06,6,2,0,81.3236839973224,3,3
10619,16,74,1-16-2018-074-10,10,1,0,8048.81102690025,5,3
10637,12,38,1-12-2018-038-04,4,1,0,829.733650002804,9,3
10637,12,38,1-12-2018-038-04,4,2,0,829.733650002804,9,3
10620,16,75,1-16-2018-075-03,3,1,0,347.212735871446,5,3
10632,19,65,1-19-2018-065-06,6,1,0,90.3525832010487,9,3
10639,31,34,1-31-2018-034-07,7,1,0,346.50890140151,6,3
10633,19,66,1-19-2018-066-03,3,1,0,77.3597129567143,9,3
10629,15,75,1-15-2018-075-02,2,1,0,15.4413258782534,1,3
10628,14,35,1-14-2018-035-05,5,1,0,312.713963195082,8,3
10644,31,35,1-31-2018-035-10,10,1,0,359.234935300888,6,3
10642,17,75,1-17-2018-075-10,10,2,0,2263.56223269226,4,3
10641,17,74,1-17-2018-074-03,3,2,0,92.7531731464032,4,3
10643,17,76,1-17-2018-076-06,6,1,0,123.111854906476,4,3
10643,17,76,1-17-2018-076-06,6,2,0,123.111854906476,4,3
10651,33,59,1-33-2018-059-02,2,1,0,23.7983979496905,12,3
10650,22,38,1-22-2018-038-03,3,1,0,187.546076799172,12,3
10650,22,38,1-22-2018-038-03,3,2,0,187.546076799172,12,3
10652,33,60,1-33-2018-060-07,7,1,0,403.120905358811,12,3
10652,33,60,1-33-2018-060-07,7,2,0,403.120905358811,12,3
10646,18,38,1-18-2018-038-03,3,2,0,295.12104725542,6,3
10658,26,70,1-26-2018-070-05,5,2,0,66.8888393357944,10,3
10659,26,71,1-26-2018-071-05,5,1,0,66.8888393357944,10,3
10653,30,45,1-30-2018-045-03,3,1,0,465.375387162674,10,3
10653,30,45,1-30-2018-045-03,3,3,0,465.375387162674,10,3
10640,29,35,1-29-2018-035-03,3,1,0,247.940394883079,2,3
10640,29,35,1-29-2018-035-03,3,2,0,247.940394883079,2,3
10578,12,36,1-12-2018-036-03,3,1,0,724.323097179874,9,3
10578,12,36,1-12-2018-036-03,3,2,0,724.323097179874,9,3
10559,16,71,1-16-2018-071-02,2,1,0,30.2605400482505,5,3
10573,24,44,1-24-2018-044-03,3,1,0,879.333902288455,1,3
10568,32,79,1-32-2018-079-02,2,1,0,98.0977126772131,7,3
10569,32,80,1-32-2018-080-10,10,1,0,23936.8367783949,7,3
10566,52,32,1-52-2018-032-06,6,2,0,52.1273631659197,12,3
10570,27,36,1-27-2018-036-07,7,1,0,345.262878845246,3,3
10570,27,36,1-27-2018-036-07,7,2,0,345.262878845246,3,3
10574,66,26,1-66-2018-026-09,9,1,0,1497.75490777934,6,3
10587,33,58,1-33-2018-058-02,2,2,0,27.9619541822388,12,3
10589,17,72,1-17-2018-072-10,10,1,0,4000.24894282422,4,3
10588,17,71,1-17-2018-071-06,6,1,0,217.56771702627,4,3
10588,17,71,1-17-2018-071-06,6,2,0,217.56771702627,4,3
10591,76,10,1-76-2018-010-03,3,1,0,485.026533564,3,3
10596,26,69,1-26-2018-069-09,9,1,0,2272.19495834451,10,3
10593,14,34,1-14-2018-034-03,3,1,0,1970.55622329544,8,3
10593,14,34,1-14-2018-034-03,3,2,0,1970.55622329544,8,3
10592,14,33,1-14-2018-033-03,3,1,0,1970.55622329544,8,3
10592,14,33,1-14-2018-033-03,3,2,0,1970.55622329544,8,3
10598,18,36,1-18-2018-036-06,6,1,0,112.362531033094,6,3
10581,19,63,1-19-2018-063-06,6,1,0,495.744231074778,9,3
10581,19,63,1-19-2018-063-06,6,2,0,495.744231074778,9,3
10582,19,64,1-19-2018-064-04,4,1,0,1384.91014493416,9,3
10524,26,64,1-26-2018-064-03,3,1,0,935.460580028448,10,3
10561,28,39,1-28-2018-039-06,6,1,0,77.7650967510451,3,3
10564,23,71,1-23-2018-071-03,3,2,0,186.565294292052,5,3
10565,52,31,1-52-2018-031-10,10,1,0,1090.12728038583,12,3
10535,29,32,1-29-2018-032-10,10,2,0,7568.67980275292,2,3
10527,13,75,1-13-2018-075-08,8,1,0,966.841001020352,7,3
10528,13,76,1-13-2018-076-04,4,1,0,5655.95874113784,7,3
10529,13,77,1-13-2018-077-06,6,2,0,2274.5245702449,7,3
10536,19,59,1-19-2018-059-09,9,1,0,242.743949306903,9,3
10505,15,69,1-15-2018-069-02,2,2,0,21.2344553839877,1,3
10537,19,60,1-19-2018-060-03,3,2,0,61.3044553608765,9,3
10538,19,61,1-19-2018-061-09,9,1,0,242.743949306903,9,3
10538,19,61,1-19-2018-061-09,9,2,0,242.743949306903,9,3
10543,21,62,1-21-2018-062-07,7,1,0,957.594521085562,11,3
10540,26,66,1-26-2018-066-03,3,2,0,935.460579982428,10,3
10544,30,41,1-30-2018-041-07,7,1,0,4297.01406776919,10,3
10545,30,43,1-30-2018-043-03,3,3,0,958.170370239135,10,3
10546,23,68,1-23-2018-068-07,7,1,0,952.988867117834,5,3
10451,19,58,1-19-2018-058-04,4,1,0,460.64554276656,9,3
10440,59,39,1-59-2018-039-05,5,1,0,140.815710085151,6,3
10468,30,40,1-30-2018-040-02,2,1,0,107.694864668732,10,3
10464,14,30,1-14-2018-030-07,7,1,0,8235.64091415939,8,3
10470,26,61,1-26-2018-061-03,3,1,0,627.10296408035,10,3
10470,26,61,1-26-2018-061-03,3,2,0,627.10296408035,10,3
10477,20,76,1-20-2018-076-09,9,2,0,665.409538582946,11,3
10479,21,57,1-21-2018-057-02,2,1,0,15.319964872384,11,3
10479,21,57,1-21-2018-057-02,2,2,0,15.319964872384,11,3
10478,21,56,1-21-2018-056-07,7,1,0,1356.81861590368,11,3
10475,20,74,1-20-2018-074-03,3,1,0,243.380373645258,11,3
10475,20,74,1-20-2018-074-03,3,2,0,243.380373645258,11,3
10463,13,74,1-13-2018-074-03,3,1,0,1699.91563386296,7,3
10469,26,60,1-26-2018-060-06,6,1,0,734.492596492063,10,3
10469,26,60,1-26-2018-060-06,6,2,0,734.492596492063,10,3
10429,11,6,1-11-2018-006-03,3,1,0,5618.90484567629,8,3
10429,11,6,1-11-2018-006-03,3,2,0,5618.90484567629,8,3
10465,14,31,1-14-2018-031-03,3,2,0,1927.21550602531,8,3
10489,23,65,1-23-2018-065-06,6,1,0,308.501129938529,5,3
10489,23,65,1-23-2018-065-06,6,2,0,308.501129938529,5,3
10490,23,66,1-23-2018-066-04,4,1,0,707.783778112605,5,3
10494,52,30,1-52-2018-030-03,3,1,0,136.869296759169,12,3
10496,32,76,1-32-2018-076-02,2,1,0,85.2302038912211,7,3
10496,32,76,1-32-2018-076-02,2,2,0,85.2302038912211,7,3
10498,25,28,1-25-2018-028-04,4,1,0,1455.56034341878,2,3
10499,25,29,1-25-2018-029-03,3,1,0,346.961589734405,2,3
10512,27,35,1-27-2018-035-06,6,1,0,167.40248156486,3,3
10493,24,43,1-24-2018-043-07,7,1,0,1463.61584130019,1,3
10493,24,43,1-24-2018-043-07,7,2,0,1463.61584130019,1,3
10520,17,70,1-17-2018-070-03,3,1,0,165.832137552592,4,3
10516,59,41,1-59-2018-041-03,3,1,0,448.157890269027,6,3
10516,59,41,1-59-2018-041-03,3,2,0,448.157890269027,6,3
10520,17,70,1-17-2018-070-03,3,2,0,165.832137552592,4,3
10510,16,67,1-16-2018-067-07,7,2,0,1715.94736180281,5,3
10521,22,37,1-22-2018-037-06,6,1,0,718.389098915633,12,3
10515,59,40,1-59-2018-040-05,5,2,0,62.0292182713193,6,3
10519,17,69,1-17-2018-069-04,4,1,0,589.892222183075,4,3
10519,17,69,1-17-2018-069-04,4,2,0,589.892222183075,4,3
10501,16,68,1-16-2018-068-06,6,2,0,502.343178916099,5,3
10518,17,68,1-17-2018-068-04,4,1,0,589.892222183075,4,3
10502,16,69,1-16-2018-069-05,5,1,0,24.6134322763651,5,3
10531,20,77,1-20-2018-077-05,5,1,0,35.6232074893624,11,3
10531,20,77,1-20-2018-077-05,5,2,0,35.6232074893624,11,3
10442,15,66,1-15-2018-066-06,6,1,0,754.836984395845,1,3
10453,17,66,1-17-2018-066-06,6,2,0,237.208455160444,4,3
10452,17,65,1-17-2018-065-05,5,1,0,47.9233869628999,4,3
10467,13,73,1-13-2018-073-03,3,1,0,1699.91563386296,7,3
10456,29,31,1-29-2018-031-06,6,2,0,278.530016472085,2,3
10448,31,28,1-31-2018-028-07,7,1,0,346.50890140151,6,3
10448,31,28,1-31-2018-028-07,7,2,0,346.50890140151,6,3
10443,15,67,1-15-2018-067-03,3,2,0,568.698486311619,1,3
10449,19,56,1-19-2018-056-04,4,1,0,460.645542685533,9,3
10457,18,33,1-18-2018-033-04,4,1,0,419.523920270924,6,3
10455,29,30,1-29-2018-030-03,3,2,0,209.846101987063,2,3
10449,19,56,1-19-2018-056-04,4,2,0,460.645542685533,9,3
10460,22,36,1-22-2018-036-04,4,1,0,267.928719590971,12,3
10432,32,72,1-32-2018-072-10,10,1,0,23297.1646788849,7,3
10435,16,64,1-16-2018-064-09,9,1,0,1588.10371259264,5,3
10441,28,36,1-28-2018-036-07,7,1,0,587.321285194385,3,3
10438,10,35,1-10-2018-035-05,5,1,0,21.7779466372294,4,3
10437,16,66,1-16-2018-066-07,7,1,0,1803.48105293533,5,3
10437,16,66,1-16-2018-066-07,7,2,0,1803.48105293533,5,3
10446,27,33,1-27-2018-033-03,3,1,0,88.9890585627466,3,3
10430,52,27,1-52-2018-027-04,4,2,0,260.60203452364,12,3
10367,59,38,1-59-2018-038-08,8,2,0,167.120381806406,6,3
10389,19,55,1-19-2018-055-03,3,1,0,285.360467259891,9,3
10436,16,65,1-16-2018-065-06,6,2,0,527.968646016426,5,3
10428,23,64,1-23-2018-064-09,9,2,0,868.070855800104,5,3
10422,20,72,1-20-2018-072-08,8,2,0,69.7195463491907,11,3
10424,12,33,1-12-2018-033-04,4,1,0,1006.73005033281,9,3
10424,12,33,1-12-2018-033-04,4,2,0,1006.73005033281,9,3
10423,24,41,1-24-2018-041-03,3,2,0,577.990290562299,1,3
10425,12,34,1-12-2018-034-04,4,1,0,1006.73005033281,9,3
10426,23,62,1-23-2018-062-03,3,1,0,240.428380821584,5,3
10426,23,62,1-23-2018-062-03,3,2,0,240.428380821584,5,3
10408,21,52,1-21-2018-052-04,4,1,0,616.982382470226,11,3
10419,66,24,1-66-2018-024-10,10,2,0,1366.92404149826,6,3
10418,20,71,1-20-2018-071-03,3,1,0,140.826473447527,11,3
10420,10,34,1-10-2018-034-08,8,1,0,31.1380676181556,4,3
10400,22,34,1-22-2018-034-06,6,1,0,381.591299918497,12,3
10400,22,34,1-22-2018-034-06,6,2,0,381.591299918497,12,3
10393,17,63,1-17-2018-063-09,9,1,0,1069.71992473106,4,3
10393,17,63,1-17-2018-063-09,9,2,0,1069.71992473106,4,3
10399,13,71,1-13-2018-071-03,3,1,0,1189.82865740832,7,3
10390,25,25,1-25-2018-025-07,7,1,0,932.604804127173,2,3
10406,33,55,1-33-2018-055-06,6,1,0,160.89081987741,12,3
10391,25,26,1-25-2018-026-04,4,1,0,847.082654078361,2,3
10398,13,70,1-13-2018-070-05,5,2,0,77.3797269844641,7,3
10399,13,71,1-13-2018-071-03,3,3,0,1189.82865740832,7,3
10404,30,38,1-30-2018-038-04,4,1,0,5312.93583380117,10,3
10405,30,39,1-30-2018-039-02,2,2,0,71.3890117348969,10,3
10381,27,32,1-27-2018-032-10,10,1,0,1180.06682769237,3,3
10380,27,31,1-27-2018-031-04,4,2,0,171.82620299766,3,3
10396,14,29,1-14-2018-029-02,2,2,0,274.081452904409,8,3
10366,59,37,1-59-2018-037-04,4,1,0,822.764278819044,6,3
10366,59,37,1-59-2018-037-04,4,2,0,822.764278819044,6,3
10379,16,63,1-16-2018-063-07,7,2,0,293.352813941714,5,3
10373,26,57,1-26-2018-057-02,2,1,0,25.5903509472387,10,3
10296,25,24,1-25-2018-024-07,7,1,0,1825.64583081839,2,3
10415,26,59,1-26-2018-059-05,5,1,0,49.9890512933533,10,3
10372,26,56,1-26-2018-056-03,3,2,0,642.402600704815,10,3
10392,17,62,1-17-2018-062-07,7,1,0,1214.79447510049,4,3
10392,17,62,1-17-2018-062-07,7,2,0,1214.79447510049,4,3
10395,29,29,1-29-2018-029-06,6,1,0,412.981243723421,2,3
10395,29,29,1-29-2018-029-06,6,2,0,412.981243723421,2,3
10368,32,69,1-32-2018-069-09,9,2,0,11761.6163672137,7,3
10375,52,26,1-52-2018-026-10,10,2,0,2854.140660964,12,3
10377,16,61,1-16-2018-061-03,3,2,0,64.701702442846,5,3
10378,16,62,1-16-2018-062-10,10,1,0,1499.86369242519,5,3
10342,13,68,1-13-2018-068-06,6,1,0,787.06462962215,7,3
10387,31,26,1-31-2018-026-08,8,1,0,342.02018286829,6,3
10320,29,28,1-29-2018-028-05,5,1,0,70.674590218089,2,3
10320,29,28,1-29-2018-028-05,5,2,0,70.674590218089,2,3
10288,16,58,1-16-2018-058-07,7,2,0,504.478273060779,5,3
10295,26,55,1-26-2018-055-04,4,1,0,1564.11279128938,10,3
10359,23,60,1-23-2018-060-10,10,1,0,12585.2724006271,5,3
10356,24,39,1-24-2018-039-07,7,1,0,1771.84805013578,1,3
10356,24,39,1-24-2018-039-07,7,2,0,1771.84805013578,1,3
10357,24,40,1-24-2018-040-04,4,1,0,1685.11907564951,1,3
10357,24,40,1-24-2018-040-04,4,2,0,1685.11907564951,1,3
10362,28,35,1-28-2018-035-07,7,1,0,527.527103585151,3,3
10365,66,23,1-66-2018-023-07,7,1,0,250.620598493409,6,3
10365,66,23,1-66-2018-023-07,7,2,0,250.620598493409,6,3
10311,17,60,1-17-2018-060-02,2,1,0,63.3469708223775,4,3
10311,17,60,1-17-2018-060-02,2,2,0,63.3469708223775,4,3
10312,17,61,1-17-2018-061-03,3,1,0,199.923471591551,4,3
10313,33,54,1-33-2018-054-09,9,2,0,124.997170581878,12,3
10314,13,65,1-13-2018-065-01,1,3,0,46.2789031501567,7,3
10303,19,53,1-19-2018-053-03,3,1,0,155.051199875093,9,3
10303,19,53,1-19-2018-053-03,3,2,0,155.051199875093,9,3
10317,22,31,1-22-2018-031-07,7,1,0,52.9767905684143,12,3
10308,27,30,1-27-2018-030-01,1,1,0,58.2953313287954,3,3
10315,13,66,1-13-2018-066-10,10,1,0,13427.2071151274,7,3
10319,29,27,1-29-2018-027-10,10,1,0,13446.3678851241,2,3
10329,18,32,1-18-2018-032-09,9,1,0,193.922166681721,6,3
10326,21,48,1-21-2018-048-07,7,1,0,499.527035828364,11,3
10333,22,33,1-22-2018-033-04,4,1,0,40.2989798260416,12,3
10323,20,64,1-20-2018-064-06,6,1,0,159.170959964258,11,3
10307,14,28,1-14-2018-028-04,4,1,0,2982.08578619094,8,3
10297,59,36,1-59-2018-036-05,5,1,0,173.706403459565,6,3
10324,20,65,1-20-2018-065-04,4,1,0,279.168017122418,11,3
10321,30,37,1-30-2018-037-02,2,1,0,83.1179952414431,10,3
10321,30,37,1-30-2018-037-02,2,2,0,83.1179952414431,10,3
10337,21,51,1-21-2018-051-10,10,1,0,2907.47933199619,11,3
10848,10,47,1-10-2018-047-01,1,1,0,29.6851096564371,4,3
10883,15,86,1-15-2018-086-07,7,1,0,1060.46657203376,1,3
10884,21,79,1-21-2018-079-01,1,1,0,78.3707573874403,11,3
10883,15,86,1-15-2018-086-07,7,2,0,1060.46657203376,1,3
10861,19,76,1-19-2018-076-02,2,3,0,46.6814730229856,9,3
10861,19,76,1-19-2018-076-02,2,4,0,46.6814730229856,9,3
10873,73,4,1-73-2018-004-04,4,1,0,103.418243432332,3,3
10876,33,64,1-33-2018-064-02,2,1,0,29.1127039792469,12,3
10873,73,4,1-73-2018-004-04,4,2,0,103.418243432332,3,3
10870,26,80,1-26-2018-080-03,3,1,0,445.676799889207,10,3
10869,29,43,1-29-2018-043-06,6,1,0,133.986325293983,2,3
10869,29,43,1-29-2018-043-06,6,2,0,133.986325293983,2,3
10876,33,64,1-33-2018-064-02,2,3,0,29.1127039792469,12,3
10871,26,81,1-26-2018-081-07,7,1,0,1572.36367610586,10,3
10872,26,82,1-26-2018-082-06,6,1,0,521.997708027027,10,3
10878,22,42,1-22-2018-042-04,4,1,0,161.326614333565,12,3
10836,16,83,1-16-2018-083-07,7,1,0,1081.39665288828,5,3
10860,19,75,1-19-2018-075-08,8,1,0,288.327778117562,9,3
10860,19,75,1-19-2018-075-08,8,2,0,288.327778117562,9,3
10854,13,83,1-13-2018-083-07,7,1,0,8976.44616317651,7,3
10900,11,16,1-11-2018-016-02,2,2,0,169.116821482896,8,3
10912,32,96,1-32-2018-096-02,2,2,0,73.4635854439063,7,3
10901,11,17,1-11-2018-017-04,4,1,0,12775.2182125071,8,3
10903,23,81,1-23-2018-081-03,3,1,0,265.76758140071,5,3
10909,52,40,1-52-2018-040-07,7,1,0,121.09605816371,12,3
10915,73,7,1-73-2018-007-04,4,1,0,343.32180226862,3,3
10901,11,17,1-11-2018-017-04,4,2,0,12775.2182125071,8,3
10911,32,95,1-32-2018-095-03,3,2,0,1727.30555160327,7,3
10913,32,97,1-32-2018-097-02,2,1,0,73.4635854618697,7,3
10913,32,97,1-32-2018-097-02,2,2,0,73.4635854618697,7,3
10891,14,43,1-14-2018-043-03,3,2,0,1729.50899807288,8,3
10867,29,41,1-29-2018-041-06,6,1,0,133.986325322978,2,3
10867,29,41,1-29-2018-041-06,6,2,0,133.986325322978,2,3
10868,29,42,1-29-2018-042-06,6,2,0,133.986325293983,2,3
10760,25,32,1-25-2018-032-04,4,1,0,667.266514158034,2,3
10760,25,32,1-25-2018-032-04,4,2,0,667.266514158034,2,3
10762,25,34,1-25-2018-034-09,9,2,0,646.901961185703,2,3
10893,30,52,1-30-2018-052-06,6,1,0,1251.4724892483,10,3
10893,30,52,1-30-2018-052-06,6,2,0,1251.4724892483,10,3
10879,22,43,1-22-2018-043-09,9,1,0,187.694535115248,12,3
10858,59,49,1-59-2018-049-05,5,1,0,167.455134645085,6,3
10896,25,37,1-25-2018-037-09,9,1,0,661.656120911169,2,3
10897,24,53,1-24-2018-053-08,8,1,0,166.242602373067,1,3
10898,24,54,1-24-2018-054-03,3,1,0,335.793341277742,1,3
10985,12,45,1-12-2018-045-07,7,1,0,2305.38786495801,9,3
10955,22,44,1-22-2018-044-06,6,1,0,317.431948615114,12,3
10967,28,48,1-28-2018-048-09,9,1,0,257.501675747541,3,3
10981,11,19,1-11-2018-019-02,2,2,0,110.449196298252,8,3
10983,24,57,1-24-2018-057-03,3,1,0,470.67508473631,1,3
10986,12,46,1-12-2018-046-10,10,1,0,10184.9484583409,9,3
10995,32,98,1-32-2018-098-06,6,1,0,1168.57432291393,7,3
10990,52,43,1-52-2018-043-06,6,2,0,115.921240533737,12,3
10997,32,100,1-32-2018-100-04,4,2,0,2804.32896420036,7,3
10991,52,44,1-52-2018-044-09,9,1,0,460.810983406943,12,3
10920,16,86,1-16-2018-086-03,3,1,0,285.529324603349,5,3
10954,26,86,1-26-2018-086-02,2,1,0,23.7381053223445,10,3
10963,15,90,1-15-2018-090-03,3,1,0,149.967798778902,1,3
10963,15,90,1-15-2018-090-03,3,2,0,149.967798778902,1,3
10931,29,45,1-29-2018-045-07,7,2,0,566.185082192343,2,3
10959,77,3,1-77-2018-003-02,2,1,0,191.424290157716,9,3
10959,77,3,1-77-2018-003-02,2,2,0,191.424290157716,9,3
10969,26,87,1-26-2018-087-03,3,1,0,441.90132944717,10,3
10970,31,42,1-31-2018-042-07,7,1,0,372.476158331204,6,3
10970,31,42,1-31-2018-042-07,7,2,0,372.476158331204,6,3
10972,30,55,1-30-2018-055-07,7,2,0,1052.53253506353,10,3
10973,30,56,1-30-2018-056-03,3,2,0,234.699135988123,10,3
10960,77,4,1-77-2018-004-03,3,1,0,1109.57472235341,9,3
10927,52,42,1-52-2018-042-06,6,2,0,26.9602689791041,12,3
10924,27,44,1-27-2018-044-07,7,1,0,253.852361795871,3,3
10923,27,43,1-27-2018-043-03,3,2,0,57.4834058041877,3,3
10937,12,44,1-12-2018-044-08,8,1,0,452.742723453406,9,3
10937,12,44,1-12-2018-044-08,8,2,0,452.742723453406,9,3
10926,66,36,1-66-2018-036-04,4,2,0,155.537836543619,6,3
10919,16,85,1-16-2018-085-10,10,2,0,6618.91497327363,5,3
10933,19,78,1-19-2018-078-06,6,1,0,276.826518587721,9,3
10933,19,78,1-19-2018-078-06,6,2,0,276.826518587721,9,3
10936,13,85,1-13-2018-085-02,2,1,0,84.4510421138098,7,3
10917,25,39,1-25-2018-039-08,8,1,0,39.3317590790049,2,3
10938,17,86,1-17-2018-086-02,2,1,0,78.6330976585116,4,3
10899,24,55,1-24-2018-055-07,7,2,0,1079.71692042294,1,3
10930,29,44,1-29-2018-044-04,4,1,0,460.714658560086,2,3
10930,29,44,1-29-2018-044-04,4,2,0,460.714658560086,2,3
10939,17,87,1-17-2018-087-02,2,1,0,78.6330976585116,4,3
10939,17,87,1-17-2018-087-02,2,2,0,78.6330976585116,4,3
10949,16,87,1-16-2018-087-04,4,1,0,964.777374935505,5,3
10918,25,40,1-25-2018-040-10,10,2,0,1143.33559157093,2,3
10949,16,87,1-16-2018-087-04,4,2,0,964.777374935505,5,3
10922,10,49,1-10-2018-049-02,2,1,0,60.4877191486569,4,3
10940,17,88,1-17-2018-088-03,3,1,0,1950.5801030578,4,3
10952,18,42,1-18-2018-042-03,3,2,0,1701.14843613875,6,3
10953,20,99,1-20-2018-099-10,10,1,0,23936.8367783949,11,3
10934,48,4,1-48-2018-004-03,3,1,0,330.147569787864,12,3
10934,48,4,1-48-2018-004-03,3,2,0,330.147569787864,12,3
10947,59,50,1-59-2018-050-04,4,1,0,618.729509485865,6,3
10948,59,51,1-59-2018-051-08,8,1,0,125.676715095831,6,3
10957,33,65,1-33-2018-065-03,3,1,0,218.154382489614,12,3
10943,15,89,1-15-2018-089-02,2,1,0,16.8922870962494,1,3
11015,17,91,1-17-2018-091-03,3,1,0,202.223247712318,4,3
11015,17,91,1-17-2018-091-03,3,2,0,202.223247712318,4,3
11022,22,45,1-22-2018-045-04,4,1,0,154.170677807333,12,3
11023,22,46,1-22-2018-046-09,9,2,0,179.369001284945,12,3
11010,16,88,1-16-2018-088-06,6,1,0,496.336557192312,5,3
11011,16,89,1-16-2018-089-09,9,1,0,1492.95594562264,5,3
11027,16,90,1-16-2018-090-07,7,1,0,1695.42942280637,5,3
11032,25,43,1-25-2018-043-07,7,1,0,403.376025484826,2,3
11027,16,90,1-16-2018-090-07,7,3,0,1695.42942280637,5,3
11033,73,8,1-73-2018-008-02,2,1,0,30.1236772228839,3,3
11000,25,42,1-25-2018-042-03,3,1,0,87.3352176905196,2,3
11000,25,42,1-25-2018-042-03,3,2,0,87.3352176905196,2,3
10991,52,44,1-52-2018-044-09,9,2,0,460.810983406943,12,3
10994,77,7,1-77-2018-007-03,3,1,0,86.3530362590088,9,3
