CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTAREA,CONTCOMP,OCCNO,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
10459,22,35,1-22-2018-035-02,2,1,L,9,252,2,811,5,1,30.214841238483,12,3
12002,14,57,1-14-2018-057-01,1,1,A,9,254,1,862,5,1,368.651907846589,8,3
12601,26,154,1-26-2018-154-05,5,1,C,9,254,1,869,5,1,47.1565872283539,10,3
11586,20,109,1-20-2018-109-01,1,1,B,9,254,1,862,98,1,112.147537153145,11,3
11702,21,109,1-21-2018-109-08,8,1,B,9,251,1,861,98,1,378.051527004394,11,3
9905,22,21,1-22-2018-021-08,8,1,A,9,251,1,861,98,1,95.6073213298819,12,3
10900,11,16,1-11-2018-016-02,2,1,F,9,253,1,512,3,1,169.116821482896,8,3
10931,29,45,1-29-2018-045-07,7,2,C,9,251,1,861,3,3,566.185082192343,2,3
11039,21,83,1-21-2018-083-01,1,1,N,9,252,3,861,3,3,158.205028590844,11,3
11153,29,49,1-29-2018-049-06,6,1,D,9,251,1,861,98,3,201.192118541363,2,3
11517,22,56,1-22-2018-056-01,1,1,D,9,254,1,862,5,3,71.1522239958461,12,3
11633,26,121,1-26-2018-121-05,5,1,E,9,252,1,512,5,3,59.9322989938188,10,3
11539,23,106,1-23-2018-106-05,5,1,B,9,254,1,861,5,3,50.4532248975682,5,3
11141,32,106,1-32-2018-106-02,2,1,H,9,252,1,762,5,3,38.2772476831573,7,3
11141,32,106,1-32-2018-106-02,2,1,I,9,253,1,742,5,3,38.2772476831573,7,3
10913,32,97,1-32-2018-097-02,2,1,C,9,252,1,832,5,3,73.4635854618697,7,3
9470,16,19,1-16-2018-019-01,1,1,E,9,253,1,742,5,3,35.9402440570351,5,3
9632,21,21,1-21-2018-021-03,3,1,D,9,252,2,999,2,3,262.603390064678,11,3
11517,22,56,1-22-2018-056-01,1,1,N,9,251,1,861,6,3,71.1522239958461,12,3
10847,28,45,1-28-2018-045-01,1,1,C,9,252,1,512,1,3,73.7618631871843,3,3
10897,24,53,1-24-2018-053-08,8,2,B,9,254,1,872,1,3,166.242602373067,1,3
9707,23,31,1-23-2018-031-02,2,1,J,9,254,1,861,1,3,58.0100435530798,5,3
10084,32,58,1-32-2018-058-05,5,1,B,9,252,1,842,1,3,91.3446208780574,7,3
9706,28,17,1-28-2018-017-01,1,2,D,9,251,1,869,1,3,72.1392328745456,3,3
9368,18,8,1-18-2018-008-02,2,1,B,9,254,1,862,1,3,55.3672538353833,6,3
10022,32,55,1-32-2018-055-06,6,1,C,9,254,1,862,1,2,2554.42689988318,7,3
9836,27,17,1-27-2018-017-02,2,1,D,9,254,1,861,1,2,16.443001964486,3,3
9836,27,17,1-27-2018-017-02,2,1,E,9,254,1,862,1,2,16.443001964486,3,3
11060,32,103,1-32-2018-103-08,8,1,D,9,254,1,852,1,2,665.093401375971,7,3
11419,32,120,1-32-2018-120-02,2,1,D,9,252,1,832,1,2,80.512956361693,7,3
11216,48,9,1-48-2018-009-05,5,1,D,9,254,1,862,1,2,323.777552625904,12,3
10559,16,71,1-16-2018-071-02,2,2,F,9,252,1,999,1,2,30.2605400482505,5,3
11579,18,56,1-18-2018-056-03,3,2,B,9,254,1,862,1,2,125.491471185504,6,3
11463,11,32,1-11-2018-032-05,5,1,F,9,254,1,862,1,2,111.457206362171,8,3
11287,24,65,1-24-2018-065-03,3,2,G,9,254,1,861,1,2,371.100841780304,1,3
11805,66,56,1-66-2018-056-05,5,2,G,9,252,1,742,6,2,276.110585161166,6,3
11052,23,87,1-23-2018-087-01,1,2,H,9,251,1,862,96,2,76.1868333196657,5,3
11472,66,50,1-66-2018-050-08,8,1,AB,9,251,3,862,96,2,170.546864289739,6,3
10996,32,99,1-32-2018-099-09,9,2,E,9,252,1,842,2,2,3855.49486966094,7,3
12376,26,150,1-26-2018-150-05,5,1,E,9,252,1,512,2,2,68.3019368724374,10,3
9340,32,19,1-32-2018-019-01,1,1,A,9,252,1,812,5,2,84.6163488929365,7,3
9340,32,19,1-32-2018-019-01,1,1,C,9,252,1,852,5,2,84.6163488929365,7,3
9470,16,19,1-16-2018-019-01,1,1,F,9,254,1,861,5,2,35.9402440570351,5,3
9470,16,19,1-16-2018-019-01,1,1,G,9,254,1,862,5,2,35.9402440570351,5,3
9470,16,19,1-16-2018-019-01,1,1,J,9,252,1,832,5,2,35.9402440570351,5,3
9470,16,19,1-16-2018-019-01,1,1,C,9,251,1,862,5,2,35.9402440570351,5,3
9470,16,19,1-16-2018-019-01,1,1,D,9,251,1,861,5,2,35.9402440570351,5,3
9398,32,22,1-32-2018-022-05,5,1,G,9,254,1,862,5,2,107.343122144498,7,3
10433,32,73,1-32-2018-073-01,1,1,D,9,251,1,851,5,2,83.203849708798,7,3
10433,32,73,1-32-2018-073-01,1,1,E,9,251,1,852,5,2,83.203849708798,7,3
10409,21,53,1-21-2018-053-08,8,1,A,9,252,2,999,5,2,116.320430262659,11,3
10704,29,38,1-29-2018-038-09,9,1,C,9,253,1,512,5,2,741.80716083264,2,3
10791,14,41,1-14-2018-041-02,2,2,F,9,254,1,861,5,2,186.332816064419,8,3
11141,32,106,1-32-2018-106-02,2,1,G,9,251,1,861,5,2,38.2772476831573,7,3
11807,32,140,1-32-2018-140-02,2,1,H,9,254,1,869,5,2,166.140634897428,7,3
11937,32,145,1-32-2018-145-01,1,1,I,9,252,1,852,5,2,199.049503412155,7,3
12362,32,164,1-32-2018-164-02,2,1,C,9,252,1,832,5,2,90.1477307459247,7,3
11905,20,113,1-20-2018-113-01,1,1,J,9,251,1,861,5,2,81.2478232206367,11,3
11905,20,113,1-20-2018-113-01,1,1,K,9,251,1,862,5,2,81.2478232206367,11,3
10578,12,36,1-12-2018-036-03,3,1,C,9,254,1,861,5,2,724.323097179874,9,3
11858,24,90,1-24-2018-090-03,3,1,A,9,254,1,862,98,2,104.04718571765,1,3
11581,15,110,1-15-2018-110-02,2,1,C,9,254,1,862,98,2,17.438269199499,1,3
11103,21,86,1-21-2018-086-02,2,1,C,9,251,1,871,3,2,38.6657400828502,11,3
12004,32,149,1-32-2018-149-02,2,1,C,9,252,1,842,3,2,79.299730651191,7,3
12068,66,62,1-66-2018-062-03,3,1,G,9,252,1,742,3,2,246.782155417001,6,3
11508,17,109,1-17-2018-109-01,1,2,Q,9,254,1,831,3,2,154.014405539783,4,3
10867,29,41,1-29-2018-041-06,6,2,K,9,251,1,861,3,2,133.986325322978,2,3
10865,17,84,1-17-2018-084-01,1,1,M,9,251,2,862,3,2,75.2309515085863,4,3
10912,32,96,1-32-2018-096-02,2,2,B,9,252,1,852,3,2,73.4635854439063,7,3
10706,17,78,1-17-2018-078-01,1,1,C,9,254,1,861,3,2,132.871144775901,4,3
10518,17,68,1-17-2018-068-04,4,1,C,9,254,1,862,3,2,589.892222183075,4,3
9408,19,15,1-19-2018-015-08,8,1,A,1,1,1,201,12,2,516.939822954601,9,3
10271,21,44,1-21-2018-044-02,2,1,C,1,1,1,999,12,2,11.8543055031592,11,3
10235,16,56,1-16-2018-056-04,4,2,A,1,1,1,101,12,2,931.14835825977,5,3
10625,32,83,1-32-2018-083-03,3,1,A,1,1,1,101,12,2,1492.06525790445,7,3
10625,32,83,1-32-2018-083-03,3,1,B,1,1,2,101,12,2,1492.06525790445,7,3
10560,16,72,1-16-2018-072-09,9,2,A,1,1,1,101,12,2,2271.47199984834,5,3
9207,23,9,1-23-2018-009-05,5,1,D,1,1,1,101,12,2,50.4532248975682,5,3
9627,18,15,1-18-2018-015-01,1,2,C,1,1,1,101,12,2,101.213215992934,6,3
9627,18,15,1-18-2018-015-01,1,2,D,1,1,1,712,12,2,101.213215992934,6,3
9817,23,36,1-23-2018-036-06,6,2,A,1,1,1,101,12,2,253.684325070898,5,3
11447,17,105,1-17-2018-105-05,5,1,B,1,1,1,761,12,2,47.9233869628999,4,3
11447,17,105,1-17-2018-105-05,5,1,C,1,1,1,762,12,2,47.9233869628999,4,3
10765,16,81,1-16-2018-081-03,3,1,A,1,1,1,101,12,2,296.826408165365,5,3
10765,16,81,1-16-2018-081-03,3,1,B,1,1,1,762,12,2,296.826408165365,5,3
11807,32,140,1-32-2018-140-02,2,1,I,1,1,1,101,12,2,166.140634897428,7,3
11909,29,79,1-29-2018-079-06,6,1,L,1,1,1,762,12,2,150.850799535278,2,3
11951,27,67,1-27-2018-067-03,3,1,A,1,1,1,101,12,2,144.802688546238,3,3
11650,20,110,1-20-2018-110-05,5,1,C,1,1,1,999,12,2,307.859435412551,11,3
12071,16,139,1-16-2018-139-02,2,1,A,1,1,1,101,12,2,36.8506544964151,5,3
11364,17,103,1-17-2018-103-08,8,1,A,1,1,1,762,12,2,151.127694368832,4,3
11039,21,83,1-21-2018-083-01,1,1,B,1,1,1,761,12,2,158.205028590844,11,3
11637,16,117,1-16-2018-117-08,8,1,G,1,1,1,101,12,2,145.505639122278,5,3
10532,20,78,1-20-2018-078-08,8,1,C,1,1,1,201,12,2,226.639532130103,11,3
10246,17,55,1-17-2018-055-08,8,1,B,1,1,1,872,12,2,80.684410928261,4,3
11875,16,128,1-16-2018-128-10,10,1,A,1,1,1,101,12,2,5436.19071512728,5,3
9810,20,36,1-20-2018-036-02,2,1,E,1,1,1,201,12,2,26.8025465982331,11,3
10675,16,77,1-16-2018-077-02,2,1,G,1,1,2,101,12,2,39.7677397370151,5,3
10675,16,77,1-16-2018-077-02,2,1,A,1,1,1,101,12,2,39.7677397370151,5,3
10675,16,77,1-16-2018-077-02,2,1,B,1,1,1,101,12,2,39.7677397370151,5,3
12036,30,79,1-30-2018-079-03,3,1,A,1,19,1,201,4,2,1068.74097823118,10,3
9467,25,9,1-25-2018-009-03,3,1,C,1,3,1,201,4,2,750.09277486428,2,3
10077,52,22,1-52-2018-022-09,9,1,B,1,19,2,101,4,2,2707.25436813,12,3
10077,52,22,1-52-2018-022-09,9,1,C,1,3,2,101,4,2,2707.25436813,12,3
10077,52,22,1-52-2018-022-09,9,1,D,1,19,2,101,4,2,2707.25436813,12,3
10308,27,30,1-27-2018-030-01,1,2,E,1,25,2,841,4,2,58.2953313287954,3,3
10809,30,49,1-30-2018-049-02,2,2,E,1,21,1,841,4,2,28.6927689281909,10,3
10652,33,60,1-33-2018-060-07,7,1,A,1,3,1,201,4,2,403.120905358811,12,3
10992,52,45,1-52-2018-045-02,2,1,C,1,4,1,721,4,2,22.6600120614719,12,3
10573,24,44,1-24-2018-044-03,3,1,B,1,22,1,742,4,2,879.333902288455,1,3
10835,16,82,1-16-2018-082-04,4,1,B,1,3,1,101,4,2,805.910590321026,5,3
10791,14,41,1-14-2018-041-02,2,2,D,1,25,1,842,4,2,186.332816064419,8,3
11138,52,50,1-52-2018-050-09,9,1,C,1,1,1,869,4,2,165.242670285967,12,3
11478,16,108,1-16-2018-108-02,2,1,F,1,3,1,201,4,2,15.1302700241252,5,3
11258,77,15,1-77-2018-015-09,9,1,A,1,7,1,849,4,2,4652.80208906838,9,3
10266,33,52,1-33-2018-052-09,9,1,A,1,24,1,842,4,2,232.968672028976,12,3
11541,73,19,1-73-2018-019-05,5,1,C,1,6,1,831,4,2,94.4561369035293,3,3
11535,77,25,1-77-2018-025-02,2,1,E,1,7,1,762,4,2,264.469785330564,9,3
11728,11,41,1-11-2018-041-03,3,1,B,1,24,1,842,4,2,2028.80063908048,8,3
9194,20,6,1-20-2018-006-06,6,1,A,1,19,1,862,4,2,445.631018671107,11,3
10990,52,43,1-52-2018-043-06,6,2,A,1,21,1,841,4,2,115.921240533737,12,3
11568,29,66,1-29-2018-066-06,6,1,H,1,25,1,762,4,9,103.79649571853,2,3
9865,15,39,1-15-2018-039-04,4,1,D,1,16,1,999,4,9,403.813824451736,1,3
9865,15,39,1-15-2018-039-04,4,1,E,1,16,1,999,4,9,403.813824451736,1,3
9821,28,20,1-28-2018-020-03,3,1,A,1,4,1,999,9,9,113.610524464579,3,3
10239,76,8,1-76-2018-008-04,4,1,E,1,2,1,999,98,9,332.509905511132,3,3
10561,28,39,1-28-2018-039-06,6,1,A,1,2,1,999,98,9,77.7650967510451,3,3
10488,28,38,1-28-2018-038-05,5,1,D,1,6,1,401,2,9,47.4965748713896,3,3
11669,28,64,1-28-2018-064-08,8,2,B,1,7,1,999,2,9,176.798682452433,3,3
11669,28,64,1-28-2018-064-08,8,2,C,1,7,1,999,2,9,176.798682452433,3,3
12147,29,88,1-29-2018-088-03,3,1,E,1,4,1,761,96,9,160.272147431156,2,3
12147,29,88,1-29-2018-088-03,3,1,F,1,4,1,762,96,9,160.272147431156,2,3
9305,25,6,1-25-2018-006-01,1,1,B,1,24,1,841,3,2,96.2375835145362,2,3
9305,25,6,1-25-2018-006-01,1,1,C,1,24,1,842,3,2,96.2375835145362,2,3
9030,18,1,1-18-2018-001-08,8,1,D,1,24,1,842,3,2,386.913594514849,6,3
9103,10,5,1-10-2018-005-04,4,1,F,1,26,2,859,3,2,142.249904142252,4,3
9101,30,2,1-30-2018-002-09,9,1,A,1,24,1,841,3,2,4959.89800959782,10,3
9102,12,2,1-12-2018-002-06,6,2,A,1,24,1,841,3,2,854.536929051275,9,3
9234,17,9,1-17-2018-009-08,8,1,G,1,13,2,842,3,2,132.177798160154,4,3
9234,17,9,1-17-2018-009-08,8,1,H,1,3,1,762,3,2,132.177798160154,4,3
9170,13,9,1-13-2018-009-05,5,2,B,1,24,1,842,3,2,82.2352646616749,7,3
9216,12,6,1-12-2018-006-04,4,2,A,1,24,1,852,3,2,1519.83385794616,9,3
9293,31,4,1-31-2018-004-05,5,2,A,1,24,1,841,3,2,253.605077697242,6,3
9293,31,4,1-31-2018-004-05,5,2,B,1,24,1,842,3,2,253.605077697242,6,3
9366,30,11,1-30-2018-011-06,6,1,B,1,24,1,841,3,2,1156.68515954863,10,3
9250,21,6,1-21-2018-006-07,7,2,B,1,24,1,849,3,2,97.7840075716592,11,3
9427,66,6,1-66-2018-006-09,9,1,A,1,13,2,842,3,2,321.544095258929,6,3
9249,15,9,1-15-2018-009-01,1,1,D,1,22,2,731,3,2,47.3410097778351,1,3
9249,15,9,1-15-2018-009-01,1,1,E,1,26,2,851,3,2,47.3410097778351,1,3
9614,17,26,1-17-2018-026-06,6,2,H,1,13,2,841,3,2,142.965962729227,4,3
9613,17,25,1-17-2018-025-03,3,1,A,1,24,1,841,3,2,107.711371168795,4,3
9613,17,25,1-17-2018-025-03,3,1,B,1,13,2,842,3,2,107.711371168795,4,3
9613,17,25,1-17-2018-025-03,3,1,C,1,23,2,842,3,2,107.711371168795,4,3
9398,32,22,1-32-2018-022-05,5,1,D,1,24,1,841,3,2,107.343122144498,7,3
9398,32,22,1-32-2018-022-05,5,1,E,1,23,2,401,3,2,107.343122144498,7,3
9398,32,22,1-32-2018-022-05,5,1,F,1,26,2,842,3,2,107.343122144498,7,3
9355,28,7,1-28-2018-007-06,6,2,B,1,24,1,841,3,2,191.640029207882,3,3
9355,28,7,1-28-2018-007-06,6,2,C,1,24,1,842,3,2,191.640029207882,3,3
10519,17,69,1-17-2018-069-04,4,1,E,1,7,1,832,3,2,589.892222183075,4,3
10496,32,76,1-32-2018-076-02,2,1,C,1,25,1,842,3,2,85.2302038912211,7,3
10396,14,29,1-14-2018-029-02,2,2,A,1,24,1,842,3,2,274.081452904409,8,3
10396,14,29,1-14-2018-029-02,2,2,B,1,24,1,841,3,2,274.081452904409,8,3
10396,14,29,1-14-2018-029-02,2,2,F,1,13,2,842,3,2,274.081452904409,8,3
10459,22,35,1-22-2018-035-02,2,1,C,1,24,1,842,3,2,30.214841238483,12,3
10439,52,29,1-52-2018-029-06,6,1,D,1,21,1,841,3,2,85.5822223845407,12,3
10454,17,67,1-17-2018-067-08,8,1,K,1,5,1,101,3,2,100.831120146452,4,3
10317,22,31,1-22-2018-031-07,7,1,A,1,24,1,841,3,2,52.9767905684143,12,3
10317,22,31,1-22-2018-031-07,7,1,B,1,24,1,842,3,2,52.9767905684143,12,3
10317,22,31,1-22-2018-031-07,7,1,C,1,4,1,401,3,2,52.9767905684143,12,3
9907,29,20,1-29-2018-020-09,9,2,A,1,24,1,842,3,2,428.418727257235,2,3
9907,29,20,1-29-2018-020-09,9,2,B,1,24,1,841,3,2,428.418727257235,2,3
10301,12,31,1-12-2018-031-09,9,1,A,1,24,1,851,3,2,2396.27743868112,9,3
10387,31,26,1-31-2018-026-08,8,1,F,1,24,1,841,3,2,342.02018286829,6,3
10294,26,54,1-26-2018-054-02,2,1,B,1,24,1,841,3,2,25.3215398928985,10,3
10294,26,54,1-26-2018-054-02,2,1,C,1,24,1,842,3,2,25.3215398928985,10,3
10294,26,54,1-26-2018-054-02,2,1,D,1,24,1,842,3,2,25.3215398928985,10,3
10459,22,35,1-22-2018-035-02,2,1,H,1,13,2,842,3,2,30.214841238483,12,3
10393,17,63,1-17-2018-063-09,9,2,B,1,5,1,762,3,2,1069.71992473106,4,3
10311,17,60,1-17-2018-060-02,2,2,F,1,24,1,862,3,2,63.3469708223775,4,3
10155,52,24,1-52-2018-024-09,9,1,I,1,21,1,841,3,2,178.43007402871,12,3
10453,17,66,1-17-2018-066-06,6,2,B,1,24,1,841,3,2,237.208455160444,4,3
10453,17,66,1-17-2018-066-06,6,2,C,1,24,1,842,3,2,237.208455160444,4,3
10311,17,60,1-17-2018-060-02,2,2,A,1,4,1,201,3,2,63.3469708223775,4,3
9916,16,39,1-16-2018-039-02,2,1,A,1,4,1,201,3,2,21.4114891387835,5,3
10452,17,65,1-17-2018-065-05,5,1,E,1,13,2,841,3,2,47.9233869628999,4,3
10452,17,65,1-17-2018-065-05,5,1,F,1,13,2,842,3,2,47.9233869628999,4,3
10178,17,54,1-17-2018-054-06,6,2,F,1,24,1,841,3,2,308.923490979069,4,3
10452,17,65,1-17-2018-065-05,5,1,C,1,24,1,842,3,2,47.9233869628999,4,3
10424,12,33,1-12-2018-033-04,4,1,B,1,21,1,851,3,2,1006.73005033281,9,3
10424,12,33,1-12-2018-033-04,4,2,A,1,24,1,851,3,2,1006.73005033281,9,3
10454,17,67,1-17-2018-067-08,8,1,H,1,13,2,842,3,2,100.831120146452,4,3
10454,17,67,1-17-2018-067-08,8,1,A,1,4,1,201,3,2,100.831120146452,4,3
10307,14,28,1-14-2018-028-04,4,1,A,1,24,1,841,3,2,2982.08578619094,8,3
10161,32,61,1-32-2018-061-09,9,2,C,1,24,1,841,3,2,7286.17185408568,7,3
10161,32,61,1-32-2018-061-09,9,2,D,1,24,1,842,3,2,7286.17185408568,7,3
10158,10,28,1-10-2018-028-10,10,1,B,1,2,1,101,3,2,3934.00247097847,4,3
10157,25,22,1-25-2018-022-01,1,1,D,1,3,1,101,3,2,100.978547465791,2,3
10049,33,46,1-33-2018-046-08,8,1,D,1,23,2,841,3,2,59.2151363135736,12,3
10041,17,47,1-17-2018-047-06,6,2,A,1,24,1,841,3,2,326.448261869221,4,3
10041,17,47,1-17-2018-047-06,6,2,D,1,13,2,842,3,2,326.448261869221,4,3
10041,17,47,1-17-2018-047-06,6,2,E,1,13,2,852,3,2,326.448261869221,4,3
10041,17,47,1-17-2018-047-06,6,2,F,1,13,2,872,3,2,326.448261869221,4,3
9916,16,39,1-16-2018-039-02,2,1,D,1,13,2,841,3,2,21.4114891387835,5,3
10175,27,27,1-27-2018-027-03,3,1,A,1,24,1,841,3,2,134.724304570554,3,3
9713,32,39,1-32-2018-039-03,3,1,D,1,7,1,849,3,2,1151.3910049794,7,3
9832,59,23,1-59-2018-023-01,1,2,B,1,3,1,101,3,2,94.2118507285493,6,3
10047,18,26,1-18-2018-026-09,9,2,A,1,24,1,841,3,2,331.279785503838,6,3
10022,32,55,1-32-2018-055-06,6,1,D,1,24,1,841,3,2,2554.42689988318,7,3
10022,32,55,1-32-2018-055-06,6,1,E,1,24,1,842,3,2,2554.42689988318,7,3
10237,27,28,1-27-2018-028-07,7,2,E,1,3,1,101,3,2,129.951462733549,3,3
9832,59,23,1-59-2018-023-01,1,2,E,1,21,1,761,3,2,94.2118507285493,6,3
9972,31,18,1-31-2018-018-03,3,1,A,1,21,1,201,3,2,262.500770475072,6,3
9975,17,42,1-17-2018-042-02,2,2,B,1,24,1,842,3,2,63.3469708223775,4,3
9976,17,43,1-17-2018-043-05,5,1,E,1,26,1,842,3,2,47.9233869628999,4,3
9910,26,36,1-26-2018-036-03,3,2,A,1,24,1,842,3,2,374.928133635314,10,3
9975,17,42,1-17-2018-042-02,2,1,C,1,24,1,842,3,2,63.3469708223775,4,3
9992,30,27,1-30-2018-027-02,2,1,C,1,24,1,841,3,2,62.448702450501,10,3
9992,30,27,1-30-2018-027-02,2,1,D,1,25,1,842,3,2,62.448702450501,10,3
9980,22,23,1-22-2018-023-01,1,1,B,1,24,1,841,3,2,110.502283860852,12,3
10039,17,45,1-17-2018-045-09,9,2,E,1,21,1,762,3,2,1020.88493161863,4,3
9950,76,6,1-76-2018-006-05,5,1,C,1,21,1,841,3,2,148.903235617988,3,3
9961,52,19,1-52-2018-019-08,8,1,A,1,13,2,862,3,2,200.376096337271,12,3
9976,17,43,1-17-2018-043-05,5,1,C,1,5,1,762,3,2,47.9233869628999,4,3
9977,17,44,1-17-2018-044-06,6,2,A,1,20,1,101,3,2,684.997338424833,4,3
10108,17,49,1-17-2018-049-04,4,1,C,1,13,2,842,3,2,287.610642192362,4,3
10102,26,45,1-26-2018-045-09,9,1,A,1,24,1,849,3,2,3625.48236515774,10,3
10102,26,45,1-26-2018-045-09,9,1,B,1,26,2,842,3,2,3625.48236515774,10,3
9707,23,31,1-23-2018-031-02,2,2,B,1,3,1,769,3,2,58.0100435530798,5,3
10039,17,45,1-17-2018-045-09,9,2,K,1,4,1,761,3,2,1020.88493161863,4,3
9903,17,41,1-17-2018-041-02,2,2,K,1,21,1,841,3,2,65.8542656555382,4,3
9903,17,41,1-17-2018-041-02,2,2,I,1,23,2,861,3,2,65.8542656555382,4,3
9579,26,24,1-26-2018-024-05,5,1,B,1,24,1,841,3,2,93.1417400750086,10,3
9579,26,24,1-26-2018-024-05,5,1,C,1,24,1,842,3,2,93.1417400750086,10,3
9903,17,41,1-17-2018-041-02,2,2,E,1,13,2,841,3,2,65.8542656555382,4,3
9903,17,41,1-17-2018-041-02,2,2,F,1,21,1,842,3,2,65.8542656555382,4,3
9854,21,28,1-21-2018-028-02,2,4,L,1,26,2,842,3,2,13.0271604475473,11,3
9854,21,28,1-21-2018-028-02,2,4,M,1,26,2,852,3,2,13.0271604475473,11,3
9649,16,27,1-16-2018-027-05,5,1,C,1,24,1,842,3,2,43.7095117905908,5,3
9775,26,33,1-26-2018-033-02,2,5,A,1,23,2,841,3,2,28.16043430236,10,3
9851,26,34,1-26-2018-034-06,6,2,C,1,24,1,841,3,2,1579.4071497318,10,3
9782,19,32,1-19-2018-032-05,5,1,A,1,3,1,999,3,2,54.7319534917023,9,3
9782,19,32,1-19-2018-032-05,5,1,B,1,24,1,852,3,2,54.7319534917023,9,3
9766,10,18,1-10-2018-018-02,2,1,D,1,22,1,852,3,2,30.6722033634637,4,3
9704,76,5,1-76-2018-005-06,6,1,C,1,5,1,401,3,2,298.553881888856,3,3
9784,19,34,1-19-2018-034-02,2,1,A,1,24,1,999,3,2,46.6814730229856,9,3
9672,26,28,1-26-2018-028-02,2,2,J,1,22,2,841,3,2,37.7656890723637,10,3
9672,26,28,1-26-2018-028-02,2,2,K,1,13,2,849,3,2,37.7656890723637,10,3
9378,20,15,1-20-2018-015-01,1,2,C,1,21,1,841,3,2,36.3646221338123,11,3
9672,26,28,1-26-2018-028-02,2,2,H,1,2,2,761,3,2,37.7656890723637,10,3
9745,33,27,1-33-2018-027-05,5,1,D,1,24,1,841,3,2,28.9441844864407,12,3
9680,17,28,1-17-2018-028-02,2,1,A,1,5,1,761,3,2,65.8542656555382,4,3
9378,20,15,1-20-2018-015-01,1,1,B,1,24,1,841,3,2,36.3646221338123,11,3
9378,20,15,1-20-2018-015-01,1,1,C,1,20,1,101,3,2,36.3646221338123,11,3
9681,17,29,1-17-2018-029-02,2,1,D,1,24,1,841,3,2,63.3469708223775,4,3
9741,17,34,1-17-2018-034-06,6,1,B,1,24,1,842,3,2,462.181743631044,4,3
9545,18,13,1-18-2018-013-01,1,1,B,1,24,1,841,3,2,80.1280895353133,6,3
9663,12,17,1-12-2018-017-04,4,2,A,1,24,1,851,3,2,1101.1192851115,9,3
9664,12,18,1-12-2018-018-04,4,1,A,1,24,1,841,3,2,1101.1192851115,9,3
9737,17,31,1-17-2018-031-01,1,1,A,1,24,1,861,3,2,72.3666545016486,4,3
9104,17,3,1-17-2018-003-02,2,1,B,1,24,1,841,3,2,65.8542656555382,4,3
9104,17,3,1-17-2018-003-02,2,1,H,1,13,2,842,3,2,65.8542656555382,4,3
9216,12,6,1-12-2018-006-04,4,1,D,1,24,1,841,3,2,1519.83385794616,9,3
10518,17,68,1-17-2018-068-04,4,1,B,1,24,1,841,3,2,589.892222183075,4,3
10524,26,64,1-26-2018-064-03,3,1,F,1,24,1,842,3,2,935.460580028448,10,3
10217,12,29,1-12-2018-029-03,3,2,A,1,26,2,841,3,2,406.907574432382,9,3
