CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
8926,32,1,1-32-2018-001-03,3,1,1,1,1,1,1,0,1,0,0,50,1,1,1,13,-13,-2,11650,998,13,0,1,1,96.6632414863881,7,3
8926,32,1,1-32-2018-001-03,3,1,2,4,1,1,1,0,1,0,0,50,1,1,1,13,-13,-2,11650,998,13,0,1,1,96.6632414863881,7,3
8926,32,1,1-32-2018-001-03,3,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,96.6632414863881,7,3
8926,32,1,1-32-2018-001-03,3,1,4,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,96.6632414863881,7,3
8926,32,1,1-32-2018-001-03,3,1,5,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,96.6632414863881,7,3
8926,32,1,1-32-2018-001-03,3,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,96.6632414863881,7,3
8926,32,1,1-32-2018-001-03,3,1,7,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,96.6632414863881,7,3
8949,17,1,1-17-2018-001-04,4,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.471488478727,4,3
8949,17,1,1-17-2018-001-04,4,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.471488478727,4,3
8949,17,1,1-17-2018-001-04,4,1,3,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,106.471488478727,4,3
8949,17,1,1-17-2018-001-04,4,1,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.471488478727,4,3
8949,17,1,1-17-2018-001-04,4,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,106.471488478727,4,3
8949,17,1,1-17-2018-001-04,4,1,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,106.471488478727,4,3
8949,17,1,1-17-2018-001-04,4,1,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,106.471488478727,4,3
