CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
9104,17,3,1-17-2018-003-02,2,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,673,65.8542656555382,4,3
9086,27,2,1-27-2018-002-09,9,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,564.418219068236,3,3
9114,17,6,1-17-2018-006-09,9,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,29462,928.670484328288,4,3
9082,19,3,1-19-2018-003-10,10,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,27082,3256.96934207448,9,3
9083,19,4,1-19-2018-004-05,5,2,1,4,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,54.7319534917023,9,3
9084,19,5,1-19-2018-005-04,4,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,4949,474.238121345424,9,3
9105,17,4,1-17-2018-004-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,852,795.851579157383,4,3
9117,66,1,1-66-2018-001-06,6,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,9308,274.912120238182,6,3
9122,59,4,1-59-2018-004-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5537,79.542999788287,6,3
9123,16,4,1-16-2018-004-07,7,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,764.334607453308,5,3
9074,10,2,1-10-2018-002-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5268,142.249904142252,4,3
9134,23,5,1-23-2018-005-04,4,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,3378,1294.75890194952,5,3
9135,23,6,1-23-2018-006-03,3,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,7117,425.181109960956,5,3
9136,23,7,1-23-2018-007-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,11751,50.4532248975682,5,3
9139,16,5,1-16-2018-005-03,3,1,1,6,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,535.890269029215,5,3
9139,16,5,1-16-2018-005-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,6860,535.890269029215,5,3
9145,32,6,1-32-2018-006-08,8,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,22680,133.013918892584,7,3
9140,16,6,1-16-2018-006-06,6,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,22940,711.290436632953,5,3
9144,32,5,1-32-2018-005-07,7,1,1,6,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,1172.4360813216,7,3
9144,32,5,1-32-2018-005-07,7,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,15959,1172.4360813216,7,3
9148,26,2,1-26-2018-002-03,3,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,4480,126.794856045418,10,3
9151,66,2,1-66-2018-002-07,7,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,13049,2876.38317019404,6,3
9164,27,3,1-27-2018-003-04,4,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5293,480.19185456428,3,3
9161,17,7,1-17-2018-007-07,7,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,961.21043381497,4,3
9163,19,6,1-19-2018-006-04,4,3,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5001,3160.79028217076,9,3
9131,24,4,1-24-2018-004-09,9,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,1145.97848108922,1,3
9131,24,4,1-24-2018-004-09,9,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,1145.97848108922,1,3
9172,18,3,1-18-2018-003-10,10,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,3710.4801640822,6,3
9160,31,2,1-31-2018-002-10,10,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,2279,1996.26853546703,6,3
9150,26,4,1-26-2018-004-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,11533,21.7452889756947,10,3
9178,33,5,1-33-2018-005-06,6,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,2,999998,63.7400889318934,12,3
9168,13,7,1-13-2018-007-03,3,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5802,1264.48978766316,7,3
9169,13,8,1-13-2018-008-03,3,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,1264.48978783552,7,3
9182,30,4,1-30-2018-004-02,2,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,4901,70.4513899391211,10,3
9178,33,5,1-33-2018-005-06,6,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,63.7400889318934,12,3
9183,18,4,1-18-2018-004-04,4,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,540.272553156273,6,3
9185,32,8,1-32-2018-008-04,4,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,750.940072849662,7,3
9191,22,4,1-22-2018-004-04,4,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,12113,85.8392754731498,12,3
9192,12,5,1-12-2018-005-07,7,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,16020,955.139938897715,9,3
9194,20,6,1-20-2018-006-06,6,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,14602,445.631018671107,11,3
9207,23,9,1-23-2018-009-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5948,50.4532248975682,5,3
9207,23,9,1-23-2018-009-05,5,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,11587,50.4532248975682,5,3
9216,12,6,1-12-2018-006-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,8187,1519.83385794616,9,3
9216,12,6,1-12-2018-006-04,4,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,5172,1519.83385794616,9,3
9222,16,7,1-16-2018-007-01,1,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,42.6753177949112,5,3
9222,16,7,1-16-2018-007-01,1,1,2,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,2,999998,42.6753177949112,5,3
9232,31,3,1-31-2018-003-07,7,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,6670,498.586540814067,6,3
9227,19,8,1-19-2018-008-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,7597,54.7319534917023,9,3
9235,17,10,1-17-2018-010-03,3,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,9634,234.273403804736,4,3
9240,27,5,1-27-2018-005-06,6,1,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,70.3177612782517,3,3
9246,29,7,1-29-2018-007-07,7,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,13378,2266.84577935185,2,3
9238,30,6,1-30-2018-006-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,7318,1541.99741709989,10,3
9245,33,9,1-33-2018-009-03,3,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,2818,58.5298818576854,12,3
9241,22,5,1-22-2018-005-02,2,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,7785,35.3582900848438,12,3
9212,59,7,1-59-2018-007-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,62.0292182713193,6,3
9254,20,8,1-20-2018-008-03,3,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,2017,386.471253507574,11,3
9231,13,12,1-13-2018-012-03,3,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,4570,1225.51318336026,7,3
9248,15,8,1-15-2018-008-02,2,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,127,21.5150146240597,1,3
9260,59,8,1-59-2018-008-10,10,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,2719.21927330836,6,3
9264,32,12,1-32-2018-012-06,6,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,2055.11862943686,7,3
9264,32,12,1-32-2018-012-06,6,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,8043,2055.11862943686,7,3
9137,28,4,1-28-2018-004-03,3,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,6468,238.068958218601,3,3
9137,28,4,1-28-2018-004-03,3,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,6925,238.068958218601,3,3
9196,14,4,1-14-2018-004-03,3,2,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,4023,1066.81961607072,8,3
9242,18,5,1-18-2018-005-06,6,1,1,0,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,222.029928600094,6,3
9276,16,10,1-16-2018-010-03,3,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,5893,142.326154285648,5,3
9276,16,10,1-16-2018-010-03,3,3,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,602,142.326154285648,5,3
9273,23,11,1-23-2018-011-03,3,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,3538,247.997595745695,5,3
9274,23,12,1-23-2018-012-07,7,1,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,1016.83301184366,5,3
9281,32,15,1-32-2018-015-07,7,1,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,2900.25871013123,7,3
9280,32,14,1-32-2018-014-02,2,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,25946,24.8034492787954,7,3
9280,32,14,1-32-2018-014-02,2,3,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,5290,24.8034492787954,7,3
9278,52,4,1-52-2018-004-06,6,2,1,0,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,13187,214.979665581798,12,3
9239,76,2,1-76-2018-002-02,2,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,1211,386.571890316254,3,3
9288,12,8,1-12-2018-008-07,7,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,19112,2206.75524882669,9,3
9289,19,11,1-19-2018-011-05,5,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,17452,54.7319534917023,9,3
9299,17,13,1-17-2018-013-04,4,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,713,1180.18274208492,4,3
9293,31,4,1-31-2018-004-05,5,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,42748,253.605077697242,6,3
9293,31,4,1-31-2018-004-05,5,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,7604,253.605077697242,6,3
9300,66,4,1-66-2018-004-07,7,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,11166,580.243867834629,6,3
9298,17,12,1-17-2018-012-02,2,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,2785,63.3469708223775,4,3
9294,29,8,1-29-2018-008-04,4,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,4447,2960.97573522552,2,3
9306,22,6,1-22-2018-006-08,8,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,21133,47.6909257049545,12,3
9303,13,15,1-13-2018-015-03,3,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,8887,1269.72929176768,7,3
9266,21,8,1-21-2018-008-03,3,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,8526,29.4463271254006,11,3
9302,13,14,1-13-2018-014-03,3,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,1397,1269.72929162036,7,3
9308,18,6,1-18-2018-006-07,7,2,1,1,Crash Data Retrieval Tool 17.6.1,Crash Data Retrieval Tool 19.3,1,18847,1558.821348562,6,3
9309,18,7,1-18-2018-007-06,6,1,1,0,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,2,999998,403.153150746744,6,3
9301,13,13,1-13-2018-013-03,3,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,5992,1269.72929162036,7,3
9309,18,7,1-18-2018-007-06,6,3,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,15351,403.153150746744,6,3
9290,19,12,1-19-2018-012-06,6,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,9688,449.594336290463,9,3
9290,19,12,1-19-2018-012-06,6,3,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 19.3,1,999998,449.594336290463,9,3
9307,22,7,1-22-2018-007-10,10,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,16287,213.143841048684,12,3
9319,33,10,1-33-2018-010-06,6,1,1,3,Crash Data Retrieval Tool 17.6.1,Crash Data Retrieval Tool 19.3,1,999998,88.2610712425701,12,3
9312,21,9,1-21-2018-009-04,4,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,606,684.739806402225,11,3
9318,20,12,1-20-2018-012-02,2,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,10395,26.8025465982331,11,3
9317,20,11,1-20-2018-011-03,3,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,10597,276.854004769966,11,3
9304,27,6,1-27-2018-006-09,9,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,621.269214279464,3,3
9316,20,10,1-20-2018-010-04,4,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,21821,568.723541294112,11,3
9333,52,5,1-52-2018-005-09,9,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,32522,628.42521903097,12,3
9340,32,19,1-32-2018-019-01,1,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,25150,84.6163488929365,7,3
9331,23,15,1-23-2018-015-04,4,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,1584,541.870619959268,5,3
9334,10,10,1-10-2018-010-03,3,1,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,7888,135.242694957323,4,3
9346,16,12,1-16-2018-012-03,3,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,6695,103.633391977495,5,3
9354,26,12,1-26-2018-012-04,4,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,3102,648.257826825658,10,3
9361,17,15,1-17-2018-015-10,10,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,25257,3075.38866874239,4,3
9362,17,16,1-17-2018-016-08,8,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,18200,71.1003718534564,4,3
9364,31,5,1-31-2018-005-02,2,2,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,4161,251.201707166377,6,3
9368,18,8,1-18-2018-008-02,2,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,1834,55.3672538353833,6,3
9366,30,11,1-30-2018-011-06,6,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,18948,1156.68515954863,10,3
9378,20,15,1-20-2018-015-01,1,2,1,4,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,2691,36.3646221338123,11,3
9375,30,12,1-30-2018-012-02,2,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,5637,33.4228472085741,10,3
9380,21,11,1-21-2018-011-02,2,1,1,3,Crash Data Retrieval Tool 17.6.1,Crash Data Retrieval Tool 19.3,1,3214,11.470238003013,11,3
9349,13,16,1-13-2018-016-06,6,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,19727,1560.41119453373,7,3
9376,20,13,1-20-2018-013-02,2,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,5574,26.8025465982331,11,3
9357,27,7,1-27-2018-007-03,3,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,3100,74.9833943279252,3,3
9335,59,10,1-59-2018-010-05,5,1,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,11940,62.0292182713193,6,3
9358,27,8,1-27-2018-008-03,3,2,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,16147,74.9833943425392,3,3
9387,16,15,1-16-2018-015-07,7,2,1,0,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,9885,469.866263372512,5,3
9394,23,18,1-23-2018-018-06,6,1,1,3,Crash Data Retrieval Tool 17.6.1,Crash Data Retrieval Tool 19.3,1,999998,301.208074069348,5,3
9394,23,18,1-23-2018-018-06,6,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,301.208074069348,5,3
9356,28,8,1-28-2018-008-06,6,1,1,3,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,10381,191.640029191139,3,3
9399,32,23,1-32-2018-023-02,2,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,4317,70.1995626457919,7,3
9398,32,22,1-32-2018-022-05,5,1,1,2,17.5.1,17.5.1,1,5370,107.343122144498,7,3
9400,25,8,1-25-2018-008-03,3,2,1,1,Crash Data Retrieval Tool 17.6.1,Crash Data Retrieval Tool 19.3,1,4218,1430.27220504206,2,3
9397,32,21,1-32-2018-021-07,7,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,9878,8208.41048104978,7,3
9401,59,13,1-59-2018-013-02,2,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,2482,125.153836180568,6,3
9405,16,16,1-16-2018-016-04,4,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,701.986376043106,5,3
9405,16,16,1-16-2018-016-04,4,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,3566,701.986376043106,5,3
9407,24,14,1-24-2018-014-04,4,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,2619,1271.19146541087,1,3
9382,21,13,1-21-2018-013-03,3,2,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,3441,274.792034805683,11,3
9409,19,16,1-19-2018-016-05,5,1,1,0,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,14077,103.719045040326,9,3
9411,12,11,1-12-2018-011-03,3,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,7057,622.157266365896,9,3
9418,29,10,1-29-2018-010-03,3,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,18779,1217.10501205317,2,3
9418,29,10,1-29-2018-010-03,3,2,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,8164,1217.10501205317,2,3
9417,31,6,1-31-2018-006-09,9,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,24593,1540.94427673327,6,3
9422,13,20,1-13-2018-020-05,5,1,1,6,Crash Data Retrieval Tool 17.6.1,Crash Data Retrieval Tool 19.3,1,999998,58.8395951709553,7,3
9427,66,6,1-66-2018-006-09,9,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,999998,321.544095258929,6,3
9431,22,9,1-22-2018-009-02,2,1,1,1,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,2112,31.5989924128813,12,3
9416,17,18,1-17-2018-018-04,4,1,1,2,Crash Data Retrieval Tool 17.6,Crash Data Retrieval Tool 19.3,1,7124,1063.8281650274,4,3
