CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,DISTRACTN,CASEWGT,PSUSTRAT,VERSION
11684,31,56,1-31-2018-056-02,2,1,1,262.708006080196,6,3
11688,27,60,1-27-2018-060-09,9,1,99,479.498444532893,3,3
11689,17,117,1-17-2018-117-04,4,1,4,490.063716129313,4,3
11702,21,109,1-21-2018-109-08,8,1,1,378.051527004394,11,3
11705,13,102,1-13-2018-102-09,9,1,1,11761.6163672137,7,3
11707,30,73,1-30-2018-073-02,2,1,6,94.9718590290414,10,3
11681,19,96,1-19-2018-096-06,6,1,3,264.785621437837,9,3
11717,33,82,1-33-2018-082-03,3,1,9,128.640284918357,12,3
11695,10,75,1-10-2018-075-02,2,1,8,28.4146695274868,4,3
11731,28,65,1-28-2018-065-06,6,1,6,70.6267922654893,3,3
11734,23,115,1-23-2018-115-03,3,1,9,237.158491148703,5,3
11735,23,116,1-23-2018-116-10,10,2,6,4954.65380801126,5,3
11737,16,121,1-16-2018-121-02,2,1,9,30.2605400482505,5,3
11759,22,62,1-22-2018-062-04,4,1,3,330.825757378838,12,3
11755,27,61,1-27-2018-061-04,4,1,8,343.472495839924,3,3
11774,21,112,1-21-2018-112-03,3,1,10,311.69596024821,11,3
11772,21,110,1-21-2018-110-02,2,1,99,35.1343426664757,11,3
11787,77,33,1-77-2018-033-07,7,1,1,3474.33480512222,9,3
11787,77,33,1-77-2018-033-07,7,1,99,3474.33480512222,9,3
11805,66,56,1-66-2018-056-05,5,1,6,276.110585161166,6,3
11804,23,119,1-23-2018-119-04,4,1,9,1268.48358756985,5,3
11814,25,69,1-25-2018-069-06,6,1,9,318.665986373724,2,3
11819,48,19,1-48-2018-019-06,6,1,99,168.554744777116,12,3
11817,52,69,1-52-2018-069-03,3,1,1,106.719620397414,12,3
11829,22,63,1-22-2018-063-06,6,1,1,31.0338750462274,12,3
11826,52,70,1-52-2018-070-03,3,1,2,106.719620397414,12,3
11825,29,76,1-29-2018-076-09,9,2,8,231.68404223755,2,3
11823,29,74,1-29-2018-074-07,7,1,10,263.104844466544,2,3
11611,59,66,1-59-2018-066-07,7,1,9,1084.15664281271,6,3
11860,12,67,1-12-2018-067-02,2,2,1,313.736819946938,9,3
11865,73,24,1-73-2018-024-08,8,1,1,212.395625754255,3,3
11863,23,121,1-23-2018-121-03,3,2,6,282.006683210584,5,3
11879,52,72,1-52-2018-072-09,9,1,2,51.1220292688425,12,3
11879,52,72,1-52-2018-072-09,9,1,10,51.1220292688425,12,3
11888,19,100,1-19-2018-100-04,4,2,10,6772.99923761747,9,3
11890,13,107,1-13-2018-107-05,5,1,1,117.559599916803,7,3
11675,54,15,1-54-2018-015-10,10,1,10,4450.83630448735,9,3
11598,54,14,1-54-2018-014-04,4,1,1,954.252793686405,9,3
11910,59,75,1-59-2018-075-04,4,2,8,1453.52499343073,6,3
11866,54,18,1-54-2018-018-08,8,1,1,289.649312795195,9,3
11922,73,25,1-73-2018-025-10,10,1,1,2881.76160579992,3,3
11919,77,38,1-77-2018-038-02,2,1,1,538.772226463386,9,3
11926,25,71,1-25-2018-071-08,8,1,8,86.4031094329406,2,3
11935,52,74,1-52-2018-074-03,3,2,8,113.793146521947,12,3
11949,26,135,1-26-2018-135-03,3,1,6,944.651074227438,10,3
11932,54,19,1-54-2018-019-03,3,1,99,420.85225146369,9,3
11948,26,134,1-26-2018-134-03,3,1,1,944.651074227438,10,3
12002,14,57,1-14-2018-057-01,1,1,8,368.651907846589,8,3
12009,52,76,1-52-2018-076-04,4,1,7,109.625930430459,12,3
12020,27,69,1-27-2018-069-03,3,1,2,129.871681603485,3,3
12024,17,131,1-17-2018-131-05,5,1,7,49.8202110566132,4,3
12026,17,133,1-17-2018-133-03,3,1,1,412.234328005059,4,3
12018,29,85,1-29-2018-085-06,6,1,9,251.508973928696,2,3
12030,21,117,1-21-2018-117-01,1,1,99,35.9364966777032,11,3
12029,15,123,1-15-2018-123-07,7,1,10,5529.77130732279,1,3
12032,21,119,1-21-2018-119-03,3,1,10,588.482827704226,11,3
12008,52,75,1-52-2018-075-04,4,1,2,109.625930430459,12,3
12039,25,75,1-25-2018-075-06,6,1,3,252.248028686747,2,3
12048,23,129,1-23-2018-129-04,4,1,9,605.396670708061,5,3
12054,48,22,1-48-2018-022-02,2,1,1,90.5530035524016,12,3
12050,23,131,1-23-2018-131-06,6,1,6,263.8737461213,5,3
12065,27,70,1-27-2018-070-06,6,1,99,145.336048978006,3,3
12096,21,121,1-21-2018-121-07,7,1,1,3544.83236953454,11,3
12094,22,75,1-22-2018-075-06,6,1,1,131.823627219822,12,3
12102,20,117,1-20-2018-117-07,7,1,1,3366.03073443933,11,3
12081,29,87,1-29-2018-087-07,7,1,99,682.085851988878,2,3
12081,29,87,1-29-2018-087-07,7,1,3,682.085851988878,2,3
12127,28,71,1-28-2018-071-04,4,1,10,2966.0894928079,3,3
12125,32,155,1-32-2018-155-02,2,1,10,115.62219927339,7,3
12133,52,81,1-52-2018-081-08,8,1,99,39.2509347271043,12,3
12136,12,73,1-12-2018-073-03,3,1,9,1707.37197730704,9,3
12116,11,54,1-11-2018-054-01,1,1,6,201.564220754049,8,3
12115,11,53,1-11-2018-053-07,7,1,6,11926.6506506322,8,3
12148,29,89,1-29-2018-089-04,4,1,1,574.79166298934,2,3
12144,13,115,1-13-2018-115-02,2,1,1,127.819425410476,7,3
12158,21,122,1-21-2018-122-02,2,1,1,53.2625687150467,11,3
12165,30,82,1-30-2018-082-09,9,1,7,9967.67105524339,10,3
12130,14,60,1-14-2018-060-04,4,1,99,4943.86429092228,8,3
12163,18,72,1-18-2018-072-04,4,2,10,706.028916975917,6,3
12189,24,105,1-24-2018-105-03,3,1,99,406.923268634647,1,3
12222,52,86,1-52-2018-086-03,3,1,2,31.0613034674669,12,3
12227,33,94,1-33-2018-094-04,4,1,3,460.971179764882,12,3
12240,22,79,1-22-2018-079-03,3,1,9,99.0089181046767,12,3
12251,28,74,1-28-2018-074-10,10,1,1,664.340586322725,3,3
12257,14,62,1-14-2018-062-06,6,1,9,2377.06076460102,8,3
12263,11,57,1-11-2018-057-08,8,1,1,1713.68841137179,8,3
12266,23,138,1-23-2018-138-04,4,1,10,979.734611668822,5,3
12272,32,159,1-32-2018-159-01,1,1,1,209.237503253991,7,3
12271,48,24,1-48-2018-024-07,7,1,1,549.188315793161,12,3
12275,54,24,1-54-2018-024-07,7,1,10,897.043899513873,9,3
12270,77,47,1-77-2018-047-03,3,1,1,6019.96723138815,9,3
12281,52,87,1-52-2018-087-06,6,1,10,77.3442604824728,12,3
12297,17,143,1-17-2018-143-07,7,1,9,393.25834929915,4,3
12284,19,107,1-19-2018-107-09,9,1,10,1239.30533616038,9,3
12303,29,95,1-29-2018-095-09,9,2,8,940.074741126343,2,3
12320,21,128,1-21-2018-128-01,1,1,1,33.7653749903808,11,3
12349,24,109,1-24-2018-109-07,7,2,9,847.902634374638,1,3
12358,23,142,1-23-2018-142-04,4,1,5,705.022192009581,5,3
12367,52,90,1-52-2018-090-06,6,1,3,234.934469058971,12,3
12368,12,79,1-12-2018-079-02,2,1,9,616.532941171048,9,3
12348,77,49,1-77-2018-049-02,2,1,2,191.424290157716,9,3
12373,19,109,1-19-2018-109-02,2,1,99,115.07769893741,9,3
12380,27,73,1-27-2018-073-06,6,1,99,144.939121919842,3,3
12376,26,150,1-26-2018-150-05,5,1,10,68.3019368724374,10,3
12387,20,127,1-20-2018-127-07,7,1,6,2101.78277330492,11,3
12393,33,101,1-33-2018-101-02,2,1,10,23.7983979496905,12,3
12347,77,48,1-77-2018-048-05,5,1,2,169.383861572532,9,3
12347,77,48,1-77-2018-048-05,5,1,99,169.383861572532,9,3
12386,22,83,1-22-2018-083-09,9,1,10,599.702431130356,12,3
12404,18,77,1-18-2018-077-04,4,1,10,2957.34087382597,6,3
12359,54,25,1-54-2018-025-08,8,1,99,259.351508816245,9,3
12432,25,80,1-25-2018-080-03,3,1,9,84.0324700937112,2,3
12464,52,91,1-52-2018-091-04,4,1,8,674.665685258473,12,3
12451,26,152,1-26-2018-152-08,8,1,1,507.551687207472,10,3
12489,24,112,1-24-2018-112-03,3,1,9,89.3727755357831,1,3
12500,16,147,1-16-2018-147-03,3,1,9,297.68209184486,5,3
12543,21,134,1-21-2018-134-05,5,1,1,38.2529428549158,11,3
12528,18,79,1-18-2018-079-06,6,1,9,47.4756726492071,6,3
12528,18,79,1-18-2018-079-06,6,1,1,47.4756726492071,6,3
12604,22,87,1-22-2018-087-09,9,1,2,35.3459878157341,12,3
