CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
9036,33,1,1-33-2018-001-10,10,1,3,2,37.5853869898296,12,3
9108,20,3,1-20-2018-003-02,2,1,3,2,26.8025465982331,11,3
9136,23,7,1-23-2018-007-05,5,1,1,2,50.4532248975682,5,3
8949,17,1,1-17-2018-001-04,4,1,1,2,106.471488478727,4,3
8971,29,1,1-29-2018-001-07,7,1,1,2,56.3252452658226,2,3
9165,22,2,1-22-2018-002-04,4,1,1,2,85.8392754857875,12,3
9020,16,1,1-16-2018-001-08,8,1,1,2,417.717624463348,5,3
9139,16,5,1-16-2018-005-03,3,1,1,2,535.890269029215,5,3
9240,27,5,1-27-2018-005-06,6,1,1,2,70.3177612782517,3,3
9378,20,15,1-20-2018-015-01,1,1,1,2,36.3646221338123,11,3
9177,33,4,1-33-2018-004-08,8,1,1,2,40.2880494251112,12,3
9177,33,4,1-33-2018-004-08,8,1,2,2,40.2880494251112,12,3
9345,66,5,1-66-2018-005-01,1,1,1,2,397.68735285329,6,3
9431,22,9,1-22-2018-009-02,2,1,1,2,31.5989924128813,12,3
9234,17,9,1-17-2018-009-08,8,1,1,2,132.177798160154,4,3
9088,33,2,1-33-2018-002-09,9,1,1,2,27.8398909107088,12,3
9221,14,5,1-14-2018-005-05,5,1,1,2,457.216887455259,8,3
9487,52,8,1-52-2018-008-08,8,1,1,2,211.390414604368,12,3
9432,22,10,1-22-2018-010-01,1,1,3,2,69.2240445695726,12,3
9250,21,6,1-21-2018-006-07,7,1,1,2,97.7840075716592,11,3
9287,12,7,1-12-2018-007-10,10,1,1,2,9749.20047559222,9,3
9247,15,7,1-15-2018-007-02,2,1,1,2,21.5150146222128,1,3
9249,15,9,1-15-2018-009-01,1,1,1,2,47.3410097778351,1,3
9249,15,9,1-15-2018-009-01,1,1,4,2,47.3410097778351,1,3
9383,59,12,1-59-2018-012-08,8,1,1,2,315.289178152673,6,3
9308,18,6,1-18-2018-006-07,7,2,1,2,1558.821348562,6,3
9518,52,9,1-52-2018-009-04,4,1,1,2,671.040381456286,12,3
9563,19,23,1-19-2018-023-10,10,1,3,2,5461.0405048006,9,3
