CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,JKWGT25,JKWGT26,JKWGT27,JKWGT28,JKWGT29,JKWGT30,JKWGT31,JKWGT32,CASEWGT,PSUSTRAT,VERSION
28130,77,1,1-77-2023-001-04,4,114.522441605539,114.522441605539,114.522441605539,114.522441605539,114.589115035963,114.430394476468,113.483131019952,115.547148705192,114.522441605539,114.522441605539,114.522441605539,114.522441605539,110.120516511109,119.169181967833,120.500470595460,109.287968582542,114.522441605539,114.522441605539,116.776725537153,115.630304857134,108.707970689672,120.655189000043,233.278878729696,0.000000000000,114.522441605539,114.522441605539,114.522441605539,114.522441605539,116.401822282332,112.674426585998,108.678991780267,121.727259267910,114.52244160553800000000,9,8
28131,54,1,1-54-2023-001-10,10,129.712380474796,128.754133051532,135.329025295519,128.759791224163,132.482989781927,126.095208764821,130.723366099358,127.682291343552,130.002347439543,128.424035459392,133.876367773151,127.439547635028,127.174770053105,131.229044956879,140.960740424616,119.671559115607,128.840023661333,147.603676602170,138.626989377448,133.049770346950,263.727783056001,0.000000000000,101.407606052549,193.888227622515,134.888894567435,135.170547069249,130.700051855381,127.794367528305,136.495824055646,122.060406014650,132.825260133825,125.473983467836,129.19262219720600000000,9,8
28132,54,2,1-54-2023-002-10,10,129.712380474796,128.754133051532,135.329025295519,128.759791224163,132.482989781927,126.095208764821,130.723366099358,127.682291343552,130.002347439543,128.424035459392,133.876367773151,127.439547635028,127.174770053105,131.229044956879,140.960740424616,119.671559115607,128.840023661333,147.603676602170,138.626989377448,133.049770346950,263.727783056001,0.000000000000,101.407606052549,193.888227622515,134.888894567435,135.170547069249,130.700051855381,127.794367528305,136.495824055646,122.060406014650,132.825260133825,125.473983467836,129.19262219720600000000,9,8
28135,59,1,1-59-2023-001-08,8,190.110288155300,189.771466392984,189.922867371788,189.948468171441,192.284249066620,187.645026186097,188.512588760949,191.409984891427,189.864979037189,190.006822414792,190.158069617405,189.729316835596,387.065428356509,0.000000000000,191.674452222094,188.459985622726,192.234149569387,189.121981559042,197.488062070486,187.664046345131,186.866408869152,193.383695886527,185.278209385578,193.178841492422,190.671238131791,190.718242254121,189.899986102490,190.204481242800,191.263181773941,188.718225132727,189.020128834672,190.878231712243,189.93659739641800000000,6,8
28139,19,1,1-19-2023-001-02,2,103.509485267835,103.509485267835,103.509485267835,103.509485267835,104.618230963215,102.423994129728,103.127403283271,103.894067939375,103.509485267835,103.509485267835,103.509485267835,103.509485267835,102.185201582980,105.066508756318,106.997911973761,100.231173845660,103.509485267835,103.509485267835,103.509485267835,103.931613934054,0.000000000000,207.743509617502,100.007862170996,107.230798154259,103.509485267835,103.509485267835,103.509485267835,103.509485267835,105.447197793027,101.614938599982,103.732413795788,103.291246397071,103.50948526783400000000,9,8
28143,17,1,1-17-2023-001-03,3,277.409628777017,275.209585048644,276.683226362007,275.929229518061,276.299511072927,276.299511072927,276.299511072927,276.299511072927,0.000000000000,546.120776299403,281.112419406373,272.033246302519,276.299511072927,276.299511072927,276.299511072927,276.299511072927,280.515266271921,272.613158738606,282.318184011953,271.015459456422,276.299511072927,276.299511072927,276.299511072927,276.299511072927,268.567496989047,283.434013308864,277.140795477914,275.463318790788,276.299511072927,276.299511072927,276.299511072927,276.299511072927,276.29951107292700000000,4,8
28147,11,1,1-11-2023-001-03,3,709.039532868377,703.416375574477,707.182899299874,705.255736308551,706.202149963513,706.202149963513,706.202149963513,706.202149963513,714.133979696890,697.923179206397,718.503605725985,695.297876765647,706.202149963513,706.202149963513,706.202149963513,706.202149963513,716.977324243368,696.780092233801,1443.170910790440,0.000000000000,706.202149963513,706.202149963513,706.202149963513,706.202149963513,686.439664867608,724.437436730301,708.352413831969,704.064901203512,706.202149963513,706.202149963513,706.202149963513,706.202149963513,706.20214996351300000000,8,8
28149,24,1,1-24-2023-001-07,7,0.000000000000,1200.096930162600,603.465946565515,602.505571441425,602.902143160617,603.078855590613,602.991023826390,602.991098712727,601.844257192431,604.166282709919,593.783674943915,612.484752944528,602.889019369591,603.099013310679,603.261304311694,602.743150361771,604.394152061086,617.600444938638,644.820593385060,627.578720599104,603.132424791811,602.852780743577,603.167304389044,602.804283065982,599.797412126972,606.487759372771,604.783014289107,601.210139854126,602.863543699742,603.116692232340,602.735662571427,603.251980927768,602.99106127111400000000,1,8
28153,52,1,1-52-2023-001-03,3,49.210647212438,49.210647212438,49.210647212438,49.210647212438,49.767516661832,48.666655572427,48.520002773400,49.903867810535,49.210647212438,49.210647212438,49.210647212438,49.210647212438,48.374553526488,50.070233327108,51.531367236173,47.069000207521,49.210647212438,49.210647212438,49.210647212438,49.210647212438,49.713183199346,48.728470204608,46.454991422714,52.386544887064,49.210647212438,49.210647212438,49.210647212438,49.210647212438,100.500751070925,0.000000000000,49.839674018757,48.542345151996,49.21064721243830000000,12,8
28155,28,1,1-28-2023-001-10,10,37.626524934344,37.348559789978,39.255782107952,37.350201093398,0.000000000000,73.154536202699,37.919788196275,37.037643602924,37.710637562524,37.252806206273,38.834400168260,36.967229335851,36.890423557930,38.066473794609,40.889410825214,34.713917719444,37.373474645133,42.816371095368,40.212444280884,38.594623606040,38.250627922768,36.751050110427,29.415972505491,56.242435798423,39.128110487448,39.209811284577,37.913025279897,37.070154280353,39.594243112835,35.406866280577,38.529498449126,36.397065185935,37.47575522585550000000,3,8
