CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
28235,14,2,1-14-2023-002-03,3,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,3795,1098.76553,8,8
28255,23,2,1-23-2023-002-03,3,3,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,508,203.1102871,5,8
28254,10,5,1-10-2023-005-07,7,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,121.970541,4,8
28272,73,3,1-73-2023-003-03,3,1,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,4497,153.9157712,3,8
28269,27,2,1-27-2023-002-03,3,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,21670,28.60727824,3,8
28269,27,2,1-27-2023-002-03,3,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,3891,28.60727824,3,8
28225,48,1,1-48-2023-001-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,10869,258.8075366,12,8
28273,27,4,1-27-2023-004-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,1271,85.87909038,3,8
28225,48,1,1-48-2023-001-07,7,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,17632,258.8075366,12,8
28278,22,2,1-22-2023-002-09,9,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 23.1,1,999997,121.4537489,12,8
28288,12,3,1-12-2023-003-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,18964,428.8600139,9,8
28288,12,3,1-12-2023-003-07,7,2,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,428.8600139,9,8
28289,29,2,1-29-2023-002-06,6,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,1430.299664,2,8
28227,19,3,1-19-2023-003-09,9,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,7657,230.4800522,9,8
28227,19,3,1-19-2023-003-09,9,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,13564,230.4800522,9,8
28241,11,2,1-11-2023-002-05,5,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,13141,177.707376,8,8
28242,11,3,1-11-2023-003-03,3,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,7646,796.7807583,8,8
28242,11,3,1-11-2023-003-03,3,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12437,796.7807583,8,8
28282,15,3,1-15-2023-003-04,4,1,1,3,Crash Data Retrieval Tool 21.5.1,Crash Data Retrieval Tool 24.0,1,5838,59.14919386,1,8
28307,77,3,1-77-2023-003-06,6,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,10757,814.4528627,9,8
28309,59,7,1-59-2023-007-05,5,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,15343,49.55652444,6,8
28309,59,7,1-59-2023-007-05,5,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12624,49.55652444,6,8
28306,54,6,1-54-2023-006-06,6,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12875,2692.229381,9,8
28314,12,4,1-12-2023-004-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,2441,673.577735,9,8
28313,19,7,1-19-2023-007-03,3,2,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,15441,105.6334655,9,8
28318,17,6,1-17-2023-006-07,7,1,1,4,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,6349,99.91225403,4,8
28317,17,5,1-17-2023-005-10,10,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 23.1,1,34989,290.0965645,4,8
28339,25,7,1-25-2023-007-04,4,1,1,6,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,7993,531.7938004,2,8
28335,28,3,1-28-2023-003-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,7420,213.2971725,3,8
28328,18,3,1-18-2023-003-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,5293,822.5715765,6,8
28341,66,3,1-66-2023-003-06,6,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,14541,174.7567334,6,8
28312,19,6,1-19-2023-006-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,15091,926.9505525,9,8
28342,66,4,1-66-2023-004-05,5,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,11214,106.3944278,6,8
28324,52,6,1-52-2023-006-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,11399,258.487338,12,8
28347,31,3,1-31-2023-003-07,7,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,37197,233.4858143,6,8
28324,52,6,1-52-2023-006-07,7,2,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,258.487338,12,8
28351,10,6,1-10-2023-006-06,6,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,9768,656.0323788,4,8
28352,10,7,1-10-2023-007-07,7,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,3035.191288,4,8
28356,23,4,1-23-2023-004-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,1736,697.9529168,5,8
28353,27,5,1-27-2023-005-04,4,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,162.3156683,3,8
28354,27,6,1-27-2023-006-06,6,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,5173,171.5932927,3,8
28326,14,3,1-14-2023-003-06,6,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,8968,2101.47449,8,8
28358,76,2,1-76-2023-002-06,6,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,6972,21.42934359,3,8
28359,76,3,1-76-2023-003-07,7,1,1,4,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,11425,46.44590674,3,8
28360,52,7,1-52-2023-007-03,3,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,29.44223807,12,8
28360,52,7,1-52-2023-007-03,3,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,1044,29.44223807,12,8
28363,26,3,1-26-2023-003-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,7907,5676.536754,10,8
28366,22,4,1-22-2023-004-02,2,1,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,23767,39.21396264,12,8
28331,11,6,1-11-2023-006-01,1,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12813,82.03441271,8,8
28357,15,9,1-15-2023-009-03,3,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,5607,35.5226631,1,8
28377,20,6,1-20-2023-006-05,5,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12405,27.11193076,11,8
28378,25,8,1-25-2023-008-10,10,1,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,4226.404252,2,8
28379,73,5,1-73-2023-005-06,6,1,1,4,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,8691,266.1793596,3,8
28376,16,5,1-16-2023-005-03,3,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,406,120.0930846,5,8
28390,48,3,1-48-2023-003-07,7,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12059,808.1859705,12,8
28391,54,7,1-54-2023-007-04,4,1,1,0,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,222.9645583,9,8
28388,23,6,1-23-2023-006-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,6846,751.421717,5,8
28388,23,6,1-23-2023-006-04,4,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,13849,751.421717,5,8
28393,12,6,1-12-2023-006-03,3,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,5690,374.9671113,9,8
28389,23,7,1-23-2023-007-03,3,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,4425,228.5068593,5,8
28394,59,10,1-59-2023-010-03,3,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,1188,169.8111238,6,8
28395,59,11,1-59-2023-011-10,10,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,15840,3777.667651,6,8
28407,11,7,1-11-2023-007-09,9,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,2310.849,8,8
28413,10,8,1-10-2023-008-09,9,1,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,887.7170839,4,8
28417,25,9,1-25-2023-009-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,896,293.5549747,2,8
28421,66,5,1-66-2023-005-08,8,1,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,270.1049976,6,8
28413,10,8,1-10-2023-008-09,9,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,15188,887.7170839,4,8
28418,25,10,1-25-2023-010-06,6,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 23.1,1,14091,174.2511185,2,8
28418,25,10,1-25-2023-010-06,6,2,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,8105,174.2511185,2,8
28423,13,5,1-13-2023-005-06,6,1,1,3,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,10865,2614.126221,7,8
28419,25,11,1-25-2023-011-06,6,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,15718,174.2511185,2,8
28410,52,8,1-52-2023-008-03,3,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,1575,32.62131538,12,8
28411,52,9,1-52-2023-009-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,13268,286.3979618,12,8
28427,28,4,1-28-2023-004-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,8859,671.7174985,3,8
28403,17,10,1-17-2023-010-08,8,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,999997,71.18663877,4,8
28401,17,8,1-17-2023-008-06,6,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,11449,154.3140032,4,8
28428,32,4,1-32-2023-004-02,2,2,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,9021,116.1399883,7,8
28433,31,5,1-31-2023-005-04,4,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,4441,194.3365105,6,8
28434,31,6,1-31-2023-006-06,6,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,8995,247.8107959,6,8
28435,76,4,1-76-2023-004-07,7,1,1,1,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,12987,115.0195247,3,8
28436,22,5,1-22-2023-005-03,3,1,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 23.1,1,24093,62.1550189,12,8
28436,22,5,1-22-2023-005-03,3,2,1,2,Crash Data Retrieval Tool 23.0,Crash Data Retrieval Tool 24.0,1,2793,62.1550189,12,8
