CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,WEIGHTDIST,CASEWGT,PSUSTRAT,VERSION
32454,22,95,1-22-2023-095-10,10,2,249,407,172,1170,147,86,72,999,4,1.6,9,1,9,0,59,289.5856908,12,8
32456,22,97,1-22-2023-097-09,9,1,355,569,185,2180,157,90,124,999,6,3.8,2,3,9,0,57,57.44990102,12,8
32456,22,97,1-22-2023-097-09,9,2,295,513,201,2506,171,100,118,175,8,5.3,2,3,0,0,51,57.44990102,12,8
32457,22,98,1-22-2023-098-03,3,1,392,587,196,2605,161,92,103,999,8,5.7,9,3,9,0,99,40.62842331,12,8
32457,22,98,1-22-2023-098-03,3,2,271,464,182,1385,160,91,102,150,4,2.0,2,1,0,0,61,40.62842331,12,8
32459,27,122,1-27-2023-122-07,7,1,286,478,184,1782,158,95,97,158,4,2.4,2,4,0,0,56,319.5910668,3,8
32460,27,123,1-27-2023-123-03,3,1,269,459,185,1703,161,92,99,152,4,2.5,2,4,0,0,56,20.05280512,3,8
32462,26,129,1-26-2023-129-06,6,3,295,518,204,2408,173,103,120,999,8,5.3,9,2,9,0,52,1602.067375,10,8
32462,26,129,1-26-2023-129-06,6,1,278,487,183,1420,159,97,112,160,4,2.5,2,1,9,0,60,1602.067375,10,8
32462,26,129,1-26-2023-129-06,6,2,266,463,185,1755,158,99,98,170,4,2.0,2,4,0,1,59,1602.067375,10,8
32465,15,224,1-15-2023-224-03,3,1,289,475,192,2003,164,85,99,150,98,98.0,3,4,9,0,50,84.11635964,1,8
32468,21,116,1-21-2023-116-01,1,1,358,562,189,1769,160,85,119,170,6,4.0,2,2,0,1,58,172.7179144,11,8
32474,23,98,1-23-2023-098-02,2,2,283,492,185,1418,159,97,113,999,4,1.5,2,1,9,0,59,52.33243703,5,8
32476,77,122,1-77-2023-122-05,5,2,274,480,182,1621,155,97,109,164,4,2.5,2,4,0,0,53,76.33062011,9,8
32476,77,122,1-77-2023-122-05,5,3,333,529,176,1599,150,85,109,164,6,3.9,9,2,0,1,99,76.33062011,9,8
32476,77,122,1-77-2023-122-05,5,1,270,446,175,1380,153,90,85,144,4,1.8,2,1,0,0,60,76.33062011,9,8
32477,77,123,1-77-2023-123-03,3,2,252,404,177,1201,154,79,74,156,4,1.6,2,1,0,0,60,277.0939517,9,8
32477,77,123,1-77-2023-123-03,3,1,266,460,185,1555,157,94,100,164,4,2.5,2,1,0,0,58,277.0939517,9,8
32479,77,125,1-77-2023-125-06,6,1,282,496,184,1620,159,98,116,150,6,3.5,2,1,0,0,61,929.6575497,9,8
32479,77,125,1-77-2023-125-06,6,2,270,455,184,1629,158,94,91,160,4,2.5,2,4,0,0,56,929.6575497,9,8
32251,15,215,1-15-2023-215-03,3,2,296,498,193,2375,167,999,999,999,98,98.0,3,4,9,0,99,50.50849878,1,8
32253,31,103,1-31-2023-103-04,4,1,270,464,176,1315,152,94,100,151,4,2.0,2,1,0,0,61,259.2181109,6,8
32254,32,177,1-32-2023-177-03,3,1,270,463,176,1315,153,91,102,154,4,1.8,9,9,9,0,60,442.0527856,7,8
32254,32,177,1-32-2023-177-03,3,2,285,475,177,1602,152,82,110,154,6,3.7,2,1,0,0,53,442.0527856,7,8
32256,28,104,1-28-2023-104-03,3,1,267,448,180,1486,155,97,84,150,4,2.0,2,4,0,0,99,60.00667134,3,8
32259,23,94,1-23-2023-094-03,3,1,281,463,190,1850,160,91,93,999,4,2.0,2,4,9,0,53,167.7699744,5,8
32259,23,94,1-23-2023-094-03,3,2,281,486,187,1585,162,97,108,999,4,2.0,2,1,9,0,59,167.7699744,5,8
32262,59,144,1-59-2023-144-03,3,1,283,488,191,1524,160,94,112,164,4,2.0,2,1,0,0,61,57.10542696,6,8
32262,59,144,1-59-2023-144-03,3,2,356,574,201,2404,175,102,116,999,8,5.7,2,3,9,0,57,57.10542696,6,8
32265,77,114,1-77-2023-114-07,7,1,252,449,174,1425,148,95,103,156,4,2.5,2,4,0,0,56,1987.498995,9,8
32265,77,114,1-77-2023-114-07,7,2,278,487,183,1453,159,97,112,152,4,2.5,2,1,0,0,60,1987.498995,9,8
32268,77,117,1-77-2023-117-06,6,1,262,453,182,1526,156,92,100,150,4,2.4,2,1,0,0,58,694.9486233,9,8
32268,77,117,1-77-2023-117-06,6,2,270,455,184,1659,160,96,91,999,4,2.5,2,4,9,0,57,694.9486233,9,8
32270,18,98,1-18-2023-098-03,3,1,307,519,200,2093,171,101,111,163,6,3.6,2,4,0,0,58,102.7208357,6,8
32271,18,99,1-18-2023-099-07,7,1,270,455,184,1659,160,96,91,138,4,2.5,2,4,0,0,57,1043.203145,6,8
32273,73,168,1-73-2023-168-07,7,1,267,466,181,1535,154,96,103,140,4,2.4,2,4,0,0,56,165.4729909,3,8
32273,73,168,1-73-2023-168-07,7,2,273,480,183,1476,155,98,110,999,4,2.4,9,1,9,0,61,165.4729909,3,8
32274,48,111,1-48-2023-111-09,9,1,265,444,175,1226,151,87,92,166,4,1.8,2,1,0,1,60,332.3672543,12,8
32276,48,113,1-48-2023-113-06,6,1,270,467,180,1250,156,98,99,156,4,1.4,2,1,0,0,61,155.245135,12,8
32276,48,113,1-48-2023-113-06,6,2,282,496,184,1620,159,98,116,156,6,3.5,2,1,0,0,61,155.245135,12,8
32479,77,125,1-77-2023-125-06,6,3,267,470,181,1595,154,99,104,999,4,2.0,2,4,9,0,57,929.6575497,9,8
32480,59,152,1-59-2023-152-09,9,1,258,430,182,1631,158,80,92,164,4,2.4,2,1,0,0,60,275.2919744,6,8
32482,59,154,1-59-2023-154-10,10,2,303,509,200,1742,162,96,111,999,6,3.3,9,9,9,0,57,1107.254799,6,8
32482,59,154,1-59-2023-154-10,10,1,263,433,183,1529,155,90,81,156,6,2.7,2,1,0,0,60,1107.254799,6,8
32483,59,155,1-59-2023-155-08,8,1,302,521,199,2234,170,102,116,170,6,3.6,2,4,0,0,55,59.96694194,6,8
32485,54,99,1-54-2023-099-06,6,1,357,562,190,1846,161,85,119,160,6,4.0,2,2,0,1,58,170.5184581,9,8
32488,48,119,1-48-2023-119-09,9,3,308,514,195,2044,165,95,111,154,6,3.8,2,1,0,0,55,366.375875,12,8
32488,48,119,1-48-2023-119-09,9,1,272,480,179,1310,155,100,110,999,4,2.3,2,1,9,0,61,366.375875,12,8
32488,48,119,1-48-2023-119-09,9,2,325,529,190,1887,161,85,119,166,6,4.0,1,3,0,0,58,366.375875,12,8
32491,18,107,1-18-2023-107-06,6,1,375,598,207,2268,174,102,120,162,6,3.7,2,1,0,0,99,231.1762511,6,8
28583,14,8,1-14-2023-008-03,3,1,281,486,187,1475,162,97,108,999,4,2.4,2,1,0,0,61,586.2882307,8,8
28583,14,8,1-14-2023-008-03,3,2,290,498,198,1880,170,95,113,180,8,3.8,2,1,0,0,57,586.2882307,8,8
28583,14,8,1-14-2023-008-03,3,3,320,512,178,1625,148,85,108,999,6,4.0,9,3,9,0,99,586.2882307,8,8
28849,14,13,1-14-2023-013-02,2,1,406,629,203,2938,173,97,126,180,8,6.7,2,3,0,1,99,207.388208,8,8
28849,14,13,1-14-2023-013-02,2,2,283,489,183,1495,158,98,109,999,4,2.5,2,1,0,0,60,207.388208,8,8
28849,14,13,1-14-2023-013-02,2,3,368,584,203,2028,172,96,120,180,8,5.0,2,2,0,0,58,207.388208,8,8
29227,14,20,1-14-2023-020-07,7,1,292,486,196,2336,163,90,106,999,6,3.6,9,9,9,0,53,13434.37586,8,8
29227,14,20,1-14-2023-020-07,7,2,266,459,185,1502,161,91,101,160,4,1.5,2,1,0,0,58,13434.37586,8,8
29413,14,24,1-14-2023-024-01,1,1,367,592,202,2255,174,101,124,180,6,3.6,2,2,0,0,57,262.1847596,8,8
29413,14,24,1-14-2023-024-01,1,2,357,574,201,2336,173,102,116,180,8,5.7,2,3,0,1,57,262.1847596,8,8
32494,17,171,1-17-2023-171-04,4,1,283,489,192,1787,164,105,102,164,6,3.5,2,4,0,0,59,106.9495004,4,8
32496,66,96,1-66-2023-096-04,4,1,278,490,186,1627,158,102,112,156,6,3.5,2,1,0,0,61,185.4211654,6,8
32497,66,97,1-66-2023-097-05,5,2,338,559,203,2184,174,100,120,170,8,5.3,2,3,0,1,59,106.3944278,6,8
32499,12,120,1-12-2023-120-03,3,1,270,461,186,1839,157,98,93,164,6,3.2,2,4,0,0,57,239.3521142,9,8
32499,12,120,1-12-2023-120-03,3,2,295,518,204,2515,173,103,120,180,8,5.3,2,3,0,1,52,239.3521142,9,8
32500,12,121,1-12-2023-121-07,7,1,379,595,202,2830,175,100,116,180,6,6.7,2,3,0,1,99,743.8803261,9,8
32500,12,121,1-12-2023-121-07,7,2,278,485,182,1467,159,99,109,160,4,2.5,2,1,0,0,62,743.8803261,9,8
32502,19,125,1-19-2023-125-03,3,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,295.2708207,9,8
32502,19,125,1-19-2023-125-03,3,2,262,449,174,1194,153,88,99,140,4,1.6,2,1,0,0,61,295.2708207,9,8
32503,33,85,1-33-2023-085-06,6,1,262,468,169,1365,146,82,122,136,4,2.4,2,2,0,1,58,27.77776823,12,8
32503,33,85,1-33-2023-085-06,6,2,302,511,200,2219,171,98,111,162,6,3.6,2,4,0,0,55,27.77776823,12,8
32506,33,88,1-33-2023-088-07,7,1,286,482,190,1814,165,100,97,170,6,3.6,2,1,0,0,59,51.74094153,12,8
32508,10,166,1-10-2023-166-06,6,1,277,481,182,1441,159,96,108,150,4,2.5,2,1,0,0,60,480.3653309,4,8
32511,20,120,1-20-2023-120-02,2,1,260,420,180,1290,155,87,74,152,4,2.0,2,1,0,0,61,28.16135447,11,8
32511,20,120,1-20-2023-120-02,2,2,270,463,176,1315,153,91,102,148,4,1.8,2,1,0,0,60,28.16135447,11,8
32514,11,92,1-11-2023-092-04,4,1,249,406,172,1151,146,85,72,130,4,1.6,2,1,0,0,59,1401.020215,8,8
32514,11,92,1-11-2023-092-04,4,2,286,491,192,1923,164,94,112,149,6,3.6,2,4,0,0,57,1401.020215,8,8
32517,24,114,1-24-2023-114-03,3,1,282,472,192,1777,166,94,96,174,6,3.3,2,4,0,0,59,322.0008115,1,8
32517,24,114,1-24-2023-114-03,3,2,265,469,175,1501,147,99,105,142,4,2.5,2,4,0,1,56,322.0008115,1,8
32519,24,116,1-24-2023-116-08,8,1,262,444,181,1540,155,86,95,170,6,3.0,2,3,0,0,59,278.0893379,1,8
32836,48,126,1-48-2023-126-04,4,1,273,455,190,1313,157,93,89,166,4,2.0,2,1,0,1,61,503.7377082,12,8
2300056,54,110,1-54-2023-110-08,8,1,287,487,189,2007,158,90,110,150,6,4.2,2,2,0,0,54,156.9645701,9,8
2300056,54,110,1-54-2023-110-08,8,2,269,461,184,1794,151,83,111,150,6,4.0,2,3,0,1,54,156.9645701,9,8
2300059,54,113,1-54-2023-113-04,4,1,239,364,160,1019,138,73,52,999,6,4.0,2,1,9,0,64,152.2285726,9,8
2300113,77,140,1-77-2023-140-08,8,1,302,511,200,2234,171,98,111,160,6,3.6,2,4,0,0,55,193.6672862,9,8
2300196,73,192,1-73-2023-192-09,9,1,290,493,187,1775,159,97,107,999,6,3.0,9,1,9,0,57,64.13040797,3,8
2300196,73,192,1-73-2023-192-09,9,2,286,501,200,2146,170,96,117,160,4,2.0,2,4,0,0,54,64.13040797,3,8
31831,31,90,1-31-2023-090-03,3,4,277,479,190,1729,165,94,108,150,4,2.5,2,4,0,0,57,206.2441745,6,8
29876,73,61,1-73-2023-061-06,6,1,308,514,200,2050,166,96,111,156,6,3.6,2,1,0,0,56,96.67500602,3,8
29893,73,65,1-73-2023-065-09,9,1,331,563,201,2576,167,98,134,178,8,5.3,2,3,0,0,52,239.3738325,3,8
29930,77,39,1-77-2023-039-05,5,1,270,455,178,1305,157,87,99,150,4,1.8,2,1,0,0,62,221.5930787,9,8
29930,77,39,1-77-2023-039-05,5,2,278,477,189,1742,164,93,106,160,4,2.4,2,4,0,0,56,221.5930787,9,8
32520,14,91,1-14-2023-091-03,3,1,267,448,186,1631,161,91,90,150,4,2.4,2,1,0,0,59,2209.701125,8,8
32522,13,144,1-13-2023-144-04,4,2,390,615,202,2277,174,101,124,999,8,5.7,2,2,9,0,57,856.2597344,7,8
32523,13,145,1-13-2023-145-05,5,1,278,486,182,1624,158,97,111,160,6,3.5,2,1,0,0,60,48.97305518,7,8
32523,13,145,1-13-2023-145-05,5,2,270,462,186,1788,157,100,93,166,6,3.2,2,3,0,0,57,48.97305518,7,8
32525,30,155,1-30-2023-155-03,3,1,273,455,190,1313,157,93,89,999,4,2.0,2,1,0,0,61,57.32178947,10,8
32525,30,155,1-30-2023-155-03,3,2,283,492,185,1418,159,97,113,142,4,1.5,2,1,0,0,59,57.32178947,10,8
32526,30,156,1-30-2023-156-06,6,1,350,568,203,2695,173,97,121,999,8,6.2,2,2,9,0,99,124.7022979,10,8
32526,30,156,1-30-2023-156-06,6,2,269,454,184,1713,157,93,92,146,4,2.0,2,4,0,1,57,124.7022979,10,8
32528,16,128,1-16-2023-128-09,9,1,278,484,180,1630,159,97,110,150,6,3.5,2,1,0,1,62,1058.928838,5,8
32528,16,128,1-16-2023-128-09,9,2,274,477,182,1542,156,96,107,999,4,2.5,2,4,9,0,53,1058.928838,5,8
32531,16,131,1-16-2023-131-04,4,1,303,509,197,1980,168,98,108,166,6,3.3,2,1,0,0,58,770.3820753,5,8
32531,16,131,1-16-2023-131-04,4,2,374,589,206,2086,173,95,121,178,8,5.3,2,2,0,0,99,770.3820753,5,8
32537,31,109,1-31-2023-109-09,9,1,247,442,170,1095,146,90,107,999,4,1.8,2,1,0,0,61,646.415581,6,8
32537,31,109,1-31-2023-109-09,9,2,302,517,199,2107,171,102,113,999,6,3.6,2,1,9,0,55,646.415581,6,8
32539,31,111,1-31-2023-111-03,3,1,269,455,186,1796,159,96,91,156,4,2.0,2,1,0,0,57,206.2441745,6,8
32540,32,187,1-32-2023-187-03,3,1,302,513,199,2107,168,98,114,164,6,3.8,9,9,9,0,57,601.1467205,7,8
32540,32,187,1-32-2023-187-03,3,2,286,482,190,1814,165,100,97,164,6,3.6,9,9,9,0,59,601.1467205,7,8
32542,32,189,1-32-2023-189-01,1,7,266,460,185,1555,157,94,100,154,4,2.5,2,1,0,0,58,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,2,330,570,204,2511,175,103,137,180,8,5.3,9,9,9,0,51,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,3,290,499,196,1960,168,100,109,160,6,3.5,9,9,9,0,55,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,4,334,541,190,2139,159,87,120,156,4,2.7,9,9,9,0,99,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,5,300,515,201,2047,173,94,120,164,6,3.5,2,1,0,0,56,87.10884359,7,8
32542,32,189,1-32-2023-189-01,1,6,269,459,185,1583,161,92,99,156,4,2.5,2,1,0,0,57,87.10884359,7,8
32543,32,190,1-32-2023-190-03,3,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,601.1467206,7,8
32543,32,190,1-32-2023-190-03,3,2,271,464,182,1385,160,91,102,999,4,1.6,2,1,9,0,61,601.1467206,7,8
32545,52,115,1-52-2023-115-06,6,2,263,445,181,1479,151,92,90,150,4,2.4,2,4,0,0,56,71.7890628,12,8
32545,52,115,1-52-2023-115-06,6,1,299,547,199,1821,164,141,107,999,8,4.6,2,1,9,0,56,71.7890628,12,8
32546,10,165,1-10-2023-165-03,3,1,269,478,196,2007,170,100,110,999,6,3.5,2,1,9,0,55,220.8090855,4,8
32546,10,165,1-10-2023-165-03,3,2,273,465,184,1593,158,95,98,999,4,1.5,2,4,0,0,57,220.8090855,4,8
32548,27,126,1-27-2023-126-03,3,1,270,468,189,1871,162,95,104,160,6,2.7,2,4,0,0,57,16.37214353,3,8
32548,27,126,1-27-2023-126-03,3,2,266,460,185,1610,157,94,100,150,4,2.5,2,4,0,0,58,16.37214353,3,8
32548,27,126,1-27-2023-126-03,3,3,270,463,188,1312,156,89,104,150,4,2.0,2,1,0,0,62,16.37214353,3,8
32551,22,99,1-22-2023-099-06,6,1,257,424,181,1447,154,88,81,999,4,2.4,2,3,0,0,60,548.0704035,12,8
32554,26,134,1-26-2023-134-08,8,2,285,480,192,1917,162,90,105,999,6,3.5,2,4,9,0,54,262.8626365,10,8
32554,26,134,1-26-2023-134-08,8,1,270,453,185,1973,156,78,105,168,6,4.0,2,3,0,0,56,262.8626365,10,8
32557,15,229,1-15-2023-229-04,4,1,273,455,190,1360,157,93,89,999,4,2.0,2,1,0,0,61,246.6658936,1,8
32559,29,91,1-29-2023-091-07,7,1,261,425,179,1476,151,86,78,170,4,1.4,1,1,0,0,61,349.9715601,2,8
32560,21,117,1-21-2023-117-02,2,1,269,472,181,1350,154,91,112,150,4,1.4,2,1,0,0,59,58.86931901,11,8
32562,21,119,1-21-2023-119-08,8,1,282,463,186,1570,163,83,98,150,4,2.0,1,2,0,1,55,573.5518634,11,8
32563,28,111,1-28-2023-111-10,10,1,352,561,200,2495,170,94,113,170,8,5.4,2,3,0,0,57,37.47575523,3,8
32566,25,113,1-25-2023-113-09,9,2,261,445,172,1189,147,90,95,999,4,2.0,9,9,0,0,61,414.3504828,2,8
32568,33,89,1-33-2023-089-10,10,1,260,453,170,1135,146,94,100,144,4,1.8,1,1,0,0,61,142.7413803,12,8
32568,33,89,1-33-2023-089-10,10,2,262,453,170,1235,147,89,104,132,4,2.3,2,1,0,0,59,142.7413803,12,8
32574,23,102,1-23-2023-102-03,3,1,274,485,185,1491,158,102,111,999,4,1.8,9,9,9,0,61,169.4322519,5,8
32574,23,102,1-23-2023-102-03,3,2,272,467,182,1236,160,90,106,999,4,2.0,9,9,9,0,61,169.4322519,5,8
31868,33,65,1-33-2023-065-06,6,1,338,559,203,2127,174,100,120,162,6,4.3,2,2,0,0,58,63.83740727,12,8
31868,33,65,1-33-2023-065-06,6,2,263,456,180,1445,154,85,107,144,4,1.8,2,1,0,0,59,63.83740727,12,8
31871,19,122,1-19-2023-122-10,10,1,267,480,175,1520,149,101,112,150,4,2.5,2,4,0,0,57,4439.832641,9,8
31888,24,99,1-24-2023-099-03,3,1,293,507,197,1987,164,102,111,158,4,2.5,2,4,0,0,55,405.0813673,1,8
31888,24,99,1-24-2023-099-03,3,2,287,487,189,2060,158,90,110,999,6,4.2,2,4,0,0,54,405.0813673,1,8
31897,31,92,1-31-2023-092-10,10,1,295,513,197,2583,171,100,118,164,8,5.3,2,3,0,0,51,190.9257288,6,8
31988,24,101,1-24-2023-101-03,3,1,292,482,194,2211,163,88,102,173,6,3.6,2,1,0,0,53,297.2788917,1,8
31988,24,101,1-24-2023-101-03,3,2,279,457,185,1845,151,80,98,999,6,3.0,1,4,9,0,50,297.2788917,1,8
32017,22,86,1-22-2023-086-07,7,1,271,468,183,1445,158,98,99,999,4,2.0,1,1,0,0,61,119.0502447,12,8
32017,22,86,1-22-2023-086-07,7,2,357,574,201,2336,173,102,116,999,8,5.7,2,3,9,0,57,119.0502447,12,8
32077,33,73,1-33-2023-073-05,5,1,284,511,185,1670,159,101,126,148,4,2.5,2,1,0,1,59,23.0841485,12,8
32091,24,104,1-24-2023-104-06,6,1,270,464,178,1265,152,97,98,144,4,1.8,2,1,9,0,61,1022.054945,1,8
32091,24,104,1-24-2023-104-06,6,2,283,489,183,1470,158,98,109,154,4,2.5,2,1,0,0,60,1022.054945,1,8
32097,24,102,1-24-2023-102-03,3,1,262,458,173,1277,148,96,100,130,4,2.2,2,1,0,0,60,366.0301177,1,8
29593,14,27,1-14-2023-027-07,7,1,286,482,193,2255,162,87,112,999,6,4.5,2,3,9,0,52,3829.587705,8,8
29593,14,27,1-14-2023-027-07,7,2,286,479,184,1706,158,96,97,150,4,2.4,2,1,0,0,58,3829.587705,8,8
30060,14,35,1-14-2023-035-03,3,1,357,572,190,1975,161,93,121,999,6,3.5,2,3,9,0,58,431.8142823,8,8
30060,14,35,1-14-2023-035-03,3,2,283,492,185,1462,159,97,113,999,4,2.0,2,1,9,0,61,431.8142823,8,8
30120,14,38,1-14-2023-038-10,10,1,260,453,170,1135,146,94,100,999,4,1.8,2,1,9,0,61,10980.30775,8,8
30120,14,38,1-14-2023-038-10,10,2,374,589,206,2184,173,95,121,999,8,5.3,2,3,9,0,99,10980.30775,8,8
30386,14,47,1-14-2023-047-01,1,1,279,489,193,1965,163,100,111,180,4,2.7,2,1,0,0,55,189.9751371,8,8
30518,14,50,1-14-2023-050-05,5,1,385,610,205,3298,178,107,118,191,8,5.6,2,3,0,0,99,246.3604584,8,8
30518,14,50,1-14-2023-050-05,5,2,400,618,203,2601,173,100,117,999,8,6.0,9,9,9,0,99,246.3604584,8,8
30558,14,52,1-14-2023-052-05,5,1,268,460,180,1399,155,96,96,150,4,1.4,2,1,0,0,61,216.3819845,8,8
30558,14,52,1-14-2023-052-05,5,2,266,460,185,1555,157,94,100,173,4,2.5,2,1,0,0,58,216.3819845,8,8
30767,14,58,1-14-2023-058-02,2,1,274,460,189,1744,163,90,96,999,4,2.0,2,4,0,0,56,164.4463854,8,8
30767,14,58,1-14-2023-058-02,2,2,273,455,190,1313,157,93,89,999,4,2.0,2,1,0,0,61,164.4463854,8,8
30767,14,58,1-14-2023-058-02,2,4,264,441,181,1391,156,91,87,999,3,1.3,9,1,9,0,99,164.4463854,8,8
30858,14,60,1-14-2023-060-02,2,1,283,489,183,1520,158,98,109,150,4,2.5,2,1,0,0,60,164.4463854,8,8
32577,77,128,1-77-2023-128-06,6,1,266,460,185,1555,156,94,100,168,4,2.5,2,1,0,0,58,1190.884316,9,8
32577,77,128,1-77-2023-128-06,6,2,267,450,175,1267,151,89,94,999,4,1.8,2,1,9,0,61,1190.884316,9,8
32580,59,158,1-59-2023-158-04,4,2,306,481,184,1624,157,87,88,999,6,3.5,2,2,9,0,55,53.70445205,6,8
32580,59,158,1-59-2023-158-04,4,1,262,440,180,1648,156,91,87,157,4,2.4,2,3,0,0,59,53.70445205,6,8
32582,18,109,1-18-2023-109-03,3,1,274,477,182,1542,156,96,107,999,4,2.5,9,9,9,0,53,144.2226407,6,8
32582,18,109,1-18-2023-109-03,3,3,273,465,184,1637,158,95,98,148,4,2.0,2,4,0,0,58,144.2226407,6,8
32583,18,110,1-18-2023-110-03,3,1,273,465,184,1572,158,95,98,146,4,1.5,2,4,0,0,57,144.2226407,6,8
32583,18,110,1-18-2023-110-03,3,2,258,430,182,1631,158,80,92,999,4,2.4,2,3,9,0,60,144.2226407,6,8
32585,18,112,1-18-2023-112-02,2,1,308,507,184,1692,161,87,113,152,4,2.0,2,4,0,0,58,45.26016083,6,8
32585,18,112,1-18-2023-112-02,2,2,279,489,193,2030,163,100,111,148,6,3.5,2,4,0,0,55,45.26016083,6,8
32586,54,101,1-54-2023-101-06,6,1,270,457,179,1275,156,88,99,144,4,2.0,2,1,0,0,62,233.8849197,9,8
32588,54,103,1-54-2023-103-09,9,1,310,514,169,1252,144,82,122,150,4,2.4,1,2,0,1,99,534.6434239,9,8
32589,54,104,1-54-2023-104-03,3,3,252,410,176,1370,152,85,75,999,3,1.0,2,1,9,0,59,129.9078908,9,8
32589,54,104,1-54-2023-104-03,3,1,266,460,185,1555,157,94,100,999,4,2.5,2,1,0,0,58,129.9078908,9,8
30354,77,49,1-77-2023-049-08,8,1,330,565,201,2647,173,100,135,180,8,5.3,2,3,0,0,51,585.4953753,9,8
30357,48,46,1-48-2023-046-03,3,1,281,480,190,1735,166,93,106,178,4,2.5,2,4,0,0,55,76.21470941,12,8
30365,54,47,1-54-2023-047-09,9,1,365,571,202,2262,167,101,105,999,8,4.8,2,2,9,0,60,171.1570293,9,8
30365,54,47,1-54-2023-047-09,9,2,287,487,189,2084,158,90,110,999,6,4.2,2,3,9,0,54,171.1570293,9,8
30365,54,47,1-54-2023-047-09,9,3,325,529,184,1567,161,85,119,160,4,2.7,1,2,0,1,58,171.1570293,9,8
30411,73,85,1-73-2023-085-07,7,1,306,481,184,1624,157,87,88,144,4,2.5,2,1,0,1,55,352.8287202,3,8
30411,73,85,1-73-2023-085-07,7,2,286,492,192,1998,164,95,112,140,6,3.6,2,3,0,0,57,352.8287202,3,8
30514,48,51,1-48-2023-051-06,6,1,308,514,200,2115,166,95,111,164,6,3.6,2,1,0,0,56,125.8812282,12,8
30517,73,90,1-73-2023-090-08,8,1,311,520,172,1832,142,90,120,150,6,4.3,2,3,0,1,59,38.19393659,3,8
30520,77,55,1-77-2023-055-02,2,1,270,464,178,1290,152,97,98,140,4,1.8,2,1,0,0,61,71.99682468,9,8
30520,77,55,1-77-2023-055-02,2,2,265,439,180,1516,157,92,84,150,4,2.5,2,4,0,0,60,71.99682468,9,8
30614,73,95,1-73-2023-095-09,9,1,260,447,170,1235,148,90,98,164,4,1.8,9,9,9,0,60,94.91618861,3,8
30626,77,60,1-77-2023-060-08,8,1,289,481,183,1984,155,82,112,150,6,4.0,2,3,0,1,52,249.0145739,9,8
30626,77,60,1-77-2023-060-08,8,2,356,574,201,2385,174,102,116,170,8,5.7,2,3,0,1,57,249.0145739,9,8
30700,48,59,1-48-2023-059-09,9,1,320,526,174,1815,153,86,120,152,8,5.3,2,3,0,0,57,92.28369939,12,8
30700,48,59,1-48-2023-059-09,9,2,389,598,203,2431,174,100,108,999,8,5.3,2,3,9,0,59,92.28369939,12,8
30723,77,61,1-77-2023-061-03,3,1,270,471,186,1630,160,97,104,170,4,2.5,2,3,0,0,58,241.5232075,9,8
30740,54,55,1-54-2023-055-03,3,2,239,364,160,1019,138,73,52,140,4,1.4,2,1,0,0,64,129.9078908,9,8
32589,54,104,1-54-2023-104-03,3,2,369,584,203,2134,173,96,118,180,8,5.0,2,3,0,1,58,129.9078908,9,8
32591,13,147,1-13-2023-147-05,5,1,257,424,178,1251,153,85,82,142,4,2.0,2,2,0,1,55,129.716751,7,8
32594,17,172,1-17-2023-172-06,6,1,275,468,187,1588,162,98,95,165,4,2.5,2,1,0,1,58,158.737574,4,8
32594,17,172,1-17-2023-172-06,6,2,292,482,194,2211,163,88,102,166,6,3.6,2,3,0,0,53,158.737574,4,8
32597,66,98,1-66-2023-098-07,7,1,308,514,200,2050,166,96,111,154,6,3.6,2,1,0,0,56,126.3903999,6,8
32600,66,101,1-66-2023-101-09,9,1,257,465,186,1531,154,104,105,148,6,3.8,2,2,0,0,58,136.4050365,6,8
32602,12,124,1-12-2023-124-06,6,1,270,462,186,1862,157,100,93,166,6,3.2,2,3,0,0,57,814.5266022,9,8
32602,12,124,1-12-2023-124-06,6,2,365,570,203,2397,173,100,105,190,8,5.3,2,3,0,1,58,814.5266022,9,8
32603,12,125,1-12-2023-125-04,4,2,324,539,189,1775,161,93,121,170,6,3.5,2,2,0,0,58,910.115256,9,8
32605,30,159,1-30-2023-159-03,3,1,246,407,188,1915,160,74,87,999,4,2.0,2,3,9,0,51,181.8355295,10,8
32605,30,159,1-30-2023-159-03,3,2,305,505,191,1797,163,92,108,166,6,3.6,2,2,0,0,52,181.8355295,10,8
32605,30,159,1-30-2023-159-03,3,3,285,478,193,1841,165,97,98,999,4,2.0,2,4,9,0,99,181.8355295,10,8
32605,30,159,1-30-2023-159-03,3,4,292,486,196,2336,163,90,106,999,8,6.4,2,3,9,0,53,181.8355295,10,8
32606,30,160,1-30-2023-160-06,6,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,99,395.5792131,10,8
