CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,VINLENGTH,VPICMAKE,VPICMODEL,VPICBODYCLASS,ICFINALBODY,MAKE,MODEL,MODELYR,BODYTYPE,BODYCAT,VEHCLASS,SPECUSE,TRANSTAT,DAMPLANE,DAMSEV,CURBWT,CURBSRC,CARGOWT,CARGOSRC,INSPTYPE,INSPLAG,TOWED,SPEEDLIMIT,DRPRESENT,PARALCOHOL,ALCTEST,ALCTESTRESULT,ALCTESTSRC,PARDRUG,DRUGTEST,ZIP,RACE,ETHNICITY,RELTOJUNCT,TRAFFLOW,RDLANES,INITLANE,SURFTYPE,SURFCOND,ALIGNMENT,PROFILE,LINERIGHT,LINELEFT,RUMBINIT,RUMBROAD,LIGHTCOND,WEATHER,TRAFDEV,TRAFFUNCT,DISTRACT,PREFHE,PREMOVE,CRITCAT,CRITEVENT,MANEUVER,PRESTAB,PRELOC,CRASHCAT,CRASHCONF,CRASHTYPE,ROLLTYPE,ROLLTURN,ROLLINTRPT,ROLLPREMAN,ROLLINITYP,ROLLINLOC,ROLLOBJ,ROLLTRIP,ROLLDIR,ROLLDIST,DVANGTHIS,DVANGOTH,TOWHITCH,TRAJDOC,TREEPOLE,DVEVENT,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBES,DVEST,DVCONF,VAIS,VISS,VINJSEV,VINJURED,VTREAT,INITOBJCLASS,HEADANGLECAT,SHLDRWIDTH,STRKLENGTH,STRKWIDTH,STRKHEIGHT,EDGEDISTX,EDGEDISTY,EDGEDISTZ,CASEWGT,PSUSTRAT,VERSION
30956,13,101,1-13-2023-101-03,3,1,1FT7W2B64DEB,17,460,1805,60,0,12,481,2013,34,5,31,0,1,F,9,3099,5,9999,9,0,998,5,105,1,8,0,995,0,7,0,76115,9,9,1,2,4,2,1,1,1,9,3,3,0,0,1,1,0,0,9,0,1,3,52,99,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,280,280,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,596.257738,7,8
30956,13,101,1-13-2023-101-03,3,2,5FNYF5H25NB0,17,474,1864,7,0,37,421,2022,15,3,15,0,1,B,9,1932,5,9999,9,0,998,2,105,1,8,0,995,0,7,0,76137,9,1,1,2,4,2,1,1,1,9,3,3,0,0,1,1,0,0,9,0,2,3,53,99,1,1,2,D,29,0,0,0,0,0,0,0,0,0,0,280,280,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,596.257738,7,8
30957,24,83,1-24-2023-083-03,3,1,3CZRU6H7XKM7,17,474,9212,7,0,37,404,2019,14,3,14,0,1,F,2,1393,5,0,1,1,38,2,72,1,0,0,995,0,0,0,07103,2,2,2,4,5,3,2,1,1,9,1,2,0,0,1,1,1,2,3,0,11,2,15,10,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,225,90,0,0,0,1,1,26,-20,-17,93553,998,-114,31,0,4,1,1,0,1,6,0,995,9.8,998,998,998,99.8,99.8,99.8,259.5294867,1,8
30957,24,83,1-24-2023-083-03,3,2,JN1BJ1CR8KW6,17,478,17214,5,0,35,404,2019,14,3,14,0,1,F,1,1547,5,0,1,1,35,2,72,1,0,0,995,0,0,0,08205,2,2,2,1,5,3,2,1,1,1,1,2,0,0,1,1,1,2,9,0,1,4,62,2,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,90,225,0,0,0,1,1,24,-24,4,11987,998,-10,14,0,1,1,2,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,259.5294867,1,8
30958,24,84,1-24-2023-084-03,3,1,JF2SKAJC2MH5,17,523,2234,7,0,48,401,2021,14,3,14,0,1,F,3,1610,5,0,1,1,68,2,40,1,0,0,995,0,0,0,07728,9,9,0,4,2,1,2,1,3,1,0,0,0,0,1,1,0,0,9,1,14,2,13,9,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,7,3,10,999,999,999,9999999,999,-5,51,4,0,9,97,0,1,0,0,998,0.0,999,999,999,0.0,0.0,0.0,534.3800997,1,8
30960,16,82,1-16-2023-082-06,6,1,JA4LZ31G73U0,17,481,2163,7,0,52,47,2003,6,1,2,0,1,L,2,1570,5,0,1,1,2,2,56,1,8,0,995,0,7,0,45238,1,9,0,5,5,1,2,1,1,1,0,3,0,0,1,1,0,0,1,1,12,2,21,1,1,2,6,M,98,0,0,0,0,0,0,0,0,0,0,330,20,0,0,0,1,1,25,9,24,34812,998,69,20,0,4,2,5,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,499.7172244,5,8
30960,16,82,1-16-2023-082-06,6,2,1G1ZE5ST2HF1,17,467,1834,13,0,20,37,2017,4,1,4,0,1,F,2,1400,5,0,1,1,3,2,56,1,8,0,995,0,7,0,45224,9,9,0,5,5,2,2,1,1,1,3,2,0,0,1,1,0,0,1,0,1,4,61,99,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,20,330,0,0,0,1,1,28,-27,-10,67374,998,-6,34,0,4,9,97,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,499.7172244,5,8
30961,16,83,1-16-2023-083-02,2,1,5UXTY9C00M9F,17,452,1719,7,0,34,402,2021,14,3,14,0,1,F,1,2100,5,0,1,1,18,2,56,1,8,1,0,2,7,0,45243,1,2,0,4,4,2,2,1,1,1,3,2,0,0,1,1,0,0,9,1,1,2,13,2,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,30,10,0,0,0,1,3,9,-9,-3,5199,998,-79,7,0,4,0,0,0,0,3,0,995,9.8,998,998,998,99.8,99.8,99.8,13.39390664,5,8
30961,16,83,1-16-2023-083-02,2,2,4T1B11HK5KU2,17,448,2469,13,0,49,40,2019,4,1,4,0,2,L,1,1495,5,0,1,5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,,,,,,,,13.39390664,5,8
30962,14,62,1-14-2023-062-02,2,1,KM8JBCA15PU0,17,498,2058,7,0,55,402,2023,14,3,14,0,1,F,2,1690,5,0,1,5,18,2,72,1,8,1,252,2,7,1,78520,1,2,0,2,2,2,2,2,1,1,3,2,0,0,2,2,0,0,9,1,1,2,12,99,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,12,999,999,999,9999999,999,999,999,7,0,0,0,0,0,3,0,998,1.6,999,999,999,5.7,0.5,5.8,164.4463854,8,8
30963,14,63,1-14-2023-063-06,6,1,5N1AT2ML3FC8,17,478,1913,8,0,35,51,2015,6,1,3,0,1,R,1,1550,5,0,1,1,35,2,72,1,8,0,995,0,7,0,78251,1,9,3,1,4,4,2,1,2,1,1,2,0,0,1,1,0,0,9,0,11,2,15,98,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,20,280,0,0,0,1,3,7,-4,-6,5175,998,-65,8,0,4,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,7382.55904,8,8
30963,14,63,1-14-2023-063-06,6,2,1FTFW1CF1CFB,17,460,1801,60,0,12,481,2012,34,5,31,0,1,F,1,2349,5,0,1,1,21,2,72,1,8,0,995,0,7,0,78132,1,9,3,1,3,1,2,1,3,1,1,3,0,0,1,1,0,0,9,0,14,4,62,4,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,280,20,0,0,0,1,3,5,-5,2,2188,998,47,5,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,7382.55904,8,8
30964,25,79,1-25-2023-079-07,7,1,1FTEW1EF1FFC,17,460,1801,60,0,12,481,2015,34,5,30,0,1,L,1,2130,5,0,1,1,12,2,40,1,0,0,995,0,0,0,04106,9,9,2,1,1,1,2,1,2,1,1,1,0,0,1,1,1,2,3,1,11,2,15,4,9,2,4,J,72,0,0,0,0,0,0,0,0,0,0,150,145,0,0,0,1,3,7,-6,2,6734,998,-35,9,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,1910.383315,2,8
30964,25,79,1-25-2023-079-07,7,2,1FTBF2BN4NEE,17,460,1805,60,0,12,481,2022,34,5,30,0,1,R,1,1979,5,9999,9,0,998,5,40,1,0,0,995,0,0,0,04038,9,9,2,1,1,1,2,1,2,1,1,1,0,0,1,1,1,2,1,0,14,4,64,99,9,1,4,J,73,0,0,0,0,0,0,0,0,0,0,145,150,0,0,0,1,3,8,7,-3,3207,998,-86,6,0,4,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,1910.383315,2,8
30965,25,80,1-25-2023-080-03,3,1,4T1BF1FK1CU6,17,448,2469,13,0,49,40,2012,4,1,3,0,1,F,1,1441,5,0,1,1,11,2,40,1,0,1,0,2,0,1,04038,9,9,2,4,3,1,2,1,1,1,1,1,0,0,1,8,1,2,9,0,1,2,17,9,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,90,5,0,0,0,1,1,16,-16,-3,25749,998,-35,20,0,4,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,172.2482691,2,8
30965,25,80,1-25-2023-080-03,3,2,1N4BL4CV5KC2,17,478,1904,13,0,35,47,2019,4,1,4,0,1,L,1,1545,5,0,1,1,45,2,40,1,0,0,995,0,0,0,04038,9,9,2,4,3,1,2,1,1,1,1,1,0,0,1,8,1,2,1,0,1,4,66,4,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,5,90,0,0,0,1,1,16,-3,16,16797,998,102,13,0,4,9,97,0,1,99,0,995,0.0,999,999,999,0.0,0.0,0.0,172.2482691,2,8
30967,10,121,1-10-2023-121-09,9,1,1GC1KUEG7JF2,17,467,1850,60,0,20,481,2018,34,5,31,0,1,L,9,2991,5,9999,9,0,998,5,89,1,0,0,995,0,0,0,45039,9,9,0,2,3,2,2,1,1,9,3,3,0,0,1,1,0,0,1,1,15,2,10,99,1,2,2,F,47,0,0,0,0,0,0,0,0,0,0,205,210,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,699.6257191,4,8
30967,10,121,1-10-2023-121-09,9,2,KNAGR4A66B51,17,499,2739,13,0,63,34,2011,4,1,4,0,1,R,1,1462,5,0,1,1,5,2,89,1,0,0,995,0,0,0,45322,2,2,0,2,3,3,2,1,1,9,3,2,0,0,1,1,0,0,1,0,1,4,61,99,1,1,2,F,45,0,0,0,0,0,0,0,0,0,0,210,205,0,0,0,1,8,999,999,999,9999999,999,999,999,6,0,1,2,0,2,4,0,995,1.0,999,999,999,4.2,1.0,4.4,699.6257191,4,8
30969,10,123,1-10-2023-123-04,4,1,1GCEK19068Z1,17,467,1850,60,0,20,481,2008,34,5,31,0,1,F,9,2432,5,9999,9,0,998,2,89,1,0,0,995,0,0,0,45420,9,9,0,1,3,3,2,1,1,9,3,2,0,0,1,1,0,0,1,0,1,3,50,99,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,180,190,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,9,97,0,1,99,0,995,9.8,998,998,998,99.8,99.8,99.8,412.6715501,4,8
30969,10,123,1-10-2023-123-04,4,2,1FMCU0F67LUB,17,460,1798,7,0,12,402,2020,14,3,14,0,1,B,3,1496,5,0,1,1,11,2,89,1,0,0,995,0,0,0,45066,1,2,0,1,3,3,2,1,1,9,3,2,0,0,1,1,0,0,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,190,180,0,0,0,1,11,999,999,999,9999999,999,999,999,8,0,0,0,0,0,6,0,995,9.8,998,998,998,99.8,99.8,99.8,412.6715501,4,8
30970,52,88,1-52-2023-088-04,4,1,999999999999,99,467,1834,13,0,20,37,2006,4,1,3,0,1,F,9,1625,5,9999,9,0,998,2,56,1,0,0,995,0,0,0,59102,9,9,2,1,1,1,2,1,1,1,0,2,0,0,1,1,1,2,9,0,1,2,17,99,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,180,270,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,54.99191393,12,8
30970,52,88,1-52-2023-088-04,4,2,1C6SRFFT2KN7,17,496,13620,60,0,7,482,2019,34,5,31,0,1,F,3,2327,5,0,1,1,22,2,56,1,0,0,995,0,0,0,59105,1,2,2,3,4,3,2,1,1,1,1,1,0,0,1,1,1,2,9,0,1,4,66,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,998,998,0,1,9,4,1,45,-45,0,193120,998,-7,45,0,1,2,4,0,3,4,0,998,0.0,28,12,15,0.0,0.0,0.0,54.99191393,12,8
30971,52,89,1-52-2023-089-07,7,1,1B3EL46X06N2,17,476,5879,13,0,7,43,2006,4,1,3,0,1,R,1,1443,8,0,1,1,18,2,56,1,0,0,995,0,0,0,59102,9,9,2,4,2,1,2,1,1,1,0,2,0,0,1,1,2,2,9,0,1,2,17,99,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,1,1,19,-7,-18,28809,998,37,21,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,147.1112614,12,8
30971,52,89,1-52-2023-089-07,7,2,5N1AT2MV7GC8,17,478,1913,8,0,35,51,2016,6,1,3,0,1,F,1,1610,5,0,1,1,18,2,56,1,0,0,995,0,0,0,99999,9,9,2,4,2,1,2,1,1,1,1,2,0,0,1,1,0,0,9,0,1,4,66,4,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,1,1,16,-11,13,31687,998,142,15,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,147.1112614,12,8
30972,52,90,1-52-2023-090-06,6,1,1FT7W2BT2DEA,17,460,1805,60,0,12,481,2013,34,5,31,0,1,F,1,3099,5,0,1,1,15,2,56,1,0,0,995,0,0,0,59101,9,9,2,4,3,1,2,1,1,1,1,1,0,0,1,1,1,2,3,0,1,2,17,4,1,1,5,L,86,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,1,1,15,-12,10,67491,998,173,17,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,47.938759,12,8
30972,52,90,1-52-2023-090-06,6,2,1GCNKPEH7FZ2,17,467,1850,60,0,20,481,2015,34,5,31,0,1,R,1,2154,5,0,1,1,15,2,56,1,0,0,995,0,0,0,59063,1,9,2,4,2,1,2,1,1,1,1,2,0,0,1,1,1,2,9,0,1,4,66,1,1,1,5,L,87,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,1,1,22,-11,-19,92630,998,208,20,0,4,1,2,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,47.938759,12,8
30974,76,69,1-76-2023-069-04,4,1,2C3CDXBG2NH2,17,476,1895,13,0,7,24,2022,4,1,5,0,1,F,1,1785,5,9999,9,4,39,3,89,1,8,9,998,8,1,9,13752,9,9,0,4,2,1,2,1,1,2,0,0,0,0,1,1,0,0,9,1,1,2,12,99,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,8,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,0,998,0.0,55,20,120,4.3,0.7,4.4,17.81182118,3,8
30975,76,70,1-76-2023-070-07,7,1,3N63M0YN7FK7,17,467,1921,95,0,20,445,2015,20,4,20,0,1,F,1,1475,5,9999,9,5,32,2,89,1,8,9,998,8,7,9,10573,9,9,0,2,2,2,2,1,1,9,3,2,1,3,1,8,0,0,9,1,1,2,12,99,9,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,2,12,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,0,998,1.8,999,999,999,99.9,99.9,99.9,19.20771451,3,8
30976,28,65,1-28-2023-065-06,6,1,1FTEW1EP2FFC,17,460,1801,60,0,12,481,2015,34,5,31,0,1,R,1,2130,5,0,1,1,12,2,80,1,0,0,995,0,0,0,16933,1,2,0,4,2,1,2,1,2,4,1,2,0,0,1,1,0,0,1,1,14,2,13,11,3,4,1,A,2,1,2,2,2,1,4,61,1,2,10,998,998,0,0,1,3,1,14,2,-14,33563,998,181,14,0,1,1,1,0,1,0,3,998,0.8,73,97,-120,6.9,2.6,7.4,52.7923471,3,8
30977,28,66,1-28-2023-066-10,10,1,1G1JD5SH4C41,17,467,1835,13,0,20,28,2012,4,1,1,0,1,R,1,1237,5,0,1,1,10,2,113,1,0,0,995,0,0,0,14067,9,9,0,2,2,1,2,1,3,1,1,3,2,3,2,1,0,0,3,1,14,2,12,2,4,4,1,B,7,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,2,10,999,999,999,9999999,999,28,17,2,0,0,0,0,0,0,0,998,3.2,120,15,110,1.3,1.0,1.7,37.47575523,3,8
30978,28,67,1-28-2023-067-07,7,1,1FADP3E24EL3,17,460,1779,13,0,12,37,2014,4,1,3,0,1,F,9,1340,5,9999,9,0,998,2,56,1,0,0,995,0,0,0,16901,9,9,3,1,1,1,2,1,1,1,1,2,0,0,1,1,0,0,3,0,1,3,52,99,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,280,280,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,60.50022584,3,8
30978,28,67,1-28-2023-067-07,7,2,2CKDL73F6760,17,536,4591,7,0,22,403,2007,14,3,14,0,1,B,3,1713,5,0,1,1,6,2,56,1,0,0,995,0,0,0,16901,9,9,3,1,1,1,2,1,1,1,1,2,0,0,1,1,0,0,1,0,2,3,53,1,1,1,2,D,30,0,0,0,0,0,0,0,0,0,0,280,280,0,0,0,1,12,999,999,999,9999999,999,999,999,8,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,60.50022584,3,8
30979,66,56,1-66-2023-056-01,1,1,1FTFW1EF1DKG,17,460,1801,60,0,12,481,2013,34,5,31,0,1,F,3,2522,5,0,1,1,33,2,97,1,1,9,998,8,0,0,65605,9,9,0,1,1,1,2,1,1,1,1,2,2,2,1,1,0,0,9,1,1,2,12,4,1,2,3,G,50,0,0,0,0,0,0,0,0,0,0,100,265,0,0,0,1,1,63,-63,0,399405,998,0,63,0,4,3,9,1,1,3,0,995,9.8,998,998,998,99.8,99.8,99.8,103.5334329,6,8
30979,66,56,1-66-2023-056-01,1,2,2FTRF17W94CA,17,460,7331,60,0,12,481,2004,34,5,31,0,1,F,3,1843,5,0,1,1,34,2,97,1,0,1,0,2,0,0,65605,1,9,0,4,3,1,2,1,1,1,1,2,2,3,1,1,0,0,9,0,1,4,62,99,1,1,3,G,51,0,0,0,0,0,0,0,0,0,0,265,100,0,0,0,1,1,86,-85,-15,555713,998,-6,86,0,4,5,38,1,1,1,0,995,9.8,998,998,998,99.8,99.8,99.8,103.5334329,6,8
30980,66,57,1-66-2023-057-04,4,1,1FTEW1CG3FKD,17,460,1801,60,0,12,481,2015,34,5,31,99,1,B,9,2087,5,9999,9,0,998,5,113,0,7,7,887,6,8,8,99998,9,9,0,2,2,2,2,1,1,1,3,2,1,3,1,8,0,0,0,8,0,8,98,0,0,0,6,M,98,0,0,0,0,0,0,0,0,0,0,45,55,1,0,0,2,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,114.3320496,6,8
30980,66,57,1-66-2023-057-04,4,2,3GNAXXEV8MS1,17,467,1847,7,0,20,404,2021,14,3,14,0,1,B,1,1572,5,0,1,1,4,2,113,1,0,0,995,0,7,0,64870,1,2,0,2,2,2,2,1,1,1,3,2,1,3,1,8,0,0,1,0,2,3,53,2,1,1,2,D,29,1,4,2,5,7,1,1,3,1,999,55,55,0,0,0,1,1,22,22,0,23814,998,-15,19,0,4,1,2,0,1,0,1,995,9.8,998,998,998,99.8,99.8,99.8,114.3320496,6,8
30980,66,57,1-66-2023-057-04,4,3,1C4RJFJT5EC4,17,483,1949,7,0,2,422,2014,15,3,15,0,1,F,1,2387,5,50,1,1,5,2,113,1,0,0,995,0,7,0,73071,9,9,0,2,2,2,2,1,1,1,3,2,1,3,1,8,0,0,9,0,1,3,52,98,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,55,55,0,0,0,1,1,14,-14,0,25294,998,-12,16,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,114.3320496,6,8
30981,32,118,1-32-2023-118-06,6,1,3GCPCREC5HG1,17,467,1850,60,0,20,481,2017,34,5,31,0,1,F,3,2301,5,0,1,1,10,2,89,1,0,0,995,0,0,0,75044,9,1,0,3,5,2,1,1,1,2,3,3,0,0,3,1,0,0,9,0,1,3,51,2,1,1,2,D,24,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,1,1,48,-48,0,50227,998,0,23,0,1,99,99,0,0,99,0,995,9.8,998,998,998,99.8,99.8,99.8,1733.904961,7,8
30981,32,118,1-32-2023-118-06,6,2,4T4BF3EK3AR0,17,448,2469,13,0,49,40,2010,4,1,4,0,1,B,3,1500,5,0,1,1,10,2,89,1,0,0,995,0,0,0,75203,9,1,0,3,5,2,1,1,1,2,3,3,0,0,3,1,0,0,9,0,1,3,53,1,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,75,75,0,0,0,1,1,72,72,0,476108,998,0,88,0,1,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,1733.904961,7,8
30982,32,119,1-32-2023-119-02,2,1,JA4AP3AU8LU0,17,481,13867,7,0,52,404,2020,14,3,14,0,1,F,3,1415,5,0,1,1,12,2,72,0,7,7,887,6,8,8,99998,8,8,3,3,2,1,1,1,1,1,1,3,0,0,1,1,0,0,0,8,0,1,8,0,0,0,6,M,98,0,0,0,0,0,0,0,0,0,0,185,195,0,0,0,1,3,45,-42,-15,103819,998,-79,37,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,34.33517106,7,8
30982,32,119,1-32-2023-119-02,2,2,1FTEW1CP6KKE,17,460,1801,60,0,12,481,2019,34,5,31,0,2,B,2,1983,8,9999,9,0,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,,,,,,,,34.33517106,7,8
30983,32,120,1-32-2023-120-07,7,1,5N1AT2ML4FC7,17,478,1913,8,0,35,51,2015,6,1,3,0,1,U,9,1550,5,9999,9,0,998,2,64,1,0,0,995,0,0,0,75224,2,9,1,3,2,2,1,1,3,2,1,2,0,0,3,1,0,0,9,1,16,2,13,99,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,0,998,0.0,40,20,20,0.0,0.0,0.0,7608.521744,7,8
30984,32,121,1-32-2023-121-03,3,1,JTDP4RCE8LJ0,17,448,2208,13,0,49,32,2020,4,1,3,0,1,F,1,1395,5,0,1,1,14,2,80,1,0,0,995,0,0,0,75119,9,9,0,2,2,1,1,1,3,4,1,3,0,0,3,1,0,0,9,1,14,2,13,7,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,1,18,-18,0,21992,998,-76,18,0,4,99,99,0,0,99,0,998,2.0,999,999,999,29.1,8.6,30.4,797.022483,7,8
30985,73,108,1-73-2023-108-07,7,1,1GKKVRKD4FJ3,17,472,1855,7,0,23,423,2015,15,3,15,0,1,F,1,2200,5,0,1,1,21,2,72,1,8,0,995,0,7,0,04950,9,9,3,4,2,1,2,1,2,1,1,2,0,0,1,1,0,0,9,0,14,3,50,2,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,1,3,18,-18,0,24251,998,0,17,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,154.2848644,3,8
30985,73,108,1-73-2023-108-07,7,2,1G1PG5S93B72,17,467,1832,13,0,20,25,2011,4,1,3,0,1,B,2,1407,5,9999,9,0,998,2,72,1,8,0,995,0,7,0,04912,9,9,3,4,2,1,2,1,2,1,1,2,0,0,1,1,0,0,1,0,5,3,53,99,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,1,3,29,29,0,51594,998,0,30,0,4,0,0,0,0,4,0,995,9.8,998,998,998,99.8,99.8,99.8,154.2848644,3,8
30986,73,109,1-73-2023-109-06,6,1,1GKS2BKC8HR1,17,472,1859,7,0,23,421,2017,15,3,15,0,1,F,2,2515,5,0,1,1,14,2,0,1,1,0,995,0,7,0,04945,9,9,0,4,2,1,4,2,3,2,0,0,0,0,2,1,0,0,3,1,14,1,6,99,9,4,1,B,7,0,0,0,0,0,0,0,0,0,0,998,998,0,1,1,1,12,999,999,999,9999999,999,999,999,7,0,9,97,0,1,99,0,998,0.0,28,28,120,2.5,0.7,2.6,43.57693932,3,8
30987,73,110,1-73-2023-110-07,7,1,4S4BSALC4F32,17,523,2233,7,0,48,45,2015,6,1,3,0,1,F,1,1614,5,0,1,1,11,2,72,1,8,0,995,0,7,0,04979,9,9,0,4,2,1,2,1,1,1,1,4,0,0,2,1,0,0,1,0,1,6,87,1,1,1,1,C,13,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,10,999,999,999,9999999,999,999,999,6,0,0,0,0,0,0,0,998,9.8,998,998,998,99.8,99.8,99.8,154.2848644,3,8
30988,73,111,1-73-2023-111-04,4,1,5TFUY5F18MX0,17,448,2467,60,0,49,482,2021,34,5,31,0,1,F,1,2555,5,0,1,1,11,2,0,1,8,0,995,0,7,0,04358,9,9,0,4,2,1,4,1,1,1,0,0,0,0,2,1,0,0,1,0,1,6,90,2,1,1,1,C,14,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,1,17,-17,0,29241,998,0,17,0,1,0,0,0,0,0,0,998,0.0,61,120,61,0.0,0.0,0.0,42.97709458,3,8
30989,27,74,1-27-2023-074-03,3,1,4T1BG22KX1U8,17,448,2469,13,0,49,40,2001,4,1,3,0,1,F,1,1345,5,0,2,1,8,2,48,1,0,0,995,0,0,0,01201,1,2,2,4,2,1,2,1,1,4,0,2,0,0,1,1,1,2,1,0,1,2,17,1,1,1,5,L,88,0,0,0,0,0,0,0,0,0,0,295,215,0,1,0,1,1,17,-16,-6,33956,998,-54,23,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,26.38578438,3,8
30989,27,74,1-27-2023-074-03,3,2,WA1EAAFY9P20,17,582,3862,7,0,32,402,2023,14,3,14,0,1,L,1,2129,5,0,1,1,8,2,48,1,0,0,995,0,0,0,01201,1,2,2,4,2,1,2,1,2,2,1,2,0,0,1,1,1,2,1,0,14,4,66,1,1,1,5,L,89,0,0,0,0,0,0,0,0,0,0,215,295,0,1,0,1,1,11,-2,11,7063,998,-160,6,0,4,1,1,0,1,4,0,995,0.8,25,15,5,0.0,0.0,0.0,26.38578438,3,8
30990,27,75,1-27-2023-075-03,3,1,KM8KRDAF0NU0,17,498,28983,7,0,55,498,2022,14,3,14,0,1,L,1,2025,5,0,1,1,13,2,56,1,0,0,995,0,0,0,01254,1,2,2,4,2,1,2,1,3,1,1,2,0,0,1,1,0,0,1,0,14,4,65,4,1,1,4,K,77,0,0,0,0,0,0,0,0,0,0,230,280,0,1,0,1,1,8,-4,7,3974,998,88,6,0,4,1,2,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,26.38578438,3,8
