CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,VIN,VINLENGTH,VPICMAKE,VPICMODEL,VPICBODYCLASS,ICFINALBODY,MAKE,MODEL,MODELYR,BODYTYPE,BODYCAT,VEHCLASS,SPECUSE,TRANSTAT,DAMPLANE,DAMSEV,CURBWT,CURBSRC,CARGOWT,CARGOSRC,INSPTYPE,INSPLAG,TOWED,SPEEDLIMIT,DRPRESENT,PARALCOHOL,ALCTEST,ALCTESTRESULT,ALCTESTSRC,PARDRUG,DRUGTEST,ZIP,RACE,ETHNICITY,RELTOJUNCT,TRAFFLOW,RDLANES,INITLANE,SURFTYPE,SURFCOND,ALIGNMENT,PROFILE,LINERIGHT,LINELEFT,RUMBINIT,RUMBROAD,LIGHTCOND,WEATHER,TRAFDEV,TRAFFUNCT,DISTRACT,PREFHE,PREMOVE,CRITCAT,CRITEVENT,MANEUVER,PRESTAB,PRELOC,CRASHCAT,CRASHCONF,CRASHTYPE,ROLLTYPE,ROLLTURN,ROLLINTRPT,ROLLPREMAN,ROLLINITYP,ROLLINLOC,ROLLOBJ,ROLLTRIP,ROLLDIR,ROLLDIST,DVANGTHIS,DVANGOTH,TOWHITCH,TRAJDOC,TREEPOLE,DVEVENT,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBES,DVEST,DVCONF,VAIS,VISS,VINJSEV,VINJURED,VTREAT,INITOBJCLASS,HEADANGLECAT,SHLDRWIDTH,STRKLENGTH,STRKWIDTH,STRKHEIGHT,EDGEDISTX,EDGEDISTY,EDGEDISTZ,CASEWGT,PSUSTRAT,VERSION
28461,77,6,1-77-2023-006-04,4,2,1G2ZG58N3742,17,536,4263,13,0,22,22,2007,4,1,4,0,1,F,9,1507,5,9999,9,0,998,5,56,1,0,0,995,0,0,0,22973,9,9,2,4,3,2,2,2,1,2,1,2,0,0,1,2,1,2,1,0,11,4,66,99,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,240,350,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,984.6612262,9,8
28462,77,7,1-77-2023-007-05,5,1,JTNJJXB02EJ0,17,448,10241,5,0,67,34,2014,3,1,1,0,1,R,2,965,5,0,1,1,7,2,72,1,0,1,0,2,0,0,22963,9,9,2,4,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,0,11,2,15,1,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,80,295,0,1,0,1,1,30,-23,-19,19972,998,66,18,0,1,3,11,1,1,3,0,995,9.8,998,998,998,99.8,99.8,99.8,76.33062011,9,8
28462,77,7,1-77-2023-007-05,5,2,5GAKVDKD5DJ1,17,468,1841,7,0,18,421,2013,15,3,15,0,1,F,1,2233,5,0,1,1,6,2,72,1,0,0,995,0,0,0,23084,9,9,2,4,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,0,1,4,62,2,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,295,80,0,1,0,1,1,12,-12,-2,46809,998,-3,22,0,1,0,0,0,0,6,0,995,9.8,998,998,998,99.8,99.8,99.8,76.33062011,9,8
28463,54,8,1-54-2023-008-09,9,1,1GTEC19Z06Z2,17,472,1857,60,0,23,481,2006,34,5,31,0,1,R,9,2159,5,9999,9,0,998,5,0,1,0,0,995,0,0,0,35563,9,9,3,4,2,1,4,1,1,1,0,0,0,0,2,1,0,0,9,0,13,2,20,99,1,1,6,M,92,0,0,0,0,0,0,0,0,0,0,260,175,1,1,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,249.346627,9,8
28463,54,8,1-54-2023-008-09,9,2,1FMCU0D79CKC,17,460,1798,7,0,12,402,2012,14,3,14,0,1,F,2,1495,5,0,1,4,4,2,105,1,0,0,995,0,0,0,35654,1,2,3,1,2,1,2,1,1,1,1,3,2,3,2,1,0,0,1,0,1,4,70,3,1,1,6,M,93,0,0,0,0,0,0,0,0,0,0,175,260,0,1,0,1,12,999,999,999,9999999,999,999,999,7,0,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,249.346627,9,8
28465,59,13,1-59-2023-013-01,1,1,LRBFXCSA2LD1,17,468,11438,7,0,18,405,2020,14,3,14,0,1,R,3,1782,5,0,1,1,19,2,64,1,9,1,0,2,0,1,61944,1,2,2,9,9,99,2,1,9,9,9,9,9,9,1,1,0,0,9,0,1,2,17,1,1,1,5,L,90,0,0,0,0,0,0,0,0,0,0,80,355,0,1,0,1,5,999,999,999,9999999,999,999,42,4,0,5,38,2,2,1,0,995,9.8,998,998,998,99.8,99.8,99.8,69.31494522,6,8
28465,59,13,1-59-2023-013-01,1,2,4V4NC9EJ9DN1,17,487,1967,66,0,51,881,2013,66,8,68,0,1,F,9,,,,,,,2,64,1,0,1,0,1,9,9,47832,9,9,2,1,4,2,2,1,1,1,1,3,0,0,1,1,0,0,9,0,1,4,66,3,1,1,5,L,90,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,9.8,998,998,998,99.8,99.8,99.8,69.31494522,6,8
28466,59,14,1-59-2023-014-02,2,1,1GC1YNEYXMF1,17,467,1850,60,0,20,481,2021,34,5,31,0,1,F,1,3009,5,567,2,1,4,2,72,1,0,0,995,0,0,0,61849,1,2,2,1,3,3,2,1,3,4,1,3,0,3,2,1,1,2,1,0,14,4,67,3,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,170,70,0,0,0,1,1,15,-15,-3,73074,998,-49,22,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,47.45671854,6,8
28466,59,14,1-59-2023-014-02,2,2,4S4BSAHC9K33,17,523,2233,7,0,48,45,2019,6,1,3,0,1,L,2,1614,5,0,1,1,4,2,72,1,0,0,995,0,0,0,46303,1,2,2,4,2,1,2,1,1,4,0,0,0,0,2,1,2,2,1,0,11,2,15,4,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,70,170,0,0,0,1,1,31,-11,29,32623,998,51,21,0,4,1,3,0,2,4,0,995,9.8,998,998,998,99.8,99.8,99.8,47.45671854,6,8
28467,48,4,1-48-2023-004-03,3,1,1C4HJWEG7HL7,17,483,1943,7,0,2,403,2017,14,3,14,0,1,F,1,1948,5,9999,9,0,998,5,121,1,0,0,995,0,0,0,84119,9,9,0,2,3,3,1,1,1,1,3,2,1,3,1,1,0,0,9,0,1,3,51,99,1,1,2,D,24,0,0,0,0,0,0,0,0,0,0,160,160,0,1,0,1,3,12,-12,2,9516,998,38,11,0,4,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,333.3390539,12,8
28467,48,4,1-48-2023-004-03,3,2,4T1L11BKXLU0,17,448,2469,13,0,49,40,2020,4,1,4,0,1,B,1,1495,5,125,2,1,16,2,121,1,0,0,995,0,0,0,84119,1,2,0,2,3,3,1,1,1,1,3,2,1,3,1,1,0,0,1,0,1,3,53,1,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,160,160,0,1,0,1,3,12,12,-2,15103,998,72,13,0,4,3,10,1,3,3,0,995,9.8,998,998,998,99.8,99.8,99.8,333.3390539,12,8
28467,48,4,1-48-2023-004-03,3,3,1FT8W3DT9LED,17,460,1806,60,0,12,880,2020,67,8,60,0,1,B,9,,,,,,,5,121,1,0,0,995,0,0,0,84328,9,9,0,2,3,3,1,1,1,1,3,2,1,3,1,1,0,0,1,0,5,3,53,1,1,1,6,M,98,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,9.8,998,998,998,99.8,99.8,99.8,333.3390539,12,8
28467,48,4,1-48-2023-004-03,3,4,1FTFW1EF3DKF,17,460,1801,60,0,12,481,2013,34,5,31,0,1,B,9,2522,5,9999,9,0,998,5,121,1,0,0,995,0,0,0,84104,9,9,0,2,3,3,1,1,1,1,3,2,1,2,1,1,0,0,1,1,5,3,53,1,1,2,6,M,98,0,0,0,0,0,0,0,0,0,0,170,260,0,1,0,3,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,333.3390539,12,8
28469,17,11,1-17-2023-011-06,6,1,JTKDE1775701,17,448,2207,5,0,49,50,2007,3,1,3,0,1,F,9,1316,8,9999,9,0,998,5,48,1,0,0,995,0,0,0,52802,9,9,2,1,3,1,2,1,1,1,0,1,0,0,1,1,1,2,9,0,1,3,52,99,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,180.3178953,4,8
28469,17,11,1-17-2023-011-06,6,2,4T1BF1FK8HU7,17,448,2469,13,0,49,40,2017,4,1,4,0,1,B,1,1467,5,0,1,1,4,3,48,1,0,0,995,0,0,0,61244,2,9,2,1,3,1,2,1,1,1,0,1,0,0,1,1,1,2,9,0,2,2,18,99,1,1,2,D,31,0,0,0,0,0,0,0,0,0,0,300,300,0,0,0,1,12,999,999,999,9999999,999,999,999,6,0,99,99,0,0,8,0,995,9.8,998,998,998,99.8,99.8,99.8,180.3178953,4,8
28472,12,7,1-12-2023-007-10,10,1,1D7HA16N46J1,17,476,1938,60,0,7,482,2006,34,5,31,0,1,F,1,2049,5,0,1,1,9,2,121,1,0,0,995,0,0,0,73401,9,9,0,3,2,1,1,5,2,1,1,3,2,3,1,3,0,0,1,1,14,1,6,99,2,4,1,A,2,0,0,0,0,0,0,0,0,0,0,998,998,0,0,0,1,1,15,-15,-3,18973,998,28,15,0,1,0,0,0,0,0,0,998,3.3,999,999,999,0.0,0.0,0.0,4535.200312,9,8
28473,12,8,1-12-2023-008-03,3,1,1LNHL9DR5BG6,17,464,1794,13,0,13,15,2011,4,1,4,0,1,F,1,1872,5,0,1,1,9,2,64,1,0,0,995,0,0,0,73401,1,9,2,1,3,1,2,5,1,1,1,1,0,0,1,8,3,2,1,0,10,2,16,2,1,1,4,K,82,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,1,1,15,-10,11,17039,998,141,11,0,1,0,0,0,0,4,0,995,9.8,998,998,998,99.8,99.8,99.8,239.3521142,9,8
28473,12,8,1-12-2023-008-03,3,2,3KPC24A66ME1,17,498,2773,13,0,55,36,2021,4,1,2,0,1,F,1,1135,8,0,1,1,6,2,56,1,0,0,995,0,0,0,73401,1,2,2,1,2,1,1,5,1,1,1,4,0,0,1,8,0,0,1,0,1,4,67,7,1,1,4,K,83,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,1,1,23,-21,-8,41909,998,-42,28,0,1,1,1,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,239.3521142,9,8
28474,21,5,1-21-2023-005-09,9,1,1G6DC67AX501,17,469,4300,13,0,19,21,2005,4,1,5,0,1,F,2,1750,5,0,1,1,31,2,40,1,9,0,995,0,9,0,99999,9,9,0,4,2,1,2,1,1,1,0,0,0,0,3,1,0,0,9,1,1,2,11,99,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,95,100,0,0,0,1,8,999,999,999,9999999,999,999,999,7,0,99,99,0,0,0,0,995,0.0,120,13,18,0.0,0.0,0.0,2590.65678,11,8
28474,21,5,1-21-2023-005-09,9,2,5YFBURHE5FP2,17,448,2208,13,0,49,32,2015,4,1,3,0,2,B,9,1265,5,9999,9,0,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,,,,,,,,2590.65678,11,8
28476,20,12,1-20-2023-012-05,5,1,KMHCT4AE2FU8,17,498,2773,13,0,55,36,2015,4,1,2,0,1,F,1,1155,5,0,1,1,14,2,56,1,0,0,995,0,0,0,93905,9,1,2,4,2,1,2,1,1,1,0,2,0,0,5,1,0,0,1,0,11,2,15,1,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,150,10,0,1,0,1,3,13,-12,-7,8077,998,-45,12,0,4,2,4,0,1,8,0,995,9.8,998,998,998,99.8,99.8,99.8,27.11193076,11,8
28476,20,12,1-20-2023-012-05,5,2,WDDGF5EB3BR1,17,449,2085,13,0,42,42,2011,4,1,3,0,1,F,1,1600,5,9999,9,4,34,2,56,1,0,0,995,0,0,0,93906,1,1,2,4,2,1,2,1,1,1,0,2,0,0,5,1,0,0,1,0,1,4,62,2,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,10,150,0,1,0,1,3,9,-9,2,7959,998,36,10,0,4,0,0,0,0,0,0,995,0.0,120,120,101,0.0,1.5,1.5,27.11193076,11,8
28478,19,13,1-19-2023-013-03,3,1,1FBAX2CGXLKB,17,460,3608,9,0,12,462,2020,21,4,21,0,1,R,2,2375,5,0,2,1,5,2,56,1,0,0,995,0,0,0,35903,1,2,2,4,7,4,2,2,1,1,1,2,0,0,1,2,1,2,1,0,11,2,15,11,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,320,180,0,0,0,1,5,999,999,999,9999999,999,999,31,3,0,1,3,0,2,4,0,995,0.4,120,120,90,2.3,2.5,0.8,43.55016903,9,8
28478,19,13,1-19-2023-013-03,3,2,3AKJGLD55GSG,17,450,2501,66,0,82,881,2016,66,8,68,0,1,F,9,,,,,,,2,56,1,0,0,995,0,0,0,38943,9,9,2,5,7,2,2,2,1,1,3,3,0,0,1,2,1,2,9,0,1,4,62,2,1,1,4,J,69,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,9.8,998,998,998,99.8,99.8,99.8,43.55016903,9,8
28478,19,13,1-19-2023-013-03,3,3,1GNSCAE06BR1,17,467,1852,7,0,20,421,2011,15,3,15,0,1,L,1,2388,5,0,4,1,6,2,40,1,0,0,995,0,0,0,36271,1,9,2,4,2,1,2,2,1,2,1,2,0,0,1,2,1,2,9,0,5,4,67,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,135,350,0,0,0,3,3,6,-3,5,4893,998,130,5,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,43.55016903,9,8
28479,19,14,1-19-2023-014-10,10,1,1G2AS18H2972,17,536,4259,3,0,22,19,2009,2,1,2,0,1,9,9,1295,5,9999,9,0,998,2,72,1,9,0,995,0,9,0,99999,9,9,0,1,2,1,2,2,1,1,1,3,0,0,3,2,0,0,9,1,1,2,13,99,1,4,1,C,11,0,0,0,0,0,0,0,0,0,0,90,90,0,1,0,1,0,999,999,999,9999999,999,999,999,9,0,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,485.7686057,9,8
28479,19,14,1-19-2023-014-10,10,2,KMHDU4ADXAU1,17,498,2735,13,0,55,35,2010,4,1,3,0,2,B,2,1246,5,0,8,5,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,,,,,,,,485.7686057,9,8
28480,19,15,1-19-2023-015-04,4,1,2C3CDZBT8KH6,17,476,1893,13,0,7,28,2019,2,1,5,0,1,F,1,1852,5,0,1,1,8,2,56,1,0,0,995,0,0,0,35901,2,9,2,4,2,1,2,1,3,1,0,2,0,0,1,1,0,0,9,1,10,1,9,99,2,4,1,A,2,0,0,0,0,0,0,0,0,0,0,998,998,0,1,0,1,10,999,999,999,9999999,999,96,11,2,0,0,0,0,0,0,0,998,0.6,90,60,70,2.9,0.7,3.0,66.81710688,9,8
28483,24,4,1-24-2023-004-07,7,1,19XFB2F50FE7,17,474,1863,13,0,37,31,2015,4,1,3,0,1,F,2,1258,5,0,1,1,22,2,72,1,0,0,995,0,0,0,08205,9,9,0,5,6,1,2,1,1,1,1,3,0,0,5,1,0,0,3,0,1,3,50,3,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,120,130,0,0,0,1,3,34,-33,-6,62094,998,-26,34,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,957.2639276,1,8
28483,24,4,1-24-2023-004-07,7,2,5J8TB1H52CA0,17,475,1871,7,0,54,402,2012,14,3,14,0,1,B,1,1790,5,0,1,1,22,2,72,1,0,0,995,0,0,0,07662,9,9,0,5,6,1,2,1,1,1,1,3,0,0,5,1,0,0,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,130,120,0,0,0,1,3,24,24,0,39199,998,0,23,0,4,1,1,0,1,99,0,995,9.8,998,998,998,99.8,99.8,99.8,957.2639276,1,8
28483,24,4,1-24-2023-004-07,7,3,5XXGW4L25KG3,17,499,2739,13,0,63,34,2019,4,1,4,0,1,B,1,1614,5,9999,9,0,998,5,72,1,0,0,995,0,0,0,19958,9,9,0,5,6,1,2,1,1,1,1,3,0,0,5,1,0,0,1,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,2,3,14,14,0,11979,998,0,14,0,4,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,957.2639276,1,8
28483,24,4,1-24-2023-004-07,7,4,1FAHP3F29CL2,17,460,1779,13,0,12,37,2012,4,1,3,0,1,B,9,1340,5,9999,9,0,998,5,72,1,0,0,995,0,0,0,08108,9,9,0,5,6,1,2,1,1,1,1,3,0,0,5,1,0,0,9,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,130,130,0,0,0,3,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,957.2639276,1,8
28484,24,5,1-24-2023-005-06,6,1,2G1WS5535813,17,467,1833,13,0,20,2,2008,4,1,4,0,1,F,1,1630,5,0,1,1,26,2,64,1,0,0,995,0,0,0,08330,9,9,0,2,2,2,2,1,1,9,3,2,0,0,1,1,0,0,1,0,1,3,50,2,1,1,2,D,20,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,1,3,19,-19,0,29749,998,0,21,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,345.6058644,1,8
28484,24,5,1-24-2023-005-06,6,2,5NPD84LF7HH0,17,498,2735,13,0,55,35,2017,4,1,3,0,1,B,2,1275,5,0,1,4,26,2,64,1,0,0,995,0,0,0,08401,1,1,0,2,2,2,2,1,1,9,3,2,0,0,1,1,0,0,1,0,5,3,53,1,1,1,2,D,21,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,1,3,25,25,0,27108,998,0,23,0,4,1,2,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,345.6058644,1,8
28484,24,5,1-24-2023-005-06,6,3,1HGCP26868A1,17,474,1861,13,0,37,32,2008,4,1,4,0,1,F,9,1523,5,9999,9,0,998,5,64,1,0,0,995,0,0,0,08205,9,9,0,2,2,2,2,1,1,1,3,2,0,0,1,1,0,0,1,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,3,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,345.6058644,1,8
28484,24,5,1-24-2023-005-06,6,4,2HGFC2F74JH5,17,474,1863,13,0,37,31,2018,4,1,3,0,1,B,9,1244,5,9999,9,0,998,5,64,1,0,0,995,0,0,0,08242,9,9,0,2,2,2,2,1,1,1,3,2,0,0,1,1,0,0,1,0,5,3,53,1,1,1,6,M,98,0,0,0,0,0,0,0,0,0,0,110,110,0,0,0,3,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,345.6058644,1,8
28485,24,6,1-24-2023-006-03,3,1,1G6DT57V6901,17,469,1825,13,0,19,18,2009,4,1,4,0,1,F,1,1751,5,9999,9,0,998,5,80,1,0,0,995,0,0,0,08003,9,9,2,4,5,1,2,1,1,1,1,1,0,0,1,1,1,2,9,0,1,4,62,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,250,350,0,0,0,1,3,9,-9,3,5736,998,75,8,0,4,95,95,95,95,95,0,995,9.8,998,998,998,99.8,99.8,99.8,130.8485383,1,8
28485,24,6,1-24-2023-006-03,3,2,3CZRU6H55MM7,17,474,9212,7,0,37,404,2021,14,3,14,0,1,R,1,1393,5,0,1,1,22,2,80,1,0,0,995,0,0,0,08003,1,2,2,4,6,4,2,1,1,1,1,2,0,0,1,1,1,2,1,0,11,2,15,1,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,350,250,0,0,0,1,3,11,-6,-10,10411,998,59,12,0,4,1,1,0,1,0,0,995,9.8,998,998,998,99.8,99.8,99.8,130.8485383,1,8
28486,14,6,1-14-2023-006-06,6,1,1GTR1TEH4FZ1,17,472,1857,60,0,23,481,2015,34,5,31,0,1,F,2,2269,5,0,1,1,22,3,56,1,0,0,995,0,0,0,99999,9,9,0,4,2,1,2,1,3,1,1,2,0,0,2,1,0,0,3,1,14,2,13,1,1,4,1,A,1,0,0,0,0,0,0,0,0,0,0,998,998,0,0,9,2,98,999,999,999,9999999,999,999,999,7,0,99,99,0,0,99,0,998,0.0,999,999,999,55.9,8.4,57.6,7646.462255,8,8
28487,10,13,1-10-2023-013-03,3,1,5YFEPMAE9NP3,17,448,2208,13,0,49,32,2022,4,1,3,0,1,F,9,1315,5,0,1,3,21,2,89,1,0,0,995,0,0,0,45338,1,2,0,4,2,1,2,1,2,1,1,2,0,0,2,1,0,0,3,1,14,2,12,3,1,4,1,B,6,0,0,0,0,0,0,0,0,0,0,998,998,0,0,1,1,12,999,999,999,9999999,999,999,999,9,0,1,1,0,1,6,0,998,0.0,82,82,75,21.1,5.4,22.0,129.5126166,4,8
28488,10,14,1-10-2023-014-03,3,1,4S3BMDK67A22,17,523,2232,13,0,48,34,2010,4,1,3,0,1,F,1,1580,5,0,1,1,6,2,80,1,0,0,995,0,0,0,45432,9,9,0,2,3,1,2,1,1,9,1,3,0,0,1,1,0,0,3,0,1,3,51,99,1,1,2,D,24,0,0,0,0,0,0,0,0,0,0,30,20,0,0,0,1,1,20,-20,4,15382,998,11,15,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,129.5126167,4,8
28488,10,14,1-10-2023-014-03,3,2,1GCRWAEH3MZ1,17,467,1850,60,0,20,481,2021,34,5,31,0,1,B,1,2087,5,0,1,1,6,2,80,1,0,0,995,0,0,0,45356,9,9,0,2,3,1,2,1,1,9,1,3,0,0,1,1,0,0,1,0,1,3,53,6,1,1,2,D,25,0,0,0,0,0,0,0,0,0,0,20,30,0,0,0,1,1,16,16,0,32564,998,-23,19,0,1,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,129.5126167,4,8
28489,10,15,1-10-2023-015-06,6,1,2T1BURHE3HC9,17,448,2208,13,0,49,32,2017,4,1,3,0,1,F,2,1265,5,0,1,1,5,2,72,1,0,0,995,0,0,0,45403,9,9,2,1,3,1,2,1,1,1,0,1,0,0,3,4,1,2,1,0,1,4,62,99,1,1,4,J,69,0,0,0,0,0,0,0,0,0,0,280,10,0,0,0,1,3,28,-27,-5,30122,998,-34,23,0,4,99,99,0,0,8,0,995,9.8,998,998,998,99.8,99.8,99.8,266.514965,4,8
28489,10,15,1-10-2023-015-06,6,2,JTMBF4DV3A50,17,448,2217,7,0,49,402,2010,14,3,14,0,1,R,2,1579,5,9999,9,0,998,2,72,1,0,0,995,0,0,0,45066,9,9,2,1,4,4,2,1,1,1,1,0,0,0,3,4,1,2,1,0,11,2,15,99,1,1,4,J,68,0,0,0,0,0,0,0,0,0,0,10,280,0,0,0,1,3,25,4,-25,54447,998,3,30,0,4,0,0,0,0,0,0,995,9.8,998,998,998,99.8,99.8,99.8,266.514965,4,8
28490,10,16,1-10-2023-016-06,6,1,WBAVC73577KP,17,452,2377,13,0,34,34,2007,4,1,3,0,1,F,9,1625,5,9999,9,0,998,5,80,1,0,0,995,0,0,0,45424,9,9,0,2,3,3,1,1,1,9,3,2,0,0,1,1,0,0,1,0,1,3,51,99,1,1,2,D,24,1,2,2,1,1,2,63,1,2,20,285,285,0,0,0,1,0,999,999,999,9999999,999,999,999,9,0,95,95,95,95,95,3,995,3.1,999,999,999,12.1,3.5,12.8,266.514965,4,8
28490,10,16,1-10-2023-016-06,6,2,1FMCU0GX1GUA,17,460,1798,7,0,12,402,2016,14,3,14,0,1,T,1,1713,5,0,1,1,1,2,80,1,0,0,995,0,0,0,45330,1,2,0,2,3,2,1,1,1,9,3,3,0,0,1,1,0,0,1,0,1,3,53,1,1,1,2,D,25,1,3,2,2,1,4,61,1,2,9,997,997,0,0,0,4,6,999,999,999,9999999,999,999,999,6,0,9,97,0,1,4,3,997,3.4,65,25,97,5.3,2.4,6.1,266.514965,4,8
28491,11,11,1-11-2023-011-02,2,1,2HGFC2F87LH5,17,474,1863,13,0,37,31,2020,4,1,3,0,1,F,2,1312,5,0,1,4,42,3,56,1,0,0,995,0,0,1,23085,1,9,2,4,3,1,2,1,2,9,0,2,0,0,1,1,0,0,1,1,14,2,10,99,1,2,3,G,50,0,0,0,0,0,0,0,0,0,0,115,315,0,0,0,1,5,999,999,999,9999999,999,999,999,7,0,1,2,0,1,3,0,995,9.8,998,998,998,99.8,99.8,99.8,83.61933847,8,8
28491,11,11,1-11-2023-011-02,2,2,3AKJHLDV4LSL,17,450,2501,66,0,82,881,2020,66,8,68,0,1,F,9,,,,,,,3,56,1,0,0,995,0,0,0,23836,9,9,2,4,3,2,2,1,3,9,1,2,0,0,1,1,0,0,1,0,14,4,62,99,1,1,3,G,51,,,,,,,,,,,,,,,,,,,,,,,,,,,95,95,95,95,95,,,9.8,998,998,998,99.8,99.8,99.8,83.61933847,8,8
28492,11,12,1-11-2023-012-05,5,1,3FA6P0LU2GR2,17,460,1780,13,0,12,23,2016,4,1,4,0,1,L,2,1660,5,9999,9,4,56,2,40,1,0,0,995,0,0,0,23235,1,2,2,4,2,1,2,2,1,9,0,0,0,0,1,2,2,2,1,0,1,2,17,99,9,1,5,L,89,0,0,0,0,0,0,0,0,0,0,70,160,0,0,0,1,12,999,999,999,9999999,999,999,999,7,0,1,1,0,2,4,0,995,9.8,998,998,998,99.8,99.8,99.8,167.0029925,8,8
28492,11,12,1-11-2023-012-05,5,2,3C4PDCDGXDT6,17,476,1939,7,0,7,27,2013,6,1,4,0,1,F,2,1834,5,9999,9,4,56,2,40,1,0,0,995,0,0,0,22546,2,9,2,4,2,1,2,2,1,9,0,2,0,0,1,2,0,0,1,0,1,4,66,99,9,1,5,L,88,0,0,0,0,0,0,0,0,0,0,160,70,0,0,0,1,12,999,999,999,9999999,999,999,999,7,0,2,5,0,1,3,0,995,9.8,998,998,998,99.8,99.8,99.8,167.0029925,8,8
28493,11,13,1-11-2023-013-06,6,1,1HGCR2F37EA1,17,474,1861,13,0,37,32,2014,4,1,4,0,1,F,1,1496,5,0,1,1,60,2,97,1,0,1,0,2,0,0,23237,9,9,1,2,3,1,2,1,1,9,1,3,0,0,1,1,0,0,1,0,1,3,52,3,1,1,2,D,28,0,0,0,0,0,0,0,0,0,0,75,85,0,0,0,1,1,23,-23,-4,17884,998,1,17,0,4,2,6,0,1,4,0,995,9.8,998,998,998,99.8,99.8,99.8,1540.874113,8,8
28493,11,13,1-11-2023-013-06,6,2,2T1BU4EE1CC8,17,448,2208,13,0,49,32,2012,4,1,2,0,1,B,2,1255,5,0,1,1,60,2,97,1,0,0,995,0,0,0,23223,9,9,1,2,4,2,2,1,1,9,1,3,0,0,1,1,0,0,1,0,2,3,53,2,1,1,2,D,29,0,0,0,0,0,0,0,0,0,0,85,75,0,0,0,1,1,27,27,0,54630,998,0,32,0,1,9,97,0,1,8,0,995,9.8,998,998,998,99.8,99.8,99.8,1540.874113,8,8
