CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
20223,52,198,1-52-2020-198-04,4,1,1,76,0,12,0,0,888,12FREE06,F,R,E,E,06,8,8,8,8,888,888,888,10,999,999,999,9999999,999,57,12,2,1,Begins 36cm RoC extending to the right,LFBC to RFBC,65cm RoC,130,0,178,57,40,0,0,0,0,0,0,0,,,163.964112904999,12,5
20212,10,195,1-10-2020-195-05,5,1,2,31,998,0,0,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Left Side,Left Side,unknown,888,888,888,888,888,,,,,,,,999,999,28.215697997965,4,5
19162,32,142,1-32-2020-142-01,1,1,5,88,180,6,0,0,888,06BLEE03,B,L,E,E,03,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,7,8,"Back, unknown location",not applicable,not applicable,999,999,999,999,999,999,999,999,999,999,999,999,,,94.6847863011834,7,5
19085,32,136,1-32-2020-136-06,6,2,2,53,0,12,0,0,888,12LYES01,L,Y,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,7,8,"left side, unknown, overlapping",N/A,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1248.00212617076,7,5
18996,32,132,1-32-2020-132-02,2,1,1,54,340,11,0,0,888,11FLEE06,F,L,E,E,06,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,7,1,"Starts 45 cm left of FCP, extends 38 cm left",N/A,83 cm left of FCP,999,999,999,999,38,999,999,999,999,999,999,999,,,42.1434159426765,7,5
18996,32,132,1-32-2020-132-02,2,1,3,54,160,5,0,0,888,05BREE03,B,R,E,E,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,"Starts 61 cm right of RCP, extends 22 cm right",N/A,83 cm right of RCP,999,999,999,72,22,999,999,999,999,999,999,999,,,42.1434159426765,7,5
19251,32,145,1-32-2020-145-09,9,2,1,1,30,1,0,0,160,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,10,-9,-5,15557,998,-86,12,0,1,"starts 4 cm left of center, extending 62 cm right",entire front,52 cm right of center,130,0,168,27,64,7,0,0,2,0,4,7,,,3471.40733848943,7,5
19251,32,145,1-32-2020-145-09,9,1,1,2,300,10,0,0,70,10LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,1,15,-7,13,8820,998,49,12,0,1,"starts 215 cm forward of LR axle, extending 116 cm forward","starts 215 cm forward of LR axle, extending 116 cm forward",293  cm forward of LR axle,116,136,116,136,116,14,0,2,12,14,13,7,,,3471.40733848943,7,5
19294,32,148,1-32-2020-148-03,3,1,2,2,0,12,0,0,270,12FLEE03,F,L,E,E,03,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,1,"starts 61 cm left of center, 15extending left",entire front,70 cm left of center,130,0,158,-68,15,19,9,0,2,0,4,19,,,607.013350446233,7,5
16356,48,6,1-48-2020-006-03,3,1,2,68,160,5,0,0,888,05RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,begins 43cm aft RRA to RRBC,not measured,RRBC,999,999,999,999,51,999,999,999,999,999,999,999,,,139.852592415906,12,5
16405,21,11,1-21-2020-011-04,4,1,1,2,999,99,0,0,10,99L99999,L,9,9,9,99,9,9,9,9,999,999,999,12,999,999,999,9999999,999,999,999,9,1,LEFT SIDE,NOT MEASURED / UNDER REPAIR,UNKNOWN,999,999,999,999,999,999,999,999,999,999,999,999,,,2567.97882656928,11,5
16399,18,9,1-18-2020-009-07,7,2,1,1,170,6,0,0,330,06RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,9,1,63cm rear of RFA to 7cm fore of RFA,"partially repaired, all damaged components removed","partially repaired, all damaged components removed",999,999,999,999,999,999,999,999,999,999,999,999,,,323.212223123212,6,5
16107,26,4,1-26-2020-004-05,5,2,1,1,180,6,0,0,160,06BLEE07,B,L,E,E,07,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,Back plane left side,N/A,Back left BC,999,999,140,999,999,999,999,999,999,999,999,999,,,53.0033941155065,10,5
16278,27,5,1-27-2020-005-06,6,1,1,51,10,12,0,0,888,12FREE04,F,R,E,E,04,8,8,8,8,888,888,888,10,999,999,999,9999999,999,27,20,2,1,Begins 50 cm ROC extends right,Front rebar end to end,Front right rebar end,126,0,154,62,23,17,0,0,5,8,11,17,,,54.4857147149833,3,5
16025,24,3,1-24-2020-003-02,2,1,5,42,998,0,0,0,888,00RBEW02,R,B,E,W,02,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,8,starts RRBC going forward,not measured,unknown,999,999,999,-196,205,999,999,999,999,999,999,999,,,62.7579705739518,1,5
16362,32,13,1-32-2020-013-03,3,2,1,1,180,6,0,0,85,06BDEW03,B,D,E,W,03,8,8,8,8,888,888,888,1,53,53,0,149444,998,0,49,0,1,"starts 48 cm right of center, extending 120 left",entire rear,2 cm left of center,120,0,150,0,120,46,0,30,46,42,29,33,,,649.539061480719,7,5
16362,32,13,1-32-2020-013-03,3,1,1,2,0,12,0,0,85,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,44,-44,0,166047,998,0,47,0,1,"starts 65 cm left of center,extending 130 cm right",entire front,25 cm left of center,130,0,160,0,130,48,46,44,48,35,21,11,,,649.539061480719,7,5
16178,32,5,1-32-2020-005-03,3,1,1,63,0,12,0,0,888,12FRWN03,F,R,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,8,Right front tire,Unknown,Unknown,999,999,156,999,999,999,999,999,999,999,999,999,,,704.35753701362,7,5
16371,31,7,1-31-2020-007-09,9,1,1,2,0,12,0,1,90,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,15,-15,0,14971,998,2,15,0,1,Begins 50cm ROC,Entire frontal plane,22cm ROC,154,0,160,2,106,5,1,0,3,5,2,0,,,680.570282145049,6,5
16371,31,7,1-31-2020-007-09,9,2,1,1,180,6,0,2,90,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,1,14,14,0,11461,998,15,13,0,1,begins39cm ROC,BC to BC,3cm ROC,128,0,143,-15,108,10,0,8,10,5,0,0,,,680.570282145049,6,5
16384,26,16,1-26-2020-016-09,9,2,1,1,70,2,0,0,340,02RPAW03,R,P,A,W,03,1,1,0,0,29,69,28,5,999,999,999,9999999,999,999,999,8,1,113 CM FORWARD RR AXLE GOING FORWARD,106 CM FORWARD RR AXLE GOING FORWARD,163 CM FORWARD RR AXLE,147,52,147,33,137,22,0,18,22,15,7,4,,,2017.56066607419,10,5
16374,19,16,1-19-2020-016-04,4,1,1,47,0,12,0,0,888,12FLEE09,F,L,E,E,09,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,1,Begs 76cm left of center then left.,BC to BC,94cm left of center.,195,0,198,-88,24,8,6,0,1,1,0,8,,,144.851528400921,9,5
16141,12,5,1-12-2020-005-04,4,1,1,2,250,8,0,0,195,08LYAW02,L,Y,A,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,8,1,1,33cm Fwd of LF Axle con Back 113cm,33cm Fwd of LF Axle con Back 101cm,18cm Fwd of LF Axle,113,102,113,105,101,7,0,2,4,4,7,6,,,444.449417234258,9,5
18804,24,122,1-24-2020-122-06,6,1,1,63,0,12,0,0,888,12FRWN03,F,R,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,RF wheel,NA,NA,999,999,999,999,999,999,999,999,999,999,999,999,,,162.881754800676,1,5
18804,24,122,1-24-2020-122-06,6,1,2,42,0,12,0,0,888,12FCEN02,F,C,E,N,02,8,8,8,8,888,888,888,1,25,-25,0,54203,998,7,25,0,1,starts 26cm right of FCP going left,BC to BC,8cm right of FCP,135,0,158,7,38,36,0,0,18,36,6,0,,,162.881754800676,1,5
19139,24,138,1-24-2020-138-07,7,2,1,1,330,11,0,0,888,11LYES01,L,Y,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Starts 32cm forward of LR axel,Unknown,Unknown,999,999,999,999,309,999,999,999,999,999,999,999,,,385.735922504641,1,5
20221,24,192,1-24-2020-192-03,3,2,1,1,290,10,0,0,50,10LYAW02,L,Y,A,W,02,1,1,0,0,35,56,33,3,24,-8,22,47035,998,-23,30,0,1,starts 16cm rear of LF axle going rearward,starts cm rear of LF axle going rearward,83cm rear LF axle,209,9,209,19,188,37,2,5,17,37,12,5,,,274.246488829962,1,5
20221,24,192,1-24-2020-192-03,3,1,1,2,30,1,0,0,130,01FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,18,-16,-9,17782,998,-109,13,0,1,front plane BC to BC,BC to BC,unk,999,999,999,999,999,999,999,999,999,999,999,999,,,274.246488829962,1,5
17032,31,24,1-31-2020-024-09,9,1,1,60,0,12,0,0,888,12FDE999,F,D,E,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,360.469819901871,6,5
17473,31,30,1-31-2020-030-07,7,1,1,76,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,368.490339129658,6,5
16001,26,2,1-26-2020-002-03,3,1,1,2,280,9,0,0,130,09LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,3,43,-7,42,154548,998,4,54,0,2,32CM FORWARD OF LR AXLE AND FORWARD,Unknown,270CM FORWARD LR AXLE,999,999,999,36,280,999,999,999,999,999,999,999,,,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,2,1,1,40,1,0,0,185,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,3,41,-31,-26,66617,998,-92,29,0,1,RFBC GOING LEFT,LFBC TO RFBC,RFBC,115,0,150,52,60,31,13,16,20,24,20,31,,,64.9627567568958,10,5
15939,14,1,1-14-2020-001-04,4,1,1,2,350,12,0,0,60,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,12,2,1,BEGINS 74CM LOC AND GOES RIGHT,BUMPER CORNER TO BUMPER CORNER,UNKNOWN,123,0,162,-9,130,3,3,1,0,0,0,2,,,207.684599173899,8,5
16204,29,8,1-29-2020-008-07,7,2,1,1,320,11,0,0,315,11LBEW01,L,B,E,W,01,8,8,8,8,888,888,888,3,3,-2,2,1592,998,-205,3,0,1,Begins 265cm rear of LF axle extending rwd,Begins 297cm rear of LF axle extending rwd,317cm rear of LF axle,75,-195,75,-178,105,2,0,0,0,0,0,2,,,240.481327688699,2,5
16214,18,5,1-18-2020-005-06,6,2,1,1,280,9,0,0,155,09LFEW03,L,F,E,W,03,8,8,8,8,888,888,888,3,14,-2,14,23570,998,121,15,0,1,20cm rear to 80cm fore of LF axle,36cm rear to 80cm fore of LF axle,57cm fore of LF axle`,116,155,116,165,100,26,0,6,8,22,26,19,,,413.510314437393,6,5
16176,10,8,1-10-2020-008-03,3,1,2,3,330,11,0,0,330,11FLES06,F,L,E,S,06,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,rfbc,unknown,unknown,999,999,140,999,999,999,999,999,999,999,999,999,,,114.305013711789,4,5
16170,19,8,1-19-2020-008-09,9,1,3,42,998,0,0,0,888,00RPAW04,R,P,A,W,04,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,8,1,Begins 108cm F RRA and continues F,Begins 108cm F RRA and continues F,139cm F RRA,999,999,999,999,56,999,999,999,999,999,999,999,,,686.42190472094,9,5
17556,31,31,1-31-2020-031-10,10,1,1,31,998,0,0,0,888,00TPYO03,T,P,Y,O,03,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,1,Unknown,Rollover,Unknown,888,888,888,888,888,,,,,,,,999,999,350.224747976596,6,5
17968,31,40,1-31-2020-040-01,1,1,3,41,999,99,0,0,888,99L99999,L,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Overlapping damage,Unknown,Overlapping damage,999,999,999,999,999,999,999,999,999,999,999,999,,,265.213577621193,6,5
18509,31,48,1-31-2020-048-08,8,1,2,31,998,0,0,0,888,00TDDO02,T,D,D,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Left windshield header to right windshield header,Rollover,Left front roof,888,888,888,888,888,,,,,,,,2,10,231.020820418902,6,5
18678,31,52,1-31-2020-052-06,6,1,5,57,0,12,0,0,888,12F99901,F,9,9,9,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,470.235396496281,6,5
18678,31,52,1-31-2020-052-06,6,1,2,2,260,9,0,0,210,09LZEW01,L,Z,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,470.235396496281,6,5
18678,31,52,1-31-2020-052-06,6,2,2,1,90,3,0,0,200,03RDEW02,R,D,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Begins 14cm forward of RR axle,Not measured,40cm forward of RF axle,999,999,999,999,999,999,999,999,999,999,999,999,,,470.235396496281,6,5
19093,31,62,1-31-2020-062-03,3,1,2,50,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Begins 35cm LOC,not measured,51cm ROC,999,999,999,999,107,999,999,999,999,999,999,999,,,198.207956791032,6,5
20200,21,165,1-21-2020-165-05,5,1,1,2,0,12,0,7,280,12FDEW04,F,D,E,W,04,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,65,5,1,BUMPER CORNER TO BUMPER CORNER,REBAR CORNER TO REBAR CORNER,44CM L OF CENTER,116,0,170,0,170,60,59,53,54,48,41,45,,,37.9612329506205,11,5
19880,77,103,1-77-2020-103-09,9,1,1,44,340,11,0,0,888,11FLEN01,F,L,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,BEGINS 61CM LEFT OF FRONT CENTER POINT; EXTENDS LEFT,UNKNOWN,77CM LEFT OF FRONT CENTER POINT,999,999,999,999,24,999,999,999,999,999,999,999,,,1285.43065512954,9,5
20193,20,93,1-20-2020-093-05,5,1,1,42,350,12,0,0,888,12FZEW05,F,Z,E,W,05,8,8,8,8,888,888,888,1,65,-64,11,372272,998,45,64,0,1,25cm left of Front Center Point extends right 65 cm,72cm left of Front Center Point extends right 144,16 cm right of Front Center Point,144,0,170,10,65,86,22,55,64,69,68,51,,,107.813981726156,11,5
20199,30,168,1-30-2020-168-06,6,2,1,1,20,1,0,0,180,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,3,27,-25,-9,65117,998,-35,31,0,1,"2cm left of center, extending right.",left front bumper corner to right front bumper corner,77cm right of center,122,0,150,37,77,41,0,4,14,23,32,41,,,160.161078343261,10,5
20309,76,99,1-76-2020-099-09,9,1,1,42,0,12,0,0,888,12FCEN02,F,C,E,N,02,8,8,8,8,888,888,888,1,29,-29,0,50237,998,-13,29,0,1,1 cm Left of Front Center Point Extends Left,Front Bumper Corner to Front Bumper Corner,17 cm Left of Front Center Point,160,0,160,-13,24,37,9,6,37,13,0,0,,,20.3205194306157,3,5
20368,13,123,1-13-2020-123-01,1,1,1,2,0,12,0,0,0,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,13,-13,0,11644,998,0,13,0,1,BC to BC,Bumper support end to end,RF BC,126,0,152,0,152,39,0,0,7,16,27,39,,,191.553628608889,7,5
20368,13,123,1-13-2020-123-01,1,2,1,1,250,8,0,0,290,08LZEW02,L,Z,E,W,02,8,8,8,8,888,888,888,1,16,5,15,20191,998,-68,16,0,1,Starts 142cm rearward of the LF axle rearward,Starts 142cm rearward of the LF axle rearward,206cm rearward of theLF axle,140,-91,140,-87,133,16,2,7,11,16,15,3,,,191.553628608889,7,5
19998,23,65,1-23-2020-065-03,3,1,1,2,270,9,0,0,180,09LYAW02,L,Y,A,W,02,1,0,0,0,999,999,999,12,999,999,999,9999999,999,999,999,9,1,Left: unknown measurements,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,581.683349029826,5,5
19998,23,65,1-23-2020-065-03,3,2,1,1,20,1,9,0,250,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,Front:,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,581.683349029826,5,5
20141,14,95,1-14-2020-095-03,3,1,1,68,998,0,0,0,888,00U99901,U,9,9,9,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,7,1,UNDERCARRIAGE,UNDERCARRIAGE,UNKNOWN,999,999,999,999,999,999,999,999,999,999,999,999,,,940.793517563669,8,5
20087,76,93,1-76-2020-093-04,4,1,1,76,350,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,40,19,2,1,Front Bumper Corner to Front Bumper Corner,Front Bumper Corner to Front Bumper Corner,Left Front Bumper Corner,160,0,160,0,160,22,10,8,8,10,10,12,,,16.9395948574112,3,5
19348,31,68,1-31-2020-068-07,7,1,1,2,340,11,0,0,165,11LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,3,7,-6,2,6212,998,-27,10,0,1,Begins 290cm forward of LR axle,Begins 290cm forward of LR axle,Begins 314cm forward of LR axle,81,192,81,192,81,18,2,0,5,7,10,18,,,360.195290121757,6,5
16222,22,4,1-22-2020-004-05,5,1,2,31,998,0,0,0,888,00TPDO01,T,P,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Right roof zone,888,888,888,888,888,,,,,,,,999,999,41.0444250400204,12,5
16222,22,4,1-22-2020-004-05,5,1,3,60,180,6,0,0,888,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,8,Unknow,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,41.0444250400204,12,5
16766,22,21,1-22-2020-021-09,9,1,1,50,90,3,0,0,888,03R99901,R,9,9,9,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,76.4684049173933,12,5
18363,22,70,1-22-2020-070-01,1,1,1,44,330,11,0,0,888,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,29,-25,14,127570,998,119,29,0,1,"Begins 70 right of center, extends left",BC to BC,15 cm left of center,180,0,180,-11,170,33,16,22,33,32,22,0,,,37.9815767203663,12,5
18698,22,82,1-22-2020-082-10,10,2,1,1,350,12,0,0,85,12FREE03,F,R,E,E,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,Begins 28 cm right of center extends right,BC to BC,59 cm right of center,138,0,138,48,41,999,999,999,999,999,999,999,,,538.318637509762,12,5
18781,22,85,1-22-2020-085-05,5,1,1,60,350,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,BC to BC,No Profile,Unknown,999,999,999,999,134,999,999,999,999,999,999,999,,,38.6560699261779,12,5
18867,32,126,1-32-2020-126-01,1,1,3,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Rollover,Rollover,unknown,888,888,888,888,888,,,,,,,,18,17,101.403374904626,7,5
18867,32,126,1-32-2020-126-01,1,1,5,42,998,0,0,0,888,00B99999,B,9,9,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,Rear end,not measured,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,101.403374904626,7,5
18864,32,123,1-32-2020-123-02,2,1,1,2,80,3,0,0,180,03RZEW01,R,Z,E,W,01,0,0,1,0,28,60,7,1,11,-2,-10,3922,998,158,5,0,1,"Starts 313 cm rearward of RFA, Extends 130 cm forward","Starts 313 cm rearward of RFA, Extends 130 cm forward",205 cm rearward of RFA,130,-116,130,-116,130,4,2,0,1,4,2,1,,,58.161130175964,7,5
18864,32,123,1-32-2020-123-02,2,2,1,1,350,12,0,0,90,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,6,-6,1,14251,998,35,13,0,1,"Starts 64 cm left of FCP, Extends 118 cm right",Entire Front Plane,16 cm right of FCP,176,0,176,-5,118,2,0,0,0,2,0,1,,,58.161130175964,7,5
19760,32,166,1-32-2020-166-10,10,1,5,57,998,0,0,0,888,00TYDW01,T,Y,D,W,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,8,top of hood and windshield,N/A,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,15663.086272617,7,5
20364,32,199,1-32-2020-199-03,3,3,2,2,200,7,0,0,345,07LYEW01,L,Y,E,W,01,8,8,8,8,888,888,888,3,8,7,3,10590,998,107,10,0,1,"Starts 184 cm forward of LRA, Extends 164 cm forward","Starts 184 cm forward of LRA, Extends 164 cm forward",234 cm forward of LRA,164,72,164,72,164,10,1,10,9,6,2,4,,,1884.44794711554,7,5
20430,32,200,1-32-2020-200-02,2,2,2,54,0,12,0,0,888,12FLEW01,F,L,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,"Starts 22 cm left of center, Extends 58 cm left",not measured,54 cm left of center,999,999,999,999,58,999,999,999,999,999,999,999,,,35.1793435552036,7,5
20075,25,131,1-25-2020-131-03,3,1,1,2,350,12,0,0,240,12FLEE04,F,L,E,E,04,8,8,8,8,888,888,888,1,30,-29,5,23677,998,-36,20,0,1,"begins 60 left of center, extends left",left rail to right rail,left rebar edge,94,0,158,-70,20,11,11,8,9,6,0,0,,,735.732145903341,2,5
16076,21,2,1-21-2020-002-07,7,2,2,44,0,12,0,0,888,12FDLW03,F,D,L,W,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,7,2,BUMPER CORNER TO BUMPER CORNER,UNKNOWN,AT F/R BUMPER CORNER,999,999,999,999,140,999,999,999,999,999,999,999,,,610.509608798637,11,5
16225,21,7,1-21-2020-007-05,5,3,2,1,330,11,0,0,210,11FYEW04,F,Y,E,W,04,8,8,8,8,888,888,888,3,53,-46,26,152960,998,53,49,0,1,2 CM RIGHT OF CENTER CONTINUING 75 CM LEFT (TO F/L BUMPER CORNER),REBAR CORNER TO REBAR CORNER,AT F/L REBAR CORNER,105,0,146,-38,75,79,79,47,35,19,1,6,,,70.2602294420719,11,5
