CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
17063,13,28,1-13-2020-028-03,3,1,LF,9,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,1,LR,0,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,1,RR,0,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,2,LF,9,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,2,RF,0,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,2,LR,0,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,1,RF,0,294.144006155824,7,5
17063,13,28,1-13-2020-028-03,3,2,RR,0,294.144006155824,7,5
17065,15,26,1-15-2020-026-03,3,1,LF,7,28.1538983077347,1,5
17065,15,26,1-15-2020-026-03,3,1,RF,8,28.1538983077347,1,5
17065,15,26,1-15-2020-026-03,3,1,LR,7,28.1538983077347,1,5
17065,15,26,1-15-2020-026-03,3,1,RR,0,28.1538983077347,1,5
17085,10,53,1-10-2020-053-04,4,1,LF,7,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,1,LR,0,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,1,RR,0,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,1,RF,0,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,2,LF,0,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,2,RF,0,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,2,LR,0,377.328683304736,4,5
17085,10,53,1-10-2020-053-04,4,2,RR,0,377.328683304736,4,5
17088,11,24,1-11-2020-024-04,4,2,LF,0,1077.5268769164,8,5
17088,11,24,1-11-2020-024-04,4,2,RF,0,1077.5268769164,8,5
17088,11,24,1-11-2020-024-04,4,2,RR,0,1077.5268769164,8,5
17088,11,24,1-11-2020-024-04,4,2,LR,0,1077.5268769164,8,5
17103,48,23,1-48-2020-023-09,9,1,LF,9,252.451611304084,12,5
17103,48,23,1-48-2020-023-09,9,1,RF,9,252.451611304084,12,5
17103,48,23,1-48-2020-023-09,9,1,LR,9,252.451611304084,12,5
17103,48,23,1-48-2020-023-09,9,1,RR,9,252.451611304084,12,5
17105,59,12,1-59-2020-012-08,8,1,LF,0,55.4706193186649,6,5
17105,59,12,1-59-2020-012-08,8,1,RF,8,55.4706193186649,6,5
17105,59,12,1-59-2020-012-08,8,1,LR,0,55.4706193186649,6,5
17105,59,12,1-59-2020-012-08,8,1,RR,8,55.4706193186649,6,5
17108,32,49,1-32-2020-049-06,6,2,RF,0,464.313033956521,7,5
17108,32,49,1-32-2020-049-06,6,2,LR,0,464.313033956521,7,5
17108,32,49,1-32-2020-049-06,6,2,RR,0,464.313033956521,7,5
17108,32,49,1-32-2020-049-06,6,2,LF,0,464.313033956521,7,5
17111,25,31,1-25-2020-031-09,9,1,LF,0,354.333990485709,2,5
17111,25,31,1-25-2020-031-09,9,1,RF,0,354.333990485709,2,5
17111,25,31,1-25-2020-031-09,9,1,LR,0,354.333990485709,2,5
17111,25,31,1-25-2020-031-09,9,1,RR,0,354.333990485709,2,5
17120,31,26,1-31-2020-026-04,4,2,LR,7,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,1,RF,0,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,1,RR,0,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,1,LR,9,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,2,LF,9,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,2,RF,9,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,2,RR,0,1128.16840695449,6,5
17120,31,26,1-31-2020-026-04,4,1,LF,9,1128.16840695449,6,5
17123,21,37,1-21-2020-037-01,1,1,RR,0,14.72020628624,11,5
17123,21,37,1-21-2020-037-01,1,1,RF,7,14.72020628624,11,5
17123,21,37,1-21-2020-037-01,1,1,LF,7,14.72020628624,11,5
17123,21,37,1-21-2020-037-01,1,1,LR,0,14.72020628624,11,5
17125,19,46,1-19-2020-046-06,6,1,LR,0,135.8994002452,9,5
17125,19,46,1-19-2020-046-06,6,1,RF,0,135.8994002452,9,5
17125,19,46,1-19-2020-046-06,6,1,RR,0,135.8994002452,9,5
17125,19,46,1-19-2020-046-06,6,1,LF,7,135.8994002452,9,5
17125,19,46,1-19-2020-046-06,6,1,LF,8,135.8994002452,9,5
17126,19,47,1-19-2020-047-02,2,1,RR,9,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,1,LF,9,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,2,LR,7,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,2,RR,9,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,1,RF,9,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,1,LR,0,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,2,LF,7,44.8387754761066,9,5
17126,19,47,1-19-2020-047-02,2,2,RF,9,44.8387754761066,9,5
17143,30,33,1-30-2020-033-03,3,2,LR,0,191.426006758999,10,5
17143,30,33,1-30-2020-033-03,3,2,RR,0,191.426006758999,10,5
17143,30,33,1-30-2020-033-03,3,1,LF,9,191.426006758999,10,5
17143,30,33,1-30-2020-033-03,3,1,RF,0,191.426006758999,10,5
17629,17,70,1-17-2020-070-03,3,1,LR,0,471.696456963167,4,5
17629,17,70,1-17-2020-070-03,3,3,RF,0,471.696456963167,4,5
17629,17,70,1-17-2020-070-03,3,2,RF,0,471.696456963167,4,5
17629,17,70,1-17-2020-070-03,3,2,LR,0,471.696456963167,4,5
17629,17,70,1-17-2020-070-03,3,2,RR,0,471.696456963167,4,5
17641,16,53,1-16-2020-053-04,4,2,LF,0,529.533183936565,5,5
17641,16,53,1-16-2020-053-04,4,2,LR,0,529.533183936565,5,5
17641,16,53,1-16-2020-053-04,4,2,RR,0,529.533183936565,5,5
17641,16,53,1-16-2020-053-04,4,2,RF,0,529.533183936565,5,5
17644,48,36,1-48-2020-036-10,10,1,RF,0,1371.00910126725,12,5
17644,48,36,1-48-2020-036-10,10,1,LR,0,1371.00910126725,12,5
17644,48,36,1-48-2020-036-10,10,1,RR,0,1371.00910126725,12,5
17644,48,36,1-48-2020-036-10,10,1,LF,0,1371.00910126725,12,5
17646,28,36,1-28-2020-036-09,9,1,LF,0,83.3211007068016,3,5
17646,28,36,1-28-2020-036-09,9,1,RF,0,83.3211007068016,3,5
17646,28,36,1-28-2020-036-09,9,1,LR,0,83.3211007068016,3,5
17646,28,36,1-28-2020-036-09,9,1,RR,8,83.3211007068016,3,5
17647,28,37,1-28-2020-037-04,4,1,LF,0,49.10408180968,3,5
17647,28,37,1-28-2020-037-04,4,1,RR,0,49.10408180968,3,5
17647,28,37,1-28-2020-037-04,4,1,RF,0,49.10408180968,3,5
17647,28,37,1-28-2020-037-04,4,1,LR,0,49.10408180968,3,5
17649,32,72,1-32-2020-072-05,5,1,LF,7,70.6422544248843,7,5
17649,32,72,1-32-2020-072-05,5,1,LF,3,70.6422544248843,7,5
17649,32,72,1-32-2020-072-05,5,1,LR,0,70.6422544248843,7,5
17649,32,72,1-32-2020-072-05,5,1,RR,0,70.6422544248843,7,5
17649,32,72,1-32-2020-072-05,5,1,RF,0,70.6422544248843,7,5
17652,59,23,1-59-2020-023-01,1,1,LR,0,63.6806733509579,6,5
17652,59,23,1-59-2020-023-01,1,1,RF,0,63.6806733509579,6,5
17652,59,23,1-59-2020-023-01,1,1,RR,0,63.6806733509579,6,5
17652,59,23,1-59-2020-023-01,1,1,LF,0,63.6806733509579,6,5
17661,13,50,1-13-2020-050-05,5,1,RR,0,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,1,RF,0,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,2,LF,0,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,2,LR,0,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,2,RR,0,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,2,RF,0,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,1,LF,7,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,1,LF,4,47.8004580380807,7,5
17661,13,50,1-13-2020-050-05,5,1,LR,0,47.8004580380807,7,5
17664,21,60,1-21-2020-060-01,1,2,LF,7,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,2,LF,8,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,2,RR,0,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,1,LF,7,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,1,LR,0,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,1,RF,7,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,1,RR,7,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,2,LR,7,19.4391663287286,11,5
17664,21,60,1-21-2020-060-01,1,2,RF,7,19.4391663287286,11,5
17669,26,76,1-26-2020-076-07,7,1,RR,0,1596.73227686307,10,5
17669,26,76,1-26-2020-076-07,7,1,RF,7,1596.73227686307,10,5
17669,26,76,1-26-2020-076-07,7,1,LF,0,1596.73227686307,10,5
17669,26,76,1-26-2020-076-07,7,1,LR,0,1596.73227686307,10,5
16527,16,18,1-16-2020-018-05,5,2,RF,0,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,1,LR,0,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,2,LF,7,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,2,LF,5,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,2,LF,4,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,2,LR,0,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,2,RR,0,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,1,LF,7,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,1,LF,5,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,1,LF,4,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,1,RF,0,35.4386290025044,5,5
16527,16,18,1-16-2020-018-05,5,1,RR,0,35.4386290025044,5,5
16539,32,22,1-32-2020-022-05,5,2,LF,7,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,2,LR,0,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,2,RF,0,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,1,LF,0,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,1,LR,7,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,1,RR,0,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,2,RR,7,143.917371567927,7,5
16539,32,22,1-32-2020-022-05,5,1,RF,0,143.917371567927,7,5
16542,32,25,1-32-2020-025-02,2,1,LF,0,54.1204482832238,7,5
16542,32,25,1-32-2020-025-02,2,1,LR,0,54.1204482832238,7,5
19327,11,77,1-11-2020-077-10,10,1,LF,0,13198.4026985922,8,5
19327,11,77,1-11-2020-077-10,10,1,LR,7,13198.4026985922,8,5
19327,11,77,1-11-2020-077-10,10,1,RR,7,13198.4026985922,8,5
19330,52,156,1-52-2020-156-09,9,1,LF,0,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,1,RR,0,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,2,LF,0,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,2,RF,8,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,1,RF,0,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,1,LR,0,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,2,LR,0,266.953914490529,12,5
19330,52,156,1-52-2020-156-09,9,2,RR,0,266.953914490529,12,5
19332,28,78,1-28-2020-078-03,3,1,LF,0,55.8078806370872,3,5
19332,28,78,1-28-2020-078-03,3,1,LR,0,55.8078806370872,3,5
19332,28,78,1-28-2020-078-03,3,1,RR,0,55.8078806370872,3,5
19332,28,78,1-28-2020-078-03,3,1,RF,0,55.8078806370872,3,5
19333,76,75,1-76-2020-075-09,9,1,RR,0,20.3205194306157,3,5
19333,76,75,1-76-2020-075-09,9,1,LR,0,20.3205194306157,3,5
19333,76,75,1-76-2020-075-09,9,1,RF,0,20.3205194306157,3,5
19333,76,75,1-76-2020-075-09,9,1,LF,0,20.3205194306157,3,5
19335,10,152,1-10-2020-152-03,3,1,LF,0,168.380443692982,4,5
19335,10,152,1-10-2020-152-03,3,1,RF,7,168.380443692982,4,5
19335,10,152,1-10-2020-152-03,3,1,RF,3,168.380443692982,4,5
19335,10,152,1-10-2020-152-03,3,1,LR,0,168.380443692982,4,5
19335,10,152,1-10-2020-152-03,3,1,RR,0,168.380443692982,4,5
19338,32,151,1-32-2020-151-06,6,1,RR,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,2,RF,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,1,LF,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,1,LR,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,1,RF,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,2,LF,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,2,LR,0,1046.52347921045,7,5
19338,32,151,1-32-2020-151-06,6,2,RR,0,1046.52347921045,7,5
19347,31,67,1-31-2020-067-07,7,1,LR,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,2,LF,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,2,RF,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,2,RR,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,2,LR,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,1,LF,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,1,RF,0,360.195290121757,6,5
19347,31,67,1-31-2020-067-07,7,1,RR,0,360.195290121757,6,5
19350,26,141,1-26-2020-141-02,2,1,LF,7,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,1,LF,5,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,1,RF,0,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,2,LF,0,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,2,LR,0,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,2,RR,0,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,2,RF,0,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,1,LR,7,26.0307470955837,10,5
19350,26,141,1-26-2020-141-02,2,1,RR,0,26.0307470955837,10,5
19352,26,143,1-26-2020-143-09,9,1,LF,0,2422.7436468813,10,5
19352,26,143,1-26-2020-143-09,9,1,LR,0,2422.7436468813,10,5
19352,26,143,1-26-2020-143-09,9,1,RR,7,2422.7436468813,10,5
19352,26,143,1-26-2020-143-09,9,1,RF,5,2422.7436468813,10,5
19353,26,144,1-26-2020-144-02,2,1,RF,9,26.0307470955837,10,5
19353,26,144,1-26-2020-144-02,2,1,LR,9,26.0307470955837,10,5
19353,26,144,1-26-2020-144-02,2,1,RR,9,26.0307470955837,10,5
19353,26,144,1-26-2020-144-02,2,1,LF,9,26.0307470955837,10,5
19355,27,75,1-27-2020-075-07,7,1,RF,2,262.326730778818,3,5
19355,27,75,1-27-2020-075-07,7,1,LF,0,262.326730778818,3,5
19355,27,75,1-27-2020-075-07,7,1,LR,0,262.326730778818,3,5
19355,27,75,1-27-2020-075-07,7,1,RR,0,262.326730778818,3,5
19358,19,148,1-19-2020-148-04,4,2,RF,0,1455.42332755143,9,5
19358,19,148,1-19-2020-148-04,4,2,LF,0,1455.42332755143,9,5
19358,19,148,1-19-2020-148-04,4,2,LR,0,1455.42332755143,9,5
19358,19,148,1-19-2020-148-04,4,2,RR,0,1455.42332755143,9,5
19370,29,147,1-29-2020-147-03,3,2,RR,0,33.3377567183391,2,5
19687,66,79,1-66-2020-079-08,8,1,RR,8,142.597655844669,6,5
19687,66,79,1-66-2020-079-08,8,1,LR,8,142.597655844669,6,5
19687,66,79,1-66-2020-079-08,8,1,LF,7,142.597655844669,6,5
19690,22,120,1-22-2020-120-04,4,2,LF,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,2,RF,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,2,LR,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,2,RR,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,1,RF,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,1,RR,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,1,LR,0,85.0328808003173,12,5
19690,22,120,1-22-2020-120-04,4,1,LF,0,85.0328808003173,12,5
19702,26,153,1-26-2020-153-04,4,2,LF,0,4435.41926341402,10,5
19702,26,153,1-26-2020-153-04,4,2,RF,0,4435.41926341402,10,5
19702,26,153,1-26-2020-153-04,4,2,RR,0,4435.41926341402,10,5
19702,26,153,1-26-2020-153-04,4,2,LR,0,4435.41926341402,10,5
19710,18,81,1-18-2020-081-07,7,1,RR,0,916.227140993012,6,5
19710,18,81,1-18-2020-081-07,7,1,LF,5,916.227140993012,6,5
19710,18,81,1-18-2020-081-07,7,1,LR,5,916.227140993012,6,5
19710,18,81,1-18-2020-081-07,7,1,RF,0,916.227140993012,6,5
19722,12,90,1-12-2020-090-10,10,1,RF,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,2,LR,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,2,RR,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,1,LF,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,2,LF,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,1,LR,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,1,RR,0,451.000464950864,9,5
19722,12,90,1-12-2020-090-10,10,2,RF,0,451.000464950864,9,5
19725,77,98,1-77-2020-098-03,3,1,LF,0,698.788124649601,9,5
19725,77,98,1-77-2020-098-03,3,1,LR,0,698.788124649601,9,5
19725,77,98,1-77-2020-098-03,3,1,RF,7,698.788124649601,9,5
19725,77,98,1-77-2020-098-03,3,1,RR,0,698.788124649601,9,5
19733,77,99,1-77-2020-099-02,2,1,LF,7,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,1,LF,5,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,3,LR,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,2,LR,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,2,RR,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,3,LF,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,3,RF,7,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,3,RR,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,2,LF,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,2,RF,7,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,2,RF,5,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,1,LR,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,1,RR,0,144.821684745928,9,5
19733,77,99,1-77-2020-099-02,2,1,RF,0,144.821684745928,9,5
19742,11,87,1-11-2020-087-06,6,2,LR,0,3463.41517400235,8,5
19742,11,87,1-11-2020-087-06,6,2,RF,0,3463.41517400235,8,5
19742,11,87,1-11-2020-087-06,6,2,RR,0,3463.41517400235,8,5
19742,11,87,1-11-2020-087-06,6,2,LF,0,3463.41517400235,8,5
19745,24,172,1-24-2020-172-09,9,3,LR,0,878.443799037631,1,5
19745,24,172,1-24-2020-172-09,9,3,RR,0,878.443799037631,1,5
19745,24,172,1-24-2020-172-09,9,3,LF,0,878.443799037631,1,5
19745,24,172,1-24-2020-172-09,9,3,RF,0,878.443799037631,1,5
19747,24,174,1-24-2020-174-04,4,1,RF,0,670.422587650458,1,5
19747,24,174,1-24-2020-174-04,4,1,LR,0,670.422587650458,1,5
19747,24,174,1-24-2020-174-04,4,1,LF,0,670.422587650458,1,5
19747,24,174,1-24-2020-174-04,4,1,RR,0,670.422587650458,1,5
19748,48,69,1-48-2020-069-06,6,1,LF,0,137.372308923584,12,5
19748,48,69,1-48-2020-069-06,6,1,LR,0,137.372308923584,12,5
19748,48,69,1-48-2020-069-06,6,1,RR,0,137.372308923584,12,5
19748,48,69,1-48-2020-069-06,6,1,RF,4,137.372308923584,12,5
19750,12,91,1-12-2020-091-03,3,2,LR,0,437.82652861971,9,5
19750,12,91,1-12-2020-091-03,3,2,LF,0,437.82652861971,9,5
19750,12,91,1-12-2020-091-03,3,2,RR,0,437.82652861971,9,5
19750,12,91,1-12-2020-091-03,3,2,RF,0,437.82652861971,9,5
19753,52,177,1-52-2020-177-06,6,1,LF,0,217.703499651516,12,5
20082,32,185,1-32-2020-185-02,2,1,RR,8,68.1860582344694,7,5
20082,32,185,1-32-2020-185-02,2,1,RF,0,68.1860582344694,7,5
20082,32,185,1-32-2020-185-02,2,1,LF,7,68.1860582344694,7,5
20085,23,68,1-23-2020-068-05,5,1,RF,9,135.379418072287,5,5
20085,23,68,1-23-2020-068-05,5,1,LR,9,135.379418072287,5,5
20085,23,68,1-23-2020-068-05,5,1,RR,9,135.379418072287,5,5
20085,23,68,1-23-2020-068-05,5,1,LF,9,135.379418072287,5,5
20097,26,172,1-26-2020-172-03,3,2,LF,5,918.882757168066,10,5
20097,26,172,1-26-2020-172-03,3,2,LF,7,918.882757168066,10,5
20097,26,172,1-26-2020-172-03,3,2,RF,0,918.882757168066,10,5
20097,26,172,1-26-2020-172-03,3,2,LR,0,918.882757168066,10,5
20097,26,172,1-26-2020-172-03,3,2,RR,0,918.882757168066,10,5
20100,19,180,1-19-2020-180-09,9,1,RR,0,638.989211348547,9,5
20100,19,180,1-19-2020-180-09,9,1,LF,7,638.989211348547,9,5
20100,19,180,1-19-2020-180-09,9,1,RF,0,638.989211348547,9,5
20100,19,180,1-19-2020-180-09,9,1,LR,0,638.989211348547,9,5
20102,19,182,1-19-2020-182-05,5,2,LR,0,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,2,RF,5,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,2,RR,0,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,1,LF,0,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,1,RF,5,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,1,RF,7,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,1,LR,0,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,1,RR,0,61.4181527827887,9,5
20102,19,182,1-19-2020-182-05,5,2,LF,0,61.4181527827887,9,5
20103,19,183,1-19-2020-183-03,3,1,LF,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,2,RF,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,2,RR,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,2,LR,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,2,LF,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,1,RF,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,1,RR,0,114.388673113787,9,5
20103,19,183,1-19-2020-183-03,3,1,LR,0,114.388673113787,9,5
20105,27,95,1-27-2020-095-09,9,1,LF,0,184.489730002741,3,5
20105,27,95,1-27-2020-095-09,9,1,LR,0,184.489730002741,3,5
20105,27,95,1-27-2020-095-09,9,1,RR,0,184.489730002741,3,5
20105,27,95,1-27-2020-095-09,9,1,RF,5,184.489730002741,3,5
20117,21,158,1-21-2020-158-03,3,1,RF,5,358.843548355022,11,5
20117,21,158,1-21-2020-158-03,3,1,LR,0,358.843548355022,11,5
20117,21,158,1-21-2020-158-03,3,1,RR,8,358.843548355022,11,5
20117,21,158,1-21-2020-158-03,3,1,RR,5,358.843548355022,11,5
20117,21,158,1-21-2020-158-03,3,1,LF,0,358.843548355022,11,5
20122,29,175,1-29-2020-175-07,7,2,LF,0,142.657221358082,2,5
20122,29,175,1-29-2020-175-07,7,2,LR,0,142.657221358082,2,5
20122,29,175,1-29-2020-175-07,7,2,RF,0,142.657221358082,2,5
20122,29,175,1-29-2020-175-07,7,2,RR,0,142.657221358082,2,5
20123,17,125,1-17-2020-125-04,4,1,LF,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,1,LR,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,1,RR,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,1,RF,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,2,LF,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,2,RF,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,2,RR,0,290.314155630878,4,5
20123,17,125,1-17-2020-125-04,4,2,LR,0,290.314155630878,4,5
20125,14,93,1-14-2020-093-03,3,1,LR,0,1343.33949363778,8,5
20125,14,93,1-14-2020-093-03,3,1,RR,0,1343.33949363778,8,5
20125,14,93,1-14-2020-093-03,3,1,RF,0,1343.33949363778,8,5
20125,14,93,1-14-2020-093-03,3,1,LF,0,1343.33949363778,8,5
20128,30,165,1-30-2020-165-03,3,1,LF,0,471.541487598739,10,5
20128,30,165,1-30-2020-165-03,3,1,RF,9,471.541487598739,10,5
20128,30,165,1-30-2020-165-03,3,1,LR,0,471.541487598739,10,5
20128,30,165,1-30-2020-165-03,3,1,RR,0,471.541487598739,10,5
20137,77,109,1-77-2020-109-07,7,1,RR,0,298.89886090945,9,5
20137,77,109,1-77-2020-109-07,7,1,LF,0,298.89886090945,9,5
20137,77,109,1-77-2020-109-07,7,1,LR,0,298.89886090945,9,5
20137,77,109,1-77-2020-109-07,7,1,RF,0,298.89886090945,9,5
16773,13,19,1-13-2020-019-02,2,3,LF,0,53.0952378626707,7,5
16773,13,19,1-13-2020-019-02,2,3,RF,0,53.0952378626707,7,5
16773,13,19,1-13-2020-019-02,2,3,RR,0,53.0952378626707,7,5
16773,13,19,1-13-2020-019-02,2,3,LR,0,53.0952378626707,7,5
16776,26,36,1-26-2020-036-06,6,1,LF,7,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,1,LR,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,4,RF,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,2,LR,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,2,RR,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,2,RF,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,4,LF,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,4,LR,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,4,RR,0,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,1,RR,7,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,1,RR,2,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,1,RR,5,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,1,RR,1,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,1,RF,7,423.732985950728,10,5
16776,26,36,1-26-2020-036-06,6,2,LF,0,423.732985950728,10,5
16287,31,6,1-31-2020-006-04,4,1,LR,0,237.357218467692,6,5
16287,31,6,1-31-2020-006-04,4,1,RR,0,237.357218467692,6,5
