CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
19057,17,101,1-17-2020-101-09,9,1,RF,7,771.300610328866,4,5
19057,17,101,1-17-2020-101-09,9,1,LR,0,771.300610328866,4,5
18370,20,50,1-20-2020-050-02,2,2,LF,9,125.126985822687,11,5
18370,20,50,1-20-2020-050-02,2,2,RF,9,125.126985822687,11,5
18370,20,50,1-20-2020-050-02,2,2,LR,0,125.126985822687,11,5
18370,20,50,1-20-2020-050-02,2,2,RR,0,125.126985822687,11,5
19074,28,71,1-28-2020-071-04,4,1,LF,0,72.6463606332791,3,5
19074,28,71,1-28-2020-071-04,4,1,RR,0,72.6463606332791,3,5
19074,28,71,1-28-2020-071-04,4,1,RF,0,72.6463606332791,3,5
19117,22,100,1-22-2020-100-06,6,2,LR,0,99.3103280065071,12,5
19117,22,100,1-22-2020-100-06,6,2,RR,0,99.3103280065071,12,5
19117,22,100,1-22-2020-100-06,6,2,RF,0,99.3103280065071,12,5
18788,30,110,1-30-2020-110-06,6,1,LF,9,295.425399299635,10,5
18788,30,110,1-30-2020-110-06,6,1,LR,9,295.425399299635,10,5
18788,30,110,1-30-2020-110-06,6,1,RF,9,295.425399299635,10,5
18788,30,110,1-30-2020-110-06,6,1,RR,9,295.425399299635,10,5
18725,24,119,1-24-2020-119-03,3,1,LF,0,307.293879578215,1,5
18725,24,119,1-24-2020-119-03,3,1,RF,9,307.293879578215,1,5
18725,24,119,1-24-2020-119-03,3,1,RR,0,307.293879578215,1,5
18725,24,119,1-24-2020-119-03,3,1,LR,0,307.293879578215,1,5
19160,32,140,1-32-2020-140-08,8,1,LF,0,860.556223328622,7,5
19160,32,140,1-32-2020-140-08,8,1,LR,0,860.556223328622,7,5
19160,32,140,1-32-2020-140-08,8,1,RF,0,860.556223328622,7,5
19137,48,55,1-48-2020-055-07,7,1,LF,0,585.148840156735,12,5
19137,48,55,1-48-2020-055-07,7,1,LR,0,585.148840156735,12,5
18545,22,79,1-22-2020-079-03,3,1,LR,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,2,RR,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,2,LF,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,2,LR,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,2,RF,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,1,LF,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,1,RR,0,29.7873290476109,12,5
18545,22,79,1-22-2020-079-03,3,1,RF,0,29.7873290476109,12,5
18557,77,71,1-77-2020-071-04,4,1,RR,0,930.858120361197,9,5
18557,77,71,1-77-2020-071-04,4,1,LF,0,930.858120361197,9,5
18557,77,71,1-77-2020-071-04,4,1,LR,0,930.858120361197,9,5
18557,77,71,1-77-2020-071-04,4,1,RF,0,930.858120361197,9,5
18560,10,115,1-10-2020-115-08,8,2,RR,9,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,1,LR,0,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,2,LF,9,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,2,RF,9,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,2,LR,9,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,1,LF,0,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,1,RF,0,101.900741828771,4,5
18560,10,115,1-10-2020-115-08,8,1,RR,0,101.900741828771,4,5
18563,14,56,1-14-2020-056-02,2,2,RR,0,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,2,RF,0,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,1,LF,8,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,1,LR,0,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,1,RR,0,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,1,RF,0,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,2,LF,0,185.969882760661,8,5
18563,14,56,1-14-2020-056-02,2,2,LR,0,185.969882760661,8,5
18565,14,57,1-14-2020-057-03,3,1,RF,5,740.28672406158,8,5
18565,14,57,1-14-2020-057-03,3,1,RF,4,740.28672406158,8,5
18565,14,57,1-14-2020-057-03,3,1,LF,0,740.28672406158,8,5
18565,14,57,1-14-2020-057-03,3,1,LR,0,740.28672406158,8,5
18565,14,57,1-14-2020-057-03,3,1,RR,5,740.28672406158,8,5
18577,16,88,1-16-2020-088-02,2,1,LF,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,2,RR,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,2,LR,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,1,RF,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,1,RR,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,1,LR,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,2,LF,0,13.95589296837,5,5
18577,16,88,1-16-2020-088-02,2,2,RF,0,13.95589296837,5,5
18580,16,91,1-16-2020-091-05,5,2,LF,0,25.0628539261361,5,5
18580,16,91,1-16-2020-091-05,5,2,RF,0,25.0628539261361,5,5
18580,16,91,1-16-2020-091-05,5,2,LR,0,25.0628539261361,5,5
18580,16,91,1-16-2020-091-05,5,2,RR,0,25.0628539261361,5,5
18583,28,58,1-28-2020-058-04,4,1,LR,8,39.8903892141358,3,5
18583,28,58,1-28-2020-058-04,4,1,RF,0,39.8903892141358,3,5
18583,28,58,1-28-2020-058-04,4,1,LF,7,39.8903892141358,3,5
18583,28,58,1-28-2020-058-04,4,1,RR,0,39.8903892141358,3,5
18585,66,52,1-66-2020-052-07,7,1,LF,0,324.985405744638,6,5
18585,66,52,1-66-2020-052-07,7,1,RR,0,324.985405744638,6,5
18585,66,52,1-66-2020-052-07,7,1,RF,5,324.985405744638,6,5
18585,66,52,1-66-2020-052-07,7,1,LR,0,324.985405744638,6,5
18588,32,111,1-32-2020-111-04,4,1,LR,0,2304.19999610806,7,5
18588,32,111,1-32-2020-111-04,4,1,RR,0,2304.19999610806,7,5
18588,32,111,1-32-2020-111-04,4,1,RF,0,2304.19999610806,7,5
18588,32,111,1-32-2020-111-04,4,1,LF,0,2304.19999610806,7,5
18600,18,54,1-18-2020-054-04,4,1,LF,0,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,1,LR,0,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,1,RR,7,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,1,RF,0,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,2,LF,0,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,2,LR,0,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,2,RR,0,701.753991029461,6,5
18600,18,54,1-18-2020-054-04,4,2,RF,0,701.753991029461,6,5
18603,19,113,1-19-2020-113-07,7,1,RF,0,235.124843680407,9,5
18665,13,79,1-13-2020-079-03,3,2,LR,0,890.667297493809,7,5
18665,13,79,1-13-2020-079-03,3,2,RR,0,890.667297493809,7,5
18665,13,79,1-13-2020-079-03,3,2,RF,0,890.667297493809,7,5
18665,13,79,1-13-2020-079-03,3,1,LF,0,890.667297493809,7,5
18665,13,79,1-13-2020-079-03,3,1,RR,0,890.667297493809,7,5
18666,59,43,1-59-2020-043-02,2,1,RR,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,1,LR,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,2,LF,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,2,RF,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,2,RR,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,2,LR,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,1,LF,0,101.191663754303,6,5
18666,59,43,1-59-2020-043-02,2,1,RF,0,101.191663754303,6,5
18668,66,53,1-66-2020-053-08,8,1,RF,0,122.126347695842,6,5
18668,66,53,1-66-2020-053-08,8,1,LF,5,122.126347695842,6,5
18668,66,53,1-66-2020-053-08,8,1,RR,0,122.126347695842,6,5
18668,66,53,1-66-2020-053-08,8,1,LR,0,122.126347695842,6,5
18671,32,115,1-32-2020-115-03,3,1,LF,0,791.155456567078,7,5
18671,32,115,1-32-2020-115-03,3,1,LR,0,791.155456567078,7,5
18671,32,115,1-32-2020-115-03,3,1,RF,0,791.155456567078,7,5
18671,32,115,1-32-2020-115-03,3,1,RR,0,791.155456567078,7,5
18683,76,60,1-76-2020-060-08,8,1,LF,0,36.2960983822023,3,5
18683,76,60,1-76-2020-060-08,8,1,RR,0,36.2960983822023,3,5
18683,76,60,1-76-2020-060-08,8,1,RF,0,36.2960983822023,3,5
18683,76,60,1-76-2020-060-08,8,1,LR,0,36.2960983822023,3,5
18688,18,56,1-18-2020-056-06,6,1,LR,0,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,2,LF,0,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,2,RF,0,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,2,RR,0,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,1,LF,0,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,1,RR,0,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,1,RF,7,149.39443002057,6,5
18688,18,56,1-18-2020-056-06,6,2,LR,0,149.39443002057,6,5
18691,27,62,1-27-2020-062-04,4,1,RF,0,287.189495404632,3,5
18691,27,62,1-27-2020-062-04,4,1,LF,5,287.189495404632,3,5
18691,27,62,1-27-2020-062-04,4,1,RR,0,287.189495404632,3,5
18691,27,62,1-27-2020-062-04,4,1,LR,0,287.189495404632,3,5
18703,21,102,1-21-2020-102-02,2,1,RR,9,42.3769951614415,11,5
18703,21,102,1-21-2020-102-02,2,1,LR,9,42.3769951614415,11,5
18703,21,102,1-21-2020-102-02,2,1,LF,9,42.3769951614415,11,5
18703,21,102,1-21-2020-102-02,2,1,RF,9,42.3769951614415,11,5
18706,73,66,1-73-2020-066-06,6,1,LR,0,76.2336917069799,3,5
18706,73,66,1-73-2020-066-06,6,1,LF,0,76.2336917069799,3,5
18706,73,66,1-73-2020-066-06,6,1,RF,0,76.2336917069799,3,5
18706,73,66,1-73-2020-066-06,6,1,RR,0,76.2336917069799,3,5
18708,30,106,1-30-2020-106-03,3,2,LR,0,359.67676360952,10,5
18708,30,106,1-30-2020-106-03,3,2,LF,0,359.67676360952,10,5
18708,30,106,1-30-2020-106-03,3,2,RF,0,359.67676360952,10,5
18708,30,106,1-30-2020-106-03,3,2,RR,0,359.67676360952,10,5
18711,10,121,1-10-2020-121-08,8,1,RF,3,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,2,LF,2,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,2,LF,4,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,2,LR,0,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,2,RR,0,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,2,RF,3,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,1,LF,0,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,1,LR,0,125.084190758006,4,5
18711,10,121,1-10-2020-121-08,8,1,RR,0,125.084190758006,4,5
18723,24,117,1-24-2020-117-03,3,2,RR,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,1,LF,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,1,RF,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,1,LR,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,1,RR,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,2,LF,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,2,RF,0,307.293879578215,1,5
18723,24,117,1-24-2020-117-03,3,2,LR,0,307.293879578215,1,5
15981,10,1,1-10-2020-001-09,9,1,RF,0,508.729696392121,4,5
15981,10,1,1-10-2020-001-09,9,2,LF,0,508.729696392121,4,5
15981,10,1,1-10-2020-001-09,9,2,LR,0,508.729696392121,4,5
15981,10,1,1-10-2020-001-09,9,2,RF,0,508.729696392121,4,5
15981,10,1,1-10-2020-001-09,9,2,RR,0,508.729696392121,4,5
15983,18,1,1-18-2020-001-04,4,1,LF,0,278.429574257875,6,5
15983,18,1,1-18-2020-001-04,4,1,LR,0,278.429574257875,6,5
15983,18,1,1-18-2020-001-04,4,1,RR,0,278.429574257875,6,5
15983,18,1,1-18-2020-001-04,4,1,RF,0,278.429574257875,6,5
15986,17,1,1-17-2020-001-02,2,1,LF,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,1,RF,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,1,RR,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,1,LR,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,2,LF,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,2,RF,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,2,RR,0,119.444253944114,4,5
15986,17,1,1-17-2020-001-02,2,2,LR,0,119.444253944114,4,5
16001,26,2,1-26-2020-002-03,3,1,LF,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,1,LR,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,1,RR,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,1,RF,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,2,LF,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,2,LR,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,2,RR,0,64.9627567568958,10,5
16001,26,2,1-26-2020-002-03,3,2,RF,0,64.9627567568958,10,5
16024,24,2,1-24-2020-002-09,9,1,LF,0,2710.56521192753,1,5
16024,24,2,1-24-2020-002-09,9,1,LR,0,2710.56521192753,1,5
16024,24,2,1-24-2020-002-09,9,1,RR,0,2710.56521192753,1,5
16024,24,2,1-24-2020-002-09,9,1,RF,0,2710.56521192753,1,5
16038,16,1,1-16-2020-001-09,9,2,LF,0,2592.56743781621,5,5
16038,16,1,1-16-2020-001-09,9,2,LR,0,2592.56743781621,5,5
16038,16,1,1-16-2020-001-09,9,2,RR,0,2592.56743781621,5,5
16038,16,1,1-16-2020-001-09,9,2,RF,0,2592.56743781621,5,5
16043,76,1,1-76-2020-001-02,2,1,LF,0,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,2,LF,0,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,2,RF,9,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,1,RF,0,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,1,LR,7,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,1,RR,0,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,2,LR,0,15.5195165531956,3,5
16043,76,1,1-76-2020-001-02,2,2,RR,0,15.5195165531956,3,5
16046,27,1,1-27-2020-001-08,8,1,LR,0,106.151535749743,3,5
16046,27,1,1-27-2020-001-08,8,1,RR,0,106.151535749743,3,5
16046,27,1,1-27-2020-001-08,8,1,LF,0,106.151535749743,3,5
16046,27,1,1-27-2020-001-08,8,1,RF,0,106.151535749743,3,5
16061,15,1,1-15-2020-001-04,4,1,LF,0,90.4349871217542,1,5
16061,15,1,1-15-2020-001-04,4,1,RF,0,90.4349871217542,1,5
16061,15,1,1-15-2020-001-04,4,1,LR,0,90.4349871217542,1,5
16061,15,1,1-15-2020-001-04,4,1,RR,0,90.4349871217542,1,5
16069,22,3,1-22-2020-003-06,6,1,LF,0,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,1,LR,0,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,1,RF,7,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,1,RF,4,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,1,RR,0,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,2,LF,0,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,2,LR,0,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,2,RR,0,113.091614705108,12,5
16069,22,3,1-22-2020-003-06,6,2,RF,0,113.091614705108,12,5
16086,77,5,1-77-2020-005-02,2,1,LF,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,1,RF,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,1,LR,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,1,RR,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,2,LF,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,2,RF,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,2,LR,0,109.994664150683,9,5
16086,77,5,1-77-2020-005-02,2,2,RR,0,109.994664150683,9,5
16101,73,2,1-73-2020-002-07,7,1,LF,0,1635.64296130286,3,5
16101,73,2,1-73-2020-002-07,7,1,RF,0,1635.64296130286,3,5
16101,73,2,1-73-2020-002-07,7,1,LR,5,1635.64296130286,3,5
16101,73,2,1-73-2020-002-07,7,1,RR,0,1635.64296130286,3,5
16109,19,4,1-19-2020-004-10,10,1,RF,7,1956.39972509839,9,5
16109,19,4,1-19-2020-004-10,10,1,LR,0,1956.39972509839,9,5
16109,19,4,1-19-2020-004-10,10,1,RR,0,1956.39972509839,9,5
16109,19,4,1-19-2020-004-10,10,1,LF,0,1956.39972509839,9,5
16112,13,4,1-13-2020-004-06,6,1,LF,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,1,RF,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,1,RR,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,1,LR,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,2,LR,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,2,LF,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,2,RF,0,1410.18739277387,7,5
16112,13,4,1-13-2020-004-06,6,2,RR,0,1410.18739277387,7,5
16124,18,3,1-18-2020-003-10,10,2,LF,0,2610.34417757333,6,5
16124,18,3,1-18-2020-003-10,10,2,LR,0,2610.34417757333,6,5
16124,18,3,1-18-2020-003-10,10,2,RR,0,2610.34417757333,6,5
16124,18,3,1-18-2020-003-10,10,2,RF,0,2610.34417757333,6,5
16126,21,4,1-21-2020-004-06,6,1,LF,0,244.875510722123,11,5
16126,21,4,1-21-2020-004-06,6,1,LR,0,244.875510722123,11,5
16126,21,4,1-21-2020-004-06,6,1,RR,0,244.875510722123,11,5
16126,21,4,1-21-2020-004-06,6,1,RF,0,244.875510722123,11,5
16127,21,5,1-21-2020-005-09,9,1,LF,7,718.014699459711,11,5
16127,21,5,1-21-2020-005-09,9,1,LR,7,718.014699459711,11,5
16127,21,5,1-21-2020-005-09,9,1,RR,0,718.014699459711,11,5
16127,21,5,1-21-2020-005-09,9,1,RF,7,718.014699459711,11,5
16129,15,3,1-15-2020-003-04,4,1,LF,9,278.017117223325,1,5
16129,15,3,1-15-2020-003-04,4,1,RF,9,278.017117223325,1,5
16129,15,3,1-15-2020-003-04,4,1,LR,9,278.017117223325,1,5
16129,15,3,1-15-2020-003-04,4,1,RR,9,278.017117223325,1,5
16144,14,4,1-14-2020-004-04,4,1,RF,7,2927.81963521409,8,5
16144,14,4,1-14-2020-004-04,4,1,RF,5,2927.81963521409,8,5
16144,14,4,1-14-2020-004-04,4,1,RR,0,2927.81963521409,8,5
16144,14,4,1-14-2020-004-04,4,1,LR,0,2927.81963521409,8,5
16144,14,4,1-14-2020-004-04,4,1,LF,0,2927.81963521409,8,5
16147,17,7,1-17-2020-007-09,9,1,LF,0,631.210230108107,4,5
16147,17,7,1-17-2020-007-09,9,1,LR,0,631.210230108107,4,5
16147,17,7,1-17-2020-007-09,9,1,RR,0,631.210230108107,4,5
16147,17,7,1-17-2020-007-09,9,1,RF,0,631.210230108107,4,5
16149,77,6,1-77-2020-006-09,9,1,LF,8,1842.13161506159,9,5
16149,77,6,1-77-2020-006-09,9,1,RR,7,1842.13161506159,9,5
16149,77,6,1-77-2020-006-09,9,1,RF,7,1842.13161506159,9,5
16149,77,6,1-77-2020-006-09,9,1,LR,0,1842.13161506159,9,5
16152,77,9,1-77-2020-009-06,6,1,LF,0,617.620386216876,9,5
16152,77,9,1-77-2020-009-06,6,1,LR,0,617.620386216876,9,5
16152,77,9,1-77-2020-009-06,6,1,RR,0,617.620386216876,9,5
16152,77,9,1-77-2020-009-06,6,1,RF,0,617.620386216876,9,5
16164,28,4,1-28-2020-004-07,7,1,LF,0,275.644151618379,3,5
16164,28,4,1-28-2020-004-07,7,1,LR,0,275.644151618379,3,5
16164,28,4,1-28-2020-004-07,7,1,RR,7,275.644151618379,3,5
16164,28,4,1-28-2020-004-07,7,1,RF,7,275.644151618379,3,5
16164,28,4,1-28-2020-004-07,7,1,RF,8,275.644151618379,3,5
16167,52,7,1-52-2020-007-03,3,1,RF,0,46.2565207716754,12,5
16167,52,7,1-52-2020-007-03,3,1,LF,0,46.2565207716754,12,5
16167,52,7,1-52-2020-007-03,3,1,LR,0,46.2565207716754,12,5
16167,52,7,1-52-2020-007-03,3,1,RR,0,46.2565207716754,12,5
16169,19,7,1-19-2020-007-02,2,1,LF,0,44.8387754761066,9,5
16169,19,7,1-19-2020-007-02,2,1,RF,0,44.8387754761066,9,5
18726,52,128,1-52-2020-128-06,6,2,RF,0,27.1527918051895,12,5
18726,52,128,1-52-2020-128-06,6,2,LR,0,27.1527918051895,12,5
18726,52,128,1-52-2020-128-06,6,2,LF,0,27.1527918051895,12,5
18726,52,128,1-52-2020-128-06,6,2,RR,0,27.1527918051895,12,5
18728,48,49,1-48-2020-049-06,6,1,LF,7,273.395821873396,12,5
18728,48,49,1-48-2020-049-06,6,1,RF,0,273.395821873396,12,5
18728,48,49,1-48-2020-049-06,6,1,RR,0,273.395821873396,12,5
18728,48,49,1-48-2020-049-06,6,1,LR,7,273.395821873396,12,5
18728,48,49,1-48-2020-049-06,6,1,LR,4,273.395821873396,12,5
18729,23,37,1-23-2020-037-03,3,1,RR,0,584.141491334923,5,5
18729,23,37,1-23-2020-037-03,3,1,LR,0,584.141491334923,5,5
18729,23,37,1-23-2020-037-03,3,1,LF,0,584.141491334923,5,5
18729,23,37,1-23-2020-037-03,3,1,RF,0,584.141491334923,5,5
18731,16,97,1-16-2020-097-04,4,2,LF,0,1526.76869980532,5,5
18731,16,97,1-16-2020-097-04,4,2,RF,0,1526.76869980532,5,5
18731,16,97,1-16-2020-097-04,4,2,LR,0,1526.76869980532,5,5
18731,16,97,1-16-2020-097-04,4,2,RR,0,1526.76869980532,5,5
18734,73,67,1-73-2020-067-10,10,1,LF,0,980.723336220851,3,5
18734,73,67,1-73-2020-067-10,10,1,RR,0,980.723336220851,3,5
18734,73,67,1-73-2020-067-10,10,1,RF,0,980.723336220851,3,5
18734,73,67,1-73-2020-067-10,10,1,LR,0,980.723336220851,3,5
18746,13,81,1-13-2020-081-02,2,1,LF,0,75.9388352787785,7,5
18746,13,81,1-13-2020-081-02,2,1,RF,0,75.9388352787785,7,5
18746,13,81,1-13-2020-081-02,2,1,RR,0,75.9388352787785,7,5
18746,13,81,1-13-2020-081-02,2,1,LR,0,75.9388352787785,7,5
18748,32,120,1-32-2020-120-04,4,1,LF,0,2112.44218107705,7,5
18748,32,120,1-32-2020-120-04,4,1,LR,0,2112.44218107705,7,5
18748,32,120,1-32-2020-120-04,4,1,RR,0,2112.44218107705,7,5
18748,32,120,1-32-2020-120-04,4,1,RF,0,2112.44218107705,7,5
18749,32,121,1-32-2020-121-02,2,1,LF,0,30.586021537227,7,5
18749,32,121,1-32-2020-121-02,2,1,RF,0,30.586021537227,7,5
18749,32,121,1-32-2020-121-02,2,1,LR,0,30.586021537227,7,5
18749,32,121,1-32-2020-121-02,2,1,RR,0,30.586021537227,7,5
18751,66,56,1-66-2020-056-09,9,1,LR,0,347.16248860525,6,5
18751,66,56,1-66-2020-056-09,9,1,RR,0,347.16248860525,6,5
18751,66,56,1-66-2020-056-09,9,1,RF,0,347.16248860525,6,5
18751,66,56,1-66-2020-056-09,9,1,LF,0,347.16248860525,6,5
18754,31,53,1-31-2020-053-09,9,1,LF,0,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,RR,0,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,RF,7,308.337828892742,6,5
18754,31,53,1-31-2020-053-09,9,1,LR,0,308.337828892742,6,5
18766,18,58,1-18-2020-058-07,7,1,LF,0,953.247689400971,6,5
18766,18,58,1-18-2020-058-07,7,1,LR,0,953.247689400971,6,5
18766,18,58,1-18-2020-058-07,7,1,RR,0,953.247689400971,6,5
18766,18,58,1-18-2020-058-07,7,1,RF,0,953.247689400971,6,5
18769,15,80,1-15-2020-080-09,9,1,LF,0,120.179638075486,1,5
18769,15,80,1-15-2020-080-09,9,1,RF,0,120.179638075486,1,5
18769,15,80,1-15-2020-080-09,9,1,LR,0,120.179638075486,1,5
18769,15,80,1-15-2020-080-09,9,1,RR,0,120.179638075486,1,5
18786,20,60,1-20-2020-060-03,3,2,RF,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,2,LF,5,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,1,LF,9,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,1,RR,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,3,LF,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,3,RF,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,3,LR,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,3,RR,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,2,RR,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,2,LR,7,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,2,LR,5,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,1,RF,0,1231.2810756814,11,5
18786,20,60,1-20-2020-060-03,3,1,LR,0,1231.2810756814,11,5
18794,10,127,1-10-2020-127-02,2,1,RF,5,23.9883077480757,4,5
18794,10,127,1-10-2020-127-02,2,1,LF,0,23.9883077480757,4,5
18794,10,127,1-10-2020-127-02,2,1,LR,0,23.9883077480757,4,5
18794,10,127,1-10-2020-127-02,2,1,RR,0,23.9883077480757,4,5
18797,14,62,1-14-2020-062-04,4,2,LF,0,207.684599173899,8,5
17867,26,84,1-26-2020-084-02,2,2,RR,0,24.5416826327623,10,5
17867,26,84,1-26-2020-084-02,2,2,RF,0,24.5416826327623,10,5
17884,12,46,1-12-2020-046-09,9,1,LR,0,2165.14759772364,9,5
17884,12,46,1-12-2020-046-09,9,1,RF,9,2165.14759772364,9,5
17884,12,46,1-12-2020-046-09,9,1,RR,0,2165.14759772364,9,5
17844,73,42,1-73-2020-042-03,3,1,LR,7,133.326350928925,3,5
17844,73,42,1-73-2020-042-03,3,1,RR,0,133.326350928925,3,5
17824,24,79,1-24-2020-079-03,3,1,LF,0,125.026317910374,1,5
17824,24,79,1-24-2020-079-03,3,1,LR,7,125.026317910374,1,5
17824,24,79,1-24-2020-079-03,3,1,RR,7,125.026317910374,1,5
17824,24,79,1-24-2020-079-03,3,1,RF,7,125.026317910374,1,5
17741,59,25,1-59-2020-025-05,5,2,LF,0,64.8115421885776,6,5
