CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
16266,52,9,1-52-2020-009-03,3,2,887,887,289,887,887,887,887,286,887,887,59,887,129,887,887,887,887,887,10,17,129,887,887,887,887,887,46.1185560485767,12,5
16267,52,10,1-52-2020-010-04,4,1,887,887,308,887,887,887,887,310,887,887,47,887,999,999,999,887,887,887,13,15,130,887,887,887,887,887,149.628936216712,12,5
16204,29,8,1-29-2020-008-07,7,2,887,887,278,887,887,887,887,887,887,887,887,887,125,887,887,55,887,887,8,19,106,887,32,87,887,887,240.481327688699,2,5
16189,12,7,1-12-2020-007-04,4,1,887,887,263,887,887,887,887,887,887,887,887,887,153,887,887,63,887,887,14,17,117,887,29,81,887,887,353.310242789341,9,5
17795,18,35,1-18-2020-035-03,3,1,887,887,887,887,887,887,887,887,887,887,40,887,97,887,887,51,887,887,887,887,103,887,887,887,887,887,189.52723380796,6,5
17795,18,35,1-18-2020-035-03,3,2,887,887,887,887,887,887,887,887,887,887,44,887,138,887,887,887,887,887,887,887,887,887,887,887,887,887,189.52723380796,6,5
17796,18,36,1-18-2020-036-08,8,1,887,887,887,887,887,887,887,291,887,887,42,887,162,887,887,99,887,887,13,22,116,887,887,887,887,887,152.265654784022,6,5
17797,30,61,1-30-2020-061-04,4,2,887,887,270,887,887,887,887,887,887,887,887,887,117,887,887,50,887,887,11,21,99,887,35,80,887,887,394.648679647499,10,5
17798,30,62,1-30-2020-062-03,3,1,887,887,887,887,887,887,887,887,887,887,48,887,125,887,887,887,887,169,887,887,112,887,42,87,887,887,109.922749041155,10,5
17798,30,62,1-30-2020-062-03,3,2,887,887,365,887,887,887,887,365,887,887,887,58,887,887,887,887,887,887,887,887,887,887,887,887,294,210,109.922749041155,10,5
17801,20,37,1-20-2020-037-07,7,1,999,999,999,887,887,999,999,999,887,887,999,887,999,999,999,887,887,887,887,887,887,887,887,887,887,887,4202.85385398785,11,5
17802,76,42,1-76-2020-042-10,10,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,999,999,123,887,887,887,887,887,47.3046814996329,3,5
17803,76,43,1-76-2020-043-10,10,1,887,887,999,887,887,887,887,999,887,887,999,887,116,887,887,887,887,887,999,999,97,887,887,887,887,887,47.3046814996329,3,5
17804,22,53,1-22-2020-053-09,9,1,887,887,887,887,887,887,887,273,887,887,38,887,121,887,887,57,887,887,10,887,114,887,36,78,887,887,158.438481376136,12,5
17806,16,59,1-16-2020-059-08,8,1,887,887,887,887,887,887,887,887,887,887,42,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,119.007396061157,5,5
16184,73,3,1-73-2020-003-08,8,2,887,887,300,887,111,887,887,308,887,887,42,887,102,887,887,887,887,219,9,12,135,887,47,89,887,887,68.7164195358515,3,5
16269,52,12,1-52-2020-012-03,3,2,887,887,313,887,887,887,887,334,887,887,39,887,138,887,887,887,887,887,9,12,122,887,887,887,887,887,46.1185560485767,12,5
16270,23,3,1-23-2020-003-01,1,1,887,887,887,887,887,887,887,887,887,887,999,887,126,887,887,887,887,165,887,887,109,887,39,85,887,887,82.9187711280704,5,5
16271,32,9,1-32-2020-009-05,5,1,103,887,252,887,887,887,887,887,887,887,44,50,104,887,887,45,887,887,12,24,98,887,38,79,887,887,110.852467602174,7,5
16272,32,10,1-32-2020-010-06,6,1,887,887,999,887,887,887,887,887,887,887,999,887,128,887,887,65,887,887,999,887,109,887,38,78,887,887,1629.03992121204,7,5
16184,73,3,1-73-2020-003-08,8,1,887,887,283,887,887,887,887,999,887,887,887,887,128,95,87,65,887,887,9,14,109,887,38,78,887,887,68.7164195358515,3,5
16273,32,11,1-32-2020-011-02,2,1,887,887,887,887,887,887,887,887,887,887,40,40,141,887,887,887,887,220,8,10,133,887,43,92,887,887,49.9308978016946,7,5
16274,32,12,1-32-2020-012-02,2,1,887,887,239,887,887,887,887,887,887,887,40,42,110,887,887,887,887,156,10,10,107,887,40,87,887,887,41.6863174651544,7,5
16277,27,4,1-27-2020-004-04,4,1,887,887,887,887,887,887,887,280,887,887,887,887,887,887,887,887,887,887,13,18,120,887,887,887,887,887,91.1500544173635,3,5
16277,27,4,1-27-2020-004-04,4,2,887,887,887,887,887,887,887,887,887,887,44,887,123,887,887,887,887,887,887,887,887,887,887,887,887,887,91.1500544173635,3,5
17807,30,64,1-30-2020-064-06,6,2,887,887,887,887,887,887,887,887,887,887,999,887,102,887,887,887,887,219,887,887,140,887,47,88,887,887,182.19604825261,10,5
17810,10,83,1-10-2020-083-06,6,1,887,887,887,887,887,887,887,887,887,887,38,887,109,887,887,887,887,887,887,887,887,887,887,887,887,887,431.532072305516,4,5
17661,13,50,1-13-2020-050-05,5,2,887,887,887,887,887,887,887,250,887,887,999,887,147,887,887,887,887,887,999,999,999,887,887,887,887,887,47.8004580380807,7,5
17662,13,51,1-13-2020-051-07,7,1,887,887,887,887,887,887,887,887,887,887,999,887,137,887,887,52,887,887,887,887,109,887,37,77,887,887,2145.58517368818,7,5
16710,11,15,1-11-2020-015-03,3,2,887,887,368,887,887,887,887,368,887,887,44,54,133,887,887,887,887,887,887,887,887,887,887,887,999,999,1769.31251296166,8,5
16711,24,31,1-24-2020-031-06,6,1,887,887,269,887,887,887,887,887,887,887,31,35,887,887,887,887,887,887,14,22,887,887,887,887,887,887,201.738431141354,1,5
16711,24,31,1-24-2020-031-06,6,2,887,887,887,887,887,887,887,228,887,887,50,40,80,887,887,61,887,887,999,999,101,887,37,84,887,887,201.738431141354,1,5
19202,22,104,1-22-2020-104-04,4,1,887,887,378,887,887,887,887,378,887,887,999,887,121,887,887,887,887,887,999,999,133,999,46,94,311,168,49.1577133586649,12,5
19202,22,104,1-22-2020-104-04,4,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,49.1577133586649,12,5
19203,21,118,1-21-2020-118-01,1,1,887,887,999,887,887,887,887,373,887,887,999,887,136,999,999,887,887,887,999,999,999,887,887,887,887,198,74.4329050626804,11,5
19203,21,118,1-21-2020-118-01,1,3,887,887,999,887,887,887,887,999,887,887,999,887,135,999,999,887,887,887,887,887,887,887,887,887,887,999,74.4329050626804,11,5
19354,27,74,1-27-2020-074-06,6,2,887,887,887,887,887,887,887,887,887,887,46,887,99,999,999,887,887,887,887,887,887,887,887,887,887,887,80.1740705809253,3,5
19355,27,75,1-27-2020-075-07,7,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,7,19,112,887,887,887,887,887,262.326730778818,3,5
19357,66,70,1-66-2020-070-03,3,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,887,887,887,887,887,887,887,887,887,84,887,887,101.661767199215,6,5
19358,19,148,1-19-2020-148-04,4,2,887,887,887,887,887,887,887,283,887,887,42,40,134,999,999,51,999,999,14,24,112,887,887,887,887,887,1455.42332755143,9,5
19359,19,149,1-19-2020-149-02,2,1,887,887,265,887,887,887,887,265,887,887,42,39,124,999,999,887,887,887,887,887,887,887,887,887,226,210,44.8387754761066,9,5
19492,14,77,1-14-2020-077-04,4,2,887,887,887,887,887,887,887,887,887,887,28,887,101,887,887,887,887,887,887,887,887,887,887,887,887,887,8585.40283147626,8,5
19493,17,111,1-17-2020-111-03,3,1,887,887,887,887,887,887,887,887,887,887,47,887,113,887,887,887,887,887,887,887,887,887,887,887,887,887,139.497293042308,4,5
19493,17,111,1-17-2020-111-03,3,2,887,887,887,887,887,887,887,887,887,887,47,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,139.497293042308,4,5
19494,17,112,1-17-2020-112-09,9,2,887,887,887,887,887,887,887,310,887,887,45,56,887,887,887,887,887,887,9,21,114,887,887,887,887,887,825.908046214499,4,5
19495,11,80,1-11-2020-080-06,6,2,887,887,887,887,887,887,887,887,887,887,887,46,887,887,887,10,40,142,887,887,887,887,887,887,887,887,5872.92111788907,8,5
19642,21,135,1-21-2020-135-09,9,1,887,887,887,887,887,887,887,887,887,887,46,48,147,999,999,63,999,999,887,887,887,887,887,887,887,887,868.996496156479,11,5
19644,27,82,1-27-2020-082-09,9,1,887,887,363,887,887,887,887,369,887,887,42,887,130,887,887,887,887,887,887,887,887,887,887,887,887,195,440.833139929757,3,5
19648,77,97,1-77-2020-097-09,9,1,887,887,265,887,887,887,887,887,887,887,35,887,101,999,999,887,887,887,12,15,108,5,37,78,887,887,4216.1466271735,9,5
19649,54,38,1-54-2020-038-03,3,1,887,887,270,887,887,887,887,270,887,887,887,887,887,887,887,887,887,887,7,12,113,887,887,887,887,887,683.931949539373,9,5
19649,54,38,1-54-2020-038-03,3,2,887,887,887,887,887,887,887,887,887,887,44,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,683.931949539373,9,5
19650,10,169,1-10-2020-169-09,9,1,887,887,887,887,887,887,887,887,887,887,36,887,116,887,887,56,887,887,887,887,887,887,887,887,887,887,2872.2509806089,4,5
16278,27,5,1-27-2020-005-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,109,887,887,50,887,887,887,887,887,887,887,887,887,887,54.4857147149833,3,5
16279,76,8,1-76-2020-008-10,10,2,887,887,280,887,887,887,887,280,887,887,50,887,126,887,887,887,887,887,887,887,887,887,887,887,887,190,304.777838145323,3,5
16282,19,12,1-19-2020-012-06,6,1,887,887,887,887,887,887,887,887,887,887,999,887,113,887,887,887,887,887,999,999,999,6,41,887,887,887,197.2422890012,9,5
16526,16,17,1-16-2020-017-07,7,1,887,887,887,887,887,887,887,278,887,887,887,887,118,887,887,887,887,137,20,16,118,887,39,95,887,887,1492.95834657081,5,5
16180,32,7,1-32-2020-007-05,5,1,887,887,887,887,887,887,887,887,887,887,887,887,135,887,887,69,887,887,12,18,113,8,30,84,887,887,79.4434646239904,7,5
16178,32,5,1-32-2020-005-03,3,2,887,887,887,887,887,887,887,999,887,887,887,887,116,887,887,887,887,887,999,999,119,887,40,75,887,887,704.35753701362,7,5
16176,10,8,1-10-2020-008-03,3,2,887,887,887,887,887,887,887,887,887,887,887,37,104,887,887,999,999,48,887,887,887,887,887,887,887,887,114.305013711789,4,5
16172,19,10,1-19-2020-010-02,2,1,887,887,887,887,887,887,887,887,887,887,45,42,887,887,887,887,887,887,10,14,999,11,41,999,887,887,44.8387754761066,9,5
16169,19,7,1-19-2020-007-02,2,1,887,887,887,887,887,887,887,250,887,887,32,887,104,887,887,887,887,887,14,20,103,887,33,90,887,887,44.8387754761066,9,5
16168,52,8,1-52-2020-008-07,7,2,887,887,887,887,887,887,887,287,887,887,44,887,118,887,887,887,887,887,10,17,132,887,887,887,887,887,305.071488784589,12,5
16166,52,6,1-52-2020-006-03,3,1,887,887,357,887,887,887,887,357,887,887,52,887,136,887,887,887,887,887,8,12,122,887,887,887,887,188,46.2565207716754,12,5
16155,11,2,1-11-2020-002-09,9,1,887,887,372,887,887,887,887,362,887,887,48,48,112,887,887,887,887,887,10,18,887,7,41,78,887,999,3520.04160926038,8,5
16155,11,2,1-11-2020-002-09,9,2,887,887,276,887,887,887,887,293,887,887,42,42,122,887,887,88,887,887,12,22,887,5,40,75,887,887,3520.04160926038,8,5
16152,77,9,1-77-2020-009-06,6,1,887,887,266,887,887,887,887,266,887,887,887,887,109,887,887,887,887,169,10,22,110,887,41,83,887,887,617.620386216876,9,5
16151,77,8,1-77-2020-008-02,2,2,887,887,300,887,887,887,887,305,887,887,45,50,999,999,999,887,887,887,15,15,139,5,34,84,887,887,82.8182922699722,9,5
16151,77,8,1-77-2020-008-02,2,1,887,887,262,887,887,887,887,262,887,887,30,45,91,887,887,887,887,887,887,887,887,887,887,887,887,887,82.8182922699722,9,5
16150,77,7,1-77-2020-007-03,3,2,887,887,278,887,887,887,887,276,887,887,38,44,123,887,887,887,887,887,887,887,887,887,887,887,887,887,305.31663399705,9,5
16150,77,7,1-77-2020-007-03,3,1,887,887,289,887,887,887,887,290,887,887,45,54,112,887,887,10,50,160,10,12,122,5,41,87,887,887,305.31663399705,9,5
16138,10,4,1-10-2020-004-10,10,2,887,887,887,887,887,887,887,887,887,887,34,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,3579.94341862242,4,5
16129,15,3,1-15-2020-003-04,4,1,887,887,887,887,887,887,887,887,887,887,999,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,278.017117223325,1,5
16120,29,7,1-29-2020-007-06,6,1,887,887,999,887,887,887,887,999,887,887,887,887,132,887,887,887,887,887,999,999,140,887,50,91,300,999,99.8884728510852,2,5
16119,29,6,1-29-2020-006-09,9,2,887,887,887,887,887,887,887,887,887,887,42,887,101,887,887,55,887,887,887,887,108,887,37,78,887,887,393.418007496346,2,5
16119,29,6,1-29-2020-006-09,9,1,887,887,274,887,887,887,887,999,887,887,50,887,128,887,887,887,887,887,7,8,122,887,43,74,196,190,393.418007496346,2,5
16078,13,2,1-13-2020-002-03,3,2,887,887,887,887,887,887,887,887,887,887,46,887,112,887,887,52,887,887,887,887,106,887,37,79,887,887,572.968640577782,7,5
16078,13,2,1-13-2020-002-03,3,1,887,887,887,887,887,887,887,255,887,887,999,887,108,887,887,887,887,887,887,887,887,887,887,887,887,887,572.968640577782,7,5
19776,19,167,1-19-2020-167-04,4,2,887,887,320,887,887,887,887,330,887,887,44,887,138,82,999,887,887,887,11,999,999,887,887,887,887,887,376.807448257233,9,5
19777,19,168,1-19-2020-168-04,4,1,887,887,887,887,887,887,887,887,887,887,37,42,82,999,999,887,887,887,887,887,887,887,887,887,887,887,376.807448257233,9,5
19777,19,168,1-19-2020-168-04,4,2,887,887,887,887,887,887,887,887,887,887,36,45,131,999,999,63,999,999,887,887,887,887,887,887,887,887,376.807448257233,9,5
19789,20,86,1-20-2020-086-04,4,2,887,887,999,887,887,887,887,999,887,887,999,887,128,999,999,45,887,887,999,999,113,999,32,79,887,887,575.453394015704,11,5
19794,18,82,1-18-2020-082-08,8,1,887,887,353,887,887,887,887,354,887,887,38,887,130,57,56,887,887,887,11,18,134,887,887,887,260,166,479.234464658661,6,5
19798,21,142,1-21-2020-142-02,2,2,887,887,887,887,887,887,887,887,887,887,999,887,119,999,999,887,887,887,887,887,887,887,887,887,887,887,18.3288613499856,11,5
19798,21,142,1-21-2020-142-02,2,3,887,887,887,887,887,887,887,999,887,887,999,999,117,999,999,50,999,999,999,999,999,887,887,887,887,887,18.3288613499856,11,5
19799,21,143,1-21-2020-143-03,3,1,887,887,887,887,887,887,887,887,887,887,999,887,97,999,999,887,887,887,887,887,887,887,887,887,887,887,370.063046849142,11,5
19875,29,167,1-29-2020-167-04,4,1,887,887,887,887,887,887,887,307,887,887,44,887,102,887,887,887,887,887,999,999,135,887,887,887,887,887,158.166665455797,2,5
19877,73,95,1-73-2020-095-07,7,1,95,887,308,887,111,95,887,308,887,111,37,34,102,887,887,887,887,219,8,18,140,887,47,88,887,887,122.995934935321,3,5
19878,24,177,1-24-2020-177-04,4,1,887,887,887,887,887,887,887,887,887,887,19,37,105,887,887,887,887,887,887,887,887,887,887,887,887,887,2193.78327182364,1,5
19879,18,87,1-18-2020-087-07,7,1,887,887,887,887,887,887,887,887,887,887,41,887,109,887,887,50,887,887,887,887,113,887,887,887,887,887,706.89115134891,6,5
19880,77,103,1-77-2020-103-09,9,1,887,887,359,887,887,887,887,359,887,887,75,887,133,887,887,887,887,887,10,15,136,4,50,80,999,212,1285.43065512954,9,5
19881,77,104,1-77-2020-104-04,4,2,887,887,887,887,887,887,887,268,887,887,887,887,887,887,887,887,887,887,12,14,116,6,34,91,887,887,686.68551479932,9,5
19882,10,177,1-10-2020-177-01,1,1,887,887,887,887,887,887,887,887,887,887,37,887,129,887,887,887,887,887,999,999,999,887,887,887,887,887,20.7611405952343,4,5
19882,10,177,1-10-2020-177-01,1,2,887,887,350,887,887,887,887,887,887,887,999,887,99,887,887,887,887,887,999,999,999,887,887,887,887,887,20.7611405952343,4,5
19970,10,184,1-10-2020-184-04,4,2,887,887,887,887,887,887,887,887,887,887,37,887,144,887,887,53,887,887,887,887,887,887,887,887,887,887,1060.93060941571,4,5
19971,54,43,1-54-2020-043-04,4,1,887,887,887,887,887,887,887,887,887,887,32,887,125,887,887,887,887,887,887,887,887,887,887,887,887,887,179.201109639916,9,5
19972,14,89,1-14-2020-089-04,4,1,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,49,999,999,887,887,887,887,887,887,887,887,2853.49586149791,8,5
19973,14,90,1-14-2020-090-04,4,1,887,887,887,887,887,887,887,887,887,887,38,887,122,887,887,887,887,191,887,887,114,887,43,87,887,887,2853.49586149791,8,5
19974,17,121,1-17-2020-121-02,2,1,887,887,887,887,887,887,887,887,887,887,58,60,119,887,887,49,887,887,7,15,110,8,32,81,887,887,60.0793896237542,4,5
19975,17,122,1-17-2020-122-08,8,1,887,887,999,887,887,887,887,887,887,887,54,56,124,887,887,887,887,887,8,23,119,887,887,887,887,887,799.358295633079,4,5
19976,11,93,1-11-2020-093-06,6,2,887,887,268,887,887,887,887,260,887,887,42,44,105,887,887,887,887,887,887,887,887,887,887,887,887,887,4073.86068803219,8,5
20052,10,186,1-10-2020-186-01,1,1,887,887,887,887,887,887,887,887,887,887,999,999,132,887,887,999,999,999,887,887,887,887,887,887,887,887,23.3225942038709,4,5
20053,10,187,1-10-2020-187-03,3,1,887,887,887,887,887,887,887,887,887,887,36,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,315.387231706028,4,5
20053,10,187,1-10-2020-187-03,3,2,887,887,887,887,887,887,887,887,887,887,38,887,121,887,887,887,887,887,887,887,887,887,887,887,887,887,315.387231706028,4,5
20054,10,188,1-10-2020-188-04,4,2,999,999,999,999,999,999,999,999,999,999,999,999,120,999,999,999,999,167,999,999,999,999,999,999,887,887,952.360379552024,4,5
20055,17,123,1-17-2020-123-09,9,1,887,887,270,887,887,887,887,270,887,887,999,887,120,887,887,887,887,887,8,20,130,887,887,887,887,887,488.845927081673,4,5
20057,11,95,1-11-2020-095-01,1,1,887,887,404,887,887,887,887,404,887,887,44,48,72,887,887,999,999,999,887,887,887,999,999,999,887,887,122.645944177051,8,5
20057,11,95,1-11-2020-095-01,1,2,887,887,999,887,887,887,887,999,887,887,999,999,887,887,887,887,887,887,999,999,999,999,999,999,887,887,122.645944177051,8,5
20142,10,189,1-10-2020-189-08,8,1,887,887,999,887,887,887,887,999,887,887,999,887,131,887,887,887,887,887,887,887,133,887,46,86,293,999,177.010836062391,4,5
20142,10,189,1-10-2020-189-08,8,2,887,887,999,887,887,887,887,999,887,887,999,999,887,887,887,52,999,999,887,887,887,887,887,887,887,887,177.010836062391,4,5
20143,10,190,1-10-2020-190-10,10,1,887,887,887,887,887,887,887,887,887,887,38,887,125,887,887,56,887,887,887,887,887,887,887,887,887,887,5340.76020655016,4,5
20144,10,191,1-10-2020-191-03,3,1,887,887,270,887,887,887,887,270,887,887,35,887,129,887,887,55,887,887,7,17,118,887,887,887,887,887,263.371063993949,4,5
20144,10,191,1-10-2020-191-03,3,2,887,887,887,887,887,887,887,887,887,887,36,887,82,887,887,887,887,300,887,887,887,887,887,887,887,887,263.371063993949,4,5
20145,10,192,1-10-2020-192-03,3,1,887,887,269,887,887,887,887,269,887,887,999,887,123,887,887,51,887,887,999,999,999,887,36,80,887,887,263.371063988127,4,5
20145,10,192,1-10-2020-192-03,3,2,887,887,280,887,887,887,887,280,887,887,18,20,125,887,887,51,887,887,999,999,112,887,34,83,887,887,263.371063988127,4,5
20230,25,136,1-25-2020-136-04,4,1,887,887,887,887,887,887,887,887,887,887,46,887,113,887,887,887,887,887,887,887,887,887,887,887,887,887,1171.82805969763,2,5
20231,59,65,1-59-2020-065-04,4,1,887,887,999,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,999,782.605879253166,6,5
20231,59,65,1-59-2020-065-04,4,2,887,887,308,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6,887,887,887,887,887,887,887,782.605879253166,6,5
20232,28,96,1-28-2020-096-10,10,1,887,887,367,887,887,887,887,367,887,887,48,887,133,79,50,887,887,887,10,22,136,887,887,887,887,240,1247.82898156726,3,5
20233,28,97,1-28-2020-097-03,3,2,887,887,300,887,887,887,887,305,887,887,42,887,136,999,999,887,887,887,12,23,132,887,887,887,887,200,37.6269085205474,3,5
20233,28,97,1-28-2020-097-03,3,1,887,887,368,887,887,887,887,367,887,887,48,887,133,999,999,887,887,887,8,23,140,887,887,887,887,168,37.6269085205474,3,5
