CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GLAZLOC,GLAZTYPE,GLAZPRE,GLAZIMP,GLAZOCC,CASEWGT,PSUSTRAT,VERSION
18343,76,51,1-76-2020-051-08,8,1,1,1,1,1,3,23.5328761442977,3,5
18358,21,86,1-21-2020-086-01,1,1,1,99,1,9,9,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,10,99,1,6,1,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,2,99,9,9,9,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,4,99,9,9,9,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,5,99,1,1,1,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,3,99,9,9,9,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,7,99,9,9,9,31.5795971995564,11,5
18358,21,86,1-21-2020-086-01,1,1,8,99,1,6,1,31.5795971995564,11,5
17927,10,90,1-10-2020-090-09,9,2,2,2,3,1,2,773.712375360081,4,5
18214,52,106,1-52-2020-106-02,2,1,1,1,1,2,3,20.3744460339419,12,5
18214,52,106,1-52-2020-106-02,2,1,2,2,2,6,9,20.3744460339419,12,5
18214,52,106,1-52-2020-106-02,2,1,4,2,1,1,1,20.3744460339419,12,5
18214,52,106,1-52-2020-106-02,2,1,3,2,2,1,1,20.3744460339419,12,5
18214,52,106,1-52-2020-106-02,2,1,7,2,1,1,1,20.3744460339419,12,5
18214,52,106,1-52-2020-106-02,2,1,10,99,1,6,1,20.3744460339419,12,5
18559,10,114,1-10-2020-114-08,8,1,1,1,1,2,1,101.900741840594,4,5
18559,10,114,1-10-2020-114-08,8,1,2,2,9,6,1,101.900741840594,4,5
18559,10,114,1-10-2020-114-08,8,1,4,2,1,6,1,101.900741840594,4,5
18559,10,114,1-10-2020-114-08,8,1,3,2,9,6,1,101.900741840594,4,5
18559,10,114,1-10-2020-114-08,8,1,7,2,1,6,1,101.900741840594,4,5
18559,10,114,1-10-2020-114-08,8,1,10,2,1,6,1,101.900741840594,4,5
18252,18,46,1-18-2020-046-02,2,1,1,1,1,1,3,42.4991659387168,6,5
18257,29,101,1-29-2020-101-04,4,1,1,1,1,2,3,30.3796836048955,2,5
18257,29,101,1-29-2020-101-04,4,2,2,3,1,2,3,30.3796836048955,2,5
17822,11,37,1-11-2020-037-02,2,1,1,1,1,2,3,77.1543052356597,8,5
18057,13,62,1-13-2020-062-03,3,2,1,1,1,1,3,1512.47262641996,7,5
17844,73,42,1-73-2020-042-03,3,1,1,1,1,2,3,133.326350928925,3,5
19159,23,47,1-23-2020-047-02,2,1,1,1,1,1,3,54.7066912658746,5,5
19337,32,150,1-32-2020-150-01,1,1,1,1,1,3,3,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,1,1,1,4,9,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,2,2,9,6,1,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,4,2,9,6,1,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,3,2,9,6,9,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,7,2,9,6,9,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,8,2,1,6,9,46.6906965638564,7,5
19337,32,150,1-32-2020-150-01,1,2,10,2,1,6,9,46.6906965638564,7,5
19338,32,151,1-32-2020-151-06,6,1,1,1,1,2,3,1046.52347921045,7,5
19339,32,152,1-32-2020-152-02,2,1,1,1,1,2,3,26.78001282907,7,5
18233,32,96,1-32-2020-096-02,2,3,1,1,1,2,3,69.1070025363159,7,5
19160,32,140,1-32-2020-140-08,8,1,1,1,1,2,3,860.556223328622,7,5
19161,32,141,1-32-2020-141-02,2,1,1,1,1,1,3,54.3076025519463,7,5
18364,22,71,1-22-2020-071-08,8,1,2,99,9,9,9,80.3748598003292,12,5
18032,11,42,1-11-2020-042-01,1,1,1,1,1,3,3,243.506555944601,8,5
19309,10,151,1-10-2020-151-04,4,2,1,1,1,2,3,508.450714464058,4,5
18906,16,103,1-16-2020-103-05,5,1,1,1,1,1,3,44.1670850460401,5,5
19030,28,69,1-28-2020-069-06,6,1,1,1,1,1,3,44.099430412312,3,5
19012,12,73,1-12-2020-073-08,8,1,1,1,1,2,1,271.730077580339,9,5
19012,12,73,1-12-2020-073-08,8,1,2,2,2,6,1,271.730077580339,9,5
19012,12,73,1-12-2020-073-08,8,1,3,2,2,6,1,271.730077580339,9,5
19012,12,73,1-12-2020-073-08,8,1,10,2,1,6,1,271.730077580339,9,5
19095,13,89,1-13-2020-089-03,3,1,1,1,1,2,4,774.767072406373,7,5
18446,29,109,1-29-2020-109-08,8,1,1,1,1,2,3,15.4480968281205,2,5
18226,16,75,1-16-2020-075-02,2,1,1,1,1,2,3,14.6435043214116,5,5
18227,16,76,1-16-2020-076-01,1,1,1,1,1,2,3,25.0295574784597,5,5
18228,16,77,1-16-2020-077-05,5,1,1,1,1,1,3,38.1755614056615,5,5
18228,16,77,1-16-2020-077-05,5,2,1,1,1,1,3,38.1755614056615,5,5
18395,11,51,1-11-2020-051-02,2,1,1,1,1,2,3,132.483503255893,8,5
18396,24,102,1-24-2020-102-05,5,1,1,1,1,1,3,45.1086911626345,1,5
18396,24,102,1-24-2020-102-05,5,1,3,2,2,9,8,45.1086911626345,1,5
18396,24,102,1-24-2020-102-05,5,2,2,2,2,1,3,45.1086911626345,1,5
18880,11,65,1-11-2020-065-01,1,1,1,1,1,2,3,120.425098587223,8,5
16792,10,40,1-10-2020-040-09,9,1,1,1,1,1,3,1505.36511085548,4,5
16806,11,18,1-11-2020-018-07,7,1,1,1,1,1,3,1499.35437549635,8,5
19610,26,151,1-26-2020-151-02,2,1,1,1,1,2,3,55.0012332598571,10,5
19595,13,102,1-13-2020-102-05,5,1,1,1,1,1,3,351.618863618989,7,5
19597,27,80,1-27-2020-080-01,1,2,1,1,1,2,2,37.8982894279336,3,5
16870,21,29,1-21-2020-029-05,5,1,1,1,1,3,3,23.4017586194916,11,5
19263,13,94,1-13-2020-094-02,2,1,1,1,1,2,3,73.6022437411605,7,5
16871,21,30,1-21-2020-030-02,2,2,1,99,1,1,4,12.5888105641004,11,5
16871,21,30,1-21-2020-030-02,2,1,1,99,1,2,3,12.5888105641004,11,5
16853,29,40,1-29-2020-040-03,3,1,1,99,1,2,3,37.5244433377617,2,5
16855,26,38,1-26-2020-038-03,3,1,1,1,1,2,3,463.622627317142,10,5
18275,20,48,1-20-2020-048-02,2,2,1,1,1,2,3,218.779328722168,11,5
17973,19,84,1-19-2020-084-01,1,1,1,1,1,3,9,60.346493743352,9,5
17973,19,84,1-19-2020-084-01,1,1,2,5,4,1,1,60.346493743352,9,5
17973,19,84,1-19-2020-084-01,1,1,4,5,2,6,1,60.346493743352,9,5
17973,19,84,1-19-2020-084-01,1,1,3,5,2,6,1,60.346493743352,9,5
17973,19,84,1-19-2020-084-01,1,1,7,5,2,6,1,60.346493743352,9,5
17973,19,84,1-19-2020-084-01,1,1,10,2,1,6,1,60.346493743352,9,5
17975,19,86,1-19-2020-086-09,9,1,1,1,1,2,3,671.355813686648,9,5
18828,27,65,1-27-2020-065-03,3,1,1,1,1,1,3,60.8716429148272,3,5
18830,12,68,1-12-2020-068-09,9,1,1,1,1,1,3,2056.26203188067,9,5
18832,76,64,1-76-2020-064-03,3,1,1,1,1,2,3,16.5199357957095,3,5
16353,52,14,1-52-2020-014-04,4,1,1,1,1,3,3,125.437570034916,12,5
16717,59,3,1-59-2020-003-09,9,1,1,1,1,2,3,1253.57178124837,6,5
16477,33,9,1-33-2020-009-05,5,1,10,2,1,9,8,30.0821504487588,12,5
16443,12,12,1-12-2020-012-09,9,1,1,1,1,1,3,628.351814464715,9,5
16732,25,20,1-25-2020-020-01,1,1,1,1,1,2,4,36.2903642992438,2,5
18660,52,127,1-52-2020-127-06,6,1,1,1,1,2,3,64.2134361354804,12,5
16737,16,22,1-16-2020-022-05,5,1,1,1,1,1,3,74.7772406533311,5,5
18046,59,31,1-59-2020-031-01,1,1,2,2,9,6,1,95.9950773831727,6,5
18046,59,31,1-59-2020-031-01,1,1,4,2,1,6,1,95.9950773831727,6,5
18046,59,31,1-59-2020-031-01,1,1,3,2,2,6,1,95.9950773831727,6,5
18046,59,31,1-59-2020-031-01,1,1,7,2,1,6,1,95.9950773831727,6,5
18046,59,31,1-59-2020-031-01,1,1,10,2,1,6,1,95.9950773831727,6,5
18046,59,31,1-59-2020-031-01,1,1,13,6,2,6,1,95.9950773831727,6,5
18046,59,31,1-59-2020-031-01,1,1,1,1,1,3,1,95.9950773831727,6,5
18048,32,87,1-32-2020-087-02,2,1,1,1,1,2,3,50.6212509805766,7,5
19536,15,106,1-15-2020-106-02,2,1,1,1,1,1,3,15.5973134847501,1,5
16702,12,20,1-12-2020-020-06,6,1,1,1,1,1,3,507.784579739977,9,5
16705,17,29,1-17-2020-029-02,2,1,1,1,1,1,3,57.7919638710928,4,5
16705,17,29,1-17-2020-029-02,2,1,13,7,2,1,3,57.7919638710928,4,5
16706,17,30,1-17-2020-030-02,2,1,1,1,1,2,3,57.7919638710928,4,5
16269,52,12,1-52-2020-012-03,3,1,1,1,1,2,3,46.1185560485767,12,5
16270,23,3,1-23-2020-003-01,1,1,1,1,1,2,4,82.9187711280704,5,5
16270,23,3,1-23-2020-003-01,1,1,2,3,2,2,3,82.9187711280704,5,5
18482,52,118,1-52-2020-118-07,7,1,1,1,1,2,3,115.882186804253,12,5
19452,22,111,1-22-2020-111-09,9,1,1,1,1,1,3,83.8364535843287,12,5
19457,19,153,1-19-2020-153-03,3,1,1,1,1,1,3,82.0683899358432,9,5
19459,76,78,1-76-2020-078-02,2,1,1,1,1,2,3,14.8756328479644,3,5
19459,76,78,1-76-2020-078-02,2,2,1,1,1,2,3,14.8756328479644,3,5
19830,52,181,1-52-2020-181-03,3,5,1,1,1,1,3,48.2298752944311,12,5
19831,52,182,1-52-2020-182-01,1,1,1,1,1,4,3,24.2767807390453,12,5
19831,52,182,1-52-2020-182-01,1,1,2,5,2,6,9,24.2767807390453,12,5
19831,52,182,1-52-2020-182-01,1,1,4,5,2,6,9,24.2767807390453,12,5
19831,52,182,1-52-2020-182-01,1,1,3,5,2,6,9,24.2767807390453,12,5
19831,52,182,1-52-2020-182-01,1,1,7,5,2,6,9,24.2767807390453,12,5
20006,27,92,1-27-2020-092-05,5,1,1,1,1,2,3,50.5313554107575,3,5
20006,27,92,1-27-2020-092-05,5,2,1,1,1,2,3,50.5313554107575,3,5
20008,19,176,1-19-2020-176-07,7,1,1,1,1,1,3,599.164964276696,9,5
16411,30,13,1-30-2020-013-01,1,1,7,5,2,1,1,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,8,5,1,1,1,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,10,99,1,6,9,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,1,1,1,3,9,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,2,99,9,6,9,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,4,99,9,6,9,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,5,5,1,1,1,60.4051840146442,10,5
16411,30,13,1-30-2020-013-01,1,1,3,99,9,6,9,60.4051840146442,10,5
16430,32,20,1-32-2020-020-05,5,1,1,1,1,3,3,98.9000122743216,7,5
19636,21,131,1-21-2020-131-02,2,1,9,6,1,1,1,11.3876605299267,11,5
19636,21,131,1-21-2020-131-02,2,1,6,6,1,6,1,11.3876605299267,11,5
19636,21,131,1-21-2020-131-02,2,1,4,6,9,6,1,11.3876605299267,11,5
19636,21,131,1-21-2020-131-02,2,1,5,6,1,6,1,11.3876605299267,11,5
19636,21,131,1-21-2020-131-02,2,1,3,2,2,1,1,11.3876605299267,11,5
