CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTAREA,CONTCOMP,OCCNO,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
17645,77,49,1-77-2020-049-06,6,1,E,1,22,1,842,3,2,348.859774392076,9,5
16703,17,27,1-17-2020-027-04,4,2,A,1,22,1,852,3,1,136.48107201582,4,5
17218,26,56,1-26-2020-056-08,8,2,C,1,22,1,762,2,3,200.595003154979,10,5
18289,77,63,1-77-2020-063-09,9,1,A,1,22,1,762,3,3,10801.6627434134,9,5
18069,33,56,1-33-2020-056-06,6,1,C,1,22,1,842,3,3,108.326271815318,12,5
17678,19,71,1-19-2020-071-01,1,1,A,1,22,1,742,2,2,60.346493743352,9,5
19089,23,45,1-23-2020-045-03,3,1,A,1,22,1,999,3,3,212.038045147797,5,5
19101,19,136,1-19-2020-136-08,8,1,C,1,22,1,999,2,2,52.5663000327448,9,5
18263,33,62,1-33-2020-062-06,6,1,D,1,22,1,762,3,3,434.632334778542,12,5
17819,17,74,1-17-2020-074-10,10,1,C,1,22,1,999,5,3,2868.68603116482,4,5
19279,29,143,1-29-2020-143-09,9,2,F,1,22,1,762,3,2,184.475057387902,2,5
19305,77,88,1-77-2020-088-08,8,1,C,1,22,1,762,6,2,706.006635420338,9,5
20090,66,88,1-66-2020-088-01,1,1,G,1,22,1,732,5,1,140.201933035703,6,5
20299,16,127,1-16-2020-127-01,1,2,H,1,22,1,862,5,3,96.5185960824772,5,5
18531,20,55,1-20-2020-055-01,1,1,D,1,22,1,842,98,2,145.726436750053,11,5
18677,31,51,1-31-2020-051-03,3,1,B,1,22,2,761,2,2,232.457819800815,6,5
18680,19,118,1-19-2020-118-01,1,1,G,1,22,1,999,5,2,60.346493743352,9,5
18687,20,58,1-20-2020-058-02,2,1,B,1,22,1,762,2,3,186.788458680013,11,5
16693,77,25,1-77-2020-025-02,2,1,E,1,22,1,762,3,2,101.856800764656,9,5
19312,48,59,1-48-2020-059-03,3,1,A,1,22,1,842,3,3,76.5749914207246,12,5
18275,20,48,1-20-2020-048-02,2,1,E,1,25,1,862,96,3,218.779328722168,11,5
16763,29,37,1-29-2020-037-08,8,1,I,1,25,1,999,3,9,24.7191350981545,2,5
16767,33,14,1-33-2020-014-04,4,1,B,1,25,1,842,4,2,126.310278532356,12,5
16602,77,24,1-77-2020-024-06,6,1,C,1,25,2,841,3,2,4727.61812207003,9,5
17872,33,52,1-33-2020-052-06,6,2,C,1,25,1,842,3,2,103.938907527269,12,5
18033,11,43,1-11-2020-043-05,5,1,B,1,25,1,852,2,2,371.400872234531,8,5
18070,33,57,1-33-2020-057-06,6,2,E,1,25,1,842,3,2,108.326271815318,12,5
16346,24,17,1-24-2020-017-03,3,2,A,1,25,1,842,3,2,105.344291469054,1,5
16394,33,6,1-33-2020-006-02,2,3,B,1,25,1,842,3,2,22.5431965287913,12,5
16465,29,23,1-29-2020-023-03,3,2,F,1,25,2,861,98,2,38.6002296462193,2,5
16482,22,11,1-22-2020-011-09,9,1,B,1,25,1,842,3,2,89.659369808039,12,5
16619,11,13,1-11-2020-013-02,2,1,B,1,25,1,842,3,2,104.03103714748,8,5
16640,32,30,1-32-2020-030-02,2,2,C,1,25,1,842,5,2,49.9308978016946,7,5
16282,19,12,1-19-2020-012-06,6,1,C,1,25,1,842,3,2,197.2422890012,9,5
16211,16,6,1-16-2020-006-01,1,1,B,1,25,1,842,5,3,19.5951062192473,5,5
16322,29,16,1-29-2020-016-08,8,1,R,1,25,1,842,98,2,31.9099208655541,2,5
16322,29,16,1-29-2020-016-08,8,1,S,1,25,2,711,96,2,31.9099208655541,2,5
16340,77,17,1-77-2020-017-05,5,2,B,1,25,1,842,5,2,169.764503615987,9,5
16341,11,6,1-11-2020-006-08,8,1,C,1,25,1,842,2,3,390.855264908225,8,5
16706,17,30,1-17-2020-030-02,2,1,J,8,592,2,101,3,3,57.7919638710928,4,5
16556,19,26,1-19-2020-026-10,10,1,C,9,251,1,871,2,3,3409.00716094748,9,5
16441,16,15,1-16-2020-015-01,1,1,D,9,251,1,861,5,2,35.9391374738878,5,5
17651,32,74,1-32-2020-074-08,8,1,D,9,251,1,862,5,2,420.950796675534,7,5
17845,73,43,1-73-2020-043-01,1,1,D,9,251,1,861,5,2,39.290329933404,3,5
17955,32,85,1-32-2020-085-05,5,1,E,9,251,2,862,5,2,86.7302740738339,7,5
20299,16,127,1-16-2020-127-01,1,2,P,9,251,2,862,5,2,96.5185960824772,5,5
18464,77,69,1-77-2020-069-01,1,2,F,9,251,1,861,3,2,103.196479574378,9,5
17464,32,64,1-32-2020-064-02,2,1,B,9,251,1,851,5,1,21.7616442022049,7,5
18227,16,76,1-16-2020-076-01,1,1,A,9,251,1,861,5,3,25.0295574784597,5,5
16561,29,26,1-29-2020-026-09,9,1,O,9,251,1,862,96,2,278.459143020108,2,5
20299,16,127,1-16-2020-127-01,1,2,O,9,251,2,861,5,2,96.5185960824772,5,5
18842,29,119,1-29-2020-119-04,4,2,E,1,24,1,761,3,3,70.9222072223363,2,5
18841,26,121,1-26-2020-121-04,4,1,A,1,24,1,842,3,3,1358.63771546689,10,5
18835,19,126,1-19-2020-126-04,4,1,C,1,24,1,841,4,2,176.377504584065,9,5
18863,77,77,1-77-2020-077-08,8,1,A,1,24,1,841,3,2,411.97074658557,9,5
18859,21,110,1-21-2020-110-04,4,1,C,1,24,1,842,3,1,770.532046679211,11,5
18844,29,121,1-29-2020-121-06,6,2,K,1,24,1,841,3,2,36.4277385468819,2,5
18844,29,121,1-29-2020-121-06,6,2,L,1,24,1,841,3,2,36.4277385468819,2,5
18487,16,87,1-16-2020-087-02,2,2,B,1,24,1,842,96,3,13.95589296837,5,5
18828,27,65,1-27-2020-065-03,3,1,B,1,24,1,841,3,1,60.8716429148272,3,5
18829,27,66,1-27-2020-066-04,4,2,A,1,24,1,841,3,1,205.996793546473,3,5
18829,27,66,1-27-2020-066-04,4,2,B,1,24,1,742,3,1,205.996793546473,3,5
18839,26,119,1-26-2020-119-05,5,1,F,1,24,1,842,2,2,32.0800133323475,10,5
18840,26,120,1-26-2020-120-05,5,1,A,1,24,1,841,5,2,32.0800133323475,10,5
18721,11,61,1-11-2020-061-03,3,1,A,1,24,1,841,3,2,2171.69212796621,8,5
18735,73,68,1-73-2020-068-09,9,1,A,1,24,1,841,3,2,136.103983787544,3,5
18744,66,57,1-66-2020-057-03,3,2,B,1,24,1,842,5,1,101.661767199215,6,5
18747,32,119,1-32-2020-119-02,2,1,G,1,24,1,842,2,2,30.5860215312344,7,5
18799,17,96,1-17-2020-096-03,3,2,B,1,24,1,841,3,3,237.303579962204,4,5
18487,16,87,1-16-2020-087-02,2,2,A,1,24,1,841,2,3,13.95589296837,5,5
18687,20,58,1-20-2020-058-02,2,2,A,1,24,1,841,2,3,186.788458680013,11,5
18698,22,82,1-22-2020-082-10,10,2,A,1,24,1,851,3,3,538.318637509762,12,5
18680,19,118,1-19-2020-118-01,1,3,B,1,24,1,841,6,2,60.346493743352,9,5
18682,19,120,1-19-2020-120-08,8,1,B,1,24,1,842,1,2,121.012474455266,9,5
18595,76,59,1-76-2020-059-02,2,2,A,1,24,1,842,3,3,15.5195165531956,3,5
18715,14,60,1-14-2020-060-03,3,2,B,1,24,1,842,3,3,1790.77513232332,8,5
18676,73,65,1-73-2020-065-05,5,1,D,1,24,1,841,3,2,39.9880645427196,3,5
18670,77,74,1-77-2020-074-05,5,1,D,1,24,1,841,3,3,283.398243327366,9,5
18670,77,74,1-77-2020-074-05,5,1,E,1,24,1,842,3,3,283.398243327366,9,5
18226,16,75,1-16-2020-075-02,2,1,F,1,24,1,841,5,3,14.6435043214116,5,5
18226,16,75,1-16-2020-075-02,2,1,G,1,24,1,842,5,3,14.6435043214116,5,5
18786,20,60,1-20-2020-060-03,3,2,G,1,2,1,762,5,3,1231.2810756814,11,5
18790,77,75,1-77-2020-075-02,2,1,B,1,2,1,842,5,3,82.8182922699722,9,5
18487,16,87,1-16-2020-087-02,2,2,C,1,2,1,101,5,3,13.95589296837,5,5
18806,52,130,1-52-2020-130-03,3,2,E,1,2,2,761,98,3,109.499891827026,12,5
18830,12,68,1-12-2020-068-09,9,1,B,1,2,1,101,1,2,2056.26203188067,9,5
18840,26,120,1-26-2020-120-05,5,1,E,1,2,1,762,5,3,32.0800133323475,10,5
18226,16,75,1-16-2020-075-02,2,1,A,1,2,1,101,5,3,14.6435043214116,5,5
18689,18,57,1-18-2020-057-09,9,2,A,1,2,1,762,96,2,417.763630600609,6,5
18673,32,117,1-32-2020-117-02,2,1,F,1,2,1,762,5,2,33.5563722992033,7,5
18226,16,75,1-16-2020-075-02,2,2,A,1,2,1,101,5,3,14.6435043214116,5,5
18735,73,68,1-73-2020-068-09,9,1,B,1,2,1,762,5,3,136.103983787544,3,5
18781,22,85,1-22-2020-085-05,5,1,D,1,2,1,101,5,3,38.6560699261779,12,5
18503,25,76,1-25-2020-076-02,2,1,B,1,2,1,742,5,3,34.912107531613,2,5
18495,27,57,1-27-2020-057-03,3,2,A,1,2,1,762,2,1,52.0263045722184,3,5
18189,16,73,1-16-2020-073-08,8,1,B,1,2,1,101,5,3,112.637679506153,5,5
18576,52,123,1-52-2020-123-03,3,2,A,1,2,1,762,5,2,53.4625451542655,12,5
18611,26,112,1-26-2020-112-05,5,1,D,1,2,2,101,5,1,127.032736403118,10,5
18607,20,57,1-20-2020-057-06,6,2,B,1,2,1,762,98,3,403.20320604353,11,5
18355,29,104,1-29-2020-104-03,3,2,F,1,2,1,762,5,2,24.6759356306758,2,5
18420,18,50,1-18-2020-050-08,8,1,B,1,2,1,742,5,3,177.458585752795,6,5
18391,17,87,1-17-2020-087-08,8,1,A,1,2,1,101,11,3,188.218879679795,4,5
18421,18,51,1-18-2020-051-05,5,1,C,1,2,1,101,1,2,57.4865885735629,6,5
18446,29,109,1-29-2020-109-08,8,1,J,1,2,1,762,98,1,15.4480968281205,2,5
18426,12,58,1-12-2020-058-03,3,1,B,1,2,1,101,1,2,784.916013707534,9,5
18252,18,46,1-18-2020-046-02,2,1,D,1,2,1,712,1,2,42.4991659387168,6,5
18275,20,48,1-20-2020-048-02,2,2,E,1,2,1,722,98,3,218.779328722168,11,5
18257,29,101,1-29-2020-101-04,4,2,C,1,2,2,761,98,1,30.3796836048955,2,5
17806,16,59,1-16-2020-059-08,8,1,B,1,2,1,769,5,3,119.007396061157,5,5
18310,52,112,1-52-2020-112-09,9,2,C,1,2,1,999,1,9,147.543033030163,12,5
18339,19,101,1-19-2020-101-09,9,2,A,1,2,1,762,2,3,357.488497986447,9,5
18133,32,91,1-32-2020-091-05,5,2,E,1,2,1,762,98,3,79.9788683448481,7,5
18166,22,65,1-22-2020-065-09,9,1,B,1,2,1,762,96,3,148.211084853025,12,5
18145,12,53,1-12-2020-053-03,3,1,A,1,2,1,101,5,3,215.144928295839,9,5
18186,52,103,1-52-2020-103-06,6,1,B,1,2,1,101,5,1,69.0164589388676,12,5
18161,29,97,1-29-2020-097-07,7,1,D,1,2,2,761,98,2,193.306560450716,2,5
18223,48,47,1-48-2020-047-03,3,1,B,1,2,1,762,1,3,90.5708007975306,12,5
17890,22,54,1-22-2020-054-10,10,2,A,1,2,1,762,3,3,987.278155774546,12,5
16444,12,13,1-12-2020-013-06,6,1,D,1,2,1,762,3,3,276.827769625833,9,5
16210,16,5,1-16-2020-005-06,6,2,B,1,2,1,762,5,3,310.940704326152,5,5
16512,17,20,1-17-2020-020-08,8,1,E,1,2,2,201,2,1,89.6038383679573,4,5
16273,32,11,1-32-2020-011-02,2,1,G,1,2,1,101,3,2,49.9308978016946,7,5
16269,52,12,1-52-2020-012-03,3,1,F,1,2,1,762,5,3,46.1185560485767,12,5
16278,27,5,1-27-2020-005-06,6,1,C,1,2,1,762,98,2,54.4857147149833,3,5
16303,29,13,1-29-2020-013-05,5,1,F,1,2,1,769,98,1,104.714598881211,2,5
16211,16,6,1-16-2020-006-01,1,1,C,1,2,1,101,5,3,19.5951062192473,5,5
16322,29,16,1-29-2020-016-08,8,1,K,1,2,2,101,98,2,31.9099208655541,2,5
16311,18,7,1-18-2020-007-01,1,2,D,1,19,1,999,98,3,61.8003363968909,6,5
17968,31,40,1-31-2020-040-01,1,1,F,1,19,1,201,6,3,265.213577621193,6,5
19452,22,111,1-22-2020-111-09,9,1,G,1,19,1,101,5,1,83.8364535843287,12,5
20233,28,97,1-28-2020-097-03,3,2,D,1,19,1,842,96,1,37.6269085205474,3,5
19371,29,148,1-29-2020-148-01,1,1,G,1,19,1,101,6,1,15.9283144918181,2,5
19610,26,151,1-26-2020-151-02,2,1,B,1,19,1,862,5,2,55.0012332598571,10,5
19371,29,148,1-29-2020-148-01,1,1,H,1,19,2,101,6,1,15.9283144918181,2,5
20160,16,122,1-16-2020-122-05,5,1,A,1,19,1,812,5,3,59.4558886595476,5,5
16211,16,6,1-16-2020-006-01,1,2,C,1,19,1,841,5,3,19.5951062192473,5,5
17983,29,89,1-29-2020-089-02,2,1,H,1,19,2,761,2,3,16.3130293702296,2,5
18226,16,75,1-16-2020-075-02,2,1,D,1,19,1,861,5,2,14.6435043214116,5,5
18781,22,85,1-22-2020-085-05,5,1,C,1,19,1,101,5,3,38.6560699261779,12,5
18839,26,119,1-26-2020-119-05,5,1,B,1,19,1,862,5,3,32.0800133323475,10,5
18865,32,124,1-32-2020-124-02,2,2,E,1,19,2,762,5,2,58.161130175964,7,5
19022,29,130,1-29-2020-130-06,6,1,B,1,19,1,762,98,2,54.6053869764697,2,5
18211,11,46,1-11-2020-046-08,8,1,E,1,19,2,832,5,2,499.911326265923,8,5
18318,27,52,1-27-2020-052-01,1,3,F,1,19,1,869,1,1,21.7912456207077,3,5
18189,16,73,1-16-2020-073-08,8,1,C,1,19,1,401,5,3,112.637679506153,5,5
16294,16,8,1-16-2020-008-03,3,1,A,8,162,1,842,5,2,221.583905876562,5,5
16294,16,8,1-16-2020-008-03,3,2,B,8,162,1,841,5,2,221.583905876562,5,5
16211,16,6,1-16-2020-006-01,1,1,I,8,162,1,101,3,3,19.5951062192473,5,5
16211,16,6,1-16-2020-006-01,1,1,D,8,162,1,712,5,2,19.5951062192473,5,5
16477,33,9,1-33-2020-009-05,5,1,AI,8,162,4,601,96,2,30.0821504487588,12,5
16536,66,11,1-66-2020-011-01,1,2,C,8,162,1,831,1,1,140.201933035703,6,5
18517,18,53,1-18-2020-053-06,6,1,B,8,162,1,832,1,2,233.575536543772,6,5
19685,31,75,1-31-2020-075-09,9,1,D,1,22,2,761,2,3,561.657900727715,6,5
19916,32,176,1-32-2020-176-03,3,1,G,1,22,1,101,2,2,352.480167356274,7,5
18103,77,60,1-77-2020-060-02,2,1,H,1,22,1,842,6,2,95.8545028325594,9,5
17750,32,76,1-32-2020-076-05,5,1,E,1,22,1,762,12,2,117.232373502648,7,5
17810,10,83,1-10-2020-083-06,6,2,F,1,22,1,762,3,2,431.532072305516,4,5
17873,23,29,1-23-2020-029-02,2,1,C,1,22,2,741,3,3,85.7006131020617,5,5
17895,22,57,1-22-2020-057-06,6,1,C,1,22,1,742,3,3,63.0821191735572,12,5
17440,11,32,1-11-2020-032-04,4,2,D,1,22,1,762,2,3,1951.25810913455,8,5
20298,23,73,1-23-2020-073-01,1,1,D,1,22,1,842,3,3,107.1226930888,5,5
20179,27,96,1-27-2020-096-03,3,2,D,1,22,1,762,2,2,37.0520669410764,3,5
20364,32,199,1-32-2020-199-03,3,1,F,1,22,2,741,2,2,1884.44794711554,7,5
16211,16,6,1-16-2020-006-01,1,2,G,1,22,1,762,5,2,19.5951062192473,5,5
16211,16,6,1-16-2020-006-01,1,2,H,1,22,1,999,5,3,19.5951062192473,5,5
19081,16,108,1-16-2020-108-05,5,1,J,1,22,1,742,5,3,80.5572265827033,5,5
19925,19,172,1-19-2020-172-08,8,1,D,1,22,1,999,5,2,111.512892312692,9,5
19975,17,122,1-17-2020-122-08,8,1,H,1,22,1,201,2,3,799.358295633079,4,5
20046,54,44,1-54-2020-044-05,5,1,G,1,22,1,842,2,3,206.886569593872,9,5
20172,32,188,1-32-2020-188-05,5,1,N,1,22,1,852,5,3,98.6395109806555,7,5
19715,24,170,1-24-2020-170-03,3,1,E,1,22,1,812,3,2,198.319659859114,1,5
19752,52,176,1-52-2020-176-02,2,2,J,1,22,2,841,3,1,20.3744460339419,12,5
19762,32,168,1-32-2020-168-02,2,2,B,1,22,1,732,2,2,33.7705155336673,7,5
19824,48,71,1-48-2020-071-09,9,1,B,1,22,1,842,5,3,157.965860664726,12,5
19832,76,87,1-76-2020-087-03,3,1,N,1,22,2,741,9,2,78.7304600120317,3,5
19081,16,108,1-16-2020-108-05,5,1,H,1,22,1,762,5,2,80.5572265827033,5,5
19657,11,85,1-11-2020-085-02,2,1,B,1,22,1,762,2,3,77.1543052356597,8,5
19680,32,163,1-32-2020-163-08,8,1,E,1,22,1,999,2,2,729.337432501874,7,5
19680,32,163,1-32-2020-163-08,8,1,F,1,22,1,842,5,2,729.337432501874,7,5
19715,24,170,1-24-2020-170-03,3,1,B,1,22,1,832,3,2,198.319659859114,1,5
19715,24,170,1-24-2020-170-03,3,1,C,1,22,1,742,3,2,198.319659859114,1,5
19715,24,170,1-24-2020-170-03,3,1,D,1,22,1,742,3,2,198.319659859114,1,5
19459,76,78,1-76-2020-078-02,2,2,O,1,22,1,999,98,3,14.8756328479644,3,5
19524,13,100,1-13-2020-100-08,8,1,C,1,22,1,842,5,2,1223.0131824803,7,5
19574,14,79,1-14-2020-079-03,3,2,B,1,22,1,842,5,3,1192.45134837154,8,5
19574,14,79,1-14-2020-079-03,3,2,D,1,22,1,762,2,3,1192.45134837154,8,5
18611,26,112,1-26-2020-112-05,5,1,B,1,24,1,842,3,3,127.032736403118,10,5
18609,29,114,1-29-2020-114-06,6,1,E,1,24,1,841,3,3,94.7435930697675,2,5
18614,15,76,1-15-2020-076-04,4,1,A,1,24,1,841,3,2,31.8011423208134,1,5
18636,10,120,1-10-2020-120-02,2,2,G,1,24,1,841,3,1,109.980365747698,4,5
18315,16,79,1-16-2020-079-07,7,2,A,1,24,1,842,9,3,678.166585953997,5,5
18647,24,113,1-24-2020-113-03,3,2,A,1,24,1,841,3,1,236.839336768398,1,5
18589,32,112,1-32-2020-112-02,2,1,B,1,24,1,841,5,2,33.3624803189445,7,5
18589,32,112,1-32-2020-112-02,2,1,C,1,24,1,842,5,2,33.3624803189445,7,5
18591,32,114,1-32-2020-114-04,4,1,A,1,24,1,841,5,2,2304.19999610806,7,5
18591,32,114,1-32-2020-114-04,4,1,B,1,24,1,851,5,2,2304.19999610806,7,5
18610,26,111,1-26-2020-111-03,3,2,A,1,24,1,841,2,3,1379.72359230667,10,5
18611,26,112,1-26-2020-112-05,5,1,A,1,24,1,841,3,3,127.032736403118,10,5
18525,29,112,1-29-2020-112-07,7,2,A,1,24,1,841,3,3,486.077025886372,2,5
18369,30,84,1-30-2020-084-03,3,2,A,1,24,1,841,3,3,144.661220290814,10,5
18369,30,84,1-30-2020-084-03,3,2,B,1,24,1,842,3,3,144.661220290814,10,5
18560,10,115,1-10-2020-115-08,8,2,C,1,24,1,841,96,1,101.900741828771,4,5
18570,11,57,1-11-2020-057-10,10,1,B,1,24,1,842,3,3,17155.6753144371,8,5
18571,24,110,1-24-2020-110-03,3,1,A,1,24,1,841,3,2,617.414133148947,1,5
18464,77,69,1-77-2020-069-01,1,1,D,1,24,1,842,96,1,103.196479574378,9,5
18470,14,53,1-14-2020-053-01,1,1,E,1,24,1,841,96,1,242.872553981741,8,5
18472,17,89,1-17-2020-089-10,10,1,B,1,24,1,841,2,2,1957.77506826451,4,5
18476,24,106,1-24-2020-106-03,3,1,A,1,24,1,849,3,1,226.899209447121,1,5
18530,20,54,1-20-2020-054-02,2,1,C,1,24,1,841,2,2,141.036842125321,11,5
18534,21,96,1-21-2020-096-02,2,1,A,1,24,1,849,3,2,11.9399869412831,11,5
18391,17,87,1-17-2020-087-08,8,1,B,1,24,1,842,3,2,188.218879679795,4,5
18391,17,87,1-17-2020-087-08,8,1,C,1,24,1,842,3,2,188.218879679795,4,5
18391,17,87,1-17-2020-087-08,8,1,D,1,24,1,841,3,2,188.218879679795,4,5
18446,29,109,1-29-2020-109-08,8,1,H,1,24,1,851,1,1,15.4480968281205,2,5
18072,29,90,1-29-2020-090-06,6,1,F,1,24,1,841,96,2,43.8099494177558,2,5
18464,77,69,1-77-2020-069-01,1,1,C,1,24,1,841,96,1,103.196479574378,9,5
18039,52,97,1-52-2020-097-05,5,1,B,1,2,1,762,5,2,24.7078982723699,12,5
18040,52,98,1-52-2020-098-04,4,2,A,1,2,1,762,5,3,323.960101740463,12,5
18070,33,57,1-33-2020-057-06,6,2,G,1,2,1,762,5,3,108.326271815318,12,5
18075,29,93,1-29-2020-093-08,8,1,H,1,2,1,762,98,1,17.7645076342521,2,5
18105,14,46,1-14-2020-046-04,4,1,A,1,2,2,101,98,3,1654.97466196157,8,5
17955,32,85,1-32-2020-085-05,5,2,F,1,2,1,742,5,2,86.7302740738339,7,5
17976,26,86,1-26-2020-086-09,9,1,A,1,2,1,762,98,2,864.637564686499,10,5
17982,29,88,1-29-2020-088-10,10,1,D,1,2,1,762,98,2,822.187251009559,2,5
17987,18,40,1-18-2020-040-09,9,2,A,1,2,1,762,1,3,985.382076513781,6,5
18022,10,91,1-10-2020-091-03,3,2,E,1,2,2,101,6,3,176.188805900644,4,5
18024,10,93,1-10-2020-093-07,7,1,B,1,2,1,101,1,1,852.551466236519,4,5
17857,18,37,1-18-2020-037-06,6,1,A,1,2,1,762,1,3,347.07067702051,6,5
17889,27,42,1-27-2020-042-09,9,1,B,1,2,1,762,98,2,406.459901909469,3,5
17903,20,41,1-20-2020-041-03,3,1,B,1,2,1,762,11,3,704.147032992242,11,5
17927,10,90,1-10-2020-090-09,9,2,F,1,2,1,762,98,3,773.712375360081,4,5
17949,66,42,1-66-2020-042-04,4,1,B,1,2,1,101,5,2,140.688438342688,6,5
17953,59,29,1-59-2020-029-02,2,2,B,1,2,1,762,98,3,48.5689789823997,6,5
17794,22,52,1-22-2020-052-09,9,1,A,1,2,1,762,4,3,158.438481376136,12,5
17795,18,35,1-18-2020-035-03,3,2,A,1,2,1,762,1,3,189.52723380796,6,5
17811,10,84,1-10-2020-084-01,1,1,B,1,2,1,101,3,1,20.7611405952343,4,5
17828,28,41,1-28-2020-041-03,3,1,B,1,2,2,999,98,2,60.5394775145906,3,5
17875,19,79,1-19-2020-079-08,8,1,B,1,2,1,761,2,2,53.1453761107126,9,5
17847,32,80,1-32-2020-080-02,2,1,C,1,2,1,762,1,3,25.0789115507103,7,5
17717,77,51,1-77-2020-051-05,5,1,H,1,2,1,101,98,3,112.559048029248,9,5
17719,10,80,1-10-2020-080-06,6,1,C,1,2,1,762,3,2,266.086742186681,4,5
17723,14,38,1-14-2020-038-01,1,1,F,1,2,1,762,98,2,188.773611723321,8,5
17736,52,83,1-52-2020-083-06,6,1,B,1,2,1,762,2,2,36.4789860457844,12,5
17735,52,82,1-52-2020-082-06,6,2,B,1,2,1,762,98,2,36.4789860457844,12,5
17793,22,51,1-22-2020-051-03,3,1,H,1,2,1,999,5,2,29.2424072422433,12,5
17650,32,73,1-32-2020-073-02,2,2,E,1,2,2,761,5,3,65.0911164661818,7,5
17680,19,73,1-19-2020-073-06,6,1,A,1,2,1,762,98,3,193.269375501579,9,5
17684,27,37,1-27-2020-037-03,3,1,A,1,2,1,101,96,2,20.3106052940248,3,5
17648,32,71,1-32-2020-071-03,3,1,B,1,2,1,101,2,3,626.324702369227,7,5
17703,19,74,1-19-2020-074-08,8,1,H,1,2,2,101,5,1,76.7577466679799,9,5
17661,13,50,1-13-2020-050-05,5,1,D,1,2,2,761,5,3,47.8004580380807,7,5
17322,23,19,1-23-2020-019-06,6,2,B,1,2,1,762,98,3,356.422815473669,5,5
17751,32,77,1-32-2020-077-01,1,2,C,9,251,1,851,5,2,76.8626399423592,7,5
19981,24,182,1-24-2020-182-05,5,2,B,9,251,1,861,3,2,48.1207487007779,1,5
20299,16,127,1-16-2020-127-01,1,2,D,9,251,1,851,5,3,96.5185960824772,5,5
20299,16,127,1-16-2020-127-01,1,2,E,9,251,1,852,5,2,96.5185960824772,5,5
19587,24,165,1-24-2020-165-01,1,1,F,9,251,1,869,98,3,97.4673874654262,1,5
20193,20,93,1-20-2020-093-05,5,1,B,9,251,1,862,5,2,107.813981726156,11,5
19350,26,141,1-26-2020-141-02,2,1,E,9,251,1,861,3,3,26.0307470955837,10,5
18589,32,112,1-32-2020-112-02,2,1,D,9,251,1,861,5,2,33.3624803189445,7,5
18589,32,112,1-32-2020-112-02,2,1,E,9,251,1,862,5,2,33.3624803189445,7,5
