CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
16406,22,10,1-22-2020-010-09,9,2,263,449,169,1862,143,76,111,152,6,3.0,2,3,0,1,166.610477979943,12,5
16407,52,17,1-52-2020-017-03,3,1,287,516,194,1918,168,103,126,158,6,3.5,2,4,1,1,38.6623052366953,12,5
16407,52,17,1-52-2020-017-03,3,2,257,414,180,1508,158,83,73,148,4,1.6,2,1,0,0,38.6623052366953,12,5
16936,66,20,1-66-2020-020-09,9,1,281,509,185,1684,158,110,120,140,6,3.9,2,1,0,0,320.084031991684,6,5
16945,26,42,1-26-2020-042-03,3,1,270,463,176,1315,153,91,102,140,4,1.8,9,1,9,0,656.392177857226,10,5
16947,26,44,1-26-2020-044-08,8,1,268,454,173,1762,151,83,105,136,6,3.4,9,3,9,0,456.169596432166,10,5
16948,26,45,1-26-2020-045-02,2,1,270,461,186,1661,157,98,93,158,4,2.4,2,1,9,0,32.5680867447262,10,5
16950,27,21,1-27-2020-021-03,3,1,270,463,184,1610,160,93,100,999,4,2.5,2,4,0,0,44.4512371000451,3,5
16951,13,25,1-13-2020-025-01,1,1,266,479,178,1360,153,98,116,999,4,2.2,2,1,0,0,43.4739414761396,7,5
16953,13,27,1-13-2020-027-06,6,1,268,461,180,1407,154,97,96,156,4,1.8,2,1,0,0,974.423254242947,7,5
16957,18,17,1-18-2020-017-01,1,1,277,489,185,1539,159,102,108,999,6,3.6,2,9,0,0,56.4835297139271,6,5
16958,18,18,1-18-2020-018-09,9,1,281,509,185,1630,158,110,120,999,8,5.3,9,9,9,0,279.340631988138,6,5
16959,22,25,1-22-2020-025-03,3,1,300,518,201,2390,168,96,123,999,8,4.7,2,3,0,0,29.2424072422433,12,5
16959,22,25,1-22-2020-025-03,3,2,270,464,178,1265,152,97,98,999,4,1.8,2,1,0,0,29.2424072422433,12,5
16960,22,26,1-22-2020-026-08,8,1,260,453,170,1135,146,94,100,999,4,1.8,2,1,0,0,35.1289230230615,12,5
16961,22,27,1-22-2020-027-09,9,1,263,449,169,1862,143,76,111,999,6,3.0,9,3,0,0,175.635958199054,12,5
16962,16,28,1-16-2020-028-03,3,1,267,475,179,1480,155,100,110,999,6,3.0,2,1,0,0,133.367357619456,5,5
16962,16,28,1-16-2020-028-03,3,2,272,483,185,1480,158,100,110,999,4,2.4,2,1,0,0,133.367357619456,5,5
16964,16,30,1-16-2020-030-06,6,1,270,464,178,1265,152,97,98,999,4,1.8,2,1,0,0,221.055293286322,5,5
16965,33,20,1-33-2020-020-06,6,1,305,508,191,1797,162,92,110,160,6,3.6,2,2,9,0,116.638192639903,12,5
16967,33,22,1-33-2020-022-04,4,1,260,446,169,2395,148,999,999,999,4,1.6,9,1,0,0,179.362667874904,12,5
16967,33,22,1-33-2020-022-04,4,2,281,503,184,1516,157,111,113,999,6,3.8,9,1,9,0,179.362667874904,12,5
16968,20,18,1-20-2020-018-03,3,1,322,536,186,1975,156,93,123,164,4,2.3,2,2,9,0,202.880532587636,11,5
16970,15,22,1-15-2020-022-03,3,1,279,489,190,2020,164,108,102,999,6,3.5,2,4,9,0,8.23310067892975,1,5
16970,15,22,1-15-2020-022-03,3,2,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,8.23310067892975,1,5
17435,17,62,1-17-2020-062-03,3,1,302,521,199,2234,170,102,116,166,6,3.6,2,4,9,0,141.078087811885,4,5
17435,17,62,1-17-2020-062-03,3,2,260,417,177,1625,150,84,73,153,98,98.0,3,1,9,0,141.078087811885,4,5
17435,17,62,1-17-2020-062-03,3,3,302,521,199,2234,170,102,116,170,8,5.3,9,4,9,0,141.078087811885,4,5
17436,17,63,1-17-2020-063-05,5,1,257,437,172,1155,148,82,97,150,4,1.6,2,1,9,0,72.2952189419722,4,5
17437,17,64,1-17-2020-064-04,4,1,278,491,185,1615,158,98,114,165,6,3.5,2,1,9,0,496.045704054933,4,5
17437,17,64,1-17-2020-064-04,4,2,266,459,185,1580,161,91,101,160,4,1.5,2,4,9,0,496.045704054933,4,5
17439,11,31,1-11-2020-031-06,6,1,277,487,184,1537,158,105,104,152,6,3.6,2,1,0,0,1059.84329400952,8,5
18411,77,67,1-77-2020-067-08,8,1,269,478,196,2007,170,100,110,160,6,3.5,2,3,0,0,203.611726743993,9,5
18413,32,104,1-32-2020-104-07,7,1,273,480,183,1493,155,98,110,160,4,2.4,2,1,0,0,3892.52350761219,7,5
18413,32,104,1-32-2020-104-07,7,2,276,453,184,1804,159,81,96,158,6,3.5,2,2,0,0,3892.52350761219,7,5
18414,32,105,1-32-2020-105-09,9,1,394,610,201,2243,171,96,120,180,8,5.2,2,2,0,1,4755.37240164294,7,5
18414,32,105,1-32-2020-105-09,9,2,272,480,179,1490,155,100,110,148,6,3.0,2,1,0,1,4755.37240164294,7,5
18414,32,105,1-32-2020-105-09,9,3,257,465,186,1531,154,104,105,999,6,3.8,2,2,0,0,4755.37240164294,7,5
18415,32,106,1-32-2020-106-07,7,1,260,446,170,1042,148,83,103,150,4,1.6,2,1,0,0,3892.52350761219,7,5
18415,32,106,1-32-2020-106-07,7,2,265,444,175,1227,151,87,92,164,4,1.8,1,1,0,0,3892.52350761219,7,5
18416,59,37,1-59-2020-037-02,2,1,321,524,190,2150,163,88,115,165,6,3.0,2,4,0,0,48.5689789823997,6,5
18416,59,37,1-59-2020-037-02,2,2,315,547,182,1581,155,87,131,156,8,5.2,2,2,0,1,48.5689789823997,6,5
18417,59,38,1-59-2020-038-05,5,1,308,514,195,1960,165,96,111,180,6,3.3,2,1,0,0,80.8642391582898,6,5
18417,59,38,1-59-2020-038-05,5,2,285,478,193,1841,165,97,98,166,4,2.0,2,4,0,0,80.8642391582898,6,5
18418,27,54,1-27-2020-054-04,4,1,325,529,190,1860,161,85,119,156,6,4.0,2,3,0,0,129.439550509475,3,5
18418,27,54,1-27-2020-054-04,4,2,270,463,184,1610,160,93,100,150,4,2.5,2,4,0,0,129.439550509475,3,5
18419,27,55,1-27-2020-055-04,4,1,277,481,182,1441,159,96,108,999,4,2.5,2,1,9,0,129.439550502024,3,5
17064,15,25,1-15-2020-025-07,7,2,262,453,182,1583,156,92,100,999,4,2.4,2,4,9,0,131.980029821554,1,5
17065,15,26,1-15-2020-026-03,3,1,270,463,184,1610,160,93,100,999,4,2.5,2,4,0,0,28.1538983077347,1,5
17067,30,30,1-30-2020-030-06,6,1,270,468,189,1672,162,95,104,999,4,2.4,2,1,0,0,277.340777691374,10,5
17067,30,30,1-30-2020-030-06,6,2,273,447,174,1450,149,74,100,999,6,2.8,2,2,0,0,277.340777691374,10,5
17068,30,31,1-30-2020-031-04,4,1,271,468,183,1445,158,98,99,999,4,2.4,1,1,0,0,600.738450575826,10,5
17070,76,27,1-76-2020-027-02,2,1,371,584,219,2584,188,94,119,999,6,3.5,2,3,0,1,14.8756328479644,3,5
17071,76,28,1-76-2020-028-04,4,1,279,482,193,2180,161,91,112,999,6,4.0,2,3,9,0,47.343673663792,3,5
17073,77,35,1-77-2020-035-08,8,1,265,457,187,1469,158,98,94,156,8,5.7,1,2,9,0,238.857135474964,9,5
17074,77,36,1-77-2020-036-03,3,1,266,459,185,1580,161,91,101,158,4,1.5,2,4,0,0,297.308885750207,9,5
17074,77,36,1-77-2020-036-03,3,2,270,463,184,1610,160,93,100,156,4,2.5,2,4,0,0,297.308885750207,9,5
17076,14,24,1-14-2020-024-09,9,1,365,571,202,2397,167,101,105,999,8,5.3,9,3,9,0,1367.24759729074,8,5
17077,17,45,1-17-2020-045-04,4,1,307,519,200,2132,171,102,111,158,6,3.6,2,4,0,0,234.907488023044,4,5
17079,17,47,1-17-2020-047-04,4,1,289,489,183,1735,158,100,100,152,4,2.4,2,1,0,0,234.907488053144,4,5
17079,17,47,1-17-2020-047-04,4,2,262,445,171,1067,148,86,97,148,4,1.6,2,1,0,0,234.907488053144,4,5
17080,17,48,1-17-2020-048-06,6,1,270,462,186,1669,157,100,93,165,4,2.4,9,3,9,0,110.735304598754,4,5
17080,17,48,1-17-2020-048-06,6,2,286,479,184,1706,158,96,97,165,4,2.4,2,1,9,0,110.735304598754,4,5
17081,12,25,1-12-2020-025-07,7,1,275,459,175,1569,153,92,92,999,4,2.5,2,1,0,0,765.101854464088,9,5
17081,12,25,1-12-2020-025-07,7,2,308,514,200,2050,166,96,111,999,6,3.6,2,1,0,0,765.101854464088,9,5
17082,12,26,1-12-2020-026-07,7,1,389,598,203,2415,174,100,108,999,8,5.3,2,4,0,0,765.101854464088,9,5
17083,10,51,1-10-2020-051-07,7,1,292,482,194,2121,163,88,102,999,6,3.6,9,2,9,0,604.651175455769,4,5
17084,10,52,1-10-2020-052-06,6,1,288,487,184,1751,156,86,113,999,6,3.0,2,2,0,0,207.116157357373,4,5
17084,10,52,1-10-2020-052-06,6,2,270,467,189,1722,161,93,104,999,4,2.4,2,1,9,0,207.116157357373,4,5
19570,10,166,1-10-2020-166-06,6,1,270,463,184,1610,160,93,100,160,4,2.5,2,4,0,0,345.725890352876,4,5
19572,54,37,1-54-2020-037-03,3,1,365,573,203,2366,174,100,108,185,8,5.3,2,3,0,1,458.894769804421,9,5
19573,14,78,1-14-2020-078-06,6,1,379,597,201,2433,175,102,116,999,6,3.0,9,2,9,0,1976.47825679332,8,5
19573,14,78,1-14-2020-078-06,6,2,268,461,180,1407,154,97,96,155,4,1.4,2,1,0,0,1976.47825679332,8,5
19576,10,168,1-10-2020-168-10,10,2,285,478,193,1774,164,97,98,999,6,3.5,2,1,9,0,4229.75831297255,4,5
19576,10,168,1-10-2020-168-10,10,1,283,482,192,2090,165,84,117,150,6,4.3,2,4,0,1,4229.75831297255,4,5
19578,17,114,1-17-2020-114-08,8,1,287,487,192,2099,158,90,110,177,6,4.2,2,3,0,0,146.67722051781,4,5
19580,11,82,1-11-2020-082-04,4,2,283,489,183,1495,158,98,109,150,4,2.5,2,1,0,0,5142.84347342677,8,5
19580,11,82,1-11-2020-082-04,4,1,278,485,182,1467,159,99,109,150,4,2.4,2,1,0,0,5142.84347342677,8,5
19581,11,83,1-11-2020-083-09,9,1,293,500,183,1795,157,84,124,160,6,4.3,2,1,0,0,9847.69423094263,8,5
19581,11,83,1-11-2020-083-09,9,2,269,465,180,1564,153,98,98,999,4,2.5,2,4,0,0,9847.69423094263,8,5
19582,48,65,1-48-2020-065-07,7,1,270,455,178,1305,157,87,99,999,4,1.8,9,1,9,0,246.389477990813,12,5
19583,48,66,1-48-2020-066-04,4,1,999,613,203,2728,174,95,119,999,8,6.0,9,3,9,0,118.06660183057,12,5
19583,48,66,1-48-2020-066-04,4,2,278,487,183,1451,159,97,112,155,4,2.5,2,1,0,0,118.06660183057,12,5
19583,48,66,1-48-2020-066-04,4,3,398,614,203,2236,172,96,120,170,6,3.5,2,3,0,0,118.06660183057,12,5
19584,24,162,1-24-2020-162-04,4,1,263,445,178,1455,153,97,85,125,4,2.0,2,4,0,0,1525.46260915894,1,5
19586,24,164,1-24-2020-164-03,3,1,278,485,182,1467,159,99,109,999,4,2.5,2,1,0,0,469.704286651656,1,5
19586,24,164,1-24-2020-164-03,3,2,289,481,183,1984,155,82,112,999,6,4.0,2,1,9,0,469.704286651656,1,5
19587,24,165,1-24-2020-165-01,1,1,260,459,170,1290,145,95,104,148,4,2.0,2,1,0,0,97.4673874654262,1,5
19589,52,169,1-52-2020-169-03,3,1,289,489,183,1923,158,100,100,160,6,3.6,2,4,0,0,64.3212598280531,12,5
19589,52,169,1-52-2020-169-03,3,2,268,461,180,1407,154,97,96,148,4,1.4,2,1,0,0,64.3212598280531,12,5
19589,52,169,1-52-2020-169-03,3,3,262,444,181,1540,155,86,95,999,4,2.3,9,1,9,0,64.3212598280531,12,5
20190,15,127,1-15-2020-127-07,7,2,270,463,184,1639,160,93,100,999,4,2.5,9,4,9,0,95.2014527824205,1,5
20191,29,176,1-29-2020-176-09,9,1,281,508,185,1552,157,108,121,156,6,3.8,2,1,0,0,338.759837443018,2,5
20193,20,93,1-20-2020-093-05,5,1,303,508,198,1940,172,95,110,170,6,3.5,2,1,0,0,107.813981726156,11,5
20194,26,179,1-26-2020-179-06,6,2,273,483,183,1490,156,101,110,150,4,2.5,2,1,9,0,386.265308646024,10,5
20194,26,179,1-26-2020-179-06,6,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,386.265308646024,10,5
20196,21,164,1-21-2020-164-02,2,1,270,442,180,1377,155,92,81,999,4,2.5,2,1,0,0,86.2520230009883,11,5
20196,21,164,1-21-2020-164-02,2,2,279,489,193,1926,163,100,111,999,6,3.5,2,1,9,0,86.2520230009883,11,5
20196,21,164,1-21-2020-164-02,2,3,313,525,200,2513,173,88,124,999,8,5.6,2,2,9,0,86.2520230009883,11,5
20197,30,166,1-30-2020-166-05,5,2,273,483,183,1490,156,101,110,150,4,2.5,2,1,0,0,26.9451403739047,10,5
20197,30,166,1-30-2020-166-05,5,1,281,503,184,1516,157,111,113,999,6,3.8,9,9,9,0,26.9451403739047,10,5
20199,30,168,1-30-2020-168-06,6,1,270,468,189,1871,999,95,100,999,6,3.3,2,1,9,0,160.161078343261,10,5
20199,30,168,1-30-2020-168-06,6,2,275,485,184,1580,157,98,112,150,4,2.4,2,1,0,0,160.161078343261,10,5
20200,21,165,1-21-2020-165-05,5,1,432,696,202,2179,173,104,160,170,6,3.0,2,2,1,0,37.9612329506205,11,5
20202,76,96,1-76-2020-096-04,4,1,270,454,176,1526,153,95,89,999,4,1.8,2,1,0,0,123.458415767746,3,5
20203,30,169,1-30-2020-169-07,7,1,268,460,180,1399,155,96,96,150,4,1.4,2,9,9,0,581.043477082966,10,5
20203,30,169,1-30-2020-169-07,7,2,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,581.043477082966,10,5
20206,26,180,1-26-2020-180-03,3,1,370,574,203,2441,173,90,113,173,8,5.7,2,3,0,1,245.69317300871,10,5
20207,13,118,1-13-2020-118-02,2,1,281,486,187,1572,160,97,108,154,4,2.4,2,1,0,0,37.2898723350478,7,5
20208,13,119,1-13-2020-119-05,5,1,279,480,188,2000,158,91,108,158,8,4.7,2,2,0,0,91.6891748139349,7,5
