CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
6164,28,2,1-28-2017-002-06,6,1,1728,898,830,P205/55R16,210,P205/55R16,210,,,,,,,,,217.971600402965,3,2
6165,23,4,1-23-2017-004-06,6,1,2608,1338,1452,P245/60R18,210,P245/60R18,240,,,,,,,,,561.326705636604,5,2
6166,23,5,1-23-2017-005-04,4,1,1944,1076,870,P225/40R18,260,P225/40R18,235,,,,,,,,,1032.61891630804,5,2
6170,32,4,1-32-2017-004-03,3,2,2170,1120,1080,P225/65R17,221,P225/65R17,221,,,,,,,,,920.857885382022,7,2
6174,16,4,1-16-2017-004-02,2,2,9999,9999,9999,P215/50R17,240,P215/50R17,240,,,,,,,,,40.0150623120713,5,2
6175,16,5,1-16-2017-005-09,9,1,2223,1270,1225,31X10.50R15LT,210,31X10.50R15LT,210,,,,,,,,,2962.15877300143,5,2
6175,16,5,1-16-2017-005-09,9,2,1685,899,830,P195/60R15,220,P195/60R15,220,,,,,,,,,2962.15877300143,5,2
6177,31,2,1-31-2017-002-10,10,2,1816,1007,809,P215/60R15,210,P215/60R15,210,,,,,,,,,1073.84216837139,6,2
6185,12,2,1-12-2017-002-06,6,1,2294,1210,1280,P235/60R17,210,P235/60R17,210,,,,,,,,,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,2,2313,1138,1315,9999999999,999,9999999999,999,,,,,,,,,6809.55000197747,9,2
6183,17,5,1-17-2017-005-04,4,1,1978,1191,1191,P215/55R17,240,P215/55R17,240,,,,,,,,,214.939687318745,4,2
6184,17,6,1-17-2017-006-04,4,1,2134,1141,993,P235/50R18,210,P235/50R18,210,,,,,,,,,214.939687324865,4,2
6182,17,4,1-17-2017-004-09,9,1,2131,1147,984,P215/70R15,230,P215/70R15,230,,,,,,,,,384.013662303031,4,2
6191,29,2,1-29-2017-002-05,5,1,1720,939,800,P205/55R16,220,P205/55R16,220,,,,,,,,,235.126225322891,2,2
6192,26,2,1-26-2017-002-09,9,1,1920,1050,880,P205/65R15,210,P205/65R15,210,,,,,,,,,3498.03165471544,10,2
6188,19,8,1-19-2017-008-08,8,1,2124,1157,967,P215/60R16,205,P215/60R16,205,,,,,,,,,306.905612993846,9,2
6186,19,6,1-19-2017-006-04,4,1,2776,1397,1497,P245/60R18,240,P245/60R18,240,,,,,,,,,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,2,5216,2086,3538,LT225/75R16,448,LT225/75R16,448,,,,,,,,,1259.52606882267,9,2
6187,19,7,1-19-2017-007-05,5,1,2087,1134,1225,P205/75R15,240,P205/75R15,240,,,,,,,,,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,2020,1056,964,P225/50R17,210,P225/50R17,210,,,,,,,,,79.9848995102589,9,2
6187,19,7,1-19-2017-007-05,5,2,1792,1041,821,P205/55R16,230,P205/55R16,230,,,,,,,,,79.9848995102589,9,2
6196,24,3,1-24-2017-003-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,2,1944,1076,901,P225/45R17,235,P225/45R17,235,,,,,,,,,359.818309819376,1,2
6199,22,4,1-22-2017-004-07,7,1,1582,941,961,P205/55R16,200,P205/55R16,200,,,,,,,,,211.337813213927,12,2
6200,22,5,1-22-2017-005-04,4,1,2080,1070,1060,P225/60R17,220,P225/60R17,210,,,,,,,,,220.136301508367,12,2
6198,22,3,1-22-2017-003-09,9,1,3901,2000,2722,LT245/75R16,370,LT245/75R16,550,,,,,,,,,358.511606967376,12,2
6180,13,5,1-13-2017-005-03,3,2,1370,730,670,P165/65R14,240,P165/65R14,240,,,,,,,,,1311.02538453678,7,2
6198,22,3,1-22-2017-003-09,9,2,3220,1810,1880,P275/65R18,210,P275/65R18,230,,,,,,,,,358.511606967376,12,2
6179,13,4,1-13-2017-004-03,3,2,2300,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,1950,1100,960,P205/65R16,225,P205/65R16,225,,,,,,,,,1311.02538454043,7,2
6198,22,3,1-22-2017-003-09,9,3,2000,1075,1040,P245/40R18,230,P245/40R18,220,,,,,,,,,358.511606967376,12,2
6207,20,4,1-20-2017-004-04,4,1,1932,1209,1209,P205/65R15,220,P205/65R15,220,,,,,,,,,671.332756770817,11,2
6210,15,3,1-15-2017-003-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,436.435949116308,1,2
6211,18,2,1-18-2017-002-04,4,2,1815,975,848,P205/60R16,250,P205/60R16,250,,,,,,,,,559.497086859663,6,2
6214,18,3,1-18-2017-003-10,10,1,2608,1338,1452,P245/65R17,210,P245/65R17,240,,,,,,,,,4594.56953046122,6,2
6215,32,5,1-32-2017-005-05,5,1,1465,830,830,P185/60R15,220,P185/60R15,220,,,,,,,,,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,1990,1050,990,P225/45R17,240,P225/45R17,240,,,,,,,,,156.929343754051,7,2
6206,20,3,1-20-2017-003-02,2,1,1700,915,794,P195/65R15,210,P195/65R15,210,,,,,,,,,39.0673380453663,11,2
6217,30,4,1-30-2017-004-04,4,1,2100,1191,1191,P205/65R16,240,P205/65R16,240,,,,,,,,,759.796183904248,10,2
6218,30,5,1-30-2017-005-07,7,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,889.340757753611,10,2
6218,30,5,1-30-2017-005-07,7,2,1755,1010,950,P195/65R15,220,P195/65R15,220,,,,,,,,,889.340757753611,10,2
6222,14,4,1-14-2017-004-10,10,1,1698,874,824,P195/60R15,210,P195/60R15,210,,,,,,,,,5496.44877828333,8,2
6201,22,6,1-22-2017-006-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,50.6616883268184,12,2
6223,14,5,1-14-2017-005-06,6,1,2012,1080,1044,P215/60R17,220,P215/60R17,220,,,,,,,,,2850.08274068618,8,2
6233,32,7,1-32-2017-007-09,9,1,1780,980,960,P195/60R15,210,P195/60R15,210,,,,,,,,,3404.16805142899,7,2
6228,10,3,1-10-2017-003-09,9,1,2018,1118,900,P205/60R16,221,P205/60R16,207,,,,,,,,,1098.36140168446,4,2
6234,32,8,1-32-2017-008-06,6,1,2440,1180,1280,P235/50R19,241,P235/50R19,241,,,,,,,,,1146.93937210064,7,2
6236,16,7,1-16-2017-007-07,7,2,1930,1030,949,P225/40R18,260,P225/40R18,260,,,,,,,,,700.608668700306,5,2
6238,12,3,1-12-2017-003-04,4,2,2250,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,2969.00932898461,9,2
6237,16,8,1-16-2017-008-07,7,2,1948,1009,939,P215/60R16,210,P215/60R16,210,,,,,,,,,700.608668706153,5,2
6242,12,4,1-12-2017-004-07,7,1,2142,1030,1124,P225/50R18,230,P225/50R18,230,,,,,,,,,3303.40692034561,9,2
6229,24,4,1-24-2017-004-07,7,1,3992,1678,2431,LT225/75R16,415,LT225/75R16,550,,,,,,,,,615.743725181132,1,2
6230,24,5,1-24-2017-005-03,3,2,1950,1100,960,P205/65R16,225,P205/65R16,225,,,,,,,,,154.897902837707,1,2
6241,31,4,1-31-2017-004-06,6,1,3175,1792,1792,P265/70R17,240,P265/70R17,240,,,,,,,,,374.469255445773,6,2
6245,17,8,1-17-2017-008-03,3,1,2124,1157,967,P215/60R16,207,P215/60R16,207,,,,,,,,,134.288191587689,4,2
6245,17,8,1-17-2017-008-03,3,2,1780,990,910,P205/55R16,250,P205/55R16,250,,,,,,,,,134.288191587689,4,2
6246,17,9,1-17-2017-009-03,3,2,3266,1588,1905,P265/70R17,210,P265/70R17,210,,,,,,,,,134.288191588743,4,2
6244,17,7,1-17-2017-007-06,6,1,2050,1104,946,P225/50R17,210,P225/50R17,210,,,,,,,,,260.452544085976,4,2
6260,33,4,1-33-2017-004-09,9,1,2449,1202,1361,P225/75R15,179,P225/75R15,241,,,,,,,,,275.58801350289,12,2
6255,22,8,1-22-2017-008-07,7,1,2087,1180,1007,P215/65R16,220,P215/65R16,220,,,,,,,,,178.517289524824,12,2
6254,22,7,1-22-2017-007-09,9,1,1864,1035,829,P195/75R14,240,P195/75R14,240,,,,,,,,,302.83515933275,12,2
6260,33,4,1-33-2017-004-09,9,3,3311,1610,1905,P275/55R20,220,P275/55R20,220,,,,,,,,,275.58801350289,12,2
6262,33,6,1-33-2017-006-10,10,1,2225,1275,1275,P215/65R17,210,P215/65R17,210,,,,,,,,,813.870005186694,12,2
6253,13,8,1-13-2017-008-01,1,1,1930,1050,9999,P205/60R15,207,P205/60R15,207,,,,,,,,,188.955712734655,7,2
6262,33,6,1-33-2017-006-10,10,2,2246,1275,1278,9999999999,999,9999999999,999,,,,,,,,,813.870005186694,12,2
6251,13,6,1-13-2017-006-03,3,1,1905,1020,910,P205/65R16,230,P205/65R16,220,,,,,,,,,803.970471884634,7,2
6243,21,4,1-21-2017-004-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,517.419727076975,11,2
6243,21,4,1-21-2017-004-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,517.419727076975,11,2
6265,19,12,1-19-2017-012-07,7,1,2000,1095,925,P225/50R17,220,P225/50R17,220,,,,,,,,,550.08296943677,9,2
6265,19,12,1-19-2017-012-07,7,2,2518,1338,1452,P235/75R16,210,P235/75R16,240,,,,,,,,,550.08296943677,9,2
6266,19,13,1-19-2017-013-05,5,1,2014,1108,906,P225/60R16,210,P225/60R16,210,,,,,,,,,79.9848995102589,9,2
6252,13,7,1-13-2017-007-02,2,2,2062,1062,1000,P225/55R17,240,P225/55R17,240,,,,,,,,,62.5018868257869,7,2
6270,19,15,1-19-2017-015-06,6,1,2744,1406,1451,P255/70R16,200,P255/70R16,221,,,,,,,,,169.155252521446,9,2
6270,19,15,1-19-2017-015-06,6,2,3085,1633,1792,P245/70R17,240,P245/70R17,240,,,,,,,,,169.155252521446,9,2
6257,22,10,1-22-2017-010-06,6,1,2123,1125,1061,P235/70R16,220,P235/70R16,220,,,,,,,,,94.797052813258,12,2
6257,22,10,1-22-2017-010-06,6,2,2125,1095,1154,P225/40R18,250,P225/40R18,250,,,,,,,,,94.797052813258,12,2
6273,20,7,1-20-2017-007-03,3,1,3083,1565,1724,P255/65R17,240,P255/65R17,240,,,,,,,,,222.029212725436,11,2
6273,20,7,1-20-2017-007-03,3,2,1923,980,979,P215/55R16,210,P215/55R16,210,,,,,,,,,222.029212725436,11,2
6248,28,3,1-28-2017-003-08,8,1,2106,1123,989,P225/50R17,230,P225/50R17,230,,,,,,,,,115.39700389055,3,2
6258,18,4,1-18-2017-004-10,10,1,2017,1104,913,P225/60R16,240,P225/60R16,240,,,,,,,,,4851.78412070462,6,2
6259,18,5,1-18-2017-005-09,9,1,2715,1405,1405,P235/60R17,240,P235/60R17,240,,,,,,,,,1101.97355497386,6,2
6259,18,5,1-18-2017-005-09,9,2,1544,780,764,P185/65R15,210,P185/65R15,180,,,,,,,,,1101.97355497386,6,2
6274,30,7,1-30-2017-007-03,3,1,3175,1656,1792,P265/65R18,240,P265/65R18,240,,,,,,,,,195.270340617582,10,2
6277,30,10,1-30-2017-010-03,3,1,2159,1125,1034,P235/50R18,240,P235/50R18,240,,,,,,,,,195.270340619457,10,2
6277,30,10,1-30-2017-010-03,3,2,2250,1220,1220,P225/65R17,230,P225/65R17,230,,,,,,,,,195.270340619457,10,2
6275,30,8,1-30-2017-008-02,2,1,1716,910,835,P205/55R16,230,P205/55R16,230,,,,,,,,,17.1476472290285,10,2
6275,30,8,1-30-2017-008-02,2,2,2948,1434,1610,P245/70R16,220,P245/70R16,240,P265/70R16,220,P265/70R16,220,P265/65R17,220,P265/65R17,220,17.1476472290285,10,2
6279,26,3,1-26-2017-003-02,2,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,217.327752687266,10,2
6279,26,3,1-26-2017-003-02,2,2,1594,872,735,P185/55R16,230,P185/55R16,230,,,,,,,,,217.327752687266,10,2
6271,20,5,1-20-2017-005-03,3,1,2405,1248,1339,P215/75R15,228,P215/75R15,228,,,,,,,,,222.029212725436,11,2
6271,20,5,1-20-2017-005-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,222.029212725436,11,2
6268,15,5,1-15-2017-005-03,3,2,2037,1018,1080,P225/40R18,230,P225/40R18,260,,,,,,,,,293.700500240111,1,2
6267,15,4,1-15-2017-004-09,9,3,1996,1210,1070,P215/55R17,221,P215/55R17,221,,,,,,,,,1694.46620873361,1,2
6293,14,6,1-14-2017-006-02,2,1,3311,1633,1860,P275/55R20,220,P275/55R20,220,,,,,,,,,377.192049330049,8,2
6293,14,6,1-14-2017-006-02,2,3,4173,2000,2760,LT245/75R16,340,LT245/75R16,550,,,,,,,,,377.192049330049,8,2
6299,24,9,1-24-2017-009-10,10,1,2495,1273,1273,P225/60R18,230,P225/60R18,230,,,,,,,,,7823.5854633871,1,2
6299,24,9,1-24-2017-009-10,10,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,7823.5854633871,1,2
6300,24,10,1-24-2017-010-06,6,1,1923,980,979,P215/55R16,210,P215/55R16,210,,,,,,,,,757.583679969649,1,2
6307,12,5,1-12-2017-005-04,4,1,2200,1350,1395,P235/65R17,235,P235/65R17,235,,,,,,,,,2341.23732557018,9,2
6303,16,9,1-16-2017-009-05,5,1,1697,886,811,P195/65R15,260,P195/65R15,260,,,,,,,,,141.919999800106,5,2
6307,12,5,1-12-2017-005-04,4,2,1932,1052,959,P225/75R15,220,P225/75R15,220,,,,,,,,,2341.23732557018,9,2
6308,29,3,1-29-2017-003-10,10,1,1560,821,762,P185/70R14,210,P185/70R14,210,,,,,,,,,20830.7351125155,2,2
6305,32,9,1-32-2017-009-01,1,1,3085,1656,1792,P245/70R17,240,P245/70R17,240,,,,,,,,,360.855240138265,7,2
6308,29,3,1-29-2017-003-10,10,2,1685,896,796,P195/60R15,220,P195/60R15,220,,,,,,,,,20830.7351125155,2,2
6305,32,9,1-32-2017-009-01,1,2,1555,820,750,P185/70R14,210,P185/70R14,210,,,,,,,,,360.855240138265,7,2
6312,19,18,1-19-2017-018-03,3,1,2436,1293,1248,P215/65R16,241,P215/65R16,241,,,,,,,,,252.846410865255,9,2
6312,19,18,1-19-2017-018-03,3,2,2134,1141,993,P235/50R18,210,P235/50R18,210,,,,,,,,,252.846410865255,9,2
6310,19,17,1-19-2017-017-02,2,1,2131,1140,1000,P245/45R18,230,P245/45R18,230,,,,,,,,,102.089013427492,9,2
6310,19,17,1-19-2017-017-02,2,2,2023,979,1044,P245/40R20,240,P275/35R20,240,,,,,,,,,102.089013427492,9,2
6311,31,5,1-31-2017-005-03,3,1,2041,982,1080,P235/50R18,220,P235/50R18,220,,,,,,,,,562.115223388776,6,2
6296,23,8,1-23-2017-008-03,3,1,3175,1599,1724,P275/55R20,240,P275/55R20,240,,,,,,,,,361.510354200757,5,2
6317,17,11,1-17-2017-011-07,7,1,2145,1162,983,P225/55R17,210,P225/55R17,210,,,,,,,,,1987.12586336849,4,2
6317,17,11,1-17-2017-011-07,7,2,2105,1107,1057,P225/65R17,205,P225/65R17,205,,,,,,,,,1987.12586336849,4,2
6316,13,10,1-13-2017-010-01,1,1,3221,1452,1860,P265/70R17,220,P265/70R17,220,,,,,,,,,333.15253105404,7,2
6324,33,8,1-33-2017-008-03,3,2,1733,939,839,P215/45R17,220,P215/45R17,220,,,,,,,,,162.186708167943,12,2
6322,22,12,1-22-2017-012-07,7,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,166.543174350512,12,2
6315,13,9,1-13-2017-009-04,4,2,1910,1005,940,P215/60R16,220,P215/60R16,220,,,,,,,,,4954.12389489274,7,2
6326,20,8,1-20-2017-008-09,9,2,2336,1270,1225,P235/70R15,220,P235/70R15,220,,,,,,,,,2147.20799350779,11,2
6321,22,11,1-22-2017-011-09,9,1,2336,1179,1292,P235/70R15,179,P235/70R15,179,,,,,,,,,282.522375712169,12,2
6328,15,6,1-15-2017-006-03,3,1,4536,2359,2767,LT245/75R17,517,LT245/75R17,550,,,,,,,,,677.248940550443,1,2
6328,15,6,1-15-2017-006-03,3,2,2018,1066,964,P235/50R17,228,P235/50R17,228,,,,,,,,,677.248940550443,1,2
6297,28,5,1-28-2017-005-08,8,1,1920,1210,1210,P215/60R16,200,P215/60R16,200,,,,,,,,,822.528288874043,3,2
6331,30,13,1-30-2017-013-06,6,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1455.71663814421,10,2
6329,30,12,1-30-2017-012-05,5,2,3310,1810,1940,P275/55R20,210,P275/55R20,230,,,,,,,,,127.907972387975,10,2
6314,18,6,1-18-2017-006-10,10,1,2164,1155,1009,P235/55R17,210,P235/55R17,210,,,,,,,,,9018.03222861973,6,2
6314,18,6,1-18-2017-006-10,10,2,2608,1338,1452,P245/70R16,228,P245/70R16,220,,,,,,,,,9018.03222861973,6,2
6318,26,4,1-26-2017-004-09,9,1,3040,1679,1770,P245/70R17,240,P245/70R17,240,,,,,,,,,4450.78214838925,10,2
6340,14,7,1-14-2017-007-08,8,1,1871,907,971,P205/70R15,180,P205/70R15,180,,,,,,,,,1502.31800595479,8,2
6340,14,7,1-14-2017-007-08,8,2,2948,1709,1610,P265/70R17,241,P265/70R17,241,,,,,,,,,1502.31800595479,8,2
6343,28,6,1-28-2017-006-03,3,2,1828,948,880,P215/60R16,240,P215/60R16,240,,,,,,,,,341.026316061788,3,2
6342,24,12,1-24-2017-012-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,153.326904137304,1,2
6342,24,12,1-24-2017-012-03,3,2,3266,1429,2118,LT225/75R16,280,LT225/75R16,450,,,,,,,,,153.326904137304,1,2
6345,23,9,1-23-2017-009-03,3,1,1844,970,874,P215/60R16,240,P215/60R16,240,,,,,,,,,187.820886282507,5,2
6348,32,12,1-32-2017-012-07,7,2,1930,1120,1020,P205/60R16,221,P205/60R16,221,,,,,,,,,5303.85549310429,7,2
6348,32,12,1-32-2017-012-07,7,3,1672,925,770,P185/60R15,221,P185/60R15,221,P185/65R14,221,P185/65R14,221,,,,,5303.85549310429,7,2
6347,32,11,1-32-2017-011-07,7,1,1968,1039,936,P215/70R16,210,P215/70R16,210,,,,,,,,,5303.85549310429,7,2
6349,16,11,1-16-2017-011-02,2,2,2023,1068,959,P215/60R16,220,P215/60R16,220,,,,,,,,,23.5476598737852,5,2
6350,16,12,1-16-2017-012-07,7,1,2106,1130,976,P225/55R17,210,P225/55R17,210,,,,,,,,,1097.7992303142,5,2
6351,29,4,1-29-2017-004-07,7,1,1941,1017,993,P215/60R16,220,P215/60R16,220,,,,,,,,,1696.4023108647,2,2
6353,17,12,1-17-2017-012-07,7,1,2745,1339,1407,P225/65R16,250,P225/65R16,250,,,,,,,,,1124.00172722639,4,2
6359,33,9,1-33-2017-009-03,3,1,2040,1160,1140,P205/65R16,235,P205/65R16,235,,,,,,,,,156.526497578033,12,2
6360,33,10,1-33-2017-010-06,6,1,2012,1080,998,P215/60R17,220,P215/60R17,220,,,,,,,,,227.116484260283,12,2
6362,19,19,1-19-2017-019-06,6,1,2094,1125,969,P225/55R17,210,P225/55R17,210,,,,,,,,,417.704209858924,9,2
6362,19,19,1-19-2017-019-06,6,2,1512,870,750,9999999999,221,9999999999,221,,,,,,,,,417.704209858924,9,2
6363,19,20,1-19-2017-020-04,4,1,2131,1242,1192,P235/70R15,179,P235/70R15,179,,,,,,,,,1320.59535121042,9,2
6363,19,20,1-19-2017-020-04,4,2,2155,1050,1150,P185/60R15,300,P185/60R15,325,,,,,,,,,1320.59535121042,9,2
6360,33,10,1-33-2017-010-06,6,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,227.116484260283,12,2
6367,12,7,1-12-2017-007-04,4,1,1733,939,839,P205/55R16,220,P205/55R16,220,,,,,,,,,1021.86144489025,9,2
6354,21,6,1-21-2017-006-04,4,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1145.92166113939,11,2
6368,30,14,1-30-2017-014-07,7,1,2075,1160,935,P225/50R17,220,P225/50R17,220,,,,,,,,,2047.77206735431,10,2
6366,20,11,1-20-2017-011-01,1,1,1788,920,1010,P215/70R16,200,P215/70R16,200,,,,,,,,,47.9714768351659,11,2
6372,20,12,1-20-2017-012-07,7,1,1900,1020,1030,P215/45R17,220,P215/45R17,220,,,,,,,,,670.91945689348,11,2
6364,18,7,1-18-2017-007-02,2,1,1723,907,816,P205/50R17,240,P205/50R17,240,,,,,,,,,124.559546533485,6,2
6371,15,7,1-15-2017-007-02,2,1,2431,1300,1338,P225/65R17,207,P225/65R17,207,,,,,,,,,90.5972103651107,1,2
6371,15,7,1-15-2017-007-02,2,3,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,90.5972103651107,1,2
6375,24,13,1-24-2017-013-07,7,1,1695,895,800,P205/55R16,220,P205/55R16,220,,,,,,,,,556.161111626185,1,2
6375,24,13,1-24-2017-013-07,7,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,556.161111626185,1,2
6344,10,5,1-10-2017-005-02,2,1,2930,1450,1600,P255/55R20,241,P255/55R20,241,,,,,,,,,53.6821037817962,4,2
6369,30,15,1-30-2017-015-04,4,1,1860,1020,920,P215/55R17,230,P215/55R17,230,,,,,,,,,1749.48622189022,10,2
6369,30,15,1-30-2017-015-04,4,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1749.48622189022,10,2
6385,23,12,1-23-2017-012-03,3,1,2059,1093,971,P235/45R18,235,P235/45R18,235,,,,,,,,,340.446348711426,5,2
6393,32,14,1-32-2017-014-04,4,1,2036,1040,1027,P225/65R17,230,P225/65R17,230,,,,,,,,,8974.51772059799,7,2
