CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
6148,28,1,1-28-2017-001-04,4,1,238,365,160,1050,141,75,52,136,4,1.2,2,1,0,0,204.800494620173,3,2
6150,10,1,1-10-2017-001-09,9,1,285,473,187,1792,160,95,91,170,6,3.4,2,1,0,0,1076.86348486225,4,2
6129,18,1,1-18-2017-001-10,10,1,352,561,200,2495,170,94,113,181,8,5.0,2,3,0,0,6297.69228784152,6,2
6144,26,1,1-26-2017-001-10,10,1,279,493,185,1815,156,101,112,160,6,3.0,2,4,0,0,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,2,269,478,196,2007,169,100,110,178,6,3.0,2,4,0,0,20830.7351125155,10,2
6133,21,1,1-21-2017-001-03,3,1,257,437,172,1155,148,82,97,130,4,1.6,2,1,0,0,299.98594818982,11,2
6134,21,2,1-21-2017-002-09,9,1,271,461,182,1540,155,94,94,140,6,3.0,2,1,0,0,440.927593351114,11,2
6157,30,3,1-30-2017-003-04,4,1,277,481,182,1441,159,96,108,163,4,2.5,2,1,0,0,776.878031446285,10,2
6157,30,3,1-30-2017-003-04,4,2,338,542,200,2066,164,86,120,999,8,5.8,2,2,0,0,776.878031446285,10,2
6132,22,2,1-22-2017-002-06,6,1,260,454,176,1279,150,94,100,150,4,1.8,2,1,0,0,198.309823245595,12,2
6112,19,5,1-19-2017-005-03,3,1,999,999,999,9999,999,999,999,999,99,99.0,9,9,9,0,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,284,488,186,1554,160,94,110,150,4,2.0,2,1,0,0,639.392649632869,9,2
6155,30,2,1-30-2017-002-05,5,1,269,457,179,1296,152,94,94,148,4,2.0,2,1,0,0,37.8522806752521,10,2
6149,25,2,1-25-2017-002-10,10,1,999,999,203,9999,172,96,120,999,6,2.7,9,3,9,0,5135.48608998873,2,2
6149,25,2,1-25-2017-002-10,10,2,999,999,999,9999,999,999,999,999,8,5.3,9,9,9,0,5135.48608998873,2,2
6149,25,2,1-25-2017-002-10,10,3,272,468,178,1319,151,94,102,999,4,2.2,9,1,9,0,5135.48608998873,2,2
6151,25,3,1-25-2017-003-06,6,1,340,545,203,2370,173,100,105,172,8,5.3,2,3,0,0,438.207071902862,2,2
6151,25,3,1-25-2017-003-06,6,2,260,452,169,1067,143,99,94,140,4,1.9,1,1,0,0,438.207071902862,2,2
6164,28,2,1-28-2017-002-06,6,1,262,458,173,1261,148,96,100,144,4,2.2,2,1,0,0,217.971600402965,3,2
6165,23,4,1-23-2017-004-06,6,1,287,487,189,2060,158,90,110,158,6,4.0,2,3,0,0,561.326705636604,5,2
6166,23,5,1-23-2017-005-04,4,1,271,468,183,1471,157,98,99,148,4,2.0,2,1,0,0,1032.61891630804,5,2
6170,32,4,1-32-2017-004-03,3,1,260,430,170,1235,148,91,80,144,4,1.8,2,1,0,0,920.857885382022,7,2
6170,32,4,1-32-2017-004-03,3,2,281,500,190,1694,165,103,116,158,4,2.4,2,1,0,0,920.857885382022,7,2
6174,16,4,1-16-2017-004-02,2,1,278,485,182,1467,159,99,109,156,4,2.0,2,1,0,0,40.0150623120713,5,2
6174,16,4,1-16-2017-004-02,2,2,263,448,176,1440,150,93,93,150,4,2.0,2,1,0,0,40.0150623120713,5,2
6175,16,5,1-16-2017-005-09,9,1,312,520,173,1771,142,90,118,999,6,4.3,2,2,0,0,2962.15877300143,5,2
6175,16,5,1-16-2017-005-09,9,2,262,453,170,1235,147,89,104,154,4,2.0,2,1,0,0,2962.15877300143,5,2
6177,31,2,1-31-2017-002-10,10,1,290,536,197,1692,159,110,139,171,8,5.0,2,2,0,0,1073.84216837139,6,2
6177,31,2,1-31-2017-002-10,10,2,272,473,179,1413,150,101,102,164,4,2.4,2,1,0,0,1073.84216837139,6,2
6185,12,2,1-12-2017-002-06,6,1,271,458,185,1735,156,93,94,150,6,3.0,2,1,0,0,6809.55000197747,9,2
6185,12,2,1-12-2017-002-06,6,2,320,523,182,9999,149,89,115,160,6,4.0,2,2,0,0,6809.55000197747,9,2
6183,17,5,1-17-2017-005-04,4,1,278,485,182,1467,159,99,109,156,4,2.0,2,1,0,0,214.939687318745,4,2
6184,17,6,1-17-2017-006-04,4,1,284,511,185,1754,159,101,126,146,6,3.0,2,1,0,0,214.939687324865,4,2
6182,17,4,1-17-2017-004-09,9,1,285,508,187,1618,158,108,116,156,6,3.8,2,1,0,1,384.013662303031,4,2
6182,17,4,1-17-2017-004-09,9,2,262,440,175,1452,153,84,94,154,4,2.0,2,4,0,0,384.013662303031,4,2
6176,14,2,1-14-2017-002-06,6,1,363,581,203,3007,173,97,121,999,8,6.0,9,2,9,0,584.8457903551,8,2
6176,14,2,1-14-2017-002-06,6,2,295,502,192,1732,161,95,112,162,6,3.0,2,2,0,0,584.8457903551,8,2
6191,29,2,1-29-2017-002-05,5,1,270,453,178,1265,156,87,97,140,4,1.8,2,1,0,0,235.126225322891,2,2
6197,21,3,1-21-2017-003-10,10,1,291,538,199,1722,163,108,139,164,8,4.6,9,2,9,0,10784.5477453862,11,2
6195,24,2,1-24-2017-002-02,2,1,280,487,184,1458,154,91,114,146,4,1.8,2,1,0,0,71.0568449065563,1,2
6195,24,2,1-24-2017-002-02,2,2,257,424,181,1372,154,88,81,152,4,2.4,2,1,0,0,71.0568449065563,1,2
6192,26,2,1-26-2017-002-09,9,1,272,480,179,1490,154,100,110,160,6,3.0,2,1,0,0,3498.03165471544,10,2
6188,19,8,1-19-2017-008-08,8,1,276,502,185,1521,158,106,121,160,6,3.0,2,1,0,0,306.905612993846,9,2
6192,26,2,1-26-2017-002-09,9,2,260,453,170,1135,146,94,100,152,4,1.0,2,1,0,0,3498.03165471544,10,2
6186,19,6,1-19-2017-006-04,4,1,286,501,200,2067,170,96,117,170,6,3.0,2,1,0,0,1259.52606882267,9,2
6186,19,6,1-19-2017-006-04,4,2,999,999,999,9999,174,77,999,174,8,5.0,2,1,1,1,1259.52606882267,9,2
6187,19,7,1-19-2017-007-05,5,1,312,520,173,1425,139,90,118,160,6,4.3,2,2,0,0,79.9848995102589,9,2
6189,19,9,1-19-2017-009-05,5,1,285,487,179,1569,153,99,103,155,4,2.4,2,1,0,0,79.9848995102589,9,2
6187,19,7,1-19-2017-007-05,5,2,269,457,179,1296,152,94,95,143,4,2.0,2,1,0,0,79.9848995102589,9,2
6196,24,3,1-24-2017-003-03,3,1,303,507,192,1746,161,93,111,166,6,3.3,2,1,0,0,359.818309819376,1,2
6196,24,3,1-24-2017-003-03,3,2,271,468,183,1471,157,98,99,160,4,1.4,2,1,0,0,359.818309819376,1,2
6203,33,2,1-33-2017-002-03,3,1,306,523,201,2046,173,102,116,999,8,5.7,2,2,0,0,119.342505820862,12,2
6204,33,3,1-33-2017-003-09,9,1,265,444,175,1227,150,87,92,140,4,1.0,2,1,0,0,564.254277306589,12,2
6199,22,4,1-22-2017-004-07,7,1,265,463,178,1289,154,89,109,160,4,2.0,2,1,0,0,211.337813213927,12,2
6200,22,5,1-22-2017-005-04,4,1,274,480,182,1619,155,97,109,150,4,2.0,2,4,0,0,220.136301508367,12,2
6198,22,3,1-22-2017-003-09,9,1,389,595,202,2639,171,101,105,176,8,6.0,2,1,0,0,358.511606967376,12,2
6180,13,5,1-13-2017-005-03,3,1,258,458,178,1746,149,89,111,999,6,4.0,9,9,0,0,1311.02538453678,7,2
6180,13,5,1-13-2017-005-03,3,2,245,378,167,930,143,74,59,138,4,1.2,2,1,0,0,1311.02538453678,7,2
6198,22,3,1-22-2017-003-09,9,2,357,575,203,2281,168,95,123,192,8,6.0,2,3,0,0,358.511606967376,12,2
6179,13,4,1-13-2017-004-03,3,1,400,619,202,2713,171,101,118,999,8,6.0,9,9,9,0,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,2,286,479,184,1782,158,96,97,166,4,2.4,2,4,0,0,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,3,280,482,183,1475,160,94,108,160,4,2.4,2,1,0,0,1311.02538454043,7,2
6179,13,4,1-13-2017-004-03,3,4,269,461,184,1800,151,82,111,999,6,4.0,9,9,9,0,1311.02538454043,7,2
6198,22,3,1-22-2017-003-09,9,3,264,457,177,1538,152,100,95,160,4,2.0,1,1,0,0,358.511606967376,12,2
6207,20,4,1-20-2017-004-04,4,1,267,483,179,1495,153,100,116,152,6,3.0,2,1,0,0,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,2,368,581,200,2454,170,98,116,165,8,5.0,2,3,0,0,671.332756770817,11,2
6207,20,4,1-20-2017-004-04,4,3,283,481,180,1570,153,83,114,999,6,3.0,9,1,9,0,671.332756770817,11,2
6209,15,2,1-15-2017-002-02,2,1,277,486,183,1420,159,97,112,160,4,2.5,2,1,0,0,34.0144855376558,1,2
6210,15,3,1-15-2017-003-03,3,1,263,441,176,1423,152,88,89,999,4,2.4,9,3,9,0,436.435949116308,1,2
6210,15,3,1-15-2017-003-03,3,2,279,479,191,1960,163,94,107,999,6,3.5,9,3,0,0,436.435949116308,1,2
6210,15,3,1-15-2017-003-03,3,3,267,456,175,1258,151,93,96,999,4,2.0,9,1,9,0,436.435949116308,1,2
6211,18,2,1-18-2017-002-04,4,1,340,546,202,2290,167,101,105,172,8,5.0,2,3,0,0,559.497086859663,6,2
6211,18,2,1-18-2017-002-04,4,2,270,446,180,1286,156,93,84,154,4,2.0,2,1,0,0,559.497086859663,6,2
6214,18,3,1-18-2017-003-10,10,1,287,487,189,2084,158,90,110,168,6,4.0,2,3,0,0,4594.56953046122,6,2
6215,32,5,1-32-2017-005-05,5,1,246,383,170,1050,147,76,62,999,4,1.5,2,1,1,0,156.929343754051,7,2
6215,32,5,1-32-2017-005-05,5,2,258,455,178,1465,151,90,108,158,4,2.0,2,1,0,0,156.929343754051,7,2
6206,20,3,1-20-2017-003-02,2,1,267,456,175,1236,151,93,96,140,4,1.8,2,1,0,0,39.0673380453663,11,2
6217,30,4,1-30-2017-004-04,4,1,277,481,182,1441,159,96,108,156,4,2.5,2,1,0,0,759.796183904248,10,2
6218,30,5,1-30-2017-005-07,7,1,262,444,169,1191,999,75,107,150,4,2.4,9,2,0,0,889.340757753611,10,2
6218,30,5,1-30-2017-005-07,7,2,265,451,178,1246,153,88,98,148,4,2.0,2,1,0,0,889.340757753611,10,2
6222,14,4,1-14-2017-004-10,10,1,262,458,173,1265,149,96,100,140,4,2.2,2,1,0,0,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,2,285,508,187,1618,159,108,116,150,6,3.8,2,1,0,0,5496.44877828333,8,2
6222,14,4,1-14-2017-004-10,10,3,269,465,180,1485,153,98,98,999,4,2.5,9,1,9,0,5496.44877828333,8,2
6219,30,6,1-30-2017-006-04,4,1,280,484,183,1484,160,97,108,144,4,2.4,2,1,0,1,759.796183896963,10,2
6201,22,6,1-22-2017-006-03,3,1,269,454,184,9999,157,93,92,152,4,2.0,2,3,0,0,50.6616883268184,12,2
6223,14,5,1-14-2017-005-06,6,1,264,441,176,1410,151,88,89,150,4,2.0,2,1,0,0,2850.08274068618,8,2
6223,14,5,1-14-2017-005-06,6,2,357,570,203,3115,173,102,111,999,6,6.0,9,3,9,0,2850.08274068618,8,2
6233,32,7,1-32-2017-007-09,9,1,259,449,172,1225,149,92,98,142,4,2.0,2,1,0,0,3404.16805142899,7,2
6228,10,3,1-10-2017-003-09,9,1,273,485,182,1440,154,98,114,148,4,2.4,2,1,0,0,1098.36140168446,4,2
6232,32,6,1-32-2017-006-04,4,1,279,487,183,1480,156,92,116,160,4,1.8,2,1,0,0,2047.48443634482,7,2
6232,32,6,1-32-2017-006-04,4,2,368,581,200,2350,170,98,116,184,8,4.6,2,2,0,0,2047.48443634482,7,2
6234,32,8,1-32-2017-008-06,6,1,276,453,184,1804,159,81,96,168,6,3.0,2,2,0,0,1146.93937210064,7,2
6234,32,8,1-32-2017-008-06,6,2,262,440,183,1493,154,85,92,160,6,3.0,2,1,0,0,1146.93937210064,7,2
6225,23,7,1-23-2017-007-07,7,1,365,573,203,2360,174,100,108,999,6,4.3,9,3,0,0,440.593541020037,5,2
6225,23,7,1-23-2017-007-07,7,2,260,454,176,1279,151,94,100,148,4,1.8,2,1,0,0,440.593541020037,5,2
6238,12,3,1-12-2017-003-04,4,1,365,565,202,2521,167,95,105,170,8,6.0,2,2,0,0,2969.00932898461,9,2
6236,16,7,1-16-2017-007-07,7,2,258,421,178,1389,152,88,75,156,4,2.0,1,2,0,0,700.608668700306,5,2
6238,12,3,1-12-2017-003-04,4,2,286,479,184,1778,159,96,97,160,4,2.4,2,1,0,0,2969.00932898461,9,2
6237,16,8,1-16-2017-008-07,7,1,414,628,200,2658,170,98,116,186,6,3.0,2,3,0,0,700.608668706153,5,2
6237,16,8,1-16-2017-008-07,7,2,285,487,179,1569,153,99,103,144,6,3.0,2,2,0,0,700.608668706153,5,2
6242,12,4,1-12-2017-004-07,7,1,285,475,177,1680,152,82,110,160,6,3.0,2,2,0,0,3303.40692034561,9,2
6229,24,4,1-24-2017-004-07,7,1,351,550,202,2546,173,87,112,188,8,5.4,2,2,0,0,615.743725181132,1,2
6230,24,5,1-24-2017-005-03,3,1,310,518,188,1780,164,88,121,999,6,3.6,9,9,9,0,154.897902837707,1,2
6230,24,5,1-24-2017-005-03,3,2,280,482,183,1475,160,94,108,140,4,2.4,2,1,0,0,154.897902837707,1,2
6241,31,4,1-31-2017-004-06,6,1,365,570,203,2397,173,100,105,192,8,5.0,2,3,0,0,374.469255445773,6,2
6240,31,3,1-31-2017-003-09,9,1,269,478,196,2007,170,100,110,177,6,3.5,2,1,0,0,686.221391487831,6,2
6245,17,8,1-17-2017-008-03,3,1,276,502,185,1515,158,106,121,158,6,3.0,2,1,0,0,134.288191587689,4,2
6245,17,8,1-17-2017-008-03,3,2,270,455,178,1275,157,87,99,150,4,2.0,2,1,0,0,134.288191587689,4,2
6247,17,10,1-17-2017-010-07,7,1,278,484,180,1437,154,97,109,148,6,3.0,2,1,0,0,530.295579083377,4,2
6247,17,10,1-17-2017-010-07,7,2,287,487,189,2084,158,90,110,999,8,6.0,2,3,9,0,530.295579083377,4,2
6246,17,9,1-17-2017-009-03,3,1,281,504,182,1577,157,112,112,999,6,3.8,9,1,9,0,134.288191588743,4,2
6246,17,9,1-17-2017-009-03,3,2,330,565,201,2579,153,100,135,176,8,5.3,2,2,0,0,134.288191588743,4,2
6244,17,7,1-17-2017-007-06,6,1,285,485,179,1601,153,97,102,160,6,3.0,2,1,0,0,260.452544085976,4,2
6244,17,7,1-17-2017-007-06,6,2,285,487,179,1549,153,99,103,142,4,2.4,2,1,0,0,260.452544085976,4,2
6260,33,4,1-33-2017-004-09,9,1,310,491,169,1716,143,72,110,999,6,3.0,1,2,0,0,275.58801350289,12,2
6255,22,8,1-22-2017-008-07,7,1,277,485,182,1542,156,102,106,150,4,2.0,2,1,0,0,178.517289524824,12,2
6256,22,9,1-22-2017-009-09,9,1,268,454,180,1803,151,83,105,150,6,3.4,2,3,0,0,302.835159341122,12,2
6254,22,7,1-22-2017-007-09,9,1,266,484,177,1242,144,108,110,152,4,2.0,2,1,0,0,302.83515933275,12,2
6260,33,4,1-33-2017-004-09,9,3,330,565,201,2794,172,100,134,999,8,6.2,2,3,0,0,275.58801350289,12,2
6224,23,6,1-23-2017-006-06,6,1,277,485,182,1542,156,102,106,170,99,99.0,2,1,0,0,224.9954257324,5,2
6262,33,6,1-33-2017-006-10,10,1,295,502,192,1688,161,95,112,168,6,3.0,2,9,0,0,813.870005186694,12,2
6253,13,8,1-13-2017-008-01,1,1,272,481,179,1485,155,101,110,999,6,3.0,2,1,0,0,188.955712734655,7,2
6262,33,6,1-33-2017-006-10,10,2,305,500,188,1708,160,85,110,999,6,3.5,2,1,0,0,813.870005186694,12,2
6251,13,6,1-13-2017-006-03,3,1,278,486,185,1496,158,96,112,156,4,2.4,2,1,0,0,803.970471884634,7,2
6251,13,6,1-13-2017-006-03,3,2,292,485,198,2489,169,87,106,999,6,3.0,9,9,9,0,803.970471884634,7,2
6243,21,4,1-21-2017-004-03,3,1,295,518,204,2649,175,103,120,999,8,6.2,2,2,0,0,517.419727076975,11,2
6243,21,4,1-21-2017-004-03,3,2,277,489,185,1539,159,102,108,999,4,2.4,9,1,0,0,517.419727076975,11,2
6261,33,5,1-33-2017-005-09,9,1,295,492,182,1999,157,89,110,160,8,4.7,2,2,0,0,275.58801350289,12,2
6265,19,12,1-19-2017-012-07,7,1,274,485,185,1491,158,102,111,160,4,2.0,2,1,0,0,550.08296943677,9,2
6265,19,12,1-19-2017-012-07,7,2,287,487,189,2004,158,90,110,160,6,4.0,2,1,0,0,550.08296943677,9,2
6261,33,5,1-33-2017-005-09,9,2,277,494,185,1528,157,106,112,999,6,3.1,9,9,9,0,275.58801350289,12,2
6266,19,13,1-19-2017-013-05,5,1,281,504,182,1577,157,112,112,150,6,3.8,2,1,0,0,79.9848995102589,9,2
6252,13,7,1-13-2017-007-02,2,2,274,487,185,1539,157,99,114,162,4,2.4,2,1,0,0,62.5018868257869,7,2
6269,19,14,1-19-2017-014-09,9,1,279,480,188,1940,158,91,108,170,6,4.0,2,4,0,0,933.155909690232,9,2
6270,19,15,1-19-2017-015-06,6,1,353,561,201,1911,165,100,110,180,8,4.6,2,2,0,0,169.155252521446,9,2
6270,19,15,1-19-2017-015-06,6,2,365,570,203,2299,173,100,105,180,8,5.3,2,2,0,0,169.155252521446,9,2
6257,22,10,1-22-2017-010-06,6,1,262,444,181,1585,154,86,95,146,6,3.0,2,4,0,0,94.797052813258,12,2
6257,22,10,1-22-2017-010-06,6,2,280,467,181,1655,155,84,104,164,6,2.0,2,4,0,0,94.797052813258,12,2
6272,20,6,1-20-2017-006-01,1,1,274,457,176,1487,999,86,99,150,6,4.0,9,3,9,0,52.1831206563757,11,2
6273,20,7,1-20-2017-007-03,3,1,368,581,200,2402,170,98,116,170,6,3.7,2,2,0,0,222.029212725436,11,2
6273,20,7,1-20-2017-007-03,3,2,263,448,176,1431,150,93,93,150,4,2.2,2,1,0,0,222.029212725436,11,2
6273,20,7,1-20-2017-007-03,3,3,295,513,197,2588,171,100,118,170,8,5.3,2,3,0,0,222.029212725436,11,2
6249,28,4,1-28-2017-004-04,4,1,287,516,194,1918,168,103,126,156,6,3.5,2,4,0,0,399.520240341932,3,2
6248,28,3,1-28-2017-003-08,8,1,273,483,182,1490,155,101,110,140,6,3.0,2,4,0,0,115.39700389055,3,2
6258,18,4,1-18-2017-004-10,10,1,281,508,185,1572,157,108,121,150,6,3.0,2,1,0,0,4851.78412070462,6,2
6258,18,4,1-18-2017-004-10,10,2,278,484,180,1437,154,97,109,999,4,2.0,9,9,9,0,4851.78412070462,6,2
6259,18,5,1-18-2017-005-09,9,1,303,508,198,1990,172,95,110,999,6,3.0,2,1,0,0,1101.97355497386,6,2
6259,18,5,1-18-2017-005-09,9,2,260,449,170,1050,143,97,94,138,4,1.9,2,1,0,0,1101.97355497386,6,2
6274,30,7,1-30-2017-007-03,3,1,365,573,203,2293,174,100,108,180,8,5.0,2,2,0,0,195.270340617582,10,2
6277,30,10,1-30-2017-010-03,3,1,269,454,184,1635,157,93,92,154,4,2.0,2,1,0,0,195.270340619457,10,2
6277,30,10,1-30-2017-010-03,3,2,266,460,185,1625,157,94,100,164,4,2.5,2,3,0,0,195.270340619457,10,2
6275,30,8,1-30-2017-008-02,2,1,270,463,176,1293,153,91,102,148,4,1.8,2,1,0,0,17.1476472290285,10,2
6275,30,8,1-30-2017-008-02,2,2,300,518,201,2390,168,96,122,178,8,4.7,2,2,0,0,17.1476472290285,10,2
6279,26,3,1-26-2017-003-02,2,1,295,483,169,1653,142,74,115,999,4,2.4,9,3,0,0,217.327752687266,10,2
6279,26,3,1-26-2017-003-02,2,2,250,411,170,1163,149,92,70,150,4,1.5,2,1,0,0,217.327752687266,10,2
6271,20,5,1-20-2017-005-03,3,1,269,449,176,1667,147,81,99,156,6,4.0,2,3,0,0,222.029212725436,11,2
6281,30,11,1-30-2017-011-02,2,1,269,450,180,1724,149,81,98,154,6,4.0,2,3,0,0,17.1476472290285,10,2
6281,30,11,1-30-2017-011-02,2,2,286,471,185,1748,157,90,95,999,4,2.4,9,9,9,0,17.1476472290285,10,2
6271,20,5,1-20-2017-005-03,3,2,275,482,184,1614,158,101,108,155,4,2.5,9,4,0,0,222.029212725436,11,2
6268,15,5,1-15-2017-005-03,3,1,262,458,173,1261,149,96,100,999,4,2.2,9,9,9,0,293.700500240111,1,2
6268,15,5,1-15-2017-005-03,3,2,268,443,177,1600,154,78,96,160,6,3.0,2,4,0,0,293.700500240111,1,2
6267,15,4,1-15-2017-004-09,9,1,247,437,169,1055,146,87,105,999,4,1.6,9,1,0,0,1694.46620873361,1,2
6267,15,4,1-15-2017-004-09,9,2,269,449,184,1872,154,75,106,999,6,3.7,9,3,9,0,1694.46620873361,1,2
6267,15,4,1-15-2017-004-09,9,3,272,481,180,1500,156,94,115,154,4,2.4,2,1,0,0,1694.46620873361,1,2
6235,16,6,1-16-2017-006-05,5,1,295,440,188,1994,157,68,78,999,6,3.6,9,3,9,0,34.9388965590746,5,2
