CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
6664,23,25,1-23-2017-025-03,3,1,,,,,,,,260,,,,,,,,,,,,,8,8,,,,,887,168.069669078899,5,2
6682,13,24,1-13-2017-024-03,3,2,,,,,,,,280,,,48,60,,,133,,,,,,10,20,110,6,34,74,887,1287.6958482298,7,2
6701,23,27,1-23-2017-027-03,3,4,,,,,,,,,,,,,,,,,,,,,9,20,,,,,887,460.626893788669,5,2
6703,24,30,1-24-2017-030-07,7,2,,,,,,,,,,,41,,,,121,,,,,,,,,,,,887,1577.08444625558,1,2
6704,14,17,1-14-2017-017-05,5,2,,65,265,,,,,,,,34,,150,151,89,,,,,,10,15,120,10,,,887,628.832940754307,8,2
6705,11,15,1-11-2017-015-05,5,1,,100,273,110,,,100,273,110,,,,155,156,,,,,,,,,,,,,887,459.56320010308,8,2
6705,11,15,1-11-2017-015-05,5,4,,100,280,114,,,,,,,,,,,126,,,,,,,,,,,,887,459.56320010308,8,2
6757,13,28,1-13-2017-028-04,4,2,,,330,,,,,,,,,,,,135,,,,,,10,16,148,,,,887,4712.18190865343,7,2
6758,13,29,1-13-2017-029-06,6,2,,,,,,,,,,,46,55,,,162,,,,,,,,,,,,887,2614.98469636895,7,2
6762,33,29,1-33-2017-029-10,10,1,,,,,,,,,,,,,,,123,,,,,,,,,,,,887,1439.50259572749,12,2
6747,12,16,1-12-2017-016-06,6,1,,,,,,,68,250,,,35,,,,84,,,,,,,,,,,,887,1702.36586596526,9,2
6790,19,41,1-19-2017-041-01,1,1,,,,,,,,,,,,,,,134,,,,,,,,,,,,887,249.502488489623,9,2
6771,22,35,1-22-2017-035-09,9,1,,,410,,,,,,,,,,,,,,,887,887,887,,,,,,,,442.483622805907,12,2
6824,29,16,1-29-2017-016-03,3,2,,,,,,,,,,,42,,,,109,,,,,,,,,,,,887,1318.37167531291,2,2
6805,29,15,1-29-2017-015-04,4,3,,,,,,,,,,,30,,,,123,,,,,,,,,,,,887,1180.76502650807,2,2
6849,13,34,1-13-2017-034-09,9,2,,,,,,,,,,,43,40,,,123,,,,,,,,,,,,887,4840.88145206512,7,2
6833,15,20,1-15-2017-020-03,3,2,,,,,,,,,,,50,,,,131,,,,,,,,,,,,887,375.42663400268,1,2
6835,13,33,1-13-2017-033-02,2,1,,,,,,,,,,,54,65,,,103,,,,,,,,,,,,887,65.3942572948334,7,2
6838,30,39,1-30-2017-039-04,4,2,,,,,,,,,,,,,,,129,,,,,,,,,,,,887,1827.93791705103,10,2
6882,13,36,1-13-2017-036-03,3,1,,,278,,,,,281,,,49,50,,,109,,,,,,13,17,110,,,,887,1223.97054512083,7,2
6906,13,37,1-13-2017-037-03,3,2,,,,,,,,,,,35,42,,,,,,,,,,,,,,,887,1994.16895971702,7,2
6909,21,19,1-21-2017-019-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,116,887,887,887,887,559.906101636162,11,2
6912,18,22,1-18-2017-022-07,7,2,,,,,,,,,,,47,,,,99,,,,,,,,,,,,887,1047.66565241308,6,2
6914,33,38,1-33-2017-038-03,3,2,,,,,,,,,,,31,,,,100,,,,,,,,,,,,887,169.365391008012,12,2
6926,30,45,1-30-2017-045-10,10,2,,,,,,,,,,,,,,,137,,,,,,,,,,,,887,8571.68421813427,10,2
6927,33,37,1-33-2017-037-03,3,2,,,,,,,,,,,,,,,122,,,,,,,,,,,,887,169.365391008012,12,2
6948,12,21,1-12-2017-021-03,3,2,,,265,,,,,,,,,,,,,,,,,,11,15,131,,,,887,1881.9311135103,9,2
6957,13,39,1-13-2017-039-02,2,4,,,431,,,,,431,,,42,64,,,145,,,887,887,887,,,,,,,,140.15566461981,7,2
6776,24,33,1-24-2017-033-09,9,1,,,,,,,,,,,40,45,,,119,,,,,,,,,,,,887,3538.97814112905,1,2
6778,32,31,1-32-2017-031-07,7,2,,,264,,,,,264,,,56,46,152,150,108,,,,,,9,21,115,,,,887,5306.80771863192,7,2
6986,29,20,1-29-2017-020-03,3,1,,,,,,,0,,,,,,,,109,,,,,,,,,,,,887,621.030926613348,2,2
6992,22,48,1-22-2017-048-03,3,2,,,,,,,,,,,45,,,,139,,,,,,,,,,,,887,298.497607046477,12,2
7013,24,47,1-24-2017-047-04,4,1,,,,,,,,,,,36,41,,,,,,72,,,,,,,,,887,1691.42864715331,1,2
7026,33,44,1-33-2017-044-09,9,1,,,,,,,,,,,,,,,,,,,,,11,,105,,20,,887,279.152324704275,12,2
6997,20,48,1-20-2017-048-08,8,2,,,,,,,,,,,32,,,,132,,,,,,,,,,,,887,131.843605511569,11,2
6998,30,49,1-30-2017-049-02,2,1,,,,,,92,,259,,,38,,,,120,,,,,,10,20,92,,,,887,236.772605526814,10,2
7004,17,28,1-17-2017-028-08,8,1,,,,,,,,,,,40,40,,,129,,,,,,,,,,,,887,293.249934085683,4,2
7053,32,48,1-32-2017-048-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,841.136761414762,7,2
7055,14,25,1-14-2017-025-10,10,2,,,,,,,,,,,,55,,,,,,887,887,887,,,,,,,210,20830.7351125155,8,2
7057,25,9,1-25-2017-009-07,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1059.37356838841,2,2
7033,22,49,1-22-2017-049-01,1,1,,,274,,,,,,,,,,,,123,,,55,,,15,30,108,10,37,81,887,109.842315203977,12,2
7037,15,26,1-15-2017-026-02,2,1,,,,,,,,272,,,,,,,,,,,,,14,15,123,,,,887,75.7912097287481,1,2
7082,33,46,1-33-2017-046-03,3,1,,,279,,,,,283,,,,,,,,,,,,,11,19,128,,,,887,62.9930657774199,12,2
7062,16,40,1-16-2017-040-05,5,2,,,,,,,,,,,53,,,,,83,,,,,,,,,,,887,43.9032622398203,5,2
7065,17,30,1-17-2017-030-07,7,2,,,,,,,,,,,42,40,,,,,,61,,,,,,,,,887,1778.88196036324,4,2
7067,15,27,1-15-2017-027-03,3,1,,,,,,,,,,,,,,,131,,,,,,,,,,,,887,627.042826006146,1,2
7125,13,50,1-13-2017-050-04,4,1,,,303,,,,,297,,,,,,,,,,,,,25,10,,,,,887,2521.65929840692,7,2
7129,22,56,1-22-2017-056-03,3,2,,96,330,133,,,96,330,133,,,,165,168,130,,,,,233,,,132,,47,89,887,99.3648857259828,12,2
7149,23,52,1-23-2017-052-03,3,2,,,,,,,,,,,50,,,,122,,,,,,,,,,,,887,209.719806006596,5,2
7152,24,57,1-24-2017-057-02,2,1,,,,,,,,,,,38,40,,,126,,,,,,,,,,,,887,71.0568449065563,1,2
7158,32,56,1-32-2017-056-10,10,1,,,,,,,,,,,38,38,,,147,,,,,,,,,,,,887,11743.7544646105,7,2
7161,14,28,1-14-2017-028-02,2,2,,,,,,,,,,,40,,,,121,72,62,,,140,,,,,,,887,299.171074248821,8,2
7181,30,55,1-30-2017-055-04,4,1,,,,,,,,,,,30,,,,128,,,,,,,,,,,,887,5616.45073494707,10,2
7184,20,62,1-20-2017-062-03,3,2,,,,,,,,,,,36,,,,158,,,,,,,,,,,,887,291.053076656167,11,2
7165,16,44,1-16-2017-044-04,4,2,,,,,,,,,,,,,,,91,,,,,,,,,,,,887,406.544153844197,5,2
7133,20,57,1-20-2017-057-03,3,2,,,,,,,,291,,,43,,,,144,,,,,,999,999,114,,18,,887,82.9371756834646,11,2
7137,33,50,1-33-2017-050-06,6,1,,,,,,,,,,,32,,,,,,,,,,,,,,,,887,202.722371698373,12,2
7199,23,54,1-23-2017-054-09,9,2,,,,,,,,,,,36,,,,113,,,,,,,,,,,,887,1278.7796781533,5,2
7210,14,30,1-14-2017-030-07,7,2,,,,,,,,,,,24,,,,84,,,,,,,,,,,,887,5839.57216860709,8,2
7212,12,30,1-12-2017-030-07,7,1,,,,,,,,,,,29,,,,84,,,,,,,,,,,,887,2259.18028942213,9,2
7234,32,62,1-32-2017-062-03,3,2,,,,,,,,,,,44,44,,,121,,,,,,,,,,,,887,774.44113737545,7,2
7238,11,28,1-11-2017-028-04,4,2,,96,278,107,,,96,278,107,,,,158,157,114,,,54,,,,,103,,34,83,887,6303.98203629516,8,2
7228,33,55,1-33-2017-055-06,6,2,,,,,,,,,,,36,,,,111,,,,,,10,16,116,,,,887,436.28572594027,12,2
7261,26,35,1-26-2017-035-02,2,2,,,,,,,,,,,22,,,,129,,,,,,,,,,,,887,438.621055260916,10,2
7247,28,32,1-28-2017-032-01,1,1,,,,,,,,,,,41,,,,139,,,,,,,,,,,,887,116.185516823547,3,2
7276,22,65,1-22-2017-065-10,10,2,,,,,,,,,,,,999,,,,,,999,999,,,,,,,,887,240.11221588755,12,2
7281,13,53,1-13-2017-053-03,3,1,,,,,,,,,,,40,,,,110,,,,,,,,,,,,887,931.202158532943,7,2
7281,13,53,1-13-2017-053-03,3,2,,,,,,,,,,,,32,,,,,,57,,,,,,,,,887,931.202158532943,7,2
7075,13,46,1-13-2017-046-03,3,2,,,,,,,,,,,62,50,,,221,,,,,170,,,,,,,887,1011.52739065054,7,2
7075,13,46,1-13-2017-046-03,3,5,,,418,,,,,,,,,,,,116,,,887,887,887,,,,,,,,1011.52739065054,7,2
7327,30,57,1-30-2017-057-05,5,2,,,,,,,,,,,21,,,,129,,,,,,,,,,,,887,127.572371892563,10,2
7303,24,64,1-24-2017-064-04,4,2,,,,,,,,,,,42,48,,,131,,,,,,,,,,,,887,1011.03814314018,1,2
7337,30,59,1-30-2017-059-02,2,2,,,,,,,,,,,25,,,,132,,,,,,,,,,,,887,65.7375235677853,10,2
7338,15,37,1-15-2017-037-03,3,1,,,,,,,,,,,40,,,,122,,,,,,,,,,,,887,361.344488707634,1,2
7357,16,52,1-16-2017-052-08,8,2,,,,,,,,,,,,,,,,,,,,,9,23,111,,,,887,446.390185151479,5,2
7360,14,34,1-14-2017-034-03,3,2,,,,,,,,,,,40,,,,116,,,15,50,,,,,,,,887,1996.18806368653,8,2
7347,23,61,1-23-2017-061-04,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,703.852753603933,5,2
7352,25,12,1-25-2017-012-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,1846.64220332465,2,2
7373,31,31,1-31-2017-031-10,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1073.84216837139,6,2
7376,21,32,1-21-2017-032-03,3,1,,,270,,,,,,,,,,,,,,,,,,12,20,115,,,,887,201.697409885435,11,2
7378,22,69,1-22-2017-069-02,2,1,,96,275,105,,,96,275,105,,20,,157,157,132,,,49,,,,,120,,37,80,887,57.5944953362226,12,2
7385,33,64,1-33-2017-064-04,4,2,,,,,,,,,,,,,,,147,,,,,,,,,,,,887,139.338790733019,12,2
7390,17,44,1-17-2017-044-03,3,2,,,,,,,,277,,,,,,,129,,,,,,,,,,,,887,81.8549478795896,4,2
7415,24,68,1-24-2017-068-04,4,2,,,,,,,,,,,41,45,,,132,,,,,,,,,,,,887,5026.38043849568,1,2
7424,14,35,1-14-2017-035-02,2,1,,,275,,,,,,,,,,,,,,,,,,10,9,140,8,35,80,887,217.198891896335,8,2
7433,22,72,1-22-2017-072-09,9,1,,,,,,,,,,,,999,,,,,,,,165,10,20,121,10,40,74,887,366.952088762982,12,2
7453,20,81,1-20-2017-081-06,6,2,,,,,,,,,,,45,,,,,,,,,,,,,,,,887,171.198098689157,11,2
7514,10,33,1-10-2017-033-10,10,1,,,,,,,,,,,30,,,,121,,,,,,,,,,,,887,2415.69467836758,4,2
7517,24,71,1-24-2017-071-07,7,1,,,,,,,,,,,39,41,,,125,,,,,,,,,,,,887,1274.24037659366,1,2
7530,16,56,1-16-2017-056-05,5,1,,,260,,,,,250,,,37,,,,118,,,,,,9,9,140,,,,887,67.9126179851779,5,2
7538,31,34,1-31-2017-034-04,4,2,,,275,,,,,,,,22,,,,128,,,,,,,,,,,,887,2328.51790892268,6,2
7542,18,37,1-18-2017-037-04,4,1,,,,,,,,,,,,42,,,,,,69,66,,,,,,,,887,5254.45731880989,6,2
7551,33,68,1-33-2017-068-06,6,1,,,,,,,,,,,,,,,105,,,,,,,,,,,,887,103.535701555678,12,2
7552,33,69,1-33-2017-069-09,9,1,,,254,,,,,,,,,,,,,,,,,,5,20,110,,,,887,337.372010297099,12,2
7552,33,69,1-33-2017-069-09,9,3,,,,,,,,,,,,,,,,,,,,,,,,,,,887,337.372010297099,12,2
7556,22,77,1-22-2017-077-03,3,2,,,,,,,,,,,60,,,,136,,,887,887,887,,,,,,,,85.5601652647058,12,2
7586,12,38,1-12-2017-038-04,4,2,,,285,,,,,,,,38,,,,110,,,,,,10,16,128,,,,887,890.337454277011,9,2
7593,17,50,1-17-2017-050-07,7,1,,,,,,,,,,,35,,,,,,,,,,25,8,,,,,887,900.226382664292,4,2
7601,13,68,1-13-2017-068-04,4,2,,,,,,,,,,,45,50,,,109,,,,,,,,,,,,887,2086.98845774215,7,2
7643,23,73,1-23-2017-073-05,5,2,,,,,,,,,,,,,,,119,,,,,,,,,,,,887,68.4773923035499,5,2
7652,10,35,1-10-2017-035-05,5,2,,,,,,,,,,,22,,,,128,,,,,,,,,,,,887,46.5860163329168,4,2
7674,12,40,1-12-2017-040-05,5,1,95,110,285,75,360,95,135,260,75,335,31,45,150,155,125,83,75,10,40,150,10,16,132,7,40,87,887,628.832940754307,9,2
7676,33,74,1-33-2017-074-09,9,3,,,,,,,,,,,55,,,,115,,,887,887,887,,,,,,,,885.897251644894,12,2
7653,27,14,1-27-2017-014-04,4,1,,,,,,,,,,,,,,,,,,,,,12,19,,,,,887,492.444172408057,3,2
7664,25,21,1-25-2017-021-02,2,1,,40,,,,,35,,,,,,,,134,,,887,887,887,,,,,,,,59.2358087039559,2,2
6219,30,6,1-30-2017-006-04,4,1,,,,,,,,,,,,,,,133,,,,,,,,,,,,887,759.796183896963,10,2
6620,11,12,1-11-2017-012-08,8,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,122,887,887,887,887,613.015996269852,8,2
6621,23,23,1-23-2017-023-03,3,1,,,260,,,,,,,,,,,,,,,,,,12,24,110,,,,887,172.982897000037,5,2
6622,23,24,1-23-2017-024-04,4,1,,,,,,,,,,,999,42,,,,,,,,,,,,,,,887,617.189198090269,5,2
7691,25,23,1-25-2017-023-04,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1092.08885834505,2,2
7692,24,80,1-24-2017-080-04,4,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,1096.66245862411,1,2
7730,31,36,1-31-2017-036-05,5,2,,,,,,,,,,,,,,,,,,,,,9,21,120,,,,887,628.832940754307,6,2
7732,33,76,1-33-2017-076-07,7,1,,,253,,,,,,,,30,,,,79,,,,,,10,15,110,,,,887,213.44363844088,12,2
7733,33,77,1-33-2017-077-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,62.9930657774199,12,2
7718,19,89,1-19-2017-089-07,7,2,,,,,,,,,,,41,53,170,170,132,,,887,887,887,,,,,,,315,1010.73822145806,9,2
7722,13,74,1-13-2017-074-02,2,3,,,290,,,,,,,,,,,,115,,,,,158,17,14,,,,,887,63.2605525318229,7,2
7254,32,63,1-32-2017-063-06,6,3,,,,,,,,,,,48,52,157,153,109,,,,,,,,,,,,887,967.187878734124,7,2
6938,24,42,1-24-2017-042-06,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,668.211328127467,1,2
7759,10,37,1-10-2017-037-05,5,2,,,,,,,,,,,50,,,,131,,,,,,25,15,126,,,,887,41.5852434204435,4,2
7763,32,92,1-32-2017-092-02,2,3,,,,,,,,,,,50,55,,,,,,887,887,887,12,19,,,,,278,53.7218107392181,7,2
7746,32,89,1-32-2017-089-02,2,2,,,272,,,,,,,,41,42,,,,,,,60,,16,19,118,,,,887,81.1872060777638,7,2
7749,30,70,1-30-2017-070-02,2,2,,,,,,,,,,,45,40,,,129,,,53,,,,,,,,,887,101.745636073272,10,2
7802,15,63,1-15-2017-063-03,3,2,,,,,,,,,,,,,,,,,,52,,,,,,,,,887,134.920243878116,1,2
7805,31,39,1-31-2017-039-09,9,1,,,,,,,,,,,,,,,,,,887,887,887,7,22,134,,,,,1663.27604062427,6,2
7785,13,76,1-13-2017-076-03,3,1,,,307,,,,,,,,,,,,,,,,,,13,14,117,,,,887,776.49318465959,7,2
7788,18,44,1-18-2017-044-09,9,1,,,,,,,,,,,48,,,,89,,,,,,,,,9,39,72,887,2583.42857714023,6,2
7792,33,80,1-33-2017-080-08,8,3,,,,,,,,,,,,,,,129,,,,,,,,,,,,887,147.860634086227,12,2
7811,23,83,1-23-2017-083-09,9,1,,,,,,,,,,,34,,,,129,,,,,,,,,8,37,,887,491.083344288599,5,2
7812,23,84,1-23-2017-084-07,7,3,,,,,,,,,,,,,,,,,,,,,9,12,,,,,887,309.275513655422,5,2
7814,32,94,1-32-2017-094-03,3,1,,,,,,,,,,,58,62,152,150,105,,,,,,10,28,105,,,,887,804.130365599252,7,2
6748,29,14,1-29-2017-014-03,3,1,,,,,,,,,,,47,38,,,128,,,50,,,,,,,63,,887,860.19338867189,2,2
7860,20,100,1-20-2017-100-03,3,1,,,357,,,,,357,,,,,,,,,,887,887,887,13,18,140,,,,,97.2396709817288,11,2
7842,16,61,1-16-2017-061-03,3,2,,,,,,,,,,,42,,,,125,80,,,,,,,,,,,887,758.408529433954,5,2
7846,22,91,1-22-2017-091-08,8,2,,90,312,113,,,90,312,113,,52,,144,140,119,,,887,887,887,,,116,,42,76,210,125.912355833855,12,2
7848,22,93,1-22-2017-093-09,9,1,,90,250,98,,,90,246,98,,,,145,145,133,,,,107,,12,19,114,,38,70,887,759.033002682664,12,2
7850,19,92,1-19-2017-092-09,9,2,,,,,,,,,,,20,,,,,,,61,,,,,,,,,887,7758.23829702,9,2
7856,30,73,1-30-2017-073-03,3,1,,,,,,,,,,,45,,,,136,,,887,887,887,,,,,,,230,435.405052074813,10,2
7856,30,73,1-30-2017-073-03,3,3,,,,,,,,,,,,,,,,138,,887,887,887,,,,,,,,435.405052074813,10,2
7898,13,84,1-13-2017-084-03,3,1,,,,,,,,250,,,,,,,,,,,,,13,13,122,,,,887,561.292611989033,7,2
7907,24,94,1-24-2017-094-04,4,1,,,275,,,,,,,,48,52,,,,,,,,,12,17,,,,,887,1263.56937231219,1,2
7910,15,68,1-15-2017-068-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,311.619179971165,1,2
7874,12,47,1-12-2017-047-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,119,887,887,887,887,887,887,887,887,887,887,887,887,2454.35239269099,9,2
7882,26,51,1-26-2017-051-07,7,1,,,285,,,,,,,,35,,,,,,,,,,,,,,,,887,9163.71036248197,10,2
7885,19,97,1-19-2017-097-01,1,1,,,258,,,,,,,,,,,,,,,,,,9,19,105,5,39,,887,401.34587739812,9,2
7914,20,105,1-20-2017-105-05,5,1,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,64.4665998184883,11,2
7915,20,103,1-20-2017-103-01,1,2,,,,,,,,,,,45,,,,134,,,887,887,887,,,,,,,,88.908471839129,11,2
7958,18,48,1-18-2017-048-04,4,1,,,,,,,,,,,,50,,,,,,10,24,,,,,,,,887,1817.72986799856,6,2
7942,29,25,1-29-2017-025-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,107,887,887,887,887,5138.60114306228,2,2
7943,25,33,1-25-2017-033-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,659.046185759686,2,2
7949,12,49,1-12-2017-049-03,3,2,,,295,,,,,,,,,,,,,,,,,,15,14,134,,,,887,896.225689431293,9,2
7971,20,109,1-20-2017-109-03,3,2,,,,,,,,,,,,41,,,,,,40,,,,,,,,,887,125.414397547365,11,2
7980,32,105,1-32-2017-105-07,7,1,,,281,,,,,,,,40,40,,,,,,,,,9,16,,,,,887,1697.99965014925,7,2
7984,28,51,1-28-2017-051-04,4,1,,,,,,,,,,,30,,,,131,,,,,,15,,123,,16,,887,524.128377475225,3,2
7987,24,99,1-24-2017-099-10,10,2,,,,,,,,,,,17,17,,,,,,10,,,,,,,,,887,5482.87978584211,1,2
8017,20,111,1-20-2017-111-06,6,1,,,,,,,,264,,,40,,,,120,,,,,,15,21,140,,,,887,468.885697679855,11,2
8001,16,67,1-16-2017-067-05,5,2,,,,,,,,314,,,46,,,,129,61,,887,887,887,12,19,119,,,,192,48.7059466510984,5,2
8003,17,67,1-17-2017-067-04,4,1,97,,285,,98,97,,285,,98,48,48,165,164,108,,,,,,,,,,,,887,1439.31692420907,4,2
8004,17,68,1-17-2017-068-02,2,1,,,287,,,,,,,,,28,,,120,94,,,,,8,12,,,,,887,100.146694052494,4,2
6295,10,4,1-10-2017-004-04,4,1,,82,265,96,,,82,265,96,,68,37,154,154,90,,,,,,,,,,,,887,493.639530653368,4,2
8067,16,68,1-16-2017-068-06,6,1,,,,,,,,256,,,28,,,,100,88,,,,,12,16,97,,,,887,1059.70250797157,5,2
8072,17,70,1-17-2017-070-05,5,2,,,,,,,,260,,,,,,,,,,,,,9,16,107,,,,887,156.479576755148,4,2
8057,27,22,1-27-2017-022-06,6,1,,,,,,,,279,,,44,,,,103,,,,,,13,27,,,,,887,156.201745891107,3,2
8059,32,109,1-32-2017-109-01,1,1,,,,,,,,,,,46,60,152,152,106,,,,,,10,19,118,,,,887,260.675640918197,7,2
8063,19,105,1-19-2017-105-03,3,1,,,,,,,,,,,20,,,,131,,,,,,,,,,,,887,270.5790386736,9,2
8084,21,57,1-21-2017-057-03,3,2,,,,,,,,353,,,,,,,,,,887,887,887,8,28,130,,,,,350.409114778015,11,2
8085,33,92,1-33-2017-092-02,2,1,,,,,,,,246,,,,,,,,,,,,,10,30,100,,,,887,66.335309476095,12,2
8127,19,108,1-19-2017-108-09,9,1,,,,,,,,,,,20,,,,137,,,,,,,,,,,,887,1883.27135050704,9,2
8130,18,54,1-18-2017-054-01,1,1,,,,,,,,,,,39,,,,109,,,,,,,,,,,,887,379.983498835986,6,2
8105,28,55,1-28-2017-055-06,6,1,,,,,,,,,,,35,,,,132,,,887,887,887,,,,,,,,120.707039151254,3,2
8108,32,114,1-32-2017-114-03,3,2,,,265,,,,,,,,40,46,156,156,116,,,,,,11,24,108,,,,887,892.121297564092,7,2
8117,16,70,1-16-2017-070-06,6,2,,,,,,,,357,,,,,,,,,,,,,4,9,,,,,887,1070.17056183628,5,2
8118,12,54,1-12-2017-054-07,7,1,,,262,,,,,,,,40,,,,186,,,,,,9,15,140,,,,887,8658.60604270848,9,2
8167,33,96,1-33-2017-096-06,6,2,,,,,,,,,,,,,,,,,,61,,,,,,,,,887,91.9933961472281,12,2
8169,20,119,1-20-2017-119-03,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,140.674716793797,11,2
8194,12,56,1-12-2017-056-04,4,1,,,302,,,,,305,,,44,,,,116,,,,,,11,15,139,,,,887,6880.05579409105,9,2
8198,16,71,1-16-2017-071-06,6,2,,,,,,,,,,,49,49,,,121,84,,55,,,,,,,,,887,2078.07642744592,5,2
8206,19,111,1-19-2017-111-07,7,1,,,,,,,,,,,32,46,158,160,158,,,,,,,,,,,,887,2883.97503579998,9,2
8179,15,81,1-15-2017-081-02,2,1,,,278,,,,,,,,,,,,,,,,,,10,24,117,,,,887,11.5367659147207,1,2
8222,33,99,1-33-2017-099-06,6,1,,,,,,,,240,,,50,,,,150,,,,,,2,1,142,,,,887,224.239893510264,12,2
8208,17,74,1-17-2017-074-09,9,1,,,370,,,,,,,,55,56,,,122,,,887,887,887,,,,,,,290,1277.91476599499,4,2
8214,13,98,1-13-2017-098-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,615.701319778547,7,2
8216,14,56,1-14-2017-056-03,3,2,,,,,,,,265,,,,,,,,,,,,,10,9,120,10,40,75,887,858.378965191769,8,2
8253,19,115,1-19-2017-115-09,9,2,,,,,,,,,,,,40,,,,,,12,,183,,,,,,,887,5030.64389115037,9,2
8254,29,26,1-29-2017-026-06,6,1,,,,,,,,,,,30,,155,156,126,,,,,,,,,,,,887,856.285201308426,2,2
8260,14,58,1-14-2017-058-04,4,2,,,270,,,,,,,,40,,,,,,,,,,,,,,,,887,11935.4976259535,8,2
8238,28,57,1-28-2017-057-09,9,1,,,284,,,,,,,,43,,,,129,55,80,887,887,887,10,13,122,6,42,70,202,1854.6392137218,3,2
8244,32,119,1-32-2017-119-02,2,1,,,279,,,,,279,,,50,60,158,159,134,,,,,,11,23,120,7,,,887,180.921250646427,7,2
8265,13,102,1-13-2017-102-02,2,1,,,,,,,,,,,48,,,,125,,,,,,,,,,,,887,49.8928274034076,7,2
8351,14,60,1-14-2017-060-04,4,1,,,,,,,,278,,,,,,,,,,,,,10,8,130,8,46,75,887,2823.31395353237,8,2
8356,26,63,1-26-2017-063-06,6,1,,,,,,,,268,,,,,,,116,,,,,,15,24,,,,,887,571.998729971993,10,2
8363,13,104,1-13-2017-104-09,9,1,,,,,,,,,,,44,,,,105,,,,,,,,,,,,887,6105.03613816709,7,2
8364,13,105,1-13-2017-105-04,4,3,,,368,,,,,,,,48,,,,,,,887,887,887,5,10,132,,,,,3707.61002789913,7,2
8367,19,118,1-19-2017-118-08,8,2,,,,,,,,,,,41,47,156,156,127,,,,,,,,,,,,887,486.871529691002,9,2
8337,12,59,1-12-2017-059-04,4,1,,,294,,,,,,,,,,157,160,127,,,,,,13,19,125,,,,887,3838.87370925107,9,2
8342,23,106,1-23-2017-106-09,9,2,,,,,,,,280,,,35,,,,127,,,,,,10,32,,,,,887,1179.01666614142,5,2
8413,10,49,1-10-2017-049-03,3,1,887,887,887,887,887,887,887,290,887,887,887,887,887,887,887,887,887,887,887,887,10,16,887,887,887,887,887,157.203392850803,4,2
8415,32,126,1-32-2017-126-03,3,1,,,,,,,,,,,45,45,,,137,,,887,887,887,,,,,,,264,953.614861514524,7,2
8426,17,81,1-17-2017-081-07,7,1,,,,,,,,,,,42,41,,,139,,,,,,,,,,,,887,714.050966343161,4,2
8433,18,61,1-18-2017-061-04,4,1,,,,,,,,,,,47,,,,122,,,,,,,,,,,,887,3486.74804297256,6,2
8474,23,112,1-23-2017-112-05,5,1,,,,,,,,270,,,,,,,,,,,,,10,25,118,,,,887,68.4773923035499,5,2
8480,16,79,1-16-2017-079-04,4,2,,,,,,,,,,,46,52,,,100,,,18,10,,,,,,,,887,1202.19615133779,5,2
8507,22,112,1-22-2017-112-03,3,1,,,,,,,,,,,19,,,,97,,,,,,,,,,,,887,118.671445581412,12,2
8507,22,112,1-22-2017-112-03,3,2,,,,,,,,,,,24,,,,106,,,,,,,,,,,,887,118.671445581412,12,2
8488,26,67,1-26-2017-067-03,3,1,,,270,,,,,,,,28,,,,109,,,,,,,,,,,,887,419.728336512999,10,2
8524,24,125,1-24-2017-125-03,3,1,,,,,,,,,,,45,48,,,127,,,,,,,,,,,,887,199.877249856568,1,2
7409,23,64,1-23-2017-064-01,1,1,,,999,,,,,245,,,,,,,,,,,,,999,999,142,,,,887,90.8798878633592,5,2
7413,11,35,1-11-2017-035-01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,473.930148358357,8,2
