CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,FUELNO,FUELTYPE,CELLDAM,FUELEAK,FUELLOC,FUELCELL,FILLCAP,FUELCOND,CASEWGT,PSUSTRAT,VERSION
7568,28,38,1-28-2017-038-07,7,1,1,1,1,1,88,8,88,8,923.86985852251,3,2
7570,11,37,1-11-2017-037-02,2,1,1,1,1,1,88,8,88,8,148.716301092716,8,2
7615,15,49,1-15-2017-049-02,2,1,1,1,1,1,88,8,88,8,24.5473496606447,1,2
7615,15,49,1-15-2017-049-02,2,2,1,1,1,1,88,8,88,8,24.5473496606447,1,2
7619,22,82,1-22-2017-082-03,3,1,1,1,1,1,88,8,88,8,50.6208665819662,12,2
7620,24,75,1-24-2017-075-03,3,1,1,1,1,1,88,8,88,8,219.954145362561,1,2
7621,24,76,1-24-2017-076-09,9,1,1,1,1,1,88,8,88,8,1266.84671863886,1,2
7759,10,37,1-10-2017-037-05,5,2,1,1,1,1,88,8,88,8,41.5852434204435,4,2
7769,24,86,1-24-2017-086-02,2,1,1,1,1,1,88,8,88,8,112.009825597583,1,2
7602,33,70,1-33-2017-070-04,4,1,1,1,1,1,88,8,88,8,69.2978879595603,12,2
7013,24,47,1-24-2017-047-04,4,2,1,2,1,1,88,8,88,8,1691.42864715331,1,2
7010,32,45,1-32-2017-045-08,8,2,1,2,1,1,88,8,88,8,1502.31800595479,7,2
7077,30,51,1-30-2017-051-03,3,2,1,2,1,1,88,8,88,8,1962.62456855814,10,2
7078,20,52,1-20-2017-052-08,8,2,1,2,1,1,88,8,88,8,323.364961649197,11,2
7043,28,24,1-28-2017-024-06,6,2,1,2,1,1,88,8,88,8,108.498227174745,3,2
7084,24,51,1-24-2017-051-06,6,1,1,2,1,1,88,8,88,8,421.060004443524,1,2
7074,13,45,1-13-2017-045-08,8,2,1,2,1,1,88,8,88,8,835.147317001504,7,2
7075,13,46,1-13-2017-046-03,3,1,1,2,1,1,88,8,88,8,1011.52739065054,7,2
7126,18,27,1-18-2017-027-04,4,1,1,2,1,1,88,8,88,8,457.768298213271,6,2
7086,16,42,1-16-2017-042-07,7,1,1,2,1,1,88,8,88,8,880.365699525689,5,2
7277,18,32,1-18-2017-032-04,4,1,1,2,1,1,88,8,88,8,1598.29630310592,6,2
7257,17,37,1-17-2017-037-07,7,2,1,2,1,1,88,8,88,8,394.887973961642,4,2
7207,32,59,1-32-2017-059-03,3,1,1,2,1,1,88,8,88,8,774.44113737545,7,2
7215,19,65,1-19-2017-065-02,2,1,1,2,1,1,88,8,88,8,102.089013427492,9,2
7146,28,27,1-28-2017-027-06,6,3,1,2,1,1,88,8,88,8,169.129560081943,3,2
7220,22,62,1-22-2017-062-01,1,2,1,2,1,1,88,8,88,8,91.2520349196253,12,2
7170,17,35,1-17-2017-035-07,7,1,1,2,1,1,88,8,88,8,884.596657783655,4,2
7116,16,43,1-16-2017-043-03,3,1,1,2,1,1,88,8,88,8,957.10878992152,5,2
7194,32,58,1-32-2017-058-03,3,2,1,2,1,1,88,8,88,8,725.436407455563,7,2
7169,17,34,1-17-2017-034-09,9,1,1,2,1,1,88,8,88,8,1404.60743210442,4,2
7084,24,51,1-24-2017-051-06,6,2,1,2,1,1,88,8,88,8,421.060004443524,1,2
7171,12,28,1-12-2017-028-03,3,2,1,2,1,1,88,8,88,8,4470.95150360823,9,2
7177,22,58,1-22-2017-058-03,3,2,1,2,1,1,88,8,88,8,99.9474447590839,12,2
7276,22,65,1-22-2017-065-10,10,2,1,2,1,1,88,8,88,8,240.11221588755,12,2
7264,19,70,1-19-2017-070-06,6,2,1,2,1,1,88,8,88,8,504.746733763628,9,2
7353,25,13,1-25-2017-013-02,2,1,1,2,1,1,88,8,88,8,59.2358087039559,2,2
7424,14,35,1-14-2017-035-02,2,2,1,2,1,1,88,8,88,8,217.198891896335,8,2
7531,21,35,1-21-2017-035-03,3,2,1,2,1,1,88,8,88,8,336.399413286473,11,2
7438,18,34,1-18-2017-034-03,3,1,1,2,1,1,88,8,88,8,172.963028576086,6,2
7397,24,67,1-24-2017-067-07,7,2,1,2,1,1,88,8,88,8,2489.83009202872,1,2
7352,25,12,1-25-2017-012-04,4,1,1,2,1,1,88,8,88,8,1846.64220332465,2,2
7361,18,33,1-18-2017-033-04,4,1,1,2,1,1,88,8,88,8,706.858696425074,6,2
7522,32,81,1-32-2017-081-03,3,1,1,2,1,1,88,8,88,8,1166.26283887602,7,2
7290,32,66,1-32-2017-066-02,2,2,1,2,1,1,88,8,88,8,38.7789940897766,7,2
7435,22,74,1-22-2017-074-03,3,1,1,2,1,1,88,8,88,8,51.8544225345201,12,2
7769,24,86,1-24-2017-086-02,2,2,1,2,1,1,88,8,88,8,112.009825597583,1,2
7718,19,89,1-19-2017-089-07,7,2,1,2,1,1,88,8,88,8,1010.73822145806,9,2
7724,18,43,1-18-2017-043-06,6,1,1,2,1,1,88,8,88,8,580.561244807344,6,2
7730,31,36,1-31-2017-036-05,5,1,1,2,1,1,88,8,88,8,628.832940754307,6,2
7661,17,52,1-17-2017-052-04,4,1,1,2,1,1,88,8,88,8,491.515429798302,4,2
7586,12,38,1-12-2017-038-04,4,3,1,2,1,1,88,8,88,8,890.337454277011,9,2
7642,11,38,1-11-2017-038-03,3,2,1,2,1,1,88,8,88,8,2849.41052148348,8,2
7558,17,49,1-17-2017-049-03,3,1,1,2,1,1,88,8,88,8,134.788043483168,4,2
7807,25,28,1-25-2017-028-04,4,2,1,2,1,1,88,8,88,8,616.458958513001,2,2
7804,23,82,1-23-2017-082-06,6,2,1,2,1,1,88,8,88,8,206.632100111214,5,2
7767,19,91,1-19-2017-091-02,2,1,1,2,1,1,88,8,88,8,130.797090184421,9,2
7652,10,35,1-10-2017-035-05,5,2,1,2,1,1,88,8,88,8,46.5860163329168,4,2
7772,17,56,1-17-2017-056-03,3,2,1,2,1,1,88,8,88,8,227.769599122688,4,2
7856,30,73,1-30-2017-073-03,3,1,1,2,1,1,88,8,88,8,435.405052074813,10,2
7817,24,87,1-24-2017-087-02,2,1,1,2,1,1,88,8,88,8,54.7796608777382,1,2
7817,24,87,1-24-2017-087-02,2,2,1,2,1,1,88,8,88,8,54.7796608777382,1,2
7849,31,40,1-31-2017-040-07,7,1,1,2,1,1,88,8,88,8,1472.66821840875,6,2
7893,17,63,1-17-2017-063-07,7,1,1,2,1,1,88,8,88,8,517.840409113973,4,2
7958,18,48,1-18-2017-048-04,4,1,1,2,1,1,88,8,88,8,1817.72986799856,6,2
7941,16,65,1-16-2017-065-02,2,1,1,2,1,1,88,8,88,8,86.4884606114222,5,2
7367,13,58,1-13-2017-058-03,3,1,1,2,1,1,88,8,88,8,991.882482138422,7,2
8082,30,79,1-30-2017-079-02,2,2,1,2,1,1,88,8,88,8,56.716099343764,10,2
8060,32,110,1-32-2017-110-02,2,1,1,2,1,1,88,8,88,8,86.2495811560916,7,2
8008,22,101,1-22-2017-101-10,10,2,1,2,1,1,88,8,88,8,8289.13117194951,12,2
8058,31,41,1-31-2017-041-07,7,2,1,2,1,1,88,8,88,8,1465.37280017611,6,2
8009,13,88,1-13-2017-088-06,6,4,1,2,1,1,88,8,88,8,2354.89904044317,7,2
8009,13,88,1-13-2017-088-06,6,3,1,2,1,1,88,8,88,8,2354.89904044317,7,2
7893,17,63,1-17-2017-063-07,7,3,1,2,1,1,88,8,88,8,517.840409113973,4,2
8199,25,37,1-25-2017-037-03,3,1,1,2,1,1,88,8,88,8,200.659661556227,2,2
8073,18,52,1-18-2017-052-06,6,2,1,2,1,1,88,8,88,8,589.079808493488,6,2
8074,18,53,1-18-2017-053-06,6,1,1,2,1,1,88,8,88,8,589.079808493488,6,2
6257,22,10,1-22-2017-010-06,6,1,1,3,1,1,88,8,88,8,94.797052813258,12,2
6113,29,1,1-29-2017-001-03,3,1,1,2,1,1,88,8,88,8,264.060880443883,2,2
6101,32,2,1-32-2017-002-02,2,2,1,2,1,1,88,8,88,8,82.3625753483227,7,2
6104,16,3,1-16-2017-003-05,5,2,1,2,1,1,88,8,88,8,51.0113857468289,5,2
6350,16,12,1-16-2017-012-07,7,1,1,2,1,1,88,8,88,8,1097.7992303142,5,2
6295,10,4,1-10-2017-004-04,4,1,1,2,1,1,88,8,88,8,493.639530653368,4,2
6257,22,10,1-22-2017-010-06,6,2,2,2,1,1,88,8,88,8,94.797052813258,12,2
6244,17,7,1-17-2017-007-06,6,2,1,2,1,1,88,8,88,8,260.452544085976,4,2
6241,31,4,1-31-2017-004-06,6,1,1,2,1,1,88,8,88,8,374.469255445773,6,2
6317,17,11,1-17-2017-011-07,7,1,1,2,1,1,88,8,88,8,1987.12586336849,4,2
6293,14,6,1-14-2017-006-02,2,1,1,2,1,1,88,8,88,8,377.192049330049,8,2
6270,19,15,1-19-2017-015-06,6,2,1,2,1,1,88,8,88,8,169.155252521446,9,2
6243,21,4,1-21-2017-004-03,3,1,1,2,1,1,88,8,88,8,517.419727076975,11,2
6246,17,9,1-17-2017-009-03,3,2,1,2,1,1,88,8,88,8,134.288191588743,4,2
6111,19,4,1-19-2017-004-05,5,1,1,2,1,1,88,8,88,8,84.4524216922148,9,2
6229,24,4,1-24-2017-004-07,7,1,1,2,1,1,88,8,88,8,615.743725181132,1,2
6435,24,16,1-24-2017-016-03,3,2,1,2,1,1,88,8,88,8,427.577486399433,1,2
6398,31,6,1-31-2017-006-07,7,2,1,2,1,1,88,8,88,8,1609.39441873419,6,2
6392,32,13,1-32-2017-013-01,1,1,1,2,1,1,88,8,88,8,473.930148358357,7,2
6369,30,15,1-30-2017-015-04,4,2,1,2,1,1,88,8,88,8,1749.48622189022,10,2
6482,10,11,1-10-2017-011-03,3,1,1,2,1,1,88,8,88,8,157.312954998393,4,2
6492,17,15,1-17-2017-015-04,4,1,1,2,1,1,88,8,88,8,2396.01535024564,4,2
6487,16,19,1-16-2017-019-07,7,2,1,2,1,1,88,8,88,8,2086.5953295507,5,2
6300,24,10,1-24-2017-010-06,6,1,1,2,1,1,88,8,88,8,757.583679969649,1,2
6403,17,13,1-17-2017-013-03,3,1,1,2,1,1,88,8,88,8,612.631533710336,4,2
6475,12,10,1-12-2017-010-02,2,2,1,2,1,1,88,8,88,8,564.8233251094,9,2
6703,24,30,1-24-2017-030-07,7,1,1,2,1,1,88,8,88,8,1577.08444625558,1,2
6673,17,19,1-17-2017-019-03,3,2,1,2,1,1,88,8,88,8,854.416968072674,4,2
6629,25,5,1-25-2017-005-04,4,1,1,2,1,1,88,8,88,8,883.007851255235,2,2
6623,24,25,1-24-2017-025-03,3,1,1,2,1,1,88,8,88,8,239.026381563295,1,2
6596,22,25,1-22-2017-025-03,3,1,1,2,1,1,88,8,88,8,166.374615766795,12,2
6589,21,11,1-21-2017-011-03,3,2,1,2,1,1,88,8,88,8,1144.07539125013,11,2
6588,17,17,1-17-2017-017-03,3,1,1,2,1,1,88,8,88,8,385.218602647092,4,2
6523,23,19,1-23-2017-019-06,6,2,1,2,1,1,88,8,88,8,299.441769836291,5,2
6525,24,21,1-24-2017-021-03,3,2,1,2,1,1,88,8,88,8,494.857893190686,1,2
6717,22,31,1-22-2017-031-07,7,1,1,2,1,1,88,8,88,8,492.297236241833,12,2
6617,28,13,1-28-2017-013-02,2,1,1,2,1,1,88,8,88,8,88.0895660777779,3,2
6745,10,20,1-10-2017-020-03,3,1,1,2,1,1,88,8,88,8,405.610228972484,4,2
6758,13,29,1-13-2017-029-06,6,2,1,2,1,1,88,8,88,8,2614.98469636895,7,2
6718,22,32,1-22-2017-032-07,7,1,1,2,1,1,88,8,88,8,492.297236255334,12,2
6757,13,28,1-13-2017-028-04,4,2,1,2,1,1,88,8,88,8,4712.18190865343,7,2
6709,32,28,1-32-2017-028-05,5,2,1,2,1,1,88,8,88,8,257.945260582092,7,2
6625,32,23,1-32-2017-023-03,3,1,1,2,1,1,88,8,88,8,1645.37305184942,7,2
6750,31,13,1-31-2017-013-04,4,1,1,2,1,1,88,8,88,8,1284.64109095433,6,2
6754,18,17,1-18-2017-017-09,9,1,1,2,1,1,88,8,88,8,2543.89401154685,6,2
6779,32,32,1-32-2017-032-03,3,1,1,2,1,1,88,8,88,8,1463.79989406413,7,2
6916,30,44,1-30-2017-044-03,3,1,1,2,1,1,88,8,88,8,524.151868770109,10,2
6899,32,39,1-32-2017-039-03,3,2,1,2,1,1,88,8,88,8,1767.17385729848,7,2
6890,31,18,1-31-2017-018-04,4,1,1,2,1,1,88,8,88,8,2463.15349404059,6,2
6953,31,20,1-31-2017-020-03,3,1,1,2,1,1,88,8,88,8,1250.62463447385,6,2
6953,31,20,1-31-2017-020-03,3,2,1,2,1,1,88,8,88,8,1250.62463447385,6,2
6954,17,26,1-17-2017-026-02,2,1,1,2,1,1,88,8,88,8,245.245415056232,4,2
6954,17,26,1-17-2017-026-02,2,2,1,2,1,1,88,8,88,8,245.245415056232,4,2
6794,22,36,1-22-2017-036-01,1,1,1,2,1,1,88,8,88,8,96.8900178613484,12,2
6941,23,38,1-23-2017-038-03,3,2,1,2,1,1,88,8,88,8,237.92598052621,5,2
6917,12,20,1-12-2017-020-06,6,1,1,2,1,1,88,8,88,8,1254.99773785581,9,2
6985,16,38,1-16-2017-038-02,2,1,1,2,1,1,88,8,88,8,93.3395244551799,5,2
6970,25,8,1-25-2017-008-04,4,2,1,2,1,1,88,8,88,8,510.052984736122,2,2
7066,17,31,1-17-2017-031-02,2,2,1,2,1,1,88,8,88,8,67.5827912635361,4,2
7025,33,43,1-33-2017-043-06,6,1,1,2,1,1,88,8,88,8,85.6687303540783,12,2
6957,13,39,1-13-2017-039-02,2,5,1,2,1,1,88,8,88,8,140.15566461981,7,2
6960,22,46,1-22-2017-046-01,1,1,1,2,1,1,88,8,88,8,96.8900178613484,12,2
6998,30,49,1-30-2017-049-02,2,2,1,2,1,1,88,8,88,8,236.772605526814,10,2
6785,33,32,1-33-2017-032-03,3,1,2,11,1,1,88,8,88,8,62.9930657774199,12,2
8358,17,79,1-17-2017-079-07,7,1,2,11,1,1,88,8,88,8,905.497642864303,4,2
8120,17,72,1-17-2017-072-03,3,1,2,11,1,1,88,8,88,8,157.230755611886,4,2
7862,15,65,1-15-2017-065-02,2,1,2,11,1,1,88,8,88,8,40.5308970956696,1,2
8085,33,92,1-33-2017-092-02,2,2,2,11,1,1,88,8,88,8,66.335309476095,12,2
7677,33,75,1-33-2017-075-02,2,2,2,11,1,1,88,8,88,8,66.335309476095,12,2
7384,33,63,1-33-2017-063-04,4,2,1,11,1,1,88,8,88,8,139.338790733019,12,2
8898,30,105,1-30-2017-105-02,2,2,2,11,1,1,88,8,88,8,36.9847426137107,10,2
9090,22,124,1-22-2017-124-04,4,1,1,11,1,1,88,8,88,8,103.014086412438,12,2
8859,17,93,1-17-2017-093-09,9,2,2,11,1,1,88,8,88,8,1405.40950226752,4,2
8814,22,118,1-22-2017-118-05,5,1,2,11,1,1,88,8,88,8,106.503082895467,12,2
8644,15,104,1-15-2017-104-07,7,2,1,11,1,1,88,8,88,8,1017.79855543732,1,2
8633,13,116,1-13-2017-116-03,3,1,2,12,1,1,88,8,88,8,578.704370446169,7,2
8819,30,101,1-30-2017-101-02,2,2,2,12,1,1,88,8,88,8,61.3244750211792,10,2
8824,33,127,1-33-2017-127-06,6,1,2,12,1,1,88,8,88,8,98.4342757274466,12,2
7681,15,52,1-15-2017-052-03,3,2,2,12,1,1,88,8,88,8,132.584249749717,1,2
7763,32,92,1-32-2017-092-02,2,1,2,12,1,1,88,8,88,8,53.7218107392181,7,2
8000,16,66,1-16-2017-066-06,6,2,2,12,1,1,88,8,88,8,554.320857355004,5,2
7958,18,48,1-18-2017-048-04,4,2,2,12,1,1,88,8,88,8,1817.72986799856,6,2
7838,13,80,1-13-2017-080-02,2,1,2,12,1,1,88,8,88,8,51.904912208122,7,2
7869,23,86,1-23-2017-086-03,3,1,2,12,1,1,88,8,88,8,619.459940139626,5,2
7935,32,104,1-32-2017-104-02,2,1,2,12,1,1,88,8,88,8,51.1942379043826,7,2
7788,18,44,1-18-2017-044-09,9,1,2,12,1,1,88,8,88,8,2583.42857714023,6,2
8113,24,107,1-24-2017-107-03,3,3,2,12,1,1,88,8,88,8,293.014123084042,1,2
8349,27,26,1-27-2017-026-02,2,2,2,12,1,1,88,8,88,8,45.162698530899,3,2
6815,27,4,1-27-2017-004-06,6,2,2,12,1,1,88,8,88,8,189.541558675509,3,2
6927,33,37,1-33-2017-037-03,3,2,2,12,1,1,88,8,88,8,169.365391008012,12,2
6562,28,11,1-28-2017-011-07,7,2,1,98,1,1,88,8,88,8,168.252974989278,3,2
6574,24,23,1-24-2017-023-06,6,1,1,98,1,1,88,8,88,8,1426.27999266478,1,2
8290,13,103,1-13-2017-103-03,3,5,1,98,1,1,88,8,88,8,641.778385073643,7,2
7311,26,36,1-26-2017-036-02,2,1,1,98,1,1,88,8,88,8,255.856912304465,10,2
6882,13,36,1-13-2017-036-03,3,1,2,12,1,1,88,8,88,8,1223.97054512083,7,2
6400,11,2,1-11-2017-002-07,7,2,2,12,1,1,88,8,88,8,4629.69511355905,8,2
7023,13,43,1-13-2017-043-06,6,2,1,1,1,1,88,8,88,8,2974.90819095951,7,2
7020,19,54,1-19-2017-054-01,1,1,1,1,1,1,88,8,88,8,334.48698003331,9,2
7020,19,54,1-19-2017-054-01,1,2,1,1,1,1,88,8,88,8,334.48698003331,9,2
7045,23,44,1-23-2017-044-10,10,1,1,1,1,1,88,8,88,8,2318.01550247619,5,2
7045,23,44,1-23-2017-044-10,10,2,1,1,1,1,88,8,88,8,2318.01550247619,5,2
7047,23,46,1-23-2017-046-04,4,1,1,1,1,1,88,8,88,8,495.769320104764,5,2
7054,32,49,1-32-2017-049-03,3,2,1,1,1,1,88,8,88,8,841.136761414762,7,2
7050,24,50,1-24-2017-050-06,6,2,1,1,1,1,88,8,88,8,421.06000444303,1,2
7053,32,48,1-32-2017-048-03,3,1,1,1,1,1,88,8,88,8,841.136761414762,7,2
7053,32,48,1-32-2017-048-03,3,2,1,1,1,1,88,8,88,8,841.136761414762,7,2
7055,14,25,1-14-2017-025-10,10,1,1,1,1,1,88,8,88,8,20830.7351125155,8,2
7055,14,25,1-14-2017-025-10,10,2,1,1,1,1,88,8,88,8,20830.7351125155,8,2
7056,12,25,1-12-2017-025-03,3,2,1,1,1,1,88,8,88,8,7140.91132777394,9,2
7056,12,25,1-12-2017-025-03,3,3,1,1,1,1,88,8,88,8,7140.91132777394,9,2
7061,31,23,1-31-2017-023-08,8,1,1,1,1,1,88,8,88,8,533.585408156618,6,2
7058,19,57,1-19-2017-057-10,10,1,1,1,1,1,88,8,88,8,9189.86912192756,9,2
7059,19,58,1-19-2017-058-04,4,1,1,1,1,1,88,8,88,8,1119.08307584669,9,2
7060,19,59,1-19-2017-059-05,5,1,1,1,1,1,88,8,88,8,79.9848995102589,9,2
7060,19,59,1-19-2017-059-05,5,2,1,1,1,1,88,8,88,8,79.9848995102589,9,2
7051,10,26,1-10-2017-026-07,7,1,1,1,1,1,88,8,88,8,1480.51162484181,4,2
7066,17,31,1-17-2017-031-02,2,1,1,1,1,1,88,8,88,8,67.5827912635361,4,2
6963,33,39,1-33-2017-039-09,9,1,1,1,1,1,88,8,88,8,981.056162415703,12,2
6965,20,44,1-20-2017-044-05,5,1,1,1,1,1,88,8,88,8,73.0534052478574,11,2
6963,33,39,1-33-2017-039-09,9,2,1,1,1,1,88,8,88,8,981.056162415703,12,2
6964,33,40,1-33-2017-040-10,10,1,1,1,1,1,88,8,88,8,2897.2674603837,12,2
8277,33,103,1-33-2017-103-06,6,1,1,1,1,1,88,8,88,8,397.477509541007,12,2
8278,33,104,1-33-2017-104-02,2,1,1,1,1,1,88,8,88,8,66.335309476095,12,2
8278,33,104,1-33-2017-104-02,2,2,1,1,1,1,88,8,88,8,66.335309476095,12,2
8282,15,87,1-15-2017-087-06,6,1,1,1,1,1,88,8,88,8,437.584584197271,1,2
8282,15,87,1-15-2017-087-06,6,2,1,1,1,1,88,8,88,8,437.584584197271,1,2
8281,15,86,1-15-2017-086-03,3,1,1,1,1,1,88,8,88,8,225.616696067158,1,2
8280,15,85,1-15-2017-085-03,3,2,1,1,1,1,88,8,88,8,225.616696067158,1,2
8283,33,105,1-33-2017-105-10,10,2,1,1,1,1,88,8,88,8,3824.95382848974,12,2
8258,26,62,1-26-2017-062-06,6,2,1,1,1,1,88,8,88,8,1870.88822780662,10,2
8264,13,101,1-13-2017-101-07,7,1,1,1,1,1,88,8,88,8,2326.01913800514,7,2
8264,13,101,1-13-2017-101-07,7,2,1,1,1,1,88,8,88,8,2326.01913800514,7,2
8289,20,131,1-20-2017-131-10,10,1,1,1,1,1,88,8,88,8,3419.93796732835,11,2
8289,20,131,1-20-2017-131-10,10,2,1,1,1,1,88,8,88,8,3419.93796732835,11,2
8238,28,57,1-28-2017-057-09,9,1,1,1,1,1,88,8,88,8,1854.6392137218,3,2
8290,13,103,1-13-2017-103-03,3,2,1,1,1,1,88,8,88,8,641.778385073643,7,2
8290,13,103,1-13-2017-103-03,3,3,1,1,1,1,88,8,88,8,641.778385073643,7,2
8290,13,103,1-13-2017-103-03,3,4,1,1,1,1,88,8,88,8,641.778385073643,7,2
8290,13,103,1-13-2017-103-03,3,6,1,1,1,1,88,8,88,8,641.778385073643,7,2
8335,24,116,1-24-2017-116-03,3,1,1,1,1,1,88,8,88,8,188.36871004772,1,2
8335,24,116,1-24-2017-116-03,3,2,1,1,1,1,88,8,88,8,188.36871004772,1,2
8374,22,108,1-22-2017-108-06,6,1,1,1,1,1,88,8,88,8,78.0357418430476,12,2
8241,23,103,1-23-2017-103-04,4,1,1,1,1,1,88,8,88,8,926.71092778357,5,2
8241,23,103,1-23-2017-103-04,4,2,1,1,1,1,88,8,88,8,926.71092778357,5,2
8242,23,104,1-23-2017-104-07,7,1,1,1,1,1,88,8,88,8,986.471062098868,5,2
8242,23,104,1-23-2017-104-07,7,3,1,1,1,1,88,8,88,8,986.471062098868,5,2
8243,11,50,1-11-2017-050-06,6,1,1,1,1,1,88,8,88,8,6809.55000197747,8,2
8243,11,50,1-11-2017-050-06,6,2,1,1,1,1,88,8,88,8,6809.55000197747,8,2
8249,27,25,1-27-2017-025-05,5,1,1,1,1,1,88,8,88,8,86.7196072530226,3,2
8259,12,58,1-12-2017-058-04,4,1,1,1,1,1,88,8,88,8,3542.25540128003,9,2
8259,12,58,1-12-2017-058-04,4,2,1,1,1,1,88,8,88,8,3542.25540128003,9,2
8251,19,113,1-19-2017-113-01,1,1,1,1,1,1,88,8,88,8,148.472388208338,9,2
8252,19,114,1-19-2017-114-02,2,1,1,1,1,1,88,8,88,8,102.089013427492,9,2
8254,29,26,1-29-2017-026-06,6,1,1,1,1,1,88,8,88,8,856.285201308426,2,2
8163,13,96,1-13-2017-096-07,7,1,1,1,1,1,88,8,88,8,3075.03868742692,7,2
8161,13,94,1-13-2017-094-08,8,2,1,1,1,1,88,8,88,8,700.499499567604,7,2
8163,13,96,1-13-2017-096-07,7,2,1,1,1,1,88,8,88,8,3075.03868742692,7,2
8166,33,95,1-33-2017-095-04,4,1,1,1,1,1,88,8,88,8,180.543194526563,12,2
8167,33,96,1-33-2017-096-06,6,1,1,1,1,1,88,8,88,8,91.9933961472281,12,2
8171,20,121,1-20-2017-121-03,3,1,1,1,1,1,88,8,88,8,140.674716793797,11,2
8167,33,96,1-33-2017-096-06,6,2,1,1,1,1,88,8,88,8,91.9933961472281,12,2
8176,32,115,1-32-2017-115-03,3,1,1,1,1,1,88,8,88,8,892.121297564092,7,2
8168,33,97,1-33-2017-097-03,3,1,1,1,1,1,88,8,88,8,63.400964250274,12,2
8169,20,119,1-20-2017-119-03,3,1,1,1,1,1,88,8,88,8,140.674716793797,11,2
8444,15,92,1-15-2017-092-03,3,1,1,1,1,1,88,8,88,8,430.800731159928,1,2
8449,15,96,1-15-2017-096-02,2,3,1,1,1,1,88,8,88,8,33.5752938530052,1,2
8452,20,140,1-20-2017-140-03,3,2,1,1,1,1,88,8,88,8,129.751631949227,11,2
8454,32,128,1-32-2017-128-03,3,2,1,1,1,1,88,8,88,8,953.614861514524,7,2
8457,33,114,1-33-2017-114-04,4,1,1,1,1,1,88,8,88,8,178.813804034087,12,2
8459,13,110,1-13-2017-110-10,10,1,1,1,1,1,88,8,88,8,9616.66539600584,7,2
8458,13,109,1-13-2017-109-03,3,1,1,1,1,1,88,8,88,8,588.496849700361,7,2
8458,13,109,1-13-2017-109-03,3,2,1,1,1,1,88,8,88,8,588.496849700361,7,2
8350,14,59,1-14-2017-059-04,4,1,1,1,1,1,88,8,88,8,2823.31395353237,8,2
8279,16,74,1-16-2017-074-04,4,1,1,1,1,1,88,8,88,8,1022.75343708077,5,2
8442,27,27,1-27-2017-027-09,9,1,1,1,1,1,88,8,88,8,967.84424913776,3,2
8436,20,136,1-20-2017-136-06,6,1,1,1,1,1,88,8,88,8,251.653866514024,11,2
8442,27,27,1-27-2017-027-09,9,2,1,1,1,1,88,8,88,8,967.84424913776,3,2
8440,33,112,1-33-2017-112-06,6,2,1,1,1,1,88,8,88,8,91.1122081019806,12,2
8441,33,113,1-33-2017-113-09,9,1,1,1,1,1,88,8,88,8,296.889945671954,12,2
8416,19,119,1-19-2017-119-03,3,2,1,1,1,1,88,8,88,8,207.991266425787,9,2
8418,19,121,1-19-2017-121-07,7,1,1,1,1,1,88,8,88,8,1030.67200677125,9,2
8355,16,75,1-16-2017-075-04,4,1,1,1,1,1,88,8,88,8,3233.52587013727,5,2
8356,26,63,1-26-2017-063-06,6,1,1,1,1,1,88,8,88,8,571.998729971993,10,2
8356,26,63,1-26-2017-063-06,6,2,1,1,1,1,88,8,88,8,571.998729971993,10,2
8359,17,80,1-17-2017-080-04,4,1,1,1,1,1,88,8,88,8,804.761013587952,4,2
8359,17,80,1-17-2017-080-04,4,2,1,1,1,1,88,8,88,8,804.761013587952,4,2
8358,17,79,1-17-2017-079-07,7,1,1,1,1,1,88,8,88,8,905.497642864303,4,2
8413,10,49,1-10-2017-049-03,3,1,1,1,1,1,88,8,88,8,157.203392850803,4,2
8433,18,61,1-18-2017-061-04,4,1,1,1,1,1,88,8,88,8,3486.74804297256,6,2
8351,14,60,1-14-2017-060-04,4,1,1,1,1,1,88,8,88,8,2823.31395353237,8,2
8351,14,60,1-14-2017-060-04,4,2,1,1,1,1,88,8,88,8,2823.31395353237,8,2
8473,23,111,1-23-2017-111-07,7,1,1,1,1,1,88,8,88,8,655.667096608619,5,2
8474,23,112,1-23-2017-112-05,5,1,1,1,1,1,88,8,88,8,68.4773923035499,5,2
8474,23,112,1-23-2017-112-05,5,2,1,1,1,1,88,8,88,8,68.4773923035499,5,2
8475,23,113,1-23-2017-113-07,7,2,1,1,1,1,88,8,88,8,655.667096608619,5,2
8468,24,124,1-24-2017-124-04,4,1,1,1,1,1,88,8,88,8,856.234407725329,1,2
8468,24,124,1-24-2017-124-04,4,2,1,1,1,1,88,8,88,8,856.234407725329,1,2
8477,10,50,1-10-2017-050-09,9,1,1,1,1,1,88,8,88,8,203.905456779166,4,2
8469,12,63,1-12-2017-063-03,3,2,1,1,1,1,88,8,88,8,597.196140553709,9,2
8479,16,78,1-16-2017-078-10,10,1,1,1,1,1,88,8,88,8,5620.97976379285,5,2
8479,16,78,1-16-2017-078-10,10,2,1,1,1,1,88,8,88,8,5620.97976379285,5,2
8482,32,130,1-32-2017-130-02,2,1,1,1,1,1,88,8,88,8,122.372938852714,7,2
8480,16,79,1-16-2017-079-04,4,1,1,1,1,1,88,8,88,8,1202.19615133779,5,2
8467,24,123,1-24-2017-123-09,9,1,1,1,1,1,88,8,88,8,1151.2119389058,1,2
