CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,CASEWGT,PSUSTRAT,VERSION
6591,13,21,1-13-2017-021-02,2,151.5373539,156.96973368,158.9401451,149.66876072,154.19440425,154.19440425,158.88713193,149.90983613,151.44910865,156.94501396,154.19440425,154.19440425,293.87669145,0,164.37046231,153.92184001,154.19440425,165.09104562,146.47359148,162.06608716,156.8968224,151.67539941,154.19440425,154.19440425,154.194404246395,7,2
6592,18,12,1-18-2017-012-04,4,2404.1064429,2392.5881653,2395.7248968,2400.5544917,2293.9081233,2506.1548186,2403.2482776,2393.315647,2403.4701164,2450.8782899,4338.7609935,0,2423.3879672,2423.8481753,2590.6189309,2461.9241194,2754.4219657,2127.2592909,2403.8271907,2393.0427424,2400.2114488,2396.0466924,2315.3188125,2481.6629216,2398.10824569296,6,2
6593,33,20,1-33-2017-020-03,3,100.55935914,100.55935914,100.55935914,100.55935914,99.853682775,101.27508067,100.55935914,100.55935914,100.55935914,100.55935914,94.306010134,107.70091239,100.55935914,100.55935914,102.32106524,100.55935914,118.69251165,87.797673524,100.55935914,100.55935914,100.55935914,100.55935914,197.59517014,0,100.559359139715,12,2
6595,22,24,1-22-2017-024-03,3,166.37461576,166.37461576,166.37461576,166.37461576,156.80246778,176.29729009,166.37461576,166.37461576,166.37461576,166.37461576,162.43622737,171.1038182,166.37461576,166.37461576,169.28934372,166.37461576,227.16226424,134.70818862,166.37461576,166.37461576,166.37461576,166.37461576,0,338.8326773,166.374615758244,12,2
6596,22,25,1-22-2017-025-03,3,166.37461577,166.37461577,166.37461577,166.37461577,156.80246778,176.29729009,166.37461577,166.37461577,166.37461577,166.37461577,162.43622738,171.10381821,166.37461577,166.37461577,169.28934373,166.37461577,227.16226425,134.70818862,166.37461577,166.37461577,166.37461577,166.37461577,0,338.83267732,166.374615766795,12,2
6597,20,21,1-20-2017-021-06,6,274.87130998,290.1454093,286.66737002,278.53975717,282.62062872,283.21230393,285.36682123,279.85937179,293.11352355,273.23710078,283.03231005,283.78334968,301.91363753,282.31271747,320.10680083,292.4747704,282.86050281,288.65751182,275.54221056,290.10919439,0,557.94718523,282.03334818,283.24295436,282.610005265362,11,2
6599,31,10,1-31-2017-010-08,8,539.00297255,528.45708672,531.98087115,535.20723002,505.74051027,567.03335049,541.78148639,526.41769515,556.87600549,530.1179883,0,1115.5261572,548.11812712,587.05305563,585.70083187,608.17318621,593.83837497,621.5801265,570.44839236,543.93502175,549.60310256,524.25931791,521.43594806,545.16701142,533.585408156618,6,2
6601,30,26,1-30-2017-026-07,7,3470.3305689,3271.9229913,3294.0395673,3439.1153539,3365.2196827,3361.8254231,3489.5418506,3251.8390684,3217.1097519,3517.3133698,3365.0157816,3361.8396056,3976.2007542,2943.623351,3612.5417592,3504.3172994,3360.9425335,3393.3560929,0,6705.9367941,3368.3418508,3358.1506895,3364.0053447,3363.0239879,3363.52240114377,10,2
6602,15,12,1-15-2017-012-06,6,2313.2516701,0,1206.2622551,1172.0622252,1189.2340482,1191.7237472,1200.7897002,1177.6150069,1233.3869037,1149.7492768,1190.9663543,1194.1266399,1270.4167384,1187.9383942,1346.9714094,1230.6991063,1190.2434099,1214.6365355,1159.448905,1220.7450433,1205.290276,1173.8877533,1186.7628414,1191.8527206,1189.18934594369,1,2
6603,33,22,1-33-2017-022-09,9,479.10547477,472.18602831,474.65378974,476.25933828,471.78723343,479.16642359,475.51115665,475.38663567,476.24206428,474.67741925,449.19465356,510.27184092,480.59131909,508.09943689,581.17940192,423.47035149,562.17547063,413.21999129,472.00848534,479.14389184,476.5671156,474.37749391,933.96391977,0,475.447101831128,12,2
6604,30,25,1-30-2017-025-10,10,16452.535002,11624.276435,13927.115134,14684.217435,13374.086217,13512.647015,13494.891326,13376.14002,12597.083213,14334.27521,13856.129982,13497.227284,15594.481546,13989.952533,12579.402889,14754.378746,13287.675786,14004.618286,0,21554.640582,12898.590538,13979.163684,13464.261031,13408.493027,13435.6884497832,10,2
6606,16,24,1-16-2017-024-02,2,33.107582864,34.294438508,34.724930119,32.699336305,33.688089996,33.688089996,34.713347906,32.752005985,0,68.578075588,33.688089996,33.688089996,32.102800609,35.470540042,35.911335136,33.628540699,33.688089996,36.068766759,32.001262016,35.407879789,34.278508995,33.137742777,33.688089996,33.688089996,33.6880899958945,5,2
6607,20,23,1-20-2017-023-07,7,636.98785424,600.56964721,604.62920004,631.25822345,617.69448822,617.07146339,640.51413303,596.88319293,590.50854003,645.61166482,617.65706166,617.07406661,729.84159179,540.30942723,663.09107384,643.22620361,616.90940678,622.85899667,648.76102558,615.4457341,0,1232.7939137,617.47159345,617.29146294,617.382947941919,11,2
6609,19,32,1-19-2017-032-03,3,513.1520518,513.1520518,513.1520518,513.1520518,483.62851327,543.75672467,513.1520518,513.1520518,513.1520518,513.1520518,501.00481364,527.73841118,513.1520518,513.1520518,522.14199673,513.1520518,1401.2808559,0,513.1520518,513.1520518,513.1520518,513.1520518,504.09293566,522.53368935,513.152051795953,9,2
6612,26,14,1-26-2017-014-03,3,468.01556709,463.86527142,465.85724818,466.00512973,465.93117722,465.93117722,465.87696865,465.9853984,461.61925537,470.32441275,465.93117722,465.93117722,465.56055618,466.30238881,467.55949679,472.53507291,465.93117722,468.94998651,922.26685837,0,468.09691372,463.78538878,465.93117722,465.93117722,465.931177218506,10,2
6617,28,13,1-28-2017-013-02,2,88.089566078,88.089566078,88.089566078,88.089566078,171.06028932,0,88.089566078,88.089566078,88.089566078,88.089566078,82.931614444,93.931437878,88.089566078,88.089566078,89.836494484,89.596902739,93.272068255,94.271660051,88.670578127,88.089566078,88.089566078,88.089566078,85.646904439,90.510576,88.0895660777779,3,2
6618,14,15,1-14-2017-015-03,3,1872.1995751,2041.8789583,1952.8776001,1958.8637419,1955.8299551,1955.8299551,1949.6455383,1961.9719549,1903.8897104,2009.849406,1955.8299551,1955.8299551,1921.168831,1988.1825655,0,3946.7362056,1955.8299551,1968.5019503,1929.650721,1981.5294351,1979.1751545,1933.8708235,1955.8299551,1955.8299551,1955.82995505533,8,2
6619,11,11,1-11-2017-011-08,8,622.01026251,604.43231675,611.07563027,614.97683928,604.38543981,623.50103563,622.35974245,604.85166261,633.85294536,614.77493735,633.63390177,593.02469664,629.21118558,674.9802792,1327.2301974,0,599.3579849,775.6326367,648.61809226,631.47631216,634.3530678,599.52778004,619.3180199,606.71078456,613.015996269852,8,2
6620,11,12,1-11-2017-012-08,8,622.01026251,604.43231675,611.07563027,614.97683928,604.38543981,623.50103563,622.35974245,604.85166261,633.85294536,614.77493735,633.63390177,593.02469664,629.21118558,674.9802792,1327.2301974,0,599.3579849,775.6326367,648.61809226,631.47631216,634.3530678,599.52778004,619.3180199,606.71078456,613.015996269852,8,2
6621,23,23,1-23-2017-023-03,3,165.58622871,180.59347983,172.7217767,173.25121953,172.982897,172.982897,172.43591779,173.52612465,336.77810979,0,172.982897,172.982897,169.91730245,175.84431564,174.7916382,174.53405414,172.982897,174.10366848,170.66748111,175.25588116,175.0476574,171.04072704,172.982897,172.982897,172.982897000037,5,2
6622,23,24,1-23-2017-024-04,4,644.2242758,592.86413592,613.37310428,621.14718804,617.55401915,616.82418193,636.2787207,599.80920152,1279.6914515,0,617.35685926,616.99899575,569.24322971,687.16116728,610.88636008,677.82128681,619.376271,617.06830412,627.95231459,609.88165943,620.61145188,613.80978027,617.63189981,616.73800023,617.189198090269,5,2
6623,24,25,1-24-2017-025-03,3,0,499.08524792,238.66556762,239.39714748,239.02638156,239.02638156,238.27057007,239.77700919,232.67864734,245.62822026,239.02638156,239.02638156,234.79036757,242.98026692,241.52568567,241.16975808,239.02638156,240.57505462,235.82695844,242.16717287,241.87945094,236.34270667,239.02638156,239.02638156,239.026381563295,1,2
6624,24,26,1-24-2017-026-03,3,0,499.0852479,238.66556762,239.39714748,239.02638156,239.02638156,238.27057006,239.77700918,232.67864733,245.62822026,239.02638156,239.02638156,234.79036756,242.98026691,241.52568566,241.16975808,239.02638156,240.57505462,235.82695843,242.16717286,241.87945094,236.34270666,239.02638156,239.02638156,239.026381557562,1,2
6625,32,23,1-32-2017-023-03,3,1575.0176648,1717.7631442,1642.8893363,1647.9252733,1645.3730518,1645.3730518,1640.1703129,1650.5401069,1601.677495,1690.817774,1645.3730518,1645.3730518,0,3345.1803998,1662.5773771,1660.1272975,1645.3730518,1656.0335693,1623.3493549,1666.9931481,1665.0125722,1626.8995832,1645.3730518,1645.3730518,1645.37305184942,7,2
6626,32,24,1-32-2017-024-03,3,1575.0176648,1717.7631442,1642.8893363,1647.9252733,1645.3730518,1645.3730518,1640.1703129,1650.5401069,1601.677495,1690.817774,1645.3730518,1645.3730518,0,3345.1803998,1662.5773771,1660.1272975,1645.3730518,1656.0335693,1623.3493549,1666.9931481,1665.0125721,1626.8995832,1645.3730518,1645.3730518,1645.37305184523,7,2
6627,10,17,1-10-2017-017-03,3,169.02341816,184.34218531,176.30708372,176.84751657,176.57362428,176.57362428,352.03058207,0,171.88442457,181.4505361,176.57362428,176.57362428,173.44439504,179.49443939,178.41991079,178.15697988,176.57362428,177.7176604,174.21014568,178.89379036,178.68124436,174.59113934,176.57362428,176.57362428,176.573624280592,4,2
6628,10,18,1-10-2017-018-04,4,629.23728263,579.07196588,599.10382125,606.69705163,603.18747288,602.47461432,1242.9531399,0,624.96059354,597.38751173,602.99489964,602.64536133,556.00056762,671.17530628,596.67492774,662.05270531,604.96733254,602.71305734,613.34386625,595.69360007,606.17377864,599.53033858,603.26354176,602.39043751,602.831138879679,4,2
6629,25,5,1-25-2017-005-04,4,921.68672955,848.20617141,0,1777.3410342,883.52979795,882.48562543,910.31908482,858.14242348,915.42237158,875.03419959,883.2477228,882.73573022,814.41192209,983.11621082,873.99042926,969.75371548,886.13687969,882.83488917,898.40655946,872.55301175,887.90404351,878.17294411,883.64122122,882.36232593,883.007851255235,2,2
6630,29,11,1-29-2017-011-05,5,148.66176526,156.67348276,305.68685767,0,152.32841276,152.71981377,174.33254077,138.5903122,152.54682439,152.67743087,152.18219791,158.66330184,146.54021684,159.1476582,178.39492653,173.92919229,148.06736055,162.94255532,155.9262223,150.15800841,153.08708363,151.99510589,152.79067186,152.2970794,152.522591818328,2,2
6631,16,25,1-16-2017-025-02,2,46.949615382,48.632686485,49.243163415,46.370683993,47.7728282,47.7728282,49.226738766,46.445374472,0,97.250055546,47.7728282,47.7728282,45.52474119,50.300507265,50.925595487,47.688381787,47.7728282,51.148848093,45.380750071,50.211649229,48.610096962,46.992384929,47.7728282,47.7728282,47.7728281997967,5,2
6632,16,26,1-16-2017-026-09,9,3765.9042119,3347.5078994,3601.0343279,3471.2083591,3534.0132915,3538.9127986,3579.3150586,3494.3518878,0,7031.2415162,3562.716689,3543.7926342,4136.3603868,3374.1021602,3716.460967,3604.2172406,3542.7022487,3543.146854,3418.1389261,3653.1490399,3605.8245532,3473.467705,3535.4105639,3537.5020848,3536.43588155501,5,2
6633,19,33,1-19-2017-033-10,10,13990.786453,12367.01319,13809.096958,13657.748144,11658.904091,14472.066265,12912.38862,12918.10756,12774.534433,13065.736404,10887.072662,17113.196892,13325.308508,14847.380848,12999.039005,13347.056175,21900.876549,0,13929.106979,13402.79312,12725.340256,13121.192686,12911.806022,12959.098413,12915.2852202922,9,2
6634,19,34,1-19-2017-034-06,6,499.81412621,495.39296598,496.78266386,498.14681647,462.6017374,537.94576895,497.16577599,497.75426529,500.06237039,495.07141002,426.43937652,594.0449165,511.45996257,513.68873861,566.6483727,510.70195367,1344.7473503,0,492.69513677,503.00913251,499.379474,495.61273835,490.69882873,504.90318877,497.45762400737,9,2
6635,17,18,1-17-2017-018-01,1,270.4659653,268.74330339,293.4122821,252.36992677,264.43974847,275.93549216,0,475.39463558,262.44582231,277.13005216,272.40283119,278.8482529,310.30951531,266.4789397,291.50445734,302.01988687,262.31267592,331.02324231,268.83321013,274.35710805,265.14913813,273.02131235,276.6253049,264.33374051,269.663303203211,4,2
6636,21,12,1-21-2017-012-10,10,717.59789174,628.68834689,705.01257505,697.50692659,656.46064416,663.26183486,659.25974302,659.70523764,646.26066751,673.45741903,680.12153249,662.50496471,679.87986337,758.74565397,654.61251059,691.19130224,652.21922939,687.41001008,703.92859629,691.57294084,1305.6113126,0,660.88683191,658.14948602,659.484360387901,11,2
6638,22,27,1-22-2017-027-08,8,81.418639862,79.825639964,80.357922252,80.845277172,76.394206649,85.652744984,81.83834593,79.517581389,84.118435794,80.076526053,77.3072829,84.252431876,82.795521855,88.676804676,88.472545655,91.867088205,89.701755372,93.892262274,86.168601256,82.163646398,83.019833569,79.191549533,0,164.69948712,80.6002942375415,12,2
6639,18,13,1-18-2017-013-06,6,387.01500378,383.59162046,384.66768834,385.72397607,358.20078657,416.54101572,384.96433891,385.42001668,387.20722368,383.34263394,660.39924949,0,396.03258285,397.75836394,438.76595439,395.44564302,520.63094417,314.87733194,381.50264312,389.48895422,386.67844481,383.76179413,379.95686615,390.9555558,385.190322042092,6,2
6640,20,24,1-20-2017-024-01,1,69.494798281,69.052169421,75.390732933,64.845116958,67.946393762,70.900164257,76.07628823,63.788919876,67.434064986,71.207100127,69.992465719,71.648582715,79.732387573,68.470353155,74.900527458,77.602411421,67.399853728,85.054670095,69.075270481,70.494606814,0,140.30276236,71.07740799,67.919155577,69.2885585024414,11,2
6641,20,25,1-20-2017-025-03,3,282.20366323,307.78007302,294.36456452,295.26687812,294.80958405,294.80958405,293.87738372,295.73539072,286.98043618,302.95213848,294.80958405,294.80958405,289.58498283,299.68621436,297.89216765,297.45317484,294.80958405,296.71968141,290.86348992,298.68336305,0,582.9992036,294.80958405,294.80958405,294.809584050771,11,2
6643,33,23,1-33-2017-023-06,6,152.27629914,150.92932257,151.35271607,151.76832679,150.50044821,152.96235554,151.46943726,151.64872985,152.35193067,150.83135545,142.34598939,162.99569768,155.82438786,156.50341982,172.63841213,155.59344843,179.04635214,134.28606997,150.10738613,153.24970848,152.14387546,150.99627971,297.19851571,0,151.55835338118,12,2
6644,33,24,1-33-2017-024-09,9,497.65425963,490.46692368,493.03022561,494.69793369,490.05268928,497.71756811,493.92078587,493.791444,494.67999091,493.05476995,466.58542747,530.02724573,499.19762909,527.77073609,603.68002498,439.86519743,583.94034791,429.2179899,490.28250705,497.69416403,495.01762674,492.74323286,970.12275479,0,493.854251135102,12,2
6645,13,22,1-13-2017-022-06,6,2387.893667,2520.5845798,2490.3697568,2419.7626234,2455.2144403,2460.3545092,2479.0714798,2431.2265314,2546.3695234,2373.6967768,2458.7908457,2465.3153635,5245.637772,0,2780.8686273,2540.8204736,2457.2983021,2507.6587457,2393.7219917,2520.2699695,2488.3630728,2423.5314886,2450.1125492,2460.6207792,2455.12215097887,7,2
6646,13,23,1-13-2017-023-03,3,1211.7230659,1321.5427802,1263.9394136,1267.813758,1265.8502336,1265.8502336,1261.8475618,1269.8254524,1232.2335224,1300.8126466,1265.8502336,1265.8502336,2486.8337938,0,1279.0861981,1277.2012554,1265.8502336,1274.0517892,1248.906537,1282.4834244,1280.9596894,1251.6378673,1265.8502336,1265.8502336,1265.85023364405,7,2
6648,30,28,1-30-2017-028-08,8,457.7304464,436.08031998,446.20263081,446.94279366,440.29009854,454.21566162,481.99524701,415.0149266,497.29845433,420.02078869,461.59737589,432.01388537,399.50512947,567.97327019,593.07387157,452.62362908,436.62763668,565.04235136,0,932.81257312,478.35672611,423.84671585,451.16836714,441.98409412,446.577391879591,10,2
6649,22,28,1-22-2017-028-06,6,105.12124117,104.1913798,104.48366198,104.77057147,97.294706678,113.14111376,104.56423838,104.68800984,105.17345205,104.12374993,89.689014762,124.93992398,107.57060126,108.03935893,119.17786457,107.41117632,141.41408087,85.527164649,103.62397055,105.79321703,105.02982483,104.23760247,0,212.38315242,104.625620051921,12,2
6650,26,15,1-26-2017-015-03,3,2225.210384,2205.4775339,2214.9485167,2215.6516291,2215.3000171,2215.3000171,2215.0422789,2215.5578153,2194.7987049,2236.1879405,2215.3000171,2215.3000171,2213.5378753,2217.0649667,2223.0419682,2246.6986677,2215.3000171,2229.6531418,4384.9776255,0,2225.5971519,2205.0977267,2215.3000171,2215.3000171,2215.30001710961,10,2
6653,30,29,1-30-2017-029-04,4,1974.7057725,1817.2743181,1880.1393477,1903.9688256,1892.9548796,1890.7177491,1950.3506929,1838.5626514,1961.2844402,1874.7531343,1892.3505361,1891.2535964,1744.8704339,2106.3178999,1872.5168655,2077.6888703,1898.5405295,1891.4660436,0,3738.874422,1902.3266625,1881.477867,1893.193603,1890.453581,1891.8366133823,10,2
6656,15,14,1-15-2017-014-02,2,171.3631432,0,89.867224633,84.625040022,87.183909104,87.183909104,89.837250165,84.761347798,85.63167637,88.739146526,87.183909104,87.183909104,83.081221009,91.796843907,92.937610256,87.029797057,87.183909104,93.345039241,82.818441746,91.634680787,88.711898265,85.759624678,87.183909104,87.183909104,87.1839091043099,1,2
6658,14,16,1-14-2017-016-03,3,1550.629889,1691.1650792,1617.4506269,1622.4085868,1619.8958843,1619.8958843,1614.7737052,1624.9829319,1576.8769151,1664.6369345,1619.8958843,1619.8958843,1591.1881676,1646.6915985,0,3268.8433467,1619.8958843,1630.3913329,1598.2132051,1641.1812121,1639.2313037,1601.7084612,1619.8958843,1619.8958843,1619.89588426773,8,2
6660,16,28,1-16-2017-028-08,8,1176.8283511,1121.1657166,1147.1902523,1149.0932165,1131.9890883,1167.7918136,1239.2133324,1067.0064349,0,1536.1994598,1186.7702554,1110.7108832,1027.1306322,1460.2634636,1524.7972947,1163.6986862,1122.5728718,1344.4800399,1195.4682646,1199.1340001,1229.8586683,1089.7130302,1159.957197,1136.3443634,1148.15376578354,5,2
6661,24,27,1-24-2017-027-07,7,0,2146.0285304,1080.2673092,1127.8443424,1103.6105479,1102.4974138,1144.3815135,1066.4278218,1055.0384791,1153.4890738,1103.5436793,1102.5020649,1303.9793852,965.34969049,1184.7188493,1149.2270637,1102.2078736,1112.8377729,1159.1159134,1099.592787,1104.6344506,1101.2922994,1103.2123105,1102.8904784,1103.05393108487,1,2
6662,24,28,1-24-2017-028-06,6,0,1211.0538081,598.26831479,581.30617068,589.82285728,591.05767004,595.55409891,584.06017653,611.72129135,570.23964678,590.6820269,592.2494296,630.08693011,589.18025346,668.05565026,610.38822799,590.32346907,602.4216957,575.05035874,605.45132437,597.78624361,582.21157544,588.59721606,591.12163681,589.800686359146,1,2
6663,28,14,1-28-2017-014-06,6,486.1839004,481.88330782,483.23510781,484.56205918,899.97263073,0,483.60777226,484.1802131,486.42537482,481.57052088,414.81012339,577.8449615,497.51214794,499.68014394,551.1955376,496.77481039,654.03764876,395.56163946,479.25905,489.291777,485.76110142,482.09708687,477.31718245,491.13418122,483.89166140437,3,2
6664,23,25,1-23-2017-025-03,3,160.88308813,175.46408876,167.81596537,168.33037045,168.06966908,168.06966908,167.5382257,168.59746746,327.21261146,0,168.06966908,168.06966908,165.09114652,170.84981493,169.82703666,169.57676875,168.06966908,169.15860733,165.82001788,170.27809374,170.07578415,166.18266251,168.06966908,168.06966908,168.069669078899,5,2
6665,23,26,1-23-2017-026-09,9,1079.3386022,959.42283547,1032.0855602,994.8763876,1012.8767891,1014.2810275,1025.8606419,1001.5095101,2040.6955305,0,1021.103415,1015.6796278,1185.5143378,967.04496567,1065.1677684,1032.9978087,1015.3671145,1015.494542,979.66625893,1047.0220581,1033.4584775,995.5239344,1013.2772587,1013.8767055,1013.57112302861,5,2
6666,11,13,1-11-2017-013-05,5,534.95686974,532.69296428,534.09333243,533.13048311,532.92963147,534.2989702,537.18645657,546.29840372,531.92299385,535.81381489,532.4180905,555.09260188,531.79887599,536.17052445,634.75437919,0,518.02209752,570.06381398,536.14865276,533.10577644,537.83884496,529.6395879,534.54687129,532.82000993,533.608977976811,8,2
6667,11,14,1-11-2017-014-05,5,534.95686974,532.69296428,534.09333243,533.13048311,532.92963147,534.2989702,537.18645657,546.29840372,531.92299385,535.81381489,532.4180905,555.09260188,531.79887599,536.17052445,634.75437919,0,518.02209752,570.06381398,536.14865276,533.10577644,537.83884496,529.6395879,534.54687129,532.82000993,533.608977976811,8,2
6668,27,3,1-27-2017-003-06,6,150.85632011,149.52190412,149.94134946,150.35308461,0,324.73079438,150.05698222,150.23460291,150.93124637,149.42485054,128.70999782,179.29751359,154.37132284,155.04402282,171.02855606,154.14253692,202.93907887,122.73745235,148.70763224,151.82065239,150.72513128,149.58823688,148.10509688,152.39232562,150.145069205846,3,2
6669,32,25,1-32-2017-025-03,3,1764.9743415,1924.935791,1841.031748,1846.6750495,1843.8150147,1843.8150147,1837.9847939,1849.6052479,1794.8495089,1894.7406457,1843.8150147,1843.8150147,0,3748.6294316,1863.0942859,1860.3487119,1843.8150147,1855.7612552,1819.1351264,1868.0426256,1865.8231802,1823.1135338,1843.8150147,1843.8150147,1843.8150146992,7,2
6670,32,26,1-32-2017-026-09,9,11302.698339,10046.955484,10807.870415,10418.220631,10606.718576,10621.423584,10742.683853,10487.681857,10684.9537,10551.516626,10692.866769,10636.069551,0,14026.681181,11154.303146,10817.423367,10632.796951,10634.131356,10258.942073,10964.283546,10822.247432,10425.00166,10610.912243,10617.189575,10613.9895535626,7,2
6671,12,13,1-12-2017-013-06,6,1534.7993014,1521.2230672,1525.4904682,1529.6794264,1420.5297252,1651.8916674,1526.666906,1528.4740037,1535.5615947,1520.2356524,1309.484512,1824.1575718,1570.5606386,1577.4046306,1740.029905,1568.2329902,0,2497.4406902,1512.9387347,1544.6103355,1533.4645974,1521.897931,1506.8085915,1550.42649,1527.56309545422,9,2
6672,31,11,1-31-2017-011-07,7,1260.7518185,1252.2841674,1253.9789782,1257.8707386,1249.3507402,1261.9693459,1259.374496,1253.2374385,1254.7417673,1256.9190574,0,2472.7348186,1273.4070622,1248.0040245,1279.4553514,1349.7024812,1340.9886196,1196.2867177,1311.2412779,1255.9226375,1255.6775307,1255.4472314,1228.6534137,1282.9260716,1255.56663445132,6,2
6673,17,19,1-17-2017-019-03,3,817.88249557,892.0080318,853.12721273,855.74229748,854.41696807,854.41696807,0,1714.2002808,831.72653618,878.01571466,854.41696807,854.41696807,839.27503181,868.55041525,863.35091009,862.07862137,854.41696807,859.95281115,842.98040033,865.64395216,864.61546948,844.82397941,854.41696807,854.41696807,854.416968072674,4,2
6674,19,35,1-19-2017-035-06,6,578.08465546,572.97114475,574.5784683,576.15624621,535.04483357,622.18768576,575.02157552,575.70222181,578.37177449,572.59923335,493.21947325,687.07191908,591.55422134,594.13202208,655.38509642,590.67750879,1555.333809,0,569.85083744,581.77999743,577.58193703,573.22533331,567.541909,583.97066151,575.359126718658,9,2
6675,19,36,1-19-2017-036-08,8,447.73887606,438.97862183,441.90575835,444.58582945,420.10842088,471.02314452,450.04693136,437.28454048,462.58564331,440.35829921,425.12962653,463.32251703,455.31065075,487.65310899,486.52984404,505.19717462,986.57907327,0,473.85995079,451.83582966,456.54418983,435.49162012,433.14630385,452.85921857,443.238614810345,9,2
6676,29,12,1-29-2017-012-04,4,3275.6467182,3014.4990404,6237.5594077,0,3140.0381392,3136.3271816,3235.2464532,3049.8121793,3253.3833798,3109.8450399,3139.0356526,3137.2160465,2894.395302,3493.9652339,3106.1355118,3446.4753303,3149.3036287,3137.5684544,3192.9096989,3101.0269735,3155.5840754,3121.0000428,3140.4341341,3135.888979,3138.18315640294,2,2
6677,22,29,1-22-2017-029-04,4,228.79052934,227.69437452,227.99288646,228.45250237,218.30333483,238.50212174,228.7088607,227.76360645,228.72997233,233.2416449,206.45246954,254.81637636,230.62548559,230.669282,246.54028038,234.29283845,262.12885099,202.44393947,228.76395386,227.73763506,228.41985616,228.02351064,0,472.34262453,228.219701563568,12,2
6678,22,30,1-22-2017-030-04,4,228.79052934,227.69437453,227.99288646,228.45250237,218.30333483,238.50212175,228.7088607,227.76360646,228.72997234,233.24164491,206.45246954,254.81637636,230.62548559,230.66928201,246.54028038,234.29283846,262.128851,202.44393947,228.76395386,227.73763507,228.41985616,228.02351065,0,472.34262454,228.219701568993,12,2
6679,21,13,1-21-2017-013-08,8,884.69961093,859.69809132,869.1470301,874.69581009,859.63141718,886.8199721,885.19668435,860.29453667,901.5437332,874.40864029,901.23218242,843.47276888,894.94165069,960.04009321,943.87513358,1007.8727295,852.48075155,1103.2002738,922.5445438,898.16339273,1494.5389438,0,880.87037188,862.9388089,871.906857628612,11,2
6682,13,24,1-13-2017-024-03,3,1232.6345722,1344.3495179,1285.7520519,1289.6932584,1287.6958482,1287.6958482,1283.6240997,1291.7396699,1253.4989911,1323.2616307,1287.6958482,1287.6958482,2529.7507291,0,1301.1602344,1299.2427621,1287.6958482,1296.0389435,1270.459743,1304.616089,1303.0660579,1273.2382097,1287.6958482,1287.6958482,1287.6958482298,7,2
6683,13,25,1-13-2017-025-04,4,4697.596815,4323.0855794,4472.6342196,4529.3217933,4503.1208888,4497.7990139,4639.6588953,4373.7280641,4665.6690166,4459.8210403,4501.6832254,4499.0737328,8301.6902134,0,4454.5012152,4942.5817027,4516.4085043,4499.5791201,4578.9438613,4447.1750731,4525.4152773,4475.8184022,4503.6887841,4497.1705885,4500.4606626745,7,2
6684,15,15,1-15-2017-015-06,6,2327.9623421,0,1213.9332441,1179.5157259,1196.7967497,1199.3022815,1208.4258876,1185.1038194,1241.2303867,1157.0608826,1198.5400721,1201.7204549,1278.4957054,1195.4928563,1355.5372109,1238.5254968,1197.8125302,1222.3607792,1166.8221938,1228.5081329,1212.955084,1181.352863,1194.3098278,1199.4320751,1196.75176319565,1,2
6686,30,31,1-30-2017-031-04,4,2940.6797628,2706.2369925,2799.8539369,2835.3401668,2818.938489,2815.6070132,2904.4108206,2737.9390171,2920.6930688,2791.8329298,2818.0385165,2816.4049829,2598.4150375,3136.6730723,2788.5027373,3094.0394763,2827.2564915,2816.7213537,0,5567.8331941,2832.894701,2801.8472245,2819.2939895,2815.213621,2817.27319638255,10,2
6687,20,26,1-20-2017-026-02,2,57.138543712,59.186872138,59.929833767,56.433973585,58.140408822,58.140408822,59.909844668,56.524873269,57.105270037,59.177551345,58.140408822,58.140408822,55.404445665,61.216640641,61.977384481,58.037635987,58.140408822,62.249087001,55.229205831,61.10849878,0,114.38119007,58.140408822,58.140408822,58.1404088215473,11,2
6688,20,27,1-20-2017-027-04,4,2113.213911,1944.740033,2012.0144883,2037.5153931,2025.7289163,2023.3348709,2087.1505381,1967.5215546,2098.8511911,2006.2504796,2025.0821834,2023.9083032,1867.257657,2254.0574647,2003.8573563,2223.420362,2031.7063501,2024.1356517,2059.8378802,2000.5616913,0,4026.8937857,2025.984384,2023.0521738,2024.53221361302,11,2
6689,33,25,1-33-2017-025-01,1,72.819679933,71.634190563,73.436139589,71.862275342,70.3180871,74.419438407,73.422584574,71.330927493,72.100907117,72.331451339,68.411200839,79.976710205,75.588607888,77.171300447,76.193150967,81.635341983,82.91227339,76.897631902,72.525729426,72.906706267,73.138685879,71.352170212,145.56080741,0,72.2138621238404,12,2
6690,33,26,1-33-2017-026-03,3,253.83505452,253.83505452,253.83505452,253.83505452,252.05376434,255.64170101,253.83505452,253.83505452,253.83505452,253.83505452,238.05015692,271.86198483,253.83505452,253.83505452,258.28200772,253.83505452,299.60732073,221.62161171,253.83505452,253.83505452,253.83505452,253.83505452,498.77585948,0,253.835054516074,12,2
