CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
6085,30,1,1-30-2017-001-03,3,2,3,3,1,1,7,0,60,60,60,60,,,,,,,,,,,,,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,5,8,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,7,2,2,73.2399735499352,10,2
6085,30,1,1-30-2017-001-03,3,2,6,8,1,1,1,0,1,0,0,50,,,,,,,,,,,,,73.2399735499352,10,2
6092,14,1,1-14-2017-001-05,5,1,1,1,1,1,1,0,1,0,0,50,1,1,1,44,-15,-41,131429,998,42,0,1,1,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,3,8,1,1,1,0,1,0,97,97,1,1,1,44,-15,-41,131429,998,42,0,1,1,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,5,5,1,99,1,0,1,0,0,50,,,,,,,,,,,,,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,1,6,8,1,99,1,0,1,0,97,97,,,,,,,,,,,,,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,2,1,1,1,99,1,0,1,0,0,50,9,9,1,23,-20,12,80006,998,26,0,1,1,223.196555918989,8,2
6092,14,1,1-14-2017-001-05,5,2,2,2,1,99,1,0,1,0,0,50,9,9,1,23,-20,12,80006,998,26,0,1,1,223.196555918989,8,2
6095,24,1,1-24-2017-001-07,7,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,4,3,1,1,7,0,60,60,60,60,,,,,,,,,,,,,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,1057.24455000333,1,2
6095,24,1,1-24-2017-001-07,7,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,1057.24455000333,1,2
6101,32,2,1-32-2017-002-02,2,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,6,8,1,1,1,0,1,0,0,50,1,1,1,23,-12,-20,52569,998,25,0,1,1,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,7,9,1,1,7,0,60,60,60,60,,,,,,,,,,,,,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,1,8,9,1,1,1,0,1,0,0,50,1,1,1,23,-12,-20,52569,998,25,0,1,1,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,82.3625753483227,7,2
6101,32,2,1-32-2017-002-02,2,2,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,82.3625753483227,7,2
6103,16,2,1-16-2017-002-03,3,2,1,1,1,99,1,0,1,0,0,50,1,1,1,32,-32,0,33492,998,23,0,1,1,299.333672633261,5,2
6103,16,2,1-16-2017-002-03,3,2,2,5,1,99,7,0,60,60,60,60,1,1,60,,,,,,,,,60,299.333672633261,5,2
6103,16,2,1-16-2017-002-03,3,2,3,2,1,99,1,0,1,0,0,50,1,1,1,32,-32,0,33492,998,23,0,1,1,299.333672633261,5,2
6103,16,2,1-16-2017-002-03,3,2,4,5,1,99,7,0,60,60,60,60,1,9,60,,,,,,,,,60,299.333672633261,5,2
6104,16,3,1-16-2017-003-05,5,2,1,1,1,99,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,13,2,1,1,51.0113857468289,5,2
6104,16,3,1-16-2017-003-05,5,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,51.0113857468289,5,2
6104,16,3,1-16-2017-003-05,5,2,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,51.0113857468289,5,2
6104,16,3,1-16-2017-003-05,5,2,4,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,51.0113857468289,5,2
6105,19,2,1-19-2017-002-05,5,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.4524216922148,9,2
6105,19,2,1-19-2017-002-05,5,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,84.4524216922148,9,2
6106,19,3,1-19-2017-003-02,2,1,1,1,1,1,1,0,1,0,97,97,1,1,1,999,999,999,9999999,999,16,2,1,1,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,4,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,102.089013427492,9,2
6106,19,3,1-19-2017-003-02,2,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,102.089013427492,9,2
6110,12,1,1-12-2017-001-06,6,1,1,1,1,1,1,0,1,0,0,50,1,1,1,43,-43,0,154337,998,49,0,1,1,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,831.843534377453,9,2
6110,12,1,1-12-2017-001-06,6,1,4,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,831.843534377453,9,2
6111,19,4,1-19-2017-004-05,5,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,2,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,9,1,1,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,3,8,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,9,1,1,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,4,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,84.4524216922148,9,2
6111,19,4,1-19-2017-004-05,5,1,6,8,1,99,1,0,1,0,97,97,,,,,,,,,,,,,84.4524216922148,9,2
6112,19,5,1-19-2017-005-03,3,2,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,4,2,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,5,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,639.392649632869,9,2
6112,19,5,1-19-2017-005-03,3,2,6,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,639.392649632869,9,2
6113,29,1,1-29-2017-001-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,1,26,-26,0,47014,998,29,0,1,1,264.060880443883,2,2
6113,29,1,1-29-2017-001-03,3,1,2,5,1,99,1,0,1,0,0,50,9,9,1,26,-26,0,47014,998,29,0,1,1,264.060880443883,2,2
6113,29,1,1-29-2017-001-03,3,1,3,4,1,99,1,0,1,0,0,50,9,9,1,26,-26,0,47014,998,29,0,1,1,264.060880443883,2,2
6113,29,1,1-29-2017-001-03,3,1,4,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,264.060880443883,2,2
6113,29,1,1-29-2017-001-03,3,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,264.060880443883,2,2
6113,29,1,1-29-2017-001-03,3,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,264.060880443883,2,2
6113,29,1,1-29-2017-001-03,3,1,7,8,1,99,1,0,1,0,0,50,9,9,1,26,-26,0,47014,998,29,0,1,1,264.060880443883,2,2
6114,27,1,1-27-2017-001-07,7,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,2072.96617929403,3,2
6114,27,1,1-27-2017-001-07,7,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,2072.96617929403,3,2
6117,17,2,1-17-2017-002-09,9,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,1415.1062926472,4,2
6117,17,2,1-17-2017-002-09,9,1,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,1415.1062926472,4,2
6118,17,3,1-17-2017-003-08,8,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,186.330803198876,4,2
6118,17,3,1-17-2017-003-08,8,1,2,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,186.330803198876,4,2
6121,13,2,1-13-2017-002-03,3,2,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,4,5,1,99,1,0,1,0,0,50,,,,,,,,,,,,,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,5,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,721.076485952799,7,2
6121,13,2,1-13-2017-002-03,3,2,6,8,1,99,1,0,1,0,0,50,,,,,,,,,,,,,721.076485952799,7,2
6122,13,3,1-13-2017-003-09,9,2,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,2,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,3,8,1,99,7,0,60,60,60,60,8,9,60,,,,,,,,,60,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,4149.72387133394,7,2
6122,13,3,1-13-2017-003-09,9,2,6,5,1,99,7,0,60,60,60,60,8,9,60,,,,,,,,,60,4149.72387133394,7,2
6129,18,1,1-18-2017-001-10,10,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,6297.69228784152,6,2
6129,18,1,1-18-2017-001-10,10,1,2,2,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,6297.69228784152,6,2
6130,23,3,1-23-2017-003-06,6,2,1,1,1,99,1,0,1,0,0,50,9,9,1,38,-37,7,49123,998,30,0,1,1,474.463369126954,5,2
6130,23,3,1-23-2017-003-06,6,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,474.463369126954,5,2
6130,23,3,1-23-2017-003-06,6,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,474.463369126954,5,2
6130,23,3,1-23-2017-003-06,6,2,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,474.463369126954,5,2
6130,23,3,1-23-2017-003-06,6,2,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,474.463369126954,5,2
6130,23,3,1-23-2017-003-06,6,2,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,474.463369126954,5,2
6131,22,1,1-22-2017-001-02,2,1,1,1,1,1,1,0,1,0,0,50,1,1,1,18,-11,14,15360,998,12,0,1,1,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,2,5,1,1,1,0,1,0,0,50,1,1,1,18,-11,14,15360,998,12,0,1,1,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,3,2,1,1,1,0,1,0,0,50,1,1,1,18,-11,14,15360,998,12,0,1,1,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,4,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,5,8,1,1,1,0,1,0,0,50,1,1,1,18,-11,14,15360,998,12,0,1,1,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,1,6,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,2,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,57.5944953362226,12,2
6131,22,1,1-22-2017-001-02,2,2,2,2,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,57.5944953362226,12,2
6132,22,2,1-22-2017-002-06,6,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,3,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,198.309823245595,12,2
6132,22,2,1-22-2017-002-06,6,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,198.309823245595,12,2
6133,21,1,1-21-2017-001-03,3,1,1,1,1,1,1,0,1,0,0,50,1,9,99,,,,,,,,,99,299.98594818982,11,2
6133,21,1,1-21-2017-001-03,3,1,2,5,1,1,7,0,60,60,60,60,1,9,60,,,,,,,,,60,299.98594818982,11,2
6133,21,1,1-21-2017-001-03,3,1,3,8,1,1,7,0,60,60,60,60,1,9,60,,,,,,,,,60,299.98594818982,11,2
6133,21,1,1-21-2017-001-03,3,1,4,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,299.98594818982,11,2
6133,21,1,1-21-2017-001-03,3,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,299.98594818982,11,2
6133,21,1,1-21-2017-001-03,3,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,299.98594818982,11,2
6134,21,2,1-21-2017-002-09,9,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,440.927593351114,11,2
6134,21,2,1-21-2017-002-09,9,1,2,3,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,440.927593351114,11,2
6137,33,1,1-33-2017-001-05,5,1,1,1,1,2,7,0,60,60,60,60,1,2,60,,,,,,,,,60,74.8644900335331,12,2
6137,33,1,1-33-2017-001-05,5,1,2,8,1,2,7,0,60,60,60,60,1,2,60,,,,,,,,,60,74.8644900335331,12,2
6137,33,1,1-33-2017-001-05,5,1,3,3,1,2,7,0,60,60,60,60,1,2,60,,,,,,,,,60,74.8644900335331,12,2
6137,33,1,1-33-2017-001-05,5,1,4,8,1,2,7,0,60,60,60,60,1,2,60,,,,,,,,,60,74.8644900335331,12,2
6140,20,2,1-20-2017-002-03,3,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,2,5,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,3,3,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,5,8,1,99,1,0,1,0,97,97,9,9,1,999,999,999,9999999,999,999,7,1,1,51.7419523783465,11,2
6140,20,2,1-20-2017-002-03,3,1,6,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,51.7419523783465,11,2
6144,26,1,1-26-2017-001-10,10,1,1,1,1,99,1,0,1,0,0,50,1,1,1,10,-9,5,18601,998,13,0,1,1,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,2,5,1,99,7,0,60,60,60,60,1,1,60,,,,,,,,,60,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,3,8,1,99,7,0,60,60,60,60,1,1,60,,,,,,,,,60,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,4,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,1,6,8,1,99,7,0,60,60,60,60,1,9,60,,,,,,,,,60,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,2,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,2,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,2,3,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,20830.7351125155,10,2
6144,26,1,1-26-2017-001-10,10,2,4,5,1,1,1,0,1,0,99,59,,,,,,,,,,,,,20830.7351125155,10,2
6148,28,1,1-28-2017-001-04,4,1,1,1,1,1,1,0,1,0,0,50,1,1,1,12,-12,0,7245,998,12,0,1,1,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,2,4,1,1,1,0,1,0,0,50,1,1,1,12,-12,0,7245,998,12,0,1,1,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,4,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,204.800494620173,3,2
6148,28,1,1-28-2017-001-04,4,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,204.800494620173,3,2
