CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,TIREMANUF,TIREMODEL,TIRESIZE,TIRETIN,TIRETREAD,TIRERESTR,TIRESIZETYPE,CASEWGT,PSUSTRAT,VERSION
12452,26,1,1-26-2019-001-02,2,1,RR,998,IMOVE GEN 2 AS,P185/65R15,1YJAMFPHE,7,0,1,22.2200532685247,10,4
12452,26,1,1-26-2019-001-02,2,1,RF,998,IMOVE GEN 2 AS,P185/65R15,1YJAMFPHE,5,0,1,22.2200532685247,10,4
12419,12,1,1-12-2019-001-03,3,1,LF,103,PRIMACY HP,P215/45R17,F3N0 009X3416,3,0,1,339.939384901959,9,4
12419,12,1,1-12-2019-001-03,3,1,LR,103,PRIMACY HP,P215/45R17,F3N0 009X3416,3,0,1,339.939384901959,9,4
12419,12,1,1-12-2019-001-03,3,1,RR,28,CONTIPROCONTACT SPORT A/S,P215/45R17,VY63 WBUE1418,6,0,1,339.939384901959,9,4
12419,12,1,1-12-2019-001-03,3,1,RF,103,PRIMACY HP,P215/45R17,F3N0 009X3416,3,0,1,339.939384901959,9,4
12449,17,1,1-17-2019-001-09,9,1,LF,173,TIGERPAW,P225/60R16,Y9X3 FPUU1117,5,0,1,961.723266068137,4,4
12449,17,1,1-17-2019-001-09,9,1,RF,173,TIGERPAW,P225/60R16,Y9X3 FPUU1117,5,0,1,961.723266068137,4,4
12449,17,1,1-17-2019-001-09,9,1,LR,173,TIGERPAW,P225/60R16,Y9X3 FPUU0917,7,0,1,961.723266068137,4,4
12449,17,1,1-17-2019-001-09,9,1,RR,173,TIGERPAW,P225/60R16,Y9X3 FPUU1117,7,0,1,961.723266068137,4,4
12434,14,1,1-14-2019-001-04,4,1,LF,115,N Priz AH8,P195/65R15,UA8T JMCL2616,4,0,1,1402.876821981,8,4
12434,14,1,1-14-2019-001-04,4,1,LR,115,N Priz AH8,P195/65R15,UA8T AMDL4416,4,0,1,1402.876821981,8,4
12434,14,1,1-14-2019-001-04,4,1,RR,115,N Priz AH8,P195/65R15,UA8T AAAR4416,4,0,1,1402.876821981,8,4
12434,14,1,1-14-2019-001-04,4,1,RF,115,N Priz AH8,P195/65R15,UA8T,5,0,1,1402.876821981,8,4
12417,77,1,1-77-2019-001-03,3,2,LF,187,Geolandar G91,P225/65R17,FDF5 PEK 0617,2,0,1,1016.06557753526,9,4
12417,77,1,1-77-2019-001-03,3,2,LR,187,Geolandar G91,P225/65R17,FDF5 PEK 0617,2,0,1,1016.06557753526,9,4
12417,77,1,1-77-2019-001-03,3,2,RR,187,Geolandar G91,P225/65R17,FDF5 PEK 0617,2,0,1,1016.06557753526,9,4
12417,77,1,1-77-2019-001-03,3,2,RF,187,Geolandar G91,P225/65R17,FDF5 PEK 0617,2,0,1,1016.06557753526,9,4
12462,22,1,1-22-2019-001-08,8,1,LF,167,Eclipse,P215/60R17,PWER E5Y 2014,6,0,1,89.5221923404952,12,4
12462,22,1,1-22-2019-001-08,8,1,LR,66,ALTIMAX RT,P215/60R17,65KT 3T3,5,0,1,89.5221923404952,12,4
12462,22,1,1-22-2019-001-08,8,1,RF,167,Eclipse,P215/60R17,N3ER CDF 0312,4,0,1,89.5221923404952,12,4
12462,22,1,1-22-2019-001-08,8,1,RR,66,ALTIMAX RT,P215/60R17,65KT 3T3,4,0,1,89.5221923404952,12,4
12452,26,1,1-26-2019-001-02,2,2,LF,28,pure contact,P205/55R16,A30F WD3H1118,8,0,1,22.2200532685247,10,4
12452,26,1,1-26-2019-001-02,2,2,RF,28,pure contact,P205/55R16,A30F WD3H1118,8,0,1,22.2200532685247,10,4
12452,26,1,1-26-2019-001-02,2,2,LR,28,pure contact,P205/55R16,A30F WD3H1218,8,0,1,22.2200532685247,10,4
12452,26,1,1-26-2019-001-02,2,2,RR,28,pure contact,P205/55R16,A30F WD3H1118,7,0,1,22.2200532685247,10,4
12491,24,2,1-24-2019-002-04,4,1,LF,76,kinergy gt,P235/45R18,5MN9 1BH,7,1,1,2281.57338463435,1,4
12491,24,2,1-24-2019-002-04,4,1,LR,76,kinergy gt,P235/45R18,5MN9 1BH,8,0,1,2281.57338463435,1,4
12491,24,2,1-24-2019-002-04,4,1,RR,76,kinergy gt,P235/45R18,5MN9 1BH,8,0,1,2281.57338463435,1,4
12491,24,2,1-24-2019-002-04,4,1,RF,76,kinergy gt,P235/45R18,5MN9 1BH,7,0,1,2281.57338463435,1,4
12496,32,3,1-32-2019-003-06,6,3,LF,103,Pilot Sport A/S 3,P245/40R19,B91C 012X4316,6,1,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,3,LR,103,Pilot Sport A/S 3,P275/35R19,4M1D 012X4316,4,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,3,RR,103,Pilot Sport A/S 3,P275/35R19,4M1D 00EX1917,4,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,3,RF,103,Pilot Sport A/S 3,P245/40R19,B91C 012X4316,6,0,1,1882.75480161728,7,4
12537,19,2,1-19-2019-002-02,2,2,LF,76,Kinenergy,P205/65R16,T7D0 1BH 2717,8,1,1,66.9391379556163,9,4
12537,19,2,1-19-2019-002-02,2,2,RF,76,Kinenergy,P205/65R16,T7D0 1BH 2717,8,0,1,66.9391379556163,9,4
12537,19,2,1-19-2019-002-02,2,2,LR,115,Npriz,P205/65R16,UAHE,9,0,1,66.9391379556163,9,4
12537,19,2,1-19-2019-002-02,2,2,RR,76,Kinenergy,P205/65R16,T7D0 1BH 2717,9,0,1,66.9391379556163,9,4
12444,19,1,1-19-2019-001-01,1,1,LF,28,Crosscontact,P275/55R20,A32A WBDE2115,8,1,1,93.6457609646072,9,4
12444,19,1,1-19-2019-001-01,1,1,RF,28,Crosscontact,P275/55R20,A32A WBDE2115,8,0,1,93.6457609646072,9,4
12444,19,1,1-19-2019-001-01,1,1,LR,28,Crosscontact,P275/55R20,A32A WBDE2115,9,0,1,93.6457609646072,9,4
12444,19,1,1-19-2019-001-01,1,1,RR,28,Crosscontact,P275/55R20,A32A WBDE0317,9,0,1,93.6457609646072,9,4
12539,33,2,1-33-2019-002-09,9,1,LF,57,Ziex ze950 R/S,P235/55R17,R86B LMPR0114,4,0,1,153.055535950873,12,4
12495,28,1,1-28-2019-001-07,7,1,LF,998,Imove Gen 2AS,P235/45R17,1YJBHFPHE2118,3,0,1,188.933692908723,3,4
12495,28,1,1-28-2019-001-07,7,1,RF,998,Imove Gen 2AS,P235/45R17,1YJBHFPHE2118,3,0,1,188.933692908723,3,4
12495,28,1,1-28-2019-001-07,7,1,RR,117,Entire 2.0,P235/45R17,60CJ     0417,5,0,1,188.933692908723,3,4
12495,28,1,1-28-2019-001-07,7,1,LR,117,Entire 2.0,P235/45R17,60CJ     0417,5,0,1,188.933692908723,3,4
12535,66,1,1-66-2019-001-10,10,2,LF,6,SILVER EDITION,P205/55R16,RM0F XMD 4214,4,1,1,384.71786995987,6,4
12535,66,1,1-66-2019-001-10,10,2,RR,6,SILVER EDITION,P205/55R16,RM0F XMD 4214,5,0,1,384.71786995987,6,4
12535,66,1,1-66-2019-001-10,10,2,LR,6,SILVER EDITION,P205/55R16,RM0F XMD 2015,5,0,1,384.71786995987,6,4
12535,66,1,1-66-2019-001-10,10,2,RF,47,ALL SEASON,P205/55R16,M60F UY1R1617,4,0,1,384.71786995987,6,4
12505,23,3,1-23-2019-003-03,3,2,LF,70,Eagle LS,P235/50R18,M6PM JB1R2215,6,0,1,145.584933403066,5,4
12505,23,3,1-23-2019-003-03,3,2,RF,70,Eagle LS,P235/50R18,M6PM JB1R2215,6,0,1,145.584933403066,5,4
12505,23,3,1-23-2019-003-03,3,2,RR,70,Eagle LS,P235/50R18,M6PM JB1R2215,5,0,1,145.584933403066,5,4
12505,23,3,1-23-2019-003-03,3,2,LR,70,Eagle LS,P235/50R18,M6PM JB1R2215,5,0,1,145.584933403066,5,4
12511,73,1,1-73-2019-001-06,6,1,LF,998,INGENS AI,P215/55R16,KBMH     0518,5,0,1,267.702349067211,3,4
12511,73,1,1-73-2019-001-06,6,1,LR,998,INGENS AI,P215/55R16,KBMH     0518,6,0,1,267.702349067211,3,4
12511,73,1,1-73-2019-001-06,6,1,RR,998,INGENS AI,P215/55R16,KBMH,6,0,1,267.702349067211,3,4
12511,73,1,1-73-2019-001-06,6,1,RF,998,INGENS AI,P215/55R16,KBMH,5,0,1,267.702349067211,3,4
12541,21,2,1-21-2019-002-06,6,3,LF,70,WRANGLER FORTITUDE HT,P265/70R17,4B1Y JE1R,9,0,1,222.863974654819,11,4
12541,21,2,1-21-2019-002-06,6,3,RF,70,WRANGLER FORTITUDE HT,P265/70R17,4B1Y JE1R,9,0,1,222.863974654819,11,4
12541,21,2,1-21-2019-002-06,6,3,LR,70,WRANGLER FORTITUDE HT,P265/70R17,4B1Y JE1R,9,0,1,222.863974654819,11,4
12541,21,2,1-21-2019-002-06,6,3,RR,70,WRANGLER FORTITUDE HT,P265/70R17,4B1Y JE1R,9,0,1,222.863974654819,11,4
12519,26,2,1-26-2019-002-06,6,2,LF,187,avid ascend,P205/65R16,CCMA 852 2217,7,1,1,973.309185582467,10,4
12519,26,2,1-26-2019-002-06,6,2,LR,187,avid ascend,P205/65R16,CCMA 852 1617,8,0,1,973.309185582467,10,4
12519,26,2,1-26-2019-002-06,6,2,RF,187,avid ascend,P205/65R16,CCMA 852 2017,7,0,1,973.309185582467,10,4
12519,26,2,1-26-2019-002-06,6,2,RR,187,avid ascend,P205/65R16,CCMA 852 2817,6,0,1,973.309185582467,10,4
12496,32,3,1-32-2019-003-06,6,2,LF,193,Lionsport 4x4 HP,P235/55R18,1YCMWLPCR3318,8,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,2,LR,193,Lionsport 4x4 HP,P235/55R18,1YCMWLPCR4118,7,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,2,RR,193,Lionsport 4x4 HP,P235/55R18,1YCMWLPCR,7,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,2,RF,193,Lionsport 4x4 HP,P235/55R18,1YCMWLPCR,8,1,1,1882.75480161728,7,4
12526,17,2,1-17-2019-002-07,7,1,LF,103,PILOT HX MXM4,P235/50R18,B9NP 1J9X0711,3,0,1,778.517243118384,4,4
12526,17,2,1-17-2019-002-07,7,1,RF,103,PILOT HX MXM4,P235/50R18,B9NP 1J9X0711,2,0,1,778.517243118384,4,4
12526,17,2,1-17-2019-002-07,7,1,RR,103,PILOT HX MXM4,P235/50R18,B9NP 1J9X0711,4,0,1,778.517243118384,4,4
12526,17,2,1-17-2019-002-07,7,1,LR,103,PILOT HX MXM4,P235/50R18,B9NP 1J9X0711,4,0,1,778.517243118384,4,4
12497,32,4,1-32-2019-004-07,7,2,LF,187,YK580,P195/65R15,CC9N 854 4315,5,0,1,6526.06701852629,7,4
12497,32,4,1-32-2019-004-07,7,2,LR,187,YK580,P195/65R15,CC9N 854 4315,5,0,1,6526.06701852629,7,4
12497,32,4,1-32-2019-004-07,7,2,RR,187,YK580,P195/65R15,CC9N 854 4415,5,0,1,6526.06701852629,7,4
12497,32,4,1-32-2019-004-07,7,2,RF,187,YK580,P195/65R15,CC9N 854 4315,5,0,1,6526.06701852629,7,4
12544,22,2,1-22-2019-002-04,4,1,LF,70,Eagle LS2,P205/70R16,M60W CUER2516,4,0,1,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,1,LR,70,Eagle LS2,P205/70R16,M60W CUER2516,3,0,1,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,1,RF,70,Eagle LS2,P205/70R16,M60W CUER2516,4,0,1,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,1,RR,70,Eagle LS2,P205/70R16,M60W CUER2516,3,0,1,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,2,LF,998,Royal A/T,LT265/75R16,1P11 AAA,8,0,2,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,2,LR,998,Royal A/T,LT265/75R16,1P11 AAA,8,0,2,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,2,RF,998,Royal A/T,LT265/75R16,1P11 AAA,8,0,2,228.172632478998,12,4
12544,22,2,1-22-2019-002-04,4,2,RR,998,Royal A/T,LT265/75R16,1P11 AAA,8,0,2,228.172632478998,12,4
12488,11,3,1-11-2019-003-07,7,2,LF,70,VIVA 3 All Season,P215/60R16,PJ5M MX1R0418,6,0,1,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,2,LR,70,VIVA 3 All Season,P215/60R16,PJ5M MX1R4917,6,0,1,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,2,RR,70,VIVA 3 All Season,P215/60R16,PJ5M MX1R5017,6,0,1,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,2,RF,70,VIVA 3 All Season,P215/60R16,PJ5M MX1R5017,6,0,1,5501.90113032407,8,4
12506,23,4,1-23-2019-004-04,4,1,LF,13,Commercial,LT215/85R16,BF0P DD112118,8,0,2,380.869037562636,5,4
12506,23,4,1-23-2019-004-04,4,1,RF,13,Commercial,LT215/85R16,BF0P DD112118,8,0,2,380.869037562636,5,4
12506,23,4,1-23-2019-004-04,4,1,LR,13,Commercial,LT215/85R16,BF0P DD114517,8,0,2,380.869037562636,5,4
12506,23,4,1-23-2019-004-04,4,1,RR,13,Commercial,LT215/85R16,BF0P DD114817,7,0,2,380.869037562636,5,4
12488,11,3,1-11-2019-003-07,7,1,LF,999,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,1,RF,999,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,1,LR,999,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,1,RR,999,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,3,LF,103,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,3,RF,999,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,3,LR,103,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12488,11,3,1-11-2019-003-07,7,3,RR,999,Unknown,UNKNOWN,#### ####,99,0,9,5501.90113032407,8,4
12493,77,2,1-77-2019-002-04,4,1,LF,103,Primacy mxv4,P205/55R16,B3WC 02NX4016,5,0,1,3480.14600733742,9,4
12493,77,2,1-77-2019-002-04,4,1,LR,103,Primacy mxv4,P205/55R16,B3WC 02NX4016,5,0,1,3480.14600733742,9,4
12493,77,2,1-77-2019-002-04,4,1,RF,103,Primacy mxv4,P205/55R16,B3WC 02NX4016,5,0,1,3480.14600733742,9,4
12493,77,2,1-77-2019-002-04,4,1,RR,103,Primacy mxv4,P205/55R16,B3WC 02NX4016,5,0,1,3480.14600733742,9,4
12536,66,2,1-66-2019-002-09,9,1,LF,70,VIVA 3 ALL SEASON,P215/65R16,MD6V MH1R4617,5,0,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,1,LR,70,VIVA 3 ALL SEASON,P215/65R16,MD6V MH1R4617,6,0,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,1,RF,70,VIVA 3 ALL SEASON,P215/65R16,MD6V MH1R4617,6,8,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,1,RR,70,VIVA 3 ALL SEASON,P215/65R16,MD6V MH1R4617,6,0,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,2,LF,59,DESTINATION LE 2,P245/70R17,W283 DE1,4,0,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,2,RF,59,DESTINATION LE 2,P245/70R17,W283 DE1,2,0,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,2,LR,59,DESTINATION LE 2,P245/70R17,W283 DE1,2,0,1,136.008717845864,6,4
12536,66,2,1-66-2019-002-09,9,2,RR,59,DESTINATION LE 2,P245/70R17,W283 DE1,2,0,1,136.008717845864,6,4
12535,66,1,1-66-2019-001-10,10,1,LF,115,ROADIAN AT PRO,LT265/75R16,8ELT,7,0,2,384.71786995987,6,4
12535,66,1,1-66-2019-001-10,10,1,LR,115,ROADIAN AT PRO,LT265/75R16,9999999999999,4,0,2,384.71786995987,6,4
12535,66,1,1-66-2019-001-10,10,1,RF,115,ROADIAN AT PRO,LT265/75R16,8ELT,6,0,2,384.71786995987,6,4
12535,66,1,1-66-2019-001-10,10,1,RR,115,ROADIAN AT PRO,LT265/75R16,8ELT,3,0,2,384.71786995987,6,4
12496,32,3,1-32-2019-003-06,6,1,LF,98,Avenger G/T,P275/60R15,R7R7 FF6,6,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,1,LR,98,Avenger G/T,P275/60R15,R7R7 FF6,5,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,1,RR,98,Avenger G/T,P275/60R15,R7R7 FF6,4,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,1,RF,98,Avenger G/T,P275/60R15,R7R7 FF6,6,1,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,4,LF,998,MuchoMacho,P225/45R18,1KAH UH521518,7,1,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,4,RF,998,MuchoMacho,P225/45R18,1KAH UH521718,7,1,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,4,LR,17,Potenza RE 970 AS,P245/40R18,RB2P 971,5,0,1,1882.75480161728,7,4
12496,32,3,1-32-2019-003-06,6,4,RR,17,Potenza RE 970 AS,P245/40R18,RB2P 971 4715,3,0,1,1882.75480161728,7,4
12514,27,1,1-27-2019-001-06,6,1,LF,59,WINTERFORCE,P215/70R15,WB34 WF1 2517,6,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,1,RF,59,WINTERFORCE,P215/70R15,9999999999999,6,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,1,LR,47,ALL-SEASON,P215/70R15,PJ34 KD1R1717,5,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,1,RR,70,INTEGRITY,P215/70R15,M634 C9HR0515,5,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,2,LF,998,TOURING CUV,P255/65R18,KAFJ C26A1318,6,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,2,LR,998,TOURING CUV,P255/65R18,KAFJ C26A,8,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,2,RR,998,TOURING CUV,P255/65R18,KAFJ C26A,8,0,1,127.195256322696,3,4
12514,27,1,1-27-2019-001-06,6,2,RF,998,TOURING CUV,P255/65R18,KAFJ C26A1318,6,0,1,127.195256322696,3,4
12501,16,1,1-16-2019-001-09,9,1,LF,115,Roadian HTX RH5,P235/70R16,8EWL LMBR4114,6,0,1,827.764153416687,5,4
12501,16,1,1-16-2019-001-09,9,1,RR,115,Roadian HTX RH5,P235/70R16,8EWL LMBR4114,7,0,1,827.764153416687,5,4
12501,16,1,1-16-2019-001-09,9,1,RF,115,Roadian HTX RH5,P235/70R16,8EWL LMBR4114,6,0,1,827.764153416687,5,4
12501,16,1,1-16-2019-001-09,9,1,LR,196,Radial LL870,P235/70R16,YCDP FTS,10,0,1,827.764153416687,5,4
12539,33,2,1-33-2019-002-09,9,1,LR,57,Ziex ze950 R/S,P235/55R17,R86B LMPR1414,4,0,1,153.055535950873,12,4
12539,33,2,1-33-2019-002-09,9,1,RF,57,Ziex ze950 R/S,P235/55R17,R86B LMPR0215,5,0,1,153.055535950873,12,4
12539,33,2,1-33-2019-002-09,9,1,RR,57,Ziex ze950 R/S,P235/55R17,R86B LMPR0415,4,0,1,153.055535950873,12,4
12551,12,3,1-12-2019-003-04,4,2,LF,28,CONTIPROCONTACT,P205/70R16,P50W WBVD0716,4,0,1,644.399718582018,9,4
12551,12,3,1-12-2019-003-04,4,2,LR,28,CONTIPROCONTACT,P205/70R16,P50W WBVD0716,4,0,1,644.399718582018,9,4
12551,12,3,1-12-2019-003-04,4,2,RR,28,CONTIPROCONTACT,P205/70R16,P50W WBVD0716,5,0,1,644.399718582018,9,4
12551,12,3,1-12-2019-003-04,4,2,RF,28,CONTIPROCONTACT,P205/70R16,P50W WBVD0716,4,0,1,644.399718582018,9,4
12534,31,1,1-31-2019-001-04,4,1,LF,167,Toyo A36,P225/55R19,N3T4 2D1 3018,9,0,1,960.230949818511,6,4
12534,31,1,1-31-2019-001-04,4,1,RF,167,Toyo A36,P225/55R19,N3T4 2D1 3018,9,0,1,960.230949818511,6,4
12534,31,1,1-31-2019-001-04,4,1,LR,167,Toyo A36,P225/55R19,N3T4 2D1 3018,9,0,1,960.230949818511,6,4
12534,31,1,1-31-2019-001-04,4,1,RR,167,Toyo A36,P225/55R19,N3T4 2D1 3018,9,0,1,960.230949818511,6,4
12540,33,3,1-33-2019-003-09,9,1,LF,167,Open Country M/T,LT265/70R17,737K 24W 1617,8,0,2,153.055535950873,12,4
12540,33,3,1-33-2019-003-09,9,1,LR,167,Open Country M/T,LT265/70R17,737K 24W 1517,10,0,2,153.055535950873,12,4
12540,33,3,1-33-2019-003-09,9,1,RR,167,Open Country M/T,LT265/70R17,737K 24W 1517,12,0,2,153.055535950873,12,4
12540,33,3,1-33-2019-003-09,9,1,RF,167,Open Country M/T,LT265/70R17,737K 24W 1417,11,0,2,153.055535950873,12,4
12499,76,1,1-76-2019-001-06,6,1,LF,70,Wrangler AT/S,P265/70R17,4BT6 BYER2610,5,0,1,49.4254425182419,3,4
12499,76,1,1-76-2019-001-06,6,1,RF,70,Wrangler AT/S,P265/70R17,4BT6 BYER2610,4,0,1,49.4254425182419,3,4
12499,76,1,1-76-2019-001-06,6,1,LR,70,Wrangler AT/S,P265/70R17,4BT6 BYER2610,4,0,1,49.4254425182419,3,4
12499,76,1,1-76-2019-001-06,6,1,RR,70,Wrangler AT/S,P265/70R17,4BT6 BYER2610,4,0,1,49.4254425182419,3,4
12516,13,1,1-13-2019-001-04,4,2,LF,70,Eagle F1,P235/50R18,M61P KX1R3015,6,0,1,2004.43122332053,7,4
12516,13,1,1-13-2019-001-04,4,2,RF,70,Eagle F1,P235/50R18,M61P KX1R1817,7,0,1,2004.43122332053,7,4
12516,13,1,1-13-2019-001-04,4,2,LR,70,Eagle F1,P235/50R18,M61P KX1R3815,6,0,1,2004.43122332053,7,4
12516,13,1,1-13-2019-001-04,4,2,RR,70,Eagle F1,P235/50R18,M61P KX1R3115,6,0,1,2004.43122332053,7,4
12573,31,2,1-31-2019-002-07,7,1,LF,66,Autogrip,P215/55R17,KWC5,2,0,1,346.655110798758,6,4
12573,31,2,1-31-2019-002-07,7,1,LR,70,Viva 3 All-Season,P215/55R17,PJ3R MN1R4917,6,0,1,346.655110798758,6,4
12573,31,2,1-31-2019-002-07,7,1,RR,70,Viva 3 All-Season,P215/55R17,PJ3R MN1R4817,6,0,1,346.655110798758,6,4
12573,31,2,1-31-2019-002-07,7,1,RF,48,Sport Signature,P215/55R17,PJPJ 571R0714,4,0,1,346.655110798758,6,4
12562,32,6,1-32-2019-006-04,4,2,LF,83,Edge A/S,P185/60R15,M690 NK1R1316,4,0,1,3263.16843419561,7,4
12562,32,6,1-32-2019-006-04,4,2,LR,28,VancoFourSeason,P185/60R15,6657 HNCJ3815,6,0,1,3263.16843419561,7,4
12562,32,6,1-32-2019-006-04,4,2,RR,76,Optimo H426,P185/60R15,5MBT PDL 4115,6,0,1,3263.16843419561,7,4
12562,32,6,1-32-2019-006-04,4,2,RF,57,Ziex ZE 950 A/s,P185/60R15,R8CA DMPR4716,5,0,1,3263.16843419561,7,4
12561,32,5,1-32-2019-005-03,3,1,LF,59,FR 740,P215/45R17,V6DC ADR 3116,4,0,1,1213.94832208421,7,4
12561,32,5,1-32-2019-005-03,3,1,LR,59,FR 740,P215/45R17,V6DC ADR 3116,4,0,1,1213.94832208421,7,4
12561,32,5,1-32-2019-005-03,3,1,RR,59,FR 740,P215/45R17,V6DC ADR 3116,3,0,1,1213.94832208421,7,4
12561,32,5,1-32-2019-005-03,3,1,RF,59,FR 740,P215/45R17,V6DC ADR 2916,4,0,1,1213.94832208421,7,4
