CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
14495,77,80,1-77-2019-080-07,7,1,887,887,887,887,887,887,887,887,887,887,44,43,887,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,3007.51595053688,9,4
14496,31,49,1-31-2019-049-07,7,1,887,887,887,887,887,887,887,887,887,887,44,887,887,887,126,887,887,887,887,887,887,887,887,887,887,887,887,887,276.905591523354,6,4
14494,12,47,1-12-2019-047-01,1,1,887,887,395,887,887,887,887,405,887,887,887,887,887,887,999,999,999,887,887,887,887,887,887,887,887,887,887,202,353.331729164077,9,4
14494,12,47,1-12-2019-047-01,1,2,887,887,370,887,887,887,887,356,887,887,887,56,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,250,353.331729164077,9,4
14505,24,86,1-24-2019-086-05,5,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,999,999,999,887,887,172.941259148601,1,4
14503,11,81,1-11-2019-081-02,2,1,887,887,352,887,887,887,887,352,887,887,49,60,887,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,131.262604555616,8,4
14503,11,81,1-11-2019-081-02,2,2,887,887,300,887,887,887,887,300,887,887,38,42,887,887,102,887,887,887,887,887,887,887,887,6,38,92,887,887,131.262604555616,8,4
14506,77,81,1-77-2019-081-03,3,1,887,887,887,887,887,887,887,887,887,887,51,56,887,887,141,887,887,887,887,887,887,887,887,887,887,887,887,999,312.707634476972,9,4
14509,59,55,1-59-2019-055-02,2,1,887,887,382,887,887,887,887,400,887,887,36,887,887,887,132,887,887,887,887,887,887,887,887,887,887,887,887,198,159.325799516233,6,4
14507,77,82,1-77-2019-082-03,3,1,887,887,346,887,887,887,887,316,887,887,887,887,887,887,887,887,887,887,887,887,7,16,139,887,887,887,887,150,312.707634476972,9,4
14509,59,55,1-59-2019-055-02,2,2,887,887,270,887,887,887,887,270,887,887,887,887,887,887,117,887,887,887,887,887,11,25,106,887,887,887,887,887,159.325799516233,6,4
14508,77,83,1-77-2019-083-04,4,1,887,887,887,887,887,887,887,887,887,887,51,887,887,887,114,887,887,887,887,887,887,887,887,887,887,887,887,887,1078.05257470961,9,4
14508,77,83,1-77-2019-083-04,4,2,887,887,887,887,887,887,887,887,887,887,887,44,887,887,887,887,887,60,887,887,887,887,887,887,887,887,887,887,1078.05257470961,9,4
14512,28,42,1-28-2019-042-03,3,1,887,887,887,887,887,887,887,887,887,887,51,887,887,887,110,887,887,887,887,887,887,887,887,887,887,887,887,887,169.284877782637,3,4
14513,48,44,1-48-2019-044-07,7,1,887,887,887,887,887,887,887,887,887,887,50,48,887,887,85,887,887,887,887,887,887,887,887,887,887,887,887,887,6736.32062422401,12,4
14504,11,82,1-11-2019-082-05,5,1,87,887,266,887,102,87,887,266,887,102,47,47,155,155,109,887,887,887,887,887,887,887,887,887,887,887,887,887,321.302244308154,8,4
14510,12,48,1-12-2019-048-04,4,1,887,887,887,887,887,887,887,269,887,887,887,887,887,887,887,887,887,887,887,887,999,999,116,887,887,887,887,887,389.13492396195,9,4
14514,52,37,1-52-2019-037-03,3,1,887,887,887,887,887,887,887,249,887,887,999,887,887,887,110,887,887,887,887,887,887,887,887,887,887,887,887,887,96.9371163847249,12,4
14510,12,48,1-12-2019-048-04,4,2,887,887,887,887,887,887,887,887,887,887,36,887,887,887,111,887,887,887,887,887,887,887,887,887,887,887,887,887,389.13492396195,9,4
14514,52,37,1-52-2019-037-03,3,2,887,887,291,887,887,887,887,887,887,887,999,887,887,887,130,887,887,887,887,887,887,887,887,887,887,887,887,887,96.9371163847249,12,4
14519,32,93,1-32-2019-093-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,118,887,887,887,887,887,887,887,887,887,887,887,887,887,5741.35923704195,7,4
14520,14,43,1-14-2019-043-01,1,1,887,887,387,887,887,887,887,400,887,887,49,887,887,887,145,887,887,887,887,887,887,887,887,887,887,887,887,999,404.045672436521,8,4
14520,14,43,1-14-2019-043-01,1,2,887,887,999,887,887,887,887,887,887,887,887,887,887,887,999,887,887,999,887,887,999,999,999,887,999,999,887,887,404.045672436521,8,4
14515,52,38,1-52-2019-038-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,329.21009958543,12,4
14520,14,43,1-14-2019-043-01,1,3,887,887,320,887,887,887,887,320,887,887,887,887,887,887,887,887,887,887,887,887,10,13,126,8,41,88,887,887,404.045672436521,8,4
14518,32,92,1-32-2019-092-06,6,2,887,887,887,887,887,887,887,887,887,887,40,56,149,148,106,887,887,887,887,887,887,887,887,887,887,887,887,887,1828.01322295631,7,4
14520,14,43,1-14-2019-043-01,1,4,887,887,887,887,887,887,887,887,887,887,38,35,887,887,103,887,887,50,887,887,887,887,887,887,887,887,887,887,404.045672436521,8,4
14520,14,43,1-14-2019-043-01,1,5,887,887,887,887,887,887,887,887,887,887,23,887,887,887,125,887,887,55,887,887,887,887,106,887,32,87,887,887,404.045672436521,8,4
14523,66,47,1-66-2019-047-01,1,1,887,887,887,887,887,887,887,887,887,887,45,887,887,887,887,887,887,887,887,887,7,28,131,6,47,85,887,887,190.884214670747,6,4
14515,52,38,1-52-2019-038-04,4,2,887,887,887,887,887,887,887,887,887,887,38,887,887,887,126,887,887,887,887,177,887,887,121,887,38,87,887,887,329.21009958543,12,4
14517,32,91,1-32-2019-091-07,7,2,887,887,887,887,887,887,887,280,887,887,40,40,887,887,121,887,887,887,887,887,12,15,887,887,887,887,887,887,6336.31994417542,7,4
14522,31,50,1-31-2019-050-05,5,1,887,887,887,887,887,887,887,887,887,887,60,887,887,887,121,887,887,887,887,887,12,18,114,887,887,887,887,887,301.24556196969,6,4
14521,16,52,1-16-2019-052-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,21,115,887,887,887,887,887,552.641166354152,5,4
14521,16,52,1-16-2019-052-06,6,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,120,887,887,887,887,887,13,21,114,887,887,887,887,887,552.641166354152,5,4
14527,76,35,1-76-2019-035-02,2,1,887,887,887,887,887,887,887,887,887,887,32,887,887,887,122,887,887,887,887,887,887,887,887,999,999,999,887,887,18.1164349077004,3,4
14526,25,54,1-25-2019-054-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,114,887,887,887,887,158,887,887,115,887,41,89,887,887,1156.3986856246,2,4
14526,25,54,1-25-2019-054-06,6,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,132,887,887,887,887,169,887,887,119,887,37,80,887,887,1156.3986856246,2,4
14528,17,89,1-17-2019-089-03,3,1,887,887,887,887,887,887,887,887,887,887,50,63,887,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,224.355490687911,4,4
14530,17,91,1-17-2019-091-03,3,1,887,887,887,887,887,887,887,887,887,887,53,60,887,887,121,887,887,887,887,887,887,887,887,887,887,887,887,887,224.355490525343,4,4
14530,17,91,1-17-2019-091-03,3,2,887,887,887,887,887,887,887,887,887,887,60,56,887,887,887,887,887,999,26,887,887,887,887,887,887,887,887,887,224.355490525343,4,4
14529,17,90,1-17-2019-090-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,127,887,887,887,887,887,887,887,887,887,887,887,887,887,277.155032698721,4,4
14529,17,90,1-17-2019-090-06,6,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,47,887,887,887,887,887,887,887,887,887,887,277.155032698721,4,4
14524,19,40,1-19-2019-040-08,8,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,136,887,887,887,887,887,887,887,132,887,47,88,294,887,191.215437642263,9,4
14524,19,40,1-19-2019-040-08,8,2,887,887,286,887,887,887,887,887,887,887,27,39,887,887,128,887,887,82,887,887,11,24,118,887,40,75,887,887,191.215437642263,9,4
14525,19,41,1-19-2019-041-08,8,1,887,887,887,887,887,887,887,887,887,887,37,38,887,887,124,887,887,59,887,887,887,887,105,887,36,80,887,887,191.215437642263,9,4
14531,27,48,1-27-2019-048-06,6,1,887,887,263,887,887,887,887,887,887,887,46,887,887,887,98,887,887,887,887,887,12,22,887,887,887,887,887,887,129.166078524303,3,4
14539,26,95,1-26-2019-095-06,6,1,887,887,460,887,887,887,887,887,887,887,33,887,887,887,96,887,887,887,887,887,7,19,887,4,40,887,887,887,606.871422366684,10,4
14532,29,85,1-29-2019-085-02,2,1,887,887,887,887,887,887,887,887,887,887,46,887,887,887,131,887,887,887,887,887,887,887,887,887,887,887,887,172,15.6010076995637,2,4
14532,29,85,1-29-2019-085-02,2,2,887,887,887,887,887,887,887,252,887,887,24,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,15.6010076995637,2,4
14541,33,71,1-33-2019-071-07,7,1,887,887,887,887,887,887,887,887,887,887,51,887,887,887,133,887,887,887,887,887,887,887,887,887,887,887,887,887,831.991413186228,12,4
14544,30,73,1-30-2019-073-02,2,1,887,887,301,887,887,887,887,302,887,887,38,887,887,887,136,887,887,887,887,887,13,19,130,887,887,887,887,887,61.7371665507538,10,4
14533,29,86,1-29-2019-086-10,10,1,887,887,887,887,887,887,887,887,887,887,24,887,887,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,4851.91643385274,2,4
14545,22,65,1-22-2019-065-09,9,2,887,887,264,887,887,887,887,264,887,887,887,45,887,887,887,887,887,66,887,887,887,887,887,887,887,887,887,887,244.740889431791,12,4
14543,18,43,1-18-2019-043-04,4,1,887,887,282,887,887,887,887,278,887,887,887,887,887,887,887,887,887,887,887,887,14,17,109,887,887,887,887,887,509.218916561729,6,4
14550,21,78,1-21-2019-078-06,6,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,379.482580632139,11,4
14550,21,78,1-21-2019-078-06,6,2,887,887,887,887,887,887,887,887,887,887,38,887,887,887,109,887,887,887,887,887,11,10,134,887,887,887,887,887,379.482580632139,11,4
14548,21,76,1-21-2019-076-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,132,63,70,887,887,887,9,13,156,10,46,97,887,887,34.4649228608809,11,4
14552,26,97,1-26-2019-097-01,1,1,887,887,887,887,887,887,887,264,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,32.2752321015473,10,4
14553,21,79,1-21-2019-079-03,3,1,887,887,887,887,887,887,887,887,887,887,22,887,887,887,117,887,887,887,887,887,887,887,887,887,887,887,887,887,284.889019830546,11,4
14537,15,55,1-15-2019-055-09,9,2,887,887,887,887,887,887,887,887,887,887,47,887,887,887,111,887,887,887,887,887,887,887,887,887,887,887,887,887,391.223637378421,1,4
14542,18,42,1-18-2019-042-03,3,1,887,887,887,887,887,887,887,887,887,887,46,41,887,887,100,887,887,20,29,208,887,887,887,887,887,887,887,887,157.730828191165,6,4
14542,18,42,1-18-2019-042-03,3,2,887,887,284,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,12,20,887,887,887,887,887,887,157.730828191165,6,4
14535,13,59,1-13-2019-059-09,9,1,887,887,887,887,887,887,887,887,887,887,49,887,887,887,106,887,887,887,887,172,887,887,113,887,38,86,887,887,8601.50692605775,7,4
14534,29,87,1-29-2019-087-09,9,1,887,887,262,887,887,887,887,887,887,887,40,887,887,887,89,887,887,887,887,887,7,10,125,887,887,887,887,887,862.601061458185,2,4
14557,24,87,1-24-2019-087-06,6,1,887,887,887,887,887,887,887,887,887,887,24,33,887,887,116,887,887,887,887,887,887,887,887,887,887,887,887,887,441.67059858251,1,4
14557,24,87,1-24-2019-087-06,6,2,887,887,887,887,887,887,887,310,887,887,26,36,887,887,999,887,887,887,887,887,15,30,120,887,887,887,887,887,441.67059858251,1,4
14558,24,88,1-24-2019-088-09,9,1,887,887,887,887,887,887,887,887,887,887,42,44,887,887,121,887,887,887,887,887,11,18,121,887,887,887,887,887,1253.79056887962,1,4
14559,24,89,1-24-2019-089-03,3,1,887,887,887,887,887,887,887,887,887,887,28,37,887,887,114,887,887,887,887,887,887,887,887,887,887,887,887,887,331.575440653061,1,4
14561,11,84,1-11-2019-084-06,6,1,887,887,248,887,887,887,887,253,887,887,38,40,887,887,97,887,887,887,887,887,10,14,887,7,35,81,887,887,459.296589681387,8,4
14567,11,85,1-11-2019-085-07,7,1,887,887,278,887,887,887,887,278,887,887,39,42,887,887,140,887,887,887,887,887,887,887,887,887,887,887,887,887,1535.85297914549,8,4
14569,66,48,1-66-2019-048-07,7,1,887,887,887,887,887,887,887,887,887,887,45,887,887,887,119,887,887,887,887,887,12,24,118,9,39,90,887,887,299.604795441816,6,4
14568,77,87,1-77-2019-087-03,3,1,887,887,271,887,887,887,887,282,887,887,48,887,887,887,133,887,887,887,887,887,11,18,887,887,887,887,887,887,340.101224281227,9,4
14563,77,85,1-77-2019-085-06,6,1,887,887,887,887,887,887,887,887,887,887,38,42,887,887,107,887,887,887,887,887,5,9,887,887,887,887,887,887,488.55296690465,9,4
14571,52,39,1-52-2019-039-07,7,1,887,887,282,887,887,887,887,287,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,715.535270222749,12,4
14570,66,49,1-66-2019-049-09,9,1,887,887,887,887,887,887,887,887,887,887,36,45,887,887,887,887,887,887,887,887,12,24,99,5,39,71,887,887,248.894288709932,6,4
14562,77,84,1-77-2019-084-09,9,1,887,887,887,887,887,887,887,887,887,887,40,40,887,887,144,887,887,887,887,887,887,887,887,887,887,887,887,887,1237.66608398993,9,4
14571,52,39,1-52-2019-039-07,7,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,715.535270222749,12,4
14573,32,95,1-32-2019-095-01,1,1,887,887,887,887,887,887,887,350,887,887,50,56,887,887,83,887,887,887,887,887,999,887,887,12,55,95,887,887,108.287728866858,7,4
14577,28,43,1-28-2019-043-09,9,2,887,887,314,887,887,887,887,375,887,887,43,887,887,887,126,887,887,887,887,887,8,10,130,887,887,887,887,198,330.942733947479,3,4
14576,76,37,1-76-2019-037-07,7,1,887,887,887,887,887,887,887,887,887,887,21,887,887,887,132,887,887,887,887,887,887,887,887,887,887,887,887,887,19.6051639236429,3,4
14575,76,36,1-76-2019-036-07,7,1,887,887,295,887,887,887,887,280,887,887,30,887,887,887,80,887,887,887,887,887,887,887,887,887,887,887,887,887,19.6051639236429,3,4
14575,76,36,1-76-2019-036-07,7,2,887,887,345,887,887,887,887,340,887,887,887,887,887,887,132,887,887,887,887,887,10,25,133,887,46,86,278,250,19.6051639236429,3,4
14578,28,44,1-28-2019-044-08,8,1,887,887,365,887,887,887,887,887,887,887,887,887,887,887,132,887,887,887,887,887,6,16,132,9,47,88,214,207,73.4790451329552,3,4
14574,32,96,1-32-2019-096-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,108.287728840612,7,4
14566,48,46,1-48-2019-046-09,9,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,132,887,887,887,887,887,887,887,133,887,46,86,366,887,496.713545276747,12,4
14566,48,46,1-48-2019-046-09,9,2,887,887,887,887,887,887,887,887,887,887,52,887,887,887,136,887,887,887,887,887,887,887,887,887,887,887,362,247,496.713545276747,12,4
14581,27,49,1-27-2019-049-03,3,1,887,887,260,887,887,887,887,887,887,887,43,887,887,887,116,887,887,887,887,140,16,12,108,887,37,78,887,887,35.3876665065111,3,4
14565,48,45,1-48-2019-045-03,3,1,887,887,887,887,887,887,887,887,887,887,42,887,887,887,105,887,887,887,887,887,887,887,887,887,887,887,887,887,130.50504291263,12,4
14582,27,50,1-27-2019-050-03,3,1,887,887,887,887,887,887,887,887,887,887,43,887,887,887,121,887,887,887,887,887,887,887,887,887,887,887,887,887,35.3876665252817,3,4
14586,31,52,1-31-2019-052-10,10,1,887,887,330,887,887,887,887,330,887,887,47,887,887,887,123,887,887,887,887,887,6,9,887,887,887,121,887,887,903.63656551844,6,4
14582,27,50,1-27-2019-050-03,3,2,887,887,887,887,887,887,887,268,887,887,887,887,887,887,887,887,887,887,887,887,11,22,887,887,887,887,887,887,35.3876665252817,3,4
14587,19,42,1-19-2019-042-03,3,2,887,887,887,887,887,887,887,887,887,887,40,38,887,887,121,887,887,50,887,887,887,887,111,887,36,79,887,887,1592.91341100426,9,4
14585,31,51,1-31-2019-051-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,10,18,120,887,887,887,887,887,227.270424528455,6,4
14580,16,54,1-16-2019-054-07,7,1,887,887,273,887,887,887,887,887,887,887,887,887,887,887,133,887,887,887,887,887,11,20,117,887,887,887,887,887,1681.85494300962,5,4
14583,25,55,1-25-2019-055-04,4,1,887,887,270,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,14,20,111,887,887,887,887,887,388.498628539318,2,4
14588,16,53,1-16-2019-053-03,3,1,887,887,887,887,887,887,887,887,887,887,47,887,887,887,84,887,887,887,887,887,887,887,887,887,887,887,887,887,386.412755754774,5,4
14588,16,53,1-16-2019-053-03,3,2,887,887,887,887,887,887,887,887,887,887,45,887,887,887,94,887,887,887,887,887,887,887,887,887,887,887,887,887,386.412755754774,5,4
14584,25,56,1-25-2019-056-04,4,1,887,887,887,887,887,887,887,887,887,887,52,887,887,887,114,887,887,887,887,887,887,887,887,887,887,887,887,887,388.498628615714,2,4
14584,25,56,1-25-2019-056-04,4,2,887,887,887,887,887,887,887,887,887,887,887,47,887,887,121,887,887,887,887,887,887,887,109,887,41,81,269,148,388.498628615714,2,4
14593,14,44,1-14-2019-044-04,4,1,887,887,887,887,887,887,887,887,887,887,37,887,887,887,137,887,887,887,887,172,887,887,116,887,42,93,887,887,5180.82195270971,8,4
14598,17,93,1-17-2019-093-08,8,1,887,887,260,887,887,887,887,887,887,887,52,887,887,887,122,887,887,887,887,887,9,31,887,887,887,887,887,887,163.442542709383,4,4
14597,17,92,1-17-2019-092-03,3,1,887,887,887,887,887,887,887,887,887,887,42,46,887,887,130,887,887,887,887,887,887,887,887,887,887,887,887,887,210.15117360855,4,4
14597,17,92,1-17-2019-092-03,3,2,887,887,887,887,887,887,887,887,887,887,44,44,887,887,887,887,887,887,887,887,12,16,887,887,887,887,887,887,210.15117360855,4,4
14599,17,94,1-17-2019-094-08,8,1,887,887,266,887,887,887,887,262,887,887,887,887,887,887,887,887,887,887,887,887,14,20,887,887,887,887,887,887,163.442542709383,4,4
14599,17,94,1-17-2019-094-08,8,2,887,887,887,887,887,887,887,887,887,887,48,48,887,887,91,887,887,887,887,887,887,887,887,887,887,887,887,887,163.442542709383,4,4
14600,33,72,1-33-2019-072-06,6,1,887,887,887,887,887,887,887,391,887,887,50,887,887,887,132,887,887,887,887,887,12,14,151,887,887,887,887,999,162.085748367866,12,4
14596,29,90,1-29-2019-090-06,6,1,887,887,887,887,887,887,887,303,887,887,887,887,887,887,887,887,887,887,887,887,14,16,114,887,887,887,887,887,103.012662780178,2,4
14601,33,73,1-33-2019-073-08,8,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,7,8,146,9,37,85,887,887,106.302249880201,12,4
14595,29,89,1-29-2019-089-10,10,1,887,887,887,887,887,887,887,260,887,887,30,887,887,887,112,887,887,887,887,887,8,18,120,887,887,887,887,887,1805.14863615122,2,4
14596,29,90,1-29-2019-090-06,6,2,887,887,887,887,887,887,887,887,887,887,14,887,887,887,89,887,887,887,887,887,887,887,887,887,887,887,887,887,103.012662780178,2,4
14606,13,60,1-13-2019-060-05,5,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,90,887,887,887,887,137,999,999,999,887,43,86,887,887,216.384980089458,7,4
14606,13,60,1-13-2019-060-05,5,2,887,887,887,887,887,887,887,887,887,887,47,887,887,887,136,887,887,887,887,179,887,887,118,887,41,77,887,887,216.384980089458,7,4
14607,13,61,1-13-2019-061-03,3,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,121,887,887,60,887,887,887,887,102,887,39,78,887,887,2267.30354352822,7,4
14607,13,61,1-13-2019-061-03,3,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,120,887,887,54,887,887,887,887,105,887,37,82,887,887,2267.30354352822,7,4
14610,30,74,1-30-2019-074-06,6,2,887,887,272,887,887,887,887,271,887,887,887,38,887,887,887,887,887,18,12,173,10,14,130,887,887,887,887,887,839.649605352279,10,4
14608,21,80,1-21-2019-080-01,1,1,887,887,258,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,12,124,6,887,887,887,887,71.0311959576465,11,4
14613,22,68,1-22-2019-068-04,4,2,887,887,887,887,887,887,887,887,887,887,40,887,887,887,138,887,887,887,887,887,887,887,887,887,887,887,887,887,91.5589332329339,12,4
14604,22,66,1-22-2019-066-04,4,1,887,887,887,887,887,887,887,887,887,887,30,887,887,887,115,887,887,887,887,887,11,14,114,4,33,114,887,887,87.2061823048744,12,4
14609,21,81,1-21-2019-081-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,136,999,70,999,999,209,999,999,136,9,51,887,887,887,71.0311959576465,11,4
14594,29,88,1-29-2019-088-07,7,1,887,887,887,887,887,887,887,887,887,887,887,45,887,887,887,887,887,15,40,140,887,887,887,887,887,887,887,887,354.186513433768,2,4
14594,29,88,1-29-2019-088-07,7,2,887,887,887,887,887,887,887,887,887,887,37,887,887,887,140,887,887,887,887,887,887,887,887,887,887,887,887,887,354.186513433768,2,4
14474,29,82,1-29-2019-082-10,10,1,887,887,887,887,887,887,887,887,887,887,887,40,887,887,887,887,887,50,85,80,887,887,887,887,887,887,887,887,3506.07109538148,2,4
14474,29,82,1-29-2019-082-10,10,2,887,887,887,887,887,887,887,887,887,887,40,887,887,887,111,887,887,887,887,887,887,887,887,887,887,887,887,887,3506.07109538148,2,4
14602,15,56,1-15-2019-056-05,5,1,887,887,269,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,13,22,117,887,887,887,887,887,36.2994194941562,1,4
14572,32,94,1-32-2019-094-02,2,1,887,887,887,887,887,887,887,294,887,887,38,38,887,887,136,887,887,887,887,887,15,14,887,887,887,887,887,887,55.8598012067067,7,4
14572,32,94,1-32-2019-094-02,2,2,887,887,887,887,887,887,887,887,887,887,42,42,887,887,151,887,887,68,887,887,887,887,131,887,887,81,887,887,55.8598012067067,7,4
14572,32,94,1-32-2019-094-02,2,3,887,887,887,887,887,887,887,887,887,887,39,39,887,887,132,887,887,887,887,887,887,887,887,887,887,887,887,887,55.8598012067067,7,4
14591,26,99,1-26-2019-099-01,1,1,887,887,887,887,887,887,887,887,887,887,34,887,887,887,122,887,887,59,887,887,999,999,110,4,35,78,887,887,65.4040278017379,10,4
14592,26,100,1-26-2019-100-09,9,1,887,887,887,887,887,887,887,887,887,887,999,887,887,887,150,887,887,887,887,171,887,887,144,887,40,79,887,887,3299.47822062322,10,4
14592,26,100,1-26-2019-100-09,9,2,887,887,887,887,887,887,887,244,887,887,40,887,887,887,120,887,887,56,887,887,14,19,110,887,38,68,887,887,3299.47822062322,10,4
14591,26,99,1-26-2019-099-01,1,2,887,887,887,887,887,887,887,887,887,887,999,887,887,887,106,887,887,43,887,887,887,887,110,887,36,81,887,887,65.4040278017379,10,4
14590,26,98,1-26-2019-098-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,887,887,120,887,887,887,887,887,887,887,116,887,42,76,210,235,1229.79240724493,10,4
14590,26,98,1-26-2019-098-06,6,2,887,887,274,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,20,887,887,887,887,887,887,1229.79240724493,10,4
14603,18,44,1-18-2019-044-07,7,1,887,887,302,887,887,887,887,887,887,887,41,887,887,887,133,887,887,887,887,887,15,17,887,887,887,887,887,887,1492.15391593265,6,4
14581,27,49,1-27-2019-049-03,3,2,887,887,887,887,887,887,887,887,887,887,887,56,887,887,887,887,887,887,887,887,887,887,887,887,887,887,328,196,35.3876665065111,3,4
14625,24,92,1-24-2019-092-02,2,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,8,20,887,887,887,887,887,887,124.474254510263,1,4
14625,24,92,1-24-2019-092-02,2,2,887,887,887,887,887,887,887,260,887,887,999,887,887,887,999,887,887,887,887,887,999,999,887,887,887,887,887,887,124.474254510263,1,4
14624,24,91,1-24-2019-091-05,5,1,887,887,887,887,887,887,887,887,887,887,29,40,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,119.268379052752,1,4
14623,24,90,1-24-2019-090-05,5,1,887,887,887,887,887,887,887,887,887,887,27,38,887,887,107,887,887,887,887,887,999,999,999,999,999,887,887,887,119.268379052752,1,4
14627,11,87,1-11-2019-087-03,3,1,887,887,266,887,887,887,887,266,887,887,45,50,887,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,1422.31684476264,8,4
14628,14,45,1-14-2019-045-04,4,1,887,887,887,887,887,887,887,270,887,887,887,48,887,887,887,887,887,999,887,887,13,12,126,887,887,887,887,887,6810.05182839429,8,4
14628,14,45,1-14-2019-045-04,4,2,887,887,999,887,887,887,887,887,887,887,999,887,887,887,999,887,887,887,887,887,999,999,999,887,887,887,887,887,6810.05182839429,8,4
14626,11,86,1-11-2019-086-07,7,1,887,887,280,887,887,887,887,280,887,887,42,42,887,887,126,887,887,887,887,887,10,16,113,887,887,887,887,887,5875.41900979417,8,4
14638,66,50,1-66-2019-050-08,8,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,110,887,887,53,887,887,11,25,101,887,35,74,887,887,215.645389750959,6,4
14638,66,50,1-66-2019-050-08,8,2,887,887,887,887,887,887,887,887,887,887,35,887,887,887,119,887,887,49,887,887,8,22,109,887,887,887,887,887,215.645389750959,6,4
14639,48,47,1-48-2019-047-03,3,1,887,887,887,887,887,887,887,887,887,887,38,887,887,887,128,887,887,55,887,887,15,7,125,887,36,85,887,887,130.710194606792,12,4
14639,48,47,1-48-2019-047-03,3,2,887,887,887,887,887,887,887,887,887,887,887,54,887,887,110,887,887,33,71,156,887,887,107,887,40,87,887,887,130.710194606792,12,4
14635,32,97,1-32-2019-097-07,7,1,887,887,260,887,887,887,887,887,887,887,38,38,887,887,107,887,887,49,887,887,11,15,104,887,34,80,887,887,6210.64626328117,7,4
14637,32,99,1-32-2019-099-08,8,1,887,887,286,887,887,887,887,887,887,887,40,56,155,158,129,887,887,54,887,887,13,23,112,887,33,82,887,887,1128.04455145391,7,4
14637,32,99,1-32-2019-099-08,8,2,887,887,887,887,887,887,887,887,887,887,50,60,161,166,161,887,887,96,887,887,887,887,116,887,40,76,887,887,1128.04455145391,7,4
14636,32,98,1-32-2019-098-01,1,1,887,887,887,887,887,887,887,887,887,887,50,887,887,887,129,887,887,887,887,887,887,887,887,887,887,887,887,196,113.63676616615,7,4
14642,52,40,1-52-2019-040-09,9,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,668.411870604685,12,4
14640,10,36,1-10-2019-036-03,3,1,887,887,887,887,887,887,887,310,887,887,37,887,887,887,887,887,887,887,887,887,12,15,148,887,887,887,887,887,226.191266346189,4,4
