CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
12568,23,6,1-23-2019-006-07,7,1,1810,972,880,P235/40R18,270,P235/40R18,270,,,,,,,,,762.612107334784,5,4
12568,23,6,1-23-2019-006-07,7,2,2563,1247,1315,P235/55R17,240,P235/55R17,240,,,,,,,,,762.612107334784,5,4
12574,25,3,1-25-2019-003-07,7,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1352.38871267609,2,4
12574,25,3,1-25-2019-003-07,7,2,1882,1150,950,P225/45R18,230,P225/45R18,210,,,,,,,,,1352.38871267609,2,4
12577,16,2,1-16-2019-002-06,6,2,2520,1410,1300,P235/65R18,240,P235/65R18,240,,,,,,,,,553.072546488673,5,4
12576,12,5,1-12-2019-005-10,10,1,4536,2359,2812,LT265/70R18,420,LT265/70R18,480,,,,,,,,,6816.39467822493,9,4
12576,12,5,1-12-2019-005-10,10,2,3040,1770,1770,P275/60R20,240,P275/60R20,240,,,,,,,,,6816.39467822493,9,4
12579,10,2,1-10-2019-002-09,9,2,1740,939,839,P185/65R15,210,P185/65R15,210,P195/60R15,210,P195/60R15,210,,,,,557.178090235009,4,4
12575,12,4,1-12-2019-004-03,3,1,3266,1792,1792,P265/65R18,240,P265/65R18,240,,,,,,,,,256.656556534422,9,4
12587,59,6,1-59-2019-006-02,2,1,9999,9999,9999,P225/50R17,230,P225/50R17,230,,,,,,,,,73.6841192868472,6,4
12591,29,5,1-29-2019-005-06,6,1,1980,1100,960,P215/55R17,235,P215/55R17,235,,,,,,,,,149.696110947791,2,4
12587,59,6,1-59-2019-006-02,2,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,73.6841192868472,6,4
12591,29,5,1-29-2019-005-06,6,2,1896,1089,1089,P195/70R14,210,P195/70R14,210,,,,,,,,,149.696110947791,2,4
12587,59,6,1-59-2019-006-02,2,3,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,73.6841192868472,6,4
12598,59,7,1-59-2019-007-07,7,1,2776,1397,1497,P245/60R18,240,P245/60R18,240,,,,,,,,,689.960580344976,6,4
12589,33,4,1-33-2019-004-09,9,1,1980,900,1100,P205/55R16,240,P205/55R16,290,P205/50R17,260,P205/50R17,310,P225/45R17,240,P225/45R17,290,329.100133881621,12,4
12596,18,2,1-18-2019-002-06,6,1,2715,1405,1405,P235/60R17,240,P235/60R17,240,,,,,,,,,150.870265388479,6,4
12600,30,6,1-30-2019-006-05,5,1,1971,1210,1070,P215/60R16,230,P215/60R16,230,,,,,,,,,83.6566064058467,10,4
12600,30,6,1-30-2019-006-05,5,3,2076,1080,1044,P215/55R18,240,P215/55R18,240,,,,,,,,,83.6566064058467,10,4
12586,13,3,1-13-2019-003-03,3,1,3901,1814,2268,LT315/70R17,260,LT315/70R17,260,,,,,,,,,1248.00210885793,7,4
12608,17,5,1-17-2019-005-07,7,2,1991,1063,928,P225/50R17,215,P225/50R17,215,,,,,,,,,452.047117548419,4,4
12613,21,5,1-21-2019-005-08,8,1,1510,798,730,P185/65R14,210,P185/65R14,200,,,,,,,,,218.663918477711,11,4
12610,19,4,1-19-2019-004-07,7,1,1980,1100,960,P205/65R16,235,P205/65R16,235,,,,,,,,,1833.07071985565,9,4
12606,22,5,1-22-2019-005-07,7,1,2023,1068,959,P215/60R16,220,P215/60R16,220,,,,,,,,,154.809786084949,12,4
12606,22,5,1-22-2019-005-07,7,2,1665,880,785,P195/65R15,210,P195/65R15,210,,,,,,,,,154.809786084949,12,4
12615,19,5,1-19-2019-005-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,381.966493849879,9,4
12605,22,4,1-22-2019-004-04,4,1,2930,1450,1600,P255/55R20,240,P255/55R20,240,,,,,,,,,110.996666632359,12,4
12605,22,4,1-22-2019-004-04,4,2,1917,1010,940,P215/60R16,220,P215/60R16,220,,,,,,,,,110.996666632359,12,4
12612,21,4,1-21-2019-004-03,3,2,2545,1320,1490,P265/70R16,210,P265/70R16,210,,,,,,,,,330.522138931043,11,4
12593,29,7,1-29-2019-007-06,6,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,149.696110956948,2,4
12564,76,2,1-76-2019-002-04,4,2,4491,2177,2948,LT265/75R16,420,LT265/75R16,520,,,,,,,,,77.917895304151,3,4
12611,15,5,1-15-2019-005-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,216.704505363366,1,4
12581,27,2,1-27-2019-002-03,3,1,2460,1210,1350,P235/55R19,230,P235/55R19,230,,,,,,,,,211.9833680347,3,4
12617,17,6,1-17-2019-006-06,6,1,2517,1325,1198,P255/45R19,235,P255/45R19,235,,,,,,,,,137.90204803205,4,4
12617,17,6,1-17-2019-006-06,6,2,2011,1027,984,P225/55R17,240,P225/55R17,240,,,,,,,,,137.90204803205,4,4
12607,17,4,1-17-2019-004-07,7,1,1751,930,839,P205/55R16,220,P205/55R16,220,,,,,,,,,452.047117548419,4,4
12607,17,4,1-17-2019-004-07,7,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,452.047117548419,4,4
12583,14,2,1-14-2019-002-04,4,1,1770,1020,920,P205/60R16,230,P205/60R16,230,,,,,,,,,4362.98071568567,8,4
12618,26,5,1-26-2019-005-07,7,1,2030,1140,910,P235/45R18,225,P235/45R18,220,,,,,,,,,2053.2086874054,10,4
12602,26,3,1-26-2019-003-04,4,1,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,1404.17383216407,10,4
