CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
15100,21,102,1-21-2019-102-05,5,2,1,1,170,6,0,7,345,06BDAW08,B,D,A,W,08,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,45,4,1,"Begins 46cm R of center, cont. to LR corner",RBC to RBC,60cm R of center,120,0,154,-15,123,108,59,49,53,46,35,33,,,16.0961385927748,11,4
13646,54,24,1-54-2019-024-07,7,1,1,2,180,6,0,7,275,06BDAW08,B,D,A,W,08,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,8,1,Entire back plane,N/A,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,228.813082231525,9,4
15318,19,65,1-19-2019-065-01,1,1,1,41,998,0,0,0,888,00RYAW08,R,Y,A,W,08,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,8,1,Begins Right front fender and continues rearward 240cm,Unknown,Right front fender,999,999,999,999,240,999,999,999,999,999,999,999,,,106.318383101244,9,4
14399,25,51,1-25-2019-051-05,5,1,1,2,10,12,0,7,270,12FREE08,F,R,E,E,08,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,12,2,1,Starts 45 cm ROC ext right,Rebar corner to Rebar corner,RFBC,111,0,148,60,29,3,0,0,0,0,0,3,,,112.273982193947,2,4
12692,26,8,1-26-2019-008-02,2,1,1,42,0,12,0,0,888,12FLAE08,F,L,A,E,08,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,8,1,50 CM LEFT OF FCP MOVING RIGHT,LF BUMPER RAIL CORNER TO RF BUMPER RAIL CORNER,75 CM LEFT OF FCP,65,0,150,-61,25,999,999,999,999,999,999,999,,,41.7668957553833,10,4
13323,33,32,1-33-2019-032-03,3,2,1,1,0,12,0,0,140,12FLAE08,F,L,A,E,08,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,56 cm L of C and leftward,NA: corner impact,LFBC,999,999,156,-70,28,999,999,999,999,999,999,999,,,116.041348447501,12,4
15909,77,145,1-77-2019-145-03,3,1,1,41,30,1,0,0,888,01FRAE08,F,R,A,E,08,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,5,1,Front right bumper corner,not measured,Unknown,999,999,150,999,999,999,999,999,999,999,999,999,,,824.142747929834,9,4
13806,25,34,1-25-2019-034-05,5,1,1,51,0,12,0,0,888,12FRAE08,F,R,A,E,08,8,8,8,8,888,888,888,1,13,-13,0,16346,998,59,13,0,1,Starts 54 cm ROC ext 21 cm right,Rebar corner to Rebar Corner,82 cm ROC,140,0,164,59,21,14,0,0,0,0,0,14,,,47.3939752973456,2,4
14479,33,70,1-33-2019-070-03,3,1,2,3,0,12,0,0,55,12FREE08,F,R,E,E,08,8,8,8,8,888,888,888,3,9,-9,0,7398,998,55,9,0,1,36 cm R of FCP and rightward,NA: no-damage corner,RFBC,999,999,152,55,41,999,999,999,999,999,999,999,,,71.5135197479547,12,4
13248,17,31,1-17-2019-031-01,1,1,1,2,0,12,0,7,270,12FDAA08,F,D,A,A,08,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,8,1,BC to BC,BC to BC,LFBC,142,0,178,0,178,57,57,19,17,14,18,27,,,99.4915802784552,4,4
13827,33,52,1-33-2019-052-02,2,1,3,42,0,12,0,0,888,12FCEN05,F,C,E,N,05,8,8,8,8,888,888,888,1,122,-122,0,938460,998,0,122,0,1,18 cm R of FCP and leftward,BC to BC,15 cm L of FCP,49,0,144,0,35,129,86,107,120,128,129,56,,,25.4932820669878,12,4
15377,66,66,1-66-2019-066-07,7,1,1,63,0,12,0,0,888,12FLWN05,F,L,W,N,05,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,Left front wheel,Wheel only,Left front wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,174.998793105348,6,4
13998,24,65,1-24-2019-065-03,3,1,1,2,20,1,0,0,155,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,3,9,-9,-3,3437,998,-67,7,0,1,54cm right of FCP going right,not measured,71cm right of FCP,999,999,999,999,29,999,999,999,999,999,999,999,,,717.695847310124,1,4
15810,11,112,1-11-2019-112-03,3,2,1,1,10,12,0,0,90,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,BEGINS 26 CM RIGHT OF FCP;EXTENDS RIGHT,BEGINS 26 CM RIGHT OF FCP;EXTENDS RIGHT,RFBC,999,999,999,999,41,999,999,999,999,999,999,999,,,7011.01505628355,8,4
14087,29,68,1-29-2019-068-09,9,1,1,2,0,12,0,0,105,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,begins 40 cm right of post crash center,left rebar to right rebar,50 cm right of post crash center,110,0,155,59,37,10,5,3,5,5,3,10,,,432.299800743445,2,4
13714,11,49,1-11-2019-049-04,4,2,1,1,0,12,0,0,165,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,3,29,-29,0,57910,998,67,30,0,1,BEGINS 65CM RIGHT OF FCP EXTENDS RIGHT,FRONT BC TO FRONT BC,68CM RIGHT OF FCP,136,0,136,67,10,999,999,999,999,999,999,999,,,6027.4856501629,8,4
14015,16,38,1-16-2019-038-05,5,1,2,51,0,12,0,0,888,12FZEN05,F,Z,E,N,05,8,8,8,8,888,888,888,1,96,-96,0,595938,998,15,95,0,1,8cm LOC ext R,BC to BC,20cm ROC,64,0,154,15,34,97,32,62,93,97,84,66,,,48.161815130547,5,4
14130,59,46,1-59-2019-046-05,5,1,1,2,20,1,0,0,240,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,3,38,-36,-13,153677,998,-48,37,0,1,start 30 cm rt of cntr and goes rightRFBC,Rebar corner to Rebar corner,RT BC,124,0,174,38,35,47,0,0,20,43,47,42,,,101.902681949077,6,4
15371,32,131,1-32-2019-131-02,2,1,1,2,0,12,0,7,200,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,15,2,1,"starts 72 cm right of center,extending 22 cm right",entire front,90 cm right of center,180,0,184,83,22,15,0,0,0,3,4,15,,,28.2050797798405,7,4
16051,26,161,1-26-2019-161-04,4,1,1,2,0,12,0,0,195,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,1,60CM RIGHT OF FCP AND RIGHT,Unknown,RFBC,999,999,999,999,17,999,999,999,999,999,999,999,,,2019.36718447871,10,4
13840,26,59,1-26-2019-059-03,3,2,1,1,310,10,1,0,5,10LFEE05,L,F,E,E,05,8,8,8,8,888,888,888,3,10,-6,8,9974,998,64,12,0,1,28CM FORWARD LF AXLE MOVING FORWARD,30CM REAR LF AXLE MOVING FORWARD,50CM FORWARD LF AXLE,84,153,84,181,24,33,3,1,0,8,15,33,,,503.287675657179,10,4
13537,30,39,1-30-2019-039-03,3,1,1,2,70,2,0,0,120,02RFEE05,R,F,E,E,05,8,8,8,8,888,888,888,3,17,-6,-16,25134,998,54,18,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,664.261708181593,10,4
12605,22,4,1-22-2019-004-04,4,1,1,2,50,2,0,0,190,02RFEE05,R,F,E,E,05,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,Begins 67 cm ROC,unknown,FRBC,999,999,999,999,17,999,999,999,999,999,999,999,,,110.996666632359,12,4
15532,12,72,1-12-2019-072-06,6,1,1,2,70,2,0,0,355,02RFEE05,R,F,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,425.98572009862,9,4
13195,30,30,1-30-2019-030-10,10,1,2,54,190,6,0,0,888,06BLEE05,B,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Back - begins BLBC moves right,Not measured,Back - BLBC,999,999,999,999,999,999,999,999,999,999,999,999,,,8370.16905129819,10,4
12633,11,5,1-11-2019-005-05,5,1,5,42,350,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,1,22,-22,4,37702,998,-30,22,0,1,BEGINS -59CM LEFT FCP EXTENDS to left corner,FRONT REBAR CORNER TO FRONT REBAR CORNER,-59CM LEFT OF FCP,131,0,148,-68,19,26,26,8,10,11,9,15,,,124.000975756859,8,4
12673,22,6,1-22-2019-006-10,10,1,2,42,350,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,1,19,-18,3,20629,998,-33,19,0,1,Begin 60 cm LOC,BC to BC,FLBC,154,0,154,-69,17,24,24,7,0,0,4,0,,,1045.92996383781,12,4
13337,26,35,1-26-2019-035-07,7,2,1,1,180,6,0,0,270,06BLEE05,B,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Unknown, not measured",LRBC to RRBC,"Unknown, not measured",999,999,159,999,999,999,999,999,999,999,999,999,,,1883.1815792625,10,4
14416,13,56,1-13-2019-056-05,5,1,2,52,350,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Starts 41cm left of center to LF BC,Unknown,LFBC,999,999,999,999,37,999,999,999,999,999,999,999,,,277.305210732585,7,4
12981,54,10,1-54-2019-010-04,4,2,1,1,0,12,0,0,275,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,24,-24,0,50752,998,0,25,0,1,"unknown, photographs only","unknown, photographs only","unknown, photographs only",999,999,999,999,999,999,999,999,999,999,999,999,,,403.740327905593,9,4
16114,33,102,1-33-2019-102-10,10,1,1,2,0,12,0,0,270,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,24,-24,0,31358,998,0,23,0,1,24 cm L of FCP and leftward,Unknown,LFBC,999,999,999,999,33,999,999,999,999,999,999,999,,,1002.14761778418,12,4
14397,27,45,1-27-2019-045-06,6,2,1,1,350,12,0,0,300,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,11,-11,2,9009,998,-30,12,0,1,Begins 59 cm LOC extends to Front LBC and down left side,Front BC to BC,Front RBC,119,0,150,-67,16,0,0,0,0,0,0,0,,,199.900691334429,3,4
13307,19,19,1-19-2019-019-03,3,2,1,1,330,11,0,0,290,11FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,5,-5,3,1919,998,106,5,0,1,Begs at LF BC,Begs 213cn/am fwd LR axle then fwd,At LF BC down left side,999,999,999,999,30,999,999,999,999,999,999,999,,,312.917156628371,9,4
15453,32,134,1-32-2019-134-07,7,1,1,2,350,12,0,0,340,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"Starts 78 cm left of FCP, Extends 30 cm right.",Corner impact no rail deformation,78 cm left of FCP,999,999,156,-62,30,999,999,999,999,999,999,999,,,6134.39937719369,7,4
13380,29,37,1-29-2019-037-05,5,1,1,2,330,11,1,0,260,11FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,35,-31,18,41995,998,74,25,0,1,begins 35 cm left of post crash center extending right,left rebar to right rebar,35 cm left of post crash center,130,0,150,-20,30,21,21,19,15,12,7,8,,,15.8263769983851,2,4
13963,29,60,1-29-2019-060-02,2,1,3,51,0,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,7,1,begins 82cm left of center extending right,LF rebar to RF rebar,82cm left of center,140,0,165,-62,20,0,0,0,0,0,0,0,,,88.2688479434355,2,4
14455,73,44,1-73-2019-044-04,4,1,1,2,20,1,0,0,30,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,BEGINS 41CM RIGHT OF FCP EXTENDS RIGHT 39CM,FBC TO FBC,80CM RIGHT OF FCP,999,999,999,999,39,999,999,999,999,999,999,999,,,186.936194013242,3,4
14872,27,55,1-27-2019-055-04,4,1,1,2,0,12,0,0,25,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,10,2,1,Begins 58 cm ROC extends right,Unknown,Front RBC,999,999,999,999,18,999,999,999,999,999,999,999,,,274.345840160215,3,4
12636,24,5,1-24-2019-005-03,3,1,1,41,350,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,54cm left of FCP goes left,frame rail to frame rail corners,at FLBC,158,0,158,71,25,999,999,999,999,999,999,999,,,486.018537478208,1,4
15858,10,81,1-10-2019-081-06,6,2,3,42,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,1,20,-20,-4,21872,998,27,20,0,1,rfbc rebar ext l,lfbc to rfbc rebar,rfbc rebar,139,0,150,60,30,22,4,0,0,0,15,22,,,61.6844245196514,4,4
15841,19,83,1-19-2019-083-06,6,1,1,54,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,Begs 42cm right of center,n/a,60cm right of center,999,999,150,51,33,999,999,999,999,999,999,999,,,205.656107629085,9,4
14695,54,28,1-54-2019-028-06,6,1,1,42,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,1,32,-31,-5,64187,998,20,32,0,1,31 cm right of FCP,rebar corner to rebar corner,50 cm right of fcp,100,0,154,58,38,43,0,2,9,19,29,43,,,460.1044935838,9,4
15098,21,101,1-21-2019-101-09,9,1,2,52,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,1,17,-17,0,21334,998,59,17,0,1,"Begins 45cm R of center, cont. 29cm R",RBC to RBC,64cm R of center,128,0,148,59,29,10,0,1,7,9,6,10,,,609.415593295339,11,4
15757,25,81,1-25-2019-081-06,6,1,2,42,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,RF bumper corner to unknown left,N/A,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,188.580151136986,2,4
15888,29,149,1-29-2019-149-08,8,1,1,51,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,17,2,1,begins 47 cm right of center extending to the right,left bumper corner to right bumper corner,62 cm right of center,999,999,151,68,20,999,999,999,999,999,999,999,,,150.214493970894,2,4
15201,32,125,1-32-2019-125-02,2,1,2,48,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"Starts 56 cm right of FCP, Extends 20 cm",Corner impact no rail deformation,76 cm right of FCP,999,999,999,66,20,999,999,999,999,999,999,999,,,81.304598818377,7,4
16089,24,149,1-24-2019-149-10,10,1,1,51,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Starts 77cm of FCP going right,corner impact protocol,80cm right of FCP,999,999,160,999,12,999,999,999,999,999,999,999,,,626.205252337355,1,4
15973,30,113,1-30-2019-113-02,2,1,2,42,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,ends at right bumper corner extends left,Corner Impact,Right bumper corner,999,999,170,60,30,999,999,999,999,999,999,999,,,68.1226867884696,10,4
13065,24,25,1-24-2019-025-03,3,1,1,51,10,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,starts 46cm right of FCP going right,frame rail corner to frame rai corner,at FRBC,164,0,164,67,29,999,999,999,999,999,999,999,,,217.439928374411,1,4
13633,24,48,1-24-2019-048-02,2,1,1,42,20,1,0,0,888,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,1,61,-58,-21,298498,998,-21,61,0,1,17cm right of FCP going right,bumper support corner to corner,65cm right of FCP,132,0,180,48,35,110,0,17,35,51,62,110,,,57.6076865340657,1,4
13783,24,54,1-24-2019-054-03,3,1,1,51,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,starts 46cm right of FCP going right,unknown,RF BC,999,999,999,999,37,999,999,999,999,999,999,999,,,315.363390897762,1,4
14285,19,36,1-19-2019-036-09,9,1,1,51,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,1,Begs 52cm right of center,BC to BC,66cm right of center,143,0,150,62,20,8,0,0,0,0,1,8,,,671.297356389901,9,4
12948,26,16,1-26-2019-016-08,8,1,3,2,0,12,0,0,335,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unk,Unk,Unk,999,999,171,999,999,999,999,999,999,999,999,999,,,197.113444817564,10,4
14276,32,80,1-32-2019-080-03,3,2,1,1,20,1,0,0,305,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,"front, RF bumper corner to unknown left",N/A,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1590.11767087477,7,4
15414,29,124,1-29-2019-124-06,6,1,2,51,20,1,0,0,888,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,36,3,1,begins 76 cm right of post crash center extending to the right,N/A,95 cm right of post crash center,999,999,999,999,19,999,999,999,999,999,999,999,,,73.011235205074,2,4
15711,26,151,1-26-2019-151-02,2,3,2,2,180,6,0,0,290,06BREE05,B,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Back right corner,unknown not measured,RRBC,999,999,150,999,999,999,999,999,999,999,999,999,,,32.9547117802057,10,4
14720,17,99,1-17-2019-099-07,7,2,1,1,30,1,0,0,260,01FREE05,F,R,E,E,05,8,8,8,8,888,888,888,3,8,-7,-4,5478,998,-81,6,0,1,Begins 56cm r of c,bc to bc,unkown,165,0,165,68,25,999,999,999,999,999,999,999,,,294.925427669249,4,4
15297,28,58,1-28-2019-058-09,9,1,5,64,170,6,0,0,888,06BREE05,B,R,E,E,05,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,58cm RoC extending Right to BC,BC to BC,73cm RoC,146,0,146,65,15,999,999,999,999,999,999,999,,,131.66969006346,3,4
12844,11,14,1-11-2019-014-03,3,2,1,1,160,5,0,0,70,05BREE05,B,R,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,BEGINS 48 CM RIGHT RCP EXTENDS RIGHT,BACK BUMPER CORNER TO BACK BUMPER CORNER,62CM RIGHT RCP,156,0,156,64,29,999,999,999,999,999,999,999,,,1850.93386417477,8,4
14275,32,79,1-32-2019-079-02,2,2,1,1,180,6,0,0,40,06BREE05,B,R,E,E,05,8,8,8,8,888,888,888,1,28,28,0,27922,998,-59,19,0,1,"starts 46 cm right of center, extending 26 cm right",entire rear,58 cm right of center,130,0,158,59,26,23,18,5,14,12,12,23,,,70.5414001899936,7,4
13881,29,57,1-29-2019-057-06,6,1,2,42,0,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,1,15,-15,0,14844,998,-60,15,0,1,begins 50 cm left of post crash center extending left,lbc to rbc,60 cm left of post crash center,150,0,150,-60,20,15,15,0,0,0,0,13,,,100.263616317328,2,4
13756,33,50,1-33-2019-050-04,4,1,2,41,0,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,1,Unk cm left of FCP and leftward,overlapping,Unk,999,999,999,999,999,999,999,999,999,999,999,999,,,154.252836489516,12,4
14509,59,55,1-59-2019-055-02,2,1,1,2,350,12,0,0,90,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,19,-19,3,31160,998,-24,19,0,1,Starts LFBC extending right 22cm,Front BC to BC,LFBC,170,0,170,-73,22,27,27,11,3,0,0,0,,,159.325799516233,6,4
12981,54,10,1-54-2019-010-04,4,1,1,2,0,12,0,0,95,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,34,-34,0,66939,998,-38,33,0,1,FL rebar corner extending right,Rbc to rbc,11cm right of FL rebar corner,110,0,146,-38,38,38,38,33,29,21,10,6,,,403.740327905593,9,4
12605,22,4,1-22-2019-004-04,4,2,1,1,330,11,0,0,90,11FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,Begins 53 cm LOC,Not Measured Corner Impact,FLBC,999,999,160,-66,27,999,999,999,999,999,999,999,,,110.996666632359,12,4
14397,27,45,1-27-2019-045-06,6,1,1,2,20,1,0,0,95,01FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,3,8,-7,-3,8972,998,-144,7,0,1,Begins 70 cm LOC extends to Front LBC and down left side,Front BC to BC,Front LBC,164,0,164,-76,12,999,999,999,999,999,999,999,,,199.900691334429,3,4
15284,24,120,1-24-2019-120-07,7,1,2,48,0,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,62cm left of FCP going left,corner protocol,corner protocol,999,999,999,999,14,999,999,999,999,999,999,999,,,2903.35318920466,1,4
14746,33,77,1-33-2019-077-09,9,1,1,42,0,12,0,0,888,12FLEE05,F,L,E,E,05,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,48 cm L of FCP and leftward,NA,LFBC,999,999,148,-59,32,999,999,999,999,999,999,999,,,173.059098128537,12,4
