CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,SEQUENCE,PREEVENT,CASEWGT,PSUSTRAT,VERSION
13481,77,37,1-77-2019-037-06,6,1,1,2,878.104685809995,9,4
13492,54,22,1-54-2019-022-06,6,1,1,2,441.055807283882,9,4
13499,16,24,1-16-2019-024-09,9,1,1,2,540.194911759342,5,4
13502,76,17,1-76-2019-017-04,4,2,1,2,22.1480790404137,3,4
13509,48,22,1-48-2019-022-03,3,1,1,2,226.321271513711,12,4
13518,76,19,1-76-2019-019-10,10,1,1,2,27.7402105869292,3,4
13521,33,41,1-33-2019-041-03,3,1,3,2,32.9516108217655,12,4
13530,31,23,1-31-2019-023-08,8,1,1,2,356.870367430216,6,4
13538,30,40,1-30-2019-040-03,3,1,1,2,664.261707948297,10,4
13562,77,40,1-77-2019-040-10,10,1,1,2,3022.54725359405,9,4
13564,77,42,1-77-2019-042-09,9,2,1,2,483.098263990044,9,4
13569,10,19,1-10-2019-019-08,8,1,1,2,92.1687327193823,4,4
13569,10,19,1-10-2019-019-08,8,1,2,2,92.1687327193823,4,4
13569,10,19,1-10-2019-019-08,8,1,3,2,92.1687327193823,4,4
13573,12,27,1-12-2019-027-10,10,1,1,2,4146.9568587977,9,4
13573,12,27,1-12-2019-027-10,10,1,2,2,4146.9568587977,9,4
13573,12,27,1-12-2019-027-10,10,1,3,2,4146.9568587977,9,4
13582,52,16,1-52-2019-016-03,3,1,1,2,50.8788342615142,12,4
13592,31,26,1-31-2019-026-01,1,1,1,2,348.926925004764,6,4
13612,33,43,1-33-2019-043-07,7,1,4,2,500.907688409028,12,4
13615,18,22,1-18-2019-022-08,8,1,1,2,137.974497350677,6,4
13630,11,43,1-11-2019-043-05,5,1,1,2,85.3470688507436,8,4
13639,73,25,1-73-2019-025-04,4,2,1,2,62.6071483144452,3,4
13642,28,22,1-28-2019-022-07,7,1,1,2,59.873353386567,3,4
13656,52,17,1-52-2019-017-06,6,1,1,2,210.885025365676,12,4
13668,22,46,1-22-2019-046-09,9,1,3,2,141.64285583481,12,4
13658,16,27,1-16-2019-027-06,6,1,1,2,462.992441246732,5,4
13669,22,47,1-22-2019-047-06,6,1,3,2,54.0811506237203,12,4
13678,17,50,1-17-2019-050-08,8,1,1,2,151.41682675014,4,4
13688,20,24,1-20-2019-024-03,3,1,1,2,932.468720234579,11,4
13691,30,47,1-30-2019-047-09,9,1,1,2,1730.69920627543,10,4
13691,30,47,1-30-2019-047-09,9,1,2,2,1730.69920627543,10,4
13691,30,47,1-30-2019-047-09,9,1,3,2,1730.69920627543,10,4
13692,21,40,1-21-2019-040-06,6,2,1,2,483.050578227638,11,4
13693,21,41,1-21-2019-041-02,2,1,1,2,13.8833401913196,11,4
13693,21,41,1-21-2019-041-02,2,1,2,2,13.8833401913196,11,4
13708,77,46,1-77-2019-046-07,7,1,4,2,2243.76720668598,9,4
13721,73,27,1-73-2019-027-06,6,2,1,2,95.2357477437285,3,4
13738,59,38,1-59-2019-038-01,1,4,1,2,97.5886197752222,6,4
13742,14,27,1-14-2019-027-09,9,1,1,2,4105.20182727935,8,4
13747,22,48,1-22-2019-048-09,9,1,1,2,126.849090115481,12,4
13755,33,49,1-33-2019-049-03,3,1,1,2,47.8802621853337,12,4
13756,33,50,1-33-2019-050-04,4,1,1,2,154.252836489516,12,4
13764,21,43,1-21-2019-043-07,7,2,1,2,853.63532906063,11,4
13771,20,25,1-20-2019-025-05,5,1,1,2,385.54695167395,11,4
13759,17,53,1-17-2019-053-01,1,1,1,2,69.7981473883128,4,4
13795,66,30,1-66-2019-030-06,6,1,1,2,289.302175667463,6,4
13798,59,40,1-59-2019-040-02,2,2,1,2,73.6841192868472,6,4
13790,73,28,1-73-2019-028-09,9,1,1,2,159.908759002084,3,4
13807,13,40,1-13-2019-040-06,6,1,1,2,986.382258663835,7,4
13811,31,30,1-31-2019-030-01,1,1,1,2,297.974535814078,6,4
13833,22,52,1-22-2019-052-02,2,1,1,2,30.7678222151611,12,4
13844,30,57,1-30-2019-057-07,7,1,1,2,1807.29847466752,10,4
13853,77,55,1-77-2019-055-05,5,1,3,2,206.097849326362,9,4
13871,31,31,1-31-2019-031-10,10,1,1,2,301.212188506147,6,4
13881,29,57,1-29-2019-057-06,6,1,1,2,100.263616317328,2,4
13896,33,55,1-33-2019-055-03,3,1,1,2,92.7466640243663,12,4
13899,18,29,1-18-2019-029-05,5,2,1,2,55.8829308203065,6,4
13902,21,50,1-21-2019-050-03,3,1,1,2,243.848299311124,11,4
13907,15,39,1-15-2019-039-02,2,1,3,2,33.8051386273393,1,4
13936,76,22,1-76-2019-022-09,9,1,1,2,17.3739895741997,3,4
13942,27,32,1-27-2019-032-05,5,1,1,2,20.5518405434769,3,4
13967,66,35,1-66-2019-035-03,3,1,3,2,117.089255410997,6,4
13970,22,55,1-22-2019-055-08,8,1,1,2,63.3285321682701,12,4
13970,22,55,1-22-2019-055-08,8,1,2,2,63.3285321682701,12,4
13973,21,53,1-21-2019-053-02,2,1,3,2,32.7360487870005,11,4
13979,33,57,1-33-2019-057-09,9,1,3,2,1627.99436722205,12,4
13982,25,38,1-25-2019-038-07,7,1,1,2,608.884312156337,2,4
13983,66,36,1-66-2019-036-10,10,1,1,2,2406.02555872902,6,4
14048,77,60,1-77-2019-060-02,2,1,1,2,82.9547267506105,9,4
14051,24,67,1-24-2019-067-05,5,1,1,2,75.9786633581228,1,4
14060,73,36,1-73-2019-036-07,7,1,1,2,207.296695962921,3,4
14067,32,70,1-32-2019-070-03,3,3,1,2,808.825566752703,7,4
14073,25,42,1-25-2019-042-03,3,1,1,2,411.240548539247,2,4
14064,76,25,1-76-2019-025-05,5,1,1,2,33.6747941152481,3,4
14088,17,68,1-17-2019-068-03,3,1,1,2,252.464632020429,4,4
14097,22,57,1-22-2019-057-09,9,1,3,2,112.824695791541,12,4
14111,16,41,1-16-2019-041-01,1,1,1,2,17.2158542618742,5,4
14125,77,64,1-77-2019-064-03,3,1,3,2,702.523083853451,9,4
14129,24,72,1-24-2019-072-08,8,1,1,2,255.575666297105,1,4
14131,66,38,1-66-2019-038-06,6,1,1,2,306.205507027914,6,4
14139,28,33,1-28-2019-033-03,3,1,1,2,76.9795358403178,3,4
14145,73,37,1-73-2019-037-07,7,1,1,2,237.272613720451,3,4
14157,26,77,1-26-2019-077-02,2,1,1,2,18.3856648152252,10,4
14163,10,33,1-10-2019-033-07,7,1,1,2,1282.12320551618,4,4
14166,33,62,1-33-2019-062-05,5,1,1,2,45.7990116592578,12,4
14174,20,33,1-20-2019-033-03,3,1,1,2,412.520139273667,11,4
14192,59,47,1-59-2019-047-04,4,1,1,2,1333.23560114262,6,4
14199,66,40,1-66-2019-040-10,10,1,3,2,192.358934979935,6,4
14191,77,68,1-77-2019-068-03,3,1,3,2,509.99871813973,9,4
14205,48,38,1-48-2019-038-03,3,1,1,2,127.264165516253,12,4
14211,31,38,1-31-2019-038-06,6,1,1,2,625.833046034575,6,4
14225,29,74,1-29-2019-074-06,6,1,1,2,178.615812030058,2,4
14225,29,74,1-29-2019-074-06,6,1,2,2,178.615812030058,2,4
14236,22,60,1-22-2019-060-10,10,1,1,2,2885.97029404807,12,4
14239,15,49,1-15-2019-049-04,4,1,1,2,2141.26514615279,1,4
14240,33,63,1-33-2019-063-08,8,1,1,2,76.8305227297019,12,4
14243,17,75,1-17-2019-075-07,7,1,1,2,373.005334180872,4,4
14253,73,40,1-73-2019-040-10,10,1,1,2,55.9476129247576,3,4
14260,11,69,1-11-2019-069-05,5,3,1,2,226.724281963731,8,4
14276,32,80,1-32-2019-080-03,3,1,1,2,1590.11767087477,7,4
14280,14,39,1-14-2019-039-06,6,1,1,2,2366.38317164353,8,4
14283,31,41,1-31-2019-041-09,9,1,1,2,1184.83595820064,6,4
14295,26,83,1-26-2019-083-02,2,1,1,2,62.7274125165586,10,4
14302,21,64,1-21-2019-064-02,2,1,1,2,49.3232816619942,11,4
14303,21,65,1-21-2019-065-09,9,1,1,2,4542.71775714895,11,4
14322,16,48,1-16-2019-048-04,4,2,1,2,1850.98412203752,5,4
14331,66,43,1-66-2019-043-09,9,1,3,2,270.719613201346,6,4
14354,27,43,1-27-2019-043-06,6,1,1,2,66.1625901243726,3,4
14352,33,66,1-33-2019-066-08,8,1,1,2,107.767366268881,12,4
14374,11,76,1-11-2019-076-02,2,1,1,2,113.911411401903,8,4
14391,77,76,1-77-2019-076-03,3,2,1,2,390.313083793338,9,4
14391,77,76,1-77-2019-076-03,3,1,1,2,390.313083793338,9,4
14397,27,45,1-27-2019-045-06,6,2,1,2,199.900691334429,3,4
14399,25,51,1-25-2019-051-05,5,1,1,2,112.273982193947,2,4
14402,19,39,1-19-2019-039-08,8,1,1,2,462.128135025633,9,4
14383,12,46,1-12-2019-046-03,3,1,1,2,227.405058712066,9,4
14411,17,83,1-17-2019-083-03,3,1,3,2,188.66161130899,4,4
14412,17,84,1-17-2019-084-06,6,1,1,2,233.061000395496,4,4
14420,33,68,1-33-2019-068-01,1,1,1,2,83.3833063978219,12,4
14443,77,78,1-77-2019-078-03,3,1,3,2,686.560502943425,9,4
14448,48,43,1-48-2019-043-08,8,1,2,2,119.859999384599,12,4
14448,48,43,1-48-2019-043-08,8,1,1,2,119.859999384599,12,4
14463,14,42,1-14-2019-042-06,6,1,1,2,2841.03722701177,8,4
14465,25,53,1-25-2019-053-06,6,1,1,2,129.810236874676,2,4
14466,66,46,1-66-2019-046-09,9,1,3,2,120.823855191032,6,4
14488,30,71,1-30-2019-071-02,2,3,1,2,37.7186958829631,10,4
14491,21,74,1-21-2019-074-03,3,2,1,2,464.280056554891,11,4
14492,21,75,1-21-2019-075-03,3,1,1,2,464.280056554891,11,4
14505,24,86,1-24-2019-086-05,5,1,1,2,172.941259148601,1,4
14472,17,87,1-17-2019-087-04,4,1,1,2,901.214422343502,4,4
14511,12,49,1-12-2019-049-09,9,1,3,2,399.589277734295,9,4
14515,52,38,1-52-2019-038-04,4,1,1,2,329.21009958543,12,4
14520,14,43,1-14-2019-043-01,1,1,1,2,404.045672436521,8,4
14512,28,42,1-28-2019-042-03,3,1,1,2,169.284877782637,3,4
14525,19,41,1-19-2019-041-08,8,1,1,2,191.215437642263,9,4
14540,26,96,1-26-2019-096-10,10,1,1,2,7464.52724416651,10,4
14543,18,43,1-18-2019-043-04,4,1,1,2,509.218916561729,6,4
14548,21,76,1-21-2019-076-01,1,1,3,2,34.4649228608809,11,4
14552,26,97,1-26-2019-097-01,1,1,3,2,32.2752321015473,10,4
14561,11,84,1-11-2019-084-06,6,1,1,2,459.296589681387,8,4
14558,24,88,1-24-2019-088-09,9,1,1,2,1253.79056887962,1,4
14569,66,48,1-66-2019-048-07,7,1,1,2,299.604795441816,6,4
14575,76,36,1-76-2019-036-07,7,2,1,2,19.6051639236429,3,4
14577,28,43,1-28-2019-043-09,9,2,1,2,330.942733947479,3,4
14578,28,44,1-28-2019-044-08,8,1,1,2,73.4790451329552,3,4
14580,16,54,1-16-2019-054-07,7,1,1,2,1681.85494300962,5,4
14586,31,52,1-31-2019-052-10,10,1,1,2,903.63656551844,6,4
14589,12,50,1-12-2019-050-10,10,1,3,2,13221.853731538,9,4
14581,27,49,1-27-2019-049-03,3,1,1,2,35.3876665065111,3,4
14598,17,93,1-17-2019-093-08,8,1,1,2,163.442542709383,4,4
14601,33,73,1-33-2019-073-08,8,1,1,2,106.302249880201,12,4
14608,21,80,1-21-2019-080-01,1,1,1,2,71.0311959576465,11,4
14631,77,89,1-77-2019-089-02,2,1,1,2,82.9547267506105,9,4
14632,77,90,1-77-2019-090-05,5,1,1,2,228.166270909303,9,4
14649,12,52,1-12-2019-052-09,9,1,1,2,3940.27357902704,9,4
14654,31,53,1-31-2019-053-07,7,1,3,2,276.905591523354,6,4
14650,27,51,1-27-2019-051-04,4,2,1,2,430.828827874677,3,4
14672,73,47,1-73-2019-047-06,6,1,1,2,108.834517765556,3,4
14691,48,49,1-48-2019-049-06,6,1,9,2,431.883155547513,12,4
14691,48,49,1-48-2019-049-06,6,1,5,2,431.883155547513,12,4
14706,73,50,1-73-2019-050-08,8,1,1,2,50.9017501791632,3,4
14720,17,99,1-17-2019-099-07,7,1,1,2,294.925427669249,4,4
14721,29,92,1-29-2019-092-02,2,1,1,2,42.2633782454602,2,4
14697,76,39,1-76-2019-039-03,3,1,1,2,20.8616703268261,3,4
14731,31,54,1-31-2019-054-01,1,1,1,2,297.974535814078,6,4
14735,20,35,1-20-2019-035-01,1,1,1,2,247.211133160771,11,4
14750,11,89,1-11-2019-089-05,5,1,1,2,162.999783438001,8,4
14758,77,97,1-77-2019-097-06,6,1,1,2,663.701266293031,9,4
14766,32,104,1-32-2019-104-03,3,1,1,2,445.889100665658,7,4
14767,32,105,1-32-2019-105-01,1,1,1,2,34.9343575570033,7,4
14774,16,59,1-16-2019-059-09,9,1,1,2,1265.02669226872,5,4
14780,19,47,1-19-2019-047-10,10,1,1,2,3277.07941509021,9,4
14794,66,53,1-66-2019-053-02,2,1,1,2,151.207629024482,6,4
14798,10,42,1-10-2019-042-10,10,1,1,2,2785.48917081532,4,4
14792,17,102,1-17-2019-102-08,8,1,1,2,101.678586770327,4,4
14817,25,60,1-25-2019-060-09,9,1,1,2,604.384771197339,2,4
14827,77,101,1-77-2019-101-05,5,1,1,2,103.127269087679,9,4
14838,73,55,1-73-2019-055-06,6,1,1,2,35.0393284416094,3,4
14857,19,51,1-19-2019-051-04,4,1,1,2,6289.95825991964,9,4
14857,19,51,1-19-2019-051-04,4,2,1,2,6289.95825991964,9,4
14863,17,104,1-17-2019-104-09,9,1,1,2,563.561281132344,4,4
14855,25,62,1-25-2019-062-09,9,1,1,2,725.265985498597,2,4
14876,22,74,1-22-2019-074-08,8,1,1,2,54.1027550451024,12,4
14879,33,79,1-33-2019-079-09,9,1,1,2,2291.19425141746,12,4
14887,28,50,1-28-2019-050-08,8,1,3,2,58.6155711928363,3,4
14889,29,100,1-29-2019-100-04,4,1,1,2,132.202077124022,2,4
14901,11,94,1-11-2019-094-01,1,1,3,2,182.878331044313,8,4
14915,16,64,1-16-2019-064-03,3,1,1,2,838.27758367583,5,4
14915,16,64,1-16-2019-064-03,3,3,1,2,838.27758367583,5,4
14915,16,64,1-16-2019-064-03,3,3,2,2,838.27758367583,5,4
14923,14,49,1-14-2019-049-02,2,1,1,2,340.925727171829,8,4
14923,14,49,1-14-2019-049-02,2,1,2,2,340.925727171829,8,4
14919,52,54,1-52-2019-054-04,4,1,1,2,181.300087450282,12,4
14924,31,58,1-31-2019-058-09,9,1,3,2,778.765418535634,6,4
14932,19,52,1-19-2019-052-06,6,1,1,2,76.6703961070107,9,4
14936,29,102,1-29-2019-102-09,9,1,1,2,259.588333379577,2,4
14940,26,115,1-26-2019-115-07,7,6,1,2,2840.84944822134,10,4
14949,15,63,1-15-2019-063-04,4,1,1,2,663.336890802616,1,4
14955,21,95,1-21-2019-095-02,2,1,3,2,32.7360487870005,11,4
14963,52,55,1-52-2019-055-03,3,1,1,2,53.3844730154404,12,4
14982,66,57,1-66-2019-057-07,7,1,3,2,136.340100630904,6,4
14995,14,50,1-14-2019-050-04,4,2,1,2,3803.82380564685,8,4
14996,76,44,1-76-2019-044-10,10,1,1,2,27.7402105869292,3,4
14998,12,60,1-12-2019-060-03,3,2,1,2,874.697922981004,9,4
15001,77,107,1-77-2019-107-02,2,1,1,2,216.103046943805,9,4
15012,22,77,1-22-2019-077-09,9,1,3,2,400.414591062018,12,4
15013,17,110,1-17-2019-110-02,2,1,1,2,57.5680443688784,4,4
15016,29,105,1-29-2019-105-04,4,1,1,2,149.573843525312,2,4
15019,15,65,1-15-2019-065-04,4,1,1,2,1279.03158079666,1,4
15022,33,83,1-33-2019-083-06,6,1,1,2,387.641774593069,12,4
15026,21,98,1-21-2019-098-01,1,1,1,2,83.670336723039,11,4
15033,20,41,1-20-2019-041-03,3,2,1,2,925.177563617125,11,4
15033,20,41,1-20-2019-041-03,3,1,1,2,925.177563617125,11,4
15033,20,41,1-20-2019-041-03,3,1,2,2,925.177563617125,11,4
15061,32,118,1-32-2019-118-05,5,1,1,2,114.343759400367,7,4
15063,23,30,1-23-2019-030-03,3,1,1,2,1088.64338063868,5,4
15072,19,57,1-19-2019-057-06,6,1,1,2,307.666446427165,9,4
15073,19,58,1-19-2019-058-10,10,1,1,2,4652.10974532841,9,4
15089,29,111,1-29-2019-111-09,9,1,1,2,902.86709335474,2,4
15098,21,101,1-21-2019-101-09,9,1,1,2,609.415593295339,11,4
15101,66,59,1-66-2019-059-08,8,1,1,2,205.34385839343,6,4
15102,12,63,1-12-2019-063-10,10,1,1,2,2531.08949237358,9,4
15132,73,67,1-73-2019-067-09,9,1,1,2,80.932325640778,3,4
15138,76,47,1-76-2019-047-02,2,1,1,2,17.1010575156691,3,4
15139,76,48,1-76-2019-048-09,9,1,3,2,49.9476559777759,3,4
15145,19,61,1-19-2019-061-07,7,1,1,2,1336.53426349917,9,4
15153,17,117,1-17-2019-117-08,8,1,1,2,115.319765838598,4,4
15156,22,79,1-22-2019-079-01,1,1,1,2,40.1392378017778,12,4
15161,33,86,1-33-2019-086-06,6,1,1,2,220.207620131091,12,4
15170,21,106,1-21-2019-106-03,3,1,3,2,537.656536511479,11,4
15170,21,106,1-21-2019-106-03,3,1,4,2,537.656536511479,11,4
15170,21,106,1-21-2019-106-03,3,1,5,2,537.656536511479,11,4
15181,77,113,1-77-2019-113-03,3,1,1,2,400.398839209025,9,4
15185,12,66,1-12-2019-066-09,9,1,1,2,637.187507262266,9,4
15190,73,70,1-73-2019-070-09,9,1,1,2,35.2476757598411,3,4
15187,24,117,1-24-2019-117-02,2,3,1,2,57.6076865340657,1,4
15202,32,126,1-32-2019-126-06,6,1,1,2,2485.1644518749,7,4
15210,14,56,1-14-2019-056-01,1,1,3,2,401.562986691149,8,4
15211,76,49,1-76-2019-049-10,10,1,3,2,311.883187628845,3,4
15219,26,128,1-26-2019-128-02,2,1,1,2,20.7207279162776,10,4
15219,26,128,1-26-2019-128-02,2,1,2,2,20.7207279162776,10,4
15219,26,128,1-26-2019-128-02,2,1,3,2,20.7207279162776,10,4
15225,17,121,1-17-2019-121-05,5,1,1,2,63.6790843284297,4,4
15228,18,58,1-18-2019-058-08,8,1,1,2,160.380731191584,6,4
15285,24,121,1-24-2019-121-02,2,1,1,2,101.430695438973,1,4
15287,73,72,1-73-2019-072-06,6,2,1,2,35.0393284416094,3,4
15291,16,76,1-16-2019-076-02,2,1,1,2,19.5600329236722,5,4
15299,52,65,1-52-2019-065-06,6,1,1,2,117.145444967732,12,4
15331,76,50,1-76-2019-050-08,8,1,1,2,41.6963059161643,3,4
15344,73,75,1-73-2019-075-10,10,1,1,2,111.895225849515,3,4
15359,48,62,1-48-2019-062-05,5,1,1,2,115.436698488675,12,4
15384,19,67,1-19-2019-067-02,2,1,1,2,62.0496899789088,9,4
15384,19,67,1-19-2019-067-02,2,2,1,2,62.0496899789088,9,4
15385,19,68,1-19-2019-068-02,2,2,1,2,62.0496899789088,9,4
15399,26,133,1-26-2019-133-05,5,1,1,2,84.9314559388932,10,4
15401,26,135,1-26-2019-135-06,6,1,1,2,1214.77341529542,10,4
15420,77,121,1-77-2019-121-02,2,2,1,2,82.9547267506105,9,4
15424,11,104,1-11-2019-104-02,2,1,1,2,236.33190718934,8,4
15442,16,83,1-16-2019-083-08,8,1,1,2,331.557426257783,5,4
15465,17,131,1-17-2019-131-08,8,1,1,2,197.59154416162,4,4
15473,13,81,1-13-2019-081-03,3,2,1,2,1876.07682021794,7,4
15479,30,99,1-30-2019-099-05,5,1,1,2,107.707686738742,10,4
15501,48,65,1-48-2019-065-09,9,1,3,2,1217.33612755876,12,4
15502,59,58,1-59-2019-058-04,4,1,1,2,624.211946924936,6,4
15503,28,63,1-28-2019-063-07,7,1,1,2,331.432460392081,3,4
15517,19,74,1-19-2019-074-08,8,1,1,2,195.163394737346,9,4
