CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
12532,20,2,1-20-2019-002-04,4,1,278,485,182,1467,159,99,109,999,4,2.5,9,1,9,0,2525.48458291585,11,4
12541,21,2,1-21-2019-002-06,6,1,272,476,188,1516,158,94,112,999,6,4.0,9,2,0,0,222.863974654819,11,4
12541,21,2,1-21-2019-002-06,6,2,267,450,175,1267,151,89,94,999,4,1.8,2,1,0,0,222.863974654819,11,4
12541,21,2,1-21-2019-002-06,6,3,398,614,203,2228,172,96,120,999,8,5.0,2,3,0,0,222.863974654819,11,4
12544,22,2,1-22-2019-002-04,4,2,395,602,195,2555,165,92,115,168,8,6.5,2,3,0,1,228.172632478998,12,4
12545,22,3,1-22-2019-003-06,6,1,265,436,183,1327,154,90,82,148,4,2.0,1,1,0,0,100.941428458699,12,4
12545,22,3,1-22-2019-003-06,6,2,273,483,183,1563,155,101,110,146,6,3.0,2,1,0,0,100.941428458699,12,4
12548,15,2,1-15-2019-002-03,3,1,280,487,184,1458,155,91,114,999,4,1.8,1,1,0,0,928.39630963818,1,4
12548,15,2,1-15-2019-002-03,3,2,269,454,184,1668,157,93,92,142,4,2.0,2,3,0,0,928.39630963818,1,4
12547,15,1,1-15-2019-001-02,2,1,260,435,177,1460,153,94,81,999,4,1.8,2,1,0,0,32.0933381962881,1,4
12493,77,2,1-77-2019-002-04,4,1,270,464,178,1265,152,97,98,150,4,1.8,2,1,0,0,3480.14600733742,9,4
12516,13,1,1-13-2019-001-04,4,1,278,487,183,1453,159,97,112,158,4,2.5,2,1,9,0,2004.43122332053,7,4
12516,13,1,1-13-2019-001-04,4,2,272,478,192,1602,162,95,112,999,4,2.3,2,2,0,0,2004.43122332053,7,4
12550,30,5,1-30-2019-005-04,4,1,305,500,188,1708,159,85,110,999,6,3.5,9,2,9,0,653.985964924972,10,4
12550,30,5,1-30-2019-005-04,4,2,257,436,170,1095,147,85,94,140,4,1.5,2,1,0,0,653.985964924972,10,4
12551,12,3,1-12-2019-003-04,4,1,295,505,200,2190,166,96,116,999,8,5.3,2,2,0,0,644.399718582018,9,4
