CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
12531,59,5,1-59-2019-005-10,10,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,2553.85143584925,6,4
12526,17,2,1-17-2019-002-07,7,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,10789,778.517243118384,4,4
12530,59,4,1-59-2019-004-03,3,2,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2520,118.763983508724,6,4
12544,22,2,1-22-2019-002-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6552,228.172632478998,12,4
12540,33,3,1-33-2019-003-09,9,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,24007,153.055535950873,12,4
12541,21,2,1-21-2019-002-06,6,3,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,222.863974654819,11,4
12545,22,3,1-22-2019-003-06,6,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,9809,100.941428458699,12,4
12545,22,3,1-22-2019-003-06,6,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,9099,100.941428458699,12,4
12548,15,2,1-15-2019-002-03,3,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6826,928.39630963818,1,4
12547,15,1,1-15-2019-001-02,2,1,1,5,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5588,32.0933381962881,1,4
12493,77,2,1-77-2019-002-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2720,3480.14600733742,9,4
12516,13,1,1-13-2019-001-04,4,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,2004.43122332053,7,4
12550,30,5,1-30-2019-005-04,4,2,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3861,653.985964924972,10,4
12551,12,3,1-12-2019-003-04,4,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,4912,644.399718582018,9,4
12553,11,4,1-11-2019-004-02,2,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5505,200.113582168481,8,4
12558,73,2,1-73-2019-002-09,9,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,33406,456.871467646979,3,4
12556,24,3,1-24-2019-003-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2672,702.21699322091,1,4
12556,24,3,1-24-2019-003-03,3,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,702.21699322091,1,4
12562,32,6,1-32-2019-006-04,4,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5831,3263.16843419561,7,4
12572,28,2,1-28-2019-002-07,7,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,2,999998,619.489629706347,3,4
12570,52,1,1-52-2019-001-06,6,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,72.9319482362143,12,4
12573,31,2,1-31-2019-002-07,7,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,346.655110798758,6,4
12568,23,6,1-23-2019-006-07,7,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,12037,762.612107334784,5,4
12574,25,3,1-25-2019-003-07,7,2,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1352.38871267609,2,4
12580,66,3,1-66-2019-003-06,6,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,9174,253.126528795164,6,4
12576,12,5,1-12-2019-005-10,10,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,6816.39467822493,9,4
12575,12,4,1-12-2019-004-03,3,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3032,256.656556534422,9,4
12582,48,1,1-48-2019-001-02,2,1,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,11858,105.380916745117,12,4
12598,59,7,1-59-2019-007-07,7,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7731,689.960580344976,6,4
12596,18,2,1-18-2019-002-06,6,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,150.870265388479,6,4
12600,30,6,1-30-2019-006-05,5,1,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,83.6566064058467,10,4
12600,30,6,1-30-2019-006-05,5,3,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,10518,83.6566064058467,10,4
12586,13,3,1-13-2019-003-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,13793,1248.00210885793,7,4
12597,18,3,1-18-2019-003-10,10,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,2239.33774142675,6,4
12608,17,5,1-17-2019-005-07,7,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,10545,452.047117548419,4,4
12606,22,5,1-22-2019-005-07,7,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5290,154.809786084949,12,4
12605,22,4,1-22-2019-004-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,27303,110.996666632359,12,4
12612,21,4,1-21-2019-004-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7874,330.522138931043,11,4
12605,22,4,1-22-2019-004-04,4,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7258,110.996666632359,12,4
12612,21,4,1-21-2019-004-03,3,2,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2221,330.522138931043,11,4
12564,76,2,1-76-2019-002-04,4,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,19842,77.917895304151,3,4
12581,27,2,1-27-2019-002-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2743,211.9833680347,3,4
12617,17,6,1-17-2019-006-06,6,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,13144,137.90204803205,4,4
12617,17,6,1-17-2019-006-06,6,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,12317,137.90204803205,4,4
12607,17,4,1-17-2019-004-07,7,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,452.047117548419,4,4
12618,26,5,1-26-2019-005-07,7,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,10363,2053.2086874054,10,4
12602,26,3,1-26-2019-003-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,4874,1404.17383216407,10,4
12602,26,3,1-26-2019-003-04,4,2,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1404.17383216407,10,4
12623,29,8,1-29-2019-008-04,4,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,320.221964211329,2,4
12635,24,4,1-24-2019-004-03,3,2,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5078,486.018537411329,1,4
12636,24,5,1-24-2019-005-03,3,1,1,1,Crash Data Retrieval Tool 18.0,Crash Data Retrieval Tool 19.5.1,1,4218,486.018537478208,1,4
12634,11,6,1-11-2019-006-10,10,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,10141,22176.1474139505,8,4
12645,32,7,1-32-2019-007-03,3,1,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6117,1393.75085526506,7,4
12646,32,8,1-32-2019-008-02,2,1,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6006,56.3288898385412,7,4
12638,77,5,1-77-2019-005-09,9,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1202.78711503528,9,4
12650,27,3,1-27-2019-003-06,6,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,8630,517.528505527565,3,4
12650,27,3,1-27-2019-003-06,6,2,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,517.528505527565,3,4
12655,66,6,1-66-2019-006-07,7,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,14575,200.514962439204,6,4
12652,48,3,1-48-2019-003-07,7,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1101.68508953049,12,4
12648,66,4,1-66-2019-004-04,4,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5106,170.057028217546,6,4
12654,31,4,1-31-2019-004-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,227.270424528455,6,4
12660,25,4,1-25-2019-004-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7441,897.053457960752,2,4
12654,31,4,1-31-2019-004-03,3,2,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,990,227.270424528455,6,4
12642,14,3,1-14-2019-003-01,1,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3038,404.045672436521,8,4
12675,17,7,1-17-2019-007-06,6,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,11103,820.094010105936,4,4
12666,16,3,1-16-2019-003-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6086,1549.40490278009,5,4
12674,22,7,1-22-2019-007-06,6,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,2,999998,70.0611138941407,12,4
12671,33,6,1-33-2019-006-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2296,98.8585618311132,12,4
12671,33,6,1-33-2019-006-03,3,2,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,4172,98.8585618311132,12,4
12672,33,7,1-33-2019-007-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,1122,98.8585618311132,12,4
12680,21,6,1-21-2019-006-09,9,1,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1277.64535343709,11,4
12682,21,8,1-21-2019-008-04,4,2,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5117,1269.18053010584,11,4
12663,29,10,1-29-2019-010-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6844,1201.30966549489,2,4
12684,31,5,1-31-2019-005-07,7,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6584,276.905591523354,6,4
12698,24,7,1-24-2019-007-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,292,242.337441659876,1,4
12701,73,3,1-73-2019-003-08,8,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,14661,142.571031251738,3,4
12695,11,7,1-11-2019-007-05,5,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,4750,253.455795906353,8,4
12696,11,8,1-11-2019-008-02,2,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3752,103.545084106156,8,4
12706,12,8,1-12-2019-008-04,4,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3612,2113.30005715441,9,4
12700,77,7,1-77-2019-007-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,752.685726774883,9,4
12699,77,6,1-77-2019-006-01,1,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5485,105.374114839707,9,4
12713,32,11,1-32-2019-011-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1816.5679361984,7,4
12707,12,9,1-12-2019-009-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6756,2113.30005715441,9,4
12721,66,7,1-66-2019-007-07,7,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,11754,205.025289865617,6,4
12719,14,5,1-14-2019-005-07,7,2,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,13319,14244.7314125009,8,4
12717,25,5,1-25-2019-005-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2175,1654.89239842618,2,4
12724,31,6,1-31-2019-006-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5298,572.198038207611,6,4
12723,52,2,1-52-2019-002-06,6,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,225.224292628856,12,4
12725,10,3,1-10-2019-003-06,6,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7832,90.8946198422256,4,4
12729,22,8,1-22-2019-008-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,8621,121.520462314908,12,4
12729,22,8,1-22-2019-008-04,4,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3874,121.520462314908,12,4
12735,19,7,1-19-2019-007-06,6,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,923.531054651383,9,4
12728,16,6,1-16-2019-006-03,3,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,2,999998,560.832003209786,5,4
12730,22,9,1-22-2019-009-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7774,37.4241414924972,12,4
12738,20,6,1-20-2019-006-02,2,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,247,44.6123262498575,11,4
12743,33,8,1-33-2019-008-02,2,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,25.4932820669878,12,4
12741,17,9,1-17-2019-009-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,4735,288.960867443645,4,4
12744,33,9,1-33-2019-009-05,5,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,4292,55.3101317988717,12,4
12726,10,4,1-10-2019-004-07,7,1,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,10635,283.999945824037,4,4
12703,23,10,1-23-2019-010-10,10,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,3265.84969576659,5,4
12742,17,10,1-17-2019-010-08,8,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,224.735832285865,4,4
12742,17,10,1-17-2019-010-08,8,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,224.735832285865,4,4
12740,17,8,1-17-2019-008-08,8,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,28699,224.735832285865,4,4
12759,24,8,1-24-2019-008-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7078,680.376556914681,1,4
12759,24,8,1-24-2019-008-04,4,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,680.376556914681,1,4
12746,18,4,1-18-2019-004-06,6,2,1,1,Crash Data Retrieval Tool 17.10,Crash Data Retrieval Tool 19.5.1,1,9068,424.34318698885,6,4
12761,13,9,1-13-2019-009-06,6,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2784,554.351114616588,7,4
12766,11,9,1-11-2019-009-08,8,1,1,4,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,792.804351737215,8,4
12772,73,4,1-73-2019-004-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,32.4164274432842,3,4
12772,73,4,1-73-2019-004-03,3,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6906,32.4164274432842,3,4
12768,11,11,1-11-2019-011-08,8,2,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,792.804351737215,8,4
12771,77,10,1-77-2019-010-07,7,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1765.31182643243,9,4
12767,11,10,1-11-2019-010-01,1,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,15065,93.5482561288202,8,4
12777,12,10,1-12-2019-010-06,6,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1684.67233596175,9,4
12777,12,10,1-12-2019-010-06,6,2,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,13444,1684.67233596175,9,4
12781,24,10,1-24-2019-010-10,10,2,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,5165.80416841303,1,4
12788,27,5,1-27-2019-005-09,9,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,27489,95.895479181314,3,4
12780,24,9,1-24-2019-009-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,9861,290.92324954587,1,4
12793,32,13,1-32-2019-013-03,3,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,1555.63253747165,7,4
12785,48,5,1-48-2019-005-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,760.808785079792,12,4
12792,28,5,1-28-2019-005-01,1,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,50.2717370019429,3,4
12782,24,11,1-24-2019-011-06,6,2,1,1,Crash Data Retrieval Tool 18.0,Crash Data Retrieval Tool 19.5.1,1,999998,387.520395121638,1,4
12800,25,8,1-25-2019-008-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,8847,348.023031826957,2,4
12789,27,6,1-27-2019-006-03,3,2,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,8577,22.0296667252661,3,4
12786,48,6,1-48-2019-006-03,3,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,6877,235.080469797351,12,4
12786,48,6,1-48-2019-006-03,3,2,1,1,Crash Data Retrieval Tool 17.10,Crash Data Retrieval Tool 19.5.1,1,23986,235.080469797351,12,4
12803,52,3,1-52-2019-003-09,9,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,31053,183.603111999696,12,4
12799,14,6,1-14-2019-006-07,7,2,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,23054,11200.5429478198,8,4
12783,54,5,1-54-2019-005-04,4,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,5638,319.742500330254,9,4
12805,10,5,1-10-2019-005-04,4,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,3108,206.715656109139,4,4
12791,16,8,1-16-2019-008-03,3,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,1441,207.717607573449,5,4
12807,59,12,1-59-2019-012-08,8,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,130.633712763314,6,4
12810,31,7,1-31-2019-007-10,10,1,1,1,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,24247,301.212188506147,6,4
12808,59,13,1-59-2019-013-08,8,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,999998,130.633712763314,6,4
12769,77,8,1-77-2019-008-01,1,1,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,2666,105.374114839707,9,4
12821,17,12,1-17-2019-012-07,7,1,1,0,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,12476,746.327321902588,4,4
12832,21,12,1-21-2019-012-02,2,1,1,3,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,7223,59.2289867586606,11,4
12829,30,13,1-30-2019-013-03,3,2,1,1,Crash Data Retrieval Tool 18.0,Crash Data Retrieval Tool 19.5.1,1,31873,408.595787196437,10,4
12829,30,13,1-30-2019-013-03,3,3,1,1,Crash Data Retrieval Tool 18.0,Crash Data Retrieval Tool 19.5.1,1,13570,408.595787196437,10,4
12827,33,11,1-33-2019-011-05,5,1,1,2,Crash Data Retrieval Tool 18.0,Crash Data Retrieval Tool 19.5.1,1,1131,30.1413500820201,12,4
12828,33,12,1-33-2019-012-09,9,1,1,2,Crash Data Retrieval Tool 17.9.1,Crash Data Retrieval Tool 19.5.1,1,16801,228.003914392843,12,4
