CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
23555,24,149,1-24-2021-149-08,8,1,1,2,30,1,0,0,130,01FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,19,2,1,Starts 28cm left of front center point extends right,Bumper corner to bumper corner,78cm right of front center point,165,0,165,27,110,37,9,0,7,11,13,37,,,107.211048719641,1,6
23637,24,155,1-24-2021-155-03,3,1,1,2,0,12,0,0,310,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,starts 6cm right of front center point going left,NA,unknown - left of front center point,148,0,148,-34,80,999,999,999,999,999,999,999,,,314.458272937397,1,6
23600,18,85,1-18-2021-085-04,4,1,1,31,998,0,0,0,888,00TDDO02,T,D,D,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,103cm forward of base of windshield to 36cm forward of backlight,unknown,15cm inboard of left roof rail and 4cm rear of windshield,888,888,888,888,888,,,,,,,,0,6,818.877925841216,6,6
23504,76,67,1-76-2021-067-03,3,2,1,1,0,12,0,0,195,12RDEW01,R,D,E,W,01,8,8,8,8,888,888,888,3,11,-11,0,14811,998,84,13,0,1,Begins 24 cm Forward of Right Front Axle and Extends Rearward,Begins 70 cm Rear of Right Front Axle and Extends Rearward,278 cm Rear of Right Front Axle,357,-83,357,-34,447,4,3,4,3,3,4,3,,,18.5934551148107,3,6
23264,20,125,1-20-2021-125-03,3,2,2,63,270,9,0,0,888,09LFWN01,L,F,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,LF wheel,Unknown,LF wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,108.311988901295,11,6
23264,20,125,1-20-2021-125-03,3,2,3,63,270,9,0,0,888,09LBWN01,L,B,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,LR wheel,Unknown,LR wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,108.311988901295,11,6
23930,12,60,1-12-2021-060-09,9,1,1,42,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,34,23,2,1,"Starts 19 cm right of center, extends 50 cm right",Entire front plane,52 cm right of center,180,0,180,34,50,24,0,0,6,14,24,22,,,2933.99933118528,9,6
23929,12,59,1-12-2021-059-04,4,2,1,1,20,1,0,0,340,01FREW01,F,R,E,W,01,8,8,8,8,888,888,888,1,23,-21,-8,29185,998,-17,20,0,1,"Starts 35 cm right of center, extends 50 cm right",Bumper corner to bumper corner,85 cm right of center,170,0,170,60,50,33,0,0,2,1,9,33,,,1437.3981669104,9,6
23929,12,59,1-12-2021-059-04,4,1,1,2,70,2,0,0,110,02RYEW02,R,Y,E,W,02,1,1,0,0,27,46,12,1,26,-9,-25,57866,998,32,29,0,1,"Starts 29 cm forward of right rear axle, extends 248 cm forward","Starts 29 cm forward of right rear axle, extends 248 cm forward",178 cm forward of right rear axle,248,13,248,13,248,27,4,22,21,27,8,6,,,1437.3981669104,9,6
23932,11,72,1-11-2021-072-07,7,2,1,1,350,12,0,0,345,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,3,12,-12,2,9961,998,-7,13,0,1,BEGINS 16CM LEFT OF FCP EXTENDS LEFT,LFBC TO RFBC,LFBC,150,0,150,-46,60,1,1,0,1,1,1,0,,,6985.99379989535,8,6
23934,24,169,1-24-2021-169-02,2,1,1,51,0,12,0,0,888,12FLEE04,F,L,E,E,04,8,8,8,8,888,888,888,1,17,-17,0,24281,998,-58,17,0,1,"40cm left of front center point, extending left",Bumper corner to bumper corner,23cm left of front center point,119,0,150,-58,35,14,14,9,5,3,3,0,,,96.2126014946297,1,6
23958,18,96,1-18-2021-096-03,3,1,2,68,0,12,0,0,888,12FRES01,F,R,E,S,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"begins 69cm left of center, extends 10cm left",unknown,79cm left of center,999,999,999,999,10,999,999,999,999,999,999,999,,,195.031170419412,6,6
23958,18,96,1-18-2021-096-03,3,1,1,63,60,2,0,0,888,02RFWN02,R,F,W,N,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,RF wheel,unknown,RF wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,195.031170419412,6,6
23736,19,161,1-19-2021-161-04,4,2,2,63,0,12,0,0,888,12FLWN03,F,L,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Left wheel,Unknown,No crush,999,999,999,999,999,999,999,999,999,999,999,999,,,378.229279665511,9,6
23874,52,183,1-52-2021-183-05,5,1,5,51,999,99,0,0,888,99999999,9,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,8,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,21.8811839095746,12,6
23657,28,84,1-28-2021-084-03,3,1,1,2,30,1,0,0,315,01FRAE09,F,R,A,E,09,8,8,8,8,888,888,888,3,20,-17,-10,30665,998,-98,19,0,1,54cm right of center extending right to bumper corner,Not measured. Corner Impact,67cm right of center,999,999,999,999,15,999,999,999,999,999,999,999,,,46.7688147475126,3,6
23657,28,84,1-28-2021-084-03,3,2,1,1,350,12,0,0,175,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,3,11,-11,2,17581,998,92,12,0,1,21cm right of center extending right to bumper corner,Bumper corner to bumper corner,82cm right of center,136,0,164,52,61,10,0,0,0,0,0,10,,,46.7688147475126,3,6
23956,27,94,1-27-2021-094-04,4,1,1,2,70,2,0,0,295,02RYAW02,R,Y,A,W,02,1,1,0,0,29,49,11,1,21,-7,-19,9756,998,29,14,0,1,Begins 265 cm forward right rear axle extends rearward,Begins 288 cm forward right rear axle extends rearward,160 cm forward right rear axle,220,46,220,33,191,6,2,2,6,3,3,5,,,172.192301957825,3,6
23013,20,108,1-20-2021-108-06,6,2,1,1,320,11,1,0,355,11FLEE04,F,L,E,E,04,8,8,8,8,888,888,888,3,30,-23,20,118764,998,109,29,0,1,25cm left of front center point and extend left 34cm to bumper corner,Bumper corner to bumper corner,Left bumper corner,129,0,152,-40,34,33,26,30,28,28,28,33,,,201.944426590463,11,6
23013,20,108,1-20-2021-108-06,6,2,3,31,998,0,0,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,Left side,Unknown - Not Measured,Left C-pillar area,888,888,888,888,888,,,,,,,,5,1,201.944426590463,11,6
23956,27,94,1-27-2021-094-04,4,2,1,1,340,11,1,0,205,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,22,-20,7,40549,998,64,26,0,1,Front bumper corner to bumper corner,Front bumper corner to bumper corner measured to rebar ends,Front center point,123,0,140,0,140,22,10,16,22,17,12,9,,,172.192301957825,3,6
23794,24,163,1-24-2021-163-05,5,2,2,31,998,0,0,0,888,00TDDO01,T,D,D,O,01,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,starts on hood at LFBC extending rearward to back of cab,not measured in rollover,Left A-pillar header,888,888,888,888,888,,,,,,,,5,8,113.48027684511,1,6
23952,32,123,1-32-2021-123-08,8,1,1,58,20,1,0,0,888,01FREW01,F,R,E,W,01,8,8,8,8,888,888,888,1,16,-15,-5,23270,998,-10,16,0,1,"starts 42 cm right of center, extending 52 cm right",entire front,84 cm right of center,166,0,168,79,52,25,0,0,0,0,0,25,,,1364.37946456393,7,6
23709,19,159,1-19-2021-159-01,1,1,1,63,320,11,0,0,888,11LFWN01,L,F,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Unknown (overlapped with Event 2),Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,54.6039151382465,9,6
23925,19,170,1-19-2021-170-04,4,1,1,48,280,9,0,0,888,09LDMW01,L,D,M,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-40,15,2,1,Begins 90cm rear of left rear axle and continues forward,Begins 69cm rear of left rear axle and continues forward,280cm forward left rear axle,386,-18,386,-12,440,10,7,2,0,0,2,10,,,258.450931126761,9,6
23922,17,91,1-17-2021-091-03,3,1,1,76,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,0,21,2,1,bumper corner to bumper corner,bumper corner to bumper corner,19cm left of center,152,0,152,0,152,17,0,8,9,9,9,9,,,211.959704030467,4,6
23859,19,166,1-19-2021-166-02,2,2,2,50,160,5,0,0,888,05BLEN01,B,L,E,N,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,Begins 51cm left of center and continues left,Unknown,71cm left of center,999,999,999,999,30,999,999,999,999,999,999,999,,,47.1230765782335,9,6
23389,11,58,1-11-2021-058-02,2,1,1,2,10,12,0,0,150,12FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,3,23,-23,-4,37278,998,13,25,0,1,BEGINS 30CM RIGHT OF FCP EXTENDS RIGHT,RFBC TO LFBC,RFBC,148,0,148,50,52,34,0,0,2,7,19,34,,,88.5808533325855,8,6
22935,26,115,1-26-2021-115-05,5,1,1,88,999,99,0,0,888,99F99999,F,9,9,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,2,Front bumper,not measured,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,34.3787972633515,10,6
23674,21,141,1-21-2021-141-05,5,1,1,2,0,12,0,0,220,12F9E901,F,9,E,9,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,1,UNKNOWN - OVERLAPPING,REBAR CORNER TO REBAR CORNER,10CM LEFT OF CENTER,140,0,144,999,999,8,6,7,8,7,8,5,,,36.3602175147571,11,6
23674,21,141,1-21-2021-141-05,5,1,2,54,0,12,0,0,888,12FLES09,F,L,E,S,09,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,UNKNOWN - OVERLAPPING,UNKNOWN,AT LEFT FRONT CORNER,999,999,999,999,999,999,999,999,999,999,999,999,,,36.3602175147571,11,6
23527,28,81,1-28-2021-081-03,3,1,1,60,320,11,0,0,888,11FLEE01,F,L,E,E,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,50cm left of center extending left to bumper corner,Unknown,84cm left of center,999,999,999,999,34,999,999,999,999,999,999,999,,,56.9949060798534,3,6
23512,20,134,1-20-2021-134-02,2,6,5,5,180,6,0,2,275,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,3,12,12,0,11215,998,0,12,0,2,58cm left of rear center point and extends right 115cm,Bumper corner to bumper corner,31cm right of rear center point and 55cm above ground,148,0,152,0,115,13,0,7,7,0,7,0,,,86.5721118996035,11,6
23512,20,134,1-20-2021-134-02,2,5,5,6,0,12,0,1,275,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,10,-10,0,7066,998,0,9,0,1,Unknown - Not Measured,Unknown - Not Measured,Unknown - Not Measured,999,999,999,999,999,999,999,999,999,999,999,999,,,86.5721118996035,11,6
23512,20,134,1-20-2021-134-02,2,6,6,7,0,12,0,2,275,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,16,-16,0,14874,998,-30,14,0,1,"Begins at left front bumper corner, extends right",Bumper corner to bumper corner,24cm left of front center point,126,0,152,-30,90,16,0,0,8,7,0,0,,,86.5721118996035,11,6
23417,14,74,1-14-2021-074-07,7,2,1,1,0,12,0,0,140,12RDAS02,R,D,A,S,02,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,78CM REARWARD OF RIGHT REAR AXLE AND GOES FORWARD,BEGINS 225CM FORWARD OF RIGHT REAR AXLE AND GOES FORWARD,236CM FORWARD OF RIGHT REAR AXLE,113,148,113,-5,414,12,0,6,9,11,12,9,,,10200.3761331629,8,6
23766,31,81,1-31-2021-081-07,7,1,1,60,100,3,0,0,888,03RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Begins 265cm Forward of RR Axle,Not Measured,Not Measured,999,999,999,999,49,999,999,999,999,999,999,999,,,242.440585619395,6,6
23194,30,84,1-30-2021-084-01,1,1,1,53,0,12,0,0,888,12FCEN01,F,C,E,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,7,2,Entire front plane,Entire front plane,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,47.3331240548213,10,6
23194,30,84,1-30-2021-084-01,1,1,3,51,290,10,0,0,888,10LPAW04,L,P,A,W,04,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,47.3331240548213,10,6
23620,54,68,1-54-2021-068-04,4,2,1,1,180,6,0,0,15,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,3,10,10,0,7861,998,0,11,0,1,Left rear bumper corner to right rear bumper corner.,Left rear bumper corner to right rear bumper corner.,5 cm left of the rear center point.,155,0,155,0,155,5,0,0,4,5,1,0,,,391.273772245369,9,6
23924,19,169,1-19-2021-169-04,4,1,1,51,0,12,0,0,888,12FZEN02,F,Z,E,N,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,31,32,3,1,Beg 16cm right of center extending right,Bumper corner to bumper corner,36cm right of center,138,0,160,31,30,35,0,0,14,30,35,21,,,258.450931126761,9,6
23744,15,108,1-15-2021-108-03,3,1,2,31,998,0,0,0,888,00TYDO03,T,Y,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,W/S header,Rollover,Right W/S header,888,888,888,888,888,,,,,,,,1,3,83.5971934891898,1,6
22867,15,99,1-15-2021-099-02,2,1,1,50,0,12,0,0,888,12FLEN01,F,L,E,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,1,Not measured,Not measured,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,21.1971566387513,1,6
23395,13,84,1-13-2021-084-06,6,1,2,54,30,1,1,0,888,01FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,34,-30,-17,81991,998,-72,34,0,1,Starts 35cm Left of Center to the Right Front Bumper Corner,Bumper support end to end,Right Front bumper suport end,137,0,146,19,108,35,10,17,23,27,30,35,,,1774.65060463071,7,6
22689,31,53,1-31-2021-053-10,10,1,1,2,10,12,0,0,280,12FREE09,F,R,E,E,09,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,255.507439927165,6,6
22780,13,59,1-13-2021-059-05,5,2,2,1,270,9,0,0,20,09LPEW01,L,P,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,"Starts 81cm forward of the LR axle, extends forward",Unknown,Unknown,999,999,999,999,56,999,999,999,999,999,999,999,,,194.150725496042,7,6
22829,59,43,1-59-2021-043-05,5,1,1,57,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,left bumper corner to right bumper corner,entire front,overlapping damage,136,0,160,999,999,6,6,0,0,0,0,2,,,188.582573156792,6,6
22829,59,43,1-59-2021-043-05,5,1,2,52,20,1,0,0,888,01RFEW02,R,F,E,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,37,18,2,1,10 cm rear RFBC extending rearward 75 cm,10 cm rear RFBC extending rearward 75 cm,RF axle,75,138,75,138,75,21,11,14,18,20,21,19,,,188.582573156792,6,6
22829,59,43,1-59-2021-043-05,5,1,3,31,998,0,0,0,888,00LDAO02,L,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Left C pillar zone,not measured - rollover,unknown,888,888,888,888,888,,,,,,,,999,999,188.582573156792,6,6
22563,59,39,1-59-2021-039-09,9,2,2,63,90,3,0,0,888,03RFWN01,R,F,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,RF rim,not measured,RF rim,999,999,999,999,999,999,999,999,999,999,999,999,,,1044.51825908921,6,6
22563,59,39,1-59-2021-039-09,9,2,3,63,90,3,0,0,888,03RBWN01,R,B,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,RR Rim,Not measured,RR Rim,999,999,999,999,999,999,999,999,999,999,999,999,,,1044.51825908921,6,6
23055,77,69,1-77-2021-069-03,3,1,1,2,10,12,0,0,65,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,28,-27,-5,23055,998,-30,17,0,1,BEGINS 65CM LEFT OF FRONT CENTER POINT; EXTENDS RIGHT,LEFT FRONT BUMPER CORNER TO RIGHT FRONT REBAR CORNER,RIGHT FRONT BUMPER CORNER,132,0,150,5,140,17,4,2,2,4,6,17,,,1206.10603590364,9,6
22867,15,99,1-15-2021-099-02,2,1,2,57,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,Not measured,Not measured,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,21.1971566387513,1,6
23694,26,153,1-26-2021-153-06,6,2,1,1,170,6,0,0,290,06BLEE06,B,L,E,E,06,8,8,8,8,888,888,888,3,9,9,-2,8057,998,95,10,0,1,34 CM LEFT OF REAR CENTER POINT GOING LEFT,LEFT REAR REBAR CORNER TO RIGHT REAR REBAR CORNER,LEFT REAR REBAR CORNER,134,0,154,-51,37,12,12,0,0,1,0,2,,,986.195314626648,10,6
23767,31,82,1-31-2021-082-07,7,1,1,76,350,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,85,10,2,1,Begins 7cm ROC extending Right,Entire Frontal Plane,37cm ROC,143,0,143,46,60,4,4,0,2,3,0,0,,,242.440585619395,6,6
23926,19,171,1-19-2021-171-06,6,2,1,1,330,11,1,0,185,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,23,-20,12,57443,998,100,24,0,1,BC to BC,BC to BC,54cm right of center,109,0,150,0,109,20,12,12,15,16,17,20,,,154.788687455151,9,6
23926,19,171,1-19-2021-171-06,6,1,1,2,60,2,0,0,275,02RYEW02,R,Y,E,W,02,1,1,0,0,16,54,16,1,22,-11,-19,29925,998,53,20,0,1,Begs 30cm fwd RR axle extending fwd,Begs 30cm fwd RR axle extending fwd,145cm fwd RR axle,222,4,222,4,222,18,0,13,13,18,11,0,,,154.788687455151,9,6
23926,19,171,1-19-2021-171-06,6,1,2,50,270,9,0,0,888,09LPEN01,L,P,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Begs 82cm fwd LR axle extending fwd,N/a,Unknown,999,999,999,999,4,999,999,999,999,999,999,999,,,154.788687455151,9,6
23926,19,171,1-19-2021-171-06,6,1,4,51,230,8,0,0,888,08LBEN02,L,B,E,N,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,2,Begs 56cm rear LR axle extending fwd,N/a,Unknown,999,999,999,999,26,999,999,999,999,999,999,999,,,154.788687455151,9,6
20513,52,8,1-52-2021-008-06,6,2,1,1,30,1,0,0,270,01FZEW99,F,Z,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,39.5774749374467,12,6
20502,48,3,1-48-2021-003-06,6,1,3,61,998,0,0,0,888,00U99999,U,9,9,9,99,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,9,1,unknown,n/a not measured,unknown,999,999,150,999,999,999,999,999,999,999,999,999,,,85.0434514382502,12,6
20475,33,1,1-33-2021-001-10,10,1,2,88,998,0,0,0,888,00RPEN01,R,P,E,N,01,8,8,8,8,888,888,888,7,999,999,999,9999999,999,999,999,6,2,167CM FORWARD RR AXLE AND FORWARD,UNKNOWN,172CM FORWARD RR AXLE,999,999,999,999,37,999,999,999,999,999,999,999,,,27.8376456600101,12,6
20495,10,8,1-10-2021-008-03,3,2,1,1,340,11,0,0,210,11FLEE07,F,L,E,E,07,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,"begins at left front bumper corner, extends right",Unknown,left front bumper corner,999,999,999,999,20,999,999,999,999,999,999,999,,,175.737215719817,4,6
20516,52,11,1-52-2021-011-04,4,2,1,1,330,11,0,0,0,11LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,3,10,-9,5,13039,998,-10,14,0,1,Begins 246 cm FWD of LRA extending FWD,Begins 222cm FWD of LRA extending FWD,262 cm FWD of LRA,110,139,110,152,88,14,5,8,14,8,10,6,,,58.8316465493822,12,6
20493,10,6,1-10-2021-006-04,4,1,1,2,0,12,0,0,170,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,40 cm loc to RF bumper corner,Lfbc to Rfbc,35 cm Roc,999,999,999,999,100,999,999,999,999,999,999,999,,,492.33568968237,4,6
20488,27,4,1-27-2021-004-06,6,1,2,88,270,9,0,0,888,09LFWN01,L,F,W,N,01,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,6,2,Left front wheel,Not measured,Left front wheel,999,999,999,999,999,999,999,999,999,999,999,999,,,84.8685583298838,3,6
20440,13,2,1-13-2021-002-05,5,1,1,2,310,10,0,0,270,10LYEW03,L,Y,E,W,03,8,8,8,8,888,888,888,1,21,-13,16,28629,998,28,23,0,1,Starts 217cm forward of the LR axle & extends forward,Starts 217cm forward of the LR axle & extends forward,307cm forward of the LR axle,130,160,130,135,95,27,1,9,16,21,25,27,,,401.656518587378,7,6
20440,13,2,1-13-2021-002-05,5,2,1,1,50,2,1,0,350,02FREW01,F,R,E,W,01,8,8,8,8,888,888,888,1,18,-11,-14,34651,998,-137,17,0,1,Starts 29cm ROC to RF BC,Bumper support end to end,RF bumper support end,116,0,155,50,43,17,2,9,10,12,14,17,,,401.656518587378,7,6
23926,19,171,1-19-2021-171-06,6,1,5,51,0,12,0,0,888,12FZEN01,F,Z,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,6,8,Begs 10cm right of center extending right,N/a,Unknown,999,999,999,999,18,999,999,999,999,999,999,999,,,154.788687455151,9,6
23729,13,104,1-13-2021-104-07,7,2,1,1,320,11,0,0,40,11FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Bumper corner to bumper corner,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,2280.92498908448,7,6
23729,13,104,1-13-2021-104-07,7,3,2,1,320,11,0,0,325,11LYEW02,L,Y,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,2280.92498908448,7,6
