CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
21649,20,42,1-20-2021-042-03,3,2,1,1,Event Record 1,1,453,0,1,9997.0000,1,9997.0000,16.1000,138.0000,0.0000,88.0000,341.283500210391,11,6
21650,20,43,1-20-2021-043-02,2,1,1,1,Most Recent Event,1,783,7,1,0.0000,1,9997.0000,-28.9800,264.0000,17.0660,94.0000,55.9656336770062,11,6
21651,20,44,1-20-2021-044-05,5,1,1,1,Deployment,1,96834,0,97,9997.0000,7,110.0000,-39.2196,110.0000,997.0000,9997.0000,41.7682909515469,11,6
21651,20,44,1-20-2021-044-05,5,1,1,2,Non-Deployment,97,96664,0,97,0.2000,7,47.5000,-1.1270,47.5000,997.0000,9997.0000,41.7682909515469,11,6
21651,20,44,1-20-2021-044-05,5,2,1,1,Event Record 1,1,13138,0,1,9997.0000,1,117.5000,-45.0800,117.5000,14.4900,127.5000,41.7682909515469,11,6
21656,26,48,1-26-2021-048-02,2,2,1,1,Event Record 1,1,5448,0,1,9997.0000,1,9997.0000,64.4000,105.0000,-4.8300,50.0000,15.0432352246241,10,6
21657,26,49,1-26-2021-049-06,6,1,1,1,Most Recent Event,1,10033,0,97,9997.0000,1,9997.0000,-24.6330,161.0000,997.0000,9997.0000,705.535926274239,10,6
21659,26,51,1-26-2021-051-03,3,2,1,1,Record 1,1,11018,0,1,9997.0000,1,170.0000,-14.4900,170.0000,6.4400,170.0000,350.014530074611,10,6
21669,54,19,1-54-2021-019-07,7,2,1,1,First Record,97,1596,0,1,9997.0000,1,9997.0000,-6.9230,180.0000,997.0000,9997.0000,188.007936789445,9,6
21669,54,19,1-54-2021-019-07,7,2,1,2,Second Record,1,11690,0,1,9997.0000,1,9997.0000,-9.0160,50.0000,997.0000,9997.0000,188.007936789445,9,6
21670,48,31,1-48-2021-031-04,4,1,1,2,Event Record 2,1,12110,1,1,9997.0000,1,9997.0000,-22.5400,300.0000,6.4400,87.5000,113.104466292711,12,6
21670,48,31,1-48-2021-031-04,4,1,1,1,Event Record 1,97,9198,0,1,9997.0000,1,9997.0000,-22.5400,272.5000,1.6100,52.5000,113.104466292711,12,6
21670,48,31,1-48-2021-031-04,4,2,1,1,First Record,1,14843,0,1,9997.0000,1,9997.0000,-36.0640,260.0000,997.0000,9997.0000,113.104466292711,12,6
21670,48,31,1-48-2021-031-04,4,2,1,2,Second Record,99,14843,0,2,9997.0000,0,9997.0000,-0.9660,0.0000,997.0000,9997.0000,113.104466292711,12,6
21675,30,35,1-30-2021-035-03,3,1,1,1,Most Recent Event,2,1620,7,3,9995.0000,1,9997.0000,-23.9890,206.0000,4.9910,246.0000,237.84915661408,10,6
21675,30,35,1-30-2021-035-03,3,1,1,2,1st Prior Event,1,1620,7,2,9995.0000,1,9997.0000,-14.0070,156.0000,-1.9320,192.0000,237.84915661408,10,6
21675,30,35,1-30-2021-035-03,3,1,1,3,2nd Prior Event,95,1620,7,1,0.0000,0,9997.0000,-8.0500,88.0000,-9.0160,70.0000,237.84915661408,10,6
21678,18,31,1-18-2021-031-06,6,2,1,1,Event Record 1,1,11535,0,1,9997.0000,1,9997.0000,-3.2200,180.0000,11.2700,198.0000,215.162508259106,6,6
21680,77,36,1-77-2021-036-07,7,1,1,1,Non-Deployment,1,16913,0,97,9997.0000,1,120.0000,997.0000,9997.0000,997.0000,9997.0000,8404.55235972299,9,6
21681,77,37,1-77-2021-037-02,2,1,1,1,First Record,1,5475,0,1,9997.0000,1,190.0000,-43.0192,9997.0000,997.0000,9997.0000,86.1478225129126,9,6
21744,26,55,1-26-2021-055-03,3,1,1,3,2nd Prior Event,97,5001,0,97,9997.0000,7,9997.0000,15.7780,141.5000,997.0000,9997.0000,235.370442167201,10,6
21744,26,55,1-26-2021-055-03,3,1,1,2,1st Prior Event,95,6663,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,235.370442167201,10,6
21744,26,55,1-26-2021-055-03,3,1,1,1,Most Recent Event,95,999997,1,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,235.370442167201,10,6
21636,27,35,1-27-2021-035-03,3,1,1,1,Frontal / Rear Crash (Record 1),1,4044,0,1,9997.0000,1,9997.0000,-4.0250,70.0000,-0.9660,47.5000,153.188676870685,3,6
21756,29,35,1-29-2021-035-06,6,1,1,1,Frontal / Rear Crash (Record 1),1,6993,0,1,9997.0000,1,9997.0000,-9.0160,125.0000,-18.9980,102.5000,56.7817008651333,2,6
21756,29,35,1-29-2021-035-06,6,1,1,2,Side Crash (Record 1),1,6993,0,1,9997.0000,1,9997.0000,-8.0500,122.5000,-18.0320,100.0000,56.7817008651333,2,6
21029,31,18,1-31-2021-018-05,5,2,1,1,Event 1,1,12360,0,1,9997.0000,1,170.0000,-80.5000,170.0000,-35.4200,170.0000,484.453380649241,6,6
21029,31,18,1-31-2021-018-05,5,2,1,2,Event 2,2,12360,0,2,0.2000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,484.453380649241,6,6
21029,31,18,1-31-2021-018-05,5,2,1,3,Event 3,95,12360,1,2,0.7500,1,200.0000,19.3200,200.0000,-6.4400,200.0000,484.453380649241,6,6
21954,31,36,1-31-2021-036-05,5,2,1,4,2nd Prior Event,97,8877,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,208.592833680532,6,6
21954,31,36,1-31-2021-036-05,5,2,1,3,1st Prior Event,1,9137,0,97,9997.0000,1,9997.0000,-70.6790,169.5000,997.0000,9997.0000,208.592833680532,6,6
21954,31,36,1-31-2021-036-05,5,2,1,2,Most Recent Event,1,9137,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,208.592833680532,6,6
21954,31,36,1-31-2021-036-05,5,2,1,1,Trg Invalid #1,97,999997,7,97,9997.0000,0,9997.0000,997.0000,9997.0000,997.0000,9997.0000,208.592833680532,6,6
21453,32,51,1-32-2021-051-02,2,2,1,2,Record 2,4,5773,1,2,0.3100,1,182.0000,-19.3200,126.0000,6.4400,182.0000,81.5843928505354,7,6
21453,32,51,1-32-2021-051-02,2,2,1,1,Record 1,1,5773,0,1,9997.0000,1,124.0000,-9.6600,162.0000,-11.2700,124.0000,81.5843928505354,7,6
21498,54,15,1-54-2021-015-06,6,1,1,1,Event Record 1,1,4202,0,1,9997.0000,1,152.5000,-27.3700,152.5000,-6.4400,125.0000,166.967596019387,9,6
21498,54,15,1-54-2021-015-06,6,1,1,2,Event Record 2,2,4202,0,2,0.3000,1,230.0000,1.6100,297.5000,0.0000,300.0000,166.967596019387,9,6
21668,76,24,1-76-2021-024-10,10,1,1,1,Deployment,95,16029,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,19.7597620728704,3,6
23148,25,79,1-25-2021-079-03,3,1,1,1,Event 1,1,4109,0,97,9997.0000,1,295.0000,-9.0000,282.5000,14.0000,295.0000,332.587478090895,2,6
22233,12,18,1-12-2021-018-08,8,1,1,1,Non-Deployment,1,36222,0,97,9997.0000,1,107.5000,-10.6260,107.5000,997.0000,9997.0000,449.160983606057,9,6
24044,26,170,1-26-2021-170-05,5,2,1,1,Event Record 1,1,7096,0,1,9997.0000,1,9997.0000,64.4000,120.0000,-9.6600,212.0000,27.8233032917168,10,6
24102,21,159,1-21-2021-159-03,3,1,1,1,Most Recent Event,2,2542,0,2,1.6500,1,9997.0000,1.9320,44.0000,-9.9820,112.0000,58.6939592002799,11,6
24102,21,159,1-21-2021-159-03,3,1,1,3,2nd Prior Event,1,2542,0,1,9995.0000,1,9997.0000,1.9320,82.0000,14.9730,116.0000,58.6939592002799,11,6
24102,21,159,1-21-2021-159-03,3,1,1,2,1st Prior Event,2,2542,0,2,1.7500,1,9997.0000,3.0590,264.0000,15.9390,282.0000,58.6939592002799,11,6
24112,26,178,1-26-2021-178-04,4,1,1,1,"Record 1, Most Recent",1,983,0,1,0.0000,1,300.0000,-99.0000,300.0000,-8.0000,285.0000,409.157676103454,10,6
24113,21,162,1-21-2021-162-07,7,2,1,1,Most Recent Event,97,10877,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,323.071981589605,11,6
24113,21,162,1-21-2021-162-07,7,2,1,2,1st Prior Event,97,10877,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,323.071981589605,11,6
24113,21,162,1-21-2021-162-07,7,2,1,3,2nd Prior Event,1,999997,7,97,9997.0000,1,9997.0000,37.8350,174.0000,997.0000,9997.0000,323.071981589605,11,6
24113,21,162,1-21-2021-162-07,7,2,1,5,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,-7.4060,127.0000,997.0000,9997.0000,323.071981589605,11,6
24113,21,162,1-21-2021-162-07,7,2,1,4,3rd Prior Event,99,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,323.071981589605,11,6
24193,26,183,1-26-2021-183-05,5,1,1,1,Event Record 1,1,20694,0,1,9997.0000,1,75.0000,-9.6600,120.0000,22.5400,75.0000,59.3193461481909,10,6
24394,21,168,1-21-2021-168-02,2,1,1,2,1st Prior Event,1,3612,0,97,9997.0000,7,9997.0000,71.1620,166.0000,997.0000,9997.0000,27.8022229448731,11,6
24394,21,168,1-21-2021-168-02,2,1,1,1,Most Recent Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,27.8022229448731,11,6
24394,21,168,1-21-2021-168-02,2,1,1,3,2nd Prior Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,27.8022229448731,11,6
24284,26,188,1-26-2021-188-02,2,1,1,1,Event Record 1,1,3968,0,1,9997.0000,1,85.0000,-6.4400,85.0000,27.3700,57.5000,60.3309921194724,10,6
24394,21,168,1-21-2021-168-02,2,1,1,9,8th Prior Event,99,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,27.8022229448731,11,6
24394,21,168,1-21-2021-168-02,2,1,1,4,3rd Prior Event,95,3612,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,27.8022229448731,11,6
24394,21,168,1-21-2021-168-02,2,1,1,5,4th Prior Event,95,3612,0,97,9997.0000,7,9997.0000,4.3470,70.0000,997.0000,9997.0000,27.8022229448731,11,6
24394,21,168,1-21-2021-168-02,2,1,1,6,5th Prior Event,95,3612,0,97,9997.0000,7,9997.0000,4.3470,28.5000,997.0000,9997.0000,27.8022229448731,11,6
21682,54,20,1-54-2021-020-05,5,1,1,1,Deployment,1,34376,0,97,0.0400,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,160.478743542955,9,6
21682,54,20,1-54-2021-020-05,5,1,1,2,Non-Deployment,95,34376,0,97,9997.0000,1,340.0000,997.0000,9997.0000,997.0000,9997.0000,160.478743542955,9,6
21684,10,57,1-10-2021-057-04,4,1,1,2,Second Record,1,4265,0,2,0.0000,1,9997.0000,-23.9568,300.0000,997.0000,9997.0000,821.448781764211,4,6
21684,10,57,1-10-2021-057-04,4,1,1,1,First Record,97,457,0,1,0.0000,1,9997.0000,-8.1949,297.5000,997.0000,9997.0000,821.448781764211,4,6
21687,48,32,1-48-2021-032-05,5,1,1,1,Event Record 1,97,2696,0,1,9997.0000,1,9997.0000,-25.7600,122.0000,4.8300,84.0000,77.0323095151438,12,6
21687,48,32,1-48-2021-032-05,5,1,1,2,Event Record 2,1,14744,0,2,9997.0000,1,9997.0000,-66.0100,172.0000,-1.6100,56.0000,77.0323095151438,12,6
21687,48,32,1-48-2021-032-05,5,1,1,3,Event Record 3,95,14744,0,3,4.8100,1,9997.0000,-9.6600,124.0000,1.6100,110.0000,77.0323095151438,12,6
21689,24,61,1-24-2021-061-03,3,2,1,1,Event Record 1,1,5061,0,1,9997.0000,1,9997.0000,-17.7100,164.0000,-19.3200,76.0000,389.406812650772,1,6
21691,52,70,1-52-2021-070-03,3,1,1,5,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,-17.7100,178.0000,997.0000,9997.0000,29.8700048297256,12,6
21691,52,70,1-52-2021-070-03,3,1,1,4,3rd Prior Event,97,7568,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.8700048297256,12,6
21691,52,70,1-52-2021-070-03,3,1,1,1,Most Recent Event,95,7568,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.8700048297256,12,6
21691,52,70,1-52-2021-070-03,3,1,1,3,2nd Prior Event,1,7568,0,97,9997.0000,1,9997.0000,-12.2360,169.0000,997.0000,9997.0000,29.8700048297256,12,6
21691,52,70,1-52-2021-070-03,3,1,1,2,1st Prior Event,1,7568,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.8700048297256,12,6
21692,52,71,1-52-2021-071-03,3,1,1,2,Record 2,2,718,1,2,0.9500,1,160.0000,33.8100,158.0000,6.4400,160.0000,29.8700048297256,12,6
21692,52,71,1-52-2021-071-03,3,1,1,1,Record 1,1,718,0,1,9997.0000,1,104.0000,-11.2700,108.0000,19.3200,96.0000,29.8700048297256,12,6
21693,52,72,1-52-2021-072-04,4,2,1,1,Most Recent Event,1,5434,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,90.3007508105702,12,6
21694,52,73,1-52-2021-073-06,6,2,1,1,Event Record 1,1,7212,0,1,9997.0000,1,9997.0000,-14.4900,297.5000,-3.2200,82.5000,60.7475043051552,12,6
21696,25,39,1-25-2021-039-06,6,1,1,1,Event Record 1,1,12881,0,1,9997.0000,1,9997.0000,-16.1000,170.0000,-19.3200,170.0000,367.34793789811,2,6
21697,16,35,1-16-2021-035-02,2,1,1,1,Deployment,1,15290,0,97,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
21697,16,35,1-16-2021-035-02,2,1,2,1,"0_event Record ""A""",95,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,29.9355807568688,5,6
21697,16,35,1-16-2021-035-02,2,2,1,1,Event Record 1,1,4403,0,1,0.0000,1,9997.0000,-46.0460,127.5000,18.9980,97.5000,29.9355807568688,5,6
21697,16,35,1-16-2021-035-02,2,3,1,5,4th Prior Event,3,1857,0,97,9997.0000,7,9997.0000,-23.0230,162.0000,997.0000,9997.0000,29.9355807568688,5,6
23509,52,164,1-52-2021-164-03,3,2,1,1,Most Recent Event,1,7638,0,1,9995.0000,1,9997.0000,-14.0070,136.0000,14.9730,58.0000,37.9987609174344,12,6
23480,52,160,1-52-2021-160-04,4,1,1,1,Most Recent Event - Deployment,1,5857,0,1,9997.0000,1,9997.0000,-17.0000,230.0000,0.0000,0.0000,114.874994506226,12,6
22820,23,84,1-23-2021-084-02,2,2,1,1,Event Record 1,1,904,0,1,9997.0000,1,130.0000,-32.2000,130.0000,35.4200,150.0000,66.3082507877633,5,6
23589,27,85,1-27-2021-085-05,5,1,1,1,Event Record 1,2,16785,0,1,9997.0000,1,9997.0000,-27.3700,296.0000,6.4400,300.0000,17.4577689911576,3,6
23589,27,85,1-27-2021-085-05,5,1,1,2,Event Record 2,3,16785,0,2,1.0900,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,17.4577689911576,3,6
23589,27,85,1-27-2021-085-05,5,1,1,3,Event Record 3,4,16785,1,4,0.4000,1,9997.0000,-6.4400,188.0000,4.8300,202.0000,17.4577689911576,3,6
23501,28,80,1-28-2021-080-07,7,1,1,1,Most Recent Event,1,3202,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,322.41101951872,3,6
23501,28,80,1-28-2021-080-07,7,1,1,2,1st Prior Event,97,1960,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,322.41101951872,3,6
23396,13,85,1-13-2021-085-06,6,1,1,1,Event Record 1,1,11724,0,1,9997.0000,1,300.0000,-3.2200,140.0000,3.2200,300.0000,1774.65060331168,7,6
23408,28,77,1-28-2021-077-06,6,1,1,1,Most Recent Event,95,11262,0,97,1.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,90.8578689144453,3,6
23408,28,77,1-28-2021-077-06,6,1,1,2,1st Prior Event,1,11262,0,97,0.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,90.8578689144453,3,6
23409,28,78,1-28-2021-078-06,6,1,1,1,Most Recent Event,1,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,90.8578689144453,3,6
23594,21,138,1-21-2021-138-02,2,1,1,1,Most Recent Event,1,5793,0,97,9997.0000,0,9997.0000,997.0000,9997.0000,997.0000,9997.0000,26.0362616921719,11,6
23594,21,138,1-21-2021-138-02,2,1,1,2,1st Prior Event,1,5793,0,97,9997.0000,7,9997.0000,-36.0640,201.0000,997.0000,9997.0000,26.0362616921719,11,6
23594,21,138,1-21-2021-138-02,2,1,1,3,2nd Prior Event,97,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,26.0362616921719,11,6
23318,25,85,1-25-2021-085-03,3,1,1,1,Most Recent Event,1,4250,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,233.210277245083,2,6
23318,25,85,1-25-2021-085-03,3,1,1,2,1st Prior Event,1,4250,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,233.210277245083,2,6
23532,16,87,1-16-2021-087-02,2,1,1,1,Event Record 1,1,1275,0,1,0.0000,1,9997.0000,-29.9460,202.5000,-9.9820,230.0000,18.934323890091,5,6
23532,16,87,1-16-2021-087-02,2,1,1,2,Event Record 2,2,1275,1,2,0.9000,1,9997.0000,0.0000,0.0000,8.0500,267.5000,18.934323890091,5,6
21344,10,45,1-10-2021-045-01,1,1,1,1,Event Record 1,95,15622,0,1,9997.0000,1,9997.0000,-75.6700,506.0000,-19.3200,168.0000,35.7449043920188,4,6
21344,10,45,1-10-2021-045-01,1,1,1,2,Event Record 2,2,15622,0,2,5.4200,1,9997.0000,25.7600,210.0000,25.7600,210.0000,35.7449043920188,4,6
21344,10,45,1-10-2021-045-01,1,1,1,3,Event Record 3,95,15622,0,3,3.9900,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,35.7449043920188,4,6
21727,19,68,1-19-2021-068-06,6,2,1,1,Event Record 1,1,8404,0,1,9997.0000,1,90.0000,-8.0500,295.0000,-12.8800,90.0000,214.865014550972,9,6
21741,26,52,1-26-2021-052-05,5,1,1,1,Event 1,1,18838,0,1,9997.0000,1,140.0000,-12.8800,140.0000,-22.5400,140.0000,24.6155104512558,10,6
21741,26,52,1-26-2021-052-05,5,1,1,2,Event 2,2,18838,0,1,0.2900,1,50.0000,0.0000,50.0000,-9.6600,50.0000,24.6155104512558,10,6
21741,26,52,1-26-2021-052-05,5,2,1,1,First Record,1,11717,0,1,9997.0000,1,9997.0000,-26.0820,180.0000,997.0000,9997.0000,24.6155104512558,10,6
21741,26,52,1-26-2021-052-05,5,2,1,2,Second Record,2,11717,1,2,0.2290,1,9997.0000,1.9320,120.0000,997.0000,9997.0000,24.6155104512558,10,6
21746,21,64,1-21-2021-064-06,6,2,1,1,Event Record 1,1,9089,0,1,9997.0000,1,125.0000,-37.0300,145.0000,-38.6400,102.5000,391.589691553219,11,6
21752,66,30,1-66-2021-030-05,5,2,1,1,Event 1,1,9877,0,0,9997.0000,1,200.0000,0.0000,200.0000,8.0500,200.0000,113.709358166044,6,6
21752,66,30,1-66-2021-030-05,5,2,1,2,Event 2,3,9877,0,1,5.6400,1,770.0000,-40.2500,770.0000,1.6100,770.0000,113.709358166044,6,6
21754,26,56,1-26-2021-056-04,4,1,1,1,First Record,1,11184,0,1,0.0000,1,145.0000,-9.9981,9997.0000,997.0000,9997.0000,757.536849225605,10,6
21755,26,57,1-26-2021-057-03,3,3,1,1,Event Record 1,2,3221,0,1,9997.0000,1,9997.0000,-14.4900,300.0000,11.2700,157.5000,235.370442167201,10,6
21762,25,40,1-25-2021-040-03,3,1,1,1,Record 1,5,11570,0,1,9997.0000,1,9997.0000,-6.9230,300.0000,-3.0590,130.0000,208.142615491327,2,6
21771,77,39,1-77-2021-039-04,4,2,1,1,Event Record 1,1,14463,0,1,9997.0000,1,125.0000,46.6900,125.0000,-1.6100,125.0000,756.526629974642,9,6
21771,77,39,1-77-2021-039-04,4,2,1,2,Event Record 2,2,14463,0,2,0.1000,1,87.5000,-19.3200,87.5000,1.6100,112.5000,756.526629974642,9,6
21771,77,39,1-77-2021-039-04,4,3,1,1,Event Record 1,2,4307,0,1,9997.0000,1,210.0000,33.8100,210.0000,0.0000,72.5000,756.526629974642,9,6
21771,77,39,1-77-2021-039-04,4,3,1,2,Event Record 2,3,4307,0,2,0.3000,1,300.0000,-17.7100,300.0000,0.0000,247.5000,756.526629974642,9,6
21781,24,63,1-24-2021-063-02,2,1,1,4,3rd Prior Event,1,7793,0,97,9997.0000,1,9997.0000,-49.5880,232.0000,997.0000,9997.0000,96.2126014946297,1,6
21781,24,63,1-24-2021-063-02,2,1,1,3,2nd Prior Event,1,7793,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,96.2126014946297,1,6
21781,24,63,1-24-2021-063-02,2,1,1,2,1st Prior Event,2,7793,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,96.2126014946297,1,6
21781,24,63,1-24-2021-063-02,2,1,1,1,Most Recent Event,95,7793,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,96.2126014946297,1,6
21783,52,74,1-52-2021-074-06,6,1,1,1,Most Recent Event,1,12613,0,1,0.0000,1,9997.0000,-10.9480,68.0000,8.0500,68.0000,75.2428542544457,12,6
21783,52,74,1-52-2021-074-06,6,2,1,1,Deployment,1,21556,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,75.2428542544457,12,6
21784,52,75,1-52-2021-075-06,6,1,1,1,Event Record 1,1,12861,1,1,0.0000,1,9997.0000,3.2200,300.0000,-6.4400,45.0000,75.2428542544457,12,6
21784,52,75,1-52-2021-075-06,6,1,1,2,Event Record 2,2,12861,1,2,0.3000,1,9997.0000,1.6100,227.5000,1.6100,127.5000,75.2428542544457,12,6
21793,25,41,1-25-2021-041-08,8,1,1,1,Deployment,3,24579,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,164.800376377125,2,6
21794,25,42,1-25-2021-042-04,4,1,1,1,Event Record 1,1,7858,0,1,9997.0000,1,100.0000,-3.2200,100.0000,0.0000,75.0000,753.400514291633,2,6
21799,14,34,1-14-2021-034-03,3,2,1,1,Record 1,97,3380,0,1,9997.0000,1,98.0000,-8.0500,98.0000,0.0000,94.0000,3883.17397531495,8,6
21799,14,34,1-14-2021-034-03,3,2,1,2,Record 2,1,5434,0,2,9997.0000,1,172.0000,20.9300,172.0000,-1.6100,112.0000,3883.17397531495,8,6
21801,59,21,1-59-2021-021-02,2,2,1,1,Event Record 1,1,2168,0,1,9997.0000,1,72.5000,-1.6100,95.0000,3.2200,70.0000,64.7976556419355,6,6
21802,59,22,1-59-2021-022-08,8,1,1,1,Most Recent Event,2,999997,0,97,9997.0000,1,9997.0000,-15.7780,9997.0000,997.0000,9997.0000,294.198142789193,6,6
21802,59,22,1-59-2021-022-08,8,1,1,2,1st Prior Event,1,999997,0,97,9997.0000,1,9997.0000,-17.5490,9997.0000,997.0000,9997.0000,294.198142789193,6,6
21802,59,22,1-59-2021-022-08,8,1,1,3,2nd Prior Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,294.198142789193,6,6
21802,59,22,1-59-2021-022-08,8,2,1,1,First Record,1,15434,1,1,9997.0000,1,9997.0000,-24.2305,300.0000,-25.8566,104.0000,294.198142789193,6,6
21804,18,34,1-18-2021-034-03,3,1,1,1,Event 1,1,14179,0,1,9997.0000,1,200.0000,-9.6600,200.0000,1.6100,200.0000,419.174210658328,6,6
21804,18,34,1-18-2021-034-03,3,1,1,2,Event 2,95,14179,1,1,4.7500,1,420.0000,-19.3200,420.0000,3.2200,420.0000,419.174210658328,6,6
21804,18,34,1-18-2021-034-03,3,1,1,3,Event 3,95,14179,1,1,4.1300,1,160.0000,-8.0500,160.0000,6.4400,160.0000,419.174210658328,6,6
21804,18,34,1-18-2021-034-03,3,2,1,1,Record 1,1,167,0,1,9997.0000,1,180.0000,6.4400,108.0000,-1.6100,158.0000,419.174210658328,6,6
21805,27,39,1-27-2021-039-03,3,1,1,1,Event Record 1,1,3748,0,1,9997.0000,1,9997.0000,-14.4900,295.0000,3.2200,92.5000,19.0706214116776,3,6
21805,27,39,1-27-2021-039-03,3,2,1,1,Event Record 1,1,8495,0,1,9997.0000,1,70.0000,-1.6100,70.0000,-4.8300,70.0000,19.0706214116776,3,6
21806,27,40,1-27-2021-040-07,7,2,1,3,2nd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,9.9820,115.0000,997.0000,9997.0000,77.6334915907573,3,6
21806,27,40,1-27-2021-040-07,7,2,1,2,1st Prior Event,97,13641,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,77.6334915907573,3,6
21806,27,40,1-27-2021-040-07,7,2,1,1,Most Recent Event,97,14140,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,77.6334915907573,3,6
21810,31,33,1-31-2021-033-09,9,1,1,4,Side Crash,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,298.374575531712,6,6
21810,31,33,1-31-2021-033-09,9,1,1,1,Most Recent Frontal/Rear Event,2,999997,1,97,9997.0000,1,9997.0000,-5.3130,9997.0000,997.0000,9997.0000,298.374575531712,6,6
21810,31,33,1-31-2021-033-09,9,1,1,2,1st Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,2.7370,9997.0000,997.0000,9997.0000,298.374575531712,6,6
21810,31,33,1-31-2021-033-09,9,1,1,3,Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,2.4150,9997.0000,997.0000,9997.0000,298.374575531712,6,6
21811,31,34,1-31-2021-034-07,7,2,1,1,"Record 1, Most Recent",1,9859,0,1,0.0000,1,9997.0000,-8.0000,115.0000,-2.0000,40.0000,275.536483547936,6,6
21814,19,72,1-19-2021-072-05,5,1,1,2,1st Prior Event,2,14412,0,1,9995.0000,1,9997.0000,-15.9390,82.0000,-3.0590,60.0000,47.5090336657469,9,6
21814,19,72,1-19-2021-072-05,5,1,1,1,Most Recent Event,3,14412,0,2,3.5000,1,9997.0000,-8.0500,110.0000,9.0160,104.0000,47.5090336657469,9,6
21815,19,73,1-19-2021-073-06,6,1,1,1,Non-Deployment,99,17629,0,97,9997.0000,1,0.0000,0.0000,0.0000,997.0000,9997.0000,348.005935855538,9,6
21815,19,73,1-19-2021-073-06,6,2,1,1,Most Recent Event,1,19702,1,1,0.0000,1,9997.0000,-15.9390,134.0000,6.9230,64.0000,348.005935855538,9,6
21820,22,59,1-22-2021-059-09,9,1,1,1,Most Recent Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,-36.2250,9997.0000,997.0000,9997.0000,175.412451209905,12,6
21820,22,59,1-22-2021-059-09,9,1,1,2,1st Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,-1.9320,9997.0000,997.0000,9997.0000,175.412451209905,12,6
