CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVNTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
22698,20,90,1-20-2021-090-03,3,1,1,4,3rd Prior Event,97,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,137.693584713814,11,6
22698,20,90,1-20-2021-090-03,3,1,1,5,4th Prior Event,97,2548,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,137.693584713814,11,6
22698,20,90,1-20-2021-090-03,3,1,1,3,2nd Prior Event,1,3713,0,97,9997.0000,7,9997.0000,-51.0370,180.0000,997.0000,9997.0000,137.693584713814,11,6
22698,20,90,1-20-2021-090-03,3,1,1,2,1st Prior Event,95,3713,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,137.693584713814,11,6
22722,21,104,1-21-2021-104-02,2,1,1,1,Event Record 1,1,5423,0,1,9997.0000,1,9997.0000,-52.0030,295.0000,-18.9980,255.0000,16.7381401191473,11,6
22807,21,112,1-21-2021-112-03,3,1,1,1,Event Record 1,95,1822,0,2,0.3000,1,265.0000,4.0250,300.0000,6.9230,300.0000,107.539752004771,11,6
22807,21,112,1-21-2021-112-03,3,1,1,2,Event Record 2,95,1822,0,1,9997.0000,0,292.5000,6.9230,300.0000,8.0500,300.0000,107.539752004771,11,6
22938,21,113,1-21-2021-113-02,2,1,1,2,Event Record 2,1,9034,0,1,9997.0000,1,9997.0000,0.0000,262.5000,4.8300,300.0000,37.6034726941277,11,6
22938,21,113,1-21-2021-113-02,2,1,1,1,Event Record 1,95,9034,1,1,9997.0000,1,9997.0000,3.2200,295.0000,6.4400,207.5000,37.6034726941277,11,6
22939,21,114,1-21-2021-114-06,6,1,1,1,Event Record 1,1,14023,0,1,9997.0000,1,300.0000,-30.5900,300.0000,25.7600,110.0000,1664.91971097544,11,6
23020,21,116,1-21-2021-116-01,1,1,1,1,Deployment,2,20944,0,97,0.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,1,1,2,Deployment #2,4,20944,0,97,1.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,2,1,1,Most Recent Frontal/Rear Event,5,999997,0,97,9997.0000,1,9997.0000,-35.4200,9997.0000,997.0000,9997.0000,36.3829532876423,11,6
23020,21,116,1-21-2021-116-01,1,2,1,2,1st Prior Frontal/Rear Event,97,999997,1,97,9997.0000,1,9997.0000,2.2540,9997.0000,997.0000,9997.0000,36.3829532876423,11,6
23028,21,119,1-21-2021-119-03,3,1,1,1,Event Record 1,1,833,0,1,0.0000,1,9997.0000,-0.9660,40.0000,9.0160,287.5000,145.75691188569,11,6
23028,21,119,1-21-2021-119-03,3,1,1,2,Event Record 2,1,833,0,2,0.5000,1,9997.0000,1.9320,235.0000,27.0480,287.5000,145.75691188569,11,6
23267,21,124,1-21-2021-124-07,7,1,1,2,Event Record 2,7,12827,0,2,1.3000,1,170.0000,-3.2200,162.5000,-14.4900,170.0000,1812.31265917081,11,6
23267,21,124,1-21-2021-124-07,7,1,1,1,Event Record 1,1,12827,0,1,9997.0000,1,110.0000,-9.6600,135.0000,-6.4400,42.5000,1812.31265917081,11,6
23268,21,125,1-21-2021-125-05,5,1,1,1,Event Record 1,1,10442,0,1,9997.0000,0,117.5000,-9.6600,122.5000,1.6100,72.5000,89.9087267080456,11,6
22698,20,90,1-20-2021-090-03,3,1,1,1,Most Recent Event,95,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,137.693584713814,11,6
22699,20,91,1-20-2021-091-06,6,1,1,1,Event Record 1,1,14973,0,1,9997.0000,1,70.0000,9.6600,70.0000,1.6100,50.0000,277.553537014609,11,6
22783,20,95,1-20-2021-095-06,6,1,1,1,Event Record 1,1,13211,0,1,9997.0000,1,257.5000,-40.2500,257.5000,-30.5900,257.5000,274.537180982257,11,6
22783,20,95,1-20-2021-095-06,6,1,1,2,Event Record 2,2,13211,0,2,0.2000,1,50.0000,-1.6100,50.0000,0.0000,10.0000,274.537180982257,11,6
22784,20,96,1-20-2021-096-03,3,1,1,1,"Record 1, Most Recent",1,3628,0,1,0.0000,1,297.5000,1.0000,297.5000,-1.0000,285.0000,136.197178365205,11,6
22785,20,97,1-20-2021-097-06,6,1,1,2,Event Record 2,1,18977,0,2,9997.0000,1,9997.0000,-11.2700,132.0000,14.4900,66.0000,274.537180982257,11,6
22785,20,97,1-20-2021-097-06,6,1,1,1,Event Record 1,95,9475,0,1,9997.0000,1,9997.0000,9.6600,96.0000,0.0000,28.0000,274.537180982257,11,6
22785,20,97,1-20-2021-097-06,6,2,1,2,Event Record 2,1,25433,0,1,0.0000,1,9997.0000,-30.5900,290.0000,-8.0500,107.5000,274.537180982257,11,6
22785,20,97,1-20-2021-097-06,6,2,1,1,Event Record 1,95,25433,1,2,0.1000,1,9997.0000,-1.6100,285.0000,4.8300,300.0000,274.537180982257,11,6
22932,20,105,1-20-2021-105-09,9,1,1,1,Non-Deployment,1,17694,0,97,9997.0000,1,187.5000,-17.7100,187.5000,997.0000,9997.0000,987.718299215554,11,6
23126,20,117,1-20-2021-117-04,4,1,1,1,Most Recent Event,2,9294,0,97,9997.0000,1,9997.0000,-8.5330,128.0000,997.0000,9997.0000,462.544464224938,11,6
23126,20,117,1-20-2021-117-04,4,1,1,2,1st Prior Event,1,9294,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,462.544464224938,11,6
23189,20,118,1-20-2021-118-03,3,2,1,1,Non-Deployment,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,56.3548916502438,11,6
23340,20,128,1-20-2021-128-03,3,1,1,1,Event Record 1,1,2880,0,1,9997.0000,1,87.5000,-3.2200,110.0000,-11.2700,87.5000,444.310673968114,11,6
22639,21,101,1-21-2021-101-08,8,2,1,2,1st Prior Event,3,999997,1,97,9997.0000,1,9997.0000,-15.4560,9997.0000,997.0000,9997.0000,163.71988614482,11,6
22639,21,101,1-21-2021-101-08,8,2,1,3,2nd Prior Event,2,999997,1,97,9997.0000,1,9997.0000,-5.3130,9997.0000,997.0000,9997.0000,163.71988614482,11,6
22639,21,101,1-21-2021-101-08,8,2,1,1,Most Recent Event,3,999997,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,163.71988614482,11,6
22639,21,101,1-21-2021-101-08,8,2,1,4,3rd Prior Event,95,999997,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,163.71988614482,11,6
23349,21,129,1-21-2021-129-07,7,2,1,1,Event Record 1,1,17140,0,1,9997.0000,1,9997.0000,17.7100,102.0000,-1.6100,122.0000,5907.00028175486,11,6
22365,22,75,1-22-2021-075-06,6,2,1,1,Most Recent Event,1,9643,0,1,9997.0000,1,9997.0000,-14.8120,102.0000,-3.0590,82.0000,343.464764896403,12,6
22366,22,76,1-22-2021-076-08,8,2,1,1,Non-Deployment,1,27692,0,97,0.6000,7,137.5000,-4.7173,137.5000,997.0000,9997.0000,177.469958043382,12,6
22436,22,78,1-22-2021-078-02,2,1,1,1,Event Record 1,1,5793,0,1,9997.0000,1,9997.0000,-17.7100,122.5000,-9.6600,130.0000,31.7099210428159,12,6
22526,22,80,1-22-2021-080-09,9,1,1,1,Non-Deployment,99,14038,0,97,9997.0000,1,82.5000,-0.1610,82.5000,997.0000,9997.0000,507.214293472923,12,6
22619,22,81,1-22-2021-081-06,6,1,1,1,Event Record 1,1,9821,0,1,9997.0000,1,142.5000,-9.0160,297.5000,-8.0500,70.0000,184.142899276966,12,6
22619,22,81,1-22-2021-081-06,6,1,1,2,Event Record 2,2,9821,1,2,3.0000,1,297.5000,0.0000,150.0000,13.0410,297.5000,184.142899276966,12,6
22711,22,85,1-22-2021-085-06,6,1,1,1,Most Recent Event,1,9268,0,97,9997.0000,1,9997.0000,-9.1770,179.5000,997.0000,9997.0000,71.0718839900111,12,6
22790,22,86,1-22-2021-086-04,4,2,1,1,First Record,1,675,0,1,0.0000,1,9997.0000,-15.9390,300.0000,997.0000,9997.0000,163.229104904989,12,6
23170,22,89,1-22-2021-089-07,7,1,1,1,First Record,1,8395,0,1,0.0000,1,9997.0000,-10.4811,298.0000,997.0000,9997.0000,927.031010137144,12,6
20929,23,16,1-23-2021-016-03,3,1,1,1,Record 1,1,2900,0,1,9997.0000,1,9997.0000,-26.0820,110.0000,14.9730,75.0000,110.286768940339,5,6
21807,23,41,1-23-2021-041-03,3,1,1,1,First Record,1,7871,0,1,9997.0000,1,160.0000,-12.0106,9997.0000,997.0000,9997.0000,268.932290391585,5,6
21807,23,41,1-23-2021-041-03,3,1,1,2,Second Record,3,7871,0,2,1.4970,1,272.5000,-4.0089,9997.0000,997.0000,9997.0000,268.932290391585,5,6
21878,23,44,1-23-2021-044-05,5,2,1,1,Deployment,1,8691,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,82.7206547024009,5,6
22271,23,58,1-23-2021-058-04,4,1,1,1,Most Recent Event,1,6303,0,2,2.4800,1,9997.0000,4.0250,190.0000,-14.9730,246.0000,2199.11268782055,5,6
22271,23,58,1-23-2021-058-04,4,1,1,2,1st Prior Event,95,6303,0,1,9995.0000,1,9997.0000,-10.9480,108.0000,0.9660,102.0000,2199.11268782055,5,6
22576,23,71,1-23-2021-071-06,6,1,1,1,First Record,1,5759,0,1,9997.0000,1,9997.0000,-15.9390,140.0000,997.0000,9997.0000,324.730211765865,5,6
22576,23,71,1-23-2021-071-06,6,1,1,2,Second Record,2,5759,0,2,3.2770,1,9997.0000,-18.0320,240.0000,997.0000,9997.0000,324.730211765865,5,6
22652,23,72,1-23-2021-072-02,2,2,1,1,Record 1,1,7062,0,1,9997.0000,1,154.0000,-37.0300,184.0000,-14.4900,92.0000,66.3082507877633,5,6
22736,23,80,1-23-2021-080-02,2,2,1,1,Most Recent Event,1,6267,0,1,9997.0000,1,9997.0000,-46.6900,240.0000,14.8120,154.0000,66.3082507877633,5,6
22948,23,88,1-23-2021-088-06,6,1,1,1,Event Record 1,1,16955,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1155.55562592678,5,6
21931,24,69,1-24-2021-069-02,2,1,1,1,Most Recent Event,1,7216,0,1,9995.0000,1,9997.0000,-13.0410,108.0000,27.0480,78.0000,96.2126014946297,1,6
21934,24,72,1-24-2021-072-04,4,1,1,1,Event Record 1,1,4912,0,1,9997.0000,1,9997.0000,-17.7100,262.0000,1.6100,20.0000,363.05909700145,1,6
21934,24,72,1-24-2021-072-04,4,1,1,2,Event Record 2,3,4912,1,2,3.3600,1,9997.0000,-17.7100,174.0000,1.6100,112.0000,363.05909700145,1,6
22095,24,77,1-24-2021-077-06,6,2,1,3,2nd Prior Event,97,7252,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,671.586510090188,1,6
22095,24,77,1-24-2021-077-06,6,2,1,1,Most Recent Event,1,7483,0,97,9997.0000,1,9997.0000,-23.6670,143.5000,997.0000,9997.0000,671.586510090188,1,6
23132,24,126,1-24-2021-126-05,5,1,1,1,Most Recent Event,2,18031,1,2,1.3000,1,9997.0000,4.6690,222.0000,-8.5330,232.0000,66.4648264616276,1,6
23132,24,126,1-24-2021-126-05,5,2,1,2,1st Prior Event,1,12522,0,97,9997.0000,1,9997.0000,-22.3790,121.0000,997.0000,9997.0000,66.4648264616276,1,6
22095,24,77,1-24-2021-077-06,6,2,1,2,1st Prior Event,1,7483,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,671.586510090188,1,6
22078,24,80,1-24-2021-080-08,8,2,1,2,1st Prior Frontal/Rear Event,97,999997,0,97,9997.0000,1,9997.0000,0.9660,9997.0000,997.0000,9997.0000,320.928419121334,1,6
22078,24,80,1-24-2021-080-08,8,2,1,1,Most Recent Frontal/Rear Event,99,999997,0,97,9997.0000,1,9997.0000,-9.4990,9997.0000,997.0000,9997.0000,320.928419121334,1,6
22155,24,82,1-24-2021-082-07,7,1,1,1,"Record 1, Most Recent",1,13478,0,1,0.0000,1,300.0000,-18.0320,300.0000,0.0000,70.0000,1335.61117787683,1,6
22241,24,86,1-24-2021-086-06,6,1,1,1,Event Record 1,1,17986,0,1,9997.0000,1,105.0000,-16.1000,105.0000,-8.0500,95.0000,535.71999285377,1,6
22244,24,89,1-24-2021-089-06,6,2,1,1,First Record,1,6919,0,1,9997.0000,1,9997.0000,-12.6868,300.0000,-14.0875,48.0000,535.719992774293,1,6
22330,24,93,1-24-2021-093-03,3,2,1,4,3rd Prior Event,97,1704,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,331.37546464002,1,6
22330,24,93,1-24-2021-093-03,3,2,1,3,2nd Prior Event,97,999997,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,331.37546464002,1,6
22330,24,93,1-24-2021-093-03,3,2,1,2,1st Prior Event,1,1797,0,97,9997.0000,7,9997.0000,-1.4490,26.5000,997.0000,9997.0000,331.37546464002,1,6
22330,24,93,1-24-2021-093-03,3,2,1,1,Most Recent Event,95,1797,0,97,9997.0000,7,9997.0000,-3.5420,64.0000,997.0000,9997.0000,331.37546464002,1,6
22399,24,95,1-24-2021-095-04,4,1,1,1,Most Recent Frontal/Rear Event,1,999997,0,97,9997.0000,1,9997.0000,-10.6260,9997.0000,997.0000,9997.0000,1470.05859763604,1,6
22399,24,95,1-24-2021-095-04,4,2,1,1,Record 1,1,3333,0,1,9997.0000,1,226.0000,19.3200,226.0000,-3.2200,206.0000,1470.05859763604,1,6
22400,24,96,1-24-2021-096-06,6,1,1,2,1st Prior Event,97,419,0,1,6554.0000,1,9997.0000,-9.9820,108.0000,10.9480,84.0000,824.193262920013,1,6
22400,24,96,1-24-2021-096-06,6,1,1,1,Most Recent Event,1,10803,0,1,6554.0000,1,9997.0000,-33.0050,162.0000,-0.9660,106.0000,824.193262920013,1,6
22581,24,99,1-24-2021-099-03,3,2,1,1,Event Record 1,1,319,0,1,9997.0000,1,92.5000,-16.1000,80.0000,11.2700,92.5000,425.956055642004,1,6
22584,24,102,1-24-2021-102-03,3,1,1,1,Most Recent Event,2,5214,0,2,2.0800,1,9997.0000,-36.0640,178.0000,-0.9660,192.0000,511.797906074988,1,6
22584,24,102,1-24-2021-102-03,3,1,1,2,1st Prior Event,1,5214,0,1,9995.0000,1,9997.0000,-13.0410,114.0000,-8.0500,116.0000,511.797906074988,1,6
22670,24,103,1-24-2021-103-02,2,2,1,1,Record 1,1,1375,0,1,0.0000,1,150.0000,34.9370,160.0000,-4.9910,110.0000,124.154189955081,1,6
22671,24,104,1-24-2021-104-06,6,1,1,1,Most Recent Event,1,6895,0,1,9995.0000,1,9997.0000,-15.9390,94.0000,-5.9570,86.0000,684.266907469972,1,6
22671,24,104,1-24-2021-104-06,6,2,1,1,Event Record 1,1,9741,0,1,9997.0000,1,9997.0000,-1.6100,205.0000,19.3200,85.0000,684.266907469972,1,6
22673,24,106,1-24-2021-106-06,6,2,1,1,Event Record 1,1,7433,0,1,9997.0000,1,145.0000,40.2500,145.0000,6.4400,107.5000,684.266907368456,1,6
22755,24,107,1-24-2021-107-03,3,1,1,1,Most Recent Event,1,4560,0,1,9995.0000,1,9997.0000,-4.0250,72.0000,-13.0410,52.0000,199.216117051533,1,6
22817,24,109,1-24-2021-109-06,6,3,1,1,Event Record 1,2,9660,0,1,9997.0000,1,9997.0000,30.5900,297.5000,-3.2200,205.0000,401.566551006358,1,6
22835,24,110,1-24-2021-110-09,9,1,1,1,Non-Deployment,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1636.30147642942,1,6
22836,24,111,1-24-2021-111-06,6,1,1,1,First Record,99,8951,0,1,9997.0000,1,9997.0000,-10.1269,284.0000,4.1699,91.0000,472.294566625987,1,6
22837,24,112,1-24-2021-112-09,9,1,1,1,Deployment,95,23891,0,97,0.3000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1636.30147641078,1,6
22837,24,112,1-24-2021-112-09,9,1,1,2,Non-Deployment,95,23891,0,97,0.3000,7,9997.0000,-1.8354,9997.0000,997.0000,9997.0000,1636.30147641078,1,6
22899,24,113,1-24-2021-113-05,5,1,1,6,Unlinked,97,8979,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,1,1,2,1st Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-24.6330,133.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,1,1,5,Most Recent Event,1,11085,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,1,1,4,3rd Prior Event,2,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,1,1,1,Trg Invalid #1,97,999997,7,97,9997.0000,0,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,1,1,3,2nd Prior Event,95,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,2,1,2,Second Record,1,14692,0,1,9997.0000,1,9997.0000,-33.0050,120.0000,997.0000,9997.0000,87.9409116804594,1,6
22899,24,113,1-24-2021-113-05,5,2,1,1,First Record,95,14692,1,2,0.2390,1,9997.0000,-3.0590,290.0000,997.0000,9997.0000,87.9409116804594,1,6
22900,24,114,1-24-2021-114-09,9,1,1,1,First Record,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22900,24,114,1-24-2021-114-09,9,2,1,3,1st Prior Event,1,999997,0,97,9997.0000,1,9997.0000,-45.7240,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22900,24,114,1-24-2021-114-09,9,2,1,2,Most Recent Event,1,999997,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22900,24,114,1-24-2021-114-09,9,2,1,1,5th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22900,24,114,1-24-2021-114-09,9,2,1,4,2nd Prior Event,97,999997,0,97,9997.0000,1,9997.0000,0.9660,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22900,24,114,1-24-2021-114-09,9,2,1,5,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22900,24,114,1-24-2021-114-09,9,2,1,6,4th Prior Event,97,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,4238.6857027513,1,6
22902,24,116,1-24-2021-116-07,7,1,1,1,Frontal Trigger Event,99,993,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,3725.01608977269,1,6
22902,24,116,1-24-2021-116-07,7,1,1,2,Side Trigger Event,99,993,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,3725.01608977269,1,6
22981,24,117,1-24-2021-117-05,5,1,1,1,Event Record 1,1,8718,0,1,9997.0000,1,9997.0000,-22.5400,275.0000,-3.2200,195.0000,113.48027684511,1,6
22984,24,120,1-24-2021-120-09,9,1,1,1,Most Recent Frontal/Rear Event,1,999997,1,97,9997.0000,1,9997.0000,-20.9300,9997.0000,997.0000,9997.0000,1178.38199117647,1,6
22984,24,120,1-24-2021-120-09,9,1,1,2,1st Prior Frontal/Rear Event,97,999997,1,97,9997.0000,1,9997.0000,8.5330,9997.0000,997.0000,9997.0000,1178.38199117647,1,6
22984,24,120,1-24-2021-120-09,9,1,1,3,Prior Frontal/Rear Event,97,999997,1,97,9997.0000,1,9997.0000,-5.9570,9997.0000,997.0000,9997.0000,1178.38199117647,1,6
23071,24,121,1-24-2021-121-02,2,1,1,2,Event Record 2,2,3293,0,2,0.3000,1,280.0000,-4.8300,280.0000,3.2200,300.0000,124.154189955081,1,6
23071,24,121,1-24-2021-121-02,2,1,1,1,Event Record 1,1,3293,0,1,9997.0000,1,280.0000,-43.4700,280.0000,-9.6600,217.5000,124.154189955081,1,6
23074,24,124,1-24-2021-124-07,7,1,1,2,Event Record 2,1,7830,0,1,9997.0000,1,9997.0000,-6.4400,300.0000,-14.4900,92.5000,3852.4484464982,1,6
23074,24,124,1-24-2021-124-07,7,1,1,1,Event Record 1,97,1136,0,1,9997.0000,1,9997.0000,-12.8800,300.0000,1.6100,65.0000,3852.4484464982,1,6
23132,24,126,1-24-2021-126-05,5,1,1,3,2nd Prior Event,97,1832,0,1,9995.0000,1,9997.0000,-34.9370,210.0000,4.6690,244.0000,66.4648264616276,1,6
23132,24,126,1-24-2021-126-05,5,1,1,2,1st Prior Event,1,18031,0,1,9995.0000,1,9997.0000,-31.0730,198.0000,-26.4040,86.0000,66.4648264616276,1,6
22333,25,61,1-25-2021-061-04,4,1,1,1,Most Recent Event,95,2345,0,1,9995.0000,1,9997.0000,-33.0050,252.0000,1.9320,6.0000,703.862667195936,2,6
22426,25,63,1-25-2021-063-04,4,1,1,1,Most Recent Event,99,999997,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1819.84241417588,2,6
22426,25,63,1-25-2021-063-04,4,1,1,4,3rd Prior Event,97,999997,7,97,9997.0000,1,9997.0000,9.3380,9997.0000,997.0000,9997.0000,1819.84241417588,2,6
22426,25,63,1-25-2021-063-04,4,1,1,3,2nd Prior Event,99,999997,7,97,9997.0000,1,9997.0000,-8.2110,9997.0000,997.0000,9997.0000,1819.84241417588,2,6
22426,25,63,1-25-2021-063-04,4,1,1,2,1st Prior Event,99,999997,1,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1819.84241417588,2,6
22426,25,63,1-25-2021-063-04,4,2,1,1,Event Record 1,1,3280,0,1,9997.0000,1,9997.0000,12.8800,130.0000,1.6100,40.0000,1819.84241417588,2,6
23132,24,126,1-24-2021-126-05,5,2,1,3,2nd Prior Event,1,12522,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,66.4648264616276,1,6
23132,24,126,1-24-2021-126-05,5,2,1,1,Most Recent Event,95,12522,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,66.4648264616276,1,6
23133,24,127,1-24-2021-127-06,6,1,1,1,Event Record 1,99,30459,0,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,1281.05569610645,1,6
23134,24,128,1-24-2021-128-05,5,1,1,1,Non-Deployment,99,999997,7,97,9997.0000,7,9997.0000,997.0000,9997.0000,997.0000,9997.0000,113.48027684511,1,6
23134,24,128,1-24-2021-128-05,5,2,1,1,Event Record 1,1,28407,0,1,9997.0000,1,9997.0000,-22.5400,178.0000,6.4400,106.0000,113.48027684511,1,6
23134,24,128,1-24-2021-128-05,5,2,1,2,Event Record 2,95,28407,0,2,2.7100,1,9997.0000,-17.7100,120.0000,3.2200,46.0000,113.48027684511,1,6
23335,24,137,1-24-2021-137-04,4,2,1,4,3rd Prior Event,97,6682,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,816.065087572502,1,6
23335,24,137,1-24-2021-137-04,4,2,1,2,1st Prior Event,1,6964,0,97,9997.0000,1,9997.0000,-10.1430,109.0000,997.0000,9997.0000,816.065087572502,1,6
23335,24,137,1-24-2021-137-04,4,2,1,3,2nd Prior Event,1,6964,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,816.065087572502,1,6
23335,24,137,1-24-2021-137-04,4,2,1,1,Most Recent Event,95,6964,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,816.065087572502,1,6
22404,52,107,1-52-2021-107-03,3,2,1,1,Most Recent Event,1,2098,0,1,0.0000,1,9997.0000,-9.0160,228.0000,-6.9230,40.0000,40.2526345439779,12,6
23432,24,143,1-24-2021-143-09,9,1,1,2,1st Prior Event,1,999997,0,97,9997.0000,1,9997.0000,27.3700,9997.0000,997.0000,9997.0000,787.079480394607,1,6
23432,24,143,1-24-2021-143-09,9,1,1,1,Most Recent Event,95,999997,0,97,9997.0000,1,9997.0000,6.1180,9997.0000,997.0000,9997.0000,787.079480394607,1,6
21523,25,34,1-25-2021-034-02,2,1,1,2,Event Record 2,3,5334,0,2,0.0000,1,135.0000,-25.7600,127.5000,9.6600,135.0000,41.8895438406154,2,6
21523,25,34,1-25-2021-034-02,2,1,1,1,Event Record 1,2,5334,0,1,9997.0000,1,70.0000,-14.4900,70.0000,6.4400,65.0000,41.8895438406154,2,6
22014,25,48,1-25-2021-048-05,5,1,1,1,Event Record 1,1,16483,0,1,9997.0000,1,300.0000,-38.6400,300.0000,-33.8100,70.0000,87.5674290725653,2,6
22332,25,60,1-25-2021-060-07,7,2,1,1,Event Record 1,1,17175,0,1,9997.0000,1,9997.0000,-28.9800,142.0000,-16.1000,98.0000,1103.20077323005,2,6
22333,25,61,1-25-2021-061-04,4,1,1,3,2nd Prior Event,1,2345,0,1,9995.0000,1,9997.0000,-22.0570,114.0000,-4.9910,60.0000,703.862667195936,2,6
22333,25,61,1-25-2021-061-04,4,1,1,2,1st Prior Event,95,2345,0,1,9995.0000,1,9997.0000,-33.0050,252.0000,1.9320,6.0000,703.862667195936,2,6
21589,54,17,1-54-2021-017-06,6,2,1,4,2nd Prior Event,1,999997,7,97,9997.0000,1,9997.0000,-42.9870,139.5000,997.0000,9997.0000,160.580971053283,9,6
21589,54,17,1-54-2021-017-06,6,2,1,3,1st Prior Event,2,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,160.580971053283,9,6
21589,54,17,1-54-2021-017-06,6,2,1,2,Most Recent Event,95,7671,0,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,160.580971053283,9,6
21589,54,17,1-54-2021-017-06,6,2,1,5,3rd Prior Event,95,999997,7,97,9997.0000,1,9997.0000,997.0000,9997.0000,997.0000,9997.0000,160.580971053283,9,6
21772,54,21,1-54-2021-021-04,4,2,1,1,"Record 1, Most Recent",1,215,0,1,0.0000,1,117.5000,15.0000,95.0000,-7.0000,300.0000,341.198107827389,9,6
24134,54,80,1-54-2021-080-06,6,1,1,1,Event Record 1,1,9538,0,1,9997.0000,1,9997.0000,-19.3200,146.0000,-6.4400,156.0000,250.451394029081,9,6
24416,54,87,1-54-2021-087-05,5,1,1,1,Event 1,1,18344,0,1,9997.0000,1,120.0000,-19.3200,120.0000,0.0000,120.0000,145.454151439287,9,6
24416,54,87,1-54-2021-087-05,5,1,1,2,Event 2,2,18344,1,2,1.0000,1,430.0000,-1.6100,430.0000,-46.6900,430.0000,145.454151439287,9,6
24416,54,87,1-54-2021-087-05,5,1,1,3,Event 3,2,18344,1,3,1.0900,1,150.0000,12.8800,150.0000,-11.2700,150.0000,145.454151439287,9,6
21704,59,20,1-59-2021-020-05,5,1,1,1,First Record,1,19582,0,1,9997.0000,1,9997.0000,-16.8889,300.0000,-4.3309,186.0000,82.6089307138972,6,6
