CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,TIREMANUF,TIREMODEL,TIRESIZE,TIRETIN,TIRETREAD,TIRERESTR,TIRESIZETYPE,CASEWGT,PSUSTRAT,VERSION
20353,52,1,1-52-2021-001-06,6,1,RF,129,Scorpion zero,P275/45R22,N9FAM757 2618,5,0,1,54.0863209418249,12,6
20354,52,2,1-52-2021-002-03,3,1,LF,187,Geolander GO55,P225/65R17,CCF5 881 4419,8,0,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,1,RF,187,Geolander GO55,P225/65R17,CCF5 881 4419,9,0,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,1,RR,187,Geolander GO55,P225/65R17,CCF5 881 4419,9,0,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,1,LR,187,Geolander GO55,P225/65R17,CCF5 881 4419,9,0,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,2,LF,30,Adventurer,P265/70R16,U2C2 1CM,8,1,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,2,RF,30,Adventurer,P265/70R16,U2C2 1CM,6,0,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,2,RR,30,Adventurer,P265/70R16,U2C2 1CM,6,0,1,26.594650862345,12,6
20354,52,2,1-52-2021-002-03,3,2,LR,30,Adventurer,P265/70R16,U2C2 1CM,7,0,1,26.594650862345,12,6
20357,25,1,1-25-2021-001-04,4,1,LF,115,N Priz RH7,P225/55R18,8EK9 AFKL0119,99,0,1,3630.87782139027,2,6
20357,25,1,1-25-2021-001-04,4,1,LR,115,N Priz RH7,P225/55R18,UAK8 FALR5117,99,0,1,3630.87782139027,2,6
20357,25,1,1-25-2021-001-04,4,1,RF,115,N Priz RH7,P225/55R18,8EK9,99,0,1,3630.87782139027,2,6
20357,25,1,1-25-2021-001-04,4,1,RR,115,N Priz RH7,P225/55R18,UAK8 EMEL5117,99,0,1,3630.87782139027,2,6
20359,73,2,1-73-2021-002-09,9,1,RF,45,Unknown,P195/65R15,R89N 0MW15117,5,0,1,695.975639523711,3,6
20359,73,2,1-73-2021-002-09,9,1,RR,173,TIGERCLAW,P195/65R15,Y9AE C9UU2116,6,0,1,695.975639523711,3,6
20359,73,2,1-73-2021-002-09,9,1,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,695.975639523711,3,6
20359,73,2,1-73-2021-002-09,9,1,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,695.975639523711,3,6
23311,76,63,1-76-2021-063-04,4,1,LR,28,Extreme Contact DWS 06,P235/45R17,VY8P WC5J4419,6,0,1,18.0235286259961,3,6
23311,76,63,1-76-2021-063-04,4,1,RR,28,Extreme Contact DWS 06,P235/45R17,VY8P WC5J4419,6,0,1,18.0235286259961,3,6
23313,28,75,1-28-2021-075-10,10,1,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,90.0971237582559,3,6
23313,28,75,1-28-2021-075-10,10,1,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,90.0971237582559,3,6
23313,28,75,1-28-2021-075-10,10,1,LR,76,KINERGY PT,P225/60R16,00T9WFLH1,8,0,1,90.0971237582559,3,6
23313,28,75,1-28-2021-075-10,10,1,RR,76,KINERGY PT,P225/60R16,00T9WFLH1,9,0,1,90.0971237582559,3,6
23314,28,76,1-28-2021-076-03,3,1,LF,17,ECOPIA H/L422,P225/65R17,7X2Y EC1 2318,5,0,1,46.7688147475126,3,6
23314,28,76,1-28-2021-076-03,3,1,LR,17,ECOPIA H/L422,P225/65R17,7X2Y EC1 2318,5,0,1,46.7688147475126,3,6
23314,28,76,1-28-2021-076-03,3,1,RR,17,ECOPIA H/L422,P225/65R17,7X2Y EC1 2318,6,0,1,46.7688147475126,3,6
23314,28,76,1-28-2021-076-03,3,1,RF,17,ECOPIA H/L422,P225/65R17,7X2Y EC1 2318,5,0,1,46.7688147475126,3,6
23316,66,75,1-66-2021-075-10,10,1,LF,167,Q/T Open Country,P245/50R20,73KH N18 0318,5,0,1,943.535031159277,6,6
23316,66,75,1-66-2021-075-10,10,1,LR,129,Scorpion STR,P245/50R20,UNKC L9361818,6,0,1,943.535031159277,6,6
23316,66,75,1-66-2021-075-10,10,1,RR,167,Q/T Open Country,P245/50R20,73KH N18 0318,7,0,1,943.535031159277,6,6
23316,66,75,1-66-2021-075-10,10,1,RF,167,Q/T Open Country,P245/50R20,73KH,4,0,1,943.535031159277,6,6
23317,25,84,1-25-2021-084-03,3,1,LF,48,SportMax,P245/40R18,U2JX A2YR3316,4,0,1,233.210277275619,2,6
23317,25,84,1-25-2021-084-03,3,1,LR,48,SportMax,P245/40R18,U2JX A2YR3316,4,0,1,233.210277275619,2,6
23317,25,84,1-25-2021-084-03,3,1,RF,48,SportMax,P245/40R18,U2JX A2YR3316,4,0,1,233.210277275619,2,6
23317,25,84,1-25-2021-084-03,3,1,RR,48,SportMax,P245/40R18,U2JX A2YR4120,4,0,1,233.210277275619,2,6
23317,25,84,1-25-2021-084-03,3,2,LF,17,ECOPIA,P235/60R18,1E245EC412221,8,0,1,233.210277275619,2,6
23317,25,84,1-25-2021-084-03,3,2,RF,17,ECOPIA,P235/60R18,1E245EC412221,8,0,1,233.210277275619,2,6
20362,28,2,1-28-2021-002-04,4,1,LF,194,Cross Wind HP 010,P235/55R17,1YCLVLLHP3818,6,0,1,184.198165390185,3,6
20362,28,2,1-28-2021-002-04,4,1,LR,194,Cross Wind HP 010,P235/55R17,1YCLVLLHP3818,7,0,1,184.198165390185,3,6
20362,28,2,1-28-2021-002-04,4,1,RR,194,Cross Wind HP 010,P235/55R17,1YCLVLLHP3818,6,0,1,184.198165390185,3,6
20362,28,2,1-28-2021-002-04,4,1,RF,194,Cross Wind HP 010,P235/55R17,1YCLVLLHP3818,6,0,1,184.198165390185,3,6
20369,13,1,1-13-2021-001-04,4,2,LF,998,Dimax AS-8,P215/60R16,TBP1 K65C1420,9,0,1,6717.54316040136,7,6
20369,13,1,1-13-2021-001-04,4,2,RF,998,Dimax AS-8,P215/60R16,TBP1 K65C1420,9,0,1,6717.54316040136,7,6
20369,13,1,1-13-2021-001-04,4,2,LR,76,Optimo H426,P215/60R16,T7UP DLH,8,0,1,6717.54316040136,7,6
20369,13,1,1-13-2021-001-04,4,2,RR,76,Optimo H426,P215/60R16,T7UP DLH,7,0,1,6717.54316040136,7,6
20372,31,1,1-31-2021-001-07,7,1,LF,998,LXuhp-207,P215/50R17,TBNK K95C,2,0,1,484.881171238789,6,6
20372,31,1,1-31-2021-001-07,7,1,LR,998,LXuhp-207,P215/50R17,TBNK K95C,2,0,1,484.881171238789,6,6
20372,31,1,1-31-2021-001-07,7,1,RF,998,LXuhp-207,P215/50R17,TBNK K95C4518,2,0,1,484.881171238789,6,6
20372,31,1,1-31-2021-001-07,7,1,RR,47,Performance,P215/50R17,M66A LW1R4918,2,0,1,484.881171238789,6,6
23686,24,156,1-24-2021-156-03,3,1,RR,17,dueller,P245/60R18,7X83 HP2 3218,8,0,1,314.458272914187,1,6
23686,24,156,1-24-2021-156-03,3,1,RF,17,dueller,P245/60R18,7X83 HP2,8,0,1,314.458272914187,1,6
23688,54,69,1-54-2021-069-07,7,2,RR,115,Roadian HP,P275/55R20,8E97 AHMR1219,6,0,1,734.514214585851,9,6
23688,54,69,1-54-2021-069-07,7,2,LR,115,Roadian HP,P275/55R20,8E97,6,0,1,734.514214585851,9,6
23688,54,69,1-54-2021-069-07,7,2,LF,115,Roadian HP,P275/55R20,8E97,5,0,1,734.514214585851,9,6
23688,54,69,1-54-2021-069-07,7,2,RF,115,Roadian HP,P275/55R20,8E97 AHML1119,5,0,1,734.514214585851,9,6
23689,29,88,1-29-2021-088-07,7,2,RF,89,solus ta31,P205/55R16,000LMYAY14018,8,0,1,146.325286538248,2,6
23689,29,88,1-29-2021-088-07,7,2,LF,70,eagle rsa,P205/55R16,M6T2 011R2419,9,0,1,146.325286538248,2,6
23689,29,88,1-29-2021-088-07,7,2,RR,28,procontact tx,P205/55R16,A3T2 WC394918,7,0,1,146.325286538248,2,6
23689,29,88,1-29-2021-088-07,7,2,LR,30,cs4 touring,P205/55R16,U90F CL1 3710,7,0,1,146.325286538248,2,6
23691,16,92,1-16-2021-092-03,3,1,LF,30,CS5 Ultra Touring,P205/55R16,U90F 1CR 1020,11,1,1,337.995043676101,5,6
20374,76,1,1-76-2021-001-05,5,1,RF,76,Ventus V2 Concept 2,P225/45R17,00TRRYEH1,5,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,1,LF,76,Ventus V2 Concept 2,P225/45R17,00TRRYEH12220,5,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,1,LR,76,Ventus V2 Concept 2,P225/45R17,00TRRYEH12220,6,1,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,1,RR,76,Ventus V2 Concept 2,P225/45R17,00TRRYEH1,6,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,2,LF,173,Tiger Paw Touring A/S,P245/60R18,U883 NV9U2020,7,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,2,RF,173,Tiger Paw Touring A/S,P245/60R18,U883 NV9U2020,7,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,3,LR,191,All Terrain DAT1,P235/75R15,01BT7M8C0,10,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,3,RR,191,All Terrain DAT1,P235/75R15,01BT7M8C0,9,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,3,LF,191,All Terrain DAT1,P235/75R15,01BT7M8C0,9,1,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,3,RF,191,All Terrain DAT1,P235/75R15,01BT7M8C0,10,0,1,18.2095784841132,3,6
20374,76,1,1-76-2021-001-05,5,2,LR,173,Tiger Paw Touring A/S,P245/60R18,U883 NV9U2020,8,0,1,18.2095784841132,3,6
22640,66,55,1-66-2021-055-09,9,1,RR,173,Laredo,LT265/75R16,BFW8 FEUU2406,4,0,2,163.501184730844,6,6
22640,66,55,1-66-2021-055-09,9,1,RF,173,Laredo,LT265/75R16,BFW8 FEUU1407,4,0,2,163.501184730844,6,6
22647,52,117,1-52-2021-117-09,9,1,LR,999,Unknown,UNKNOWN,9999999999999,99,9,9,519.840595882658,12,6
22647,52,117,1-52-2021-117-09,9,1,RR,999,Unknown,UNKNOWN,9999999999999,99,9,9,519.840595882658,12,6
22647,52,117,1-52-2021-117-09,9,1,LF,999,Unknown,UNKNOWN,9999999999999,99,9,9,519.840595882658,12,6
22647,52,117,1-52-2021-117-09,9,1,RF,999,Unknown,UNKNOWN,9999999999999,99,9,9,519.840595882658,12,6
22649,26,99,1-26-2021-099-02,2,1,LF,999,Unknown,UNKNOWN,9999999999999,99,9,9,31.1957633849623,10,6
22649,26,99,1-26-2021-099-02,2,1,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,31.1957633849623,10,6
22649,26,99,1-26-2021-099-02,2,1,RR,999,Unknown,UNKNOWN,9999999999999,99,9,9,31.1957633849623,10,6
22649,26,99,1-26-2021-099-02,2,1,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,31.1957633849623,10,6
22652,23,72,1-23-2021-072-02,2,2,RR,70,Wrangler,P275/60R20,M6W0JA3R 2019,10,0,1,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,2,RF,70,Wrangler,P275/60R20,M6W0JA3R 2019,10,0,1,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,1,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,1,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,1,RR,999,Unknown,UNKNOWN,9999999999999,99,0,9,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,1,RF,999,Unknown,UNKNOWN,9999999999999,99,0,9,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,2,LF,70,Wrangler,P275/60R20,M6W0JA3R 2019,10,0,1,66.3082507877633,5,6
22652,23,72,1-23-2021-072-02,2,2,LR,70,Wrangler,P275/60R20,M6W0JA3R 2019,9,0,1,66.3082507877633,5,6
22656,54,42,1-54-2021-042-04,4,2,LF,103,Primacy A/S,P255/55R20,B9CF 00JX3920,8,0,1,182.127849892915,9,6
22656,54,42,1-54-2021-042-04,4,2,RF,103,Primacy A/S,P255/55R20,B9CF 00JX3920,8,0,1,182.127849892915,9,6
22656,54,42,1-54-2021-042-04,4,2,RR,103,Primacy A/S,P255/55R20,B9CF 00JX3920,7,0,1,182.127849892915,9,6
23422,29,79,1-29-2021-079-10,10,2,RR,83,edge at,LT245/75R16,MD11 J21V1616,5,0,2,483.124902130236,2,6
23423,29,80,1-29-2021-080-09,9,2,RF,98,stratus as,P205/60R16,U9XW F38,6,0,1,170.99541030911,2,6
23423,29,80,1-29-2021-080-09,9,2,RR,98,stratus as,P205/60R16,U9XW F38,7,0,1,170.99541030911,2,6
23423,29,80,1-29-2021-080-09,9,2,LR,98,stratus as,P205/60R16,U9XW F38,7,0,1,170.99541030911,2,6
23423,29,80,1-29-2021-080-09,9,2,LF,98,stratus as,P205/60R16,U9XW F38,6,0,1,170.99541030911,2,6
23426,27,81,1-27-2021-081-02,2,1,RR,17,ECOPIA H/L 422 PLUS,P225/60R17,ELFC DMM 0620,5,0,1,20.4752442052452,3,6
23426,27,81,1-27-2021-081-02,2,1,RF,17,ECOPIA H/L 422 PLUS,P225/60R17,ELFC DMM 0620,5,0,1,20.4752442052452,3,6
23426,27,81,1-27-2021-081-02,2,1,LF,17,ECOPIA H/L 422 PLUS,P225/60R17,ELFC DMM 0620,5,0,1,20.4752442052452,3,6
23426,27,81,1-27-2021-081-02,2,1,LR,17,ECOPIA H/L 422 PLUS,P225/60R17,ELFC DMM 0620,5,0,1,20.4752442052452,3,6
23429,20,131,1-20-2021-131-05,5,1,LF,59,ALL SEASON,P195/65R15,W2AE AL1 3820,7,0,1,52.1317635876274,11,6
23429,20,131,1-20-2021-131-05,5,1,RF,59,ALL SEASON,P195/65R15,W2AE AL1 3220,7,1,1,52.1317635876274,11,6
23429,20,131,1-20-2021-131-05,5,1,RR,59,ALL SEASON,P195/65R15,W2AE AL1 3820,6,1,1,52.1317635876274,11,6
23429,20,131,1-20-2021-131-05,5,1,LR,59,ALL SEASON,P195/65R15,W2AE AL1 3820,6,0,1,52.1317635876274,11,6
23431,22,94,1-22-2021-094-03,3,2,RR,998,REPUTATION NLW-3,P235/55R17,1R86B,6,0,1,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,2,RF,999,Unknown,UNKNOWN,9999999999999,99,8,9,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,1,LF,14,Aspen Touring A/S,P225/65R17,H8F5 2MA12718,5,0,1,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,1,LR,210,TOURING A/S,P225/65R17,H8F5 2MA12718,5,0,1,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,1,RF,999,Unknown,UNKNOWN,9999999999999,99,8,9,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,1,RR,58,ALL SEASON,P225/65R17,01R3UC8LE2520,5,1,1,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,2,LF,998,REPUTATION NLW-3,P235/55R17,1R86B,6,0,1,44.9430397046145,12,6
23431,22,94,1-22-2021-094-03,3,2,LR,998,REPUTATION NLW-3,P235/55R17,1R86B0MN14020,6,0,1,44.9430397046145,12,6
23432,24,143,1-24-2021-143-09,9,1,LR,17,ecopia ep422 plus,P215/55R17,0B3R EC1 3120,7,0,1,787.079480394607,1,6
23432,24,143,1-24-2021-143-09,9,1,RR,17,ecopia ep422 plus,P215/55R17,0B3R EC1 3020,6,0,1,787.079480394607,1,6
23432,24,143,1-24-2021-143-09,9,1,LF,17,ecopia ep422 plus,P215/55R17,0B3R EC1 3120,6,0,1,787.079480394607,1,6
23432,24,143,1-24-2021-143-09,9,1,RF,17,ecopia ep422 plus,P215/55R17,0B3R EC1 3120,6,0,1,787.079480394607,1,6
23433,22,93,1-22-2021-093-03,3,2,LF,187,GEOLANDER C91,P225/65R17,FDF5 PEK 3618,3,0,1,44.9430397046145,12,6
23433,22,93,1-22-2021-093-03,3,2,LR,187,GEOLANDER C91,P225/65R17,FDF5 PEK 3618,3,0,1,44.9430397046145,12,6
23433,22,93,1-22-2021-093-03,3,2,RR,187,GEOLANDER AR C91,P225/65R17,FDF5 PEK 3618,3,0,1,44.9430397046145,12,6
20374,76,1,1-76-2021-001-05,5,2,RR,173,Tiger Paw Touring A/S,P245/60R18,U883 NV9U2020,8,0,1,18.2095784841132,3,6
20380,23,1,1-23-2021-001-02,2,1,LF,89,Solis TA31,P185/55R15,9999999999999,7,1,1,76.5871994777887,5,6
20380,23,1,1-23-2021-001-02,2,1,LR,89,Solis TA31,P185/55R15,Y0MB YAY12020,6,0,1,76.5871994777887,5,6
20380,23,1,1-23-2021-001-02,2,1,RR,89,Solis TA31,P185/55R15,Y0MB YAY12020,6,1,1,76.5871994777887,5,6
20380,23,1,1-23-2021-001-02,2,1,RF,89,Solis TA31,P185/55R15,9999999999999,6,1,1,76.5871994777887,5,6
20392,19,2,1-19-2021-002-02,2,1,LF,76,Kinergy,P205/55R16,T7RP 1BH,7,1,1,47.1230765782335,9,6
20392,19,2,1-19-2021-002-02,2,1,RF,76,Kinergy,P205/55R16,T7RP 1BH,7,1,1,47.1230765782335,9,6
20392,19,2,1-19-2021-002-02,2,1,LR,167,Proxes 4Plus,P205/55R16,N38K 2HD 1517,7,0,1,47.1230765782335,9,6
20392,19,2,1-19-2021-002-02,2,1,RR,133,PS830,P205/55R16,T7RP 1BH,9,0,1,47.1230765782335,9,6
20393,19,3,1-19-2021-003-07,7,1,LF,103,Premier LTX,P235/55R19,B98F TF1X4017,9,0,1,676.965919523765,9,6
20393,19,3,1-19-2021-003-07,7,1,RF,103,Premier LTX,P235/55R19,B98F TF1X0718,9,1,1,676.965919523765,9,6
20393,19,3,1-19-2021-003-07,7,1,LR,103,Premier LTX,P235/55R19,B98F TF1X0818,9,0,1,676.965919523765,9,6
20393,19,3,1-19-2021-003-07,7,1,RR,103,Premier LTX,P235/55R19,B98F TF1X4117,9,0,1,676.965919523765,9,6
20394,19,4,1-19-2021-004-08,8,1,RF,157,Trail Climber H/T,P255/70R16,9999999999999,2,1,1,123.555225416232,9,6
20394,19,4,1-19-2021-004-08,8,1,LR,157,Trail Climber H/T,P255/70R16,53EF V17 0816,2,0,1,123.555225416232,9,6
20394,19,4,1-19-2021-004-08,8,1,RR,70,Wrangler RT/S,P255/70R16,MDCU C6HR1214,1,0,1,123.555225416232,9,6
20394,19,4,1-19-2021-004-08,8,1,LF,70,Wrangler RT/S,P255/70R16,MDCU C6HR1414,3,0,1,123.555225416232,9,6
20399,21,2,1-21-2021-002-09,9,1,LF,999,Unknown,UNKNOWN,9999999999999,99,1,9,201.206242132422,11,6
20399,21,2,1-21-2021-002-09,9,1,RF,999,Unknown,UNKNOWN,9999999999999,99,9,9,201.206242132422,11,6
20399,21,2,1-21-2021-002-09,9,1,LR,999,Unknown,UNKNOWN,9999999999999,99,0,9,201.206242132422,11,6
20399,21,2,1-21-2021-002-09,9,1,RR,999,Unknown,UNKNOWN,9999999999999,99,9,9,201.206242132422,11,6
20412,10,5,1-10-2021-005-07,7,1,LF,48,SPACE MISER MK III,T155/90D18,7TB2 KATP2812,99,0,8,945.858612811059,4,6
20412,10,5,1-10-2021-005-07,7,1,LR,998,TOURING L/X,P225/55R19,R8F0 DM810819,99,0,1,945.858612811059,4,6
20412,10,5,1-10-2021-005-07,7,1,RR,998,TOURING L/X,P225/55R19,R8F0 DM810917,99,0,1,945.858612811059,4,6
20412,10,5,1-10-2021-005-07,7,1,RF,998,TOURING L/X,P225/55R19,R8F0 DM810619,99,1,1,945.858612811059,4,6
20414,17,3,1-17-2021-003-02,2,1,LF,103,LATITUDE,P225/65R17,B53T 031X2416,6,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,1,RF,103,LATITUDE,P225/65R17,B53T 031X2416,6,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,1,RR,103,LATITUDE,P225/65R17,B53T 031X2416,6,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,1,LR,103,LATITUDE,P225/65R17,B53T 031X2416,6,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,2,LF,17,ECOPIA,P225/65R17,7X2Y EC8 4520,7,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,2,RF,17,ECOPIA,P225/65R17,7X2Y EC8 4520,7,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,2,RR,59,DESTINATION,P225/65R17,W22Y DF4 3417,4,0,1,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,2,LR,70,ASSURANCE,P225/65R17,M72Y JK1R0718,1,0,1,81.5970863579302,4,6
20416,48,2,1-48-2021-002-10,10,1,LF,999,Unknown,UNKNOWN,9999999999999,99,0,9,4455.60834933852,12,6
20416,48,2,1-48-2021-002-10,10,1,LR,89,solus,UNKNOWN,9999999999999,99,1,9,4455.60834933852,12,6
20416,48,2,1-48-2021-002-10,10,1,RF,999,Unknown,UNKNOWN,9999999999999,99,9,9,4455.60834933852,12,6
22656,54,42,1-54-2021-042-04,4,2,LR,103,Primacy A/S,P255/55R20,B9CF 00JX3920,6,0,1,182.127849892915,9,6
22656,54,42,1-54-2021-042-04,4,1,LF,57,Wildpeak A/T3W,P265/70R17,R870 3MDR2719,9,0,1,182.127849892915,9,6
22656,54,42,1-54-2021-042-04,4,1,RF,57,Wildpeak A/T3W,P265/70R17,R870 3MDR2719,9,0,1,182.127849892915,9,6
22656,54,42,1-54-2021-042-04,4,1,RR,57,Wildpeak A/T3W,P265/70R17,R870 3MDR2719,7,0,1,182.127849892915,9,6
22656,54,42,1-54-2021-042-04,4,1,LR,57,Wildpeak A/T3W,P265/70R17,R870 3MDR2719,7,0,1,182.127849892915,9,6
22659,77,61,1-77-2021-061-06,6,1,LF,103,DEFENDER LTX M/S,P275/55R20,3R9Y 00DX,9,1,1,1405.21695623288,9,6
22659,77,61,1-77-2021-061-06,6,1,LR,103,DEFENDER LTX M/S,P275/55R20,B99Y 005X3320,7,0,1,1405.21695623288,9,6
22659,77,61,1-77-2021-061-06,6,3,LF,65,FUZION SUV,P255/70R18,PP57 BR513217,4,0,1,1405.21695623288,9,6
22659,77,61,1-77-2021-061-06,6,3,LR,65,FUZION SUV,P255/70R18,PP57 BR51,2,1,1,1405.21695623288,9,6
20416,48,2,1-48-2021-002-10,10,1,RR,999,Unknown,UNKNOWN,9999999999999,99,9,9,4455.60834933852,12,6
20417,24,2,1-24-2021-002-03,3,2,LF,70,eagle,P255/45R20,M612 JH2R3119,9,0,1,609.977476620413,1,6
20417,24,2,1-24-2021-002-03,3,2,LR,70,eagle,P255/45R20,M612 JH2R3119,9,0,1,609.977476620413,1,6
20417,24,2,1-24-2021-002-03,3,2,RR,70,eagle,P255/45R20,M612 JH2R3119,9,0,1,609.977476620413,1,6
20417,24,2,1-24-2021-002-03,3,2,RF,70,eagle,P255/45R20,M612 JH2R3119,9,0,1,609.977476620413,1,6
20422,28,4,1-28-2021-004-07,7,1,LF,998,SNOWMASTERW 651,P225/45R18,8SJ7267202519,9,0,1,151.611558218426,3,6
20422,28,4,1-28-2021-004-07,7,1,RF,998,SNOWMASTERW 651,P225/45R18,8SJ7267203620,9,0,1,151.611558218426,3,6
20422,28,4,1-28-2021-004-07,7,1,RR,998,CALVALRY UHP,P225/45R18,1YCRALUHP4718,5,0,1,151.611558218426,3,6
20422,28,4,1-28-2021-004-07,7,1,LR,998,CALVALRY UHP,P225/45R18,1YCRALUHP4718,4,0,1,151.611558218426,3,6
20426,73,3,1-73-2021-003-04,4,1,LF,70,WRANGLER,P265/65R18,M6C8 JK1R3020,8,0,1,256.038376819247,3,6
