CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,LFBELT,LF1STAGEDEP,LF2STAGEDEP,LFSWITCH,LFDISPOSAL,LFSIDEDEPTIME,LFCURTDEPTIME,LFPRETENDEPTIME,LFRETRACTDEPTIME,LFBUCKDEPTIME,LFTRACKPOS,LFOCCSIZE,LFOCCPOS,RFBELT,RF1STAGEDEP,RF2STAGEDEP,RFSWITCH,RFDISPOSAL,RFSIDEDEPTIME,RFCURTDEPTIME,RFPRETENDEPTIME,RFRETRACTDEPTIME,RFBUCKDEPTIME,RFTRACKPOS,RFOCCSIZE,RFOCCPOS,CASEWGT,PSUSTRAT,VERSION
21201,13,20,1-13-2021-020-04,4,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,5.00,5.00,5.00,9997.00,9997.00,7,5,7,4265.88239176291,7,6
21210,32,38,1-32-2021-038-07,7,2,1,1,1,11.00,41.00,7,8,9995.00,22.00,11.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,11.00,9997.00,9997.00,7,5,7,6948.29453892259,7,6
21210,32,38,1-32-2021-038-07,7,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9997.00,9997.00,9997.00,7,5,7,6948.29453892259,7,6
21213,12,5,1-12-2021-005-10,10,1,1,1,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,0,7,274.027689229839,9,6
21213,12,5,1-12-2021-005-10,10,1,1,2,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,2,7,274.027689229839,9,6
21213,12,5,1-12-2021-005-10,10,1,1,3,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,2,7,274.027689229839,9,6
21216,19,43,1-19-2021-043-06,6,1,1,1,1,16.00,34.00,7,8,9995.00,9995.00,16.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,16.00,9997.00,9997.00,7,7,7,145.703480529355,9,6
21216,19,43,1-19-2021-043-06,6,2,1,1,0,9995.00,9995.00,7,8,11.00,11.00,11.00,9997.00,9997.00,7,7,7,1,9995.00,9995.00,0,8,9995.00,250.00,250.00,9997.00,9997.00,7,5,7,145.703480529355,9,6
21218,19,45,1-19-2021-045-06,6,2,1,5,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,2,7,145.703480529355,9,6
21218,19,45,1-19-2021-045-06,6,2,1,1,1,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,4,7,145.703480529355,9,6
21218,19,45,1-19-2021-045-06,6,2,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,19.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,19.00,9997.00,9997.00,7,4,7,145.703480529355,9,6
21218,19,45,1-19-2021-045-06,6,2,1,3,1,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,145.703480529355,9,6
21218,19,45,1-19-2021-045-06,6,2,1,4,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,1,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,2,7,145.703480529355,9,6
21222,27,26,1-27-2021-026-07,7,1,1,1,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,7,7,0,9997.00,9997.00,7,8,9995.00,7.00,9995.00,9997.00,9997.00,7,4,7,232.813410761001,3,6
21233,22,34,1-22-2021-034-07,7,1,1,1,1,9995.00,9995.00,7,8,19.00,19.00,19.00,19.00,19.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9997.00,19.00,19.00,19.00,7,0,7,35.8439562495977,12,6
24075,13,121,1-13-2021-121-02,2,2,1,2,1,9997.00,9997.00,7,8,77.00,77.00,9997.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,0,7,7,60.5925995988328,7,6
24078,24,176,1-24-2021-176-07,7,1,1,1,1,8888.00,8888.00,7,8,9995.00,9995.00,8888.00,9997.00,9997.00,7,7,7,1,9995.00,9995.00,1,8,9995.00,9995.00,8888.00,9997.00,9997.00,7,7,7,2283.40031689236,1,6
24078,24,176,1-24-2021-176-07,7,1,1,2,1,27.00,57.00,7,8,9995.00,9995.00,27.00,9997.00,9997.00,7,7,7,1,9995.00,9995.00,1,8,9995.00,9995.00,27.00,9997.00,9997.00,7,7,7,2283.40031689236,1,6
24089,16,105,1-16-2021-105-03,3,1,1,1,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,4,7,724.244114426856,5,6
24089,16,105,1-16-2021-105-03,3,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,724.244114426856,5,6
24090,66,93,1-66-2021-093-10,10,1,1,1,0,32.00,9994.00,7,1,9997.00,9995.00,9994.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,0,9997.00,9995.00,9994.00,9997.00,9997.00,7,0,7,165.532461606891,6,6
24092,14,88,1-14-2021-088-02,2,2,1,1,1,9997.00,9997.00,7,8,9997.00,1152.00,1152.00,1152.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,1152.00,9997.00,9997.00,9997.00,0,7,7,334.439498616343,8,6
24093,28,94,1-28-2021-094-10,10,1,1,1,7,9995.00,9995.00,7,8,9995.00,9997.00,9995.00,9997.00,9997.00,0,7,7,7,9995.00,9995.00,7,8,9995.00,9997.00,9995.00,9997.00,9997.00,7,7,7,633.736511839745,3,6
21618,59,19,1-59-2021-019-02,2,2,1,3,1,9995.00,9995.00,7,8,91.50,91.50,91.50,9997.00,9997.00,0,7,7,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,2,7,68.8846076373274,6,6
21618,59,19,1-59-2021-019-02,2,2,1,4,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,2,7,68.8846076373274,6,6
21856,48,36,1-48-2021-036-04,4,1,1,1,1,95.00,97.00,7,8,9995.00,9997.00,95.00,100.00,95.00,7,7,7,1,95.00,100.00,0,8,9995.00,9997.00,95.00,100.00,95.00,7,2,7,462.841724946,12,6
21856,48,36,1-48-2021-036-04,4,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,7,7,1,9995.00,9995.00,0,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,2,7,462.841724946,12,6
23545,12,48,1-12-2021-048-03,3,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,1,7,7,0,9995.00,9995.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,7,4,7,858.538558365099,9,6
23880,12,58,1-12-2021-058-06,6,2,1,1,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,4,7,322.402113718958,9,6
23880,12,58,1-12-2021-058-06,6,2,1,2,1,24.00,54.00,7,8,9997.00,24.00,19.00,9997.00,9997.00,0,7,7,0,9995.00,9995.00,7,8,9997.00,24.00,19.00,9997.00,9997.00,7,4,7,322.402113718958,9,6
23880,12,58,1-12-2021-058-06,6,2,1,3,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,4,7,322.402113718958,9,6
22194,20,65,1-20-2021-065-05,5,1,1,1,0,21.00,61.00,7,0,0.00,0.00,9997.00,9997.00,9997.00,0,7,7,0,0.00,0.00,1,0,48.00,48.00,9997.00,9997.00,9997.00,7,7,7,41.7682909515469,11,6
20622,31,5,1-31-2021-005-07,7,1,1,3,7,9995.00,9995.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,7,7,7,9995.00,9995.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,7,7,242.440585619395,6,6
20622,31,5,1-31-2021-005-07,7,1,1,4,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,0,7,242.440585619395,6,6
20622,31,5,1-31-2021-005-07,7,1,1,5,1,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,0,7,242.440585619395,6,6
20622,31,5,1-31-2021-005-07,7,1,1,6,1,9997.00,9997.00,7,8,9995.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9997.00,9995.00,9997.00,9997.00,7,0,7,242.440585619395,6,6
24177,31,91,1-31-2021-091-07,7,1,1,1,0,9995.00,9995.00,7,8,9997.00,9997.00,9994.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9997.00,9994.00,9997.00,9997.00,7,0,7,1270.51474825678,6,6
21558,19,58,1-19-2021-058-04,4,1,1,1,1,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,9995.00,9995.00,9997.00,9997.00,9997.00,7,5,7,156.056762535263,9,6
21558,19,58,1-19-2021-058-04,4,1,1,2,1,9995.00,9995.00,7,8,9995.00,9995.00,9997.00,9997.00,9997.00,7,7,7,0,9995.00,9995.00,1,8,15.00,15.00,15.00,9997.00,9997.00,7,5,7,156.056762535263,9,6
22732,26,104,1-26-2021-104-03,3,1,1,1,1,9995.00,9995.00,7,8,8888.00,8888.00,8888.00,8888.00,8888.00,0,7,7,0,9997.00,8888.00,7,8,8888.00,8888.00,8888.00,8888.00,8888.00,0,1,7,138.138069100023,10,6
24252,32,132,1-32-2021-132-02,2,2,1,5,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,7,9997.00,9997.00,7,8,9997.00,9997.00,9997.00,9997.00,9997.00,7,7,7,83.5809445243424,7,6
21501,25,32,1-25-2021-032-03,3,2,1,1,1,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,0,7,7,0,9997.00,9997.00,7,8,9997.00,9995.00,9995.00,9997.00,9997.00,7,4,7,88.9884141596574,2,6
