CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,BAGNO,BAGLOCATION,BAGSTATUS,BAGTYPE,BAGDEPLOY,BAGMALFUNCTION,BAGFLAPSOPEN,BAGFLAPSDAM,BAGDAMAGE,BAGDAMSOURCE,PREVCRASH,PRIORMAINT,DEPLOYEVENT,BAGDVTOTAL,BAGDVLONG,BAGDVLAT,BAGDVENERGY,BAGDVSPEED,BAGDVBES,BAGDVEST,BAGDVRANK,CDCFORDEPLOY,CASEWGT,PSUSTRAT,VERSION
20282,10,1,1-10-2021-001-06,6,1,1,1,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,71.5692747401652,4,6
20282,10,1,1-10-2021-001-06,6,1,2,4,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,71.5692747401652,4,6
20282,10,1,1-10-2021-001-06,6,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,71.5692747401652,4,6
20282,10,1,1-10-2021-001-06,6,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,71.5692747401652,4,6
20282,10,1,1-10-2021-001-06,6,1,5,2,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,71.5692747401652,4,6
20282,10,1,1-10-2021-001-06,6,1,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,71.5692747401652,4,6
20282,10,1,1-10-2021-001-06,6,1,7,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,71.5692747401652,4,6
20284,17,1,1-17-2021-001-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,4,4,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,5,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,6,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,7,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,8,4,1,1,7,0,60,60,60,60,,,,,,,,,,,,,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,9,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,174.139873195186,4,6
20284,17,1,1-17-2021-001-04,4,1,10,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,174.139873195186,4,6
20287,48,1,1-48-2021-001-05,5,1,1,1,1,99,7,1,60,60,60,60,9,9,60,,,,,,,,,60,78.857409982963,12,6
20287,48,1,1-48-2021-001-05,5,2,1,1,1,1,1,0,1,0,0,50,2,1,1,31,-29,-11,127100,998,31,0,1,1,78.857409982963,12,6
20287,48,1,1-48-2021-001-05,5,2,2,5,1,1,7,0,60,60,60,60,2,1,60,,,,,,,,,60,78.857409982963,12,6
20287,48,1,1-48-2021-001-05,5,2,3,8,1,1,7,0,60,60,60,60,2,1,60,,,,,,,,,60,78.857409982963,12,6
20287,48,1,1-48-2021-001-05,5,2,4,3,1,1,7,0,60,60,60,60,,,,,,,,,,,,,78.857409982963,12,6
20287,48,1,1-48-2021-001-05,5,2,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,78.857409982963,12,6
20287,48,1,1-48-2021-001-05,5,2,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,78.857409982963,12,6
20295,73,1,1-73-2021-001-03,3,1,1,1,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,84.9174987531493,3,6
20295,73,1,1-73-2021-001-03,3,1,2,4,1,99,1,0,1,0,0,50,9,9,1,999,999,999,9999999,999,999,7,1,1,84.9174987531493,3,6
20295,73,1,1-73-2021-001-03,3,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.9174987531493,3,6
20295,73,1,1-73-2021-001-03,3,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.9174987531493,3,6
20295,73,1,1-73-2021-001-03,3,1,5,2,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.9174987531493,3,6
20295,73,1,1-73-2021-001-03,3,1,6,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.9174987531493,3,6
20295,73,1,1-73-2021-001-03,3,1,7,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,84.9174987531493,3,6
20297,28,1,1-28-2021-001-04,4,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,45.9105930634752,3,6
20297,28,1,1-28-2021-001-04,4,1,2,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,45.9105930634752,3,6
20297,28,1,1-28-2021-001-04,4,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,45.9105930634752,3,6
20297,28,1,1-28-2021-001-04,4,1,4,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,45.9105930634752,3,6
20297,28,1,1-28-2021-001-04,4,1,5,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,45.9105930634752,3,6
20297,28,1,1-28-2021-001-04,4,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,45.9105930634752,3,6
20312,26,1,1-26-2021-001-03,3,1,1,1,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,30.3310210611372,10,6
20312,26,1,1-26-2021-001-03,3,1,2,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,30.3310210611372,10,6
20312,26,1,1-26-2021-001-03,3,1,3,8,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,30.3310210611372,10,6
20312,26,1,1-26-2021-001-03,3,1,4,2,1,1,7,0,60,60,60,60,,,,,,,,,,,,,30.3310210611372,10,6
20312,26,1,1-26-2021-001-03,3,1,5,5,1,1,7,0,60,60,60,60,,,,,,,,,,,,,30.3310210611372,10,6
20312,26,1,1-26-2021-001-03,3,1,6,8,1,1,7,0,60,60,60,60,,,,,,,,,,,,,30.3310210611372,10,6
20314,18,1,1-18-2021-001-04,4,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,63.5551976654417,6,6
20314,18,1,1-18-2021-001-04,4,1,2,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,63.5551976654417,6,6
20314,18,1,1-18-2021-001-04,4,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,63.5551976654417,6,6
20314,18,1,1-18-2021-001-04,4,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,63.5551976654417,6,6
20314,18,1,1-18-2021-001-04,4,1,5,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,63.5551976654417,6,6
20314,18,1,1-18-2021-001-04,4,1,6,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,63.5551976654417,6,6
20314,18,1,1-18-2021-001-04,4,1,7,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,63.5551976654417,6,6
20317,19,1,1-19-2021-001-04,4,1,1,1,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,204.388409819903,9,6
20317,19,1,1-19-2021-001-04,4,1,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,204.388409819903,9,6
20317,19,1,1-19-2021-001-04,4,1,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,204.388409819903,9,6
20317,19,1,1-19-2021-001-04,4,1,4,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,204.388409819903,9,6
20317,19,1,1-19-2021-001-04,4,1,5,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,204.388409819903,9,6
20317,19,1,1-19-2021-001-04,4,1,6,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,204.388409819903,9,6
20321,15,1,1-15-2021-001-07,7,1,1,1,1,1,7,99,60,60,60,60,1,1,60,,,,,,,,,60,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,1,2,5,1,1,7,99,60,60,60,60,1,1,60,,,,,,,,,60,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,1,3,8,1,1,7,99,60,60,60,60,1,1,60,,,,,,,,,60,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,1,4,2,1,1,7,99,60,60,60,60,,,,,,,,,,,,,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,1,5,5,1,1,7,99,60,60,60,60,,,,,,,,,,,,,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,1,6,8,1,1,1,99,99,99,99,59,,,,,,,,,,,,,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,2,1,1,1,99,1,99,99,99,99,59,9,9,1,999,999,999,9999999,999,999,9,1,1,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,2,2,8,1,99,7,99,60,60,60,60,9,9,60,,,,,,,,,60,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,2,3,2,1,99,7,99,60,60,60,60,,,,,,,,,,,,,17.5132595737673,1,6
20321,15,1,1-15-2021-001-07,7,2,4,8,1,99,7,99,60,60,60,60,,,,,,,,,,,,,17.5132595737673,1,6
20327,29,1,1-29-2021-001-05,5,1,1,1,1,99,1,0,1,0,0,50,9,9,1,44,-44,-8,167959,998,55,0,1,1,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,2,4,1,99,1,0,1,0,0,50,9,9,1,44,-44,-8,167959,998,55,0,1,1,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,3,8,1,99,1,0,1,0,97,97,9,9,1,44,-44,-8,167959,998,55,0,1,1,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,4,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,5,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,6,8,1,99,1,0,1,0,97,97,9,9,1,44,-44,-8,167959,998,55,0,1,1,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,7,4,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,8,3,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,1,10,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,2,1,1,1,99,1,0,1,0,0,50,9,9,1,51,-50,9,71317,998,38,0,1,1,26.8849197543191,2,6
20327,29,1,1-29-2021-001-05,5,2,2,2,1,99,1,0,1,0,0,50,,,,,,,,,,,,,26.8849197543191,2,6
20330,21,1,1-21-2021-001-09,9,1,1,1,1,99,1,0,1,0,0,50,9,9,99,,,,,,,,,99,100.603121066211,11,6
20330,21,1,1-21-2021-001-09,9,1,2,2,1,99,1,0,1,0,0,50,,,,,,,,,,,,,100.603121066211,11,6
20332,30,1,1-30-2021-001-03,3,2,1,1,1,99,1,99,99,99,99,59,9,9,1,999,999,999,9999999,999,999,6,1,1,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,2,2,1,99,7,0,60,60,60,60,,,,,,,,,,,,,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,3,5,1,99,99,99,69,69,69,69,9,9,69,,,,,,,,,69,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,5,4,1,99,99,99,69,69,69,69,9,9,69,,,,,,,,,69,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,6,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,7,8,1,99,1,99,1,0,97,97,9,9,1,999,999,999,9999999,999,999,6,1,1,51.7591756077478,10,6
20332,30,1,1-30-2021-001-03,3,2,8,8,1,99,1,0,99,99,99,59,,,,,,,,,,,,,51.7591756077478,10,6
20335,20,2,1-20-2021-002-04,4,1,1,1,1,99,1,0,1,0,0,50,9,9,1,26,-26,0,18428,998,16,0,1,1,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,2,4,1,99,1,0,1,0,0,50,9,9,1,26,-26,0,18428,998,16,0,1,1,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,3,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,4,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,5,3,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,6,4,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,7,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,8,8,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,9,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,1,10,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,2,1,1,1,99,1,0,1,0,0,50,9,9,1,30,-10,-28,96158,998,36,0,1,1,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,2,2,5,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,2,3,8,1,99,7,0,60,60,60,60,9,9,60,,,,,,,,,60,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,2,4,2,1,99,1,0,1,0,0,50,9,9,1,30,-10,-28,96158,998,36,0,1,1,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,2,5,5,1,99,1,0,1,0,0,50,9,9,1,30,-10,-28,96158,998,36,0,1,1,48.2951484801239,11,6
20335,20,2,1-20-2021-002-04,4,2,6,8,1,99,1,0,1,0,0,50,9,9,1,30,-10,-28,96158,998,36,0,1,1,48.2951484801239,11,6
20341,77,1,1-77-2021-001-02,2,1,1,1,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,8,1,1,104.8752156361,9,6
20341,77,1,1-77-2021-001-02,2,1,2,4,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,8,1,1,104.8752156361,9,6
20341,77,1,1-77-2021-001-02,2,1,3,5,1,1,7,0,60,60,60,60,1,1,60,,,,,,,,,60,104.8752156361,9,6
20341,77,1,1-77-2021-001-02,2,1,4,5,1,99,7,0,60,60,60,60,,,,,,,,,,,,,104.8752156361,9,6
20341,77,1,1-77-2021-001-02,2,1,5,8,1,1,1,0,1,0,0,50,1,1,3,999,999,999,9999999,999,999,7,2,2,104.8752156361,9,6
20341,77,1,1-77-2021-001-02,2,1,6,2,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,8,1,1,104.8752156361,9,6
20341,77,1,1-77-2021-001-02,2,1,7,4,1,1,1,0,1,0,0,50,1,1,2,999,999,999,9999999,999,999,8,1,1,104.8752156361,9,6
