CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,CONTACT,CONTAREA,CONTCOMP,OCCNO,BODYREGION,EVIDENCE,CONFIDENCE,CASEWGT,PSUSTRAT,VERSION
22040,19,81,1-19-2021-081-08,8,1,B,1,4,1,999,1,1,419.600962768099,9,6
21984,26,70,1-26-2021-070-02,2,1,G,1,1,2,999,96,2,14.4738277659613,10,6
21984,26,70,1-26-2021-070-02,2,1,J,6,588,2,999,5,2,14.4738277659613,10,6
21711,27,37,1-27-2021-037-10,10,1,A,1,1,1,869,96,3,484.042077085217,3,6
21722,29,34,1-29-2021-034-06,6,2,A,1,24,1,841,3,2,56.7817008733747,2,6
22067,77,45,1-77-2021-045-06,6,1,E,1,24,1,841,5,2,2856.8950200919,9,6
21756,29,35,1-29-2021-035-06,6,2,D,1,24,1,842,3,2,56.7817008651333,2,6
21756,29,35,1-29-2021-035-06,6,2,E,1,7,1,762,9,2,56.7817008651333,2,6
21756,29,35,1-29-2021-035-06,6,2,B,1,4,1,761,9,2,56.7817008651333,2,6
21756,29,35,1-29-2021-035-06,6,2,C,1,24,1,851,3,3,56.7817008651333,2,6
22076,24,78,1-24-2021-078-03,3,1,E,1,1,2,101,96,1,333.172313384275,1,6
22076,24,78,1-24-2021-078-03,3,1,F,6,588,2,512,96,1,333.172313384275,1,6
22078,24,80,1-24-2021-080-08,8,1,A,1,7,1,841,5,3,320.928419121334,1,6
22078,24,80,1-24-2021-080-08,8,1,B,1,4,1,761,3,2,320.928419121334,1,6
22074,48,43,1-48-2021-043-09,9,2,B,1,21,1,841,3,3,682.981918319137,12,6
22094,28,40,1-28-2021-040-06,6,1,A,1,1,1,101,2,2,47.2659314025208,3,6
22105,20,62,1-20-2021-062-01,1,2,D,1,24,1,841,5,2,136.003283101537,11,6
22105,20,62,1-20-2021-062-01,1,2,F,1,24,1,842,5,2,136.003283101537,11,6
22105,20,62,1-20-2021-062-01,1,2,A,1,1,1,101,96,2,136.003283101537,11,6
22105,20,62,1-20-2021-062-01,1,2,C,1,4,1,401,1,2,136.003283101537,11,6
22100,23,55,1-23-2021-055-03,3,1,C,1,7,1,742,2,3,205.037589508138,5,6
22116,29,47,1-29-2021-047-02,2,1,A,1,7,1,401,3,2,17.6843704814137,2,6
22116,29,47,1-29-2021-047-02,2,1,B,1,24,1,841,3,2,17.6843704814137,2,6
22116,29,47,1-29-2021-047-02,2,1,C,1,24,1,842,3,2,17.6843704814137,2,6
22116,29,47,1-29-2021-047-02,2,1,G,1,7,1,842,3,3,17.6843704814137,2,6
22108,31,39,1-31-2021-039-09,9,1,D,1,4,1,401,1,1,2209.79225672629,6,6
23850,77,90,1-77-2021-090-02,2,1,E,1,24,1,841,3,2,104.198288192888,9,6
23850,77,90,1-77-2021-090-02,2,1,F,1,24,1,842,3,2,104.198288192888,9,6
23857,17,88,1-17-2021-088-07,7,2,B,1,24,1,842,3,2,477.195867719975,4,6
23862,12,57,1-12-2021-057-09,9,2,A,1,24,1,841,5,2,1030.66171899776,9,6
23859,19,166,1-19-2021-166-02,2,1,B,1,21,1,999,3,3,47.1230765782335,9,6
23859,19,166,1-19-2021-166-02,2,1,C,1,1,1,999,12,2,47.1230765782335,9,6
23859,19,166,1-19-2021-166-02,2,1,D,1,24,1,841,9,2,47.1230765782335,9,6
23865,24,166,1-24-2021-166-03,3,1,A,1,1,1,762,2,1,241.856283233437,1,6
23867,13,109,1-13-2021-109-05,5,1,B,1,24,1,841,3,2,79.7225782053986,7,6
23867,13,109,1-13-2021-109-05,5,2,C,1,24,1,842,3,3,79.7225782053986,7,6
23867,13,109,1-13-2021-109-05,5,2,B,1,1,1,101,2,2,79.7225782053986,7,6
23873,52,182,1-52-2021-182-05,5,1,J,6,585,2,999,9,2,21.8811839095746,12,6
23873,52,182,1-52-2021-182-05,5,1,D,7,631,2,201,6,1,21.8811839095746,12,6
23873,52,182,1-52-2021-182-05,5,1,H,1,1,2,101,12,3,21.8811839095746,12,6
23874,52,183,1-52-2021-183-05,5,1,D,1,4,1,501,1,1,21.8811839095746,12,6
23879,16,99,1-16-2021-099-02,2,2,B,1,24,1,841,3,2,38.7448125758046,5,6
23879,16,99,1-16-2021-099-02,2,2,C,1,24,1,842,2,2,38.7448125758046,5,6
23879,16,99,1-16-2021-099-02,2,2,A,1,4,1,401,1,1,38.7448125758046,5,6
23893,18,94,1-18-2021-094-01,1,1,A,1,24,1,841,1,2,166.282827956564,6,6
23893,18,94,1-18-2021-094-01,1,1,B,1,24,1,842,1,2,166.282827956564,6,6
23893,18,94,1-18-2021-094-01,1,1,C,1,1,1,101,12,3,166.282827956564,6,6
23888,31,85,1-31-2021-085-06,6,1,A,1,24,1,851,3,3,470.416897186417,6,6
23888,31,85,1-31-2021-085-06,6,1,B,1,24,1,852,3,3,470.416897186417,6,6
23898,29,93,1-29-2021-093-06,6,1,E,1,24,1,842,3,1,137.299520101445,2,6
23898,29,93,1-29-2021-093-06,6,1,A,1,4,1,761,9,2,137.299520101445,2,6
23898,29,93,1-29-2021-093-06,6,1,B,1,7,1,841,3,1,137.299520101445,2,6
23898,29,93,1-29-2021-093-06,6,1,C,1,24,1,851,3,1,137.299520101445,2,6
23898,29,93,1-29-2021-093-06,6,1,D,1,24,1,852,3,1,137.299520101445,2,6
23884,32,121,1-32-2021-121-02,2,1,D,7,631,2,201,3,2,44.6346703436493,7,6
23917,77,91,1-77-2021-091-01,1,1,D,1,1,1,999,5,2,169.582021156132,9,6
23908,30,107,1-30-2021-107-03,3,1,A,1,24,1,841,98,3,1274.7950077418,10,6
23908,30,107,1-30-2021-107-03,3,1,B,1,24,1,842,98,3,1274.7950077418,10,6
21489,26,43,1-26-2021-043-05,5,2,B,1,24,1,841,5,2,36.1195225075849,10,6
21489,26,43,1-26-2021-043-05,5,2,C,1,24,1,842,5,2,36.1195225075849,10,6
21434,11,20,1-11-2021-020-05,5,1,B,7,631,2,201,3,3,282.263430883752,8,6
21508,10,53,1-10-2021-053-07,7,1,B,1,24,1,842,3,3,1819.56873908602,4,6
21513,11,22,1-11-2021-022-01,1,1,D,1,4,1,401,5,3,210.148223381545,8,6
21523,25,34,1-25-2021-034-02,2,1,A,1,24,1,841,3,2,41.8895438406154,2,6
21523,25,34,1-25-2021-034-02,2,1,B,1,24,1,842,3,2,41.8895438406154,2,6
21515,48,28,1-48-2021-028-02,2,2,E,1,24,1,842,5,2,76.8327373234773,12,6
21520,77,31,1-77-2021-031-03,3,1,H,1,1,2,761,96,1,363.997836645279,9,6
21520,77,31,1-77-2021-031-03,3,1,I,1,1,2,762,96,1,363.997836645279,9,6
21526,52,63,1-52-2021-063-06,6,1,F,1,21,1,841,3,2,118.755309427489,12,6
21526,52,63,1-52-2021-063-06,6,1,G,1,21,1,842,3,2,118.755309427489,12,6
21534,59,17,1-59-2021-017-05,5,2,B,1,24,1,841,3,2,80.2795096887029,6,6
21541,14,27,1-14-2021-027-08,8,1,A,1,4,1,401,5,1,802.431007527532,8,6
21541,14,27,1-14-2021-027-08,8,1,B,1,24,1,842,5,2,802.431007527532,8,6
21554,31,29,1-31-2021-029-05,5,2,C,1,24,1,851,3,2,208.592833680532,6,6
21554,31,29,1-31-2021-029-05,5,2,D,1,24,1,852,3,2,208.592833680532,6,6
21515,48,28,1-48-2021-028-02,2,1,D,1,21,1,842,3,2,76.8327373234773,12,6
21515,48,28,1-48-2021-028-02,2,1,F,1,4,1,401,5,2,76.8327373234773,12,6
21536,32,54,1-32-2021-054-03,3,1,C,1,24,1,842,2,2,1739.55131140656,7,6
21572,27,34,1-27-2021-034-06,6,1,A,1,24,1,841,3,1,72.8668844410608,3,6
21572,27,34,1-27-2021-034-06,6,1,C,1,24,1,842,3,3,72.8668844410608,3,6
21465,27,31,1-27-2021-031-06,6,2,A,1,24,1,842,2,1,71.7480123922374,3,6
21235,29,24,1-29-2021-024-07,7,1,D,1,4,1,761,9,1,152.726051792557,2,6
21235,29,24,1-29-2021-024-07,7,1,E,1,24,1,841,96,1,152.726051792557,2,6
21235,29,24,1-29-2021-024-07,7,1,F,1,24,1,842,96,1,152.726051792557,2,6
21591,10,54,1-10-2021-054-06,6,1,D,1,1,1,101,2,2,712.684872945949,4,6
21591,10,54,1-10-2021-054-06,6,1,F,1,7,1,842,2,2,712.684872945949,4,6
21591,10,54,1-10-2021-054-06,6,1,C,1,24,1,841,3,3,712.684872945949,4,6
21592,10,55,1-10-2021-055-03,3,2,A,1,24,1,842,98,3,403.813600469961,4,6
21593,77,35,1-77-2021-035-03,3,2,A,1,24,1,841,3,2,194.338202172531,9,6
21945,73,40,1-73-2021-040-05,5,1,D,1,24,1,841,3,2,36.6836542679149,3,6
21994,30,44,1-30-2021-044-05,5,1,A,1,4,1,201,6,3,43.8809281651892,10,6
22012,52,88,1-52-2021-088-06,6,2,B,1,4,1,401,1,1,161.078351397795,12,6
22014,25,48,1-25-2021-048-05,5,1,A,1,24,1,841,2,2,87.5674290725653,2,6
22014,25,48,1-25-2021-048-05,5,1,B,1,7,1,841,2,2,87.5674290725653,2,6
22038,29,43,1-29-2021-043-04,4,1,K,1,24,1,999,3,1,281.225537271375,2,6
22038,29,43,1-29-2021-043-04,4,1,M,9,253,1,762,3,1,281.225537271375,2,6
22038,29,43,1-29-2021-043-04,4,1,H,1,24,1,841,3,2,281.225537271375,2,6
22038,29,43,1-29-2021-043-04,4,1,I,1,24,1,841,3,2,281.225537271375,2,6
22038,29,43,1-29-2021-043-04,4,1,J,1,24,1,842,3,2,281.225537271375,2,6
22083,52,91,1-52-2021-091-03,3,2,A,1,21,1,841,3,2,67.0051094567244,12,6
22095,24,77,1-24-2021-077-06,6,2,A,1,24,1,841,3,2,671.586510090188,1,6
22192,20,63,1-20-2021-063-03,3,2,A,1,24,1,842,3,2,245.042589745216,11,6
22192,20,63,1-20-2021-063-03,3,2,B,1,24,1,852,3,2,245.042589745216,11,6
22192,20,63,1-20-2021-063-03,3,2,C,1,24,1,851,3,2,245.042589745216,11,6
22267,32,74,1-32-2021-074-09,9,1,C,1,1,1,999,2,3,11546.2496543568,7,6
22267,32,74,1-32-2021-074-09,9,1,F,1,4,1,762,9,3,11546.2496543568,7,6
22327,48,47,1-48-2021-047-08,8,1,A,1,1,1,101,12,2,250.723873276176,12,6
22327,48,47,1-48-2021-047-08,8,1,D,1,21,1,842,5,2,250.723873276176,12,6
22335,52,103,1-52-2021-103-03,3,1,A,1,21,1,841,3,1,79.6656566808841,12,6
22561,54,41,1-54-2021-041-07,7,1,D,7,631,2,999,3,3,392.820483313592,9,6
22561,54,41,1-54-2021-041-07,7,1,E,1,1,2,749,96,3,392.820483313592,9,6
22561,54,41,1-54-2021-041-07,7,1,C,7,631,2,999,3,3,392.820483313592,9,6
22690,25,67,1-25-2021-067-02,2,1,L,1,24,1,841,3,3,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,M,1,24,1,841,1,2,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,N,1,24,1,841,2,2,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,O,1,24,1,852,3,3,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,F,1,1,1,101,2,1,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,I,1,24,1,762,2,2,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,K,1,21,1,501,2,1,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,A,1,21,1,761,2,1,41.8895438406154,2,6
22690,25,67,1-25-2021-067-02,2,1,D,1,4,1,501,1,1,41.8895438406154,2,6
24292,59,74,1-59-2021-074-08,8,1,F,1,21,1,842,5,1,553.501671085572,6,6
21813,19,71,1-19-2021-071-08,8,1,A,1,4,1,401,1,1,179.816403806402,9,6
21813,19,71,1-19-2021-071-08,8,1,B,1,21,1,711,2,1,179.816403806402,9,6
21813,19,71,1-19-2021-071-08,8,1,C,1,24,1,841,1,1,179.816403806402,9,6
21813,19,71,1-19-2021-071-08,8,1,D,1,24,1,842,1,1,179.816403806402,9,6
21913,20,56,1-20-2021-056-03,3,2,A,1,24,1,842,5,3,77.3376883531773,11,6
22042,27,46,1-27-2021-046-05,5,1,A,1,1,1,101,12,1,26.1536490381265,3,6
22042,27,46,1-27-2021-046-05,5,1,B,1,1,1,762,12,1,26.1536490381265,3,6
22042,27,46,1-27-2021-046-05,5,1,C,1,21,1,841,5,1,26.1536490381265,3,6
22042,27,46,1-27-2021-046-05,5,1,D,1,7,1,842,5,1,26.1536490381265,3,6
22042,27,46,1-27-2021-046-05,5,2,A,1,1,1,761,12,1,26.1536490381265,3,6
22042,27,46,1-27-2021-046-05,5,2,C,1,24,1,841,5,1,26.1536490381265,3,6
21793,25,41,1-25-2021-041-08,8,1,H,1,24,1,849,3,2,164.800376377125,2,6
21793,25,41,1-25-2021-041-08,8,1,I,1,24,1,859,3,2,164.800376377125,2,6
21793,25,41,1-25-2021-041-08,8,1,J,1,24,1,859,3,2,164.800376377125,2,6
21793,25,41,1-25-2021-041-08,8,1,T,1,24,1,851,3,3,164.800376377125,2,6
21790,16,38,1-16-2021-038-03,3,2,A,1,24,1,841,3,3,388.003527987686,5,6
21192,23,22,1-23-2021-022-02,2,1,A,7,631,2,999,6,3,66.3082507877633,5,6
22423,16,54,1-16-2021-054-06,6,1,B,1,24,1,842,1,2,1565.27969483511,5,6
22423,16,54,1-16-2021-054-06,6,1,C,1,1,1,101,12,2,1565.27969483511,5,6
22506,28,51,1-28-2021-051-07,7,1,A,1,1,1,101,12,2,47.1618488505364,3,6
22506,28,51,1-28-2021-051-07,7,1,B,1,1,1,762,12,3,47.1618488505364,3,6
22500,66,52,1-66-2021-052-10,10,1,C,7,631,2,401,3,1,983.818245262762,6,6
22340,16,52,1-16-2021-052-04,4,1,A,1,24,1,842,5,3,1392.45525166474,5,6
22340,16,52,1-16-2021-052-04,4,1,B,1,24,1,842,5,3,1392.45525166474,5,6
22483,19,100,1-19-2021-100-05,5,1,A,1,1,1,201,96,3,47.5090336657469,9,6
22483,19,100,1-19-2021-100-05,5,1,B,1,21,1,999,2,3,47.5090336657469,9,6
22483,19,100,1-19-2021-100-05,5,1,C,1,24,1,849,5,3,47.5090336657469,9,6
22709,22,83,1-22-2021-083-08,8,1,C,1,7,1,999,5,1,47.5020878422312,12,6
22709,22,83,1-22-2021-083-08,8,1,D,1,4,1,769,5,1,47.5020878422312,12,6
22700,20,92,1-20-2021-092-01,1,1,O,7,631,2,201,6,2,41.7944083524258,11,6
22798,29,65,1-29-2021-065-09,9,1,A,1,4,1,762,9,1,192.290258126239,2,6
22863,13,60,1-13-2021-060-01,1,1,D,8,152,1,401,8,3,212.588157649946,7,6
22483,19,100,1-19-2021-100-05,5,2,D,8,152,2,401,8,1,47.5090336657469,9,6
22663,17,58,1-17-2021-058-02,2,2,B,8,152,1,501,3,1,412.666151319934,4,6
22517,18,52,1-18-2021-052-02,2,1,A,8,152,1,401,96,1,48.5556827782631,6,6
20445,66,2,1-66-2021-002-03,3,2,D,8,152,1,501,8,1,361.761009117995,6,6
20728,20,11,1-20-2021-011-05,5,2,C,8,152,1,401,8,3,144.35660951693,11,6
21017,32,28,1-32-2021-028-02,2,1,A,8,152,1,401,8,2,67.0917099382771,7,6
22938,21,113,1-21-2021-113-02,2,1,G,8,152,1,812,3,1,37.6034726941277,11,6
23293,17,74,1-17-2021-074-03,3,2,B,8,152,1,501,3,1,89.6630760028756,4,6
23276,76,61,1-76-2021-061-02,2,1,H,8,152,2,501,8,2,17.3682875210287,3,6
22406,52,109,1-52-2021-109-06,6,2,D,4,611,1,201,6,1,81.8629626675087,12,6
22413,32,78,1-32-2021-078-02,2,1,A,4,611,1,201,3,2,69.4115690621795,7,6
22416,73,56,1-73-2021-056-08,8,1,A,4,611,1,201,6,1,217.59241043378,3,6
22437,66,49,1-66-2021-049-03,3,1,B,4,611,1,401,3,1,155.02073287647,6,6
22452,20,77,1-20-2021-077-06,6,1,A,4,611,1,201,4,2,249.858551085493,11,6
22369,20,73,1-20-2021-073-03,3,2,A,4,611,1,101,96,2,157.62432574039,11,6
22369,20,73,1-20-2021-073-03,3,2,B,4,611,1,201,96,2,157.62432574039,11,6
22362,32,77,1-32-2021-077-03,3,2,B,4,611,1,201,3,2,1421.31783952057,7,6
22393,77,54,1-77-2021-054-04,4,1,A,4,611,1,201,3,3,1605.86694803464,9,6
22393,77,54,1-77-2021-054-04,4,1,B,4,611,1,512,3,3,1605.86694803464,9,6
22393,77,54,1-77-2021-054-04,4,1,C,4,611,1,501,3,3,1605.86694803464,9,6
