CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,GVWR,GAWRFRONT,GAWRREAR,RECFRONT1,RECFRPRESS1,RECREAR1,RECRRPRESS1,RECFRONT2,RECFRPRESS2,RECREAR2,RECRRPRESS2,RECFRONT3,RECFRPRESS3,RECREAR3,RECRRPRESS3,CASEWGT,PSUSTRAT,VERSION
20414,17,3,1-17-2021-003-02,2,1,2404,1250,1280,P225/65R17,240,P225/65R17,240,,,,,,,,,81.5970863579302,4,6
20414,17,3,1-17-2021-003-02,2,2,2250,1175,1240,P225/65R17,240,P225/65R17,240,,,,,,,,,81.5970863579302,4,6
20380,23,1,1-23-2021-001-02,2,1,1388,780,750,P185/55R15,240,P185/55R15,240,,,,,,,,,76.5871994777887,5,6
20416,48,2,1-48-2021-002-10,10,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,4455.60834933852,12,6
20417,24,2,1-24-2021-002-03,3,2,2280,1190,1140,P255/45R20,250,P255/45R20,250,,,,,,,,,609.977476620413,1,6
20418,24,3,1-24-2021-003-02,2,2,2340,1105,1235,P235/60R18,270,P235/60R18,320,P235/60R18,240,P235/60R18,290,,,,,124.154189955081,1,6
20422,28,4,1-28-2021-004-07,7,1,1882,1150,950,P225/45R18,230,P225/45R18,210,,,,,,,,,151.611558218426,3,6
20426,73,3,1-73-2021-003-04,4,1,3175,1724,1724,P265/65R18,240,P265/65R18,240,,,,,,,,,256.038376819247,3,6
20421,28,3,1-28-2021-003-06,6,1,3266,1792,1792,P265/65R18,240,P265/65R18,240,,,,,,,,,54.5069177466074,3,6
20421,28,3,1-28-2021-003-06,6,2,1951,1180,1007,P215/65R16,220,P215/65R16,220,,,,,,,,,54.5069177466074,3,6
20424,27,2,1-27-2021-002-03,3,1,2722,1250,1588,P235/75R15,240,P235/75R15,240,P265/70R16,240,P265/70R16,240,P245/75R16,240,P245/75R16,240,41.7305085402554,3,6
20431,32,3,1-32-2021-003-03,3,2,2140,1200,1150,P225/55R18,240,P225/55R18,240,,,,,,,,,876.735351282265,7,6
20424,27,2,1-27-2021-002-03,3,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,41.7305085402554,3,6
20431,32,3,1-32-2021-003-03,3,3,2041,998,1134,P215/70R14,200,P215/70R14,241,,,,,,,,,876.735351282265,7,6
20431,32,3,1-32-2021-003-03,3,4,4082,1873,2502,P235/65R16,360,P235/65R16,490,,,,,,,,,876.735351282265,7,6
20428,25,2,1-25-2021-002-07,7,1,1950,1100,960,P205/65R16,225,P205/65R16,225,,,,,,,,,923.85697446811,2,6
20429,25,3,1-25-2021-003-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,128.934874562164,2,6
20432,32,4,1-32-2021-004-07,7,1,1830,985,870,P205/55R17,220,P205/55R17,220,,,,,,,,,4360.02830263929,7,6
20432,32,4,1-32-2021-004-07,7,2,2688,1256,1438,P235/60R18,250,P235/60R18,250,,,,,,,,,4360.02830263929,7,6
20436,59,1,1-59-2021-001-05,5,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,68.0216528781747,6,6
20436,59,1,1-59-2021-001-05,5,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,68.0216528781747,6,6
20443,76,2,1-76-2021-002-04,4,1,1963,1097,945,P215/60R16,220,P215/60R16,220,,,,,,,,,91.259366153553,3,6
20436,59,1,1-59-2021-001-05,5,3,2059,1093,971,P235/40R19,255,P235/40R19,255,,,,,,,,,68.0216528781747,6,6
20445,66,2,1-66-2021-002-03,3,1,2540,1202,1451,P235/70R16,221,P235/70R16,241,,,,,,,,,361.761009117995,6,6
20445,66,2,1-66-2021-002-03,3,2,2715,1325,1415,P235/55R20,240,P235/55R20,240,,,,,,,,,361.761009117995,6,6
20440,13,2,1-13-2021-002-05,5,1,1896,1089,1089,P195/70R14,210,P195/70R14,210,,,,,,,,,401.656518587378,7,6
20446,19,5,1-19-2021-005-06,6,1,1760,980,910,P205/55R16,230,P205/55R16,230,,,,,,,,,127.14712417509,9,6
20447,19,6,1-19-2021-006-05,5,1,2200,1350,1395,P235/65R17,235,P235/65R17,235,,,,,,,,,47.5090336657469,9,6
20451,22,2,1-22-2021-002-07,7,1,2010,1070,1060,P215/50R17,230,P215/50R17,220,,,,,,,,,220.956221545704,12,6
20455,18,3,1-18-2021-003-06,6,1,1810,972,880,P215/55R16,240,P215/55R16,240,,,,,,,,,692.929684261685,6,6
20448,19,7,1-19-2021-007-10,10,1,9999,9999,898,9999999999,999,9999999999,999,,,,,,,,,1465.68041376807,9,6
20440,13,2,1-13-2021-002-05,5,2,2125,1056,1084,P205/50R17,230,P205/50R17,230,,,,,,,,,401.656518587378,7,6
20452,22,3,1-22-2021-003-06,6,1,2132,1191,1134,P215/55R17,230,P215/55R17,230,,,,,,,,,101.807085820683,12,6
24238,16,110,1-16-2021-110-03,3,2,1733,939,839,P205/55R16,220,P205/55R16,220,,,,,,,,,739.174938880349,5,6
24264,30,118,1-30-2021-118-04,4,1,3266,1792,1792,P265/65R18,240,P265/65R18,240,,,,,,,,,673.514610300756,10,6
24264,30,118,1-30-2021-118-04,4,2,1720,920,810,9999999999,999,9999999999,999,,,,,,,,,673.514610300756,10,6
24414,23,145,1-23-2021-145-01,1,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,117.092241463848,5,6
24418,59,76,1-59-2021-076-08,8,1,2382,1218,1218,P195/75R15,241,P195/75R15,241,,,,,,,,,118.678948412194,6,6
24416,54,87,1-54-2021-087-05,5,1,2150,1161,989,P225/60R16,240,P225/60R16,240,,,,,,,,,145.454151439287,9,6
24417,54,88,1-54-2021-088-03,3,1,2114,1034,1102,P235/50R18,220,P235/50R18,220,,,,,,,,,320.216122599292,9,6
24421,17,104,1-17-2021-104-04,4,1,2776,1397,1497,P255/50R20,240,P255/50R20,240,,,,,,,,,170.485099199414,4,6
24421,17,104,1-17-2021-104-04,4,2,2390,1247,1145,P245/60R18,240,P245/60R18,240,,,,,,,,,170.485099199414,4,6
24420,17,103,1-17-2021-103-09,9,1,2298,1176,1122,P235/50R18,230,P235/50R18,230,,,,,,,,,353.668851272648,4,6
24420,17,103,1-17-2021-103-09,9,2,2300,1150,1150,P235/65R16,240,P235/65R16,240,,,,,,,,,353.668851272648,4,6
24422,12,73,1-12-2021-073-04,4,1,2085,1200,1150,P225/55R18,240,P225/55R18,240,,,,,,,,,1704.20632060708,9,6
24427,19,191,1-19-2021-191-09,9,1,2012,1080,1044,P215/65R17,240,P215/65R17,240,,,,,,,,,338.830173011636,9,6
24427,19,191,1-19-2021-191-09,9,2,1585,896,796,P195/60R15,220,P195/60R15,220,,,,,,,,,338.830173011636,9,6
24428,19,192,1-19-2021-192-04,4,1,3175,1565,1724,P275/65R18,240,P275/65R18,240,,,,,,,,,184.539744109971,9,6
24428,19,192,1-19-2021-192-04,4,2,2026,1103,923,P205/70R15,210,P205/70R15,210,,,,,,,,,184.539744109971,9,6
24432,24,196,1-24-2021-196-03,3,1,1720,990,950,P205/55R16,230,P205/55R16,230,,,,,,,,,129.440455404005,1,6
24432,24,196,1-24-2021-196-03,3,2,2096,1098,1006,P235/55R17,240,P235/55R17,240,,,,,,,,,129.440455404005,1,6
24433,24,197,1-24-2021-197-04,4,1,1910,1005,940,P215/55R17,230,P215/55R17,230,,,,,,,,,465.381031706468,1,6
24433,24,197,1-24-2021-197-04,4,2,2550,1350,1395,P235/55R19,235,P235/55R19,235,,,,,,,,,465.381031706468,1,6
24434,24,198,1-24-2021-198-03,3,1,2520,1410,1300,P235/55R20,240,P235/55R20,240,,,,,,,,,129.440455404005,1,6
24434,24,198,1-24-2021-198-03,3,2,1720,990,950,P225/45R17,230,P225/45R17,230,,,,,,,,,129.440455404005,1,6
22257,16,51,1-16-2021-051-02,2,2,3334,1701,1746,P275/65R18,240,P275/65R18,240,,,,,,,,,43.0833709695205,5,6
22220,16,49,1-16-2021-049-03,3,1,1855,962,893,P225/55R17,230,P225/55R17,230,,,,,,,,,779.13213065145,5,6
22220,16,49,1-16-2021-049-03,3,2,2032,1048,1093,P225/60R17,210,P225/60R17,200,,,,,,,,,779.13213065145,5,6
22312,77,52,1-77-2021-052-06,6,1,2531,1329,1207,P245/50R20,240,P245/50R20,240,,,,,,,,,1931.85965981423,9,6
22313,77,53,1-77-2021-053-02,2,1,2150,1100,1075,P235/60R18,230,P235/60R18,210,,,,,,,,,86.1478225129126,9,6
22314,54,32,1-54-2021-032-07,7,2,2019,1066,964,P235/50R17,230,P235/50R17,230,,,,,,,,,238.93099659157,9,6
22316,59,32,1-59-2021-032-05,5,1,2250,1225,1066,P225/55R18,220,P225/55R18,220,,,,,,,,,118.327459597192,6,6
22316,59,32,1-59-2021-032-05,5,2,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,118.327459597192,6,6
22320,12,19,1-12-2021-019-03,3,1,2949,1452,1770,P265/60R18,250,P265/60R18,250,,,,,,,,,262.184802942485,9,6
22321,12,20,1-12-2021-020-07,7,1,2715,1325,1454,P235/55R20,240,P235/55R20,240,,,,,,,,,1574.11415871178,9,6
22326,48,46,1-48-2021-046-06,6,1,1810,972,880,P215/50R17,240,P215/50R17,240,,,,,,,,,485.236020261765,12,6
22328,24,91,1-24-2021-091-06,6,1,2949,1452,1679,P265/50R20,230,P265/50R20,250,,,,,,,,,667.964542319275,1,6
22329,24,92,1-24-2021-092-03,3,1,1890,988,902,P225/50R18,220,P225/50R18,190,,,,,,,,,331.375464650708,1,6
22330,24,93,1-24-2021-093-03,3,2,2090,1150,1150,P225/65R17,250,P225/65R17,250,,,,,,,,,331.37546464002,1,6
22332,25,60,1-25-2021-060-07,7,1,2540,1495,1511,P265/75R16,240,P265/75R16,240,,,,,,,,,1103.20077323005,2,6
22331,24,94,1-24-2021-094-06,6,2,1950,1100,960,P205/65R16,225,P205/65R16,225,,,,,,,,,667.964542338032,1,6
22332,25,60,1-25-2021-060-07,7,2,1878,980,898,P225/45R18,210,P225/45R18,210,,,,,,,,,1103.20077323005,2,6
22333,25,61,1-25-2021-061-04,4,1,3085,1770,1770,P275/60R20,270,P275/60R20,270,,,,,,,,,703.862667195936,2,6
22327,48,47,1-48-2021-047-08,8,1,2903,1452,1542,P245/65R17,210,P245/65R17,210,,,,,,,,,250.723873276176,12,6
22339,28,47,1-28-2021-047-10,10,1,2586,1293,1339,P215/70R15,250,P215/70R15,250,,,,,,,,,188.843571397304,3,6
22334,52,102,1-52-2021-102-04,4,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,240.839218242839,12,6
22335,52,103,1-52-2021-103-03,3,1,2475,1215,1380,P255/45R20,230,P255/45R20,250,,,,,,,,,79.6656566808841,12,6
22336,52,104,1-52-2021-104-03,3,1,3334,1497,1905,P275/55R20,270,P275/55R20,270,,,,,,,,,79.6656566808841,12,6
22337,52,105,1-52-2021-105-08,8,1,2223,1134,1225,P215/75R15,227,P215/75R15,227,,,,,,,,,83.7157060141578,12,6
22344,66,46,1-66-2021-046-04,4,1,1912,905,1007,P245/40R20,240,P245/40R20,240,,,,,,,,,144.723329543321,6,6
22346,32,75,1-32-2021-075-02,2,1,1710,920,830,P215/65R16,220,P215/65R16,220,,,,,,,,,64.6815748496446,7,6
20462,29,3,1-29-2021-003-04,4,1,2100,1175,1200,P235/50R19,240,P235/50R19,240,,,,,,,,,218.31218245407,2,6
20462,29,3,1-29-2021-003-04,4,2,2638,1241,1433,P255/50R20,230,P255/50R20,230,,,,,,,,,218.31218245407,2,6
20463,29,4,1-29-2021-004-07,7,2,1890,988,902,P215/55R17,220,P215/55R17,210,,,,,,,,,393.531514851096,2,6
20449,19,8,1-19-2021-008-05,5,1,1944,1065,995,P215/55R18,240,P215/55R18,240,,,,,,,,,47.5090336657469,9,6
20449,19,8,1-19-2021-008-05,5,2,4536,1996,2767,LT245/75R17,520,LT245/75R17,550,,,,,,,,,47.5090336657469,9,6
20475,33,1,1-33-2021-001-10,10,1,1497,835,826,P185/60R15,220,P185/60R15,220,,,,,,,,,27.8376456600101,12,6
20476,33,2,1-33-2021-002-03,3,1,1929,995,940,P205/50R17,250,P205/50R17,250,,,,,,,,,29.8280882893823,12,6
20408,54,1,1-54-2021-001-06,6,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,359.169641823415,9,6
20481,52,5,1-52-2021-005-09,9,1,2744,1475,1624,L78X158,193,L78X158,221,,,,,,,,,99.2055894218184,12,6
20482,52,6,1-52-2021-006-08,8,1,1819,1002,817,P215/60R15,200,P215/60R15,180,,,,,,,,,30.7221166012436,12,6
20479,52,3,1-52-2021-003-04,4,1,9999,9999,9999,P215/50R17,207,P215/50R17,207,,,,,,,,,50.2347317647969,12,6
20479,52,3,1-52-2021-003-04,4,2,1929,995,940,P205/60R16,240,P205/60R16,240,,,,,,,,,50.2347317647969,12,6
20483,52,7,1-52-2021-007-07,7,1,3311,1633,1860,P265/70R17,220,P265/70R17,220,,,,,,,,,91.6122267082467,12,6
20483,52,7,1-52-2021-007-07,7,2,2123,1125,1061,P235/70R16,220,P235/70R16,220,,,,,,,,,91.6122267082467,12,6
20484,20,4,1-20-2021-004-06,6,2,2125,1056,1084,P205/55R16,240,P205/55R16,240,,,,,,,,,112.060472220761,11,6
20488,27,4,1-27-2021-004-06,6,1,2122,1072,1089,P225/65R17,230,P225/65R17,230,,,,,,,,,84.8685583298838,3,6
20457,15,3,1-15-2021-003-03,3,1,2114,1034,1102,P235/50R18,220,P235/50R18,220,,,,,,,,,22.8505985566956,1,6
20493,10,6,1-10-2021-006-04,4,1,2855,1360,1560,P265/70R17,220,P265/70R17,220,,,,,,,,,492.33568968237,4,6
20494,10,7,1-10-2021-007-09,9,1,2010,1040,1060,P225/55R17,220,P225/55R17,210,,,,,,,,,1173.09491426545,4,6
20495,10,8,1-10-2021-008-03,3,2,9999,9999,9999,P185/65R14,221,P185/65R14,221,P195/60R15,221,P195/60R15,221,P205/50R16,234,P205/50R16,234,175.737215719817,4,6
20497,54,2,1-54-2021-002-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,539.042263166661,9,6
20492,77,4,1-77-2021-004-07,7,1,2195,1000,1200,P225/35R19,270,P255/30R19,320,,,,,,,,,1521.96369137904,9,6
20499,17,5,1-17-2021-005-02,2,1,2380,1248,1300,P235/50R19,240,P235/50R19,240,,,,,,,,,63.7137743550154,4,6
20498,17,4,1-17-2021-004-08,8,1,2240,1229,1179,P235/75R15,207,P235/75R15,241,,,,,,,,,308.562110762693,4,6
20361,16,1,1-16-2021-001-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,453.947044454748,5,6
20361,16,1,1-16-2021-001-03,3,2,2540,1361,1216,P245/45R20,240,P245/45R20,240,,,,,,,,,453.947044454748,5,6
20503,48,4,1-48-2021-004-10,10,1,2608,1338,1452,P255/60R17,220,P255/60R17,220,,,,,,,,,761.012496197652,12,6
20504,24,4,1-24-2021-004-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,99.3582505511419,1,6
20502,48,3,1-48-2021-003-06,6,1,2023,1068,959,P235/45R18,235,P235/45R18,235,,,,,,,,,85.0434514382502,12,6
20506,24,6,1-24-2021-006-04,4,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,370.85429194638,1,6
20507,24,7,1-24-2021-007-07,7,2,2270,1150,1250,P225/55R18,240,P225/55R18,240,,,,,,,,,633.060234229209,1,6
20501,11,1,1-11-2021-001-03,3,2,2141,1072,1089,P225/55R19,230,P225/55R19,230,,,,,,,,,3474.20574367095,8,6
20510,28,5,1-28-2021-005-07,7,1,2018,1049,969,P215/60R16,240,P215/60R16,240,,,,,,,,,134.451294628434,3,6
20512,24,5,1-24-2021-005-07,7,1,2100,1065,1055,P225/65R17,999,P225/65R17,999,,,,,,,,,633.060234195391,1,6
20512,24,5,1-24-2021-005-07,7,2,3288,1224,1950,P265/70R18,241,P265/70R18,241,,,,,,,,,633.060234195391,1,6
20513,52,8,1-52-2021-008-06,6,2,9999,9999,9999,P225/65R17,210,P225/65R17,210,,,,,,,,,39.5774749374467,12,6
20514,52,9,1-52-2021-009-06,6,1,2658,1350,1315,P235/60R16,240,P235/60R16,240,,,,,,,,,39.5774749374467,12,6
20519,73,5,1-73-2021-005-04,4,1,2715,1405,1405,P235/55R18,250,P235/55R18,250,,,,,,,,,223.765775793046,3,6
20527,12,1,1-12-2021-001-03,3,1,3175,1599,1724,P275/55R20,240,P275/55R20,240,,,,,,,,,402.371021279493,9,6
20514,52,9,1-52-2021-009-06,6,2,9999,9999,9999,P245/70R17,999,P245/70R17,999,,,,,,,,,39.5774749374467,12,6
24435,24,199,1-24-2021-199-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,129.440455404005,1,6
24435,24,199,1-24-2021-199-03,3,2,1917,1010,940,P215/60R16,220,P215/60R16,220,,,,,,,,,129.440455404005,1,6
24436,13,134,1-13-2021-134-06,6,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,1100.37696924166,7,6
24438,13,136,1-13-2021-136-05,5,1,3221,1565,1746,P265/60R18,240,P265/60R18,240,,,,,,,,,77.7542768691706,7,6
24437,13,135,1-13-2021-135-03,3,2,3085,1656,1792,P275/55R20,210,P275/55R20,210,,,,,,,,,623.483397446892,7,6
24437,13,135,1-13-2021-135-03,3,3,2010,1090,935,9999999999,999,9999999999,999,,,,,,,,,623.483397446892,7,6
24437,13,135,1-13-2021-135-03,3,4,2115,997,1118,9999999999,999,9999999999,999,,,,,,,,,623.483397446892,7,6
24439,52,217,1-52-2021-217-09,9,2,2128,1141,987,P225/55R17,210,P225/55R17,210,,,,,,,,,188.63944895629,12,6
24440,52,218,1-52-2021-218-04,4,1,1955,1080,875,9999999999,999,9999999999,999,,,,,,,,,95.5213529177841,12,6
24440,52,218,1-52-2021-218-04,4,2,2230,1220,1220,P225/60R18,230,P225/60R18,230,,,,,,,,,95.5213529177841,12,6
24443,28,104,1-28-2021-104-01,1,1,1736,914,822,P205/55R16,240,P205/55R16,240,,,,,,,,,49.2071087049636,3,6
24443,28,104,1-28-2021-104-01,1,2,3198,1599,1724,P275/55R20,240,P275/55R20,240,,,,,,,,,49.2071087049636,3,6
24442,52,220,1-52-2021-220-03,3,1,1929,995,940,P205/50R17,250,P205/50R17,250,,,,,,,,,31.5968942382498,12,6
24448,66,100,1-66-2021-100-09,9,1,2695,1320,1450,P235/65R16,240,P235/65R16,240,,,,,,,,,144.174066612041,6,6
24449,66,101,1-66-2021-101-09,9,1,3017,1656,1770,P245/70R17,241,P245/70R17,241,,,,,,,,,144.174066612041,6,6
20515,52,10,1-52-2021-010-06,6,1,2071,1056,1018,P225/55R19,250,P225/55R19,250,,,,,,,,,39.5774749374467,12,6
20515,52,10,1-52-2021-010-06,6,2,2050,1140,970,P215/50R16,210,P215/50R16,210,,,,,,,,,39.5774749374467,12,6
20526,27,6,1-27-2021-006-07,7,1,3266,1792,1792,P265/65R18,240,P265/65R18,240,,,,,,,,,553.328085586439,3,6
20519,73,5,1-73-2021-005-04,4,2,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,223.765775793046,3,6
20526,27,6,1-27-2021-006-07,7,2,1581,819,771,P175/65R14,210,P175/65R14,210,,,,,,,,,553.328085586439,3,6
20528,12,2,1-12-2021-002-07,7,2,2041,982,1080,P255/40R19,220,P255/40R19,220,,,,,,,,,2415.76900927516,9,6
20520,73,6,1-73-2021-006-03,3,1,2205,1150,1250,P225/55R18,240,P225/55R18,240,,,,,,,,,109.731931448097,3,6
20525,27,5,1-27-2021-005-07,7,2,1537,794,758,P185/65R15,230,P185/65R15,230,,,,,,,,,553.328085586439,3,6
20437,23,2,1-23-2021-002-03,3,1,3992,1962,2223,LT245/75R17,450,LT245/75R17,500,,,,,,,,,334.819976913066,5,6
20532,32,6,1-32-2021-006-01,1,1,2515,1240,1325,P245/60R18,220,P245/60R18,220,,,,,,,,,229.912706115191,7,6
20516,52,11,1-52-2021-011-04,4,2,2195,1134,1067,P235/55R17,240,P235/55R17,240,,,,,,,,,58.8316465493822,12,6
20534,14,2,1-14-2021-002-05,5,1,2100,1203,1191,P215/55R17,240,P215/55R17,240,,,,,,,,,252.290284723637,8,6
20533,32,7,1-32-2021-007-04,4,1,1840,1030,950,P225/40R18,230,P225/40R18,230,,,,,,,,,8342.86106020066,7,6
20531,31,3,1-31-2021-003-04,4,1,2246,1275,1275,P245/45R20,220,P245/45R20,220,,,,,,,,,223.387528164507,6,6
20534,14,2,1-14-2021-002-05,5,2,1720,940,800,P205/55R16,220,P205/55R16,220,,,,,,,,,252.290284723637,8,6
20529,59,2,1-59-2021-002-02,2,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,113.002030693644,6,6
20529,59,2,1-59-2021-002-02,2,2,2949,1452,1770,P265/60R18,250,P265/60R18,250,,,,,,,,,113.002030693644,6,6
20535,14,3,1-14-2021-003-06,6,2,1720,920,810,P205/55R16,220,P205/55R16,220,,,,,,,,,2688.9112068274,8,6
20521,16,4,1-16-2021-004-07,7,1,1974,1012,962,P215/60R16,240,P215/60R16,240,,,,,,,,,6310.97741151866,5,6
20522,16,5,1-16-2021-005-05,5,1,1910,1005,940,P215/60R16,220,P215/60R16,220,,,,,,,,,188.546282943076,5,6
20524,13,4,1-13-2021-004-02,2,1,4536,2359,2876,LT275/65R20,420,LT275/65R20,450,,,,,,,,,73.7025912358478,7,6
20537,31,4,1-31-2021-004-09,9,1,2727,1633,1727,P245/70R16,241,P245/70R16,241,,,,,,,,,263.104368319194,6,6
20540,19,9,1-19-2021-009-08,8,1,3039,1565,1724,P255/65R17,240,P255/65R17,240,,,,,,,,,80.6950063405376,9,6
20539,76,4,1-76-2021-004-04,4,1,4536,2722,2949,LT275/70R18,415,LT275/70R18,550,,,,,,,,,22.0669458821352,3,6
20541,19,10,1-19-2021-010-08,8,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,80.6950063405376,9,6
20523,13,3,1-13-2021-003-02,2,1,2405,1248,1339,P225/55R19,250,P225/55R19,250,,,,,,,,,73.7025912358478,7,6
20538,76,3,1-76-2021-003-07,7,1,2080,1100,1030,P215/55R17,235,P215/55R17,235,,,,,,,,,40.9987356280821,3,6
20542,19,11,1-19-2021-011-07,7,1,1660,920,840,P185/65R15,230,P185/65R15,230,,,,,,,,,442.13240665677,9,6
20523,13,3,1-13-2021-003-02,2,2,1635,865,780,P205/50R17,230,P205/50R17,230,,,,,,,,,73.7025912358478,7,6
20552,66,3,1-66-2021-003-09,9,1,2541,1248,1429,P215/75R16,227,P215/75R16,227,,,,,,,,,144.174066612041,6,6
20543,19,12,1-19-2021-012-10,10,1,2036,1109,1012,9999999999,999,9999999999,999,,,,,,,,,1800.26627787226,9,6
20544,20,5,1-20-2021-005-07,7,1,1666,908,758,P195/65R15,260,P195/65R15,260,,,,,,,,,583.940449757755,11,6
20544,20,5,1-20-2021-005-07,7,2,1665,895,780,P205/55R16,220,P205/55R16,220,,,,,,,,,583.940449757755,11,6
20553,29,5,1-29-2021-005-06,6,1,2071,1209,1136,P215/55R17,220,P215/55R17,220,,,,,,,,,161.815704845503,2,6
20553,29,5,1-29-2021-005-06,6,2,2100,1160,1140,P235/45R18,235,P235/45R18,235,,,,,,,,,161.815704845503,2,6
20558,20,7,1-20-2021-007-03,3,1,1710,920,830,P235/40R18,225,P235/40R18,220,,,,,,,,,77.6880934786098,11,6
20558,20,7,1-20-2021-007-03,3,2,1733,939,839,P215/45R17,220,P215/45R17,220,,,,,,,,,77.6880934786098,11,6
20554,29,6,1-29-2021-006-03,3,1,2105,1150,1150,P225/65R17,230,P225/65R17,230,,,,,,,,,91.6862204686129,2,6
20559,21,7,1-21-2021-007-03,3,2,1844,1050,971,P225/40R18,230,P225/40R18,210,,,,,,,,,105.705149535427,11,6
20560,21,8,1-21-2021-008-03,3,1,1762,925,837,P205/55R16,240,P205/55R16,240,,,,,,,,,105.705149514297,11,6
20551,22,6,1-22-2021-006-06,6,1,2422,1229,1338,P235/75R15,179,P235/75R15,179,,,,,,,,,56.4650392822413,12,6
20551,22,6,1-22-2021-006-06,6,2,2019,1066,964,P235/50R17,220,P235/50R17,220,,,,,,,,,56.4650392822413,12,6
20557,30,7,1-30-2021-007-04,4,1,2745,1339,1407,P225/65R17,250,P225/65R17,250,,,,,,,,,2279.69650631218,10,6
20438,23,3,1-23-2021-003-03,3,1,2420,1350,1395,P235/65R17,234,P235/65R17,234,,,,,,,,,334.819976913066,5,6
20564,77,5,1-77-2021-005-03,3,2,2125,1145,1000,P245/40R19,230,P245/40R19,230,,,,,,,,,268.154715783789,9,6
20548,15,8,1-15-2021-008-07,7,1,1744,917,827,9999999999,999,9999999999,999,,,,,,,,,71.217364038138,1,6
20546,15,6,1-15-2021-006-06,6,2,1576,830,830,9999999999,999,9999999999,999,,,,,,,,,26.7232852973978,1,6
20563,21,11,1-21-2021-011-06,6,1,2291,1184,1184,P225/60R17,230,P225/60R17,230,,,,,,,,,213.073384567573,11,6
20566,26,5,1-26-2021-005-03,3,1,2395,1135,1260,9999999999,999,9999999999,999,,,,,,,,,59.5777764287958,10,6
20573,25,6,1-25-2021-006-06,6,2,1950,1100,960,P215/55R17,225,P215/55R17,225,,,,,,,,,164.768879028188,2,6
20569,22,7,1-22-2021-007-04,4,1,1733,939,839,P215/45R17,220,P215/45R17,220,,,,,,,,,101.935338041233,12,6
20578,26,8,1-26-2021-008-07,7,1,1497,851,810,P185/55R15,230,P185/55R15,210,,,,,,,,,309.583377596731,10,6
20567,26,6,1-26-2021-006-06,6,1,1700,915,795,P195/65R15,210,P195/65R15,210,,,,,,,,,120.092904906548,10,6
20579,25,7,1-25-2021-007-09,9,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,584.143012549165,2,6
20568,26,7,1-26-2021-007-03,3,1,1789,1021,975,P195/65R15,250,P195/65R15,240,,,,,,,,,59.5777764261176,10,6
20568,26,7,1-26-2021-007-03,3,2,1915,1030,905,P235/45R17,220,P235/45R17,200,,,,,,,,,59.5777764261176,10,6
20584,23,7,1-23-2021-007-03,3,1,2130,1100,1075,P235/60R18,230,P235/60R18,210,,,,,,,,,130.881669545163,5,6
20583,23,6,1-23-2021-006-03,3,1,2638,1495,1511,P265/70R16,240,P265/70R16,240,,,,,,,,,130.881669545163,5,6
20571,28,7,1-28-2021-007-09,9,1,2470,1260,1230,P225/60R17,240,P225/60R17,240,,,,,,,,,145.59541244007,3,6
20453,16,3,1-16-2021-003-03,3,1,1780,990,910,P195/65R15,250,P195/65R15,250,,,,,,,,,307.79793894265,5,6
20594,54,3,1-54-2021-003-05,5,1,3084,1497,1724,LT275/55R20,240,LT275/55R20,240,,,,,,,,,159.503349608966,9,6
20592,77,6,1-77-2021-006-08,8,2,1800,967,833,P205/55R16,240,P205/55R16,240,,,,,,,,,418.28329968295,9,6
20593,77,7,1-77-2021-007-03,3,1,9999,9999,9999,9999999999,999,9999999999,999,,,,,,,,,398.047335851815,9,6
20596,17,7,1-17-2021-007-08,8,1,2053,1077,984,P225/60R17,230,P225/60R17,230,,,,,,,,,73.2401156970787,4,6
20603,24,8,1-24-2021-008-03,3,1,1770,955,820,P215/50R17,220,P215/50R17,220,,,,,,,,,104.841552422715,1,6
20604,24,9,1-24-2021-009-03,3,1,2025,1175,1200,P225/65R17,240,P225/65R17,240,,,,,,,,,104.841552422715,1,6
20604,24,9,1-24-2021-009-03,3,2,1720,990,950,P205/55R16,230,P205/55R16,230,,,,,,,,,104.841552422715,1,6
20605,24,10,1-24-2021-010-03,3,1,2795,1325,1640,P275/45R20,230,P275/45R20,280,,,,,,,,,104.841552440145,1,6
