CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,PBED,CASEWGT,PSUSTRAT,VERSION
20769,24,16,1-24-2021-016-03,3,2,887,887,301,887,887,887,887,887,887,887,30,44,108,887,887,887,887,205,16,23,105,887,41,88,887,887,113.48027684511,1,6
20769,24,16,1-24-2021-016-03,3,1,887,887,887,887,887,887,887,281,887,887,62,887,138,887,887,887,887,165,9,20,120,887,48,87,887,887,113.48027684511,1,6
20767,48,10,1-48-2021-010-03,3,2,887,887,300,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,15,5,102,887,887,887,887,887,118.597247063654,12,6
20766,48,9,1-48-2021-009-07,7,1,887,887,267,887,887,887,887,267,887,887,38,40,125,999,999,34,19,169,8,6,112,887,887,887,887,887,686.64466089287,12,6
20765,11,3,1-11-2021-003-02,2,1,887,887,887,887,887,887,887,260,887,887,40,42,122,887,887,887,887,887,887,887,887,887,887,887,887,887,88.5808533325855,8,6
20764,11,2,1-11-2021-002-04,4,2,887,887,367,887,887,887,887,367,887,887,44,56,130,887,887,887,887,887,887,887,887,887,887,887,887,188,3632.14285395619,8,6
20762,77,10,1-77-2021-010-03,3,1,887,887,887,887,887,887,887,887,887,887,45,887,123,887,887,887,887,887,887,887,887,887,887,887,887,887,316.353167528995,9,6
20761,14,8,1-14-2021-008-05,5,2,887,887,887,887,887,887,887,887,887,887,40,887,106,887,887,887,887,162,887,887,109,887,40,85,887,887,252.290284723637,8,6
20761,14,8,1-14-2021-008-05,5,1,887,887,272,887,887,887,887,282,887,887,887,30,153,887,887,63,60,999,12,14,117,887,29,81,887,887,252.290284723637,8,6
20759,76,8,1-76-2021-008-04,4,1,887,887,286,887,887,887,887,288,887,887,887,887,887,887,887,887,887,887,12,24,107,887,887,887,887,887,43.7646309414867,3,6
20754,25,12,1-25-2021-012-04,4,2,887,887,887,887,887,887,887,887,887,887,999,887,127,887,887,887,887,887,887,887,887,887,887,887,887,887,630.991187542309,2,6
20754,25,12,1-25-2021-012-04,4,1,887,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,887,887,887,887,887,887,630.991187542309,2,6
20752,31,8,1-31-2021-008-10,10,1,887,887,887,887,887,887,887,270,887,887,887,887,887,887,887,887,887,887,8,4,109,887,887,887,887,887,255.507439927165,6,6
20751,73,9,1-73-2021-009-03,3,2,105,887,283,887,102,105,887,283,887,102,48,39,126,887,887,999,26,165,10,13,105,887,38,89,887,887,40.0727081962544,3,6
20751,73,9,1-73-2021-009-03,3,1,98,887,282,887,104,98,887,282,887,104,45,887,120,887,887,887,887,193,9,14,114,887,37,81,887,887,40.0727081962544,3,6
20749,32,19,1-32-2021-019-05,5,1,887,887,887,887,887,887,887,887,887,887,999,999,145,887,887,61,887,887,12,25,108,887,34,85,887,887,74.4174451122111,7,6
20748,19,19,1-19-2021-019-10,10,1,887,887,887,887,887,887,887,887,887,887,43,887,120,999,999,887,887,887,887,887,887,887,887,887,887,887,5342.50757523584,9,6
20747,10,17,1-10-2021-017-09,9,1,887,887,887,887,887,887,887,254,887,887,36,887,130,999,999,887,887,887,999,999,999,887,887,887,887,887,840.799736566315,4,6
20746,32,18,1-32-2021-018-04,4,1,887,887,999,887,887,887,887,279,887,887,887,887,887,887,887,887,887,887,10,22,106,887,887,887,887,887,2125.21883869079,7,6
20743,21,20,1-21-2021-020-01,1,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,999,29,71,887,887,55.1120260278725,11,6
20742,29,10,1-29-2021-010-03,3,1,887,887,887,887,887,887,887,887,887,887,28,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,50.8675321198567,2,6
20741,29,9,1-29-2021-009-09,9,1,887,887,887,887,887,887,887,887,887,887,37,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,330.51706380376,2,6
20740,21,19,1-21-2021-019-02,2,3,887,887,887,887,887,887,887,887,887,887,999,887,119,999,999,887,887,887,887,887,887,887,887,887,887,887,27.2548662852938,11,6
20740,21,19,1-21-2021-019-02,2,2,887,887,999,887,887,887,887,887,887,887,887,999,887,887,887,49,999,999,999,999,999,887,887,887,887,887,27.2548662852938,11,6
20736,15,14,1-15-2021-014-02,2,2,887,887,999,887,887,887,887,887,887,887,999,887,117,887,887,887,887,887,999,999,999,887,887,887,887,887,19.3764291055658,1,6
20736,15,14,1-15-2021-014-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,123,887,887,887,887,887,887,887,887,887,887,887,887,887,19.3764291055658,1,6
20735,15,13,1-15-2021-013-04,4,1,887,887,887,887,887,887,887,887,887,887,50,887,999,887,887,887,887,887,887,887,887,887,887,887,887,887,44.7848728266793,1,6
22236,19,91,1-19-2021-091-03,3,2,887,887,887,887,887,887,887,887,887,887,42,35,140,999,999,887,887,887,887,887,887,887,887,887,887,887,145.880139410323,9,6
22246,11,35,1-11-2021-035-02,2,1,887,887,887,887,887,887,887,887,887,887,40,887,114,887,887,887,887,887,14,16,111,887,887,887,887,887,149.238818956074,8,6
22979,11,49,1-11-2021-049-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,109,887,887,887,887,887,887,887,887,887,887,80,887,887,2016.76022499388,8,6
22004,11,32,1-11-2021-032-05,5,4,887,887,338,887,887,887,887,338,887,887,887,887,887,887,887,887,887,887,12,10,122,887,887,887,196,999,108.959765151505,8,6
22981,24,117,1-24-2021-117-05,5,1,887,887,887,887,887,887,887,887,887,887,23,37,92,887,887,887,887,887,887,887,887,887,887,887,887,887,113.48027684511,1,6
22004,11,32,1-11-2021-032-05,5,3,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,247,12,10,132,887,887,887,887,887,108.959765151505,8,6
22255,66,45,1-66-2021-045-10,10,1,887,887,887,887,887,887,887,887,887,887,999,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,165.532461606891,6,6
22256,16,50,1-16-2021-050-02,2,1,887,887,887,887,887,887,887,887,887,887,58,887,109,999,887,887,887,887,887,887,887,887,887,887,887,887,43.0833709728632,5,6
22256,16,50,1-16-2021-050-02,2,2,887,887,887,887,887,887,887,887,887,887,54,887,122,887,887,887,887,887,887,887,887,887,887,887,887,887,43.0833709728632,5,6
22950,76,53,1-76-2021-053-04,4,1,887,887,270,887,887,887,887,270,887,887,23,887,114,887,887,887,887,887,12,16,102,5,38,85,887,887,30.5408632847793,3,6
22211,21,83,1-21-2021-083-06,6,1,887,887,887,887,887,887,887,887,887,887,999,887,96,999,999,887,887,887,887,887,887,887,887,887,887,887,878.98242933448,11,6
23494,25,90,1-25-2021-090-09,9,2,887,887,999,887,887,887,887,887,887,887,999,887,122,887,887,59,887,887,999,999,110,887,35,78,887,887,2222.656951737,2,6
23495,18,81,1-18-2021-081-01,1,3,887,887,261,887,887,887,887,887,887,887,34,38,132,887,887,49,67,89,12,15,120,887,887,887,887,887,62.2666828171456,6,6
22793,29,64,1-29-2021-064-09,9,2,887,887,887,887,887,887,887,887,887,887,887,46,887,887,887,55,70,76,887,887,887,887,887,887,887,887,192.290258068524,2,6
22795,26,105,1-26-2021-105-03,3,1,887,887,887,887,887,887,887,887,887,887,43,887,112,999,999,887,887,184,999,999,122,887,41,87,887,887,404.328967411504,10,6
22795,26,105,1-26-2021-105-03,3,2,887,887,887,887,887,887,887,999,887,887,999,887,98,999,999,887,887,206,999,999,131,887,48,89,887,887,404.328967411504,10,6
23498,32,114,1-32-2021-114-05,5,1,887,887,887,887,887,887,887,887,887,887,38,887,107,887,887,51,887,887,887,887,111,887,35,79,887,887,293.587163810608,7,6
23501,28,80,1-28-2021-080-07,7,1,887,887,278,887,887,887,887,887,887,887,38,887,131,999,999,887,887,887,11,28,106,887,887,887,887,887,322.41101951872,3,6
22797,26,107,1-26-2021-107-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,134,76,49,52,887,887,999,999,116,887,31,77,887,887,17.3776093333343,10,6
22797,26,107,1-26-2021-107-02,2,2,887,887,887,887,887,887,887,887,887,887,999,999,109,999,999,50,999,999,887,887,113,887,34,80,887,887,17.3776093333343,10,6
23505,18,83,1-18-2021-083-09,9,1,887,887,887,887,887,887,887,272,887,887,887,887,121,887,887,57,887,887,10,18,114,887,887,887,887,887,701.117557839828,6,6
23506,52,163,1-52-2021-163-08,8,1,887,887,999,887,887,887,887,999,887,887,999,887,119,887,887,887,887,887,887,887,108,887,887,887,887,887,39.9305451106576,12,6
23506,52,163,1-52-2021-163-08,8,2,887,887,370,887,887,887,887,393,887,887,56,887,132,887,887,887,887,887,7,11,133,887,887,887,887,201,39.9305451106576,12,6
23049,23,94,1-23-2021-094-03,3,2,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,887,887,266.587727701865,5,6
23795,24,164,1-24-2021-164-02,2,2,887,887,887,887,887,887,887,887,887,887,887,38,887,887,887,55,999,999,887,887,887,887,887,887,887,887,96.2126014946297,1,6
23795,24,164,1-24-2021-164-02,2,1,887,887,887,887,887,887,887,887,887,887,20,41,127,999,999,887,887,887,887,887,887,887,887,887,887,887,96.2126014946297,1,6
23796,24,165,1-24-2021-165-03,3,1,887,887,887,887,887,887,887,887,887,887,47,887,110,999,999,887,887,887,887,887,887,887,887,887,887,887,515.720559819978,1,6
23050,23,95,1-23-2021-095-01,1,1,887,887,999,887,887,887,887,999,887,887,999,887,126,887,887,887,887,167,999,999,98,887,40,91,887,887,71.1556240633317,5,6
23050,23,95,1-23-2021-095-01,1,2,887,887,999,887,887,887,887,999,887,887,999,887,121,887,887,887,887,887,887,887,133,887,46,94,359,999,71.1556240633317,5,6
23051,23,96,1-23-2021-096-04,4,3,999,999,999,999,999,999,999,999,999,999,999,999,159,999,999,999,999,152,999,999,130,999,40,81,887,887,759.153714780231,5,6
23052,54,53,1-54-2021-053-05,5,1,887,887,887,887,887,887,887,999,887,887,24,887,113,887,887,887,887,887,999,999,999,887,887,887,887,887,145.454151439287,9,6
23052,54,53,1-54-2021-053-05,5,2,887,887,252,887,887,887,887,887,887,887,999,887,117,887,887,887,887,887,9,24,99,999,999,887,887,887,145.454151439287,9,6
23054,77,68,1-77-2021-068-02,2,1,887,887,275,887,887,887,887,275,887,887,40,887,131,887,887,887,887,887,887,887,887,887,887,887,887,887,86.1478225129126,9,6
23057,59,49,1-59-2021-049-04,4,1,887,887,887,887,887,887,887,887,887,887,43,887,103,887,887,887,887,887,887,887,887,887,887,887,887,887,9074.11658700025,6,6
23802,52,178,1-52-2021-178-09,9,1,887,887,288,887,887,887,887,289,887,887,37,887,131,887,887,887,887,887,9,12,123,887,887,887,887,887,659.533200406755,12,6
20733,22,14,1-22-2021-014-09,9,1,887,887,999,887,887,887,887,999,887,887,999,887,125,887,887,58,887,887,999,999,116,887,40,999,887,887,48.3087842412212,12,6
20732,19,20,1-19-2021-020-02,2,2,887,887,887,887,887,887,887,887,887,887,48,49,122,999,999,887,887,887,887,887,887,887,887,887,887,887,47.1230765782335,9,6
20732,19,20,1-19-2021-020-02,2,1,887,887,887,887,887,887,887,250,887,887,43,48,108,102,150,887,887,887,14,18,108,887,887,887,887,887,47.1230765782335,9,6
20730,19,18,1-19-2021-018-05,5,1,887,887,281,887,887,887,887,281,887,887,42,40,128,999,999,887,887,887,14,20,109,887,887,999,887,887,47.5090336657469,9,6
20729,19,17,1-19-2021-017-03,3,1,887,887,279,887,887,887,887,282,887,887,36,887,887,887,887,887,887,887,12,21,109,6,39,80,887,887,227.886845296031,9,6
20728,20,11,1-20-2021-011-05,5,2,999,999,258,887,887,887,887,258,887,887,50,887,104,887,887,45,887,887,12,16,112,6,38,79,887,887,144.35660951693,11,6
20728,20,11,1-20-2021-011-05,5,1,887,887,286,887,887,887,887,280,887,887,40,887,129,887,887,65,887,887,12,14,122,4,40,84,887,887,144.35660951693,11,6
20726,27,10,1-27-2021-010-06,6,2,887,887,887,887,887,887,887,268,887,887,887,887,887,887,887,887,887,887,15,20,116,887,887,887,887,887,27.48945767066,3,6
20726,27,10,1-27-2021-010-06,6,1,887,887,887,887,887,887,887,887,887,887,999,887,111,999,999,887,887,887,887,887,887,887,887,887,887,887,27.48945767066,3,6
20720,22,11,1-22-2021-011-06,6,1,887,887,887,887,887,887,887,887,887,887,40,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,39.6585488242992,12,6
20719,18,9,1-18-2021-009-03,3,1,887,887,267,887,887,887,887,887,887,887,47,887,123,887,887,887,887,887,12,16,104,887,887,887,887,887,143.835732522311,6,6
20718,18,8,1-18-2021-008-09,9,1,887,887,887,887,887,887,887,261,887,887,887,887,887,887,887,887,887,887,16,18,89,887,887,887,887,887,810.336620350269,6,6
20714,23,11,1-23-2021-011-10,10,1,887,887,999,887,887,887,887,999,887,887,999,887,126,887,887,60,887,887,999,999,113,887,32,84,887,887,16614.5161671733,5,6
20713,23,10,1-23-2021-010-09,9,1,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,999,887,887,5774.17928377266,5,6
20712,66,7,1-66-2021-007-01,1,2,887,887,887,887,887,887,887,887,887,887,999,887,122,887,887,887,887,189,887,887,887,887,887,887,887,887,130.690432211416,6,6
20712,66,7,1-66-2021-007-01,1,1,887,887,999,887,887,887,887,313,887,887,999,887,120,999,999,887,887,887,9,18,117,7,42,77,187,130,130.690432211416,6,6
24037,21,157,1-21-2021-157-05,5,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,10,14,136,9,35,79,887,887,62.3486315402785,11,6
24038,21,158,1-21-2021-158-02,2,2,887,887,335,887,887,887,887,365,887,887,50,50,136,999,999,887,887,887,10,12,159,887,887,887,304,999,27.1417422363749,11,6
24039,20,153,1-20-2021-153-03,3,2,887,887,887,887,887,887,887,274,887,887,887,887,887,887,887,887,887,887,12,15,114,887,887,887,887,887,115.697218077316,11,6
24040,20,154,1-20-2021-154-08,8,1,887,887,267,887,887,887,887,263,887,887,40,887,121,66,61,60,887,887,13,17,102,6,39,78,887,887,111.445410670008,11,6
24041,20,155,1-20-2021-155-06,6,2,887,887,999,887,887,887,887,999,887,887,999,999,133,999,999,52,999,999,999,999,115,999,30,82,887,887,233.214729406982,11,6
24043,26,169,1-26-2021-169-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,139,887,887,49,887,887,999,999,109,999,39,80,887,887,14.4738277659613,10,6
24044,26,170,1-26-2021-170-05,5,2,887,887,887,887,887,887,887,270,887,887,887,999,887,887,887,51,999,999,14,18,103,887,887,887,887,887,27.8233032917168,10,6
24049,25,106,1-25-2021-106-04,4,1,887,887,887,887,887,887,887,887,887,887,42,887,110,887,887,887,887,156,887,887,107,887,40,87,887,887,953.759730351558,2,6
24050,30,112,1-30-2021-112-05,5,1,887,887,887,887,887,887,887,887,887,887,50,50,107,999,887,887,887,887,999,999,887,887,887,887,887,887,87.3868551536425,10,6
24050,30,112,1-30-2021-112-05,5,2,887,887,887,887,887,887,887,887,887,887,50,887,96,999,887,887,887,887,887,887,887,887,887,887,887,887,87.3868551536425,10,6
24051,18,100,1-18-2021-100-06,6,1,887,887,304,887,887,887,887,309,887,887,887,887,887,887,887,887,887,887,999,999,125,887,887,887,887,887,433.080620643413,6,6
24052,17,94,1-17-2021-094-03,3,1,887,887,237,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,4,12,887,887,887,887,887,887,153.394823890928,4,6
24247,14,90,1-14-2021-090-04,4,2,887,887,887,887,887,887,887,286,887,887,26,887,139,887,887,887,887,887,13,12,105,887,887,887,887,887,14084.353109778,8,6
24248,28,97,1-28-2021-097-03,3,1,887,887,887,887,887,887,887,328,887,887,887,887,887,887,999,887,887,887,16,23,125,10,40,96,887,887,79.3873042169207,3,6
23475,24,144,1-24-2021-144-03,3,2,887,887,887,887,887,887,887,887,887,887,30,35,122,887,887,60,999,999,887,887,887,887,887,887,887,887,246.428236067674,1,6
23475,24,144,1-24-2021-144-03,3,1,887,887,887,887,887,887,887,887,887,887,33,35,126,887,887,60,887,887,887,887,113,887,32,84,887,887,246.428236067674,1,6
24250,66,97,1-66-2021-097-02,2,2,887,887,357,887,887,887,887,357,887,887,999,887,132,999,999,887,887,887,10,22,140,887,887,887,999,190,117.528619841367,6,6
24252,32,132,1-32-2021-132-02,2,1,887,887,887,887,887,887,887,999,887,887,999,887,121,999,999,887,887,168,999,999,106,887,40,86,887,887,83.5809445243424,7,6
23476,24,145,1-24-2021-145-03,3,1,887,887,264,887,887,887,887,887,887,887,50,887,105,887,887,887,887,887,13,25,999,887,887,887,887,887,246.428236085863,1,6
23476,24,145,1-24-2021-145-03,3,2,887,887,255,887,887,887,887,256,887,887,887,887,111,887,887,887,887,167,18,22,98,887,40,91,887,887,246.428236085863,1,6
23477,24,146,1-24-2021-146-03,3,1,887,887,887,887,887,887,887,887,887,887,36,31,119,999,999,887,887,887,887,887,887,887,887,887,887,887,246.428236085863,1,6
23477,24,146,1-24-2021-146-03,3,2,887,887,887,887,887,887,887,887,887,887,39,42,114,887,887,887,887,170,887,887,107,887,38,89,887,887,246.428236085863,1,6
23478,24,147,1-24-2021-147-03,3,2,887,887,887,887,887,887,887,887,887,887,999,999,122,999,999,999,999,156,887,887,887,887,887,887,887,887,246.428236044893,1,6
23479,52,159,1-52-2021-159-06,6,1,887,887,285,887,887,887,887,288,887,887,50,53,887,887,887,887,887,887,10,17,108,887,887,887,887,887,77.2791938126918,12,6
20711,66,6,1-66-2021-006-10,10,1,887,887,999,887,887,887,887,316,887,887,35,887,133,887,887,887,887,887,11,21,136,887,887,887,887,198,165.532461606891,6,6
20709,14,6,1-14-2021-006-03,3,2,887,887,887,887,887,887,887,887,887,887,48,887,134,887,887,887,887,887,887,887,887,887,887,887,887,887,1111.01570206428,8,6
20708,59,5,1-59-2021-005-02,2,1,887,887,887,887,887,887,887,887,887,887,999,887,102,887,887,887,887,887,887,887,887,887,887,887,887,887,135.071774698596,6,6
20704,32,13,1-32-2021-013-02,2,1,887,887,887,887,887,887,887,887,887,887,52,887,153,887,887,887,887,887,887,887,887,887,887,887,887,887,81.5577223560756,7,6
20700,13,8,1-13-2021-008-03,3,1,887,887,887,887,887,887,887,887,887,887,46,887,144,999,999,887,887,887,887,887,887,887,887,887,887,887,1841.76475680042,7,6
20699,13,7,1-13-2021-007-10,10,1,887,887,887,887,887,887,887,887,887,887,999,887,149,999,999,887,887,887,887,887,887,887,887,887,887,887,20346.058771798,7,6
20691,25,10,1-25-2021-010-09,9,1,887,887,259,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,12,20,108,887,887,887,887,887,1263.52475607815,2,6
20690,16,9,1-16-2021-009-02,2,1,887,887,887,887,887,887,887,887,887,887,42,887,129,887,887,887,887,887,887,887,887,887,887,887,887,887,28.6223239855587,5,6
20689,16,8,1-16-2021-008-06,6,1,887,887,282,887,887,887,887,887,887,887,43,887,121,999,999,887,887,887,14,24,128,887,887,887,887,887,1025.13996352251,5,6
20679,10,16,1-10-2021-016-08,8,1,887,887,290,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,121,887,887,887,887,887,86.0905692635927,4,6
20678,10,15,1-10-2021-015-08,8,1,887,887,305,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,12,18,121,887,887,887,887,887,86.0905692635927,4,6
20677,54,4,1-54-2021-004-08,8,1,887,887,265,887,887,887,887,265,887,887,32,887,89,887,887,887,887,887,8,14,110,887,887,887,887,887,325.829413997932,9,6
20676,77,9,1-77-2021-009-10,10,1,887,887,286,887,887,887,887,286,887,887,45,887,116,887,887,887,887,887,12,25,107,6,37,88,887,887,15312.4536697005,9,6
20675,77,8,1-77-2021-008-02,2,1,887,887,260,887,887,887,887,278,887,887,38,887,92,887,887,887,887,887,887,887,887,887,887,887,887,887,86.1478225129126,9,6
20673,30,12,1-30-2021-012-03,3,4,887,887,887,887,887,887,887,887,887,887,45,887,137,887,887,887,887,887,887,887,887,887,887,887,887,887,201.49658033458,10,6
20673,30,12,1-30-2021-012-03,3,2,887,887,887,887,887,887,887,887,887,887,999,999,125,887,887,51,999,999,887,887,887,887,887,887,887,887,201.49658033458,10,6
20673,30,12,1-30-2021-012-03,3,1,887,887,360,887,887,887,887,360,887,887,60,887,133,887,887,887,887,887,887,887,887,887,887,887,334,168,201.49658033458,10,6
20672,17,8,1-17-2021-008-07,7,1,887,887,999,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,525.252082803627,4,6
20671,52,16,1-52-2021-016-06,6,2,887,887,256,887,887,887,887,255,887,887,39,887,887,887,887,887,887,887,9,11,115,887,887,887,887,887,34.8033921463918,12,6
22258,18,47,1-18-2021-047-06,6,1,887,887,286,887,887,887,887,887,887,887,887,887,126,887,887,887,887,887,14,16,116,887,887,887,887,887,553.118013615622,6,6
22258,18,47,1-18-2021-047-06,6,2,887,887,887,887,887,887,887,887,887,887,48,887,121,887,887,887,887,887,887,887,887,887,887,887,887,887,553.118013615622,6,6
22259,18,48,1-18-2021-048-03,3,1,887,887,887,887,887,887,887,887,887,887,46,887,120,887,887,887,887,887,887,887,887,887,887,887,887,887,271.972288032001,6,6
22269,31,42,1-31-2021-042-02,2,1,887,887,887,887,887,887,887,887,887,887,46,887,111,887,887,887,887,887,887,887,887,887,887,887,887,887,214.478886594761,6,6
22269,31,42,1-31-2021-042-02,2,2,887,887,887,887,887,887,887,887,887,887,45,887,132,887,887,887,887,887,887,887,887,887,887,887,887,887,214.478886594761,6,6
22276,22,72,1-22-2021-072-07,7,1,887,887,887,887,887,887,887,887,887,887,40,887,121,887,887,50,887,887,887,887,111,887,36,79,887,887,65.8644636636179,12,6
22990,25,74,1-25-2021-074-04,4,1,887,887,402,887,887,887,887,402,887,887,43,887,134,887,887,887,887,887,12,21,141,887,887,887,887,204,1183.053065359,2,6
22990,25,74,1-25-2021-074-04,4,2,887,887,301,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,11,20,112,887,887,887,887,887,1183.053065359,2,6
22991,25,75,1-25-2021-075-05,5,1,887,887,999,887,887,887,887,999,887,887,999,887,133,887,887,887,887,887,887,887,140,887,48,96,304,999,51.7146935993595,2,6
22992,16,72,1-16-2021-072-02,2,1,887,887,887,887,887,887,887,274,887,887,887,887,887,887,887,55,887,887,23,30,109,887,887,887,887,887,18.934323890091,5,6
22281,20,67,1-20-2021-067-09,9,1,887,887,275,887,887,887,887,262,887,887,40,887,133,70,60,61,887,887,12,20,114,4,39,73,887,887,864.886764082721,11,6
23507,27,83,1-27-2021-083-03,3,1,887,887,284,887,887,887,887,887,887,887,43,887,135,999,999,887,887,887,15,26,112,887,887,887,887,887,76.6867154183163,3,6
22799,21,107,1-21-2021-107-09,9,1,887,887,268,887,887,887,887,279,887,887,999,887,106,999,999,887,887,887,12,14,139,887,887,887,887,887,673.562627031035,11,6
22800,21,108,1-21-2021-108-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,999,33,79,887,887,107.539751998063,11,6
22815,27,67,1-27-2021-067-09,9,1,999,999,999,999,999,999,999,999,999,999,999,887,126,999,999,887,887,887,887,887,887,887,887,887,887,999,87.0028588870354,3,6
23509,52,164,1-52-2021-164-03,3,1,887,887,262,887,887,887,887,274,887,887,46,887,119,887,887,887,887,887,999,887,887,887,887,887,887,887,37.9987609174344,12,6
23509,52,164,1-52-2021-164-03,3,2,887,887,306,887,887,887,887,305,887,887,47,887,139,887,887,887,887,887,9,16,118,887,887,887,887,887,37.9987609174344,12,6
22816,16,66,1-16-2021-066-03,3,2,887,887,273,887,887,887,887,887,887,887,45,887,131,73,887,887,887,887,12,24,126,887,37,887,887,887,288.858247776156,5,6
22819,23,83,1-23-2021-083-02,2,2,999,999,999,999,999,999,999,999,999,999,999,999,150,999,999,999,999,117,999,999,142,999,41,78,887,887,66.3082507877633,5,6
22831,19,117,1-19-2021-117-04,4,1,887,887,887,887,887,887,887,887,887,887,46,887,122,999,999,887,887,887,887,887,887,887,887,887,887,887,393.16025093909,9,6
22832,19,118,1-19-2021-118-04,4,3,999,999,406,999,999,999,999,406,999,999,50,887,134,999,999,887,887,887,887,887,887,887,887,887,385,230,393.160251042618,9,6
23512,20,134,1-20-2021-134-02,2,6,887,887,278,887,887,887,887,278,887,887,35,35,125,70,70,47,999,999,14,20,110,6,37,78,887,887,86.5721118996035,11,6
22833,11,46,1-11-2021-046-02,2,2,887,887,999,887,887,887,887,999,887,887,999,999,999,887,887,887,887,887,999,999,999,999,999,999,999,999,283.101033687221,8,6
20671,52,16,1-52-2021-016-06,6,1,887,887,260,887,887,887,887,261,887,887,39,887,106,887,887,887,887,887,887,887,887,887,887,887,887,887,34.8033921463918,12,6
20668,31,7,1-31-2021-007-07,7,1,887,887,887,887,887,887,887,887,887,887,42,887,133,887,887,887,887,887,887,887,887,887,887,887,887,887,242.440585619395,6,6
20667,59,4,1-59-2021-004-02,2,2,887,887,887,887,887,887,887,887,887,887,36,887,115,887,887,887,887,887,887,887,887,887,887,887,887,887,124.761054149874,6,6
20667,59,4,1-59-2021-004-02,2,1,887,887,887,887,887,887,887,887,887,887,34,887,123,887,887,887,887,887,887,887,887,887,887,887,887,887,124.761054149874,6,6
20797,26,15,1-26-2021-015-01,1,2,887,887,887,887,887,887,887,999,887,887,887,999,119,887,887,49,56,84,999,999,110,887,32,81,887,887,19.2495104827086,10,6
20664,10,13,1-10-2021-013-03,3,2,887,887,999,887,887,887,887,999,887,887,999,887,136,999,999,887,887,887,887,887,887,887,887,887,887,999,160.752389470401,4,6
20664,10,13,1-10-2021-013-03,3,1,887,887,887,887,887,887,887,887,887,887,38,887,122,999,999,887,887,887,887,887,887,887,887,887,887,887,160.752389470401,4,6
20663,10,12,1-10-2021-012-04,4,2,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,999,999,118,887,887,887,887,887,450.355027043222,4,6
20661,21,15,1-21-2021-015-03,3,2,887,887,887,887,887,887,887,282,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,112.251369216828,11,6
20661,21,15,1-21-2021-015-03,3,1,887,887,262,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,999,999,999,887,887,887,887,887,112.251369216828,11,6
20660,21,14,1-21-2021-014-09,9,1,887,887,887,887,887,887,887,999,887,887,887,887,887,887,887,887,887,887,10,14,129,7,36,79,887,887,703.073289269636,11,6
20659,21,13,1-21-2021-013-03,3,2,887,887,887,887,887,887,887,887,887,887,42,46,117,999,999,50,999,999,887,887,887,887,887,887,887,887,112.251369213532,11,6
20658,21,12,1-21-2021-012-01,1,2,887,887,887,887,887,887,887,887,887,887,887,999,887,887,887,999,999,999,887,887,887,887,887,887,887,887,11.8778693947207,11,6
20658,21,12,1-21-2021-012-01,1,1,887,887,887,887,887,887,887,887,887,887,40,887,109,999,999,887,887,887,887,887,887,887,887,887,887,887,11.8778693947207,11,6
20657,29,8,1-29-2021-008-10,10,1,887,887,887,887,887,887,887,887,887,887,36,887,122,887,887,887,887,887,999,999,999,887,887,887,887,887,793.995440429863,2,6
20656,29,7,1-29-2021-007-06,6,2,887,887,887,887,887,887,887,887,887,887,38,887,125,887,887,55,887,887,887,887,110,887,34,80,887,887,76.3319609632351,2,6
20656,29,7,1-29-2021-007-06,6,1,887,887,999,887,887,887,887,999,887,887,887,887,131,887,887,887,887,887,999,999,124,887,44,80,206,999,76.3319609632351,2,6
