CASEID,PSU,CASENO,CASENUMBER,CATEGORY,JKWGT1,JKWGT2,JKWGT3,JKWGT4,JKWGT5,JKWGT6,JKWGT7,JKWGT8,JKWGT9,JKWGT10,JKWGT11,JKWGT12,JKWGT13,JKWGT14,JKWGT15,JKWGT16,JKWGT17,JKWGT18,JKWGT19,JKWGT20,JKWGT21,JKWGT22,JKWGT23,JKWGT24,JKWGT25,JKWGT26,JKWGT27,JKWGT28,JKWGT29,JKWGT30,JKWGT31,JKWGT32,CASEWGT,PSUSTRAT,VERSION
20416,48,2,1-48-2021-002-10,10,4548.320344,4368.00152,4451.29853,4465.801814,4966.466526,4209.699599,4555.65382,4357.549118,4546.013727,4371.868752,4746.517017,4487.845075,4227.82672,4933.427279,4605.922936,4312.200523,4834.033772,4984.497602,5189.157809,4575.592732,4650.206171,4281.307409,3369.870769,7875.121515,4581.371075,4662.249203,4419.69334,4492.638057,4500.938848,4411.429463,8949.961215,0,4455.60834933852,12,6
20426,73,3,1-73-2021-003-04,4,256.5546965,255.5483833,256.6341947,255.4977473,260.2123657,251.969511,503.5985177,0,256.0031262,256.0720404,255.9992884,256.0762001,230.5958609,291.7974417,264.7240853,247.929009,256.573096,264.8499504,256.8150319,272.3429664,269.8249728,243.9727405,239.7184469,273.8779634,255.6623555,256.3884941,256.0263165,256.0504622,259.2399609,252.9310393,260.4551226,251.6409991,256.038376819247,3,6
20429,25,3,1-25-2021-003-08,8,131.6430426,126.4271113,0,259.1454973,128.8576711,129.0118054,128.7913078,129.0793834,133.8359278,124.1690558,132.1764065,126.1521657,127.8439751,130.2229523,128.7614816,129.1157153,130.9038579,134.7738198,127.4785782,162.7355123,142.9984698,118.3476748,130.5079975,131.3285438,125.2695485,136.5079126,129.7115493,129.7481625,129.0635487,128.8113057,128.984673,128.8849993,128.934874562164,2,6
20432,32,4,1-32-2021-004-07,7,4420.848899,4299.471777,4468.280709,4257.964216,4360.028303,4360.028303,4360.028303,4360.028303,4568.793099,4162.82281,4495.788337,4244.242322,4360.028303,4360.028303,4360.028303,4360.028303,0,8208.89497,4552.315915,4612.84085,4360.028303,4360.028303,4380.25151,4360.028303,4248.682662,4467.292926,4376.339881,4343.837866,4360.028303,4360.028303,4360.028303,4360.028303,4360.02830263929,7,6
20433,32,5,1-32-2021-005-09,9,5745.27709,5425.888352,5725.415925,5425.636765,5572.626721,5568.144751,5561.584655,5580.21194,5360.815978,6084.053893,4771.208657,6665.94319,5589.792247,5552.920432,5558.93142,5582.601172,0,11775.94203,5395.915992,6484.844311,5576.962642,5564.392439,5666.942094,5590.697485,5311.145703,5893.919075,5587.910116,5553.062789,5552.57131,5590.506102,5558.455366,5583.830397,5570.35845819782,7,6
20436,59,1,1-59-2021-001-05,5,68.02165288,68.02165288,68.02165288,68.02165288,68.97623445,67.0839685,68.28931017,67.75227786,68.02165288,68.02165288,68.02165288,68.02165288,141.5540365,0,69.5480755,66.60592713,68.06802565,68.02165288,68.02165288,69.10557827,68.35855404,67.68203334,63.37565076,73.37768917,68.02165288,68.02165288,68.02165288,68.02165288,68.59914746,67.46569288,66.8822278,69.22797922,68.0216528781747,6,6
20443,76,2,1-76-2021-002-04,4,91.44339718,91.0847185,91.4717326,91.06667039,185.4941892,0,89.74842384,92.82440513,91.24680183,91.2713648,91.24543394,91.27284744,82.19092919,104.0049148,94.35519992,88.36895661,91.44995528,94.40006182,91.53618812,97.07078602,96.17330144,86.95882989,85.44247856,97.61790265,91.12534145,91.38415794,91.25506752,91.26367374,92.40050185,90.15182261,92.83362008,89.69201555,91.259366153553,3,6
20446,19,5,1-19-2021-005-06,6,127.6729369,126.9330668,127.2709232,127.0303365,129.128126,125.2344979,127.6187941,126.6831065,127.088993,127.271034,127.1288226,127.1698694,130.981156,124.1810971,136.9106466,118.8130584,127.8009533,128.4666601,128.7987786,131.3533586,0,260.398928,112.315563,154.0886346,127.2089182,127.0943358,127.0538333,127.2423369,126.4314592,128.0528464,127.8436802,126.4533046,127.14712417509,9,6
20449,19,8,1-19-2021-008-05,5,47.50903367,47.50903367,47.50903367,47.50903367,48.17575148,46.85411752,47.69597619,47.32089141,47.50903367,47.50903367,47.50903367,47.50903367,49.43349065,45.50184751,48.57514807,46.52023438,47.54142226,47.50903367,47.50903367,48.26609036,0,94.54365968,44.2640806,51.2499029,47.50903367,47.50903367,47.50903367,47.50903367,47.9123789,47.12072904,46.71321377,48.35158007,47.5090336657469,9,6
20452,22,3,1-22-2021-003-06,6,102.2281057,101.6356895,101.9062121,101.7135736,103.39328,100.2756402,102.1847533,101.4355454,101.76054,101.9063008,101.7924317,101.825298,104.8770066,99.43217897,109.6247677,95.13397426,102.3306088,102.8636422,103.1295705,105.1750304,99.35377714,104.2511035,89.93141005,123.3792345,101.8565645,101.764818,101.7323875,101.8833229,0,205.0646006,102.3648204,101.2515424,101.807085820683,12,6
